Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Buccaneers won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,TAM 35,0,0,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,DAL 25,0,0,Dak Prescott pass incomplete short right intended for CeeDee Lamb,0.610,0.060
1,14:56,2,10,DAL 25,0,0,Dak Prescott pass incomplete short right intended for CeeDee Lamb,0.060,-0.620
1,14:50,3,10,DAL 25,0,0,Dak Prescott pass incomplete short left intended for T.Y. Hilton,-0.620,-1.700
1,14:47,4,10,DAL 25,0,0,"Bryan Anger punts 50 yards, returned by Deven Thompkins for 10 yards (tackle by Noah Brown)",-1.700,-1.270
1,14:35,1,10,TAM 35,0,0,Rachaad White up the middle for -2 yards (tackle by Micah Parsons),1.270,0.450
1,13:57,2,12,TAM 33,0,0,Tom Brady pass incomplete short middle intended for Russell Gage,0.450,-0.230
1,13:52,3,12,TAM 33,0,0,"Tom Brady pass incomplete short middle intended for Mike Evans (defended by Donovan Wilson). Penalty on Donovan Smith: Offensive Holding, 10 yards (declined)",-0.230,-1.180
1,13:47,4,12,TAM 33,0,0,"Jake Camarda punts 45 yards, returned by KaVontae Turpin for 7 yards (tackle by Giovani Bernard)",-1.180,-0.870
1,13:35,1,10,DAL 29,0,0,Ezekiel Elliott up the middle for -2 yards (tackle by Akiem Hicks and Mike Edwards),0.870,0.060
1,13:01,2,12,DAL 27,0,0,Tony Pollard right end for 5 yards (tackle by Akiem Hicks),0.060,0.040
1,12:19,3,7,DAL 32,0,0,Dak Prescott sacked by Vita Vea for -8 yards,0.040,-1.770
1,11:35,4,15,DAL 24,0,0,"Bryan Anger punts 45 yards, returned by Deven Thompkins for 10 yards (tackle by Peyton Hendershot)",-1.770,-1.660
1,11:20,1,10,TAM 41,0,0,Tom Brady pass complete short left to Mike Evans for 2 yards (tackle by Donovan Wilson),1.660,1.390
1,10:49,2,8,TAM 43,0,0,Leonard Fournette right tackle for 3 yards (tackle by Leighton Vander Esch),1.390,1.090
1,10:15,3,5,TAM 46,0,0,Tom Brady pass incomplete short right intended for Russell Gage (defended by Jayron Kearse),1.090,-0.320
1,10:07,4,5,TAM 46,0,0,"Jake Camarda punts 54 yards, touchback.",-0.320,-0.280
1,10:00,1,10,DAL 20,0,0,Tony Pollard left end for 5 yards (tackle by Antoine Winfield and Mike Edwards),0.280,0.410
1,9:25,2,5,DAL 25,0,0,Dak Prescott pass complete short right to Michael Gallup for 15 yards (tackle by Sean Murphy-Bunting),0.410,1.600
1,8:48,1,10,DAL 40,0,0,Tony Pollard up the middle for 2 yards (tackle by Antoine Winfield),1.600,1.320
1,8:08,2,8,DAL 42,0,0,"Dak Prescott pass complete short left to Noah Brown for 3 yards (tackle by Antoine Winfield and Lavonte David). Penalty on Akiem Hicks: Roughing the Passer, 15 yards (accepted)",1.320,2.920
1,7:57,1,10,TAM 40,0,0,Tony Pollard left tackle for 18 yards (tackle by Antoine Winfield and Mike Edwards),2.920,4.110
1,7:17,1,10,TAM 22,0,0,Tony Pollard right end for no gain (tackle by Mike Edwards),4.110,3.560
1,6:34,2,10,TAM 22,6,0,"Dak Prescott pass complete deep right to Dalton Schultz for 22 yards, touchdown",3.560,7.000
1,6:28,,,TAM 15,6,0,Brett Maher kicks extra point no good,0.000,-1.000
1,6:28,,,DAL 35,6,0,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
1,6:28,1,10,TAM 25,6,0,Tom Brady pass complete short left to Chris Godwin for -1 yards (tackle by Anthony Barr),0.610,-0.070
1,5:53,2,11,TAM 24,6,0,Rachaad White up the middle for 4 yards (tackle by Micah Parsons),-0.070,-0.230
1,5:12,3,7,TAM 28,6,0,Tom Brady pass complete short right to Rachaad White for 11 yards (tackle by Dorance Armstrong),-0.230,1.530
1,4:27,1,10,TAM 39,6,0,Tom Brady pass incomplete short right intended for Rachaad White (defended by Carlos Watkins),1.530,0.990
1,4:25,2,10,TAM 39,6,0,Tom Brady pass complete short left to Chris Godwin for 11 yards (tackle by Jayron Kearse and Trevon Diggs),0.990,2.260
1,3:43,1,10,TAM 50,6,0,Rachaad White up the middle for 12 yards (tackle by Malik Hooker and Donovan Wilson),2.260,3.050
1,3:02,1,10,DAL 38,6,0,Leonard Fournette up the middle for 4 yards (tackle by Leighton Vander Esch and Osa Odighizuwa),3.050,3.050
1,2:20,2,6,DAL 34,6,0,Tom Brady pass incomplete short right intended for Ko Kieft,3.050,2.340
1,2:11,,,,,,Timeout #1 by Dallas Cowboys,,
1,2:11,3,6,DAL 34,6,0,Tom Brady pass complete short middle to Mike Evans for 12 yards (tackle by Malik Hooker),2.340,4.110
1,1:31,1,10,DAL 22,6,0,Tom Brady pass incomplete deep left intended for Cameron Brate (defended by Donovan Wilson),4.110,3.560
1,1:23,2,10,DAL 22,6,0,Tom Brady pass complete short right to Chris Godwin for 6 yards (tackle by Jayron Kearse),3.560,3.740
1,0:50,3,4,DAL 16,6,0,Tom Brady pass complete short right to Chris Godwin for 11 yards (tackle by Donovan Wilson),3.740,6.060
Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,DAL 5,6,0,Tom Brady pass incomplete short left intended for Julio Jones (defended by Micah Parsons),6.060,5.150
2,14:58,2,5,DAL 5,6,0,Tom Brady pass short middle intended for Russell Gage is intercepted by Jayron Kearse in end zone and returned for no gain,5.150,-0.280
2,14:51,1,10,DAL 20,6,0,Ezekiel Elliott right end for no gain (tackle by Sean Murphy-Bunting),0.280,-0.270
2,14:13,2,10,DAL 20,6,0,Dak Prescott pass complete short middle to Ezekiel Elliott for 9 yards (tackle by Mike Edwards),-0.270,0.230
2,13:32,3,1,DAL 29,6,0,Ezekiel Elliott right end for 3 yards (tackle by Lavonte David),0.230,1.070
2,12:59,1,10,DAL 32,6,0,Dak Prescott pass complete to Michael Gallup for 4 yards (tackle by Lavonte David),1.070,1.070
2,12:23,2,6,DAL 36,6,0,Ezekiel Elliott up the middle for 3 yards (tackle by Lavonte David),1.070,0.760
2,11:47,3,3,DAL 39,6,0,Dak Prescott pass complete short left to Tony Pollard for 5 yards (tackle by Mike Edwards),0.760,1.860
2,11:24,1,10,DAL 44,6,0,Dak Prescott scrambles up the middle for 3 yards (tackle by Akiem Hicks),1.860,1.720
2,10:50,2,7,DAL 47,6,0,Tony Pollard left end for -1 yards (tackle by Devin White),1.720,0.890
2,10:07,3,8,DAL 46,6,0,Dak Prescott pass complete short middle to T.Y. Hilton for 14 yards (tackle by Mike Edwards),0.890,2.920
2,9:29,1,10,TAM 40,6,0,Dak Prescott pass complete short right to Jake Ferguson for 34 yards (tackle by Carlton Davis),2.920,5.830
2,8:38,1,6,TAM 6,6,0,"Tony Pollard right tackle for 2 yards (tackle by Sean Murphy-Bunting and Devin White). Penalty on Dalton Schultz: Offensive Holding, 10 yards (accepted)",5.830,4.440
2,8:12,1,14,TAM 14,6,0,Tony Pollard right end for 8 yards (tackle by Sean Murphy-Bunting and Devin White),4.440,4.950
2,7:34,2,6,TAM 6,6,0,Dak Prescott right end for 5 yards (tackle by Lavonte David),4.950,5.170
2,7:01,3,1,TAM 1,6,0,Ezekiel Elliott left guard for no gain (tackle by K.J. Britt and Logan Hall),5.170,3.550
2,6:18,4,1,TAM 1,12,0,"Dak Prescott for 1 yard, touchdown",3.550,7.000
2,6:13,,,TAM 15,12,0,Brett Maher kicks extra point no good,0.000,-1.000
2,6:13,,,DAL 35,12,0,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,6:13,1,10,TAM 25,12,0,Tom Brady pass complete short right to Chris Godwin for 9 yards (tackle by Carlos Watkins),0.610,1.280
2,5:38,2,1,TAM 34,12,0,Leonard Fournette left guard for 6 yards (tackle by Leighton Vander Esch and DaRon Bland),1.280,1.600
2,5:02,1,10,TAM 40,12,0,Leonard Fournette up the middle for -3 yards (tackle by Osa Odighizuwa),1.600,0.650
2,4:29,2,13,TAM 37,12,0,Tom Brady pass incomplete short middle intended for Cade Otton,0.650,-0.030
2,4:23,3,13,TAM 37,12,0,Tom Brady pass complete short middle to Chris Godwin for 10 yards (tackle by Leighton Vander Esch and DaRon Bland),-0.030,-0.260
2,3:42,4,3,TAM 47,12,0,"Jake Camarda punts 44 yards, fair catch by KaVontae Turpin at DAL-9",-0.260,0.380
2,3:32,1,10,DAL 9,12,0,Dak Prescott pass complete short middle to T.Y. Hilton for 9 yards (tackle by Lavonte David),-0.380,0.140
2,2:57,2,1,DAL 18,12,0,Ezekiel Elliott up the middle for 2 yards (tackle by Mike Edwards and Lavonte David),0.140,0.280
2,2:30,1,10,DAL 20,12,0,Dak Prescott pass complete deep left to Dalton Schultz for 20 yards (tackle by Mike Edwards),0.280,1.600
2,2:00,1,10,DAL 40,12,0,Dak Prescott pass complete short right to CeeDee Lamb for 4 yards (tackle by Rakeem Nunez-Roches and Antoine Winfield),1.600,1.590
2,1:54,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,1:54,2,6,DAL 44,12,0,Dak Prescott pass incomplete short left intended for Michael Gallup,1.590,0.890
2,1:50,,,,,,Timeout #2 by Dallas Cowboys,,
2,1:50,3,6,DAL 44,12,0,Dak Prescott scrambles left end for 11 yards (tackle by Sean Murphy-Bunting),0.890,2.590
2,1:25,1,10,TAM 45,12,0,Dak Prescott pass incomplete short middle intended for Ezekiel Elliott (defended by Akiem Hicks),2.590,2.040
2,1:19,2,10,TAM 45,12,0,"Penalty on Dak Prescott: Delay of Game, 5 yards (accepted) (no play)",2.040,1.370
2,1:19,2,15,DAL 50,12,0,Dak Prescott pass complete deep middle to CeeDee Lamb for 20 yards (tackle by Logan Ryan),1.370,3.580
2,0:52,1,10,TAM 30,12,0,Dak Prescott pass complete short left to Michael Gallup for 13 yards (tackle by Logan Ryan),3.580,4.440
2,0:39,1,10,TAM 17,12,0,Dak Prescott pass complete short left to Dalton Schultz for 6 yards (tackle by Lavonte David),4.440,4.890
2,0:34,2,4,TAM 11,18,0,"Dak Prescott pass complete short left to Dalton Schultz for 11 yards, touchdown",4.890,7.000
2,0:27,,,TAM 15,18,0,Brett Maher kicks extra point no good,0.000,-1.000
2,0:27,,,DAL 35,18,0,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,0:27,1,10,TAM 25,18,0,Tom Brady pass complete short left to Rachaad White for 8 yards (tackle by Israel Mukuamu),0.610,1.140
2,0:18,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:18,2,2,TAM 33,18,0,Tom Brady pass incomplete short left,1.140,0.430
2,0:14,3,2,TAM 33,18,0,Tom Brady pass complete short right to Cade Otton for 17 yards (tackle by Dante Fowler and Leighton Vander Esch),0.430,2.260
2,0:06,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:06,,,,,,Timeout #3 by Dallas Cowboys,,
2,0:06,1,10,TAM 50,18,0,Tom Brady pass incomplete short left intended for Mike Evans,2.260,1.710
2,0:04,2,10,TAM 50,18,0,Tom Brady pass incomplete short right,1.710,1.030
Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,18,0,"Brett Maher kicks off 62 yards, returned by Deven Thompkins for 24 yards (tackle by Sean McKeon)",0.000,0.740
3,14:51,1,10,TAM 27,18,0,Tom Brady pass complete short right to Rachaad White for 6 yards (tackle by Jayron Kearse),0.740,1.010
3,14:25,2,4,TAM 33,18,0,Tom Brady pass incomplete short left intended for Russell Gage,1.010,0.300
3,14:21,3,4,TAM 33,18,0,Tom Brady pass incomplete short middle intended for Chris Godwin (defended by Israel Mukuamu),0.300,-1.180
3,14:18,4,4,TAM 33,18,0,Jake Camarda punts 53 yards out of bounds,-1.180,0.280
3,14:11,1,10,DAL 14,18,0,Dak Prescott pass complete deep left to Dalton Schultz for 26 yards (tackle by Devin White),-0.280,1.600
3,13:48,1,10,DAL 40,18,0,Dak Prescott scrambles up the middle for 5 yards (tackle by Devin White and Carlton Davis),1.600,1.730
3,13:15,2,5,DAL 45,18,0,Tony Pollard up the middle for 1 yard (tackle by Antoine Winfield),1.730,1.160
3,12:28,3,4,DAL 46,18,0,Dak Prescott pass complete deep left to CeeDee Lamb for 26 yards,1.160,3.710
3,11:57,1,10,TAM 28,18,0,"Tony Pollard right tackle for 1 yard (tackle by Antoine Winfield and Lavonte David). Penalty on William Gholston: Defensive Holding, 5 yards (accepted)",3.710,4.110
3,11:42,1,10,TAM 22,18,0,Tony Pollard right end for 18 yards (tackle by Carl Nassib),4.110,6.280
3,10:48,1,4,TAM 4,18,0,Ezekiel Elliott up the middle for 2 yards (tackle by Lavonte David and Rakeem Nunez-Roches),6.280,5.720
3,10:11,2,2,TAM 2,24,0,"Dak Prescott pass complete short left to Michael Gallup for 2 yards, touchdown Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",5.720,7.000
3,10:04,,,TAM 15,24,0,Brett Maher kicks extra point no good,0.000,-1.000
3,10:04,,,DAL 35,24,0,"Brett Maher kicks off 63 yards, returned by Deven Thompkins for 17 yards. Deven Thompkins fumbles (forced by Sean McKeon) (tackle by Sean McKeon)",0.000,0.150
3,10:00,1,10,TAM 19,24,0,Leonard Fournette up the middle for 1 yard (tackle by Malik Hooker),0.150,-0.200
3,9:35,2,9,TAM 20,24,0,Tom Brady pass incomplete short middle intended for Mike Evans,-0.200,-0.940
3,9:34,3,9,TAM 20,24,0,"Tom Brady pass complete to Chris Godwin for no gain. Chris Godwin fumbles (forced by Israel Mukuamu), recovered by Malik Hooker at TB-38 (tackle by Julio Jones). Penalty on Ryan Jensen: Unnecessary Roughness / Offense, 9 yards (accepted) Replay Assistant challenged the fumble ruling, and the original play was overturned. Tom Brady pass complete short middle to Chris Godwin for 9 yards (tackle by Israel Mukuamu)",-0.940,0.870
3,9:34,1,10,TAM 29,24,0,"Penalty on Ryan Jensen: Unnecessary Roughness / Offense, 14 yards (accepted)",0.870,-0.220
3,9:19,1,10,TAM 15,24,0,Tom Brady pass complete short right to Julio Jones for 8 yards (tackle by Anthony Barr),-0.220,0.480
3,8:58,2,2,TAM 23,24,0,Tom Brady pass complete short left to Leonard Fournette for 6 yards (tackle by Malik Hooker),0.480,0.870
3,8:33,1,10,TAM 29,24,0,Tom Brady pass incomplete short left,0.870,0.330
3,8:28,2,10,TAM 29,24,0,Tom Brady pass incomplete short left intended for Cameron Brate (defended by Jayron Kearse),0.330,-0.360
3,8:24,3,10,TAM 29,24,0,Tom Brady pass incomplete deep middle intended for Mike Evans,-0.360,-1.440
3,8:18,4,10,TAM 29,24,0,"Jake Camarda punts 49 yards, returned by KaVontae Turpin for no gain (tackle by Zyon McCollum)",-1.440,-0.410
3,8:09,1,10,DAL 22,24,0,Ezekiel Elliott right tackle for 4 yards (tackle by Vita Vea),0.410,0.410
3,7:43,2,6,DAL 26,24,0,Ezekiel Elliott right end for 9 yards (tackle by William Gholston),0.410,1.270
3,6:51,1,10,DAL 35,24,0,Ezekiel Elliott left end for 3 yards (tackle by Carlton Davis),1.270,1.130
3,6:14,2,7,DAL 38,24,0,Dak Prescott pass complete short middle to Dalton Schultz for 6 yards (tackle by Lavonte David),1.130,1.220
3,5:34,3,1,DAL 44,24,0,Dak Prescott pass complete short left to Dalton Schultz for 4 yards (tackle by Mike Edwards),1.220,2.130
3,4:52,1,10,DAL 48,24,0,Tony Pollard right end for 3 yards (tackle by Lavonte David),2.130,1.990
3,4:05,2,7,TAM 49,24,0,Dak Prescott pass complete to Tony Pollard for 2 yards (tackle by Anthony Nelson),1.990,1.550
3,3:30,3,5,TAM 47,24,0,Dak Prescott pass incomplete short left,1.550,0.130
3,3:17,4,5,TAM 47,24,0,Bryan Anger punts 42 yards downed by Kelvin Joseph,0.130,0.380
3,3:09,1,10,TAM 5,24,0,Rachaad White left end for 3 yards (tackle by Chauncey Golston and Dorance Armstrong),-0.380,-0.560
3,2:46,2,7,TAM 8,24,0,Tom Brady pass incomplete short right intended for Rachaad White (defended by Micah Parsons),-0.560,-1.070
3,2:39,3,7,TAM 8,24,0,Tom Brady pass complete short middle to Rachaad White for 11 yards (tackle by Xavier Rhodes),-1.070,0.150
3,2:15,1,10,TAM 19,24,0,Tom Brady pass complete short middle to Chris Godwin for 16 yards (tackle by Malik Hooker),0.150,1.270
