#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:18,ATL 11,8,4:25,34,Punt
2,1,6:42,PHI 38,7,3:58,38,Touchdown
3,2,10:54,ATL 20,3,1:17,-4,Punt
4,2,6:46,ATL 28,3,1:52,3,Punt
5,2,1:57,PHI 24,4,1:13,24,Touchdown
6,2,0:14,PHI 50,2,0:11,0,Interception
7,3,15:00,ATL 20,3,1:59,5,Punt
8,3,12:52,PHI 49,2,0:56,49,Touchdown
9,3,10:00,ATL 15,1,0:14,0,Interception
10,3,7:52,ATL 19,3,1:11,-1,Punt
11,3,5:31,ATL 1,3,1:27,1,Punt
12,3,1:59,ATL 20,12,6:14,80,Touchdown
13,4,8:12,ATL 20,7,3:24,80,Touchdown
14,4,1:41,ATL 22,3,1:36,-4,Punt
