Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
,,,,,,,"PHI challenged the pass completion ruling, and the original play was overturned.",,
2,10:48,2,10,ATL 20,7,7,Michael Turner up the middle for 1 yard (tackle by Antonio Dixon),-0.270,-0.820
2,10:44,3,9,ATL 21,7,7,"Penalty on ATL: Illegal Substitution, 5 yards (no play)",-0.820,-1.690
2,9:52,3,14,ATL 16,7,7,Matt Ryan pass incomplete deep left intended for Julio Jones,-1.690,-2.390
2,9:46,4,14,ATL 16,7,7,"Matt Bosher punts 37 yards, returned by DeSean Jackson for 8 yards (tackle by Sean Weatherspoon)",-2.390,-2.590
2,9:37,1,10,ATL 45,7,7,Michael Vick pass incomplete short left intended for Jeremy Maclin (defended by Dunta Robinson),2.590,2.040
2,9:31,2,10,ATL 45,7,7,LeSean McCoy right guard for 4 yards (tackle by Sean Weatherspoon),2.040,1.880
2,8:46,3,6,ATL 41,7,7,Michael Vick pass complete deep left to Jason Avant for 29 yards (tackle by James Sanders),1.880,4.780
2,8:12,1,10,ATL 12,7,7,Michael Vick pass complete short middle to Brent Celek for 9 yards (tackle by Curtis Lofton and Sean Weatherspoon),4.780,5.790
2,7:33,2,1,ATL 3,7,7,LeSean McCoy up the middle for no gain (tackle by Ray Edwards),5.790,5.060
2,6:58,3,1,ATL 3,7,7,Michael Vick pass incomplete short left intended for Brent Celek (defended by Curtis Lofton),5.060,3.060
2,6:49,4,1,ATL 3,10,7,Alex Henery 22 yard field goal good,3.060,3.000
2,,,,PHI 35,10,7,"Alex Henery kicks off 73 yards, returned by Eric Weems for 36 yards (tackle by Brandon Hughes)",0.000,0.810
2,6:40,1,10,ATL 28,10,7,Michael Turner up the middle for 2 yards (tackle by Mike Patterson and Trent Cole),0.810,0.530
2,6:07,2,8,ATL 30,10,7,Michael Turner up the middle for 5 yards (tackle by Jamar Chaney),0.530,0.500
2,5:30,3,3,ATL 35,10,7,Matt Ryan sacked by Trent Cole for -4 yards,0.500,-1.310
2,5:02,4,7,ATL 31,10,7,Matt Bosher punts 39 yards,-1.310,-0.940
2,4:54,1,10,PHI 30,10,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",0.940,0.610
2,4:54,,,,10,7,Timeout #1 by Philadelphia Eagles,0.000,0.610
2,4:54,1,15,PHI 25,10,7,Michael Vick pass complete deep middle to Brent Celek for 24 yards (tackle by Dunta Robinson),0.610,2.190
2,4:21,1,10,PHI 49,10,7,Michael Vick pass complete short right to Steve Smith for 9 yards (tackle by Brent Grimes),2.190,2.860
2,3:50,2,1,ATL 42,10,7,"LeSean McCoy left end for 6 yards (tackle by Sean Weatherspoon). Penalty on Sean Weatherspoon: Face Mask (15 Yards), 15 yards, Penalty on Lawrence Sidbury: Illegal Use of Hands (Declined)",2.860,4.170
2,3:26,1,10,ATL 21,10,7,Michael Vick pass incomplete short left intended for Brent Celek,4.170,3.630
2,3:22,2,10,ATL 21,10,7,Michael Vick pass complete short right to Jeremy Maclin for 7 yards (tackle by Kelvin Hayden),3.630,4.020
2,2:42,3,3,ATL 14,10,7,"Michael Vick right end for 10 yards (tackle by Stephen Nicholas). Michael Vick fumbles (forced by Stephen Nicholas), ball out of bounds at ATL-4",4.020,6.280
2,2:10,1,4,ATL 4,10,7,"Michael Vick left guard for -8 yards (tackle by Peria Jerry). Michael Vick fumbles (forced by Peria Jerry), recovered by Ray Edwards at ATL-12 and returned for 64 yards (tackle by DeSean Jackson)",6.280,-3.970
2,1:57,1,10,PHI 24,10,7,Matt Ryan pass complete short left to Tony Gonzalez for 13 yards (tackle by Kurt Coleman),3.970,4.840
2,1:50,1,10,PHI 11,10,7,Jacquizz Rodgers right end for 5 yards (tackle by Trent Cole),4.840,5.080
2,1:07,2,5,PHI 6,10,7,Michael Turner left guard for 2 yards (tackle by Moise Fokou and Casey Matthews),5.080,4.670
2,0:50,,,,10,7,Timeout #1 by Atlanta Falcons,0.000,4.670
2,0:50,3,3,PHI 4,10,13,"Matt Ryan pass complete short middle to Tony Gonzalez for 4 yards, touchdown",4.670,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,,,,PHI 2,10,14,Matt Bryant kicks extra point good,0.000,0.000
2,,,,ATL 35,10,14,"Matt Bosher kicks off 66 yards, returned by Dion Lewis for 23 yards (tackle by Kroy Biermann)",0.000,0.410
2,0:38,1,10,PHI 22,10,14,Michael Vick pass complete deep middle to Steve Smith for 20 yards (tackle by William Moore),0.410,1.730
2,0:26,,,,10,14,Timeout #2 by Philadelphia Eagles,0.000,1.730
2,0:26,1,10,PHI 42,10,14,"Penalty on Ray Edwards: Encroachment, 5 yards (no play)",1.730,2.460
2,0:26,1,5,PHI 47,10,14,"Michael Vick right end for 2 yards (tackle by John Abraham). Michael Vick fumbles (forced by John Abraham), recovered by Stephen Nicholas at ATL-48 and returned for 2 yards (tackle by Evan Mathis)",2.460,-2.260
2,0:14,1,10,PHI 50,10,14,Matt Ryan pass incomplete short middle intended for Roddy White (defended by Trent Cole),2.260,1.710
2,0:11,2,10,PHI 50,10,14,Matt Ryan pass incomplete short right intended for Tony Gonzalez is intercepted by Nnamdi Asomugha at PHI-40 and returned for 6 yards (tackle by Tony Gonzalez),1.710,-1.990
2,0:03,1,10,PHI 46,10,14,Michael Vick pass complete short left to Jeremy Maclin for 9 yards,1.990,2.670
2,0:02,2,1,ATL 45,10,14,Alex Henery 63 yard field goal no good,2.670,2.390
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,10,14,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ATL 20,10,14,Michael Turner right end for -1 yards (tackle by Trent Cole),0.280,-0.460
3,14:19,2,11,ATL 19,10,14,Matt Ryan sacked by Jason Babin for -4 yards,-0.460,-1.860
3,13:48,3,15,ATL 15,10,14,Matt Ryan right tackle for 10 yards (tackle by Asante Samuel),-1.860,-1.700
3,13:08,4,5,ATL 25,10,14,"Matt Bosher punts 35 yards, fair catch by Jeremy Maclin",-1.700,-1.600
3,13:01,1,10,PHI 40,10,14,Michael Vick pass incomplete short middle intended for Jason Avant is intercepted by Kelvin Hayden at ATL-49 and returned for 2 yards (tackle by Steve Smith),1.600,-2.320
3,12:52,1,10,PHI 49,10,14,Matt Ryan pass complete short middle to Michael Turner for 32 yards (tackle by Casey Matthews),2.320,4.440
3,12:03,1,10,PHI 17,10,20,"Matt Ryan pass complete short middle to Tony Gonzalez for 17 yards, touchdown",4.440,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,,,,PHI 2,10,21,Matt Bryant kicks extra point good,0.000,0.000
3,,,,ATL 35,10,21,"Matt Bosher kicks off 65 yards, returned by Dion Lewis for 30 yards (tackle by Matt Bosher)",0.000,0.940
3,11:50,1,10,PHI 30,10,21,LeSean McCoy left end for 23 yards (tackle by James Sanders),0.940,2.460
3,11:15,1,10,ATL 47,10,21,Michael Vick pass complete short right to Brent Celek for 8 yards (tackle by Brent Grimes and Curtis Lofton),2.460,2.990
3,10:42,2,2,ATL 39,10,21,LeSean McCoy up the middle for 3 yards (tackle by Brent Grimes),2.990,3.180
3,10:10,1,10,ATL 36,16,21,"Michael Vick pass complete short left to Jeremy Maclin for 36 yards, touchdown",3.180,7.000
3,,,,ATL 2,17,21,Alex Henery kicks extra point good,0.000,0.000
3,,,,PHI 35,17,21,"Alex Henery kicks off 69 yards, returned by Eric Weems for 19 yards (tackle by Colt Anderson)",0.000,-0.220
3,9:56,1,10,ATL 15,17,21,Matt Ryan pass incomplete deep right intended for Julio Jones is intercepted by Asante Samuel at ATL-36 and returned for 14 yards (tackle by Ovie Mughelli),-0.220,-4.110
,,,,,,,"ATL challenged the pass completion ruling, and the play was upheld.",,
3,9:46,1,10,ATL 22,17,21,LeSean McCoy right guard for 5 yards (tackle by Stephen Nicholas),4.110,4.290
3,9:15,2,5,ATL 17,17,21,Michael Vick pass complete short left to LeSean McCoy for 2 yards (tackle by Vance Walker),4.290,3.930
3,8:37,3,3,ATL 15,17,21,Michael Vick left end for 7 yards (tackle by Curtis Lofton),3.930,5.370
3,8:01,1,8,ATL 8,23,21,"LeSean McCoy right end for 8 yards, touchdown",5.370,7.000
3,,,,ATL 2,24,21,Alex Henery kicks extra point good,0.000,0.000
3,,,,PHI 35,24,21,"Alex Henery kicks off 69 yards, returned by Eric Weems for 23 yards (tackle by Brandon Hughes)",0.000,0.150
3,7:45,1,10,ATL 19,24,21,Michael Turner right guard for -1 yards (tackle by Casey Matthews),0.150,-0.560
3,7:07,2,11,ATL 18,24,21,Matt Ryan pass incomplete short left intended for Tony Gonzalez,-0.560,-1.250
3,7:03,3,11,ATL 18,24,21,Matt Ryan pass incomplete short middle intended for Jason Snelling,-1.250,-2.240
3,6:56,4,11,ATL 18,24,21,Matt Bosher punts 49 yards (tackle by Shann Schillinger),-2.240,-0.480
3,6:41,1,10,PHI 23,24,21,"Michael Vick pass complete short left to Jeremy Maclin for 16 yards (tackle by Dunta Robinson). Penalty on Dunta Robinson: Unnecessary Roughness, 15 yards",0.480,2.520
3,6:12,,,,24,21,Timeout #1 by Philadelphia Eagles,0.000,2.520
3,6:12,1,10,ATL 46,24,21,LeSean McCoy left end for 3 yards (tackle by Stephen Nicholas),2.520,2.380
3,5:57,2,7,ATL 43,24,21,Michael Vick pass incomplete,2.380,1.680
3,5:49,3,7,ATL 43,24,21,Michael Vick pass incomplete short left intended for Jason Avant,1.680,0.400
3,5:42,4,7,ATL 43,24,21,Chas Henry punts 42 yards,0.400,0.380
3,5:31,1,10,ATL 1,24,21,Ovie Mughelli up the middle for 1 yard (tackle by Jason Babin and Cullen Jenkins),-0.380,-0.710
3,4:54,2,9,ATL 2,24,21,Matt Ryan pass incomplete deep right intended for Julio Jones (defended by Dominique Rodgers-Cromartie),-0.710,-1.300
3,4:47,3,9,ATL 2,24,21,Matt Ryan sacked by Cullen Jenkins for 0 yards,-1.300,-2.490
3,4:10,4,9,ATL 2,24,21,Matt Bosher punts 18 yards,-2.490,-4.240
3,4:04,1,10,ATL 20,24,21,LeSean McCoy up the middle for 2 yards (tackle by Sean Weatherspoon),4.240,3.960
3,3:23,2,8,ATL 18,24,21,Michael Vick pass incomplete short middle intended for Brent Celek,3.960,3.220
3,3:18,3,8,ATL 18,24,21,Michael Vick pass complete short middle to Jeremy Maclin for 9 yards (tackle by Curtis Lofton and Sean Weatherspoon),3.220,5.140
3,2:51,1,9,ATL 9,24,21,LeSean McCoy left end for 4 yards (tackle by William Moore),5.140,5.150
3,2:09,2,5,ATL 5,24,21,"Mike Kafka pass complete short middle to LeSean McCoy for -11 yards. LeSean McCoy fumbles, recovered by LeSean McCoy at ATL-16. Penalty on John Abraham: Roughing the Passer, 3 yards (no play)",5.150,6.740
3,2:04,1,2,ATL 2,30,21,"LeSean McCoy left tackle for 2 yards, touchdown",6.740,7.000
3,,,,ATL 2,31,21,Alex Henery kicks extra point good,0.000,0.000
3,,,,PHI 35,31,21,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
3,1:59,1,10,ATL 20,31,21,Matt Ryan pass complete short right to Roddy White for 17 yards (tackle by Nnamdi Asomugha),0.280,1.400
3,1:23,1,10,ATL 37,31,21,Michael Turner up the middle for -1 yards (tackle by Trent Cole),1.400,0.720
3,0:40,2,11,ATL 36,31,21,"Matt Ryan pass incomplete. Penalty on Jason Babin: Defensive Offside (Offsetting), Penalty on Matt Ryan: Intentional Grounding (Offsetting) (no play)",0.720,0.720
3,0:32,2,11,ATL 36,31,21,Michael Turner up the middle for -1 yards (tackle by Trent Cole),0.720,-0.100
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,ATL 35,31,21,Matt Ryan pass complete short left to Tony Gonzalez for 13 yards (tackle by Jarrad Page),-0.100,2.130
4,14:22,1,10,ATL 48,31,21,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Nnamdi Asomugha),2.130,1.580
4,14:15,2,10,ATL 48,31,21,"Matt Ryan pass complete short middle to Harry Douglas for 4 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Joe Hawley: Offensive Holding (Offsetting), Penalty on Jason Babin: Defensive Offside (Offsetting) (no play)",1.580,1.580
4,13:47,2,10,ATL 48,31,21,Matt Ryan pass complete short middle to Jason Snelling for 8 yards (tackle by Nnamdi Asomugha),1.580,1.950
4,13:02,3,2,PHI 44,31,21,Matt Ryan pass complete short left to Julio Jones for 14 yards (tackle by Nnamdi Asomugha),1.950,3.580
4,12:38,1,10,PHI 30,31,21,Matt Ryan pass complete short right to Harry Douglas for 15 yards (tackle by Jarrad Page),3.580,4.580
4,12:16,1,10,PHI 15,31,21,Matt Ryan pass incomplete short right intended for Jason Snelling,4.580,3.950
4,12:11,2,10,PHI 15,31,21,Matt Ryan pass complete short middle to Tony Gonzalez for 14 yards (tackle by Jarrad Page and Jamar Chaney),3.950,6.970
4,11:31,1,1,PHI 1,31,21,Michael Turner left guard for no gain (tackle by Kurt Coleman and Antonio Dixon),6.970,5.910
4,10:52,2,1,PHI 1,31,27,"Matt Ryan pass complete short right to Ovie Mughelli for 1 yard, touchdown. Penalty on Jason Babin: Defensive Holding (Declined)",5.910,7.000
4,,,,PHI 2,31,28,"Matt Bryant kicks extra point good. Penalty on Dominique Rodgers-Cromartie: Defensive Offside, 5 yards",0.000,0.000
4,,,,ATL 40,31,28,"Matt Bosher kicks off 60 yards, touchback",0.000,0.280
4,10:45,1,10,PHI 20,31,28,LeSean McCoy up the middle for 19 yards (tackle by James Sanders),0.280,1.530
4,10:08,1,10,PHI 39,31,28,DeSean Jackson right end for no gain (tackle by Brent Grimes),1.530,0.990
4,9:29,2,10,PHI 39,31,28,Mike Kafka pass complete short middle to LeSean McCoy for 2 yards (tackle by Curtis Lofton),0.990,0.560
4,9:00,3,8,PHI 41,31,28,Mike Kafka pass complete short right to Jeremy Maclin for 7 yards (tackle by Curtis Lofton),0.560,-0.190
4,8:20,4,1,PHI 48,31,28,"Chas Henry punts 52 yards, touchback",-0.190,-0.280
4,8:12,1,10,ATL 20,31,28,"Michael Turner left tackle for 3 yards (tackle by Jarrad Page and Kurt Coleman). Penalty on Joe Hawley: Offensive Holding, 10 yards",0.280,-0.510
4,7:54,1,17,ATL 13,31,28,Michael Turner up the middle for 61 yards (tackle by Dominique Rodgers-Cromartie),-0.510,3.840
4,7:16,1,10,PHI 26,31,28,Jacquizz Rodgers right tackle for 2 yards (tackle by Jarrad Page and Jamar Chaney),3.840,3.570
4,6:47,2,8,PHI 24,31,28,Matt Ryan pass complete short middle to Harry Douglas for 4 yards (tackle by Jamar Chaney),3.570,3.400
4,6:20,3,4,PHI 20,31,28,Matt Ryan pass complete short right to Tony Gonzalez for 7 yards (tackle by Jamar Chaney),3.400,4.710
4,5:37,1,10,PHI 13,31,28,Jacquizz Rodgers up the middle for 10 yards (tackle by Jamar Chaney),4.710,6.510
4,4:53,1,3,PHI 3,31,34,"Michael Turner right end for 3 yards, touchdown",6.510,7.000
4,,,,PHI 2,31,35,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 35,31,35,"Matt Bosher kicks off 68 yards, returned by Dion Lewis for 63 yards (tackle by Christopher Owens). Penalty on Colt Anderson: Offensive Holding, 8 yards",0.000,-0.380
4,4:38,1,10,PHI 9,31,35,Mike Kafka pass complete short middle to Jeremy Maclin for 9 yards (tackle by Christopher Owens),-0.380,0.140
4,4:05,2,1,PHI 18,31,35,Mike Kafka pass complete deep left to Jeremy Maclin for 43 yards,0.140,2.980
4,3:56,1,10,ATL 39,31,35,LeSean McCoy right end for 2 yards (tackle by William Moore),2.980,2.710
4,3:20,2,8,ATL 37,31,35,Mike Kafka pass complete short left to LeSean McCoy for 7 yards (tackle by Dunta Robinson),2.710,2.940
4,3:14,3,1,ATL 30,31,35,LeSean McCoy right guard for 2 yards (tackle by Curtis Lofton and William Moore),2.940,3.710
4,2:37,1,10,ATL 28,31,35,Mike Kafka left tackle for 2 yards (tackle by John Abraham),3.710,3.440
4,2:01,2,8,ATL 26,31,35,Mike Kafka pass complete short left to Jeremy Maclin for 5 yards (tackle by Christopher Owens),3.440,3.400
4,1:57,3,3,ATL 21,31,35,Mike Kafka pass complete short right to Jeremy Maclin for -1 yards (tackle by Christopher Owens),3.400,2.070
4,1:45,,,,31,35,Timeout #2 by Philadelphia Eagles,0.000,2.070
4,1:45,4,4,ATL 22,31,35,Mike Kafka pass incomplete short middle intended for Jeremy Maclin,2.070,-0.410
4,1:41,1,10,ATL 22,31,35,Matt Ryan kneels for -2 yards,0.410,-0.400
4,1:39,,,,31,35,Timeout #3 by Philadelphia Eagles,0.000,-0.400
4,1:39,2,12,ATL 20,31,35,Matt Ryan kneels for -1 yards,-0.400,-1.290
4,0:57,3,13,ATL 19,31,35,Matt Ryan kneels for -1 yards,-1.290,-2.240
4,0:15,,,,31,35,Timeout #2 by Atlanta Falcons,0.000,-2.240
4,0:15,4,14,ATL 18,31,35,"Matt Bosher punts 35 yards, returned by DeSean Jackson for 8 yards (tackle by Stephen Nicholas)",-2.240,-2.590
4,0:05,1,10,ATL 45,31,35,Mike Kafka pass incomplete deep right intended for Steve Smith (defended by Curtis Lofton),2.590,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
