Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
1,2:00,3,8,MIA 26,3,10,Ryan Tannehill pass incomplete deep right intended for Greg Jennings,-0.430,-1.630
1,1:54,4,8,MIA 26,3,10,"Matt Darr punts 52 yards, returned by Rashad Greene for 6 yards (tackle by Kelvin Sheppard)",-1.630,-0.810
1,1:42,1,10,JAX 28,3,10,Marqise Lee right end for 12 yards (tackle by Jelani Jenkins),0.810,1.600
1,1:00,1,10,JAX 40,3,10,T.J. Yeldon right end for 4 yards (tackle by Reshad Jones),1.600,1.590
1,0:22,2,6,JAX 44,3,10,Blake Bortles pass complete short right to T.J. Yeldon for 4 yards (tackle by Jelani Jenkins),1.590,1.420
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,JAX 48,3,10,Blake Bortles pass incomplete short right intended for Allen Robinson. Penalty on Stefen Wisniewski: Offensive Holding (Declined),1.420,-0.190
2,14:55,4,2,JAX 48,3,10,Bryan Anger punts 32 yards,-0.190,-0.280
2,14:44,1,10,MIA 20,3,10,Lamar Miller middle for 4 yards (tackle by Chris Smith),0.280,0.270
2,14:03,2,6,MIA 24,3,10,Ryan Tannehill pass complete short middle to DeVante Parker for 3 yards (tackle by Aaron Colvin),0.270,-0.030
2,13:20,3,3,MIA 27,3,10,Ryan Tannehill pass complete short right to Jarvis Landry for 18 yards (tackle by Davon House),-0.030,1.930
2,12:52,1,10,MIA 45,3,10,Ryan Tannehill right end for 9 yards (tackle by Telvin Smith),1.930,2.600
2,12:18,2,1,JAX 46,3,10,Ryan Tannehill pass incomplete short right intended for Lamar Miller,2.600,1.880
2,12:12,3,1,JAX 46,3,10,Ryan Tannehill pass complete short middle to Jordan Cameron for 17 yards (tackle by Sergio Brown),1.880,3.640
2,11:33,1,10,JAX 29,3,10,Ryan Tannehill pass complete short left to Damien Williams for 2 yards (tackle by James Sample),3.640,3.370
2,10:57,2,8,JAX 27,3,10,Damien Williams left end for 3 yards (tackle by James Sample),3.370,3.070
2,10:16,3,5,JAX 24,3,10,Ryan Tannehill pass incomplete short right intended for Jarvis Landry (defended by Ryan Davis),3.070,1.920
2,10:16,4,5,JAX 24,6,10,Andrew Franks 41 yard field goal good,1.920,3.000
2,10:16,,,MIA 35,6,10,"Andrew Franks kicks off 72 yards, returned by Corey Grant for 24 yards (tackle by Damien Williams). Penalty on John Lotulelei: Offensive Holding, 8 yards",0.000,0.380
2,10:04,1,10,JAX 9,6,10,Blake Bortles pass complete short right to Allen Robinson for 8 yards (tackle by Brent Grimes),-0.380,-0.020
2,9:31,2,2,JAX 17,6,10,T.J. Yeldon right end for -3 yards (tackle by Jelani Jenkins),-0.020,-0.840
2,8:48,3,5,JAX 14,6,10,Blake Bortles for 28 yards (tackle by Walt Aikens),-0.840,1.730
2,8:07,1,10,JAX 42,6,10,Corey Grant middle for 1 yard (tackle by Jelani Jenkins),1.730,1.320
2,7:26,2,9,JAX 43,6,10,T.J. Yeldon middle for 1 yard (tackle by Reshad Jones),1.320,0.760
2,6:45,3,8,JAX 44,6,10,"Blake Bortles pass incomplete short left intended for Clay Harbor. Penalty on Jamar Taylor: Illegal Contact, 5 yards (no play)",0.760,2.190
2,6:40,1,10,JAX 49,6,10,"Bernard Pierce middle for 3 yards (tackle by Michael Thomas). Penalty on Stefen Wisniewski: Offensive Holding, 10 yards",2.190,1.730
2,6:23,1,17,JAX 42,6,10,T.J. Yeldon middle for 12 yards (tackle by Reshad Jones and Jamar Taylor),1.730,2.320
2,5:43,2,5,MIA 46,6,10,T.J. Yeldon middle for no gain (tackle by Terrence Fede),2.320,1.620
2,5:10,3,5,MIA 46,6,16,"Blake Bortles pass complete deep left to Allen Robinson for 46 yards, touchdown",1.620,7.000
2,5:10,,,MIA 46,6,17,Jason Myers kicks extra point good,0.000,0.000
2,5:10,,,JAX 35,6,17,"Jason Myers kicks off 72 yards, returned by Raheem Mostert for 25 yards (tackle by Ryan Davis)",0.000,-0.040
2,4:55,1,10,MIA 18,6,17,Ryan Tannehill pass complete short middle to Jordan Cameron for 19 yards (tackle by Demetrius McCray),0.040,1.400
2,4:18,1,10,MIA 37,6,17,Lamar Miller left end for 4 yards (tackle by Telvin Smith and Chris Smith),1.400,1.400
2,3:40,2,6,MIA 41,6,17,Ryan Tannehill pass complete short left to Lamar Miller for 4 yards (tackle by Dan Skuta),1.400,1.220
2,3:05,3,2,MIA 45,6,17,"Ryan Tannehill pass complete deep middle to Jordan Cameron for 26 yards (tackle by James Sample). Penalty on Dan Skuta: Face Mask (15 Yards), 15 yards",1.220,4.650
2,2:40,1,10,JAX 14,6,17,Lamar Miller left end for 6 yards (tackle by Telvin Smith),4.650,5.090
2,2:00,2,4,JAX 8,6,17,Lamar Miller left end for -2 yards (tackle by Dan Skuta),5.090,5.090
2,1:55,2,4,JAX 8,6,17,Timeout #1 by Jacksonville Jaguars,5.090,3.820
2,1:55,3,6,JAX 10,12,17,"Ryan Tannehill pass complete short left to Damien Williams for 10 yards, touchdown",3.820,7.000
2,1:55,,,JAX 10,13,17,Andrew Franks kicks extra point good,0.000,0.000
2,1:55,,,MIA 35,13,17,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
2,1:48,1,10,JAX 20,13,17,Blake Bortles pass incomplete short left intended for Allen Robinson,0.280,-0.270
2,1:44,2,10,JAX 20,13,17,Blake Bortles pass incomplete short left intended for T.J. Yeldon,-0.270,-0.960
2,1:35,3,10,JAX 20,13,17,Blake Bortles pass complete short right to T.J. Yeldon for -2 yards (tackle by Brent Grimes and Jelani Jenkins),-0.960,-2.240
2,1:28,4,12,JAX 18,13,17,"Bryan Anger punts 56 yards, returned by Jarvis Landry for 19 yards (tackle by LaRoy Reynolds)",-2.240,-1.930
2,1:16,1,10,MIA 45,13,17,Ryan Tannehill pass complete short left to Lamar Miller for 1 yard,1.930,1.520
2,1:11,2,9,MIA 46,13,17,Ryan Tannehill pass complete deep middle to Rishard Matthews for 22 yards (tackle by Paul Posluszny),1.520,1.520
2,1:02,2,9,MIA 46,13,17,Timeout #1 by Miami Dolphins,1.520,3.450
2,1:02,1,10,JAX 32,13,17,Ryan Tannehill pass complete short left to Lamar Miller for 3 yards (tackle by Paul Posluszny),3.450,3.310
2,1:02,2,7,JAX 29,13,17,"Penalty on Ja'Wuan James: False Start, 5 yards (no play)",3.310,3.310
2,0:42,2,7,JAX 29,13,17,Timeout #2 by Miami Dolphins,3.310,2.630
2,0:42,2,12,JAX 34,13,17,Ryan Tannehill right end for 5 yards (tackle by Paul Posluszny),2.630,2.630
2,0:34,2,12,JAX 34,13,17,Timeout #3 by Miami Dolphins,2.630,2.610
2,0:34,3,7,JAX 29,13,17,"Ryan Tannehill pass complete short left to Jordan Cameron for 5 yards (tackle by Aaron Colvin). Penalty on Chris Smith: Defensive Offside, 5 yards (no play)",2.610,3.270
2,0:28,3,2,JAX 24,13,17,Ryan Tannehill pass incomplete deep right intended for Greg Jennings,3.270,1.990
2,0:22,4,2,JAX 24,13,17,Andrew Franks 42 yard field goal no good,1.990,-1.070
2,0:18,1,10,JAX 32,13,17,Blake Bortles pass incomplete deep middle intended for Allen Robinson (defended by Brent Grimes),1.070,0.530
2,0:13,2,10,JAX 32,13,17,Blake Bortles pass complete short middle to T.J. Yeldon for 11 yards,0.530,1.800
2,0:07,1,10,JAX 43,13,17,"Blake Bortles pass incomplete short right intended for Rashad Greene. Penalty on Brice McCain: Defensive Pass Interference, 17 yards (no play)",1.800,2.920
2,0:02,1,10,MIA 40,13,20,Jason Myers 58 yard field goal good,2.920,3.000
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,13,20,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,MIA 20,13,20,Ryan Tannehill pass complete short right to Lamar Miller for 12 yards (tackle by James Sample),0.280,1.070
3,14:18,1,10,MIA 32,13,20,Ryan Tannehill pass complete deep middle to Jarvis Landry for 36 yards (tackle by Telvin Smith),1.070,3.450
3,13:36,1,10,JAX 32,13,20,"Jarvis Landry right end for 6 yards (tackle by Paul Posluszny). Penalty on Ja'Wuan James: Offensive Holding, 10 yards",3.450,3.180
3,13:08,1,14,JAX 36,13,20,Ryan Tannehill right end for 3 yards (tackle by Sergio Brown),3.180,2.770
3,12:26,2,11,JAX 33,13,20,Ryan Tannehill pass complete short right to Rishard Matthews for 14 yards (tackle by Demetrius McCray),2.770,4.310
3,11:45,1,10,JAX 19,13,20,Ryan Tannehill pass complete short left to Jarvis Landry for 13 yards (tackle by Aaron Colvin),4.310,5.830
3,11:11,1,6,JAX 6,13,20,Lamar Miller middle for 1 yard (tackle by Sergio Brown),5.830,5.150
3,10:33,2,5,JAX 5,19,20,"Ryan Tannehill pass complete short middle to Jake Stoneburner for 5 yards, touchdown",5.150,7.000
3,10:33,,,JAX 5,20,20,Andrew Franks kicks extra point good,0.000,0.000
3,10:33,,,MIA 35,20,20,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
3,10:28,1,10,JAX 20,20,20,"Blake Bortles pass complete deep right to Allen Robinson for 17 yards (tackle by Brent Grimes). Penalty on Allen Robinson: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
3,10:06,1,20,JAX 10,20,20,T.J. Yeldon middle for 4 yards (tackle by Jelani Jenkins),-0.760,-1.180
3,9:27,2,16,JAX 14,20,20,Blake Bortles pass incomplete deep middle intended for Marqise Lee,-1.180,-2.030
3,9:22,3,16,JAX 14,20,20,Blake Bortles pass complete deep middle to Allen Hurns for 24 yards (tackle by Reshad Jones),-2.030,1.470
3,8:43,1,10,JAX 38,20,20,T.J. Yeldon middle for 7 yards (tackle by Derrick Shelby and Walt Aikens),1.470,1.870
3,8:11,2,3,JAX 45,20,20,T.J. Yeldon right end for 7 yards (tackle by Jelani Jenkins),1.870,2.390
3,7:28,1,10,MIA 48,20,20,Bernard Pierce right guard for 1 yard (tackle by Derrick Shelby),2.390,1.980
3,6:47,2,9,MIA 47,20,20,Blake Bortles pass incomplete deep left intended for Allen Robinson (defended by Brice McCain),1.980,1.290
3,6:42,3,9,MIA 47,20,20,Blake Bortles pass incomplete short right intended for Marcedes Lewis (defended by Brent Grimes),1.290,0.130
3,6:37,4,9,MIA 47,20,20,"Bryan Anger punts 47 yards, touchback",0.130,-0.280
3,6:30,1,10,MIA 20,20,20,Lamar Miller middle for 4 yards (tackle by Telvin Smith),0.280,0.270
3,5:51,2,6,MIA 24,20,20,"Ryan Tannehill pass incomplete short middle intended for Lamar Miller (defended by Tyson Alualu). Penalty on Tyson Alualu: Roughing the Passer, 15 yards (no play)",0.270,1.530
3,5:46,1,10,MIA 39,20,20,Ryan Tannehill pass incomplete short right intended for Jordan Cameron,1.530,0.990
3,5:41,2,10,MIA 39,20,20,Lamar Miller right end for -5 yards (tackle by Josh Evans),0.990,-0.360
3,4:57,3,15,MIA 34,20,20,Ryan Tannehill pass complete short right to Lamar Miller for 8 yards (tackle by Demetrius McCray and Telvin Smith),-0.360,-0.590
3,4:16,4,7,MIA 42,20,20,"Matt Darr punts 36 yards, fair catch by Rashad Greene",-0.590,-0.410
3,4:09,1,10,JAX 22,20,20,T.J. Yeldon left end for -4 yards (tackle by Kelvin Sheppard and Jelani Jenkins),0.410,-0.770
3,3:31,2,14,JAX 18,20,20,Blake Bortles pass complete short right to Allen Robinson for 10 yards (tackle by Reshad Jones),-0.770,-0.030
3,2:49,3,4,JAX 28,20,20,"Blake Bortles pass complete short middle to Marqise Lee for 9 yards (tackle by Brent Grimes). Penalty on Jermey Parnell: Illegal Use of Hands, 10 yards (no play)",-0.030,-1.490
3,2:17,3,14,JAX 18,20,20,Blake Bortles pass incomplete deep right intended for Allen Robinson,-1.490,-2.240
3,2:09,4,14,JAX 18,20,20,"Bryan Anger punts 53 yards, returned by Jarvis Landry for 7 yards (tackle by LaRoy Reynolds)",-2.240,-1.330
3,1:59,1,10,MIA 36,20,20,Ryan Tannehill pass complete short right to Rishard Matthews for 5 yards (tackle by Sergio Brown),1.330,1.470
3,1:23,2,5,MIA 41,20,20,Lamar Miller middle for no gain (tackle by Telvin Smith and Josh Evans),1.470,0.760
3,0:43,3,5,MIA 41,20,20,Ryan Tannehill pass complete short middle to Kenny Stills for 8 yards (tackle by Paul Posluszny),0.760,2.190
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 49,20,20,Damien Williams middle for 2 yards (tackle by Jared Odrick),2.190,1.920
4,14:23,2,8,JAX 49,20,20,Ryan Tannehill pass complete short middle to Jarvis Landry for 10 yards (tackle by Peyton Thompson),1.920,2.980
4,13:45,1,10,JAX 39,20,20,"Ryan Tannehill pass incomplete short middle intended for Rishard Matthews. Penalty on Ja'Wuan James: Offensive Holding, 10 yards (no play)",2.980,2.320
4,13:38,1,20,JAX 49,20,20,Ryan Tannehill pass complete short right to Jarvis Landry for 11 yards (tackle by Paul Posluszny),2.320,2.580
4,12:52,2,9,JAX 38,20,20,Ryan Tannehill pass incomplete deep right intended for Kenny Stills,2.580,1.880
4,12:45,3,9,JAX 38,20,20,Ryan Tannehill pass incomplete deep right intended for Greg Jennings,1.880,0.720
4,12:45,4,9,JAX 38,20,20,"Penalty on Matt Darr: Delay of Game, 5 yards (no play)",0.720,0.400
4,12:37,4,14,JAX 43,20,20,"Matt Darr punts 43 yards, touchback",0.400,-0.280
4,12:30,1,10,JAX 20,20,20,Blake Bortles pass incomplete deep right intended for Marqise Lee,0.280,-0.270
4,12:24,2,10,JAX 20,20,20,Blake Bortles pass incomplete short middle intended for Rashad Greene,-0.270,-0.960
4,12:20,3,10,JAX 20,20,20,Blake Bortles pass incomplete short left intended for Rashad Greene,-0.960,-2.030
4,12:16,4,10,JAX 20,20,20,"Bryan Anger punts 55 yards, returned by Jarvis Landry for -1 yards (tackle by Nick Marshall)",-2.030,-0.540
4,12:06,1,10,MIA 24,20,20,Ryan Tannehill pass complete short right to Jarvis Landry for 11 yards (tackle by Peyton Thompson),0.540,1.270
4,11:31,1,10,MIA 35,20,20,Ryan Tannehill sacked by Sergio Brown and Roy Miller for -8 yards,1.270,-0.360
4,11:31,2,18,MIA 27,20,20,"Penalty on Ryan Tannehill: Delay of Game, 5 yards (no play)",-0.360,-1.030
4,10:25,2,23,MIA 22,20,20,Ryan Tannehill pass complete deep middle to Rishard Matthews for 17 yards (tackle by Aaron Colvin),-1.030,0.560
4,9:50,3,6,MIA 39,20,20,Ryan Tannehill pass incomplete short middle intended for Jarvis Landry (defended by Peyton Thompson),0.560,-0.780
,,,,,,,"JAX challenged the incomplete pass ruling, and the play was upheld.",,
4,9:39,4,6,MIA 39,20,20,"Matt Darr punts 51 yards, returned by Rashad Greene for 24 yards",-0.780,-1.200
4,9:23,1,10,JAX 34,20,20,T.J. Yeldon left end for -1 yards (tackle by Jelani Jenkins),1.200,0.520
4,8:42,2,11,JAX 33,20,20,Blake Bortles pass incomplete short right intended for Marcedes Lewis,0.520,-0.160
4,8:39,3,11,JAX 33,20,20,Blake Bortles pass incomplete deep right intended for Allen Robinson,-0.160,-1.180
4,8:30,4,11,JAX 33,20,20,"Bryan Anger punts 34 yards, out of bounds. Penalty on Zackary Bowman: Offensive Holding, 10 yards",-1.180,-0.480
4,8:21,1,10,MIA 23,20,20,Ryan Tannehill pass complete short left to Rishard Matthews for 9 yards (tackle by Aaron Colvin),0.480,1.150
4,7:44,2,1,MIA 32,20,20,"Damien Williams middle for 2 yards (tackle by Michael Bennett). Penalty on Daniel Thomas: Offensive Holding, 10 yards (no play)",1.150,-0.200
4,7:29,2,11,MIA 22,20,20,Ryan Tannehill pass complete short left to Damien Williams for 3 yards,-0.200,-0.490
4,6:59,3,8,MIA 25,20,20,Ryan Tannehill pass incomplete short right intended for Kenny Stills,-0.490,-1.700
4,6:53,4,8,MIA 25,20,20,"Matt Darr punts 53 yards, fair catch by Rashad Greene. Penalty on Damien Williams: Offensive Holding, 10 yards",-1.700,-1.070
4,6:45,1,10,JAX 32,20,20,T.J. Yeldon middle for 6 yards (tackle by Brent Grimes),1.070,1.340
4,6:17,2,4,JAX 38,20,20,T.J. Yeldon middle for 2 yards (tackle by Olivier Vernon),1.340,0.890
4,5:38,3,2,JAX 40,20,20,"Blake Bortles sacked by Olivier Vernon for -6 yards. Penalty on Walt Aikens: Illegal Use of Hands, 5 yards (no play)",0.890,1.930
4,5:16,1,10,JAX 45,20,20,Blake Bortles pass complete short left to Rashad Greene for 7 yards (tackle by Jamar Taylor),1.930,2.330
4,4:40,2,3,MIA 48,20,20,T.J. Yeldon middle for 2 yards (tackle by Jelani Jenkins and Reshad Jones),2.330,2.330
4,3:52,2,3,MIA 48,20,20,Timeout #2 by Jacksonville Jaguars,2.330,1.880
4,3:52,3,1,MIA 46,20,20,T.J. Yeldon middle for -2 yards (tackle by Kelvin Sheppard),1.880,0.070
4,3:06,4,3,MIA 48,20,20,"Bryan Anger punts 40 yards, fair catch by Jarvis Landry",0.070,0.380
4,3:02,1,10,MIA 8,20,20,"Ryan Tannehill sacked by Jared Odrick for -7 yards. Ryan Tannehill fumbles (forced by Jared Odrick), recovered by Jason Fox at MIA-1",-0.380,-1.290
4,2:17,2,17,MIA 1,20,20,Ryan Tannehill pass incomplete short left intended for Damien Williams (defended by Jared Odrick),-1.290,-2.240
4,2:12,3,17,MIA 1,20,20,Ryan Tannehill pass complete short middle to Jake Stoneburner for 13 yards (tackle by Paul Posluszny),-2.240,-2.470
4,2:00,4,4,MIA 14,20,20,"Matt Darr punts 54 yards, returned by Nick Marshall for 2 yards (tackle by Zach Vigil). Penalty on LaRoy Reynolds: Offensive Holding (Declined), Penalty on Dan Skuta: Offensive Holding, 10 yards",-2.470,-0.540
4,1:48,1,10,JAX 24,20,20,Blake Bortles pass complete short middle to Marqise Lee for 18 yards (tackle by Koa Misi and Reshad Jones),0.540,1.730
4,1:22,1,10,JAX 42,20,20,Blake Bortles pass incomplete short middle intended for Marcedes Lewis,1.730,1.190
4,1:19,2,10,JAX 42,20,20,Blake Bortles pass complete deep left to Allen Hurns for 19 yards,1.190,2.980
4,1:13,1,10,MIA 39,20,20,"Blake Bortles pass incomplete short right intended for Allen Hurns. Penalty on Marqise Lee: Offensive Pass Interference, 10 yards (no play)",2.980,2.320
4,1:11,1,20,MIA 49,20,20,Blake Bortles pass complete short right to Allen Hurns for 9 yards (tackle by Brent Grimes),2.320,2.300
4,1:06,2,11,MIA 40,20,20,"T.J. Yeldon middle for 6 yards (tackle by Jelani Jenkins). Penalty on Olivier Vernon: Unnecessary Roughness, 15 yards",2.300,4.310
4,0:59,1,10,MIA 19,20,20,T.J. Yeldon left end for 3 yards (tackle by Koa Misi),4.310,4.310
4,0:54,1,10,MIA 19,20,20,Timeout #1 by Miami Dolphins,4.310,4.180
4,0:54,2,7,MIA 16,20,20,T.J. Yeldon right end for 6 yards (tackle by Koa Misi),4.180,4.180
4,0:48,2,7,MIA 16,20,20,Timeout #2 by Miami Dolphins,4.180,4.690
4,0:48,3,1,MIA 10,20,20,Bernard Pierce middle for no gain (tackle by Spencer Paysinger),4.690,4.690
4,0:43,3,1,MIA 10,20,20,Timeout #3 by Miami Dolphins,4.690,2.910
4,0:43,4,1,MIA 10,20,23,Jason Myers 28 yard field goal good,2.910,3.000
4,0:43,,,JAX 35,20,23,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
4,0:40,1,10,MIA 20,20,23,Ryan Tannehill pass complete short middle to Jarvis Landry for 9 yards (tackle by Telvin Smith),0.280,0.950
4,0:40,2,1,MIA 29,20,23,Ryan Tannehill spiked the ball,0.950,0.230
4,0:26,3,1,MIA 29,20,23,Ryan Tannehill pass incomplete short middle intended for Greg Jennings (defended by Dan Skuta),0.230,-1.440
4,0:20,4,1,MIA 29,20,23,Ryan Tannehill pass incomplete deep right intended for Rishard Matthews (defended by Telvin Smith),-1.440,-3.640
4,0:15,1,10,MIA 29,20,23,Blake Bortles kneels for -1 yards,3.640,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
