Quarter,Time,Down,ToGo,Location,CHI,KAN,Detail,EPB,EPA
1,8:54,1,10,CHI 35,0,0,Patrick Mahomes pass complete deep middle to Skyy Moore for 21 yards (tackle by Tremaine Edmunds),3.250,4.650
1,8:16,1,10,CHI 14,0,0,Patrick Mahomes scrambles right end for 11 yards (tackle by T.J. Edwards),4.650,6.510
1,7:37,1,3,CHI 3,0,0,"Isiah Pacheco right end for 1 yard (tackle by Tyrique Stevenson). Penalty on Tyrique Stevenson: Unnecessary Roughness / Defense, 1 yard (accepted)",6.510,6.970
1,7:21,1,1,CHI 1,0,0,"Penalty on Travis Kelce: False Start, 5 yards (accepted) (no play)",6.970,5.830
1,7:01,1,6,CHI 6,0,0,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,5.830,4.950
1,6:55,2,6,CHI 6,0,6,"Patrick Mahomes pass complete short middle to Jerick McKinnon for 6 yards, touchdown",4.950,7.000
1,6:51,,,CHI 15,0,7,Harrison Butker kicks extra point good,0.000,0.000
1,6:51,,,KAN 35,0,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,6:51,1,10,CHI 25,0,7,Khalil Herbert right guard for 7 yards (tackle by Bryan Cook),0.610,1.010
1,6:17,2,3,CHI 32,0,7,Justin Fields pass incomplete deep left intended for D.J. Moore,1.010,0.300
1,6:12,3,3,CHI 32,0,7,Khalil Herbert right tackle for 11 yards (tackle by Jack Cochrane and Justin Reid),0.300,1.800
1,5:26,1,10,CHI 43,0,7,Justin Fields scrambles right end for 17 yards (tackle by Drue Tranquill),1.800,2.920
1,4:36,1,10,KAN 40,0,7,Khalil Herbert up the middle for 3 yards (tackle by Derrick Nnadi),2.920,2.780
1,3:57,2,7,KAN 37,0,7,Khalil Herbert right end for 1 yard (tackle by Trent McDuffie),2.780,2.210
1,3:18,3,6,KAN 36,0,7,Justin Fields sacked by Chris Jones for -8 yards,2.210,0.330
1,2:39,4,14,KAN 44,0,7,"Trenton Gill punts 44 yards, touchback.",0.330,-0.280
1,2:31,1,10,KAN 20,0,7,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 2 yards (tackle by Tyrique Stevenson and T.J. Edwards),0.280,0.000
1,1:51,2,8,KAN 22,0,7,Clyde Edwards-Helaire left end for 9 yards (tackle by Jaquan Brisker and T.J. Edwards),0.000,1.000
1,1:17,1,10,KAN 31,0,7,Clyde Edwards-Helaire right end for 2 yards (tackle by T.J. Edwards and Josh Blackwell),1.000,0.730
1,0:42,2,8,KAN 33,0,7,Patrick Mahomes pass complete short right to Travis Kelce for 6 yards (tackle by Jaquan Brisker),0.730,0.830
Quarter,Time,Down,ToGo,Location,CHI,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,KAN 39,0,7,Patrick Mahomes pass complete short left to Travis Kelce for 15 yards (tackle by Terell Smith),0.830,2.520
2,14:19,1,10,CHI 46,0,7,Isiah Pacheco left end for 18 yards (tackle by Elijah Hicks),2.520,3.710
2,13:43,1,10,CHI 28,0,7,Patrick Mahomes scrambles right end for 2 yards (tackle by Gervon Dexter),3.710,3.440
2,13:02,2,8,CHI 26,0,7,Clyde Edwards-Helaire left end for 1 yard (tackle by Gervon Dexter),3.440,2.870
2,12:25,3,7,CHI 25,0,7,Patrick Mahomes pass complete short right to Jerick McKinnon for 10 yards (tackle by Tremaine Edmunds and Elijah Hicks),2.870,4.580
2,11:55,1,10,CHI 15,0,7,"Patrick Mahomes pass complete short middle to Rashee Rice for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Patrick Mahomes pass complete short middle to Rashee Rice for 14 yards (tackle by Josh Blackwell and Quindell Johnson)",4.580,6.970
2,11:42,1,1,CHI 1,0,13,"Clyde Edwards-Helaire right tackle for 1 yard, touchdown",6.970,7.000
2,11:34,,,CHI 15,0,14,Harrison Butker kicks extra point good,0.000,0.000
2,11:34,,,KAN 35,0,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,11:34,1,10,CHI 25,0,14,Justin Fields right end for 5 yards (tackle by George Karlaftis),0.610,0.740
2,10:53,2,5,CHI 30,0,14,Justin Fields pass complete short left to Cole Kmet for 14 yards (tackle by Bryan Cook),0.740,1.860
2,10:08,1,10,CHI 44,0,14,Roschon Johnson up the middle for 3 yards (tackle by Leo Chenal and Derrick Nnadi),1.860,1.720
2,9:26,2,7,CHI 47,0,14,Roschon Johnson right end for no gain (tackle by Willie Gay),1.720,1.030
2,8:48,3,7,CHI 47,0,14,"Justin Fields pass incomplete short right. Penalty on Roschon Johnson: Offensive Holding, 10 yards (declined)",1.030,-0.260
2,8:41,4,7,CHI 47,0,14,"Trenton Gill punts 43 yards, returned by Montrell Washington for 2 yards (tackle by Jaylon Jones)",-0.260,0.350
2,8:29,1,10,KAN 12,0,14,Patrick Mahomes pass complete short left to Skyy Moore for 4 yards (tackle by Tremaine Edmunds),-0.350,-0.370
2,7:52,2,6,KAN 16,0,14,Patrick Mahomes pass complete deep right to Justin Watson for 37 yards (tackle by Terell Smith),-0.370,2.460
2,7:11,,,,,,Timeout #1 by Kansas City Chiefs,,
2,7:11,1,10,CHI 47,0,14,Patrick Mahomes pass complete short left to Noah Gray for 9 yards (tackle by Jaylon Johnson),2.460,3.130
2,6:33,2,1,CHI 38,0,14,Isiah Pacheco right end for 5 yards (tackle by Justin Jones),3.130,3.380
2,5:54,1,10,CHI 33,0,14,Isiah Pacheco up the middle for 4 yards (tackle by Tremaine Edmunds and Andrew Billings),3.380,3.380
2,5:14,2,6,CHI 29,0,14,Isiah Pacheco right tackle for 13 yards (tackle by Dominique Robinson and Terell Smith),3.380,4.510
2,4:32,1,10,CHI 16,0,14,Patrick Mahomes pass incomplete deep left intended for Marquez Valdes-Scantling,4.510,3.900
2,4:27,2,10,CHI 16,0,14,Patrick Mahomes pass complete short right to Isiah Pacheco for 9 yards (tackle by Zacch Pickens and Tremaine Edmunds),3.900,4.850
2,3:48,3,1,CHI 7,0,14,Isiah Pacheco left guard for 4 yards (tackle by Jaquan Brisker and Greg Stroman),4.850,6.510
2,3:12,1,3,CHI 3,0,14,Patrick Mahomes pass incomplete short right intended for Isiah Pacheco,6.510,5.530
2,3:08,2,3,CHI 3,0,20,"Patrick Mahomes pass complete short left to Jerick McKinnon for 3 yards, touchdown",5.530,7.000
2,3:05,,,CHI 15,0,21,Harrison Butker kicks extra point good,0.000,0.000
2,3:05,,,KAN 35,0,21,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,3:05,1,10,CHI 25,0,21,"Penalty on Justin Fields: Delay of Game, 5 yards (accepted) (no play)",0.610,0.280
2,3:05,1,15,CHI 20,0,21,"Justin Fields pass complete short left to Khalil Herbert for 5 yards. Khalil Herbert fumbles (forced by Trent McDuffie), recovered by Willie Gay at CHI-26 (tackle by Trent McDuffie)",0.280,-3.840
2,2:57,1,10,CHI 26,0,21,Isiah Pacheco right end for -4 yards (tackle by T.J. Edwards and Terell Smith),3.840,2.760
2,2:16,2,14,CHI 30,0,21,Patrick Mahomes pass complete short right to Isiah Pacheco for 7 yards (tackle by T.J. Edwards),2.760,3.010
2,2:00,3,7,CHI 23,0,21,"Patrick Mahomes pass incomplete short left intended for Skyy Moore. Penalty on Jawaan Taylor: Illegal Formation, 5 yards (declined)",3.010,1.930
2,1:55,4,7,CHI 23,0,24,Harrison Butker 41 yard field goal good,1.930,3.000
2,1:51,,,KAN 35,0,24,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,1:51,1,10,CHI 25,0,24,Justin Fields pass incomplete deep right intended for D.J. Moore,0.610,0.060
2,1:45,2,10,CHI 25,0,24,Justin Fields pass deep left (defended by Justin Reid) intended for Chase Claypool is intercepted by Mike Edwards at CHI-42 and returned for 16 yards (tackle by Cole Kmet),0.060,-3.840
2,1:37,1,10,CHI 26,0,24,Patrick Mahomes pass complete short left to Rashee Rice for 12 yards (tackle by Tremaine Edmunds and Greg Stroman),3.840,4.650
2,1:17,1,10,CHI 14,0,24,Patrick Mahomes pass complete short middle to Rashee Rice for 13 yards (tackle by T.J. Edwards and Jaquan Brisker),4.650,6.970
2,1:08,,,,,,Timeout #1 by Chicago Bears,,
2,1:08,1,1,CHI 1,0,30,"Isiah Pacheco left guard for 1 yard, touchdown",6.970,7.000
2,1:06,,,CHI 15,0,31,Harrison Butker kicks extra point good,0.000,0.000
2,1:06,,,KAN 35,0,31,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,1:06,1,10,CHI 25,0,31,Justin Fields pass complete short left to Roschon Johnson for 6 yards (tackle by Joshua Williams),0.610,0.870
2,0:59,2,4,CHI 31,0,31,Justin Fields pass incomplete deep left intended for Chase Claypool (defended by Joshua Williams),0.870,0.170
2,0:52,3,4,CHI 31,0,31,"Penalty on Justin Fields: Delay of Game, 5 yards (accepted) (no play)",0.170,-0.490
2,0:52,3,9,CHI 26,0,31,Justin Fields pass incomplete deep right intended for D.J. Moore,-0.490,-1.630
2,0:47,4,9,CHI 26,0,31,"Trenton Gill punts 47 yards, returned by Montrell Washington for 8 yards (tackle by Velus Jones and Jack Sanborn)",-1.630,-1.270
2,0:35,1,10,KAN 35,0,31,Patrick Mahomes scrambles left end for 15 yards (tackle by Terell Smith),1.270,2.260
2,0:27,1,10,KAN 50,0,31,"Patrick Mahomes pass complete to Marquez Valdes-Scantling for no gain, touchdown. Penalty on Keith Taylor: Illegal Formation, 5 yards (accepted) (no play)",2.260,1.930
2,0:18,1,15,KAN 45,0,31,"Patrick Mahomes pass complete short right to Justin Watson for 14 yards (tackle by Jaylon Jones). Penalty on Jaylon Jones: Face Mask (15 Yards), 15 yards (accepted)",1.930,3.840
2,0:11,1,10,CHI 26,0,31,Patrick Mahomes pass incomplete short right intended for Noah Gray (defended by Terell Smith),3.840,3.300
2,0:08,2,10,CHI 26,0,31,Patrick Mahomes pass complete short middle to Travis Kelce for 6 yards (tackle by T.J. Edwards),3.300,3.400
2,0:03,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:03,3,4,CHI 20,0,34,Harrison Butker 38 yard field goal good,3.400,3.000
Quarter,Time,Down,ToGo,Location,CHI,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,0,34,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CHI 25,0,34,Khalil Herbert right end for 7 yards (tackle by Drue Tranquill and Bryan Cook),0.610,1.010
3,14:21,2,3,CHI 32,0,34,Justin Fields sacked by Michael Danna for -4 yards,1.010,-0.230
3,13:35,3,7,CHI 28,0,34,Justin Fields pass complete short right to Khalil Herbert for -1 yards (tackle by L'Jarius Sneed),-0.230,-1.570
3,13:01,4,8,CHI 27,0,34,"Trenton Gill punts 37 yards, fair catch by Montrell Washington at KC-36",-1.570,-1.330
3,12:54,1,10,KAN 36,0,34,Isiah Pacheco right end for -1 yards (tackle by Terell Smith),1.330,0.660
3,12:19,2,11,KAN 35,0,34,Patrick Mahomes pass complete short left to Travis Kelce for 5 yards (tackle by Greg Stroman),0.660,0.630
3,11:43,3,6,KAN 40,0,34,Patrick Mahomes pass complete deep right to Marquez Valdes-Scantling for 37 yards (tackle by Terell Smith),0.630,4.040
3,11:01,1,10,CHI 23,0,34,Isiah Pacheco up the middle for 5 yards (tackle by Terell Smith and T.J. Edwards),4.040,4.210
3,10:22,2,5,CHI 18,0,34,Isiah Pacheco up the middle for 2 yards (tackle by Gervon Dexter and Andrew Billings),4.210,3.850
3,9:40,3,3,CHI 16,0,34,Patrick Mahomes pass complete short left to Skyy Moore for 6 yards (tackle by Tremaine Edmunds),3.850,4.910
3,9:00,1,10,CHI 10,0,34,Patrick Mahomes pass incomplete short right,4.910,4.190
3,8:54,2,10,CHI 10,0,34,"Isiah Pacheco left guard for 8 yards (tackle by Jaquan Brisker and T.J. Edwards). Penalty on Jaquan Brisker: Face Mask (15 Yards), 1 yard (accepted)",4.190,6.970
3,8:29,1,1,CHI 1,0,34,Isiah Pacheco right guard for -2 yards (tackle by Jaylon Jones),6.970,5.530
3,7:50,2,3,CHI 3,0,34,Patrick Mahomes pass incomplete short left intended for Justin Watson,5.530,4.720
3,7:44,3,3,CHI 3,0,40,"Patrick Mahomes pass complete short right to Travis Kelce for 3 yards, touchdown",4.720,7.000
3,7:40,,,CHI 15,0,41,Harrison Butker kicks extra point good,0.000,0.000
3,7:40,,,KAN 35,0,41,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,7:40,1,10,CHI 25,0,41,Roschon Johnson left end for 3 yards (tackle by Michael Danna and Malik Herring),0.610,0.470
3,7:00,2,7,CHI 28,0,41,Roschon Johnson right end for 6 yards (tackle by Jack Cochrane),0.470,0.560
3,6:41,3,1,CHI 34,0,41,Justin Fields up the middle for 2 yards (tackle by Drue Tranquill and Jack Cochrane),0.560,1.330
3,5:59,1,10,CHI 36,0,41,Justin Fields scrambles left end for 1 yard (tackle by Michael Danna),1.330,0.930
3,5:16,2,9,CHI 37,0,41,Roschon Johnson right guard for 4 yards (tackle by Malik Herring),0.930,0.760
3,4:47,3,5,CHI 41,0,41,Justin Fields pass incomplete deep right intended for Tyler Scott,0.760,-0.650
3,4:42,4,5,CHI 41,0,41,Justin Fields pass incomplete deep left intended for Darnell Mooney,-0.650,-2.850
3,4:37,1,10,CHI 41,0,41,Clyde Edwards-Helaire left guard for 3 yards (tackle by Dominique Robinson and T.J. Edwards),2.850,2.710
3,3:53,2,7,CHI 38,0,41,Clyde Edwards-Helaire left end for 3 yards (tackle by Jaquan Brisker and Zacch Pickens),2.710,2.410
3,3:27,3,4,CHI 35,0,41,Blaine Gabbert pass short middle intended for Skyy Moore is intercepted by Jack Sanborn at CHI-30 and returned for 42 yards (tackle by Rashee Rice),2.410,-3.710
3,3:16,1,10,KAN 28,0,41,Justin Fields right end for 9 yards (tackle by Drue Tranquill),3.710,4.420
3,2:39,2,1,KAN 19,0,41,Justin Fields pass incomplete deep right intended for Chase Claypool,4.420,3.720
3,2:34,3,1,KAN 19,0,41,Justin Fields up the middle for 2 yards (tackle by Felix Anudike-Uzomah),3.720,4.440
3,1:54,1,10,KAN 17,0,41,Justin Fields pass complete short left to D.J. Moore for 3 yards (tackle by Bryan Cook and Felix Anudike-Uzomah),4.440,4.320
3,1:26,2,7,KAN 14,0,41,Justin Fields left end for 2 yards (tackle by Trent McDuffie),4.320,3.880
3,0:46,3,5,KAN 12,0,41,Justin Fields scrambles left end for 4 yards (tackle by Justin Reid),3.880,2.990
3,0:26,4,1,KAN 8,0,41,Justin Fields up the middle for 1 yard (tackle by Tershawn Wharton),2.990,5.600
Quarter,Time,Down,ToGo,Location,CHI,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,7,KAN 7,0,41,Justin Fields pass incomplete short left,5.600,4.760
4,14:53,2,7,KAN 7,0,41,Khalil Herbert up the middle for 1 yard (tackle by Trent McDuffie and Derrick Nnadi),4.760,4.040
4,14:16,3,6,KAN 6,0,41,Justin Fields scrambles left end for 3 yards (tackle by Drue Tranquill),4.040,3.040
4,13:36,4,3,KAN 3,3,41,Cairo Santos 21 yard field goal good,3.040,3.000
4,13:34,,,CHI 35,3,41,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,13:34,1,10,KAN 25,3,41,Clyde Edwards-Helaire left tackle for 2 yards (tackle by Andrew Billings and Noah Sewell),0.610,0.330
4,12:52,2,8,KAN 27,3,41,Clyde Edwards-Helaire left end for 3 yards (tackle by Noah Sewell),0.330,0.040
4,12:12,3,5,KAN 30,3,41,Blaine Gabbert pass complete short left to Skyy Moore for 11 yards (tackle by Terell Smith),0.040,1.660
4,11:37,1,10,KAN 41,3,41,Clyde Edwards-Helaire left end for 12 yards (tackle by Jaylon Jones),1.660,2.460
4,10:53,1,10,CHI 47,3,41,Clyde Edwards-Helaire left end for -1 yards (tackle by Dominique Robinson and T.J. Edwards),2.460,1.780
4,10:11,2,11,CHI 48,3,41,"Penalty on Trey Smith: False Start, 5 yards (accepted) (no play)",1.780,1.100
4,10:11,2,16,KAN 47,3,41,Jerick McKinnon left end for -1 yards (tackle by T.J. Edwards),1.100,0.300
4,9:27,3,17,KAN 46,3,41,"Blaine Gabbert pass incomplete intended for Skyy Moore. Penalty on Dominique Robinson: Defensive Offside, 5 yards (accepted) (no play)",0.300,0.960
4,9:23,3,12,CHI 49,3,41,Blaine Gabbert pass complete short right to Rashee Rice for 15 yards (tackle by Jaylon Jones),0.960,3.310
4,8:38,1,10,CHI 34,3,41,Blaine Gabbert pass complete short left to Rashee Rice for 5 yards (tackle by Noah Sewell and Jaylon Jones),3.310,3.450
4,7:57,2,5,CHI 29,3,41,Clyde Edwards-Helaire left end for no gain (tackle by T.J. Edwards and Yannick Ngakoue),3.450,2.740
4,7:14,3,5,CHI 29,3,41,Blaine Gabbert pass short left intended for Rashee Rice is intercepted by Quindell Johnson at CHI-25 and returned for no gain (tackle by Rashee Rice),2.740,-0.610
4,7:09,1,10,CHI 25,3,41,Roschon Johnson right end for 6 yards (tackle by Leo Chenal),0.610,0.810
4,6:45,2,5,CHI 31,3,41,Justin Fields pass complete short right to Cole Kmet for 8 yards (tackle by Malik Herring and Leo Chenal),0.810,1.530
4,6:16,1,10,CHI 39,3,41,Justin Fields scrambles left end for 1 yard (tackle by Felix Anudike-Uzomah),1.530,1.120
4,5:47,2,9,CHI 40,3,41,Roschon Johnson left end for 11 yards (tackle by Chamarri Conner and Mike Edwards),1.120,2.320
4,5:25,1,10,KAN 49,3,41,Justin Fields pass complete short middle to Roschon Johnson for 5 yards (tackle by Leo Chenal),2.320,2.460
4,4:59,2,5,KAN 44,3,41,Justin Fields pass complete deep left to D.J. Moore for 29 yards (tackle by Jaylen Watson),2.460,4.580
4,4:54,1,10,KAN 15,3,41,Justin Fields pass complete short right to Tyler Scott for 6 yards (tackle by Joshua Williams),4.580,5.030
4,4:27,2,4,KAN 9,3,41,Justin Fields pass incomplete short left intended for Tyler Scott,5.030,4.220
4,4:23,3,4,KAN 9,9,41,"Justin Fields pass complete short left to D.J. Moore for 9 yards, touchdown",4.220,7.000
4,4:20,,,KAN 15,10,41,Cairo Santos kicks extra point good,0.000,0.000
4,4:20,,,CHI 35,10,41,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,4:20,1,10,KAN 25,10,41,Clyde Edwards-Helaire right tackle for 2 yards (tackle by Rasheem Green),0.610,0.330
4,3:39,2,8,KAN 27,10,41,Clyde Edwards-Helaire left tackle for 2 yards (tackle by Jack Sanborn and Justin Jones),0.330,-0.100
4,2:57,3,6,KAN 29,10,41,Jerick McKinnon left guard for 10 yards (tackle by Terell Smith),-0.100,1.530
4,2:13,1,10,KAN 39,10,41,Clyde Edwards-Helaire right end for no gain (tackle by T.J. Edwards and Noah Sewell),1.530,0.990
4,2:00,2,10,KAN 39,10,41,Clyde Edwards-Helaire right guard for 16 yards (tackle by Elijah Hicks),0.990,2.590
4,1:14,1,10,CHI 45,10,41,Blaine Gabbert kneels for no gain,2.590,2.040
4,0:38,2,10,CHI 45,10,41,Blaine Gabbert kneels for -1 yards,2.040,1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
