Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
2,10:31,3,8,DAL 23,9,14,"Matt Hasselbeck pass complete deep middle to Deion Branch for 23 yards, touchdown",2.940,7.000
2,,,,DAL 2,10,14,Olindo Mare kicks extra point good,0.000,0.000
2,,,,SEA 30,10,14,"Olindo Mare kicks off 74 yards, returned by Felix Jones for 20 yards (tackle by Lance Laury). Penalty on Sam Hurd: Illegal Block Above the , 8 yards",0.000,-0.380
2,10:19,1,10,DAL 8,10,14,Tony Romo pass complete deep right to Miles Austin for 17 yards,-0.380,0.610
,,,,,,,"SEA challenged the pass completion ruling, and the play was upheld.",,
2,10:06,1,10,DAL 25,10,14,Felix Jones left tackle for 10 yards (tackle by Jordan Babineaux and Brandon Mebane),0.610,1.270
2,9:22,1,10,DAL 35,10,14,Tony Romo pass incomplete short right intended for Martellus Bennett,1.270,0.720
2,9:15,2,10,DAL 35,10,14,Felix Jones right guard for 9 yards (tackle by Ken Lucas),0.720,1.220
2,8:29,3,1,DAL 44,10,14,Marion Barber middle for 2 yards (tackle by Colin Cole),1.220,1.990
2,7:45,1,10,DAL 46,10,14,Tony Romo pass incomplete deep right intended for Jason Witten,1.990,1.450
2,7:38,2,10,DAL 46,10,14,Tony Romo pass complete deep left to Jason Witten for 18 yards (tackle by LeRoy Hill),1.450,3.180
2,6:49,1,10,SEA 36,10,14,Tony Romo sacked by David Hawthorne for -4 yards,3.180,2.100
2,6:13,2,14,SEA 40,10,14,Tony Romo middle for 10 yards (tackle by Cory Redding),2.100,2.740
2,5:24,3,4,SEA 30,10,14,Tony Romo pass incomplete short right intended for Patrick Crayton (defended by Josh Wilson),2.740,1.460
2,5:19,4,4,SEA 30,10,14,Nick Folk 48 yard field goal no good,1.460,-1.470
2,5:14,1,10,SEA 38,10,14,Matt Hasselbeck pass incomplete short right intended for Deion Branch (defended by Orlando Scandrick),1.470,0.920
2,5:08,2,10,SEA 38,10,14,Matt Hasselbeck pass complete short middle to John Carlson for 5 yards (tackle by Keith Brooking),0.920,0.890
2,4:32,3,5,SEA 43,10,14,Matt Hasselbeck sacked by Bobby Carpenter for -6 yards,0.890,-0.910
2,4:06,4,11,SEA 37,10,14,"Jon Ryan punts 39 yards, returned by Patrick Crayton for 11 yards (tackle by Will Herring)",-0.910,-1.270
2,3:56,1,10,DAL 35,10,14,Marion Barber right guard for 6 yards (tackle by Red Bryant),1.270,1.530
2,3:22,2,4,DAL 41,10,14,Tony Romo pass complete short right to Martellus Bennett for 5 yards (tackle by Aaron Curry and David Hawthorne),1.530,1.990
2,2:40,1,10,DAL 46,10,14,Tony Romo pass incomplete short left intended for Roy Williams,1.990,1.450
2,2:40,2,10,DAL 46,10,14,"Penalty on Darryl Tapp: Neutral Zone Infraction, 5 yards (no play)",1.450,2.130
2,2:36,2,5,SEA 49,10,14,"Penalty on Aaron Curry: Defensive Offside, 5 yards (no play)",2.130,2.650
2,2:36,1,10,SEA 44,10,14,Marion Barber right tackle for 2 yards (tackle by Lawrence Jackson),2.650,2.380
2,2:00,2,8,SEA 42,10,14,Marion Barber middle for -1 yards (tackle by Lawrence Jackson),2.380,1.550
2,1:16,3,9,SEA 43,10,14,"Tony Romo pass incomplete deep right intended for Miles Austin. Penalty on Marcus Trufant: Defensive Pass Interfere, 20 yards (no play)",1.550,4.040
2,1:10,1,10,SEA 23,10,14,Tony Romo pass incomplete,4.040,3.500
2,1:04,2,10,SEA 23,10,14,Tony Romo pass incomplete short left intended for Patrick Crayton (defended by Deon Grant),3.500,2.810
2,1:00,3,10,SEA 23,10,14,Tony Romo pass complete short middle to Miles Austin for 16 yards (tackle by Marcus Trufant),2.810,5.600
2,0:45,,,,10,14,Timeout #1 by Dallas Cowboys,0.000,5.600
2,0:45,1,7,SEA 7,10,14,Tony Romo pass incomplete short middle intended for Jason Witten (defended by David Hawthorne),5.600,4.760
2,0:40,2,7,SEA 7,10,20,"Tony Romo pass complete short middle to Roy Williams for 7 yards, touchdown",4.760,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,,,,SEA 2,10,21,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,10,21,"David Buehler kicks off 70 yards, returned by Josh Wilson for 20 yards (tackle by Victor Butler)",0.000,0.280
2,0:30,1,10,SEA 20,10,21,Julius Jones right guard for 2 yards (tackle by Bradie James),0.280,0.000
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,10,21,"David Buehler kicks off 72 yards, returned by Josh Wilson for 19 yards (tackle by Sam Hurd)",0.000,-0.060
3,14:54,1,10,SEA 17,10,21,Julius Jones left end for 1 yard (tackle by Ken Hamlin),-0.060,-0.420
3,14:17,2,9,SEA 18,10,21,"Julius Jones left tackle for no gain (tackle by Igor Olshansky). Penalty on Jay Ratliff: Defensive Holding, 5 yards",-0.420,0.480
3,13:54,1,10,SEA 23,10,21,Matt Hasselbeck pass complete short right to Julius Jones for 1 yard (tackle by Gerald Sensabaugh),0.480,0.070
3,13:17,2,9,SEA 24,10,21,Matt Hasselbeck pass complete short right to Justin Griffith for 8 yards (tackle by Keith Brooking),0.070,0.430
3,12:38,3,1,SEA 32,10,21,Matt Hasselbeck pass complete short right to Nate Burleson for 10 yards (tackle by Terence Newman),0.430,1.730
3,12:12,1,10,SEA 42,10,21,Julius Jones left end for 1 yard (tackle by Stephen Bowen and Bradie James),1.730,1.320
3,11:40,2,9,SEA 43,10,21,Julius Jones left tackle for 11 yards (tackle by Jason Hatcher and Bradie James),1.320,2.520
3,11:10,1,10,DAL 46,10,21,Julius Jones right tackle for 6 yards (tackle by Stephen Bowen),2.520,2.790
3,10:44,2,4,DAL 40,10,21,Matt Hasselbeck pass incomplete deep left intended for Nate Burleson (defended by Mike Jenkins),2.790,2.080
3,10:39,3,4,DAL 40,10,21,Matt Hasselbeck pass incomplete short middle intended for Nate Burleson (defended by Orlando Scandrick),2.080,0.590
3,10:34,4,4,DAL 40,10,21,"Jon Ryan punts 32 yards, muffed catch by Patrick Crayton, recovered by Patrick Crayton and returned for no gain",0.590,0.380
3,10:25,1,10,DAL 8,10,21,Felix Jones left end for 1 yard (tackle by LeRoy Hill),-0.380,-0.710
3,9:43,2,9,DAL 9,10,21,Tony Romo pass incomplete deep left intended for Miles Austin,-0.710,-1.300
3,9:37,3,9,DAL 9,10,21,Tony Romo pass incomplete deep right intended for Miles Austin,-1.300,-2.490
3,9:28,4,9,DAL 9,10,21,"Mat McBriar punts 51 yards, returned by Nate Burleson for 4 yards (tackle by Alan Ball)",-2.490,-1.860
3,9:17,1,10,SEA 44,10,21,Edgerrin James middle for 1 yard (tackle by Keith Brooking),1.860,1.450
3,9:17,2,9,SEA 45,10,21,Matt Hasselbeck pass incomplete short middle intended for Nate Burleson (defended by Ken Hamlin),1.450,0.760
3,9:17,3,9,SEA 45,10,21,"Penalty on SEA: Illegal Substitution, 5 yards (no play)",0.760,0.100
3,8:42,3,14,SEA 40,10,21,Matt Hasselbeck pass complete short right to Edgerrin James for 6 yards (tackle by Stephen Bowen and Keith Brooking),0.100,-0.320
3,8:42,4,8,SEA 46,10,21,"Jon Ryan punts 39 yards, returned by Patrick Crayton for 23 yards (tackle by D.D. Lewis)",-0.320,-1.470
3,7:52,1,10,DAL 38,10,21,Felix Jones right guard for 3 yards (tackle by Jordan Babineaux),1.470,1.330
3,7:10,2,7,DAL 41,10,21,Tony Romo pass complete short right to Jason Witten for 4 yards (tackle by Aaron Curry),1.330,1.160
3,6:48,3,3,DAL 45,10,21,Tony Romo pass complete short middle to Patrick Crayton for 6 yards (tackle by Ken Lucas),1.160,2.320
3,6:08,1,10,SEA 49,10,21,"Patrick Crayton left end for -11 yards. Patrick Crayton fumbles, recovered by Patrick Crayton at DAL-42",2.320,0.300
3,5:32,2,21,DAL 40,10,21,Tony Romo pass complete short left to Martellus Bennett for 13 yards (tackle by Deon Grant),0.300,1.360
3,4:44,3,8,SEA 47,10,21,Tony Romo pass complete short left to Jason Witten for 9 yards (tackle by Ken Lucas),1.360,3.050
3,4:00,1,10,SEA 38,10,21,Tony Romo pass complete short left to Felix Jones for 30 yards (tackle by Ken Lucas),3.050,5.370
3,3:36,1,8,SEA 8,10,21,"Tony Romo pass incomplete short right intended for Roy Williams. Penalty on Marcus Trufant: Defensive Pass Interfere, 7 yards (no play)",5.370,6.970
3,3:32,1,1,SEA 1,10,21,Marion Barber left end for -2 yards (tackle by David Hawthorne),6.970,5.530
3,2:44,2,3,SEA 3,10,27,"Tony Romo pass complete short right to Miles Austin for 3 yards, touchdown",5.530,7.000
3,,,,SEA 2,10,28,Nick Folk kicks extra point good,0.000,0.000
3,,,,DAL 30,10,28,"David Buehler kicks off 79 yards, touchback",0.000,0.280
3,2:39,1,10,SEA 20,10,28,Matt Hasselbeck pass incomplete short right intended for Justin Griffith (defended by Anthony Spencer),0.280,-0.270
3,2:34,2,10,SEA 20,10,28,Julius Jones right guard for 4 yards (tackle by Keith Brooking and Bradie James),-0.270,-0.430
3,1:58,3,6,SEA 24,10,28,Matt Hasselbeck pass complete short middle to Deion Branch for 5 yards (tackle by Bradie James),-0.430,-1.440
3,1:30,4,1,SEA 29,10,34,"Jon Ryan punts 53 yards, returned by Patrick Crayton for 82 yards, touchdown",-1.440,-7.000
3,,,,SEA 2,10,35,Nick Folk kicks extra point good,0.000,0.000
3,,,,DAL 30,10,35,"David Buehler kicks off 75 yards, touchback",0.000,0.280
3,1:11,1,10,SEA 20,10,35,Matt Hasselbeck pass complete deep middle to Nate Burleson for 16 yards (tackle by Terence Newman),0.280,1.330
3,0:43,1,10,SEA 36,10,35,Matt Hasselbeck pass incomplete short left intended for Nate Burleson,1.330,0.790
3,0:39,2,10,SEA 36,10,35,Matt Hasselbeck sacked by Keith Brooking for -7 yards,0.790,-0.820
3,0:08,3,17,SEA 29,10,35,Matt Hasselbeck sacked by DeMarcus Ware for -7 yards,-0.820,-1.900
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,24,SEA 22,10,35,Jon Ryan punts 41 yards,-1.900,-1.400
4,14:49,1,10,DAL 37,10,35,Tony Romo pass complete short left to Patrick Crayton for 17 yards (tackle by Marcus Trufant),1.400,2.520
4,14:04,1,10,SEA 46,10,35,Felix Jones right end for 6 yards (tackle by Brandon Mebane),2.520,2.790
4,13:22,2,4,SEA 40,10,35,Marion Barber right tackle for 15 yards (tackle by Marcus Trufant),2.790,3.910
4,12:36,1,10,SEA 25,10,35,Marion Barber left guard for 3 yards (tackle by Darryl Tapp),3.910,3.770
4,11:56,2,7,SEA 22,10,35,Tony Romo pass complete short right to John Phillips for no gain,3.770,3.070
4,11:08,3,7,SEA 22,10,35,Tony Romo pass incomplete short right intended for Roy Williams,3.070,1.990
4,11:03,4,7,SEA 22,10,38,Nick Folk 40 yard field goal good,1.990,3.000
4,,,,DAL 30,10,38,"David Buehler kicks off 73 yards, touchback",0.000,0.280
4,10:58,1,10,SEA 20,10,38,Matt Hasselbeck pass incomplete deep right intended for T.J. Houshmandzadeh,0.280,-0.270
4,10:52,2,10,SEA 20,10,38,Matt Hasselbeck pass complete short right to Nate Burleson for 9 yards (tackle by Terence Newman),-0.270,0.230
4,10:30,3,1,SEA 29,10,38,Edgerrin James right guard for 5 yards (tackle by Bradie James),0.230,1.200
4,9:59,1,10,SEA 34,10,38,"Matt Hasselbeck pass incomplete short middle intended for John Carlson (defended by Bradie James). Penalty on Ken Hamlin: Unnecessary Roughness, 15 yards",1.200,2.190
4,9:53,1,10,SEA 49,10,38,Matt Hasselbeck pass incomplete deep left intended for Nate Burleson,2.190,1.650
4,9:49,2,10,SEA 49,10,38,Matt Hasselbeck pass incomplete short middle intended for John Carlson,1.650,0.960
4,9:45,3,10,SEA 49,10,38,Matt Hasselbeck pass incomplete short right intended for Nate Burleson (defended by Terence Newman),0.960,-0.130
4,9:39,4,10,SEA 49,10,38,"Jon Ryan punts 38 yards, fair catch by Patrick Crayton",-0.130,0.320
4,9:31,1,10,DAL 13,10,38,"Tony Romo sacked by David Hawthorne for -5 yards. Tony Romo fumbles (forced by David Hawthorne), recovered by Colin Cole at DAL-10 and returned for 2 yards",-0.320,-5.370
4,9:14,1,8,DAL 8,10,38,Julius Jones middle for 4 yards (tackle by Jay Ratliff and Bradie James),5.370,5.340
4,8:46,2,4,DAL 4,16,38,"Matt Hasselbeck pass complete short right to Justin Griffith for 4 yards, touchdown",5.340,7.000
4,,,,DAL 2,17,38,Olindo Mare kicks extra point good,0.000,0.000
4,,,,SEA 30,17,38,Olindo Mare kicks off 41 yards,0.000,0.870
4,8:39,1,10,DAL 29,17,38,Felix Jones for 11 yards,0.870,1.600
4,8:02,1,10,DAL 40,17,38,Felix Jones middle for 2 yards (tackle by David Hawthorne),1.600,1.320
4,7:18,2,8,DAL 42,17,38,Marion Barber middle for -2 yards (tackle by Lawrence Jackson and Brandon Mebane),1.320,0.370
4,6:34,3,10,DAL 40,17,38,Tony Romo pass complete short right to Kevin Ogletree for 19 yards (tackle by Darryl Tapp and Deon Grant),0.370,2.850
4,5:47,1,10,SEA 41,17,38,Marion Barber left tackle for -1 yards (tackle by Darryl Tapp),2.850,2.170
4,5:03,2,11,SEA 42,17,38,Tashard Choice right tackle for 5 yards (tackle by Aaron Curry),2.170,2.150
4,4:19,3,6,SEA 37,17,38,Tony Romo pass incomplete short middle intended for Roy Williams (defended by Kelly Jennings),2.150,0.790
4,4:14,4,6,SEA 37,17,38,"Mat McBriar punts 29 yards, fair catch by Nate Burleson",0.790,0.380
4,4:06,1,10,SEA 8,17,38,Matt Hasselbeck pass complete short middle to T.J. Houshmandzadeh for 6 yards (tackle by Bobby Carpenter),-0.380,-0.320
4,3:45,2,4,SEA 14,17,38,Matt Hasselbeck pass complete short right to T.J. Houshmandzadeh for 11 yards (tackle by Orlando Scandrick),-0.320,0.610
4,3:20,1,10,SEA 25,17,38,Matt Hasselbeck pass complete short right to Julius Jones for 31 yards (tackle by Ken Hamlin),0.610,2.650
4,2:52,1,10,DAL 44,17,38,Matt Hasselbeck pass complete short right to Deion Branch for 8 yards (tackle by Bobby Carpenter),2.650,3.190
4,2:25,2,2,DAL 36,17,38,"Matt Hasselbeck pass complete short right to Julius Jones for 2 yards (tackle by Bobby Carpenter). Penalty on DeMarcus Ware: Defensive Offside, 5 yards (no play)",3.190,3.510
4,2:17,1,10,DAL 31,17,38,"Matt Hasselbeck pass complete short middle to Nate Burleson for 8 yards (tackle by Bradie James). Nate Burleson fumbles (forced by Bradie James), recovered by Victor Butler at DAL-17",3.510,0.060
4,2:08,1,10,DAL 17,17,38,Tashard Choice middle for 2 yards (tackle by Colin Cole and Jordan Babineaux),-0.060,-0.250
4,2:00,2,8,DAL 19,17,38,Tashard Choice left end for 1 yard (tackle by LeRoy Hill),-0.250,-0.870
4,1:13,3,7,DAL 20,17,38,Tashard Choice right tackle for 3 yards (tackle by Deon Grant and David Hawthorne),-0.870,-1.830
4,0:27,,,,17,38,Timeout #1 by Dallas Cowboys,0.000,-1.830
4,0:15,4,4,DAL 23,17,38,"Mat McBriar punts 58 yards, returned by Nate Burleson for 5 yards (tackle by Pat Watkins)",-1.830,-0.540
4,0:14,1,10,SEA 24,17,38,Edgerrin James middle for 3 yards (tackle by Jason Hatcher),0.540,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
