Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Wayne Gallman,ATL,15,55,0,2,40,2.7,15,1.0,1,15.0
Mike Davis,ATL,4,18,0,,16,4.0,2,0.5,0,
Cordarrelle Patterson,ATL,4,25,0,1,20,5.0,5,1.3,0,
Keith Smith,ATL,1,5,0,,0,0.0,5,5.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,DAL,14,41,2,4,29,2.1,12,0.9,2,7.0
Tony Pollard,DAL,11,42,0,2,21,1.9,21,1.9,2,5.5
Corey Clement,DAL,6,20,0,1,12,2.0,8,1.3,0,
Cooper Rush,DAL,3,-6,0,,-6,-2.0,0,0.0,0,
Dak Prescott,DAL,2,5,1,1,4,2.0,1,0.5,0,
CeeDee Lamb,DAL,1,12,0,0,12,12.0,0,0.0,0,
