Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
3,10:17,4,5,GNB 21,6,17,"Jake Schum punts 32 yards, fair catch by Odell Beckham",-1.960,-2.060
3,10:09,1,10,NYG 47,6,17,Eli Manning pass complete short left to Odell Beckham for 6 yards (tackle by Ha Ha Clinton-Dix),2.060,2.330
3,9:48,2,4,GNB 47,6,17,Bobby Rainey middle for 3 yards (tackle by Julius Peppers and Jake Ryan),2.330,2.020
3,9:09,3,1,GNB 44,6,17,Bobby Rainey left guard for 2 yards (tackle by Mike Daniels and Joe Thomas),2.020,2.790
3,8:32,1,10,GNB 42,6,17,Eli Manning pass complete short left to Bobby Rainey for 18 yards (tackle by Ha Ha Clinton-Dix),2.790,3.970
3,7:58,1,10,GNB 24,6,17,Eli Manning pass complete short right to Paul Perkins for 13 yards (tackle by Morgan Burnett),3.970,4.840
3,7:23,1,10,GNB 11,6,17,Eli Manning sacked by Nick Perry for -6 yards,4.840,3.330
3,6:45,2,16,GNB 17,6,17,Paul Perkins right guard for 4 yards (tackle by Datone Jones and Jake Ryan),3.330,3.080
3,6:09,3,12,GNB 13,6,17,Eli Manning right tackle for 1 yard (tackle by Clay Matthews),3.080,2.630
3,5:31,4,11,GNB 12,9,17,Josh Brown 30 yard field goal good,2.630,3.000
3,5:31,,,NYG 35,9,17,"Josh Brown kicks off 65 yards, touchback",0.000,-0.610
3,5:26,1,10,GNB 25,9,17,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson,0.610,0.060
3,5:21,2,10,GNB 25,9,17,Eddie Lacy right end for 2 yards (tackle by Keenan Robinson and Olivier Vernon),0.060,-0.360
3,4:40,3,8,GNB 27,9,17,Aaron Rodgers pass incomplete,-0.360,-1.570
3,4:32,4,8,GNB 27,9,17,"Jake Schum punts 39 yards, out of bounds. Penalty on Jeff Janis: Unsportsmanlike Conduct, 15 yards",-1.570,-2.190
3,4:24,1,10,NYG 49,9,17,Odell Beckham sacked by Micah Hyde for -6 yards,2.190,0.840
3,3:54,2,16,NYG 43,9,17,Eli Manning pass incomplete short left intended for Sterling Shepard,0.840,0.170
3,3:48,3,16,NYG 43,9,17,Eli Manning pass incomplete short middle intended for Odell Beckham (defended by Julius Peppers). Penalty on Justin Pugh: Offensive Holding (Declined),0.170,-0.520
3,3:45,4,16,NYG 43,9,17,"Brad Wing punts 40 yards, returned by Trevor Davis for 3 yards (tackle by Devon Kennard)",-0.520,-0.280
3,3:32,1,10,GNB 20,9,17,James Starks right tackle for 10 yards (tackle by Olivier Vernon),0.280,0.940
3,2:46,1,10,GNB 30,9,17,Aaron Rodgers pass complete deep middle to Davante Adams for 20 yards (tackle by Landon Collins),0.940,2.260
3,2:05,1,10,,9,17,James Starks left end for 4 yards (tackle by Damon Harrison),2.260,2.250
3,1:22,2,6,NYG 46,9,17,James Starks middle for 2 yards (tackle by Damon Harrison),2.250,1.820
3,0:37,3,4,NYG 44,9,17,Aaron Rodgers pass complete short left to Randall Cobb for 21 yards (tackle by Andrew Adams),1.820,4.040
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 23,9,17,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson (defended by Janoris Jenkins),4.040,3.500
4,14:54,2,10,NYG 23,9,17,James Starks right end for -1 yards (tackle by Olivier Vernon),3.500,2.680
4,14:13,3,11,NYG 24,9,17,Aaron Rodgers pass complete short right to James Starks for 9 yards (tackle by Jonathan Casillas),2.680,2.570
4,13:50,4,2,NYG 15,9,20,Mason Crosby 33 yard field goal good,2.570,3.000
4,13:50,,,GNB 35,9,20,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,13:46,1,10,NYG 25,9,20,Bobby Rainey left end for 14 yards (tackle by Ha Ha Clinton-Dix),0.610,1.530
4,13:23,1,10,NYG 39,9,20,Eli Manning pass incomplete deep right intended for Victor Cruz (defended by Quinten Rollins),1.530,0.990
4,13:18,2,10,NYG 39,9,20,Eli Manning pass incomplete short middle intended for Odell Beckham,0.990,0.300
4,13:13,3,10,NYG 39,9,20,Eli Manning pass incomplete short middle intended for Sterling Shepard (defended by Joe Thomas),0.300,-0.780
4,13:09,4,10,NYG 39,9,20,"Brad Wing punts 41 yards, fair catch by Trevor Davis",-0.780,-0.280
4,13:01,1,10,GNB 20,9,20,James Starks right tackle for 1 yard (tackle by Jonathan Casillas and Keenan Robinson),0.280,-0.130
4,12:24,2,9,GNB 21,9,20,Aaron Rodgers pass incomplete deep middle intended for Davante Adams,-0.130,-0.820
4,12:17,3,9,GNB 21,9,20,Aaron Rodgers pass complete short left to Randall Cobb for 17 yards (tackle by Andrew Adams),-0.820,1.470
4,11:31,1,10,GNB 38,9,20,Aaron Rodgers pass complete short right to Jordy Nelson for 12 yards (tackle by Janoris Jenkins),1.470,2.260
,,,,,,,"NYG challenged the pass completion ruling, and the play was upheld.",,
4,11:00,1,10,,9,20,James Starks middle for 1 yard (tackle by Jonathan Casillas),2.260,1.850
4,10:18,2,9,NYG 49,9,20,Aaron Rodgers pass complete short middle to Jordy Nelson for 17 yards (tackle by Andrew Adams). Penalty on NYG: Defensive Holding (Declined),1.850,3.450
4,9:48,1,10,NYG 32,9,20,James Starks left end for -1 yards (tackle by Dominique Rodgers-Cromartie),3.450,2.770
4,9:01,2,11,NYG 33,9,20,Aaron Rodgers pass complete short right to Davante Adams for 10 yards (tackle by Devon Kennard and Janoris Jenkins),2.770,3.400
4,8:30,3,1,NYG 23,9,20,Aaron Ripkowski middle for 13 yards (tackle by Kelvin Sheppard and Landon Collins),3.400,4.910
4,7:37,1,10,NYG 10,9,20,James Starks left guard for 3 yards (tackle by Jason Pierre-Paul and Dominique Rodgers-Cromartie),4.910,4.760
4,6:53,2,7,NYG 7,9,20,Aaron Rodgers pass incomplete short right intended for Richard Rodgers,4.760,3.810
4,6:46,3,7,NYG 7,9,20,Aaron Rodgers pass incomplete short left intended for Jordy Nelson (defended by Trevin Wade),3.810,2.970
4,6:42,4,7,NYG 7,9,23,Mason Crosby 25 yard field goal good,2.970,3.000
4,6:42,,,GNB 35,9,23,"Mason Crosby kicks off 65 yards, returned by Bobby Rainey for 37 yards (tackle by Kyler Fackrell)",0.000,-1.400
4,6:32,1,10,NYG 37,9,23,Eli Manning pass incomplete deep right intended for Sterling Shepard (defended by Morgan Burnett),1.400,0.860
4,6:25,2,10,NYG 37,9,23,Eli Manning pass complete short right to Bobby Rainey for no gain,0.860,0.170
4,5:45,3,10,NYG 37,9,23,Eli Manning pass complete short middle to Jerell Adams for 13 yards (tackle by Joe Thomas),0.170,2.260
4,5:23,1,10,,9,23,"Eli Manning sacked by Jayrone Elliott for -7 yards. Eli Manning fumbles (forced by Jayrone Elliott), recovered by Weston Richburg at NYG-45. Penalty on Odell Beckham: Illegal Shift (Offsetting), Penalty on Datone Jones: Defensive 12 On-field (Offsetting) (no play)",2.260,2.260
4,5:10,1,10,,9,23,Eli Manning pass complete short right to Will Tye for 10 yards (tackle by Morgan Burnett),2.260,2.920
4,4:49,1,10,GNB 40,9,23,Eli Manning pass complete short right to Sterling Shepard for 4 yards (tackle by Micah Hyde),2.920,2.910
4,4:20,2,6,GNB 36,9,23,Eli Manning pass incomplete short middle intended for Paul Perkins,2.910,2.210
4,4:12,3,6,GNB 36,9,23,Eli Manning pass complete short right to Bobby Rainey for 9 yards (tackle by Quinten Rollins),2.210,3.780
4,3:36,1,10,GNB 27,9,23,Eli Manning pass complete short left to Jerell Adams for 14 yards (tackle by Morgan Burnett),3.780,4.710
4,3:29,1,10,GNB 13,9,23,Paul Perkins left guard for 5 yards (tackle by Kyler Fackrell),4.710,4.960
4,3:03,2,5,GNB 8,15,23,"Eli Manning pass complete short middle to Odell Beckham for 8 yards, touchdown",4.960,7.000
4,3:03,,,GNB 8,16,23,Josh Brown kicks extra point good,0.000,0.000
4,3:03,,,NYG 35,16,23,"Josh Brown kicks off 54 yards, returned by Ty Montgomery for 24 yards (tackle by Devon Kennard)",0.000,-1.270
4,2:48,1,10,GNB 35,16,23,James Starks right end for -3 yards (tackle by Olivier Vernon),1.270,1.270
4,2:41,1,10,GNB 35,16,23,Timeout #2 by New York Giants,1.270,0.320
4,2:41,2,13,GNB 32,16,23,"Aaron Rodgers pass complete short middle to James Starks for 3 yards. James Starks fumbles, recovered by James Starks at GNB-35",0.320,0.320
4,2:30,2,13,GNB 32,16,23,Timeout #3 by New York Giants,0.320,0.040
4,2:30,3,10,GNB 35,16,23,Aaron Rodgers pass complete short right to Randall Cobb for 13 yards (tackle by Landon Collins),0.040,2.130
4,2:00,1,10,GNB 48,16,23,Aaron Rodgers kneels for -1 yards,2.130,1.450
4,1:18,2,11,GNB 47,16,23,Aaron Rodgers kneels for -1 yards,1.450,0.630
4,0:39,3,12,GNB 46,16,23,Aaron Rodgers kneels for -1 yards,0.630,-0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
