Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Packers to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Josh Brown kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,GNB 25,0,0,Aaron Rodgers pass complete short left to Randall Cobb for 6 yards (tackle by Leon Hall),0.610,0.870
1,14:17,2,4,GNB 31,0,0,Eddie Lacy left tackle for 3 yards (tackle by Devon Kennard),0.870,0.560
1,13:40,3,1,GNB 34,0,0,Aaron Ripkowski right guard for 4 yards (tackle by Jonathan Casillas and Kelvin Sheppard),0.560,1.470
1,12:56,1,10,GNB 38,0,0,Eddie Lacy right end for 4 yards (tackle by Johnathan Hankins and Jay Bromley),1.470,1.460
1,12:16,2,6,GNB 42,0,0,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson,1.460,0.760
1,12:09,3,6,GNB 42,0,0,Aaron Rodgers pass complete short middle to Randall Cobb for 9 yards (tackle by Keenan Robinson),0.760,2.320
1,11:33,1,10,NYG 49,0,0,Ty Montgomery right end for 1 yard (tackle by Jason Pierre-Paul),2.320,1.920
1,10:52,2,9,NYG 48,0,0,"Penalty on Johnathan Hankins: Encroachment, 5 yards (no play)",1.920,2.590
1,10:25,2,4,NYG 43,0,0,Randall Cobb right guard for no gain (tackle by Landon Collins),2.590,1.880
1,9:48,3,4,NYG 43,0,0,Aaron Rodgers pass complete short left to Jordy Nelson for 7 yards (tackle by Andrew Adams and Leon Hall),1.880,3.180
1,9:13,1,10,NYG 36,0,0,Eddie Lacy right end for 2 yards (tackle by Jason Pierre-Paul),3.180,2.910
1,8:36,2,8,NYG 34,0,0,Aaron Rodgers pass complete short left to Randall Cobb for 17 yards (tackle by Leon Hall),2.910,4.440
1,7:48,1,10,NYG 17,0,0,Aaron Rodgers pass incomplete short left intended for Davante Adams,4.440,3.850
1,7:45,2,10,NYG 17,0,0,Aaron Rodgers pass incomplete deep middle intended for Richard Rodgers (defended by Keenan Robinson),3.850,3.850
1,7:40,2,10,NYG 17,0,0,Timeout #1 by Green Bay Packers,3.850,3.070
1,7:40,3,10,NYG 17,0,0,Aaron Rodgers for 11 yards (tackle by Landon Collins),3.070,5.830
1,7:03,1,6,NYG 6,0,0,Eddie Lacy left guard for 4 yards (tackle by Jason Pierre-Paul and Andrew Adams),5.830,5.720
1,6:23,2,2,NYG 2,0,6,"Aaron Rodgers pass complete short right to Jordy Nelson for 2 yards, touchdown",5.720,7.000
1,6:23,,,NYG 2,0,7,Mason Crosby kicks extra point good,0.000,0.000
1,6:23,,,GNB 35,0,7,"Mason Crosby kicks off 69 yards, returned by Dwayne Harris for 35 yards (tackle by Kentrell Brice)",0.000,-1.000
1,6:12,1,10,NYG 31,0,7,Orleans Darkwa left end for 4 yards (tackle by Jake Ryan),1.000,1.000
1,5:47,2,6,NYG 35,0,7,Eli Manning pass complete short middle to Odell Beckham for 13 yards (tackle by Quinten Rollins),1.000,2.130
1,5:18,1,10,NYG 48,0,7,Orleans Darkwa left guard for 1 yard (tackle by Micah Hyde and Blake Martinez),2.130,1.720
1,4:45,2,9,NYG 49,0,7,Eli Manning pass incomplete short middle intended for Odell Beckham (defended by Letroy Guion),1.720,1.020
1,4:36,3,9,NYG 49,0,7,Eli Manning pass incomplete deep right intended for Tavarres King (defended by Quinten Rollins),1.020,-0.130
1,4:31,4,9,NYG 49,0,7,"Brad Wing punts 36 yards. Penalty on Ty Montgomery: Offensive Holding, 7 yards",-0.130,0.380
1,4:21,1,10,GNB 8,0,7,Eddie Lacy right guard for 12 yards (tackle by Dominique Rodgers-Cromartie),-0.380,0.280
1,3:56,1,10,GNB 20,0,7,Eddie Lacy left tackle for 11 yards (tackle by Devon Kennard),0.280,1.000
1,3:15,1,10,GNB 31,0,7,Aaron Rodgers pass complete short left to Richard Rodgers for 6 yards (tackle by Landon Collins),1.000,1.270
1,2:38,2,4,GNB 37,0,7,Aaron Rodgers pass complete short middle to Davante Adams for 17 yards (tackle by Devon Kennard),1.270,2.520
1,2:11,1,10,NYG 46,0,7,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson (defended by Eli Apple),2.520,1.980
1,2:07,2,10,NYG 46,0,7,Aaron Rodgers pass complete short left to Randall Cobb for 8 yards (tackle by Jason Pierre-Paul),1.980,2.350
1,1:28,3,2,NYG 38,0,7,Aaron Rodgers pass complete short right to Randall Cobb for 13 yards (tackle by Leon Hall),2.350,3.910
1,0:57,1,10,NYG 25,0,7,Eddie Lacy middle for 4 yards (tackle by Jay Bromley),3.910,3.900
1,0:19,2,6,NYG 21,0,7,Aaron Rodgers pass incomplete short left intended for James Starks,3.900,3.200
1,0:15,3,6,NYG 21,0,7,"Aaron Rodgers pass complete deep middle to Randall Cobb for 21 yards. Penalty on GNB: Illegal Shift (Offsetting), Penalty on Montori Hughes: Defensive 12 On-field (Offsetting) (no play)",3.200,3.200
1,0:11,3,6,NYG 21,0,7,"Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson is intercepted by Janoris Jenkins at NYG-5 and returned for 23 yards. Penalty on Olivier Vernon: Unnecessary Roughness, 14 yards",3.200,0.280
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 14,0,7,"Eli Manning pass complete short middle to Odell Beckham for 16 yards (tackle by Morgan Burnett). Penalty on Ereck Flowers: Offensive Holding, 7 yards (no play)",-0.280,-0.650
2,14:33,1,17,NYG 7,0,7,Orleans Darkwa left end for 1 yard (tackle by Blake Martinez and Jake Ryan),-0.650,-1.220
2,13:56,2,16,NYG 8,0,7,Eli Manning pass complete short left to Bobby Rainey for 9 yards (tackle by Jake Ryan),-1.220,-1.040
2,13:08,3,7,NYG 17,0,7,Eli Manning pass complete short middle to Odell Beckham for 16 yards (tackle by Quinten Rollins),-1.040,1.140
2,12:34,1,10,NYG 33,0,7,Bobby Rainey middle for -1 yards (tackle by Ha Ha Clinton-Dix),1.140,0.460
2,12:01,2,11,NYG 32,0,7,"Penalty on Bobby Hart: False Start, 5 yards (no play)",0.460,-0.220
2,11:45,2,16,NYG 27,0,7,Eli Manning pass incomplete deep left intended for Odell Beckham,-0.220,-0.890
2,11:39,3,16,NYG 27,0,7,Eli Manning pass complete short right to Bobby Rainey for 9 yards (tackle by Morgan Burnett),-0.890,-0.980
2,10:58,4,7,NYG 36,0,7,"Brad Wing punts 47 yards. Penalty on Roger Lewis: Interference with Opportunity to, 15 yards",-0.980,-1.070
2,10:47,1,10,GNB 32,0,7,Aaron Rodgers pass incomplete deep middle intended for Jordy Nelson (defended by Andrew Adams),1.070,0.530
2,10:37,2,10,GNB 32,0,7,Aaron Rodgers pass incomplete short right intended for Randall Cobb,0.530,-0.160
2,10:34,3,10,GNB 32,0,7,"Aaron Rodgers pass complete short left to Davante Adams for 11 yards (tackle by Michael Hunter). Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",-0.160,-1.480
2,10:03,3,20,GNB 22,0,7,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,-1.480,-1.900
2,9:52,4,20,GNB 22,0,7,"Jake Schum punts 33 yards, out of bounds",-1.900,-1.930
2,9:45,1,10,NYG 45,0,7,Eli Manning pass complete short middle to Will Tye for 27 yards (tackle by Jake Ryan),1.930,3.710
2,9:08,1,10,GNB 28,0,7,Orleans Darkwa left guard for -1 yards (tackle by Kenny Clark and Micah Hyde),3.710,3.030
2,8:36,2,11,GNB 29,0,7,Eli Manning pass incomplete short middle intended for Odell Beckham (defended by Mike Daniels),3.030,2.340
2,8:32,3,11,GNB 29,0,7,Eli Manning pass incomplete short left intended for Odell Beckham,2.340,1.500
2,8:26,4,11,GNB 29,3,7,Josh Brown 47 yard field goal good,1.500,3.000
2,8:26,,,NYG 35,3,7,"Josh Brown kicks off 63 yards, returned by Jeff Janis for 18 yards (tackle by Paul Perkins)",0.000,-0.280
2,8:14,1,10,GNB 20,3,7,Eddie Lacy left tackle for 31 yards (tackle by Jonathan Casillas),0.280,2.320
2,7:51,1,10,NYG 49,3,7,Eddie Lacy left tackle for 6 yards (tackle by Landon Collins),2.320,2.590
2,7:11,2,4,NYG 43,3,7,James Starks right end for 5 yards (tackle by Michael Hunter),2.590,3.050
2,6:46,1,10,NYG 38,3,7,Aaron Rodgers pass complete short right to Davante Adams for 9 yards (tackle by Michael Hunter),3.050,3.720
2,6:07,2,1,NYG 29,3,13,"Aaron Rodgers pass complete deep right to Davante Adams for 29 yards, touchdown",3.720,7.000
2,6:07,,,NYG 29,3,14,Mason Crosby kicks extra point good,0.000,0.000
2,6:07,,,GNB 35,3,14,"Mason Crosby kicks off 66 yards, returned by Dwayne Harris for 42 yards (tackle by Jeff Janis)",0.000,-1.660
2,5:52,1,10,NYG 41,3,14,Orleans Darkwa left end for 6 yards (tackle by Blake Martinez and Ha Ha Clinton-Dix),1.660,1.930
2,5:20,2,4,NYG 47,3,14,Eli Manning pass incomplete short right intended for Odell Beckham,1.930,1.220
2,5:13,3,4,NYG 47,3,14,Eli Manning pass incomplete deep right intended for Sterling Shepard,1.220,-0.260
2,5:09,4,4,NYG 47,3,14,"Brad Wing punts 39 yards, fair catch by Trevor Davis",-0.260,0.280
2,5:02,1,10,GNB 14,3,14,Aaron Rodgers pass complete short right to Randall Cobb for 4 yards (tackle by Olivier Vernon),-0.280,-0.210
2,4:31,2,6,GNB 18,3,14,"Aaron Rodgers for 7 yards (tackle by Jason Pierre-Paul). Penalty on Janoris Jenkins: Defensive Holding, 5 yards",-0.210,0.940
2,4:02,1,10,GNB 30,3,14,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson (defended by Landon Collins),0.940,0.390
2,3:52,2,10,GNB 30,3,14,James Starks middle for 4 yards (tackle by Damon Harrison and Olivier Vernon),0.390,0.230
2,3:13,3,6,GNB 34,3,14,Aaron Rodgers pass incomplete short right intended for Davante Adams is intercepted by Janoris Jenkins at GNB-43 and returned for 3 yards,0.230,-2.920
2,3:04,1,10,GNB 40,3,14,Eli Manning pass complete short middle to Odell Beckham for 13 yards (tackle by Joe Thomas and Morgan Burnett),2.920,3.780
2,2:31,1,10,GNB 27,3,14,Eli Manning pass incomplete short left intended for Victor Cruz,3.780,3.230
2,2:25,2,10,GNB 27,3,14,Bobby Rainey left end for 4 yards (tackle by Ha Ha Clinton-Dix and Nick Perry),3.230,3.070
2,2:00,3,6,GNB 23,3,14,Eli Manning pass incomplete short right intended for Sterling Shepard (defended by Micah Hyde),3.070,1.950
2,1:55,4,6,GNB 23,6,14,Josh Brown 41 yard field goal good,1.950,3.000
2,1:55,,,NYG 35,6,14,"Josh Brown kicks off 65 yards, touchback",0.000,-0.610
2,1:51,1,10,GNB 25,6,14,Aaron Rodgers pass incomplete short middle intended for James Starks,0.610,0.060
2,1:47,2,10,GNB 25,6,14,Aaron Rodgers pass incomplete short right intended for James Starks,0.060,-0.620
2,1:44,3,10,GNB 25,6,14,Aaron Rodgers pass incomplete short middle intended for Richard Rodgers (defended by Damon Harrison),-0.620,-1.700
2,1:38,4,10,GNB 25,6,14,"Jake Schum punts 42 yards, returned by Dwayne Harris for 6 yards (tackle by Chris Banjo)",-1.700,-1.530
2,1:27,1,10,NYG 39,6,14,Eli Manning pass incomplete deep middle intended for Will Tye,1.530,0.990
2,1:22,2,10,NYG 39,6,14,"Eli Manning sacked by Kyler Fackrell for -8 yards. Eli Manning fumbles (forced by Kyler Fackrell), recovered by Kenny Clark at NYG-33 and returned for 2 yards (tackle by Justin Pugh)",0.990,-3.510
2,1:15,1,10,NYG 31,6,14,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,3.510,2.970
2,1:07,2,10,NYG 31,6,14,James Starks middle for 8 yards (tackle by Keenan Robinson),2.970,3.340
2,0:36,3,2,NYG 23,6,14,"Aaron Rodgers pass incomplete deep left intended for Davante Adams. Penalty on Davante Adams: Offensive Pass Interference, 10 yards (no play)",3.340,2.020
2,0:30,3,12,NYG 33,6,14,Aaron Rodgers pass complete short middle to James Starks for 7 yards (tackle by Jonathan Casillas),2.020,2.020
2,0:03,3,12,NYG 33,6,14,Timeout #2 by Green Bay Packers,2.020,1.790
2,0:03,4,5,NYG 26,6,17,Mason Crosby 44 yard field goal good,1.790,3.000
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,6,17,"Mason Crosby kicks off 65 yards, touchback. Penalty on Kentrell Brice: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,15:00,,,GNB 30,6,17,"Mason Crosby kicks off 68 yards, returned by Dwayne Harris for 26 yards (tackle by Kyler Fackrell)",0.000,-0.810
3,14:53,1,10,NYG 28,6,17,Orleans Darkwa middle for 1 yard (tackle by Nick Perry),0.810,0.400
3,14:26,2,9,NYG 29,6,17,Eli Manning pass complete short left to Sterling Shepard for 10 yards (tackle by Micah Hyde),0.400,1.530
3,13:42,1,10,NYG 39,6,17,Orleans Darkwa left end for -1 yards (tackle by Jake Ryan),1.530,0.850
3,13:08,2,11,NYG 38,6,17,Eli Manning sacked by Clay Matthews for -3 yards,0.850,-0.230
3,12:28,3,14,NYG 35,6,17,Eli Manning pass complete short right to Bobby Rainey for 7 yards (tackle by Morgan Burnett),-0.230,-0.590
3,11:48,4,7,NYG 42,6,17,"Brad Wing punts 32 yards, out of bounds. Penalty on Josh Hawkins: Offensive Holding, 10 yards",-0.590,0.140
3,11:41,1,10,GNB 16,6,17,Eddie Lacy left end for 2 yards (tackle by Johnathan Hankins),-0.140,-0.350
3,11:06,2,8,GNB 18,6,17,Aaron Rodgers pass complete short left to Eddie Lacy for 3 yards (tackle by Jason Pierre-Paul and Jonathan Casillas),-0.350,-0.700
3,10:23,3,5,GNB 21,6,17,Aaron Rodgers pass incomplete short middle intended for Richard Rodgers (defended by Keenan Robinson),-0.700,-1.960
