Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
3,13:10,1,10,BAL 48,17,6,Willis McGahee up the middle for 14 yards (tackle by Renaldo Hill),2.130,3.050
3,12:29,1,10,MIA 38,17,6,Ray Rice right tackle for 2 yards (tackle by Randy Starks),3.050,2.780
3,11:52,2,8,MIA 36,17,6,Joe Flacco pass complete short left to Todd Heap for 6 yards (tackle by Akin Ayodele),2.780,2.870
3,11:24,3,2,MIA 30,17,6,Willis McGahee left end for 8 yards (tackle by Renaldo Hill),2.870,4.110
3,10:58,1,10,MIA 22,17,6,Willis McGahee up the middle for no gain (tackle by Vonnie Holliday),4.110,3.560
3,10:23,2,10,MIA 22,17,6,Joe Flacco pass complete short left to Todd Heap for 11 yards (tackle by Yeremiah Bell),3.560,4.840
3,10:10,1,10,MIA 11,17,6,Le'Ron McClain left guard for 1 yard (tackle by Lionel Dotson and Kendall Langford),4.840,4.320
3,9:29,2,9,MIA 10,17,6,Joe Flacco pass complete short right to Le'Ron McClain for no gain,4.320,3.300
3,8:43,3,9,MIA 10,17,6,Joe Flacco pass incomplete short right intended for Todd Heap,3.300,2.760
3,8:36,4,9,MIA 10,20,6,Matt Stover 28 yard field goal good,2.760,3.000
3,,,,BAL 30,20,6,"Matt Stover kicks off 58 yards, returned by Ted Ginn Jr. for 14 yards (tackle by Daniel Wilcox)",0.000,0.670
3,8:27,1,10,MIA 26,20,6,Chad Pennington pass complete short left to Greg Camarillo for 14 yards (tackle by Bart Scott),0.670,1.600
3,7:39,1,10,MIA 40,20,6,Chad Pennington pass complete deep middle to Patrick Cobbs for 27 yards (tackle by Jim Leonhard),1.600,3.380
3,6:55,1,10,BAL 33,20,6,Chad Pennington pass complete deep left to David Martin for 21 yards (tackle by Nick Greisen),3.380,4.780
3,6:08,1,10,BAL 12,20,6,Chad Pennington pass complete short right to Ted Ginn Jr. for 8 yards (tackle by Fabian Washington),4.780,5.600
3,5:45,2,2,BAL 4,20,6,Ronnie Brown right tackle for -3 yards (tackle by Tom Zbikowski),5.600,4.160
3,5:01,3,5,BAL 7,20,12,"Chad Pennington pass complete short middle to Davone Bess for 7 yards, touchdown",4.160,7.000
3,,,,BAL 2,20,13,Dan Carpenter kicks extra point good,0.000,0.000
3,,,,MIA 30,20,13,"Dan Carpenter kicks off 67 yards, returned by Ray Rice for 22 yards (tackle by Reggie Torbor)",0.000,0.610
3,4:47,1,10,BAL 25,20,13,Willis McGahee right end for 6 yards (tackle by Renaldo Hill),0.610,0.870
3,4:03,2,4,BAL 31,20,13,Willis McGahee left tackle for 2 yards (tackle by Andre' Goodman and Phillip Merling),0.870,0.430
3,3:24,3,2,BAL 33,20,13,"Joe Flacco left guard for no gain. Joe Flacco fumbles, recovered by Joe Flacco at BAL-34",0.430,-1.110
3,2:43,4,1,BAL 34,20,13,Sam Koch punts 63 yards,-1.110,0.380
3,2:31,1,10,MIA 3,20,13,Chad Pennington pass incomplete deep left intended for Greg Camarillo,-0.380,-0.780
3,2:25,2,10,MIA 3,20,13,Chad Pennington pass complete deep middle to David Martin for 18 yards (tackle by Frank Walker),-0.780,0.340
3,1:42,1,10,MIA 21,20,13,Ricky Williams right tackle for 2 yards (tackle by Terrell Suggs),0.340,0.070
3,0:59,2,8,MIA 23,20,13,Chad Pennington pass complete short left to Davone Bess for 5 yards (tackle by Jim Leonhard),0.070,0.040
3,0:16,3,3,MIA 28,20,13,Chad Pennington pass complete short right to Greg Camarillo for 2 yards (tackle by Ray Lewis),0.040,-1.370
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,MIA 30,20,13,"Brandon Fields punts 55 yards, returned by Jim Leonhard for 6 yards (tackle by Reggie Torbor)",-1.370,-0.340
4,14:50,1,10,BAL 21,20,13,Joe Flacco pass incomplete short right intended for Derrick Mason,0.340,-0.200
4,14:45,2,10,BAL 21,20,13,Joe Flacco pass complete short right to Ray Rice for 40 yards (tackle by Will Allen),-0.200,2.980
4,14:11,1,10,MIA 39,20,13,Willis McGahee left guard for 3 yards (tackle by Vonnie Holliday),2.980,2.850
4,13:30,2,7,MIA 36,20,13,Joe Flacco sacked by Joey Porter for -10 yards,2.850,0.830
4,12:57,3,17,MIA 46,20,13,"Joe Flacco pass complete short left to Willis McGahee for 35 yards (tackle by Yeremiah Bell). Willis McGahee fumbles (forced by Yeremiah Bell), recovered by Charlie Anderson at MIA-5 (tackle by Mark Clayton)",0.830,0.380
4,12:43,1,10,MIA 5,20,13,"Penalty on Justin Smiley: False Start, 2 yards (no play)",-0.380,-0.460
4,12:43,1,12,MIA 3,20,13,Ronnie Brown left guard for 1 yard (tackle by Ray Lewis),-0.460,-0.850
4,11:59,2,11,MIA 4,20,13,Chad Pennington pass incomplete deep left intended for Ted Ginn Jr.,-0.850,-1.540
4,11:54,3,11,MIA 4,20,13,Chad Pennington pass complete short right to Ted Ginn Jr. for 5 yards (tackle by Terrell Suggs),-1.540,-2.490
4,11:15,4,6,MIA 9,20,13,"Brandon Fields punts 55 yards, returned by Jim Leonhard for 6 yards (tackle by Jason Allen). Penalty on Jameel McClain: Illegal Block Above the Waist, 10 yards",-2.490,-1.070
4,11:05,1,10,BAL 32,20,13,Ray Rice right tackle for 3 yards (tackle by Joey Porter),1.070,0.930
4,10:21,2,7,BAL 35,20,13,Joe Flacco pass complete short left to Le'Ron McClain for 10 yards (tackle by Matt Roth),0.930,1.930
4,9:54,1,10,BAL 45,20,13,"Ray Rice right tackle for 5 yards (tackle by Channing Crowder). Penalty on Randy Starks: Defensive Holding, 5 yards",1.930,2.590
4,9:30,1,10,MIA 45,20,13,Ray Rice right end for no gain (tackle by Randy Starks),2.590,2.040
4,8:44,2,10,MIA 45,20,13,Joe Flacco pass complete short right to Le'Ron McClain for no gain,2.040,1.360
4,8:19,3,10,MIA 45,20,13,Joe Flacco pass complete deep left to Derrick Mason for 23 yards (tackle by Renaldo Hill),1.360,4.110
4,7:36,1,10,MIA 22,20,13,Willis McGahee right guard for 11 yards (tackle by Will Allen),4.110,4.840
4,7:02,1,10,MIA 11,20,13,"Willis McGahee right tackle for no gain (tackle by Matt Roth and Channing Crowder). Penalty on Phillip Merling: Personal Foul, 6 yards",4.840,6.060
4,6:34,1,5,MIA 5,26,13,"Willis McGahee right guard for 5 yards, touchdown",6.060,7.000
4,,,,MIA 2,27,13,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,27,13,"Matt Stover kicks off 45 yards, returned by Ted Ginn Jr. for 12 yards (tackle by Tom Zbikowski)",0.000,1.400
4,6:24,1,10,MIA 37,27,13,Chad Pennington pass complete short right to Ted Ginn Jr. for 19 yards (tackle by Fabian Washington),1.400,2.650
4,5:56,1,10,BAL 44,27,13,Chad Pennington pass complete short middle to Anthony Fasano for 9 yards (tackle by Ray Lewis),2.650,3.330
4,5:34,2,1,BAL 35,27,13,Ronnie Brown up the middle for 13 yards (tackle by Ray Lewis),3.330,4.110
4,5:10,1,10,BAL 22,27,13,Chad Pennington pass incomplete short middle intended for Greg Camarillo (defended by Jim Leonhard),4.110,3.560
4,5:02,2,10,BAL 22,27,13,Chad Pennington pass incomplete deep left intended for Patrick Cobbs,3.560,2.870
4,4:55,3,10,BAL 22,27,13,Patrick Cobbs left end for 3 yards (tackle by Frank Walker),2.870,2.180
4,4:43,,,,27,13,Timeout #1 by Miami Dolphins,0.000,2.180
4,4:43,4,7,BAL 19,27,13,Chad Pennington pass complete short left to Patrick Cobbs for 4 yards (tackle by Ed Reed),2.180,0.220
4,4:37,1,10,BAL 15,27,13,Willis McGahee right guard for 2 yards (tackle by Vonnie Holliday),-0.220,-0.440
4,3:51,2,8,BAL 17,27,13,Willis McGahee left tackle for 6 yards (tackle by Channing Crowder),-0.440,-0.390
4,3:44,,,,27,13,Timeout #2 by Miami Dolphins,0.000,-0.390
4,3:44,3,2,BAL 23,27,13,Le'Ron McClain up the middle for 2 yards (tackle by Channing Crowder),-0.390,0.610
4,3:03,1,10,BAL 25,27,13,Le'Ron McClain right guard for 3 yards (tackle by Yeremiah Bell),0.610,0.470
4,2:59,,,,27,13,Timeout #3 by Miami Dolphins,0.000,0.470
4,2:59,2,7,BAL 28,27,13,Le'Ron McClain right tackle for 2 yards (tackle by Akin Ayodele),0.470,0.040
4,2:14,3,5,BAL 30,27,13,"Willis McGahee left end for 9 yards (tackle by Renaldo Hill). Penalty on Jared Gaither: Offensive Holding, 10 yards (no play)",0.040,-1.290
4,2:07,3,15,BAL 20,27,13,"Le'Ron McClain left end for 3 yards (tackle by Channing Crowder). Penalty on Joey Porter: Defensive Offside, 6 yards (no play)",-1.290,-0.490
4,1:59,3,9,BAL 26,27,13,Le'Ron McClain right tackle for 1 yard (tackle by Akin Ayodele),-0.490,-1.570
4,1:13,,,,27,13,Timeout #1 by Baltimore Ravens,0.000,-1.570
4,1:13,4,8,BAL 27,27,13,"Sam Koch punts 67 yards, returned by Davone Bess for 6 yards (tackle by Antwan Barnes)",-1.570,0.350
4,1:01,1,10,MIA 12,27,13,Chad Pennington pass complete short right to Greg Camarillo for 13 yards,-0.350,0.610
4,0:55,1,10,MIA 25,27,13,Chad Pennington pass complete deep right to Ted Ginn Jr. for 16 yards (tackle by Ed Reed),0.610,1.660
4,0:33,1,10,MIA 41,27,13,Chad Pennington pass complete short middle to Anthony Fasano for 16 yards (tackle by Jim Leonhard),1.660,2.720
4,0:11,1,10,BAL 43,27,13,Chad Pennington pass complete short left to Greg Camarillo for 15 yards (tackle by Corey Ivy),2.720,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
