Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA
1,7:27,3,8,PIT 27,0,0,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 14 yards (tackle by Troy Polamalu),2.680,4.710
1,6:47,1,10,PIT 13,0,0,Kenny Watson right end for -6 yards (tackle by Larry Foote and Clark Haggans),4.710,3.300
1,6:01,2,16,PIT 19,0,0,Kenny Watson right end for 6 yards (tackle by Ike Taylor),3.300,3.120
1,5:21,3,10,PIT 13,0,0,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh,3.120,2.570
1,5:16,4,10,PIT 13,0,3,Shayne Graham 31 yard field goal good,2.570,3.000
1,,,,CIN 30,0,3,"Shayne Graham kicks off 76 yards, touchback",0.000,0.280
1,5:11,1,10,PIT 20,0,3,Santonio Holmes left end for 2 yards (tackle by Justin Smith),0.280,0.000
1,4:38,2,8,PIT 22,0,3,Willie Parker left tackle for 12 yards (tackle by Dexter Jackson),0.000,1.200
1,4:05,1,10,PIT 34,0,3,Ben Roethlisberger pass complete short middle to Hines Ward for 8 yards (tackle by Madieu Williams),1.200,1.740
1,3:19,2,2,PIT 42,0,3,Ben Roethlisberger pass complete deep left to Santonio Holmes for 42 yards (tackle by Leon Hall),1.740,4.510
,,,,,,,"CIN challenged the pass completion ruling, and the play was upheld.",,
1,2:48,1,10,CIN 16,0,3,"Penalty on Kendall Simmons: False Start, 5 yards (no play)",4.510,4.170
1,2:48,1,15,CIN 21,6,3,"Ben Roethlisberger pass complete deep left to Hines Ward for 21 yards, touchdown",4.170,7.000
1,,,,CIN 2,7,3,Jeff Reed kicks extra point good,0.000,0.000
1,,,,PIT 30,7,3,"Jeff Reed kicks off 55 yards, returned by Glenn Holt for 18 yards (tackle by Anthony Smith)",0.000,1.140
1,2:37,1,10,CIN 33,7,3,Kenny Watson right guard for 7 yards (tackle by Clark Haggans),1.140,1.540
1,2:03,2,3,CIN 40,7,3,Carson Palmer pass complete short left to Glenn Holt for 8 yards,1.540,2.130
1,1:28,1,10,CIN 48,7,3,Kenny Watson right guard for 9 yards (tackle by Anthony Smith and Troy Polamalu),2.130,2.800
1,0:49,2,1,PIT 43,7,3,Carson Palmer pass incomplete deep middle intended for Chad Ochocinco,2.800,2.080
1,0:42,3,1,PIT 43,7,3,"Kenny Watson right guard for no gain (tackle by Tyrone Carter). Kenny Watson fumbles (forced by Tyrone Carter), recovered by Kenny Watson at PIT-43",2.080,0.400
Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,PIT 43,7,3,"Kyle Larson punts 43 yards, touchback",0.400,-0.280
2,14:51,1,10,PIT 20,7,3,Willie Parker right tackle for 1 yard (tackle by Michael Myers and Justin Smith),0.280,-0.130
2,14:11,2,9,PIT 21,7,3,Ben Roethlisberger pass complete short left to Carey Davis for 5 yards (tackle by Rashad Jeanty),-0.130,-0.160
2,13:23,3,4,PIT 26,7,3,Ben Roethlisberger pass complete short right to Heath Miller for 23 yards (tackle by Madieu Williams),-0.160,2.190
2,12:36,1,10,PIT 49,7,3,Willie Parker right tackle for 2 yards (tackle by Landon Johnson and Robert Geathers),2.190,1.920
2,11:54,2,8,CIN 49,7,3,Willie Parker left guard for 4 yards (tackle by Justin Smith),1.920,1.750
2,11:12,3,4,CIN 45,7,3,Ben Roethlisberger pass complete short right to Santonio Holmes for 7 yards (tackle by Deltha O'Neal),1.750,3.050
2,10:27,1,10,CIN 38,7,3,Willie Parker left end for 17 yards (tackle by Dexter Jackson),3.050,4.170
2,9:56,1,10,CIN 21,7,3,Willie Parker left end for no gain (tackle by Justin Smith),4.170,3.630
2,9:14,2,10,CIN 21,7,3,Ben Roethlisberger pass complete short middle to Hines Ward for 13 yards (tackle by Anthony Schlegel),3.630,5.370
2,8:32,1,8,CIN 8,7,3,Willie Parker left guard for 2 yards (tackle by Justin Smith),5.370,4.950
2,7:53,2,6,CIN 6,7,3,Ben Roethlisberger pass incomplete short middle intended for Willie Parker,4.950,4.040
2,7:47,3,6,CIN 6,13,3,"Ben Roethlisberger pass complete short middle to Hines Ward for 6 yards, touchdown",4.040,7.000
2,,,,CIN 2,14,3,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,14,3,"Jeff Reed kicks off 64 yards, returned by Glenn Holt for 42 yards (tackle by Andre Frazier)",0.000,2.130
2,7:33,1,10,CIN 48,14,3,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 5 yards (tackle by Ike Taylor),2.130,2.260
2,7:05,2,5,PIT 47,14,3,Carson Palmer pass complete short right to Glenn Holt for 3 yards (tackle by Ike Taylor),2.260,1.950
2,6:34,3,2,PIT 44,14,3,Carson Palmer pass complete short left to Chad Ochocinco for 16 yards (tackle by Anthony Smith),1.950,3.710
2,5:56,1,10,PIT 28,14,3,Kenny Watson up the middle for 4 yards (tackle by Brett Keisel),3.710,3.710
2,5:18,2,6,PIT 24,14,3,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 5 yards (tackle by James Harrison),3.710,3.720
2,4:37,3,1,PIT 19,14,3,Carson Palmer pass complete short left to Jeremi Johnson for 8 yards (tackle by Anthony Smith),3.720,4.840
2,4:03,1,10,PIT 11,14,3,Kenny Watson up the middle for no gain (tackle by Deshea Townsend),4.840,4.140
2,3:28,2,10,PIT 11,14,3,Carson Palmer pass complete short middle to Kenny Watson for 4 yards (tackle by Larry Foote),4.140,3.980
2,2:51,3,6,PIT 7,14,3,Carson Palmer pass complete short middle to Reggie Kelly for 5 yards (tackle by Deshea Townsend),3.980,3.250
2,2:21,,,,14,3,Timeout #2 by Cincinnati Bengals,0.000,3.250
2,2:21,4,1,PIT 2,14,6,Shayne Graham 20 yard field goal good,3.250,3.000
2,,,,CIN 30,14,6,"Shayne Graham kicks off 65 yards, returned by Allen Rossum for 28 yards (tackle by John Busing)",0.000,1.140
2,2:11,1,10,PIT 33,14,6,Willie Parker left end for 32 yards (tackle by Madieu Williams),1.140,3.250
2,2:00,1,10,CIN 35,14,6,Ben Roethlisberger pass incomplete deep left intended for Nate Washington (defended by Johnathan Joseph),3.250,2.700
2,1:53,2,10,CIN 35,14,6,Ben Roethlisberger pass complete short right to Santonio Holmes for 10 yards (tackle by Deltha O'Neal),2.700,3.910
2,1:25,1,10,CIN 25,14,6,Ben Roethlisberger pass incomplete short right intended for Heath Miller (defended by Deltha O'Neal),3.910,3.360
2,1:19,2,10,CIN 25,14,6,Ben Roethlisberger pass complete short left to Santonio Holmes for 12 yards (tackle by Johnathan Joseph),3.360,4.710
2,1:10,,,,14,6,Timeout #1 by Pittsburgh Steelers,0.000,4.710
2,1:10,1,10,CIN 13,14,6,Willie Parker right tackle for 3 yards (tackle by Dhani Jones),4.710,4.580
2,0:32,2,7,CIN 10,14,6,Ben Roethlisberger pass incomplete,4.580,3.650
2,0:23,3,7,CIN 10,14,6,Ben Roethlisberger pass complete short right to Hines Ward for 9 yards (tackle by Deltha O'Neal),3.650,6.970
2,0:09,,,,14,6,Timeout #2 by Pittsburgh Steelers,0.000,6.970
2,0:09,1,1,CIN 1,20,6,"Willie Parker left end for 1 yard, touchdown",6.970,7.000
2,,,,CIN 2,21,6,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,21,6,"Jeff Reed kicks off 63 yards, returned by Glenn Holt for 34 yards (tackle by Jeff Reed)",0.000,0.940
Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,21,6,"Jeff Reed kicks off 67 yards, returned by Glenn Holt for 14 yards (tackle by Andre Frazier)",0.000,-0.060
3,14:55,1,10,CIN 17,21,6,Carson Palmer pass incomplete short right intended for Chad Ochocinco (defended by Deshea Townsend),-0.060,-0.580
3,14:50,2,10,CIN 17,21,6,Kenny Watson right guard for 6 yards (tackle by Troy Polamalu and James Farrior),-0.580,-0.490
3,14:06,3,4,CIN 23,21,6,Carson Palmer pass incomplete short middle intended for Chad Ochocinco,-0.490,-1.830
3,14:00,4,4,CIN 23,21,6,"Kyle Larson punts 48 yards, returned by Allen Rossum for 5 yards (tackle by Nedu Ndukwe). Penalty on William Gay: Illegal Block Above the Waist, 10 yards",-1.830,-0.410
3,13:48,1,10,PIT 22,21,6,Willie Parker right tackle for 2 yards (tackle by Landon Johnson),0.410,0.140
3,13:10,2,8,PIT 24,21,6,Ben Roethlisberger pass complete short right to Willie Parker for 4 yards (tackle by Landon Johnson),0.140,-0.030
3,12:27,3,4,PIT 28,21,6,Ben Roethlisberger for 9 yards (tackle by Justin Smith),-0.030,1.400
3,11:48,1,10,PIT 37,21,6,Willie Parker right tackle for 6 yards (tackle by Dexter Jackson and Landon Johnson),1.400,1.670
3,11:09,2,4,PIT 43,21,6,Willie Parker right end for 6 yards (tackle by Anthony Schlegel),1.670,2.190
3,10:33,1,10,PIT 49,21,6,Willie Parker left end for no gain (tackle by Anthony Schlegel and Landon Johnson),2.190,1.650
3,9:49,2,10,PIT 49,21,6,Ben Roethlisberger pass complete short right to Heath Miller for 19 yards (tackle by Madieu Williams),1.650,3.450
3,9:04,1,10,CIN 32,21,6,Willie Parker left end for 5 yards (tackle by Justin Smith),3.450,3.580
3,8:21,2,5,CIN 27,21,6,Willie Parker left end for 13 yards (tackle by Justin Smith),3.580,4.650
3,7:35,1,10,CIN 14,21,6,Ben Roethlisberger sacked by Domata Peko for 0 yards,4.650,4.000
3,7:04,2,10,CIN 14,21,6,Najeh Davenport right tackle for 3 yards (tackle by John Thornton),4.000,3.620
3,6:18,3,7,CIN 11,21,6,Ben Roethlisberger pass incomplete short right intended for Cedrick Wilson is intercepted by Deltha O'Neal at CIN-5 and returned for 7 yards (tackle by Kendall Simmons),3.620,0.350
3,6:09,1,10,CIN 12,21,6,Kenny Watson right guard for 3 yards (tackle by Brett Keisel),-0.350,-0.500
3,5:31,2,7,CIN 15,21,6,Kenny Watson right tackle for 15 yards (tackle by Anthony Smith),-0.500,0.940
3,4:51,1,10,CIN 30,21,6,Carson Palmer pass incomplete deep right intended for Chad Ochocinco,0.940,0.390
3,4:41,2,10,CIN 30,21,6,Carson Palmer pass complete short left to Antonio Chatman for 6 yards (tackle by Deshea Townsend),0.390,0.500
3,4:06,3,4,CIN 36,21,6,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 13 yards (tackle by Anthony Smith),0.500,2.190
3,3:24,1,10,CIN 49,21,6,Carson Palmer pass incomplete deep right intended for T.J. Houshmandzadeh (defended by Ike Taylor),2.190,1.650
3,3:18,2,10,CIN 49,21,6,Kenny Watson left tackle for 11 yards (tackle by Troy Polamalu),1.650,2.920
3,2:40,1,10,PIT 40,21,6,Carson Palmer pass incomplete deep right intended for T.J. Houshmandzadeh (defended by Troy Polamalu),2.920,2.370
3,2:32,2,10,PIT 40,21,6,Carson Palmer pass incomplete short left intended for Kenny Watson,2.370,1.680
3,2:29,3,10,PIT 40,21,6,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 7 yards (tackle by Ike Taylor),1.680,1.190
3,1:44,4,3,PIT 33,21,6,"Penalty on Chad Ochocinco: False Start, 5 yards (no play)",1.190,0.720
3,1:27,4,8,PIT 38,21,6,Carson Palmer pass complete short right to Chad Ochocinco for 14 yards (tackle by Ike Taylor),0.720,3.970
,,,,,,,"PIT challenged the pass completion ruling, and the play was upheld.",,
3,0:53,1,10,PIT 24,21,6,Kenny Watson right guard for 8 yards (tackle by Troy Polamalu),3.970,4.650
3,0:11,2,2,PIT 16,21,6,Kenny Watson right tackle for 1 yard (tackle by James Farrior and Brett Keisel),4.650,4.170
Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,PIT 15,21,6,Carson Palmer up the middle for 2 yards (tackle by James Farrior and Brett Keisel),4.170,4.710
4,14:23,1,10,PIT 13,21,6,Carson Palmer pass complete to Kenny Watson for 6 yards (tackle by James Harrison),4.710,5.150
4,13:46,2,4,PIT 7,21,6,Kenny Watson right tackle for -2 yards (tackle by Travis Kirschke),5.150,3.880
4,13:08,3,6,PIT 9,21,12,"Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 9 yards, touchdown",3.880,7.000
4,,,,PIT 2,21,13,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,21,13,"Shayne Graham kicks off 54 yards, returned by Allen Rossum for 14 yards (tackle by Blue Adams)",0.000,0.940
4,12:59,1,10,PIT 30,21,13,Najeh Davenport right guard for 2 yards (tackle by Robert Geathers and Domata Peko),0.940,0.660
4,12:16,2,8,PIT 32,21,13,Ben Roethlisberger pass complete short left to Hines Ward for 11 yards (tackle by Johnathan Joseph),0.660,1.800
4,11:46,1,10,PIT 43,21,13,Ben Roethlisberger pass incomplete short left intended for Willie Parker,1.800,1.250
4,11:36,2,10,PIT 43,21,13,Ben Roethlisberger pass complete short left to Santonio Holmes for 4 yards (tackle by Johnathan Joseph),1.250,1.090
4,10:51,3,6,PIT 47,21,13,Ben Roethlisberger pass complete short right to Santonio Holmes for 12 yards (tackle by Deltha O'Neal),1.090,2.850
4,10:10,1,10,CIN 41,21,13,Najeh Davenport up the middle for 3 yards (tackle by John Thornton and Anthony Schlegel),2.850,2.710
4,9:24,2,7,CIN 38,21,13,"Penalty on Heath Miller: False Start, 5 yards (no play)",2.710,2.040
4,9:04,2,12,CIN 43,21,13,Ben Roethlisberger pass complete short right to Hines Ward for 13 yards (tackle by Deltha O'Neal),2.040,3.580
4,8:21,1,10,CIN 30,21,13,Najeh Davenport left end for 1 yard (tackle by Landon Johnson),3.580,3.170
4,7:40,2,9,CIN 29,21,13,Najeh Davenport right guard for -1 yards (tackle by Bryan Robinson),3.170,2.340
4,6:56,3,10,CIN 30,21,13,Najeh Davenport right tackle for 8 yards (tackle by Deltha O'Neal),2.340,2.120
4,6:15,4,2,CIN 22,24,13,Jeff Reed 40 yard field goal good,2.120,3.000
4,,,,PIT 30,24,13,"Jeff Reed kicks off 68 yards, returned by Glenn Holt for 33 yards (tackle by Anthony Smith)",0.000,1.270
4,6:01,1,10,CIN 35,24,13,Carson Palmer pass complete short left to Kenny Watson for 4 yards (tackle by James Harrison),1.270,1.260
4,5:34,2,6,CIN 39,24,13,Carson Palmer pass complete deep middle to T.J. Houshmandzadeh for 28 yards (tackle by Larry Foote),1.260,3.380
4,5:08,1,10,PIT 33,24,13,Kenny Watson left tackle for 9 yards (tackle by Anthony Smith),3.380,4.050
4,4:46,2,1,PIT 24,24,13,Kenny Watson left end for 8 yards (tackle by Anthony Smith),4.050,4.510
4,4:08,1,10,PIT 16,24,13,Kenny Watson right tackle for 1 yard (tackle by Brett Keisel),4.510,4.050
4,3:27,2,9,PIT 15,24,13,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",4.050,3.420
4,3:27,2,14,PIT 20,24,13,"Carson Palmer pass complete short middle to Kenny Watson for 4 yards (tackle by James Harrison). Kenny Watson fumbles (forced by James Harrison), recovered by James Harrison at PIT-12 (tackle by Levi Jones)",3.420,0.350
,,,,,,,"CIN challenged the fumble ruling, and the play was upheld.",,
4,3:16,1,10,PIT 12,24,13,Willie Parker up the middle for 3 yards (tackle by Dexter Jackson),-0.350,-0.500
4,2:35,2,7,PIT 15,24,13,Willie Parker right end for 5 yards (tackle by Dhani Jones),-0.500,-0.480
4,2:27,,,,24,13,Timeout #2 by Cincinnati Bengals,0.000,-0.480
4,2:27,3,2,PIT 20,24,13,Najeh Davenport left end for 3 yards (tackle by John Thornton and Justin Smith),-0.480,0.480
4,2:09,,,,24,13,Timeout #3 by Cincinnati Bengals,0.000,0.480
4,2:09,1,10,PIT 23,24,13,Willie Parker left tackle for 2 yards (tackle by Dhani Jones),0.480,0.200
4,2:00,2,8,PIT 25,24,13,Willie Parker up the middle for 5 yards (tackle by Justin Smith),0.200,0.170
4,1:17,3,3,PIT 30,24,13,Najeh Davenport left guard for 4 yards (tackle by Johnathan Joseph),0.170,1.200
4,0:35,1,10,PIT 34,24,13,Ben Roethlisberger kneels for no gain,1.200,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
