Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
1,8:46,2,5,CAR 25,0,0,DeShaun Foster right end for 6 yards (tackle by Nick Greisen),0.410,1.000
1,8:10,1,10,CAR 31,0,0,DeShaun Foster left tackle for 13 yards (tackle by Alonzo Jackson and Gibril Wilson),1.000,1.860
1,7:39,1,10,CAR 44,0,0,Jake Delhomme pass complete to Steve Smith for 12 yards (tackle by Jay Foreman and Brent Alexander),1.860,2.650
1,7:00,1,10,NYG 44,0,0,DeShaun Foster left end for 5 yards (tackle by Osi Umenyiora),2.650,2.780
1,6:09,2,5,NYG 39,0,0,Nick Goings left tackle for -2 yards (tackle by Kevin Lewis and Jay Foreman),2.780,1.820
1,5:26,3,7,NYG 41,0,0,Jake Delhomme pass incomplete intended for Kris Mangum (defended by Gibril Wilson),1.820,0.530
1,5:16,4,7,NYG 41,0,0,"Jason Baker punts 41 yards, touchback",0.530,-0.280
1,5:07,1,10,NYG 20,0,0,Tiki Barber up the middle for 1 yard (tackle by Will Witherspoon),0.280,-0.130
1,4:35,2,9,NYG 21,0,0,Eli Manning pass complete to Jeremy Shockey for 15 yards,-0.130,1.330
1,3:57,1,10,NYG 36,0,0,Tiki Barber left end for -1 yards (tackle by Will Witherspoon),1.330,0.660
1,3:19,2,11,NYG 35,0,0,Eli Manning sacked by Thomas Davis for -7 yards,0.660,-0.960
1,2:42,3,18,NYG 28,0,0,Eli Manning pass incomplete intended for Tiki Barber (defended by Mike Rucker),-0.960,-1.500
1,2:35,4,18,NYG 28,0,0,Jeff Feagles punts 49 yards,-1.500,-0.480
1,2:27,1,10,CAR 23,0,0,Jake Delhomme pass complete to Steve Smith for 4 yards (tackle by Corey Webster),0.480,0.470
1,2:05,2,6,CAR 27,0,0,DeShaun Foster right guard for 4 yards (tackle by Alonzo Jackson and Nick Greisen),0.470,0.300
1,1:24,3,2,CAR 31,0,0,Jake Delhomme pass complete to Kris Mangum for 11 yards (tackle by Gibril Wilson),0.300,1.730
1,0:42,1,10,CAR 42,0,0,DeShaun Foster left guard for no gain (tackle by Gibril Wilson and Michael Strahan),1.730,1.190
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,CAR 42,0,0,Jake Delhomme pass complete to DeShaun Foster for 4 yards (tackle by Kevin Lewis and Kendrick Clancy),1.190,1.030
2,14:15,3,6,CAR 46,0,0,"Jake Delhomme pass incomplete. Penalty on Justin Tuck: Illegal Contact, 5 yards (no play)",1.030,2.320
2,14:05,1,10,NYG 49,0,0,DeShaun Foster up the middle for 2 yards (tackle by William Joseph and Alonzo Jackson),2.320,2.050
2,13:28,2,8,NYG 47,0,0,Jake Delhomme pass complete to Steve Smith for 6 yards (tackle by Brent Alexander and Kevin Lewis),2.050,2.150
2,12:39,3,2,NYG 41,0,0,DeShaun Foster left guard for 4 yards (tackle by Michael Strahan),2.150,3.120
2,11:58,1,10,NYG 37,0,0,DeShaun Foster up the middle for no gain (tackle by Kenderick Allen and William Joseph),3.120,2.570
2,11:14,2,10,NYG 37,0,0,Nick Goings right guard for 8 yards (tackle by Brent Alexander),2.570,2.940
2,10:31,3,2,NYG 29,0,0,Nick Goings right tackle for 7 yards (tackle by Gibril Wilson and Kevin Lewis),2.940,4.110
2,9:51,1,10,NYG 22,6,0,"Jake Delhomme pass complete to Steve Smith for 22 yards, touchdown",4.110,7.000
2,,,,NYG 2,7,0,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,7,0,"John Kasay kicks off 68 yards, returned by Chad Morton for 22 yards (tackle by Chris Gamble)",0.000,0.540
2,9:35,1,10,NYG 24,7,0,Eli Manning pass complete to Tiki Barber for 8 yards (tackle by Brandon Short and Ken Lucas),0.540,1.080
2,8:58,2,2,NYG 32,7,0,"Tiki Barber right tackle for 1 yard (tackle by Chris Gamble and Dan Morgan). Penalty on Mike Rucker: Defensive Offside, 5 yards (no play)",1.080,1.400
2,8:28,1,10,NYG 37,7,0,Eli Manning pass complete to Tiki Barber for 3 yards (tackle by Mike Minter),1.400,1.260
2,7:45,2,7,NYG 40,7,0,"Tiki Barber right end for 9 yards (tackle by Marlon McCree). Penalty on Marlon McCree: Face Mask (5 Yards), 5 yards",1.260,2.520
2,7:18,1,10,CAR 46,7,0,Tiki Barber left guard for 1 yard (tackle by Jordan Carstens and Mike Minter),2.520,2.110
2,6:45,2,9,CAR 45,7,0,Eli Manning pass incomplete intended for Plaxico Burress,2.110,1.420
2,6:38,3,9,CAR 45,7,0,Eli Manning pass incomplete intended for Jeremy Shockey,1.420,0.270
2,6:31,4,9,CAR 45,7,0,Jeff Feagles punts 38 yards,0.270,0.380
2,6:19,1,10,CAR 7,7,0,DeShaun Foster right tackle for 2 yards (tackle by Alonzo Jackson and Michael Strahan),-0.380,-0.630
2,5:43,2,8,CAR 9,7,0,DeShaun Foster left guard for no gain (tackle by William Joseph),-0.630,-1.190
2,5:02,3,8,CAR 9,7,0,Jake Delhomme pass complete to Nick Goings for 10 yards (tackle by Nick Greisen),-1.190,0.150
2,4:20,1,10,CAR 19,7,0,DeShaun Foster right tackle for 3 yards (tackle by William Joseph and Alonzo Jackson),0.150,0.070
2,3:35,2,7,CAR 22,7,0,Jake Delhomme pass complete to Steve Smith for -4 yards (tackle by Will Allen),0.070,-1.250
2,3:01,,,,7,0,Timeout #1 by Carolina Panthers,0.000,-1.250
2,3:01,3,11,CAR 18,7,0,Nick Goings right guard for 11 yards (tackle by Justin Tuck and Will Allen),-1.250,0.870
2,2:29,1,10,CAR 29,7,0,Nick Goings up the middle for 18 yards (tackle by Gibril Wilson),0.870,2.060
2,2:00,1,10,CAR 47,7,0,Jake Delhomme sacked by Michael Strahan for -8 yards,2.060,0.440
2,1:53,,,,7,0,Timeout #1 by New York Giants,0.000,0.440
2,1:53,2,18,CAR 39,7,0,DeShaun Foster left tackle for 2 yards (tackle by Gibril Wilson),0.440,0.040
2,1:47,,,,7,0,Timeout #2 by New York Giants,0.000,0.040
2,1:47,3,16,CAR 41,7,0,DeShaun Foster right end for 8 yards (tackle by Corey Webster and Gibril Wilson),0.040,-0.130
2,1:36,,,,7,0,Timeout #3 by New York Giants,0.000,-0.130
2,1:36,4,8,CAR 49,7,0,"Jason Baker punts 28 yards, muffed catch by Gibril Wilson, recovered by Dante Wesley and returned for no gain",-0.130,4.580
2,1:28,1,10,NYG 15,7,0,Jake Delhomme pass incomplete intended for DeShaun Foster (defended by Michael Strahan),4.580,3.950
2,1:24,2,10,NYG 15,7,0,Jake Delhomme pass incomplete intended for Steve Smith,3.950,3.100
2,1:20,3,10,NYG 15,7,0,DeShaun Foster up the middle for 2 yards (tackle by Osi Umenyiora and Nick Greisen),3.100,2.570
2,0:34,,,,7,0,Timeout #2 by Carolina Panthers,0.000,2.570
2,0:34,4,8,NYG 13,10,0,John Kasay 31 yard field goal good,2.570,3.000
2,,,,CAR 30,10,0,"John Kasay kicks off 61 yards, returned by Chad Morton for 17 yards (tackle by Kemp Rasmussen)",0.000,0.670
2,0:24,1,10,NYG 26,10,0,Tiki Barber right tackle for 8 yards (tackle by Chris Gamble),0.670,1.210
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,10,0,"John Kasay kicks off 60 yards, returned by Chad Morton for 21 yards (tackle by Vinny Ciurciu)",0.000,1.000
3,14:54,1,10,NYG 31,10,0,Eli Manning pass complete to Jeremy Shockey for 25 yards (tackle by Chris Gamble and Brandon Short),1.000,2.650
3,14:13,1,10,CAR 44,10,0,Tiki Barber right end for 1 yard (tackle by Mike Minter and Mike Rucker),2.650,2.250
3,13:33,2,9,CAR 43,10,0,Eli Manning sacked by Jordan Carstens for -6 yards,2.250,0.760
3,12:59,3,15,CAR 49,10,0,Eli Manning pass complete to Amani Toomer for 8 yards (tackle by Ricky Manning and Mike Minter),0.760,0.530
3,12:21,4,7,CAR 41,10,0,Jeff Feagles punts 23 yards,0.530,-0.040
3,12:11,1,10,CAR 18,10,0,DeShaun Foster left guard for 5 yards (tackle by Alonzo Jackson),0.040,0.280
3,11:35,2,5,CAR 23,10,0,Jake Delhomme pass complete to Steve Smith for 7 yards (tackle by Terrell Buckley),0.280,0.940
3,10:57,1,10,CAR 30,10,0,DeShaun Foster right end for 14 yards (tackle by Corey Webster and Brent Alexander),0.940,1.860
3,10:12,1,10,CAR 44,10,0,DeShaun Foster right guard for 5 yards (tackle by Osi Umenyiora and Terrell Buckley),1.860,1.990
3,9:27,2,5,CAR 49,10,0,Nick Goings left tackle for 10 yards (tackle by Brent Alexander and Gibril Wilson),1.990,2.850
3,9:02,1,10,NYG 41,10,0,Jake Delhomme pass incomplete intended for Drew Carter,2.850,2.310
3,8:53,2,10,NYG 41,10,0,DeShaun Foster right end for 1 yard (tackle by Gibril Wilson),2.310,1.750
3,8:16,3,9,NYG 40,10,0,Jake Delhomme sacked by Michael Strahan for -5 yards,1.750,0.270
3,7:29,4,14,NYG 45,10,0,"Penalty on Jason Baker: Delay of Game, 5 yards (no play)",0.270,-0.060
3,7:25,4,19,NYG 50,10,0,Jason Baker punts 34 yards,-0.060,0.140
3,7:16,1,10,NYG 16,10,0,Eli Manning pass incomplete intended for Amani Toomer is intercepted by Ken Lucas at NYG-26 and returned for 14 yards,-0.140,-4.780
3,7:03,1,10,NYG 12,16,0,"Steve Smith left end for 12 yards, touchdown",4.780,7.000
3,,,,NYG 2,17,0,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,17,0,"John Kasay kicks off 62 yards, returned by Chad Morton for 28 yards (tackle by Ricky Manning)",0.000,1.330
3,6:50,1,10,NYG 36,17,0,Tiki Barber up the middle for 4 yards (tackle by Marlon McCree and Dan Morgan),1.330,1.330
3,6:23,2,6,NYG 40,17,0,"Eli Manning pass incomplete intended for Plaxico Burress is intercepted by Ken Lucas at CAR-41 and returned for 26 yards. Penalty on Ken Lucas: Defensive Pass Interfere, 17 yards (no play)",1.330,2.720
3,6:05,1,10,CAR 43,17,0,Tiki Barber left end for 3 yards (tackle by Brandon Short and Will Witherspoon),2.720,2.580
3,5:30,2,7,CAR 40,17,0,Tiki Barber up the middle for 1 yard (tackle by Marlon McCree),2.580,2.010
3,4:53,3,6,CAR 39,17,0,Eli Manning pass incomplete intended for Jeremy Shockey is intercepted by Marlon McCree at CAR-17 and returned for 1 yard,2.010,-0.040
3,4:40,1,10,CAR 18,17,0,DeShaun Foster right tackle for 5 yards (tackle by Corey Webster and Gibril Wilson),0.040,0.280
3,3:58,2,5,CAR 23,17,0,DeShaun Foster right tackle for 8 yards (tackle by Kevin Lewis and Brent Alexander),0.280,1.000
3,3:09,1,10,CAR 31,17,0,Brad Hoover up the middle for no gain (tackle by Kendrick Clancy),1.000,0.460
3,2:33,2,10,CAR 31,17,0,DeShaun Foster left end for 31 yards (tackle by Corey Webster and Alonzo Jackson),0.460,3.050
3,1:39,1,10,NYG 38,17,0,Jake Delhomme pass complete to Steve Smith for 2 yards (tackle by Corey Webster),3.050,2.780
3,0:55,2,8,NYG 36,17,0,Jake Delhomme pass complete to Keary Colbert for 25 yards (tackle by Terrell Buckley),2.780,4.840
3,0:24,1,10,NYG 11,17,0,"DeShaun Foster right end for no gain (tackle by Gibril Wilson and Damane Duckett). Penalty on Jordan Gross: Offensive Holding, 10 yards (no play)",4.840,4.170
Quarter,Time,Down,ToGo,Location,CAR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,20,NYG 21,17,0,Nick Goings sacked by Alonzo Jackson for -9 yards,4.170,1.720
4,14:28,2,29,NYG 30,17,0,Nick Goings right guard for 3 yards (tackle by Osi Umenyiora and Kenderick Allen),1.720,1.490
4,13:47,3,26,NYG 27,17,0,Jake Delhomme pass incomplete intended for Keary Colbert,1.490,1.670
4,13:37,4,26,NYG 27,20,0,John Kasay 45 yard field goal good,1.670,3.000
4,,,,CAR 30,20,0,"John Kasay kicks off 62 yards, returned by Chad Morton for 31 yards (tackle by Ricky Manning). Penalty on Alonzo Jackson: Offensive Holding, 10 yards",0.000,-0.280
4,13:26,1,10,NYG 14,20,0,Eli Manning sacked by Julius Peppers for -9 yards,-0.280,-1.440
4,13:07,2,19,NYG 5,20,0,Tiki Barber right end for 4 yards (tackle by Dan Morgan and Marlon McCree),-1.440,-2.010
4,12:41,3,15,NYG 9,20,0,Eli Manning pass complete to Tiki Barber for 17 yards (tackle by Marlon McCree),-2.010,0.670
4,12:18,1,10,NYG 26,20,0,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Julius Peppers),0.670,0.130
4,12:10,2,10,NYG 26,20,0,Eli Manning pass complete to Visanthe Shiancoe for 4 yards (tackle by Marlon McCree),0.130,-0.030
4,11:50,3,6,NYG 30,20,0,Eli Manning pass incomplete intended for Plaxico Burress is intercepted by Marlon McCree at NYG-46 and returned for -10 yards,-0.030,-1.860
4,11:35,1,10,CAR 44,20,0,Jake Delhomme pass complete to Keary Colbert for 6 yards (tackle by Corey Webster),1.860,2.130
4,10:59,2,4,NYG 50,20,0,DeShaun Foster left tackle for 5 yards (tackle by Will Allen and Kevin Lewis),2.130,2.590
4,10:11,1,10,NYG 45,20,0,DeShaun Foster left end for 8 yards (tackle by Gibril Wilson and Nick Greisen),2.590,3.120
4,9:39,2,2,NYG 37,20,0,Nick Goings right end for -3 yards (tackle by Kevin Lewis),3.120,2.010
4,8:53,3,5,NYG 40,20,0,Jake Delhomme pass complete to Steve Smith for 7 yards (tackle by Nick Greisen),2.010,3.380
4,8:06,1,10,NYG 33,20,0,Nick Goings right guard for 8 yards (tackle by Gibril Wilson),3.380,3.920
4,7:21,2,2,NYG 25,20,0,Nick Goings left tackle for 3 yards (tackle by Kevin Lewis and Kenderick Allen),3.920,4.110
4,6:36,1,10,NYG 22,20,0,Nick Goings left end for -1 yards (tackle by Gibril Wilson and Alonzo Jackson),4.110,3.430
4,5:51,2,11,NYG 23,20,0,Brad Hoover left guard for no gain (tackle by Osi Umenyiora),3.430,2.740
4,5:05,3,11,NYG 23,20,0,Jake Delhomme pass complete to Steve Smith for 20 yards (tackle by Gibril Wilson),2.740,6.510
4,4:21,1,3,NYG 3,20,0,DeShaun Foster left end for 1 yard (tackle by Gibril Wilson and Kevin Lewis),6.510,5.720
4,3:38,2,2,NYG 2,20,0,Jake Delhomme pass incomplete intended for Ricky Proehl (defended by Damane Duckett),5.720,4.950
4,3:31,3,2,NYG 2,20,0,Nick Goings up the middle for 1 yard (tackle by Brent Alexander),4.950,3.550
4,2:44,,,,20,0,Timeout #1 by Carolina Panthers,0.000,3.550
4,2:44,4,1,NYG 1,23,0,John Kasay 18 yard field goal good,3.550,3.000
4,,,,CAR 30,23,0,"John Kasay kicks off 63 yards, returned by Chad Morton for 18 yards (tackle by Ricky Manning)",,
4,2:36,1,10,NYG 25,23,0,Eli Manning pass complete to Jeremy Shockey for 10 yards (tackle by Will Witherspoon and Chris Gamble),0.610,1.270
4,2:12,1,10,NYG 35,23,0,Eli Manning pass complete to Amani Toomer for 13 yards (tackle by Ricky Manning),1.270,2.130
4,2:00,1,10,NYG 48,23,0,"Eli Manning sacked by Will Witherspoon for -5 yards. Eli Manning fumbles (forced by Will Witherspoon), recovered by Mike Rucker at 50 (tackle by Shaun O'Hara)",2.130,-2.260
4,1:54,1,10,NYG 50,23,0,Chris Weinke kneels for -1 yards,2.260,1.580
4,1:16,2,11,CAR 49,23,0,Chris Weinke kneels for -1 yards,1.580,0.760
4,0:41,3,12,CAR 48,23,0,Chris Weinke kneels for -1 yards,0.760,-0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
