Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
2,14:17,3,5,OAK 19,13,0,"Russell Wilson for 19 yards. Russell Wilson fumbles, recovered by Russell Wilson at OAK-27 Russell Wilson pass complete deep middle to David Moore for 19 yards, touchdown",3.410,7.000
2,14:10,,,OAK 15,14,0,Sebastian Janikowski kicks extra point good,0.000,0.000
2,14:10,,,SEA 35,14,0,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
2,14:10,1,10,OAK 25,14,0,Derek Carr pass incomplete short middle intended for Marshawn Lynch,0.610,0.060
2,14:07,2,10,OAK 25,14,0,"Marshawn Lynch left guard for no gain (tackle by Bradley McDougald). Penalty on Lee Smith: Offensive Holding, 10 yards (no play)",0.060,-1.430
2,13:46,2,20,OAK 15,14,0,Derek Carr pass incomplete short middle intended for Amari Cooper,-1.430,-2.350
2,13:40,3,20,OAK 15,14,0,Derek Carr pass complete short middle to Jalen Richard for 21 yards (tackle by Barkevious Mingo),-2.350,1.330
2,13:00,1,10,OAK 36,14,0,Marshawn Lynch right tackle for 2 yards (tackle by Jarran Reed),1.330,1.060
2,12:26,2,8,OAK 38,14,0,"Derek Carr sacked by Quinton Jefferson for no gain. Penalty on Quinton Jefferson: Face Mask (15 Yards), 15 yards (no play)",1.060,2.460
2,11:59,1,10,SEA 47,14,0,Derek Carr pass complete short left to Marshawn Lynch for -3 yards (tackle by Barkevious Mingo),2.460,1.510
2,11:19,2,13,OAK 50,14,0,Derek Carr pass complete short left to Doug Martin for 8 yards (tackle by Barkevious Mingo),1.510,1.880
2,10:37,3,5,SEA 42,14,0,Derek Carr pass complete short right to Jared Cook for 8 yards (tackle by Tedric Thompson),1.880,3.310
2,9:58,1,10,SEA 34,14,0,Jalen Richard right tackle for 1 yard (tackle by Bobby Wagner),3.310,2.910
2,9:13,,,,,,Timeout #1 by Oakland Raiders,,
2,9:13,2,9,SEA 33,14,0,Derek Carr pass complete short left to Jordy Nelson for 1 yard (tackle by Shaquill Griffin),2.910,2.350
2,8:33,3,8,SEA 32,14,0,Derek Carr up the middle for 10 yards (tackle by Tedric Thompson),2.350,4.110
2,7:52,1,10,SEA 22,14,0,Marshawn Lynch left guard for -1 yards (tackle by Quinton Jefferson),4.110,3.430
2,7:07,2,11,SEA 23,14,0,Derek Carr pass incomplete short left intended for Marshawn Lynch,3.430,2.740
2,7:03,3,11,SEA 23,14,0,Derek Carr sacked by Branden Jackson for -7 yards,2.740,1.410
2,6:22,4,18,SEA 30,14,0,Matthew McCrane 48 yard field goal no good,1.410,-1.470
2,6:16,1,10,SEA 38,14,0,Russell Wilson pass complete short right to Doug Baldwin for 6 yards,1.470,1.730
2,5:57,2,4,SEA 44,14,0,Rashaad Penny up the middle for 7 yards (tackle by Arden Key),1.730,2.320
2,5:21,1,10,OAK 49,14,0,Russell Wilson pass incomplete deep left intended for Doug Baldwin,2.320,1.780
2,5:12,2,10,OAK 49,14,0,Rashaad Penny left guard for 6 yards (tackle by Fadol Brown),1.780,1.880
2,4:33,,,,,,Timeout #1 by Seattle Seahawks,,
2,4:33,3,4,OAK 43,14,0,"Russell Wilson pass complete short left to Doug Baldwin for 2 yards (tackle by Leon Hall). Penalty on Doug Baldwin: Delay of Game, 5 yards",1.880,0.200
2,4:16,4,7,OAK 46,14,0,"Michael Dickson punts 36 yards, fair catch by Dwayne Harris at OAK-10",0.200,0.380
2,4:10,1,10,OAK 10,14,0,"Derek Carr pass complete short right to Dwayne Harris for 7 yards (tackle by Bradley McDougald). Dwayne Harris fumbles, ball out of bounds at OAK-17 (forced by Bradley McDougald)",-0.380,-0.090
2,3:49,2,3,OAK 17,14,0,Marshawn Lynch left end for 2 yards (tackle by Poona Ford),-0.090,-0.370
2,3:11,3,1,OAK 19,14,0,Marshawn Lynch left guard for 5 yards (tackle by Austin Calitro),-0.370,0.540
2,2:40,1,10,OAK 24,14,0,Derek Carr pass complete short left to Seth Roberts for 9 yards (tackle by Tre Flowers),0.540,1.210
2,2:11,2,1,OAK 33,14,0,Derek Carr pass complete short left to Seth Roberts for 7 yards (tackle by Justin Coleman),1.210,1.600
2,2:00,1,10,OAK 40,14,0,Derek Carr pass complete short left to Jalen Richard for 3 yards (tackle by Justin Coleman),1.600,1.460
2,1:53,2,7,OAK 43,14,0,Derek Carr pass complete short left to Seth Roberts for 7 yards (tackle by Justin Coleman),1.460,2.260
2,1:47,1,10,OAK 50,14,0,Derek Carr pass incomplete short middle intended for Jalen Richard,2.260,1.710
2,1:44,2,10,OAK 50,14,0,Derek Carr pass complete short left to Jalen Richard for no gain (tackle by Jarran Reed),1.710,1.030
2,1:08,3,10,OAK 50,14,0,Derek Carr pass complete short middle to Jalen Richard for 9 yards (tackle by Bobby Wagner),1.030,0.530
2,0:46,4,1,SEA 41,14,0,Derek Carr up the middle for no gain (tackle by Bobby Wagner),0.530,-1.660
2,0:39,1,10,SEA 41,14,0,Russell Wilson pass complete deep left to David Moore for 28 yards (tackle by Daryl Worley),1.660,3.510
2,0:34,1,10,OAK 31,14,0,"Penalty on SEA: Illegal Shift, 5 yards (no play)",3.510,3.180
2,0:34,1,15,OAK 36,14,0,Russell Wilson pass incomplete short left intended for Mike Davis,3.180,2.290
2,0:30,2,15,OAK 36,14,0,Russell Wilson right end for 5 yards (tackle by Derrick Johnson),2.290,2.280
2,0:23,3,10,OAK 31,14,0,Russell Wilson pass complete short right to Mike Davis for 5 yards (tackle by Tahir Whitehead),2.280,1.790
2,0:04,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:04,4,5,OAK 26,17,0,Sebastian Janikowski 44 yard field goal good,1.790,3.000
Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,17,0,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,OAK 25,17,0,Marshawn Lynch right tackle for 1 yard (tackle by Bobby Wagner),0.610,0.200
3,14:27,2,9,OAK 26,17,0,Derek Carr sacked by Quinton Jefferson and Frank Clark for -7 yards,0.200,-1.510
3,13:46,3,16,OAK 19,17,0,"Derek Carr sacked by Frank Clark for -8 yards. Derek Carr fumbles (forced by Frank Clark), recovered by Jacob Martin at OAK-11 (tackle by Brandon Parker and Seth Roberts)",-1.510,-4.840
3,13:38,1,10,OAK 11,17,0,"Chris Carson right end for no gain (tackle by Marcus Gilchrist and Marquel Lee). Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",4.840,4.170
3,13:15,1,20,OAK 21,17,0,Russell Wilson sacked by Arden Key for -8 yards,4.170,1.860
3,12:34,2,28,OAK 29,17,0,Chris Carson right tackle for 21 yards (tackle by Marcus Gilchrist),1.860,3.760
3,11:53,,,,,,Timeout #1 by Seattle Seahawks,,
3,11:53,3,7,OAK 8,17,0,Russell Wilson pass incomplete short right intended for Tyler Lockett,3.760,2.960
3,11:45,4,7,OAK 8,20,0,Sebastian Janikowski 26 yard field goal good,2.960,3.000
3,11:42,,,SEA 35,20,0,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
3,11:42,1,10,OAK 25,20,0,Derek Carr pass complete short left to Martavis Bryant for 6 yards (tackle by Barkevious Mingo),0.610,0.870
3,11:07,2,4,OAK 31,20,0,Marshawn Lynch left guard for 13 yards (tackle by Tedric Thompson),0.870,1.860
3,10:26,1,10,OAK 44,20,0,Derek Carr pass complete short right to Jared Cook for 2 yards (tackle by Justin Coleman),1.860,1.590
3,9:51,2,8,OAK 46,20,0,Derek Carr pass complete short right to Jalen Richard for 2 yards (tackle by Bradley McDougald),1.590,1.160
3,9:08,3,6,OAK 48,20,0,Derek Carr pass incomplete deep left intended for Jordy Nelson,1.160,-0.190
3,9:03,4,6,OAK 48,20,0,"Penalty on Marquel Lee: False Start, 5 yards (no play)",-0.190,-0.520
3,9:03,4,11,OAK 43,20,0,"Johnny Townsend punts 37 yards, returned by Tyler Lockett for no gain (tackle by Nicholas Morrow)",-0.520,-0.280
3,8:54,1,10,SEA 20,20,0,Chris Carson right guard for 5 yards (tackle by Emmanuel Lamur),0.280,0.410
3,8:22,2,5,SEA 25,20,0,Russell Wilson pass complete short left to Doug Baldwin for 8 yards (tackle by Leon Hall),0.410,1.140
3,8:06,1,10,SEA 33,20,0,Chris Carson left guard for 5 yards (tackle by Emmanuel Lamur),1.140,1.270
3,7:25,2,5,SEA 38,20,0,Russell Wilson pass complete short right to Doug Baldwin for 10 yards (tackle by Marquel Lee),1.270,2.130
3,6:49,1,10,SEA 48,20,0,Mike Davis left end for -1 yards (tackle by Daryl Worley),2.130,1.450
3,6:14,2,11,SEA 47,20,0,Russell Wilson pass complete deep left to Doug Baldwin for 42 yards (tackle by Daryl Worley),1.450,4.840
3,5:30,1,10,OAK 11,20,0,Russell Wilson pass short middle (defended by Erik Harris) intended for Doug Baldwin is intercepted by Daryl Worley at OAK-1 and returned for 16 yards,4.840,0.060
3,5:21,1,10,OAK 17,20,0,Marshawn Lynch left guard for 6 yards (tackle by Branden Jackson),-0.060,0.350
3,4:49,2,4,OAK 23,20,0,Derek Carr pass complete short left to Jordy Nelson for 5 yards (tackle by Tre Flowers),0.350,0.810
3,4:08,1,10,OAK 28,20,0,Derek Carr pass complete short left to Jalen Richard for 7 yards (tackle by Bradley McDougald),0.810,1.210
3,3:50,2,3,OAK 35,20,0,Derek Carr pass incomplete short middle intended for Seth Roberts (defended by Bobby Wagner),1.210,0.500
3,3:46,3,3,OAK 35,20,0,Derek Carr pass incomplete deep left intended for Martavis Bryant,0.500,-1.040
3,3:39,4,3,OAK 35,20,0,Johnny Townsend punts 27 yards downed by Keith Smith,-1.040,-1.470
3,3:31,1,10,SEA 38,20,0,Russell Wilson right end for 1 yard (tackle by Clinton McDonald),1.470,1.060
3,2:57,2,9,SEA 39,20,0,Chris Carson right guard for 3 yards (tackle by Fadol Brown),1.060,0.760
3,2:12,3,6,SEA 42,20,0,Russell Wilson pass complete deep right to Doug Baldwin for 23 yards (tackle by Erik Harris),0.760,3.250
3,1:46,1,10,OAK 35,20,0,Mike Davis left guard for no gain (tackle by Emmanuel Lamur),3.250,2.700
3,1:13,2,10,OAK 35,20,0,"Russell Wilson up the middle for 9 yards (tackle by Bruce Irvin). Penalty on Bruce Irvin: Unnecessary Roughness, 13 yards",2.700,4.710
3,0:50,1,10,OAK 13,20,0,Chris Carson right tackle for 3 yards (tackle by Rashaan Melvin),4.710,4.580
3,0:13,2,7,OAK 10,20,0,Russell Wilson pass complete short middle to Tyler Lockett for no gain (tackle by Shilique Calhoun),4.580,3.650
Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,OAK 10,26,0,"Russell Wilson pass complete short middle to Tyler Lockett for 10 yards, touchdown, touchdown",3.650,7.000
4,14:55,,,OAK 15,27,0,Sebastian Janikowski kicks extra point good,0.000,0.000
4,14:55,,,SEA 35,27,0,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
4,14:55,1,10,OAK 25,27,0,Marshawn Lynch left guard for 6 yards (tackle by Poona Ford),0.610,0.870
4,14:22,2,4,OAK 31,27,0,Derek Carr pass complete short left to Marshawn Lynch for 4 yards (tackle by Barkevious Mingo),0.870,1.270
4,13:37,1,10,OAK 35,27,0,Derek Carr pass complete short left to Seth Roberts for 6 yards (tackle by Justin Coleman),1.270,1.530
4,13:06,2,4,OAK 41,27,0,Derek Carr up the middle for 6 yards (tackle by Barkevious Mingo),1.530,2.060
4,12:29,1,10,OAK 47,27,0,Jalen Richard up the middle for 2 yards (tackle by Barkevious Mingo),2.060,1.790
4,11:51,2,8,OAK 49,27,0,Derek Carr pass complete short left to Martavis Bryant for 12 yards (tackle by Bradley McDougald),1.790,2.980
4,11:12,1,10,SEA 39,27,0,Derek Carr pass complete short left to Seth Roberts for 2 yards (tackle by Justin Coleman),2.980,2.710
4,11:00,2,8,SEA 37,27,0,Derek Carr left guard for 15 yards (tackle by Neiko Thorpe),2.710,4.110
4,10:14,1,10,SEA 22,27,0,Marshawn Lynch up the middle for 5 yards (tackle by Shaquill Griffin),4.110,4.290
4,9:44,,,,,,Timeout #1 by Oakland Raiders,,
4,9:44,2,5,SEA 17,27,0,Derek Carr sacked by Shamar Stephen for -6 yards,4.290,2.740
4,9:03,3,11,SEA 23,27,0,Derek Carr sacked by Jarran Reed for -1 yards,2.740,1.870
4,8:30,4,12,SEA 24,27,3,Matthew McCrane 43 yard field goal good,1.870,3.000
4,8:25,,,OAK 35,27,3,"Matthew McCrane kicks off 60 yards, muffed catch by Rashaad Penny returned by Rashaad Penny for no gain (tackle by Reggie Nelson)",0.000,-0.280
4,8:18,1,10,SEA 14,27,3,Rashaad Penny left guard for 5 yards (tackle by Marquel Lee),-0.280,-0.040
4,7:36,2,5,SEA 19,27,3,Rashaad Penny left guard for 1 yard (tackle by Fadol Brown),-0.040,-0.680
4,6:56,3,4,SEA 20,27,3,Russell Wilson pass complete short left to Brandon Marshall for 11 yards (tackle by Daryl Worley),-0.680,1.000
4,6:18,1,10,SEA 31,27,3,Russell Wilson pass complete short right to Rashaad Penny for 3 yards (tackle by Leon Hall),1.000,0.870
4,5:42,2,7,SEA 34,27,3,Rashaad Penny right guard for 3 yards (tackle by Marquel Lee),0.870,0.560
4,5:03,3,4,SEA 37,27,3,Mike Davis left tackle for 8 yards (tackle by Derrick Johnson),0.560,1.930
4,4:15,1,10,SEA 45,27,3,Rashaad Penny right guard for 3 yards (tackle by Erik Harris),1.930,1.790
4,3:33,2,7,SEA 48,27,3,Rashaad Penny left tackle for 2 yards (tackle by Tahir Whitehead),1.790,1.360
4,2:50,3,5,SEA 50,27,3,Russell Wilson right end for 7 yards,1.360,2.720
4,2:06,1,10,OAK 43,27,3,Rashaad Penny right guard for 3 yards (tackle by Fadol Brown),2.720,2.580
4,2:00,2,7,OAK 40,27,3,Rashaad Penny right end for 13 yards (tackle by Marcus Gilchrist),2.580,3.780
4,1:15,1,10,OAK 27,27,3,Russell Wilson kneels for -1 yards,3.780,3.100
4,0:39,2,11,OAK 28,27,3,Russell Wilson kneels for -1 yards,3.100,2.280
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
