Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Carson,SEA,14,59,0,1,17,1.2,42,3.0,1,14.0
Rashaad Penny,SEA,9,43,0,2,29,3.2,14,1.6,1,9.0
Mike Davis,SEA,6,21,0,2,11,1.8,10,1.7,0,
Russell Wilson,SEA,6,20,0,1,9,1.5,11,1.8,1,6.0
Tyler Lockett,SEA,1,7,0,0,6,6.0,1,1.0,0,
David Moore,SEA,1,5,0,0,2,2.0,3,3.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marshawn Lynch,OAK,13,45,0,2,8,0.6,37,2.8,1,13.0
Derek Carr,OAK,4,31,0,3,31,7.8,0,0.0,0,
Jalen Richard,OAK,2,3,0,0,-1,-0.5,4,2.0,0,
