Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
2,11:15,,,NYG 35,7,7,"Lawrence Tynes kicks off 61 yards, returned by Kyle Williams for 18 yards (tackle by Greg Jones)",0.000,0.410
2,11:10,1,10,SFO 22,7,7,Alex Smith pass incomplete deep middle intended for Kyle Williams,0.410,-0.130
2,11:03,2,10,SFO 22,7,7,Alex Smith right tackle for 8 yards (tackle by Deon Grant),-0.130,0.230
2,10:23,3,2,SFO 30,7,7,"Alex Smith pass complete short left to Kyle Williams for 4 yards (tackle by Aaron Ross). Penalty on Aaron Ross: Illegal Use of Hands, 5 yards (no play)",0.230,1.270
2,10:02,1,10,SFO 35,7,7,Frank Gore right guard for 4 yards (tackle by Chase Blackburn),1.270,1.260
2,9:20,2,6,SFO 39,7,7,"Frank Gore up the middle for 8 yards (tackle by Chase Blackburn and Michael Boley). Penalty on Vernon Davis: Unnecessary Roughness, 15 yards",1.260,1.070
2,8:45,1,10,SFO 32,7,7,Frank Gore left guard for 7 yards (tackle by Rocky Bernard),1.070,1.470
2,8:07,2,3,SFO 39,7,7,Frank Gore right end for 9 yards (tackle by Kenny Phillips),1.470,2.130
2,7:29,1,10,SFO 48,7,7,Alex Smith pass incomplete deep left intended for Vernon Davis,2.130,1.580
2,7:23,2,10,SFO 48,7,7,Alex Smith left end for 5 yards (tackle by Kenny Phillips),1.580,1.550
2,6:41,3,5,NYG 47,7,7,Alex Smith left guard for 4 yards (tackle by Jason Pierre-Paul),1.550,0.400
2,6:02,4,1,NYG 43,7,7,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",0.400,0.070
2,5:37,4,6,NYG 48,7,7,"Andy Lee punts 24 yards, fair catch by Will Blackmon. Penalty on Will Blackmon: Invalid Fair Catch Signal, 5 yards",0.070,-0.150
2,5:28,1,10,NYG 19,7,7,Ahmad Bradshaw for 6 yards (tackle by Justin Smith and Tarell Brown),0.150,0.480
2,4:48,2,4,NYG 25,7,7,Eli Manning pass complete short right to Victor Cruz for 15 yards (tackle by Donte Whitner),0.480,1.600
2,4:27,1,10,NYG 40,7,7,Eli Manning pass complete short right to Ahmad Bradshaw for 7 yards (tackle by Ahmad Brooks),1.600,2.000
2,4:05,2,3,NYG 47,7,7,Ahmad Bradshaw up the middle for 1 yard (tackle by Donte Whitner and Parys Haralson),2.000,1.420
2,3:23,3,2,NYG 48,7,7,Eli Manning sacked by Ray McDonald and Navorro Bowman for -7 yards,1.420,-0.650
2,2:59,4,9,NYG 41,7,7,"Steve Weatherford punts 43 yards, out of bounds",-0.650,0.140
2,2:51,1,10,SFO 16,7,7,Frank Gore right end for -1 yards (tackle by Antrel Rolle),-0.140,-0.780
2,2:00,2,11,SFO 15,7,7,Frank Gore right tackle for 2 yards (tackle by Justin Tuck),-0.780,0.000
2,1:55,,,,7,7,Timeout #2 by New York Giants,0.000,-1.200
2,1:55,3,9,SFO 17,7,7,Alex Smith up the middle for 3 yards (tackle by Justin Tuck),-1.200,0.000
2,1:49,,,,7,7,Timeout #3 by New York Giants,0.000,-2.030
2,1:49,4,6,SFO 20,7,7,"Andy Lee punts 57 yards, returned by Will Blackmon for 13 yards (tackle by Blake Costanzo)",-2.030,-1.330
2,1:36,1,10,NYG 36,7,7,Eli Manning pass incomplete short right intended for Jake Ballard,1.330,0.790
2,1:30,2,10,NYG 36,7,7,Eli Manning pass complete short middle to Victor Cruz for 15 yards (tackle by Tarell Brown),0.790,2.320
2,1:09,1,10,SFO 49,7,7,Eli Manning pass incomplete short right intended for Mario Manningham (defended by Chris Culliver),2.320,1.780
2,1:03,2,10,SFO 49,7,7,Eli Manning pass complete short right to Victor Cruz for 11 yards (tackle by Carlos Rogers),1.780,3.050
2,0:42,1,10,SFO 38,7,7,Eli Manning pass incomplete short middle intended for Victor Cruz,3.050,2.510
2,0:37,2,10,SFO 38,7,7,Eli Manning pass complete deep left to Victor Cruz for 17 yards (tackle by Carlos Rogers),2.510,4.170
2,0:20,1,10,SFO 21,7,7,Eli Manning spiked the ball,4.170,3.630
2,0:20,2,10,SFO 21,7,7,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",3.630,2.950
2,0:20,2,15,SFO 26,7,7,Eli Manning pass complete short middle to Victor Cruz for 13 yards (tackle by Navorro Bowman),2.950,4.240
2,0:06,3,2,SFO 13,7,7,Eli Manning spiked the ball,4.240,2.690
2,0:05,4,2,SFO 13,10,7,Lawrence Tynes 31 yard field goal good,2.690,3.000
2,0:02,,,NYG 35,10,7,"Lawrence Tynes kicks off 58 yards, returned by Kyle Williams for 27 yards (tackle by Deon Grant)",0.000,1.270
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,10,7,"David Akers kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NYG 20,10,7,Ahmad Bradshaw right end for 9 yards (tackle by Ray McDonald),0.280,0.950
3,14:18,2,1,NYG 29,10,7,Ahmad Bradshaw left tackle for no gain (tackle by Parys Haralson),0.950,0.230
3,13:37,3,1,NYG 29,10,7,Eli Manning pass incomplete short right intended for Ahmad Bradshaw,0.230,-1.440
3,13:34,4,1,NYG 29,10,7,"Steve Weatherford punts 39 yards, returned by Kyle Williams for no gain",-1.440,-1.070
3,13:25,1,10,SFO 32,10,7,Alex Smith sacked by Justin Tuck and Jason Pierre-Paul for -7 yards,1.070,-0.420
3,12:52,2,17,SFO 25,10,7,Alex Smith pass complete short left to Frank Gore for 3 yards (tackle by Chase Blackburn),-0.420,-0.690
3,12:09,3,14,SFO 28,10,7,"Penalty on Joe Staley: False Start, 5 yards (no play)",-0.690,-1.350
3,11:45,3,19,SFO 23,10,7,"Alex Smith left end for 5 yards (tackle by Osi Umenyiora). Penalty on Aaron Ross: Illegal Contact, 5 yards",-1.350,1.140
3,11:28,1,10,SFO 33,10,7,Kendall Hunter right end for 14 yards (tackle by Kenny Phillips),1.140,2.060
3,10:42,1,10,SFO 47,10,7,Frank Gore up the middle for 4 yards (tackle by Linval Joseph),2.060,2.060
3,9:58,2,6,NYG 49,10,7,Alex Smith pass incomplete short right intended for Vernon Davis,2.060,1.360
3,9:52,3,6,NYG 49,10,7,Alex Smith pass incomplete short left intended for Delanie Walker (defended by Jacquian Williams),1.360,0.000
3,9:45,4,6,NYG 49,10,7,Andy Lee punts 42 yards. Penalty on Justin Tuck: Running Into the Kicker (Declined),0.000,0.380
3,9:32,1,10,NYG 7,10,7,Eli Manning pass complete short right to Victor Cruz for 6 yards (tackle by Chris Culliver),-0.380,-0.340
3,8:54,2,4,NYG 13,10,7,Eli Manning pass complete short right to Victor Cruz for 11 yards (tackle by Chris Culliver),-0.340,0.540
3,8:23,1,10,NYG 24,10,7,Brandon Jacobs up the middle for 2 yards (tackle by Isaac Sopoaga),0.540,0.270
3,7:47,2,8,NYG 26,10,7,Eli Manning pass complete short left to Brandon Jacobs for 3 yards (tackle by Tarell Brown),0.270,-0.030
3,7:05,3,5,NYG 29,10,7,Eli Manning pass incomplete short left intended for Hakeem Nicks,-0.030,-1.440
3,7:00,4,5,NYG 29,10,7,"Steve Weatherford punts 49 yards, returned by Kyle Williams for 24 yards (tackle by Devin Thomas)",-1.440,-1.990
3,6:48,1,10,SFO 46,10,7,Frank Gore up the middle for 2 yards (tackle by Jason Pierre-Paul),1.990,1.720
3,6:13,2,8,SFO 48,10,7,Alex Smith pass complete short left to Frank Gore for 24 yards (tackle by Mathias Kiwanuka),1.720,3.710
3,5:26,1,10,NYG 28,10,13,"Alex Smith pass complete deep left to Vernon Davis for 28 yards, touchdown",3.710,7.000
3,5:26,,,NYG 2,10,14,David Akers kicks extra point good,0.000,0.000
3,5:18,,,SFO 35,10,14,"David Akers kicks off 74 yards, touchback",0.000,0.280
3,5:18,1,10,NYG 20,10,14,Eli Manning pass complete short middle to Hakeem Nicks for 15 yards (tackle by Carlos Rogers),0.280,1.270
3,4:36,1,10,NYG 35,10,14,Eli Manning pass incomplete short right intended for DJ Ware,1.270,0.720
3,4:33,2,10,NYG 35,10,14,Ahmad Bradshaw up the middle for 3 yards (tackle by Navorro Bowman),0.720,0.430
3,3:50,3,7,NYG 38,10,14,Eli Manning sacked by Ray McDonald for -6 yards,0.430,-1.240
3,3:26,4,13,NYG 32,10,14,"Steve Weatherford punts 55 yards, returned by Kyle Williams for 9 yards (tackle by Tyler Sash)",-1.240,-0.410
3,3:15,1,10,SFO 22,10,14,Frank Gore up the middle for 4 yards (tackle by Jason Pierre-Paul),0.410,0.410
3,2:35,2,6,SFO 26,10,14,Alex Smith pass incomplete short left intended for Frank Gore (defended by Jason Pierre-Paul),0.410,-0.290
3,2:30,3,6,SFO 26,10,14,Alex Smith pass complete short right to Frank Gore for 4 yards (tackle by Jacquian Williams),-0.290,-1.370
3,2:08,4,2,SFO 30,10,14,"Andy Lee punts 49 yards, returned by Will Blackmon for 6 yards (tackle by Navorro Bowman)",-1.370,-0.740
3,1:55,1,10,NYG 27,10,14,Brandon Jacobs up the middle for 5 yards (tackle by Justin Smith),0.740,0.870
3,1:12,2,5,NYG 32,10,14,Eli Manning pass incomplete short right intended for Hakeem Nicks,0.870,0.170
3,1:05,3,5,NYG 32,10,14,Eli Manning pass incomplete deep middle intended for Hakeem Nicks (defended by Tarell Brown),0.170,-1.240
3,1:00,4,5,NYG 32,10,14,"Steve Weatherford punts 56 yards, fair catch by Kyle Williams",-1.240,0.350
3,0:53,1,10,SFO 12,10,14,Frank Gore left guard for 11 yards (tackle by Antrel Rolle),-0.350,0.480
3,0:08,1,10,SFO 23,10,14,"Alex Smith pass complete short right to Delanie Walker for 7 yards (tackle by Aaron Ross). Penalty on Chris L. Canty: Unnecessary Roughness, 15 yards",0.480,1.930
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 45,10,14,Frank Gore right end for 6 yards (tackle by Chase Blackburn),1.930,2.190
4,14:23,2,4,NYG 49,10,14,Anthony Dixon right tackle for 3 yards (tackle by Antrel Rolle),2.190,1.880
4,13:50,3,1,NYG 46,10,14,Anthony Dixon right guard for no gain (tackle by Chase Blackburn and Linval Joseph),1.880,0.200
4,13:17,4,1,NYG 46,10,14,"Penalty on Andy Lee: Delay of Game, 5 yards (no play)",0.200,-0.130
4,12:45,4,6,SFO 49,10,14,"Andy Lee punts 31 yards, fair catch by Will Blackmon",-0.130,-0.280
4,12:37,1,10,NYG 20,10,14,Eli Manning pass complete short left to Ahmad Bradshaw for no gain,0.280,-0.270
4,11:55,2,10,NYG 20,10,14,Eli Manning sacked by Aldon Smith for -5 yards,-0.270,-1.860
4,11:23,3,15,NYG 15,10,14,Eli Manning pass incomplete short right intended for Ahmad Bradshaw,-1.860,-2.440
4,11:17,4,15,NYG 15,10,14,"Steve Weatherford punts 49 yards, muffed catch by Kyle Williams, recovered by Devin Thomas and returned for no gain",-2.440,3.640
,,,,,,,"NYG challenged the kick touched ruling, and the original play was overturned.",,
4,11:08,1,10,SFO 29,10,14,Ahmad Bradshaw left end for 3 yards (tackle by Carlos Rogers and Dashon Goldson),3.640,3.510
4,10:37,2,7,SFO 26,10,14,Eli Manning pass incomplete short middle intended for Victor Cruz,3.510,2.810
4,10:32,3,7,SFO 26,10,14,Eli Manning pass complete short left to Hakeem Nicks for 14 yards (tackle by Dashon Goldson),2.810,4.780
4,9:55,1,10,SFO 12,10,14,"Ahmad Bradshaw left tackle for 6 yards (tackle by Navorro Bowman and Donte Whitner). Penalty on David Baas: Offensive Holding, 10 yards (no play)",4.780,4.110
4,9:27,1,20,SFO 22,10,14,Eli Manning pass incomplete short middle intended for Hakeem Nicks (defended by Dashon Goldson),4.110,2.870
4,9:22,2,20,SFO 22,10,14,Eli Manning pass complete short right to Ahmad Bradshaw for 5 yards (tackle by Carlos Rogers and Navorro Bowman),2.870,2.840
4,8:41,3,15,SFO 17,16,14,"Eli Manning pass complete deep left to Mario Manningham for 17 yards, touchdown",2.840,7.000
4,8:41,,,SFO 2,17,14,Lawrence Tynes kicks extra point good,0.000,0.000
4,8:34,,,NYG 35,17,14,"Lawrence Tynes kicks off 60 yards, returned by Kyle Williams for 40 yards (tackle by Deon Grant)",0.000,1.930
4,8:27,1,10,SFO 45,17,14,"Alex Smith pass incomplete short left intended for Delanie Walker. Penalty on Kenny Phillips: Illegal Use of Hands, 5 yards (no play)",1.930,2.260
4,8:20,1,10,,17,14,Alex Smith right tackle for 17 yards (tackle by Aaron Ross),2.260,3.380
4,7:39,1,10,NYG 33,17,14,Kendall Hunter left end for 18 yards (tackle by Chase Blackburn),3.380,4.580
4,6:50,1,10,NYG 15,17,14,Alex Smith pass complete short middle to Frank Gore for 5 yards (tackle by Antrel Rolle),4.580,4.840
4,6:09,2,5,NYG 10,17,14,Alex Smith pass incomplete short right intended for Kyle Williams,4.840,4.000
4,6:03,3,5,NYG 10,17,14,Alex Smith pass complete short right to Michael Crabtree for 3 yards (tackle by Corey Webster),4.000,3.000
4,5:43,4,2,NYG 7,17,17,David Akers 25 yard field goal good,3.000,3.000
4,5:39,,,SFO 35,17,17,"David Akers kicks off 65 yards, touchback",0.000,0.280
4,5:39,1,10,NYG 20,17,17,Eli Manning pass complete short right to Travis Beckum for 1 yard (tackle by Carlos Rogers and Navorro Bowman),0.280,-0.130
4,4:58,2,9,NYG 21,17,17,Eli Manning pass incomplete deep right intended for Mario Manningham,-0.130,-0.820
4,4:53,3,9,NYG 21,17,17,Eli Manning pass complete short middle to Travis Beckum for 6 yards (tackle by Patrick Willis),-0.820,-1.570
4,4:15,4,3,NYG 27,17,17,"Steve Weatherford punts 38 yards, out of bounds",-1.570,-1.270
4,4:07,1,10,SFO 35,17,17,Alex Smith pass incomplete short right intended for Michael Crabtree,1.270,0.720
4,4:01,2,10,SFO 35,17,17,Frank Gore right guard for 3 yards (tackle by Chris L. Canty),0.720,0.430
4,3:18,3,7,SFO 38,17,17,Alex Smith sacked by Mathias Kiwanuka and Osi Umenyiora for -10 yards,0.430,0.000
4,3:12,,,,17,17,Timeout #1 by New York Giants,0.000,-1.500
4,3:12,4,17,SFO 28,17,17,"Andy Lee punts 55 yards, returned by Aaron Ross for 9 yards (tackle by Bruce Miller)",-1.500,-0.670
4,3:04,1,10,NYG 26,17,17,Eli Manning sacked by Patrick Willis for -11 yards,0.670,-1.500
4,2:29,2,21,NYG 15,17,17,Eli Manning pass complete short left to Ahmad Bradshaw for 6 yards (tackle by Tramaine Brock and Navorro Bowman),-1.500,-1.220
4,2:00,3,15,NYG 21,17,17,Eli Manning pass incomplete deep middle intended for Victor Cruz,-1.220,-1.960
4,1:55,4,15,NYG 21,17,17,"Steve Weatherford punts 50 yards, fair catch by Kyle Williams",-1.960,-0.870
4,1:47,1,10,SFO 29,17,17,Alex Smith pass incomplete short right intended for Michael Crabtree,0.870,0.330
4,1:39,2,10,SFO 29,17,17,Alex Smith pass incomplete short right intended for Michael Crabtree,0.330,-0.360
4,1:33,3,10,SFO 29,17,17,Alex Smith pass incomplete deep right intended for Delanie Walker,-0.360,-1.440
4,1:29,4,10,SFO 29,17,17,"Andy Lee punts 59 yards, returned by Aaron Ross for 6 yards (tackle by Blake Costanzo)",-1.440,-0.040
4,1:18,1,10,NYG 18,17,17,Eli Manning pass incomplete short left intended for Victor Cruz,0.040,-0.490
4,1:14,2,10,NYG 18,17,17,Eli Manning pass complete deep left to Ahmad Bradshaw for 30 yards (tackle by Navorro Bowman),-0.490,2.130
4,1:05,1,10,NYG 48,17,17,Ahmad Bradshaw right end for 2 yards (tackle by Ray McDonald),2.130,1.850
4,0:44,2,8,,17,17,Eli Manning pass complete short left to Ahmad Bradshaw for 4 yards (tackle by Tramaine Brock),1.850,0.000
4,0:32,,,,17,17,Timeout #2 by New York Giants,0.000,1.680
4,0:32,3,4,SFO 46,17,17,Eli Manning pass incomplete deep middle intended for Victor Cruz (defended by Patrick Willis),1.680,0.200
4,0:27,4,4,SFO 46,17,17,"Penalty on Steve Weatherford: Delay of Game, 5 yards (no play)",0.200,-0.130
4,0:27,4,9,NYG 49,17,17,"Steve Weatherford punts 29 yards, returned by Kyle Williams for 14 yards (tackle by Derrick Martin)",-0.130,-1.330
4,0:19,1,10,SFO 36,17,17,Alex Smith pass complete short right to Frank Gore for 3 yards (tackle by Michael Boley),1.330,0.000
4,0:12,,,,17,17,Timeout #1 by San Francisco 49ers,0.000,1.200
4,0:12,2,7,SFO 39,17,17,Alex Smith sacked by Justin Tuck for -1 yards,1.200,0.000
4,0:04,,,,17,17,Timeout #2 by San Francisco 49ers,0.000,0.370
4,0:04,3,8,SFO 38,17,17,"Alex Smith pass complete deep right to Delanie Walker for 29 yards (tackle by Corey Webster). Delanie Walker fumbles (forced by Corey Webster), recovered by Kendall Hunter at NYG-33 and returned for 1 yards",0.370,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
,,,,,,,"Giants won the coin toss, Giants to receive the overtime kickoff.",,
OT,15:00,,,SFO 35,17,17,"David Akers kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,NYG 20,17,17,Eli Manning pass complete short right to Henry Hynoski for 10 yards (tackle by Patrick Willis),0.280,0.940
OT,14:43,1,10,NYG 30,17,17,Eli Manning pass incomplete deep left intended for Victor Cruz (defended by Carlos Rogers),0.940,0.390
OT,14:35,2,10,NYG 30,17,17,Ahmad Bradshaw up the middle for 4 yards (tackle by Patrick Willis),0.390,0.230
OT,13:54,3,6,NYG 34,17,17,Eli Manning pass incomplete short middle intended for Jerrel Jernigan,0.230,-1.110
OT,13:50,4,6,NYG 34,17,17,"Steve Weatherford punts 48 yards, returned by Kyle Williams for 4 yards (tackle by Greg Jones)",-1.110,-0.410
OT,13:38,1,10,SFO 22,17,17,Alex Smith pass incomplete short right intended for Kyle Williams,0.410,-0.130
OT,13:34,2,10,SFO 22,17,17,Frank Gore up the middle for -2 yards (tackle by Jason Pierre-Paul),-0.130,-1.090
OT,12:54,3,12,SFO 20,17,17,Alex Smith pass complete short right to Vernon Davis for 11 yards (tackle by Kenny Phillips),-1.090,-1.310
OT,12:11,4,1,SFO 31,17,17,"Andy Lee punts 47 yards, returned by Aaron Ross for 14 yards (tackle by Anthony Dixon)",-1.310,-1.330
OT,12:02,1,10,NYG 36,17,17,Ahmad Bradshaw right guard for 6 yards (tackle by Justin Smith and Navorro Bowman),1.330,1.600
OT,11:22,2,4,NYG 42,17,17,Eli Manning pass complete short left to Travis Beckum for 5 yards (tackle by Carlos Rogers),1.600,2.060
OT,10:48,1,10,NYG 47,17,17,Eli Manning pass complete short right to Henry Hynoski for 2 yards (tackle by Patrick Willis),2.060,0.000
OT,10:13,,,,17,17,Timeout #1 by San Francisco 49ers,0.000,1.790
OT,10:13,2,8,NYG 49,17,17,"Penalty on Ahmad Brooks: Neutral Zone Infraction, 5 yards (no play)",1.790,2.460
OT,10:13,2,3,SFO 46,17,17,Eli Manning pass incomplete deep right intended for Mario Manningham,2.460,1.750
OT,10:09,3,3,SFO 46,17,17,Eli Manning sacked by Justin Smith for -10 yards,1.750,-0.460
OT,9:42,4,13,NYG 44,17,17,"Steve Weatherford punts 37 yards, returned by Kyle Williams for 5 yards (tackle by Jacquian Williams). Kyle Williams fumbles (forced by Jacquian Williams), recovered by Devin Thomas at SFO-24",-0.460,3.970
OT,9:32,1,10,SFO 24,17,17,Ahmad Bradshaw right tackle for 8 yards (tackle by Carlos Rogers),3.970,4.650
OT,9:08,2,2,SFO 16,17,17,Ahmad Bradshaw right tackle for 6 yards (tackle by Dashon Goldson),4.650,4.910
OT,8:29,1,10,SFO 10,17,17,Ahmad Bradshaw right guard for 4 yards (tackle by Parys Haralson),4.910,4.950
OT,7:56,2,6,SFO 6,17,17,Eli Manning kneels for -2 yards,4.950,3.580
OT,7:16,3,8,SFO 8,17,17,"Penalty on Steve Weatherford: Delay of Game, 5 yards (no play)",3.580,0.000
OT,7:10,,,,17,17,Timeout #2 by San Francisco 49ers,0.000,3.060
OT,7:10,3,13,SFO 13,20,17,Lawrence Tynes 31 yard field goal good,3.060,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
