#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SFO 23,5,2:58,16,Punt
2,1,7:24,SFO 27,2,0:13,73,Touchdown
3,1,2:13,SFO 34,3,1:42,-4,Punt
4,2,11:15,SFO 22,9,5:47,30,Punt
5,2,2:51,SFO 16,3,1:15,4,Punt
6,2,0:02,,0,0:02,0,End of Half
7,3,13:25,SFO 32,7,3:53,19,Punt
8,3,6:48,SFO 46,3,1:30,54,Touchdown
9,3,3:15,SFO 22,3,1:20,8,Punt
10,3,0:53,SFO 12,5,3:16,37,Punt
11,4,8:34,SFO 45,6,2:55,48,Field Goal
12,4,4:07,SFO 35,3,1:03,-7,Punt
13,4,1:47,SFO 29,3,0:29,0,Punt
14,4,0:19,SFO 36,3,0:19,32,End of Half
15,5,13:38,SFO 22,3,1:36,9,Punt
