Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
2,4:41,1,10,STL 49,6,3,Chris Wells left tackle for 1 yard (tackle by Robert Quinn),2.320,1.920
2,4:02,2,9,STL 48,6,3,John Skelton pass incomplete deep right intended for Larry Fitzgerald,1.920,1.220
2,3:56,3,9,STL 48,6,3,John Skelton sacked by Robert Quinn for -9 yards,1.220,-0.520
2,3:56,4,18,ARI 43,6,3,"Dave Zastudil punts 42 yards, returned by Austin Pettis for 5 yards (tackle by O'Brien Schofield)",-0.520,-0.280
2,3:26,1,10,STL 20,6,3,Steven Jackson left tackle for 5 yards (tackle by Patrick Peterson),0.280,0.410
2,2:47,2,5,STL 25,6,3,Steven Jackson left tackle for 5 yards (tackle by Rashad Johnson),0.410,0.940
2,2:08,1,10,STL 30,6,3,"Sam Bradford pass incomplete deep right intended for Brandon Lloyd (defended by Patrick Peterson). Penalty on Patrick Peterson: Defensive Holding, 6 yards (no play)",0.940,1.330
2,2:02,1,10,STL 36,6,3,Sam Bradford pass complete short right to Greg Salas for 9 yards (tackle by A.J. Jefferson),1.330,2.010
2,1:56,2,1,STL 45,6,3,Sam Bradford pass incomplete deep left intended for Brandon Lloyd,2.010,1.290
2,1:51,3,1,STL 45,6,3,Brit Miller up the middle for 1 yard (tackle by Paris Lenon),1.290,1.990
2,1:14,1,10,STL 46,6,3,Sam Bradford pass complete deep left to Brandon Lloyd for 26 yards (tackle by Patrick Peterson),1.990,3.710
2,1:07,1,10,ARI 28,6,3,Sam Bradford sacked by Calais Campbell for -9 yards,3.710,1.950
2,0:56,,,,6,3,Timeout #1 by St. Louis Rams,0.000,1.950
2,0:56,2,19,ARI 37,6,3,Sam Bradford pass complete deep left to Brandon Lloyd for 17 yards (tackle by Richard Marshall),1.950,3.530
2,0:30,3,2,ARI 20,6,3,Sam Bradford sacked by Richard Marshall for -3 yards,3.530,1.980
2,0:03,,,,6,3,Timeout #2 by St. Louis Rams,0.000,1.980
2,0:03,4,5,ARI 23,9,3,Josh Brown 41 yard field goal good,1.980,3.000
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,9,3,"Josh Brown kicks off 65 yards, returned by LaRod Stephens-Howling for 22 yards (tackle by Brit Miller)",0.000,0.410
3,14:54,1,10,ARI 22,9,3,Chris Wells right end for 1 yard (tackle by Brady Poppinga),0.410,0.000
3,14:13,2,9,ARI 23,9,3,John Skelton pass incomplete short left intended for Andre Roberts (defended by Darian Stewart),0.000,-0.690
3,14:13,3,9,ARI 23,9,3,"Penalty on John Skelton: Delay of Game, 5 yards (no play)",-0.690,-1.490
3,14:06,3,14,ARI 18,9,3,John Skelton pass complete deep left to Early Doucet for 20 yards (tackle by Al Harris),-1.490,1.470
3,13:29,1,10,ARI 38,9,3,John Skelton pass complete short middle to Chris Wells for 6 yards (tackle by Brady Poppinga),1.470,1.730
3,12:48,2,4,ARI 44,9,3,"John Skelton pass complete deep left to Early Doucet for 27 yards (tackle by Darian Stewart). Early Doucet fumbles (forced by Darian Stewart), recovered by Chester Taylor at STL-29",1.730,3.640
3,11:58,1,10,STL 29,9,3,Chester Taylor left tackle for 4 yards (tackle by James Hall),3.640,3.640
3,11:20,2,6,STL 25,9,3,John Skelton pass incomplete short right intended for Jim Dray (defended by Quintin Mikell),3.640,2.940
3,11:14,3,6,STL 25,9,3,John Skelton pass complete short right to Jim Dray for 5 yards,2.940,2.270
3,11:14,4,1,STL 20,9,6,Jay Feely 38 yard field goal good,2.270,3.000
3,,,,ARI 35,9,6,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
3,10:30,1,10,STL 20,9,6,Sam Bradford pass complete deep left to Brandon Lloyd for 17 yards,0.280,1.400
3,10:10,1,10,STL 37,9,6,Sam Bradford pass complete short right to Greg Salas for 16 yards (tackle by A.J. Jefferson),1.400,2.460
3,9:48,1,10,ARI 47,9,6,Sam Bradford pass complete short right to Steven Jackson for 12 yards (tackle by Paris Lenon),2.460,3.250
3,9:22,1,10,ARI 35,9,6,Steven Jackson left tackle for -2 yards (tackle by Daryl Washington),3.250,2.430
3,8:50,2,12,ARI 37,9,6,Sam Bradford pass incomplete deep left intended for Brandon Lloyd (defended by Patrick Peterson),2.430,1.750
3,8:45,3,12,ARI 37,9,6,Sam Bradford sacked by Calais Campbell for -7 yards,1.750,0.330
3,8:15,4,19,ARI 44,9,6,Donnie Jones punts 42 yards,0.330,0.380
3,8:11,1,10,ARI 2,9,6,Chris Wells right tackle for 3 yards (tackle by Gary Gibson and Fred Robbins),-0.380,-0.560
3,7:31,2,7,ARI 5,11,6,"John Skelton sacked by James Hall for -5 yards, safety",-0.560,-2.000
3,,,,ARI 20,11,6,"Dave Zastudil kicks off 57 yards, returned by Austin Pettis for 27 yards (tackle by Richard Marshall). Penalty on Billy Bajema: Offensive Holding, 10 yards",0.000,1.070
3,7:15,1,10,STL 32,11,6,Steven Jackson left tackle for -2 yards (tackle by Calais Campbell),1.070,0.260
3,7:15,2,12,STL 30,11,6,"Penalty on Sam Bradford: Delay of Game, 5 yards (no play)",0.260,-0.420
3,6:05,2,17,STL 25,11,6,Sam Bradford pass complete short left to Greg Salas for 9 yards (tackle by Daryl Washington),-0.420,0.100
3,5:31,3,8,STL 34,11,6,Steven Jackson left end for 18 yards (tackle by A.J. Jefferson),0.100,2.390
3,4:49,1,10,ARI 48,11,6,Steven Jackson left tackle for 2 yards (tackle by Sam Acho and Paris Lenon),2.390,2.120
3,4:04,2,8,ARI 46,11,6,Sam Bradford pass incomplete short left intended for Greg Salas (defended by Daryl Washington),2.120,1.420
3,3:59,3,8,ARI 46,11,6,"Sam Bradford pass incomplete deep left intended for Greg Salas. Penalty on Harvey Dahl: Unsportsmanlike Conduct, 16 yards",1.420,-0.850
3,3:59,4,24,STL 38,11,6,Donnie Jones punts 53 yards,-0.850,0.380
3,3:38,1,10,ARI 9,13,6,"John Skelton pass incomplete, safety. Penalty on John Skelton: Intentional Grounding, 9 yards",-0.380,-2.000
3,,,,ARI 20,13,6,"Dave Zastudil kicks off 64 yards, returned by Austin Pettis for 24 yards (tackle by Reggie Walker)",0.000,1.600
3,3:23,1,10,STL 40,13,6,Steven Jackson right tackle for -1 yards (tackle by Daryl Washington),1.600,0.920
3,2:46,2,11,STL 39,13,6,Sam Bradford pass complete short left to Brandon Gibson for no gain,0.920,0.230
3,2:12,3,11,STL 39,13,6,Steven Jackson up the middle for 6 yards (tackle by Adrian Wilson),0.230,-0.390
3,2:12,4,5,STL 45,13,6,"Donnie Jones punts 53 yards, returned by Patrick Peterson for 4 yards (tackle by Dominique Curry)",-0.390,0.380
3,2:12,1,10,ARI 6,13,6,LaRod Stephens-Howling left tackle for 4 yards (tackle by Quintin Mikell),-0.380,-0.490
3,0:45,2,6,ARI 10,13,6,John Skelton pass complete deep middle to Jim Dray for 20 yards (tackle by Quintin Mikell),-0.490,0.940
3,0:04,1,10,ARI 30,13,6,John Skelton pass complete short middle to Chris Wells for 7 yards (tackle by Brady Poppinga),0.940,1.340
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,ARI 37,13,6,John Skelton for 8 yards (tackle by Chris Chamberlain),1.340,1.930
4,14:43,1,10,ARI 45,13,6,John Skelton pass incomplete deep left intended for Jeff King (defended by Darian Stewart),1.930,1.380
4,14:35,2,10,ARI 45,13,6,Chris Wells left end for 14 yards (tackle by Chris Chamberlain),1.380,2.850
4,13:52,1,10,STL 41,13,6,John Skelton pass incomplete deep left intended for Larry Fitzgerald,2.850,2.310
4,13:44,,,,13,6,Timeout #1 by Arizona Cardinals,0.000,2.310
4,13:44,2,10,STL 41,13,6,"Penalty on Eugene Sims: Neutral Zone Infraction, 5 yards (no play)",2.310,2.980
4,13:44,2,5,STL 36,13,6,John Skelton pass incomplete short left intended for LaRod Stephens-Howling,2.980,2.280
4,13:40,3,5,STL 36,13,6,John Skelton pass incomplete short left intended for Andre Roberts (defended by Al Harris),2.280,0.880
4,13:37,4,5,STL 36,13,6,"Dave Zastudil punts 26 yards, fair catch by Austin Pettis",0.880,0.380
4,13:29,1,10,STL 10,13,6,Steven Jackson up the middle for 2 yards (tackle by Darnell Dockett),-0.380,-0.630
4,12:48,2,8,STL 12,13,6,Sam Bradford pass complete short right to Austin Pettis for 7 yards (tackle by Clark Haggans),-0.630,-0.370
4,12:12,3,1,STL 19,13,6,Brit Miller up the middle for no gain (tackle by Darnell Dockett and Daryl Washington),-0.370,-2.140
4,11:31,4,1,STL 19,13,6,"Donnie Jones punts 51 yards, returned by Patrick Peterson for 2 yards (tackle by Brit Miller)",-2.140,-1.070
4,11:18,1,10,ARI 32,13,6,John Skelton pass incomplete short right intended for Larry Fitzgerald,1.070,0.530
4,11:12,2,10,ARI 32,13,6,John Skelton pass complete short left to Andre Roberts for 2 yards (tackle by Al Harris),0.530,0.100
4,10:37,3,8,ARI 34,13,6,John Skelton right end for 2 yards (tackle by Robert Quinn),0.100,-0.980
4,10:12,4,6,ARI 36,13,6,"Dave Zastudil punts 52 yards, fair catch by Austin Pettis. Penalty on Michael Adams: Fair Catch Interference, 15 yards",-0.980,-0.740
4,9:57,1,10,STL 27,13,6,Sam Bradford pass complete short left to Brandon Gibson for 15 yards (tackle by Sam Acho),0.740,1.730
4,9:32,1,10,STL 42,13,6,Cadillac Williams right tackle for 2 yards (tackle by O'Brien Schofield),1.730,1.460
4,8:54,2,8,STL 44,13,6,Sam Bradford pass incomplete short left intended for Brandon Lloyd (defended by Daryl Washington),1.460,0.760
4,8:50,3,8,STL 44,13,6,Sam Bradford pass incomplete deep left intended for Brandon Lloyd (defended by Patrick Peterson),0.760,-0.460
4,8:44,4,8,STL 44,13,6,"Donnie Jones punts 40 yards, fair catch by Patrick Peterson",-0.460,0.140
4,8:34,1,10,ARI 16,13,6,John Skelton pass complete short right to Early Doucet for 5 yards (tackle by Justin King),-0.140,0.150
4,8:11,2,5,ARI 21,13,6,John Skelton pass complete deep middle to Early Doucet for 20 yards (tackle by Craig Dahl),0.150,1.660
4,7:43,1,10,ARI 41,13,6,John Skelton pass incomplete short left intended for Larry Fitzgerald (defended by Darian Stewart),1.660,1.120
4,7:38,2,10,ARI 41,13,6,John Skelton right end for 14 yards (tackle by Craig Dahl),1.120,2.590
4,7:11,1,10,STL 45,13,6,John Skelton pass complete short left to Early Doucet for 1 yard (tackle by Eugene Sims),2.590,2.180
4,6:48,2,9,STL 44,13,6,John Skelton right end for 14 yards (tackle by Eugene Sims),2.180,3.580
4,6:12,1,10,STL 30,13,6,"John Skelton pass incomplete short left intended for Andre Roberts. Penalty on Josh Gordy: Illegal Contact, 5 yards (no play)",3.580,3.910
4,6:08,1,10,STL 25,13,6,John Skelton pass complete short left to Andre Roberts for 8 yards (tackle by James Hall),3.910,4.550
4,5:43,2,2,STL 17,13,6,Chester Taylor right tackle for 4 yards (tackle by James Laurinaitis),4.550,4.710
4,4:57,1,10,STL 13,13,12,"John Skelton pass complete short left to Larry Fitzgerald for 13 yards, touchdown",4.710,7.000
4,,,,STL 2,13,13,Jay Feely kicks extra point good,0.000,0.000
4,,,,ARI 35,13,13,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
4,4:51,1,10,STL 20,13,13,Sam Bradford pass complete short right to Greg Salas for 5 yards (tackle by Daryl Washington),0.280,0.410
4,4:23,2,5,STL 25,13,13,Sam Bradford pass complete short left to Brandon Gibson for 5 yards (tackle by Clark Haggans),0.410,0.940
4,3:47,1,10,STL 30,13,13,Steven Jackson right tackle for 9 yards (tackle by Paris Lenon and Michael Adams),0.940,1.610
4,3:14,2,1,STL 39,13,13,Steven Jackson left tackle for 19 yards (tackle by Richard Marshall),1.610,2.790
4,2:30,1,10,ARI 42,13,13,Steven Jackson left tackle for no gain (tackle by Rashad Johnson and Darnell Dockett),2.790,2.240
4,2:00,2,10,ARI 42,13,13,Sam Bradford pass complete short middle to Austin Pettis for 9 yards (tackle by Michael Adams),2.240,2.740
4,1:54,,,,13,13,Timeout #2 by Arizona Cardinals,0.000,2.740
4,1:54,3,1,ARI 33,13,13,Steven Jackson left tackle for no gain (tackle by O'Brien Schofield),2.740,1.210
4,1:48,,,,13,13,Timeout #3 by Arizona Cardinals,0.000,1.210
4,1:48,4,1,ARI 33,13,13,Steven Jackson left tackle for no gain (tackle by Daryl Washington and Darnell Dockett),1.210,-1.140
4,1:41,1,10,ARI 33,13,13,John Skelton pass complete short left to Larry Fitzgerald for 15 yards (tackle by Justin King),1.140,2.130
4,1:20,1,10,ARI 48,13,13,John Skelton pass incomplete short left intended for Larry Fitzgerald (defended by Al Harris),2.130,1.580
4,1:15,2,10,ARI 48,13,13,"John Skelton sacked by Chris Long for -13 yards. John Skelton fumbles (forced by Chris Long), recovered by John Skelton at ARI-34",1.580,-1.220
4,1:07,,,,13,13,Timeout #1 by St. Louis Rams,0.000,-1.220
4,1:07,3,26,ARI 32,13,13,John Skelton pass complete short right to Chester Taylor for 8 yards (tackle by James Laurinaitis),-1.220,-0.720
4,1:00,,,,13,13,Timeout #2 by St. Louis Rams,0.000,-0.720
4,1:00,4,18,ARI 40,13,13,"Dave Zastudil punts 43 yards, returned by Austin Pettis for 19 yards (tackle by O'Brien Schofield)",-0.720,-1.330
4,0:51,1,10,STL 36,13,13,Sam Bradford pass complete short left to Austin Pettis for 23 yards (tackle by Daryl Washington),1.330,2.850
4,0:24,1,10,ARI 41,13,13,Sam Bradford pass complete short middle to Austin Pettis for 4 yards (tackle by Michael Adams),2.850,2.850
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:18,2,6,ARI 37,13,13,Sam Bradford pass incomplete short left intended for Brandon Lloyd,2.850,2.150
4,0:15,3,6,ARI 37,13,13,"Sam Bradford pass incomplete short left intended for Brandon Lloyd (defended by Patrick Peterson). Penalty on Patrick Peterson: Defensive Pass Interference, 5 yards (no play)",2.150,3.450
4,0:12,1,10,ARI 32,13,13,Steven Jackson right tackle for 8 yards (tackle by Rashad Johnson and Clark Haggans),3.450,3.980
4,0:04,,,,13,13,Timeout #3 by St. Louis Rams,0.000,3.980
4,0:04,2,2,ARI 24,13,13,"Josh Brown 42 yard field goal no good, blocked by Calais Campbell",3.980,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
,,,,,,,"Rams won the coin toss, Rams to receive the overtime kickoff.",,
OT,,,,ARI 35,13,13,"Jay Feely kicks off 63 yards, returned by Quinn Porter for 25 yards (tackle by Sean Considine)",0.000,0.740
OT,14:54,1,10,STL 27,13,13,Sam Bradford pass incomplete short right intended for Brandon Lloyd,0.740,0.200
OT,14:51,2,10,STL 27,13,13,Steven Jackson for 15 yards (tackle by Patrick Peterson),0.200,1.730
OT,14:20,1,10,STL 42,13,13,Sam Bradford pass incomplete deep right intended for Brandon Lloyd,1.730,1.190
OT,14:13,2,10,STL 42,13,13,Steven Jackson up the middle for 3 yards (tackle by Calais Campbell and Adrian Wilson),1.190,0.890
OT,13:34,3,7,STL 45,13,13,Sam Bradford pass incomplete short left intended for Billy Bajema,0.890,-0.390
OT,13:30,4,7,STL 45,13,19,"Donnie Jones punts 54 yards, returned by Patrick Peterson for 99 yards, touchdown",-0.390,-6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
