Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
2,5:47,1,10,BAL 30,7,13,Lamar Jackson pass incomplete short right,0.940,0.390
2,5:40,2,10,BAL 30,7,13,Lamar Jackson pass incomplete short middle intended for John Brown (defended by Tahir Whitehead),0.390,-0.300
2,5:37,3,10,BAL 30,7,13,Lamar Jackson pass short middle (defended by Erik Harris) intended for John Brown is intercepted by Reggie Nelson at BAL-43 and returned for no gain,-0.300,-2.720
2,5:31,1,10,BAL 43,7,13,Doug Martin up the middle for 5 yards (tackle by Kenny Young and Cyrus Jones),2.720,2.850
2,4:53,2,5,BAL 38,7,13,"Penalty on Kolton Miller: False Start, 5 yards (no play)",2.850,2.180
2,4:33,2,10,BAL 43,7,13,Derek Carr pass incomplete short right intended for Jared Cook,2.180,1.490
2,4:27,,,,,,Timeout #3 by Baltimore Ravens,,
2,4:27,3,10,BAL 43,7,13,Derek Carr pass complete short right to Jared Cook for 16 yards (tackle by C.J. Mosley),1.490,3.780
2,3:51,1,10,BAL 27,7,13,Derek Carr pass incomplete short right intended for Doug Martin (defended by Chris Wormley),3.780,3.230
2,3:44,2,10,BAL 27,7,13,"Derek Carr pass complete deep right to Jared Cook for 24 yards (tackle by Chuck Clark). Penalty on Jared Cook: Offensive Pass Interference, 10 yards (no play)",3.230,1.880
2,3:20,2,20,BAL 37,7,13,Doug Martin up the middle for 14 yards (tackle by Eric Weddle and C.J. Mosley),1.880,3.070
2,2:43,3,6,BAL 23,7,13,Derek Carr pass incomplete short right intended for Marcell Ateman (defended by Marlon Humphrey),3.070,1.950
2,2:38,4,6,BAL 23,10,13,Daniel Carlson 42 yard field goal good,1.950,3.000
2,2:34,,,OAK 35,10,13,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,2:34,1,10,BAL 25,10,13,Gus Edwards right guard for 19 yards (tackle by Tahir Whitehead),0.610,1.860
2,2:12,1,10,BAL 44,10,13,Lamar Jackson pass incomplete deep left intended for Michael Crabtree (defended by Gareon Conley),1.860,1.320
2,2:07,2,10,BAL 44,10,13,Gus Edwards right guard for 7 yards (tackle by Tahir Whitehead and Karl Joseph),1.320,1.550
2,2:00,3,3,OAK 49,10,13,Lamar Jackson right end for 6 yards,1.550,2.720
2,1:54,1,10,OAK 43,10,13,Lamar Jackson pass complete short right to Ty Montgomery for 6 yards (tackle by Tahir Whitehead and Nick Nelson),2.720,2.990
2,1:28,2,4,OAK 37,10,13,Lamar Jackson pass complete short middle to Nick Boyle for 9 yards (tackle by Marcus Gilchrist),2.990,3.710
2,1:08,1,10,OAK 28,10,13,Lamar Jackson pass deep left (defended by Gareon Conley) intended for Michael Crabtree is intercepted by Marcus Gilchrist at OAK-0 and returned for no gain,3.710,-0.280
2,1:00,1,10,OAK 20,10,13,Derek Carr pass incomplete short right intended for Jalen Richard,0.280,-0.270
2,0:57,,,,,,Timeout #3 by Oakland Raiders,,
2,0:57,2,10,OAK 20,10,13,A.J. McCarron kneels for -1 yards,-0.270,-1.140
2,0:27,3,11,OAK 19,10,13,A.J. McCarron kneels for -1 yards,-1.140,-2.240
Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,10,13,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BAL 25,10,13,Gus Edwards right guard for 5 yards (tackle by Nick Nelson and Maurice Hurst),0.610,0.740
3,14:26,2,5,BAL 30,10,13,Lamar Jackson pass complete short left to Hayden Hurst for 9 yards (tackle by Tahir Whitehead and Frostee Rucker),0.740,1.530
3,13:52,1,10,BAL 39,10,13,Gus Edwards left guard for 9 yards (tackle by Marcus Gilchrist),1.530,2.200
3,13:29,2,1,BAL 48,10,13,Gus Edwards up the middle for 2 yards (tackle by Nick Nelson),2.200,2.260
3,13:01,1,10,BAL 50,10,13,Gus Edwards right guard for 6 yards (tackle by Frostee Rucker),2.260,2.520
3,12:29,2,4,OAK 44,10,13,Lamar Jackson right tackle for 2 yards (tackle by Tahir Whitehead),2.520,2.080
3,11:48,3,2,OAK 42,10,13,Gus Edwards right guard for 4 yards (tackle by Karl Joseph),2.080,3.050
3,11:10,1,10,OAK 38,10,13,Gus Edwards left guard for 9 yards (tackle by Nick Nelson and Tahir Whitehead),3.050,3.720
3,10:30,2,1,OAK 29,10,13,Javorius Allen right guard for 2 yards (tackle by Jason Cabinda),3.720,3.780
3,9:54,1,10,OAK 27,10,13,Lamar Jackson right end for 9 yards,3.780,4.530
3,9:32,2,1,OAK 18,10,13,"Lamar Jackson aborted snap, recovered by Lamar Jackson at OAK-20 and returned for -2 yards",4.530,3.470
3,8:55,3,3,OAK 20,10,13,Ty Montgomery left tackle for 15 yards (tackle by Gareon Conley),3.470,6.060
3,8:16,1,5,OAK 5,10,19,"Lamar Jackson left end for 5 yards, touchdown",6.060,7.000
3,8:10,,,OAK 15,10,20,Justin Tucker kicks extra point good,0.000,0.000
3,8:10,,,BAL 35,10,20,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,8:10,1,10,OAK 25,10,20,Doug Martin right guard for 3 yards (tackle by C.J. Mosley),0.610,0.470
3,7:35,2,7,OAK 28,10,20,Derek Carr pass complete deep right to Seth Roberts for 44 yards (tackle by Eric Weddle),0.470,3.710
3,7:15,1,10,BAL 28,10,20,Derek Carr pass complete short left to Marcell Ateman for 3 yards (tackle by Brandon Carr),3.710,3.570
3,6:34,2,7,BAL 25,10,20,Derek Carr pass complete short right to Doug Martin for 8 yards (tackle by Brent Urban),3.570,4.440
3,5:50,1,10,BAL 17,10,20,Jalen Richard up the middle for 1 yard (tackle by Brandon Williams),4.440,4.000
3,5:15,2,9,BAL 16,16,20,"Derek Carr pass complete short right to Jared Cook for 16 yards, touchdown. Penalty on Brandon Carr: Defensive Holding (Declined)",4.000,7.000
3,5:09,,,BAL 15,17,20,Daniel Carlson kicks extra point good,0.000,0.000
3,5:09,,,OAK 35,17,20,"Daniel Carlson kicks off 62 yards, returned by Chris Moore for no gain (tackle by Marquel Lee)",0.000,0.870
3,5:03,1,10,BAL 29,17,20,Gus Edwards right guard for 1 yard (tackle by Nicholas Morrow),0.870,0.460
3,4:34,2,9,BAL 30,17,20,Lamar Jackson pass complete short left to Nick Boyle for 10 yards (tackle by Karl Joseph),0.460,1.600
3,3:59,1,10,BAL 40,17,20,Lamar Jackson pass complete short middle to Ty Montgomery for 6 yards (tackle by Tahir Whitehead and Arden Key),1.600,1.860
3,3:24,2,4,BAL 46,17,20,Lamar Jackson left end for 6 yards,1.860,2.390
3,2:51,1,10,OAK 48,17,20,Ty Montgomery left tackle for 5 yards (tackle by Tahir Whitehead),2.390,2.520
3,2:17,2,5,OAK 43,17,20,Lamar Jackson pass incomplete short right intended for John Brown,2.520,1.820
3,2:13,3,5,OAK 43,17,20,Ty Montgomery right guard for 6 yards (tackle by Arden Key),1.820,3.120
3,1:33,1,10,OAK 37,17,20,Gus Edwards up the middle for 4 yards (tackle by Karl Joseph),3.120,3.110
3,1:00,2,6,OAK 33,17,20,Lamar Jackson left tackle for 1 yard (tackle by Shilique Calhoun and Tahir Whitehead),3.110,2.540
3,0:29,3,5,OAK 32,17,20,Lamar Jackson pass complete short left to Hayden Hurst for 5 yards (tackle by Marcus Gilchrist),2.540,3.780
Quarter,Time,Down,ToGo,Location,OAK,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 27,17,20,Gus Edwards up the middle for 9 yards (tackle by Karl Joseph),3.780,4.530
4,14:28,2,1,OAK 18,17,20,Gus Edwards left guard for no gain (tackle by P.J. Hall),4.530,3.840
4,13:59,3,1,OAK 18,17,20,"Penalty on Johnathan Hankins: Encroachment, 5 yards (no play)",3.840,4.710
4,13:39,1,10,OAK 13,17,20,Gus Edwards up the middle for 5 yards (tackle by Karl Joseph),4.710,4.960
4,13:01,2,5,OAK 8,17,20,Gus Edwards right guard for 5 yards (tackle by Marcus Gilchrist and Jason Cabinda),4.960,6.510
4,12:18,1,3,OAK 3,17,20,"Penalty on Orlando Brown: False Start, 5 yards (no play)",6.510,5.370
4,11:57,1,8,OAK 8,17,20,Gus Edwards right guard for no gain (tackle by Frostee Rucker),5.370,4.570
4,11:25,2,8,OAK 8,17,20,Lamar Jackson pass incomplete short middle intended for John Brown,4.570,3.580
4,11:20,3,8,OAK 8,17,26,"Lamar Jackson pass complete short right to Michael Crabtree for 8 yards, touchdown",3.580,7.000
4,11:16,,,OAK 15,17,27,Justin Tucker kicks extra point good,0.000,0.000
4,11:16,,,BAL 35,17,27,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,11:16,1,10,OAK 25,17,27,DeAndre Washington right guard for 5 yards (tackle by Chuck Clark and Matt Judon),0.610,0.740
4,10:51,2,5,OAK 30,17,27,Derek Carr pass incomplete deep middle intended for Johnny Holton (defended by Jimmy Smith),0.740,0.040
4,10:44,3,5,OAK 30,17,27,Derek Carr pass incomplete short right intended for Jared Cook (defended by Kenny Young),0.040,-1.370
4,10:39,4,5,OAK 30,17,27,Johnny Townsend punts 47 yards downed by Nick Nelson,-1.370,-0.480
4,10:26,1,10,BAL 23,17,27,Ty Montgomery right tackle for 2 yards (tackle by Nick Nelson),0.480,0.200
4,9:54,2,8,BAL 25,17,27,Gus Edwards right guard for 1 yard (tackle by Johnathan Hankins),0.200,-0.360
4,9:19,3,7,BAL 26,17,27,"Lamar Jackson pass complete deep right to John Brown for 48 yards (tackle by Rashaan Melvin). Penalty on Orlando Brown: Offensive Holding, 10 yards (no play)",-0.360,-1.960
4,8:57,3,17,BAL 16,17,27,Gus Edwards right guard for 5 yards (tackle by Erik Harris),-1.960,-1.960
4,8:26,4,12,BAL 21,17,27,"Sam Koch punts 56 yards, returned by Dwayne Harris for -3 yards (tackle by Patrick Onwuasor)",-1.960,-0.280
4,8:15,1,10,OAK 20,17,27,Derek Carr pass complete short middle to Jalen Richard for 16 yards (tackle by Chuck Clark),0.280,1.330
4,7:35,1,10,OAK 36,17,27,DeAndre Washington left guard for no gain (tackle by Patrick Onwuasor and Brandon Williams),1.330,0.790
4,7:02,2,10,OAK 36,17,27,Derek Carr pass complete short right to Marcell Ateman for 2 yards (tackle by Marlon Humphrey),0.790,0.370
4,6:15,3,8,OAK 38,17,27,Derek Carr pass incomplete short right intended for Marcell Ateman,0.370,-0.850
4,6:11,4,8,OAK 38,17,33,"Derek Carr sacked by Matt Judon for no gain. Derek Carr fumbles (forced by Matt Judon), recovered by Terrell Suggs at OAK-43 and returned for 43 yards, touchdown",-0.850,-7.000
4,5:55,,,BAL 35,17,34,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,5:55,1,10,OAK 25,17,34,Derek Carr sacked by Matt Judon for -7 yards. Penalty on Gabe Jackson: Offensive Holding (Declined),0.610,-0.980
4,5:25,2,17,OAK 18,17,34,Derek Carr sacked by Matt Judon for -5 yards,-0.980,-2.750
4,4:36,,,,,,Timeout #1 by Oakland Raiders,,
4,4:36,3,22,OAK 13,17,34,Derek Carr pass complete short right to Keon Hatcher for 8 yards (tackle by Za'Darius Smith),-2.750,-1.960
4,3:59,4,14,OAK 21,17,34,"Johnny Townsend punts 50 yards, returned by Cyrus Jones for no gain (tackle by Keith Smith). Penalty on Maurice Canady: Offensive Holding, 10 yards",-1.960,-0.150
4,3:47,1,10,BAL 19,17,34,Ty Montgomery up the middle for 6 yards (tackle by Johnathan Hankins),0.150,0.480
4,3:06,2,4,BAL 25,17,34,Ty Montgomery left guard for 3 yards (tackle by Frostee Rucker),0.480,0.100
4,2:22,3,1,BAL 28,17,34,Lamar Jackson right end for 39 yards (tackle by Jason Cabinda),0.100,3.380
4,2:13,1,10,OAK 33,17,34,Ty Montgomery left guard for 9 yards (tackle by Tahir Whitehead),3.380,4.050
4,2:00,2,1,OAK 24,17,34,Ty Montgomery up the middle for 5 yards (tackle by Clinton McDonald),4.050,4.310
4,1:15,1,10,OAK 19,17,34,Lamar Jackson kneels for -1 yards,4.310,3.630
4,0:34,2,11,OAK 20,17,34,Lamar Jackson kneels for -1 yards,3.630,2.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
