Quarter,Time,Tm,Detail,DEN,IND
1.0,8:02,Colts,Jacoby Brissett 7 yard rush (Adam Vinatieri kick),0,7
2.0,6:33,Colts,Adam Vinatieri 45 yard field goal,0,10
,1:19,Broncos,Brock Osweiler 18 yard rush (Brandon McManus kick),7,10
3.0,9:13,Colts,Adam Vinatieri 39 yard field goal,7,13
,4:16,Broncos,Cody Latimer 22 yard pass from Brock Osweiler (Brandon McManus kick),14,13
,2:37,Broncos,Jeff Heuerman 54 yard pass from Brock Osweiler (Cody Latimer pass from Brock Osweiler),22,13
4.0,5:13,Broncos,Brandon McManus 40 yard field goal,25,13
