#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DEN 25,7,3:26,30,Interception
2,1,8:02,DEN 25,12,6:32,53,Missed FG
3,2,14:01,DEN 26,3,1:24,8,Punt
4,2,6:33,DEN 25,11,5:14,75,Touchdown
5,2,0:53,DEN 21,6,0:53,5,Downs
6,3,9:13,DEN 21,9,4:57,79,Touchdown
7,3,3:54,DEN 33,3,1:17,67,Touchdown
8,4,14:53,DEN 16,16,9:40,62,Field Goal
9,4,3:55,IND 45,9,3:28,32,Downs
