0,1
Officials,Officials
Referee,Terry McAulay
Umpire,Steven Woods
Down Judge,Jerry Bergman
Line Judge,Carl Johnson
Back Judge,Rich Martinez
Side Judge,Jonah Monroe
Field Judge,Michael Banks
