Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
1,7:18,1,10,NOR 49,7,0,Tim Hightower right tackle for 9 yards (tackle by Mark Barron),2.190,2.860
1,6:46,2,1,LAR 42,7,0,Tim Hightower left guard for 3 yards (tackle by Dominique Easley),2.860,2.980
1,6:09,1,10,LAR 39,7,0,Drew Brees pass complete short middle to Willie Snead for 5 yards (tackle by Alec Ogletree),2.980,3.120
1,5:35,2,5,LAR 34,7,0,Tim Hightower left guard for -2 yards (tackle by Mark Barron),3.120,2.150
1,4:55,3,7,LAR 36,7,0,Drew Brees pass complete short left to Willie Snead for 16 yards (tackle by E.J. Gaines and Trumaine Johnson),2.150,4.240
1,4:11,1,10,LAR 20,7,0,Drew Brees pass complete short left to Coby Fleener for 12 yards (tackle by E.J. Gaines and Alec Ogletree),4.240,5.370
1,3:28,1,8,LAR 8,7,0,Drew Brees pass incomplete short middle intended for Willie Snead (defended by T.J. McDonald),5.370,4.570
1,3:24,2,8,LAR 8,7,0,Mark Ingram right guard for 5 yards (tackle by Alec Ogletree),4.570,4.720
1,2:49,3,3,LAR 3,7,6,"Drew Brees pass complete short middle to Brandon Coleman for 3 yards, touchdown",4.720,7.000
1,2:45,,,LAR 15,7,7,Wil Lutz kicks extra point good,0.000,0.000
1,2:45,,,NOR 35,7,7,"Wil Lutz kicks off 64 yards, returned by Benny Cunningham for 25 yards (tackle by Chris Banjo). Penalty on Chris Banjo: Offside on Free Kick, 5 yards",0.000,-1.000
1,2:39,1,10,LAR 31,7,7,Todd Gurley left end for 9 yards (tackle by Vonn Bell and Sterling Moore),1.000,1.680
1,2:00,2,1,LAR 40,7,7,Todd Gurley left guard for 3 yards (tackle by Craig Robertson and Kasim Edebali),1.680,1.800
1,1:21,1,10,LAR 43,7,7,Jared Goff pass incomplete short left intended for Tyler Higbee,1.800,1.250
1,1:14,2,10,LAR 43,7,7,Jared Goff pass complete short middle to Tavon Austin for 8 yards (tackle by Jairus Byrd),1.250,1.620
1,0:27,3,2,NOR 49,7,7,"Penalty on Kenny Britt: False Start, 5 yards (no play)",1.620,0.960
1,0:04,3,7,LAR 46,7,7,Jared Goff pass incomplete short middle intended for Kenny Britt,0.960,-0.320
Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,7,LAR 46,7,7,"Johnny Hekker punts 40 yards, fair catch by Jairus Byrd",-0.320,0.280
2,14:54,1,10,NOR 14,7,7,"Drew Brees sacked by Aaron Donald for -6 yards. Drew Brees fumbles (forced by Aaron Donald), recovered by Mark Barron at NOR-6 (tackle by Jahri Evans)",-0.280,-5.830
2,14:47,1,6,NOR 6,13,7,"Jared Goff pass complete short right to Kenny Britt for 6 yards, touchdown",5.830,7.000
2,14:43,,,NOR 15,14,7,Greg Zuerlein kicks extra point good,0.000,0.000
2,14:43,,,LAR 35,14,7,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
2,14:43,1,10,NOR 25,14,7,Mark Ingram right guard for 3 yards (tackle by T.J. McDonald),0.610,0.470
2,14:06,2,7,NOR 28,14,7,Drew Brees pass complete short right to Willie Snead for 8 yards (tackle by T.J. McDonald),0.470,1.330
2,13:26,1,10,NOR 36,14,7,Mark Ingram right tackle for 15 yards (tackle by Alec Ogletree),1.330,2.320
2,12:45,1,10,LAR 49,14,7,Tim Hightower left guard for -1 yards (tackle by Aaron Donald),2.320,1.650
2,12:04,2,11,,14,7,Drew Brees pass complete deep middle to Coby Fleener for 31 yards (tackle by Mark Barron). Penalty on Mark Barron: Defensive Holding (Declined),1.650,4.310
2,11:42,1,10,LAR 19,14,7,Mark Ingram middle for 4 yards (tackle by Mark Barron and Alec Ogletree),4.310,4.350
2,11:09,2,6,LAR 15,14,7,Drew Brees pass complete short right to Josh Hill for 5 yards (tackle by T.J. McDonald),4.350,4.690
2,10:22,3,1,LAR 10,14,7,Mark Ingram left guard for no gain (tackle by Mark Barron),4.690,2.910
2,9:43,4,1,LAR 10,14,13,"Mark Ingram left end for 10 yards, touchdown",2.910,7.000
2,9:38,,,LAR 15,14,14,Wil Lutz kicks extra point good,0.000,0.000
2,9:38,,,NOR 35,14,14,"Wil Lutz kicks off 71 yards, returned by Benny Cunningham for 33 yards (tackle by B.W. Webb)",0.000,-0.740
2,9:32,1,10,LAR 27,14,14,"Jared Goff sacked by Sheldon Rankins for -10 yards. Jared Goff fumbles (forced by Sheldon Rankins), recovered by Paul Kruger at LAR-10 (tackle by Todd Gurley)",0.740,-4.910
2,9:25,1,10,LAR 10,14,14,Drew Brees pass complete short right to Coby Fleener for 5 yards (tackle by T.J. McDonald),4.910,5.150
2,8:49,2,5,LAR 5,14,14,Tim Hightower right guard for 4 yards (tackle by Trumaine Johnson and Maurice Alexander),5.150,5.170
2,8:10,3,1,LAR 1,14,14,Tim Hightower left guard for no gain (tackle by Alec Ogletree),5.170,0.000
2,7:47,,,,14,14,Timeout #1 by New Orleans Saints,0.000,-3.550
2,7:47,4,1,LAR 1,14,20,"Drew Brees middle for 1 yard, touchdown",3.550,7.000
2,7:46,,,LAR 15,14,21,Wil Lutz kicks extra point good,0.000,0.000
2,7:46,,,NOR 35,14,21,Wil Lutz kicks off 42 yards,0.000,-0.480
2,7:44,1,10,LAR 23,14,21,Todd Gurley right guard for 13 yards (tackle by David Onyemata and Sterling Moore),0.480,1.330
2,7:06,1,10,LAR 36,14,21,Todd Gurley left guard for 3 yards (tackle by Craig Robertson),1.330,1.200
2,6:26,2,7,LAR 39,14,21,Jared Goff pass incomplete short left intended for Lance Kendricks (defended by Vonn Bell),1.200,0.500
2,6:22,3,7,LAR 39,14,21,Jared Goff pass incomplete short left intended for Brian Quick,0.500,-0.780
2,6:19,4,7,LAR 39,14,21,"Johnny Hekker punts 47 yards, returned by Tommylee Lewis for 8 yards (tackle by Cory Littleton)",-0.780,-0.410
2,6:09,1,10,NOR 22,14,21,Drew Brees pass complete short left to Michael Thomas for 5 yards (tackle by E.J. Gaines),0.410,0.540
2,5:36,2,5,NOR 27,14,21,"Drew Brees pass incomplete. Penalty on Drew Brees: Intentional Grounding, 10 yards",0.540,-1.680
2,5:32,3,15,NOR 17,14,21,"Drew Brees pass incomplete deep left intended for Michael Thomas. Penalty on Lamarcus Joyner: Defensive Pass Interference, 24 yards (no play)",-1.680,1.660
2,5:26,1,10,NOR 41,14,21,Mark Ingram left tackle for -2 yards (tackle by Dominique Easley),1.660,0.850
2,4:50,2,12,NOR 39,14,21,Drew Brees pass complete short middle to Coby Fleener for 11 yards (tackle by Maurice Alexander and Alec Ogletree),0.850,1.620
2,4:08,3,1,,14,21,Drew Brees pass complete short right to Josh Hill for 8 yards (tackle by Michael Brockers),1.620,2.790
2,3:32,1,10,LAR 42,14,21,Drew Brees pass complete short right to Josh Hill for 35 yards (tackle by E.J. Gaines),2.790,5.600
2,3:08,1,7,LAR 7,14,21,Tim Hightower left guard for 1 yard (tackle by Mark Barron),5.600,4.950
2,2:29,2,6,LAR 6,14,27,"Drew Brees pass complete short left to Michael Thomas for 6 yards, touchdown",4.950,7.000
2,2:24,,,LAR 15,14,28,Wil Lutz kicks extra point good,0.000,0.000
2,2:24,,,NOR 35,14,28,"Wil Lutz kicks off 59 yards, returned by Benny Cunningham for 15 yards (tackle by Josh Hill)",0.000,-0.340
2,2:18,1,10,LAR 21,14,28,Todd Gurley right tackle for 3 yards (tackle by Nick Fairley),0.340,0.000
2,2:12,,,,14,28,Timeout #2 by New Orleans Saints,0.000,-0.210
2,2:12,2,7,LAR 24,14,28,Jared Goff pass complete short left to Bradley Marquez for 12 yards (tackle by Jairus Byrd),0.210,1.330
2,2:00,1,10,LAR 36,14,28,Jared Goff pass complete short left to Tavon Austin for 8 yards (tackle by Sheldon Rankins),1.330,1.870
2,1:30,2,2,LAR 44,14,28,Jared Goff pass incomplete short right intended for Kenny Britt,1.870,0.000
2,1:25,,,,14,28,Timeout #1 by Los Angeles Rams,0.000,-1.160
2,1:25,3,2,LAR 44,14,28,Jared Goff pass complete deep left to Lance Kendricks for 24 yards (tackle by Dannell Ellerbe),1.160,3.450
2,1:20,1,10,NOR 32,14,28,Jared Goff pass complete short left to Kenny Britt for 17 yards (tackle by B.W. Webb),3.450,4.580
2,1:00,1,10,NOR 15,14,28,Jared Goff spiked the ball,4.580,3.950
2,1:00,2,10,NOR 15,20,28,"Jared Goff pass complete short middle to Lance Kendricks for 15 yards, touchdown",3.950,7.000
2,0:55,,,NOR 15,21,28,Greg Zuerlein kicks extra point good,0.000,0.000
2,0:55,,,LAR 35,21,28,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
2,0:55,1,10,NOR 25,21,28,Drew Brees pass complete short left to Willie Snead for 7 yards (tackle by William Hayes and E.J. Gaines),0.610,1.010
2,0:33,2,3,NOR 32,21,28,Drew Brees pass complete short left to Michael Thomas for 10 yards (tackle by Mark Barron and E.J. Gaines),1.010,0.000
2,0:26,,,,21,28,Timeout #3 by New Orleans Saints,0.000,-1.730
2,0:26,1,10,NOR 42,21,28,Drew Brees pass complete short middle to Josh Hill for 4 yards (tackle by Mark Barron),1.730,1.730
2,0:09,2,6,NOR 46,21,28,Drew Brees spiked the ball,1.730,1.030
2,0:09,3,6,NOR 46,21,28,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",1.030,0.370
2,0:08,3,11,NOR 41,21,28,Drew Brees pass complete short left to Josh Hill for 1 yard (tackle by E.J. Gaines),0.370,-0.590
Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,21,28,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NOR 25,21,28,Mark Ingram right guard for 61 yards (tackle by T.J. McDonald),0.610,4.650
3,14:18,1,10,LAR 14,21,28,Tim Hightower right tackle for -1 yards (tackle by William Hayes),4.650,3.850
3,13:43,2,11,LAR 15,21,28,Drew Brees sacked by Robert Quinn for -6 yards,3.850,2.480
3,13:05,3,17,LAR 21,21,34,"Drew Brees pass complete short right to Mark Ingram for 21 yards, touchdown",2.480,7.000
3,12:58,,,LAR 15,21,35,Wil Lutz kicks extra point good,0.000,0.000
3,12:58,,,NOR 35,21,35,"Wil Lutz kicks off 65 yards, returned by Benny Cunningham for 29 yards (tackle by Travaris Cadet)",0.000,-0.870
3,12:53,1,10,LAR 29,21,35,Jared Goff pass complete short middle to Todd Gurley for 7 yards (tackle by Dannell Ellerbe),0.870,1.270
3,12:13,2,3,LAR 36,21,35,Todd Gurley left guard for 7 yards (tackle by Cameron Jordan). Penalty on Cameron Jordan: Defensive Offside (Declined),1.270,1.800
3,11:45,1,10,LAR 43,21,35,Jared Goff pass incomplete deep middle intended for Kenny Britt,1.800,1.250
3,11:38,2,10,LAR 43,21,35,Jared Goff pass incomplete short middle intended for Lance Kendricks is intercepted by Kenny Vaccaro at LAR-49 and returned for 18 yards,1.250,-2.320
3,11:35,1,10,LAR 49,21,35,Drew Brees pass complete short right to Tim Hightower for 4 yards (tackle by Mark Barron and Trumaine Johnson),2.320,2.320
3,10:55,2,6,LAR 45,21,35,Tim Hightower left tackle for 3 yards (tackle by T.J. McDonald),2.320,2.020
3,10:10,3,3,LAR 42,21,35,Drew Brees pass incomplete deep right intended for Michael Thomas,2.020,0.460
3,10:05,4,3,LAR 42,21,35,"Thomas Morstead punts 42 yards, touchback",0.460,-0.280
3,9:58,1,10,LAR 20,21,35,Tavon Austin for 10 yards (tackle by Dannell Ellerbe),0.280,0.940
3,9:17,1,10,LAR 30,21,35,Jared Goff pass complete short left to Kenny Britt for 6 yards (tackle by Delvin Breaux),0.940,1.200
3,8:37,2,4,LAR 36,21,35,Todd Gurley left guard for no gain (tackle by Cameron Jordan and Tyeler Davison),1.200,0.500
3,7:55,3,4,LAR 36,21,35,Jared Goff pass complete short middle to Brian Quick for 3 yards (tackle by Kenny Vaccaro),0.500,-0.780
3,7:07,4,1,LAR 39,21,35,"Johnny Hekker punts 53 yards, fair catch by Tommylee Lewis",-0.780,0.380
3,6:59,1,10,NOR 8,21,35,Drew Brees pass complete short right to Michael Thomas for 2 yards (tackle by Cory Littleton),-0.380,-0.630
3,6:14,2,8,NOR 10,21,35,Drew Brees pass incomplete short middle intended for Mark Ingram,-0.630,-1.190
3,6:10,3,8,NOR 10,21,35,Drew Brees pass complete deep middle to Michael Thomas for 35 yards (tackle by Cody Davis),-1.190,1.930
3,5:24,1,10,NOR 45,21,35,Drew Brees pass complete short left to Josh Hill for 21 yards (tackle by Trumaine Johnson). Penalty on Cam Thomas: Defensive Offside (Declined),1.930,3.310
3,4:53,1,10,LAR 34,21,35,Mark Ingram left guard for 9 yards (tackle by Alec Ogletree),3.310,3.990
3,4:20,2,1,LAR 25,21,35,John Kuhn right guard for 4 yards (tackle by Mark Barron),3.990,4.170
3,3:49,1,10,LAR 21,21,41,"Drew Brees pass complete short left to Michael Thomas for 21 yards, touchdown",4.170,7.000
3,3:42,,,LAR 15,21,42,Wil Lutz kicks extra point good,0.000,0.000
3,3:42,,,NOR 35,21,42,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,3:42,1,10,LAR 25,21,42,Todd Gurley right tackle for 8 yards (tackle by Craig Robertson),0.610,1.140
3,3:16,2,2,LAR 33,21,42,Jared Goff pass incomplete short middle intended for Brian Quick,1.140,0.430
3,3:11,3,2,LAR 33,21,42,"Jared Goff sacked by Vonn Bell for -11 yards. Penalty on Dannell Ellerbe: Defensive Holding, 5 yards (no play)",0.430,1.470
3,2:44,1,10,LAR 38,21,42,"Penalty on Andrew Donnal: False Start, 5 yards (no play)",1.470,1.140
3,2:21,1,15,LAR 33,21,42,"Penalty on Tyler Higbee: False Start, 5 yards (no play)",1.140,0.810
3,1:59,1,20,LAR 28,21,42,Jared Goff pass complete short right to Tavon Austin for 5 yards (tackle by Delvin Breaux),0.810,0.250
3,1:21,2,15,LAR 33,21,42,Jared Goff sacked by Cameron Jordan and Dannell Ellerbe for -9 yards,0.250,-1.620
3,0:37,3,24,LAR 24,21,42,Jared Goff pass complete short left to Benny Cunningham for 12 yards (tackle by Vonn Bell and Craig Robertson). Penalty on LAR: Illegal Motion (Declined),-1.620,-0.980
3,0:04,4,12,LAR 36,21,42,"Johnny Hekker punts 43 yards, muffed catch by Tommylee Lewis, recovered by Shiloh Keo and returned for no gain",-0.980,-0.150
Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 19,21,42,Tim Hightower left tackle for 7 yards (tackle by Alec Ogletree),0.150,0.610
4,14:22,2,3,NOR 26,21,42,Tommylee Lewis for 7 yards,0.610,1.140
4,13:47,1,10,NOR 33,21,42,Tim Hightower left tackle for 4 yards (tackle by Alec Ogletree),1.140,1.130
4,13:00,2,6,NOR 37,21,42,Drew Brees pass complete short left to Michael Thomas for 6 yards (tackle by E.J. Gaines),1.130,1.800
4,12:15,1,10,NOR 43,21,42,Tim Hightower left tackle for 2 yards (tackle by Alec Ogletree),1.800,1.520
4,11:32,2,8,NOR 45,21,42,"Drew Brees pass complete short middle to Travaris Cadet for 7 yards (tackle by Alec Ogletree and Mark Barron). Penalty on NOR: Illegal Shift (Declined), Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",1.520,0.170
4,11:09,2,18,NOR 35,21,42,Mark Ingram left tackle for 15 yards (tackle by Lamarcus Joyner),0.170,1.490
4,10:26,3,3,,21,48,"Willie Snead pass complete deep right to Tim Hightower for 50 yards, touchdown",1.490,7.000
4,10:15,,,LAR 15,21,49,Wil Lutz kicks extra point good,0.000,0.000
4,10:15,,,NOR 35,21,49,"Wil Lutz kicks off 68 yards, returned by Benny Cunningham for 61 yards (tackle by Nathan Stupar)",0.000,-2.790
4,10:05,1,10,NOR 42,21,49,Jared Goff pass complete short right to Lance Kendricks for 5 yards (tackle by Craig Robertson),2.790,2.920
4,9:42,2,5,NOR 37,21,49,Todd Gurley left guard for -2 yards (tackle by Nick Fairley),2.920,1.950
4,9:09,3,7,NOR 39,21,49,Jared Goff pass complete short left to Kenny Britt for 6 yards (tackle by Kenny Vaccaro),1.950,1.210
4,8:37,4,1,NOR 33,21,49,Todd Gurley left guard for no gain (tackle by Cameron Jordan),1.210,-1.140
4,8:32,1,10,NOR 33,21,49,Mark Ingram right tackle for 2 yards (tackle by T.J. McDonald),1.140,0.860
4,7:50,2,8,NOR 35,21,49,Mark Ingram for 2 yards (tackle by Cory Littleton),0.860,0.430
4,7:08,3,6,NOR 37,21,49,Drew Brees pass incomplete short right intended for Tommylee Lewis (defended by Alec Ogletree),0.430,-0.910
4,7:04,4,6,NOR 37,21,49,"Thomas Morstead punts 59 yards, returned by Tavon Austin for 8 yards (tackle by Shiloh Keo)",-0.910,0.350
4,6:50,1,10,LAR 12,21,49,Jared Goff pass complete short middle to Todd Gurley for 3 yards (tackle by Kenny Vaccaro),-0.350,-0.500
4,6:24,2,7,LAR 15,21,49,Jared Goff pass incomplete short left intended for Kenny Britt,-0.500,-1.070
4,6:19,3,7,LAR 15,21,49,Jared Goff sacked by Dannell Ellerbe for -10 yards,-1.070,-2.490
4,5:38,4,17,LAR 5,21,49,Johnny Hekker punts 68 yards,-2.490,-0.740
4,5:24,1,10,NOR 27,21,49,Drew Brees pass complete short right to Michael Thomas for 11 yards (tackle by Mark Barron),0.740,1.470
4,4:50,1,10,NOR 38,21,49,Tim Hightower right tackle for 30 yards (tackle by Maurice Alexander and E.J. Gaines),1.470,3.450
4,4:05,1,10,LAR 32,21,49,Tim Hightower left tackle for -3 yards (tackle by Mark Barron),3.450,2.500
4,3:25,2,13,LAR 35,21,49,"Mark Ingram left end for 7 yards (tackle by Alec Ogletree). Penalty on John Kuhn: Offensive Holding, 10 yards (no play)",2.500,1.150
4,3:20,2,23,LAR 45,21,49,Mark Ingram left end for 4 yards (tackle by Mark Barron and Alec Ogletree),1.150,1.030
4,2:33,3,19,LAR 41,21,49,Drew Brees pass complete short left to Willie Snead for 2 yards (tackle by Aaron Donald),1.030,0.660
4,2:00,4,17,LAR 39,21,49,"Thomas Morstead punts 39 yards, touchback",0.660,-0.280
4,1:53,1,10,LAR 20,21,49,Malcolm Brown right guard for 1 yard (tackle by Nathan Stupar),0.280,-0.130
4,1:19,2,9,LAR 21,21,49,Malcolm Brown right guard for 4 yards (tackle by Darryl Tapp),-0.130,-0.300
4,0:37,3,5,LAR 25,21,49,Malcolm Brown left tackle for 4 yards (tackle by Darryl Tapp),-0.300,-1.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
