#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:08,NOR 25,6,2:58,28,Punt
2,1,7:18,NOR 49,9,4:33,51,Touchdown
3,2,14:54,NOR 14,1,0:07,-8,Fumble
4,2,14:43,NOR 25,9,5:05,75,Touchdown
5,2,9:25,LAR 10,4,1:39,10,Touchdown
6,2,6:09,NOR 22,8,3:45,78,Touchdown
7,2,0:55,NOR 25,5,0:55,17,End of Half
8,3,15:00,NOR 25,4,2:02,75,Touchdown
9,3,11:35,LAR 49,3,1:37,7,Punt
10,3,6:59,NOR 8,7,3:17,92,Touchdown
11,4,15:00,NOR 19,7,4:45,81,Touchdown
12,4,8:32,NOR 33,3,1:42,4,Punt
13,4,5:24,NOR 27,5,3:31,34,Punt
