Quarter,Time,Tm,Detail,PIT,BAL
1.0,13:28,Ravens,Anquan Boldin 27 yard pass from Joe Flacco (Billy Cundiff kick),0,7
,1:49,Ravens,Ray Rice 1 yard rush (Billy Cundiff kick),0,14
2.0,10:23,Steelers,Emmanuel Sanders 11 yard pass from Ben Roethlisberger (Shaun Suisham kick),7,14
,1:48,Ravens,Ray Rice 11 yard pass from Joe Flacco (Billy Cundiff kick),7,21
3.0,14:39,Ravens,Ed Dickson 18 yard pass from Joe Flacco (Sam Koch run),7,29
,2:50,Ravens,Billy Cundiff 29 yard field goal,7,32
4.0,1:56,Ravens,Billy Cundiff 30 yard field goal,7,35
