Quarter,Time,Down,ToGo,Location,BAL,WAS,Detail,EPB,EPA
1,7:12,,,BAL 35,7,7,"Justin Tucker kicks off 67 yards, returned by Niles Paul for 19 yards (tackle by Sean Considine)",0.000,0.060
1,6:59,1,10,WAS 17,7,7,Robert Griffin pass incomplete deep left intended for Niles Paul (defended by Cary Williams),-0.060,-0.580
1,6:52,2,10,WAS 17,7,7,Robert Griffin pass complete deep left to Santana Moss for 31 yards (tackle by Corey Graham),-0.580,2.130
1,6:16,1,10,WAS 48,7,7,Alfred Morris right end for 4 yards (tackle by Corey Graham and Brendon Ayanbadejo),2.130,2.120
1,5:35,2,6,BAL 48,7,7,"Leonard Hankerson right end for 3 yards (tackle by Chris Johnson). Penalty on Josh Morgan: Illegal Block Above the Waist, 10 yards",2.120,1.180
1,5:04,2,13,WAS 45,7,7,"Robert Griffin pass incomplete short middle intended for Logan Paulsen. Penalty on Haloti Ngata: Roughing the Passer (Offsetting), Penalty on Robert Griffin: Intentional Grounding (Offsetting) (no play)",1.180,1.180
1,4:56,2,13,WAS 45,7,7,Robert Griffin pass complete deep middle to Leonard Hankerson for 29 yards (tackle by Ed Reed),1.180,3.840
1,4:12,1,10,BAL 26,7,7,Alfred Morris right tackle for 4 yards (tackle by Brendon Ayanbadejo and Jameel McClain),3.840,3.840
1,3:33,2,6,BAL 22,7,7,Robert Griffin pass complete short left to Josh Morgan for 21 yards (tackle by Cary Williams and Corey Graham),3.840,6.970
1,2:59,1,1,BAL 1,7,13,"Alfred Morris right tackle for 1 yard, touchdown",6.970,7.000
1,2:59,,,BAL 2,7,14,Kai Forbath kicks extra point good,0.000,0.000
1,2:59,,,WAS 35,7,14,"Kai Forbath kicks off 70 yards, returned by Jacoby Jones for 38 yards (tackle by DeAngelo Hall)",0.000,-1.140
1,2:55,1,10,BAL 33,7,14,"Penalty on Jah Reid: False Start, 5 yards (no play)",1.140,0.810
1,2:47,1,15,BAL 28,7,14,Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Josh Wilson),0.810,-0.080
1,2:40,2,15,BAL 28,7,14,Ray Rice left end for 3 yards (tackle by D.J. Johnson),-0.080,-0.080
1,1:53,2,15,BAL 28,7,14,Timeout #1 by Baltimore Ravens,-0.080,-0.360
1,1:53,3,12,BAL 31,7,14,Joe Flacco pass complete short right to Dennis Pitta for 9 yards (tackle by DeAngelo Hall and D.J. Johnson),-0.360,-0.720
1,1:12,4,3,BAL 40,7,14,"Sam Koch punts 53 yards, returned by Richard Crawford for 20 yards (tackle by Sean Considine)",-0.720,-0.740
1,0:58,1,10,WAS 27,7,14,Robert Griffin sacked by Paul Kruger for -8 yards,0.740,-0.940
1,0:26,2,18,WAS 19,7,14,Alfred Morris left guard for 11 yards (tackle by Jameel McClain and James Ihedigbo),-0.940,-0.100
Quarter,Time,Down,ToGo,Location,BAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,WAS 30,7,14,Robert Griffin pass incomplete short right intended for Pierre Garcon,-0.100,-1.370
2,14:56,4,7,WAS 30,7,14,"Saverio Rocca punts 57 yards, returned by Jacoby Jones for 10 yards (tackle by Niles Paul)",-1.370,-0.480
2,14:45,1,10,BAL 23,7,14,Bernard Pierce left end for 3 yards (tackle by Rob Jackson and London Fletcher),0.480,0.340
2,14:14,2,7,BAL 26,7,14,"Bernard Pierce right end for 4 yards (tackle by Perry Riley and London Fletcher). Penalty on Anquan Boldin: Offensive Holding, 10 yards",0.340,-0.470
2,13:44,2,13,BAL 20,7,14,Joe Flacco pass incomplete short right intended for Torrey Smith,-0.470,-1.150
2,13:44,3,13,BAL 20,7,14,"Penalty on Lorenzo Alexander: Neutral Zone Infraction, 5 yards (no play)",-1.150,-0.490
2,13:39,3,8,BAL 25,7,14,Joe Flacco pass complete short middle to Ray Rice for 9 yards (tackle by Perry Riley and London Fletcher),-0.490,1.200
2,12:57,1,10,BAL 34,7,14,Joe Flacco pass complete short left to Bernard Pierce for no gain,1.200,0.660
2,12:21,2,10,BAL 34,7,14,Joe Flacco pass complete short right to Torrey Smith for 21 yards (tackle by DeAngelo Hall),0.660,2.590
2,11:52,1,10,WAS 45,7,14,Bernard Pierce right end for 7 yards (tackle by Reed Doughty and Kedric Golston),2.590,2.990
2,11:17,2,3,WAS 38,7,14,Vonta Leach left guard for 2 yards (tackle by Jarvis Jenkins and Chris Baker),2.990,2.540
2,11:17,3,1,WAS 36,7,14,"Penalty on Jarvis Jenkins: Encroachment, 5 yards (no play)",2.540,3.510
2,10:23,1,10,WAS 31,13,14,"Joe Flacco pass complete deep right to Anquan Boldin for 31 yards, touchdown",3.510,7.000
2,10:23,,,WAS 2,14,14,Justin Tucker kicks extra point good,0.000,0.000
2,10:23,,,BAL 35,14,14,"Justin Tucker kicks off 71 yards, touchback",0.000,-0.280
2,10:16,1,10,WAS 20,14,14,Alfred Morris left tackle for 4 yards (tackle by Arthur Jones and Albert McClellan),0.280,0.270
2,9:39,2,6,WAS 24,14,14,"Alfred Morris left end for 2 yards (tackle by Ma'ake Kemoeatu). Alfred Morris fumbles (forced by Ma'ake Kemoeatu), recovered by Paul Kruger at WAS-23 and returned for 9 yards (tackle by Chris Chester)",0.270,0.270
2,9:30,2,6,WAS 24,14,14,Timeout #1 by Washington Redskins,0.270,-4.650
2,9:30,1,10,WAS 14,14,14,Joe Flacco pass incomplete short middle intended for Jacoby Jones,4.650,4.000
2,9:25,2,10,WAS 14,14,14,"Joe Flacco for no gain. Joe Flacco fumbles, recovered by Bernard Pierce at WAS-14",4.000,3.110
2,8:46,3,10,WAS 14,20,14,"Joe Flacco pass complete short left to Dennis Pitta for 14 yards, touchdown",3.110,7.000
2,8:46,,,WAS 2,21,14,Justin Tucker kicks extra point good,0.000,0.000
2,8:46,,,BAL 35,21,14,"Justin Tucker kicks off 73 yards, touchback",0.000,-0.280
2,8:39,1,10,WAS 20,21,14,Alfred Morris left tackle for 5 yards (tackle by Jameel McClain),0.280,0.410
2,8:05,2,5,WAS 25,21,14,Robert Griffin pass complete short right to Josh Morgan for 5 yards (tackle by Albert McClellan),0.410,0.940
2,7:24,1,10,WAS 30,21,14,Robert Griffin pass complete deep middle to Darrel Young for 28 yards (tackle by Ed Reed and Josh Bynes),0.940,0.940
2,6:36,1,10,WAS 30,21,14,Timeout #2 by Washington Redskins,0.940,2.790
2,6:36,1,10,BAL 42,21,14,Pierre Garcon up the middle for 2 yards (tackle by Corey Graham),2.790,2.510
2,5:53,2,8,BAL 40,21,14,"Alfred Morris left tackle for 10 yards (tackle by Jameel McClain). Penalty on Logan Paulsen: Offensive Holding, 10 yards (no play)",2.510,1.160
2,5:26,2,18,,21,14,Robert Griffin pass complete short left to Pierre Garcon for 17 yards (tackle by Bernard Pollard),1.160,2.740
2,4:39,3,1,BAL 33,21,14,"Robert Griffin for no gain. Robert Griffin fumbles, recovered by Alfred Morris at BAL-43 and returned for 1 yards",2.740,0.460
2,3:56,4,10,BAL 42,21,14,"Saverio Rocca punts 42 yards, touchback",0.460,-0.280
2,3:44,1,10,BAL 20,21,14,"Penalty on Kelechi Osemele: False Start, 5 yards (no play)",0.280,-0.310
2,3:44,1,15,BAL 15,21,14,"Ray Rice right end for 7 yards (tackle by Reed Doughty). Penalty on Billy Bajema: Offensive Holding, 7 yards (no play)",-0.310,-0.840
2,3:17,1,22,BAL 8,21,14,Ray Rice left guard for 5 yards (tackle by Perry Riley),-0.840,-1.280
2,2:39,2,17,BAL 13,21,14,Ray Rice right end for no gain (tackle by Barry Cofield),-1.280,-1.280
2,2:31,2,17,BAL 13,21,14,Timeout #3 by Washington Redskins,-1.280,-2.190
2,2:31,3,17,BAL 13,21,14,Joe Flacco pass complete short middle to Dennis Pitta for 11 yards (tackle by Perry Riley),-2.190,-1.770
2,2:00,4,6,BAL 24,21,14,"Sam Koch punts 59 yards, returned by Richard Crawford for 16 yards (tackle by David Reed)",-1.770,-1.140
2,1:46,1,10,WAS 33,21,14,Robert Griffin pass incomplete deep left intended for Santana Moss,1.140,0.590
2,1:38,2,10,WAS 33,21,14,"Robert Griffin pass incomplete short middle intended for Santana Moss (defended by Jameel McClain). Penalty on Jameel McClain: Defensive Pass Interference, 7 yards (no play)",0.590,1.600
2,1:33,1,10,WAS 40,21,14,Robert Griffin pass incomplete short right intended for Evan Royster,1.600,1.050
2,1:30,2,10,WAS 40,21,14,Robert Griffin pass complete short right to Logan Paulsen for 8 yards (tackle by Brendon Ayanbadejo and Jameel McClain),1.050,1.420
2,1:06,3,2,WAS 48,21,14,"Penalty on Leonard Hankerson: False Start, 5 yards (no play)",1.420,0.760
2,1:03,3,7,WAS 43,21,14,Robert Griffin right end for 5 yards (tackle by Chris Johnson),0.760,-0.190
2,0:51,4,2,WAS 48,21,14,"Saverio Rocca punts 39 yards, fair catch by Tandon Doss",-0.190,0.320
2,0:44,1,10,BAL 13,21,14,Ray Rice right guard for no gain (tackle by Ryan Kerrigan),-0.320,-0.320
2,0:37,1,10,BAL 13,21,14,Timeout #2 by Baltimore Ravens,-0.320,-0.770
2,0:37,2,10,BAL 13,21,14,Joe Flacco pass complete short right to Dennis Pitta for 9 yards (tackle by London Fletcher),-0.770,-0.350
2,0:18,3,1,BAL 22,21,14,Joe Flacco up the middle for 5 yards (tackle by Ryan Kerrigan),-0.350,-0.350
2,0:16,3,1,BAL 22,21,14,Timeout #3 by Baltimore Ravens,-0.350,0.740
2,0:16,1,10,BAL 27,21,14,Joe Flacco pass complete short right to Ray Rice for 4 yards (tackle by Perry Riley and Josh Wilson),0.740,0.740
Quarter,Time,Down,ToGo,Location,BAL,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,21,14,"Kai Forbath kicks off 67 yards, returned by Jacoby Jones for 26 yards (tackle by DeJon Gomes). Penalty on LaQuan Williams: Offensive Holding, 10 yards",0.000,-0.280
3,14:52,1,10,BAL 14,21,14,Ray Rice left tackle for 9 yards (tackle by Jarvis Jenkins),-0.280,0.550
3,14:26,2,1,BAL 23,21,14,Ray Rice left guard for 2 yards (tackle by London Fletcher and Perry Riley),0.550,0.610
3,13:48,1,10,BAL 25,21,14,Ray Rice left end for 6 yards (tackle by Josh Wilson and Perry Riley),0.610,0.870
3,13:08,2,4,BAL 31,21,14,"Joe Flacco pass incomplete short right intended for Torrey Smith. Penalty on DeAngelo Hall: Unnecessary Roughness, 15 yards (no play)",0.870,1.990
3,12:59,1,10,BAL 46,21,14,"Joe Flacco sacked by Rob Jackson for -8 yards. Joe Flacco fumbles (forced by Rob Jackson), recovered by Rob Jackson at BAL-46 (tackle by Kelechi Osemele)",1.990,-2.520
3,12:52,1,10,BAL 46,21,14,Alfred Morris right end for no gain (tackle by Jameel McClain),2.520,1.980
3,12:11,2,10,BAL 46,21,14,Alfred Morris right end for 10 yards (tackle by Bernard Pollard and Jameel McClain),1.980,3.180
3,11:27,1,10,BAL 36,21,14,Robert Griffin pass incomplete short left intended for Pierre Garcon,3.180,2.640
3,11:20,2,10,BAL 36,21,14,Alfred Morris right tackle for 6 yards (tackle by Brendon Ayanbadejo and Ed Reed),2.640,2.740
3,10:36,3,4,BAL 30,21,14,Robert Griffin pass incomplete short left intended for Josh Morgan,2.740,1.460
3,10:31,4,4,BAL 30,21,17,Kai Forbath 48 yard field goal good,1.460,3.000
3,10:31,,,WAS 35,21,17,"Kai Forbath kicks off 66 yards, returned by Jacoby Jones for 36 yards (tackle by Jordan Pugh)",0.000,-1.270
3,10:20,1,10,BAL 35,21,17,Bernard Pierce left end for 11 yards (tackle by Josh Wilson),1.270,1.990
3,9:48,1,10,BAL 46,21,17,Bernard Pierce up the middle for 7 yards (tackle by Perry Riley and Madieu Williams),1.990,2.400
3,9:14,2,3,WAS 47,21,17,Bernard Pierce right guard for 21 yards (tackle by DeAngelo Hall and Perry Riley),2.400,3.840
3,8:49,1,10,WAS 26,21,17,Ray Rice left end for 8 yards (tackle by Perry Riley and London Fletcher),3.840,4.450
3,8:18,2,2,WAS 18,21,17,Ray Rice up the middle for 1 yard (tackle by Jarvis Jenkins and Barry Cofield),4.450,3.950
3,7:37,3,1,WAS 17,21,17,Joe Flacco up the middle for 2 yards (tackle by London Fletcher and Barry Cofield),3.950,4.580
3,6:58,1,10,WAS 15,21,17,Ray Rice left guard for 6 yards (tackle by Perry Riley),4.580,5.030
3,6:24,2,4,WAS 9,21,17,Ray Rice left tackle for -2 yards (tackle by Jarvis Jenkins),5.030,3.780
3,5:42,3,6,WAS 11,21,17,Joe Flacco pass incomplete short middle intended for Ray Rice is intercepted by London Fletcher at WAS-13 and returned for 2 yards,3.780,0.220
3,5:35,1,10,WAS 15,21,17,Robert Griffin pass complete short middle to Leonard Hankerson for 17 yards (tackle by Ed Reed and Josh Bynes),-0.220,1.070
3,5:00,1,10,WAS 32,21,17,Alfred Morris left end for 17 yards (tackle by Bernard Pollard and Courtney Upshaw),1.070,2.190
3,4:15,1,10,WAS 49,21,17,Robert Griffin right end for 4 yards (tackle by Haloti Ngata),2.190,2.190
3,3:39,2,6,BAL 47,21,17,Alfred Morris left tackle for 8 yards (tackle by Corey Graham and Ma'ake Kemoeatu),2.190,2.980
3,3:09,1,10,BAL 39,21,17,Alfred Morris right guard for 1 yard (tackle by Paul Kruger and Haloti Ngata),2.980,2.580
3,2:34,2,9,BAL 38,21,17,Alfred Morris right end for 2 yards (tackle by Courtney Upshaw and Corey Graham),2.580,2.150
3,2:02,3,7,BAL 36,21,17,Robert Griffin left end for 5 yards (tackle by Cary Williams),2.150,1.400
3,1:28,4,2,BAL 31,21,20,Kai Forbath 49 yard field goal good,1.400,3.000
3,1:28,,,WAS 35,21,20,"Kai Forbath kicks off 62 yards, out of bounds",0.000,-1.600
3,1:21,1,10,BAL 40,21,20,Joe Flacco pass complete short middle to Vonta Leach for 3 yards (tackle by Perry Riley),1.600,1.460
3,0:44,2,7,BAL 43,21,20,Ray Rice right tackle for 1 yard (tackle by Jarvis Jenkins and Chris Baker),1.460,0.890
Quarter,Time,Down,ToGo,Location,BAL,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,BAL 44,21,20,Joe Flacco sacked by Jordan Pugh for -9 yards,0.890,-1.040
4,14:47,4,15,BAL 35,21,20,Sam Koch punts 51 yards,-1.040,0.280
4,14:35,1,10,WAS 14,21,20,Alfred Morris right tackle for -3 yards (tackle by Arthur Jones and Paul Kruger),-0.280,-1.000
4,13:52,2,13,WAS 11,21,20,Robert Griffin sacked by Arthur Jones for -7 yards,-1.000,-2.590
4,13:12,3,20,WAS 4,21,20,Evan Royster up the middle for 3 yards (tackle by Haloti Ngata and Paul Kruger),-2.590,-2.490
4,12:41,4,17,WAS 7,21,20,"Saverio Rocca punts 49 yards, muffed catch by Jacoby Jones, recovered by Jacoby Jones and returned for no gain. Penalty on Brendon Ayanbadejo: Offensive Holding (Offsetting), Penalty on Niles Paul: Interference with Opportunity to (Offsetting) (no play)",-2.490,-2.490
4,12:19,4,17,WAS 7,21,20,"Saverio Rocca punts 51 yards, returned by Jacoby Jones for 11 yards",-2.490,-2.460
4,12:19,1,10,WAS 47,21,20,Ray Rice right end for 2 yards (tackle by Kedric Golston),2.460,2.180
4,11:47,2,8,WAS 45,21,20,Ray Rice right guard for 2 yards (tackle by Ryan Kerrigan and Perry Riley),2.180,1.750
4,11:11,3,6,WAS 43,21,20,Joe Flacco pass complete short left to Dennis Pitta for 3 yards (tackle by Lorenzo Alexander),1.750,1.750
4,10:30,3,6,WAS 43,21,20,Timeout #1 by Baltimore Ravens,1.750,0.590
4,10:30,4,3,WAS 40,21,20,"Sam Koch punts 32 yards, fair catch by Richard Crawford",0.590,0.380
4,10:21,1,10,WAS 8,21,20,Alfred Morris left end for 4 yards (tackle by Josh Bynes),-0.380,-0.490
4,9:42,2,6,WAS 12,21,20,Robert Griffin left end for 3 yards (tackle by Albert McClellan),-0.490,-0.600
4,9:05,3,3,WAS 15,21,20,Robert Griffin pass incomplete short middle intended for Pierre Garcon,-0.600,-2.440
4,8:59,4,3,WAS 15,21,20,"Saverio Rocca punts 51 yards, returned by Jacoby Jones for 4 yards (tackle by Lorenzo Alexander)",-2.440,-1.470
4,8:47,1,10,BAL 38,21,20,Joe Flacco pass complete short right to Vonta Leach for 8 yards (tackle by Perry Riley),1.470,2.000
4,8:22,2,2,BAL 46,21,20,Bernard Pierce left guard for 1 yard (tackle by Chris Baker),2.000,1.420
4,7:41,3,1,BAL 47,21,20,Vonta Leach left end for 1 yard (tackle by Reed Doughty),1.420,2.130
4,7:00,1,10,BAL 48,21,20,Joe Flacco pass complete short middle to Bernard Pierce for 11 yards (tackle by London Fletcher),2.130,2.850
4,6:19,1,10,WAS 41,21,20,Ray Rice left end for 4 yards (tackle by Reed Doughty and Perry Riley),2.850,2.850
4,5:34,2,6,WAS 37,21,20,Joe Flacco pass complete short right to Ray Rice for 2 yards (tackle by DeJon Gomes and London Fletcher),2.850,2.410
4,5:00,3,4,WAS 35,21,20,Joe Flacco pass complete short left to Anquan Boldin for 28 yards (tackle by DeAngelo Hall),2.410,5.600
4,4:52,1,7,WAS 7,27,20,"Ray Rice left guard for 7 yards, touchdown",5.600,7.000
4,4:52,,,WAS 2,28,20,Justin Tucker kicks extra point good,0.000,0.000
4,4:52,,,BAL 35,28,20,"Justin Tucker kicks off 68 yards, returned by Niles Paul for 19 yards (tackle by Courtney Upshaw). Niles Paul fumbles, ball out of bounds at WAS-15",0.000,0.220
,,,,,,,"Replay Assistant challenged the loose ball recovery ruling, and the original play was overturned.",,
4,4:39,1,10,WAS 15,28,20,Robert Griffin pass incomplete short middle intended for Alfred Morris (defended by Ma'ake Kemoeatu),-0.220,-0.710
4,4:33,2,10,WAS 15,28,20,Robert Griffin left end for 4 yards (tackle by Bernard Pollard and Brendon Ayanbadejo),-0.710,-0.880
4,3:47,3,6,WAS 19,28,20,Robert Griffin pass complete short left to Leonard Hankerson for 6 yards (tackle by Brendon Ayanbadejo),-0.880,0.610
4,3:07,1,10,WAS 25,28,20,Robert Griffin pass complete short middle to Santana Moss for 6 yards (tackle by Josh Bynes and Corey Graham),0.610,0.870
4,2:32,2,4,WAS 31,28,20,Evan Royster up the middle for 5 yards (tackle by Pernell McPhee and Josh Bynes),0.870,1.330
4,2:01,1,10,WAS 36,28,20,Robert Griffin sacked by Paul Kruger and Arthur Jones for -9 yards,1.330,-0.430
4,1:56,2,19,WAS 27,28,20,Robert Griffin left end for 13 yards (tackle by Haloti Ngata),-0.430,-0.430
4,1:56,2,19,WAS 27,28,20,Timeout #1 by Washington Redskins,-0.430,0.630
4,1:42,3,6,WAS 40,28,20,"Kirk Cousins pass incomplete short right intended for Pierre Garcon (defended by Chris Johnson). Penalty on Chris Johnson: Defensive Pass Interference, 7 yards (no play)",0.630,2.060
4,1:37,1,10,WAS 47,28,20,Robert Griffin pass complete short middle to Santana Moss for 15 yards (tackle by Chris Johnson),2.060,3.050
4,1:29,1,10,BAL 38,28,20,Robert Griffin pass incomplete short left intended for Pierre Garcon,3.050,2.510
4,1:23,2,10,BAL 38,28,20,Robert Griffin pass complete deep middle to Pierre Garcon for 22 yards (tackle by Ed Reed),2.510,4.510
4,0:49,1,10,BAL 16,28,20,"Robert Griffin pass incomplete. Penalty on Robert Griffin: Intentional Grounding, 10 yards",4.510,4.510
4,0:45,1,10,BAL 16,28,20,Timeout #2 by Washington Redskins,4.510,2.610
4,0:45,2,20,BAL 26,28,20,Kirk Cousins pass complete short middle to Leonard Hankerson for 15 yards (tackle by Bernard Pollard),2.610,2.610
4,0:36,2,20,BAL 26,28,20,Timeout #3 by Washington Redskins,2.610,3.940
4,0:36,3,5,BAL 11,28,26,"Kirk Cousins pass complete short right to Pierre Garcon for 11 yards, touchdown",3.940,7.000
4,0:29,3,5,BAL 11,28,26,Timeout #2 by Baltimore Ravens,3.940,0.000
4,0:36,,,,28,28,"Two Point Attempt: Kirk Cousins left guard, conversion succeeds",0.000,1.000
4,0:36,,,WAS 35,28,28,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
4,0:24,1,10,BAL 20,28,28,Joe Flacco kneels for -1 yards,0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BAL,WAS,Detail,EPB,EPA
,,,,,,,"Ravens won the coin toss, Ravens to receive the overtime kickoff.",,
OT,15:00,,,WAS 35,28,28,"Kai Forbath kicks off 67 yards, returned by Jacoby Jones for 27 yards (tackle by Chris Wilson)",0.000,0.610
OT,14:55,1,10,BAL 25,28,28,Joe Flacco pass incomplete deep middle intended for Dennis Pitta,0.610,0.060
OT,14:49,2,10,BAL 25,28,28,Ray Rice right end for 4 yards (tackle by Ryan Kerrigan),0.060,-0.100
OT,14:19,3,6,BAL 29,28,28,Joe Flacco right end for 3 yards (tackle by Lorenzo Alexander and DeAngelo Hall),-0.100,-1.240
OT,13:42,4,3,BAL 32,28,28,"Sam Koch punts 56 yards, returned by Richard Crawford for 64 yards (tackle by Sam Koch)",-1.240,-3.970
OT,13:23,1,10,BAL 24,28,28,"Alfred Morris right guard for 2 yards (tackle by Josh Bynes and Courtney Upshaw). Penalty on Albert McClellan: Defensive Offside, 5 yards (no play)",3.970,4.750
OT,13:05,1,5,BAL 19,28,28,Alfred Morris left guard for 2 yards (tackle by Bernard Pollard and Courtney Upshaw),4.750,4.750
OT,12:28,1,5,BAL 19,28,28,Timeout #1 by Washington Redskins,4.750,4.460
OT,12:28,2,3,BAL 17,28,28,Alfred Morris left tackle for 1 yard (tackle by Courtney Upshaw and Terrence Cody),4.460,3.950
OT,11:47,3,2,BAL 16,28,31,Kai Forbath 34 yard field goal good,3.950,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
