Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
1,4:18,1,10,NYG 35,0,7,Matt Ryan pass complete short right to Julio Jones for 12 yards (tackle by Antrel Rolle),3.250,4.040
1,3:43,1,10,NYG 23,0,7,Antone Smith left guard for 2 yards (tackle by Jacquian Williams and Cullen Jenkins),4.040,3.770
1,2:56,2,8,NYG 21,0,7,Matt Ryan pass incomplete deep middle intended for Devin Hester,3.770,3.070
1,2:48,3,8,NYG 21,0,7,Matt Ryan pass complete short middle to Julio Jones for 11 yards (tackle by Trumaine McBride),3.070,4.910
1,2:11,1,10,NYG 10,6,7,"Steven Jackson left end for 10 yards, touchdown",4.910,7.000
1,2:11,,,NYG 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
1,2:11,,,ATL 35,7,7,"Matthew Bosher kicks off 68 yards, returned by Preston Parker for 22 yards (tackle by Eric Weems). Preston Parker fumbles, recovered by Eric Weems at NYG-21",0.000,4.170
1,1:48,1,10,NYG 21,7,7,Matt Ryan pass complete short right to Roddy White for 4 yards (tackle by Antrel Rolle),4.170,4.200
1,1:32,2,6,NYG 17,7,7,"Jacquizz Rodgers right tackle for 9 yards (tackle by Trumaine McBride and Antrel Rolle). Jacquizz Rodgers fumbles (forced by Trumaine McBride), recovered by Levine Toilolo at NYG-8",4.200,5.370
1,0:44,1,8,NYG 8,7,7,Steven Jackson up the middle for 6 yards (tackle by Jacquian Williams),5.370,5.720
1,0:06,2,2,NYG 2,7,7,Steven Jackson right tackle for -2 yards (tackle by Mike Patterson and Johnathan Hankins),5.720,4.490
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,NYG 4,7,7,Matt Ryan pass complete short middle to Antone Smith for 1 yard (tackle by Jacquian Williams),4.490,3.040
2,14:21,4,3,NYG 3,10,7,Matt Bryant 20 yard field goal good,3.040,3.000
2,14:21,,,ATL 35,10,7,"Matthew Bosher kicks off 69 yards, returned by Quintin Demps for 21 yards (tackle by Antone Smith)",0.000,0.060
2,14:10,1,10,NYG 17,10,7,Eli Manning pass complete short left to Victor Cruz for 1 yard (tackle by Josh Wilson and Kemal Ishmael),-0.060,-0.420
2,13:48,2,9,NYG 18,10,7,Andre Williams right end for -2 yards (tackle by Kroy Biermann),-0.420,-1.410
2,13:07,3,11,NYG 16,10,7,Eli Manning pass complete short left to Preston Parker for 10 yards (tackle by Dezmen Southward),-1.410,-1.630
2,12:52,4,1,NYG 26,10,7,"Steve Weatherford punts 46 yards, returned by Devin Hester for -2 yards, lateral to Josh Wilson for -1 yards (tackle by Jacquian Williams)",-1.630,-0.610
2,12:34,1,10,ATL 25,10,7,Matt Ryan pass complete short right to Antone Smith for 8 yards (tackle by Jacquian Williams),0.610,1.140
2,12:03,2,2,ATL 33,10,7,Steven Jackson up the middle for 4 yards (tackle by Jameel McClain and Antrel Rolle),1.140,1.400
2,11:34,1,10,ATL 37,10,7,Matt Ryan pass complete short middle to Julio Jones for 10 yards (tackle by Antrel Rolle and Jameel McClain),1.400,2.060
2,11:04,1,10,ATL 47,10,7,"Steven Jackson right tackle for 4 yards (tackle by Jameel McClain and Antrel Rolle). Penalty on Levine Toilolo: Offensive Holding, 10 yards (no play)",2.060,1.400
2,10:46,1,20,ATL 37,10,7,Matt Ryan pass complete short left to Devonta Freeman for 13 yards (tackle by Trumaine McBride and Jason Pierre-Paul),1.400,1.920
2,10:12,2,7,,10,7,Matt Ryan pass complete short middle to Julio Jones for 9 yards (tackle by Markus Kuhn),1.920,2.850
2,9:42,1,10,NYG 41,10,7,Devonta Freeman left guard for 3 yards (tackle by Quintin Demps),2.850,2.710
2,9:14,2,7,NYG 38,10,7,Matt Ryan pass incomplete deep left intended for Julio Jones,2.710,2.020
2,9:09,3,7,NYG 38,10,7,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Dominique Rodgers-Cromartie),2.020,0.720
2,9:02,4,7,NYG 38,10,7,"Matthew Bosher punts 19 yards, fair catch by Preston Parker",0.720,-0.150
2,8:53,1,10,NYG 19,10,7,Rashad Jennings left end for 16 yards (tackle by Paul Worrilow),0.150,1.270
2,8:22,1,10,NYG 35,10,7,Rashad Jennings left end for 8 yards (tackle by Kemal Ishmael),1.270,1.800
2,7:46,2,2,NYG 43,10,7,Andre Williams right guard for 1 yard (tackle by Ra'Shede Hageman and Paul Worrilow),1.800,1.220
2,7:08,3,1,NYG 44,10,7,Rashad Jennings right guard for 3 yards (tackle by Prince Shembo and Paul Worrilow),1.220,2.060
2,6:28,1,10,NYG 47,10,7,Eli Manning pass complete short right to Rueben Randle for 18 yards (tackle by Dezmen Southward and Desmond Trufant),2.060,2.060
2,5:54,1,10,NYG 47,10,7,Timeout #1 by Atlanta Falcons,2.060,3.250
2,5:54,1,10,ATL 35,10,7,Rashad Jennings right guard for 1 yard (tackle by Kemal Ishmael),3.250,2.840
2,5:18,2,9,ATL 34,10,7,Eli Manning sacked by Osi Umenyiora for -7 yards,2.840,1.220
2,4:31,3,16,ATL 41,10,7,Eli Manning pass complete short right to Rashad Jennings for 10 yards (tackle by Paul Soliai and Paul Worrilow),1.220,1.340
2,3:53,4,6,ATL 31,10,10,Josh Brown 49 yard field goal good,1.340,3.000
2,,,,NYG 35,,,"Josh Brown kicks off 59 yards, returned by Devin Hester for 19 yards (tackle by Quintin Demps)",,
2,3:32,1,10,ATL 25,10,10,Matt Ryan pass complete short right to Julio Jones for 14 yards (tackle by Prince Amukamara),0.610,1.530
2,3:08,1,10,ATL 39,10,10,Steven Jackson right end for 4 yards (tackle by Mathias Kiwanuka and Cullen Jenkins),1.530,1.530
2,2:34,2,6,ATL 43,10,10,Matt Ryan pass complete short middle to Steven Jackson for 11 yards (tackle by Antrel Rolle),1.530,2.520
2,2:00,1,10,NYG 46,10,10,Devin Hester left end for 3 yards (tackle by Quintin Demps),2.520,2.380
2,1:32,2,7,NYG 43,10,10,Matt Ryan pass complete deep middle to Roddy White for 22 yards (tackle by Zackary Bowman),2.380,4.170
2,1:01,1,10,NYG 21,10,10,Matt Ryan pass complete short left to Julio Jones for 2 yards (tackle by Trumaine McBride and Prince Amukamara),4.170,4.170
2,0:44,1,10,NYG 21,10,10,Timeout #2 by Atlanta Falcons,4.170,3.900
2,0:44,2,8,NYG 19,10,10,Matt Ryan pass complete short left to Devonta Freeman for 9 yards (tackle by Prince Amukamara),3.900,4.910
2,0:22,1,10,NYG 10,10,10,Matt Ryan pass complete short left to Julio Jones for 8 yards (tackle by Prince Amukamara and Quintin Demps),4.910,4.910
2,0:15,1,10,NYG 10,10,10,Timeout #3 by Atlanta Falcons,4.910,5.720
2,0:15,2,2,NYG 2,10,10,Matt Ryan pass incomplete short left intended for Jacquizz Rodgers,5.720,4.950
2,0:11,3,2,NYG 2,10,10,Matt Ryan pass incomplete short left intended for Roddy White,4.950,3.250
2,0:06,4,2,NYG 2,13,10,Matt Bryant 20 yard field goal good,3.250,3.000
2,0:06,,,ATL 35,13,10,"Matthew Bosher kicks off 31 yards, returned by Preston Parker for 1 yard",0.000,-1.270
2,0:01,1,10,NYG 35,13,10,Eli Manning kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,13,10,"Josh Brown kicks off 69 yards, returned by Devin Hester for 19 yards (tackle by Damontre Moore)",0.000,0.220
3,14:54,1,10,ATL 15,13,10,Steven Jackson left end for 3 yards (tackle by Mathias Kiwanuka and Mark Herzlich),-0.220,-0.280
3,14:19,2,7,ATL 18,13,10,Matt Ryan pass complete short middle to Steven Jackson for 10 yards (tackle by Jameel McClain and Jacquian Williams),-0.280,0.810
3,13:41,1,10,ATL 28,13,10,Matt Ryan pass incomplete short left intended for Steven Jackson (defended by Jason Pierre-Paul),0.810,0.260
3,13:34,2,10,ATL 28,13,10,Matt Ryan pass incomplete short middle intended for Levine Toilolo (defended by Jameel McClain),0.260,-0.430
3,13:28,3,10,ATL 28,13,10,"Matt Ryan pass incomplete deep right intended for Roddy White is intercepted by Quintin Demps at NYG-45 and returned for 6 yards. Quintin Demps fumbles (forced by Jacquizz Rodgers), recovered by Jacquizz Rodgers at ATL-44 (tackle by Quintin Demps). Penalty on Prince Amukamara: Defensive Holding (Declined)",-0.430,1.860
3,13:14,1,10,ATL 44,13,10,Steven Jackson left tackle for 1 yard (tackle by Jason Pierre-Paul and Mike Patterson),1.860,1.450
3,12:41,2,9,ATL 45,13,10,Matt Ryan pass complete short middle to Steven Jackson for 5 yards (tackle by Mark Herzlich and Jacquian Williams),1.450,1.420
3,11:52,3,4,,13,10,Matt Ryan pass incomplete short right intended for Devin Hester,1.420,-0.060
3,11:45,4,4,,13,10,"Matthew Bosher punts 34 yards, fair catch by Preston Parker. Penalty on Jason Pierre-Paul: Running Into the Kicker, 5 yards (no play)",-0.060,2.590
3,11:37,1,10,NYG 45,13,10,Jacquizz Rodgers up the middle for 1 yard (tackle by Jacquian Williams and Markus Kuhn),2.590,2.180
3,11:04,2,9,NYG 44,13,10,Matt Ryan pass complete short left to Julio Jones for no gain,2.180,1.490
3,10:19,3,9,NYG 44,13,10,Matt Ryan pass incomplete deep left intended for Julio Jones,1.490,0.330
3,10:11,4,9,NYG 44,13,10,"Matthew Bosher punts 32 yards, fair catch by Preston Parker",0.330,0.350
3,10:03,1,10,NYG 12,13,10,Rashad Jennings up the middle for 8 yards (tackle by Prince Shembo and Kemal Ishmael),-0.350,0.290
3,9:29,2,2,NYG 20,13,10,Andre Williams up the middle for 5 yards (tackle by Prince Shembo and Kemal Ishmael),0.290,0.610
3,8:54,1,10,NYG 25,13,10,Andre Williams right end for 3 yards (tackle by Kroy Biermann and Prince Shembo),0.610,0.470
3,8:12,2,7,NYG 28,13,10,"Eli Manning pass complete short left to Rueben Randle for 10 yards (tackle by Josh Wilson and Robert Alford). Penalty on John Jerry: Offensive Holding (Offsetting), Penalty on Robert Alford: Illegal Contact (Offsetting) (no play)",0.470,0.470
3,7:58,2,7,NYG 28,13,10,Andre Williams left end for 5 yards (tackle by Kemal Ishmael and Kroy Biermann),0.470,0.430
3,7:14,3,2,NYG 33,13,10,Eli Manning pass incomplete short middle intended for Rueben Randle (defended by Robert Alford),0.430,-1.180
3,7:06,4,2,NYG 33,13,10,"Steve Weatherford punts 67 yards, touchback",-1.180,-0.280
3,6:57,1,10,ATL 20,13,10,Matt Ryan pass complete short right to Steven Jackson for 6 yards (tackle by Jacquian Williams),0.280,0.540
3,6:36,2,4,ATL 26,13,10,Steven Jackson up the middle for no gain (tackle by Antrel Rolle and Mike Patterson),0.540,-0.160
3,5:52,3,4,ATL 26,19,10,"Matt Ryan pass complete short left to Antone Smith for 74 yards, touchdown",-0.160,7.000
3,5:52,,,NYG 2,20,10,Matt Bryant kicks extra point good,0.000,0.000
3,5:52,,,ATL 35,20,10,"Matthew Bosher kicks off 63 yards, returned by Quintin Demps for 17 yards (tackle by Eric Weems)",0.000,-0.150
3,5:31,1,10,NYG 19,20,10,Eli Manning pass incomplete deep left intended for Odell Beckham,0.150,-0.390
3,5:24,2,10,NYG 19,20,10,Andre Williams right tackle for 5 yards (tackle by Kemal Ishmael and Prince Shembo),-0.390,-0.420
3,4:53,3,5,NYG 24,20,10,"Penalty on Malliciah Goodman: Neutral Zone Infraction, 5 yards (no play)",-0.420,0.870
3,4:36,1,10,NYG 29,20,10,"Eli Manning pass incomplete deep left intended for Odell Beckham. Penalty on Robert Alford: Defensive Holding (Declined), Penalty on Robert Alford: Defensive Pass Interference, 26 yards (no play)",0.870,2.590
3,4:28,1,10,ATL 45,20,10,Eli Manning pass complete short middle to Andre Williams for 14 yards (tackle by Paul Worrilow),2.590,3.510
3,3:49,1,10,ATL 31,20,10,Eli Manning pass incomplete deep right intended for Victor Cruz (defended by Josh Wilson),3.510,2.970
3,3:38,2,10,ATL 31,20,10,Eli Manning pass complete short right to Odell Beckham for 8 yards (tackle by Kemal Ishmael),2.970,3.340
3,3:03,3,2,ATL 23,20,10,Eli Manning pass complete short middle to Rueben Randle for 9 yards (tackle by Kemal Ishmael and Dezmen Southward),3.340,4.650
3,2:44,1,10,ATL 14,20,10,Andre Williams right guard for 11 yards (tackle by Kemal Ishmael and Dwight Lowery),4.650,6.510
3,2:17,1,3,ATL 3,20,10,Eli Manning pass incomplete short right intended for Rueben Randle,6.510,5.530
3,2:10,2,3,ATL 3,20,16,"Andre Williams right guard for 3 yards, touchdown",5.530,7.000
3,2:10,,,ATL 2,20,17,Josh Brown kicks extra point good,0.000,0.000
3,2:10,,,NYG 35,20,17,"Josh Brown kicks off 54 yards, returned by Jacquizz Rodgers for 10 yards (tackle by Adrien Robinson)",0.000,-0.340
3,1:59,1,10,ATL 21,20,17,Devonta Freeman left end for 1 yard (tackle by Johnathan Hankins and Jason Pierre-Paul),0.340,-0.070
3,1:22,2,9,ATL 22,20,17,Matt Ryan pass complete short left to Devonta Freeman for -1 yards (tackle by Trumaine McBride and Jacquian Williams),-0.070,-0.890
3,0:40,3,10,ATL 21,20,17,Matt Ryan pass incomplete short right intended for Levine Toilolo,-0.890,-1.960
3,0:33,4,10,ATL 21,20,17,"Matthew Bosher punts 43 yards, fair catch by Odell Beckham",-1.960,-1.330
3,0:24,1,10,NYG 36,20,17,Andre Williams right end for 9 yards (tackle by Prince Shembo and Paul Worrilow),1.330,2.010
Quarter,Time,Down,ToGo,Location,ATL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,NYG 45,20,17,Andre Williams up the middle for no gain (tackle by Paul Worrilow),2.010,1.290
4,14:27,3,1,NYG 45,20,17,Andre Williams up the middle for 1 yard (tackle by Paul Worrilow and Prince Shembo),1.290,1.290
4,13:35,3,1,NYG 45,20,17,Timeout #1 by New York Giants,1.290,1.990
4,13:35,1,10,NYG 46,20,17,Peyton Hillis left tackle for 4 yards (tackle by Kemal Ishmael),1.990,1.990
4,13:05,2,6,,20,17,Eli Manning pass complete short left to Odell Beckham for 14 yards (tackle by Paul Worrilow),1.990,3.180
4,12:42,1,10,ATL 36,20,17,Andre Williams up the middle for 2 yards (tackle by Malliciah Goodman and Prince Shembo),3.180,2.910
4,12:04,2,8,ATL 34,20,17,Eli Manning pass incomplete short middle intended for Victor Cruz (defended by Josh Wilson),2.910,2.210
4,11:55,3,8,ATL 34,20,17,Eli Manning pass complete short right to Victor Cruz for 12 yards (tackle by Paul Soliai),2.210,4.110
4,11:25,1,10,ATL 22,20,17,Peyton Hillis left tackle for 3 yards (tackle by Josh Wilson and Prince Shembo),4.110,3.970
4,10:50,2,7,ATL 19,20,17,Eli Manning pass complete short right to Andre Williams for 4 yards (tackle by Josh Wilson),3.970,3.930
4,10:11,3,3,ATL 15,20,23,"Eli Manning pass complete short left to Odell Beckham for 15 yards, touchdown. Penalty on Robert Alford: Defensive Holding (Declined)",3.930,7.000
4,10:11,,,ATL 2,20,24,Josh Brown kicks extra point good,0.000,0.000
4,10:11,,,NYG 35,20,24,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,10:02,1,10,ATL 20,20,24,Matt Ryan pass complete short left to Julio Jones for 9 yards (tackle by Dominique Rodgers-Cromartie and Antrel Rolle),0.280,0.950
4,9:25,2,1,ATL 29,20,24,Steven Jackson left tackle for -2 yards (tackle by Jacquian Williams and Jameel McClain),0.950,-0.030
4,8:41,3,3,ATL 27,20,24,Matt Ryan pass incomplete short left intended for Devonta Freeman,-0.030,-1.570
4,8:31,4,3,ATL 27,20,24,"Matthew Bosher punts 28 yards, out of bounds",-1.570,-1.930
4,8:23,1,10,NYG 45,20,24,Andre Williams left guard for 3 yards (tackle by Paul Worrilow and Kemal Ishmael),1.930,1.790
4,7:50,2,7,NYG 48,20,24,Eli Manning pass complete short right to Adrien Robinson for 5 yards (tackle by Desmond Trufant),1.790,1.790
4,7:04,2,7,NYG 48,20,24,Timeout #2 by New York Giants,1.790,1.750
4,7:04,3,2,ATL 47,20,24,Eli Manning pass complete short left to Victor Cruz for 9 yards (tackle by Josh Wilson),1.750,3.050
4,6:33,1,10,ATL 38,20,24,Andre Williams left end for 1 yard (tackle by Prince Shembo),3.050,2.640
4,5:59,2,9,ATL 37,20,24,Andre Williams left guard for 6 yards (tackle by Dwight Lowery),2.640,2.740
4,5:14,3,3,ATL 31,20,24,Eli Manning pass incomplete short right intended for Rueben Randle (defended by Desmond Trufant),2.740,1.380
4,5:06,4,3,ATL 31,20,27,Josh Brown 50 yard field goal good,1.380,3.000
4,5:06,,,NYG 35,20,27,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,5:01,1,10,ATL 20,20,27,Matt Ryan pass incomplete,0.280,-0.270
4,4:53,2,10,ATL 20,20,27,Steven Jackson up the middle for -1 yards (tackle by Cullen Jenkins and Jameel McClain). Penalty on Jake Matthews: Offensive Holding (Declined),-0.270,-1.140
4,4:48,3,11,ATL 19,20,27,Matt Ryan pass complete short right to Devin Hester for 10 yards (tackle by Trumaine McBride),-1.140,-1.440
4,4:40,4,1,ATL 29,20,27,Matt Ryan sacked by Johnathan Hankins for -9 yards,-1.440,-4.310
4,4:34,1,10,ATL 19,20,27,Andre Williams left end for no gain (tackle by Paul Worrilow),4.310,3.750
4,3:54,2,10,ATL 19,20,27,Andre Williams right guard for 3 yards (tackle by Paul Soliai and Tyson Jackson),3.750,3.750
4,3:47,2,10,ATL 19,20,27,Timeout #1 by Atlanta Falcons,3.750,3.410
4,3:47,3,7,ATL 16,20,27,Andre Williams right end for 8 yards (tackle by Desmond Trufant and Prince Shembo),3.410,5.370
4,3:06,1,8,ATL 8,20,27,Andre Williams up the middle for 1 yard (tackle by Paul Worrilow and Tyson Jackson),5.370,5.370
4,3:00,1,8,ATL 8,20,27,Timeout #2 by Atlanta Falcons,5.370,4.760
4,3:00,2,7,ATL 7,20,27,Andre Williams right tackle for no gain (tackle by Corey Peters and Paul Worrilow),4.760,4.760
4,2:55,2,7,ATL 7,20,27,Timeout #3 by Atlanta Falcons,4.760,3.810
4,2:55,3,7,ATL 7,20,27,Eli Manning kneels for -2 yards,3.810,3.810
4,2:11,3,7,ATL 7,20,27,Timeout #3 by New York Giants,3.810,2.830
4,2:11,4,9,ATL 9,20,30,Josh Brown 26 yard field goal good,2.830,3.000
4,2:11,,,NYG 35,20,30,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,2:08,1,10,ATL 20,20,30,Matt Ryan pass complete short right to Devin Hester for 6 yards (tackle by Trumaine McBride),0.280,0.540
4,2:00,2,4,ATL 26,20,30,Matt Ryan pass complete short right to Julio Jones for 8 yards (tackle by Dominique Rodgers-Cromartie),0.540,1.200
4,1:39,1,10,ATL 34,20,30,"Matt Ryan pass incomplete deep right intended for Julio Jones. Penalty on Julio Jones: Offensive Pass Interference, 10 yards (no play)",1.200,0.540
4,1:34,1,20,ATL 24,20,30,"Matt Ryan pass complete short middle to Roddy White for 11 yards (tackle by Antrel Rolle). Penalty on Jake Matthews: Offensive Holding, 10 yards (no play)",0.540,-0.730
4,1:26,1,30,ATL 14,20,30,Devonta Freeman up the middle for 10 yards (tackle by Robert Ayers),-0.730,-0.690
4,1:04,2,20,ATL 24,20,30,Matt Ryan pass incomplete deep left intended for Julio Jones,-0.690,-1.350
4,0:56,3,20,ATL 24,20,30,Matt Ryan pass complete short right to Devonta Freeman for 19 yards (tackle by Antrel Rolle),-1.350,-0.520
4,0:29,4,1,ATL 43,20,30,Matt Ryan pass complete short middle to Devonta Freeman for 4 yards (tackle by Jameel McClain),-0.520,2.060
4,0:14,1,10,ATL 47,20,30,Matt Ryan spiked the ball,2.060,1.520
4,0:13,2,10,ATL 47,20,30,"Matt Ryan pass incomplete deep right intended for Devin Hester (defended by Dominique Rodgers-Cromartie). Penalty on Harland Gunn: Offensive Holding, 10 yards (no play)",1.520,0.170
4,0:03,2,20,ATL 37,20,30,Devonta Freeman up the middle for 24 yards (tackle by Jacquian Williams),0.170,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
