Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
1,10:27,2,10,ARI 45,7,0,Chase Edmonds left tackle for 4 yards (tackle by Jerome Baker),1.380,1.220
1,9:56,3,6,ARI 49,7,0,Kyler Murray pass complete short right to Christian Kirk for 8 yards (tackle by Byron Jones),1.220,2.720
1,9:33,1,10,MIA 43,7,0,Kyler Murray pass complete short right to Christian Kirk for 10 yards (tackle by Eric Rowe),2.720,3.380
1,9:00,,,,,,Timeout #1 by Miami Dolphins,,
1,9:00,1,10,MIA 33,7,0,Chase Edmonds up the middle for 1 yard (tackle by Zach Sieler),3.380,2.970
1,8:39,2,9,MIA 32,7,0,Kyler Murray pass complete short middle to Larry Fitzgerald for 17 yards (tackle by Kamu Grugier-Hill),2.970,4.580
1,8:06,1,10,MIA 15,7,0,Chase Edmonds up the middle for 1 yard (tackle by Kyle Van Noy),4.580,4.110
1,7:32,2,9,MIA 14,7,0,Kyler Murray pass incomplete short left intended for Andy Isabella,4.110,3.240
1,7:27,3,9,MIA 14,7,0,Kyler Murray left end for 10 yards (tackle by Brandon Jones),3.240,6.280
1,6:57,1,4,MIA 4,7,6,"Kyler Murray pass complete short left to Maxx Williams for 4 yards, touchdown",6.280,7.000
1,6:51,,,MIA 15,7,7,Zane Gonzalez kicks extra point good,0.000,0.000
1,6:51,,,ARI 35,7,7,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
1,6:51,1,10,MIA 25,7,7,Tua Tagovailoa pass complete short right to Preston Williams for 5 yards (tackle by Patrick Peterson),0.610,0.740
1,6:14,2,5,MIA 30,7,7,"Penalty on Markus Golden: Neutral Zone Infraction, 5 yards (no play)",0.740,1.270
1,5:59,1,10,MIA 35,7,7,"Penalty on Leki Fotu: Neutral Zone Infraction, 5 yards (no play)",1.270,2.000
1,5:39,1,5,MIA 40,7,7,Jordan Howard up the middle for 4 yards (tackle by Budda Baker and Haason Reddick),2.000,1.940
1,4:59,2,1,MIA 44,7,7,Jordan Howard up the middle for 2 yards (tackle by Markus Golden),1.940,1.990
1,4:22,1,10,MIA 46,7,7,Tua Tagovailoa pass incomplete deep left intended for Preston Williams,1.990,1.450
1,4:17,2,10,MIA 46,7,7,"Tua Tagovailoa pass incomplete short left. Penalty on Jesse Davis: Offensive Holding, 10 yards (no play)",1.450,0.100
1,4:11,2,20,MIA 36,7,7,"Tua Tagovailoa sacked by Markus Golden for no gain. Penalty on Leki Fotu: Face Mask (15 Yards), 15 yards (no play)",0.100,2.320
1,3:44,1,10,ARI 49,7,7,Tua Tagovailoa pass complete short left to Preston Williams for 11 yards,2.320,3.050
1,3:29,1,10,ARI 38,7,7,Tua Tagovailoa left tackle for 5 yards (tackle by Budda Baker),3.050,3.180
1,2:50,2,5,ARI 33,7,7,Tua Tagovailoa pass complete deep left to Mike Gesicki for 17 yards (tackle by De'Vondre Campbell),3.180,4.510
1,2:07,1,10,ARI 16,7,7,"Penalty on Jesse Davis: False Start, 5 yards (no play)",4.510,4.170
1,1:46,1,15,ARI 21,7,7,Tua Tagovailoa pass complete short middle to Durham Smythe for 19 yards (tackle by Jalen Thompson),4.170,6.740
1,1:04,1,2,ARI 2,7,7,Tua Tagovailoa pass incomplete short left intended for Adam Shaheen,6.740,5.720
1,0:59,2,2,ARI 2,13,7,"Jordan Howard right tackle for 2 yards, touchdown",5.720,7.000
1,0:55,,,ARI 15,14,7,Jason Sanders kicks extra point good,0.000,0.000
1,0:55,,,MIA 35,14,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,0:55,1,10,ARI 25,14,7,Kyler Murray pass complete deep middle to Larry Fitzgerald for 16 yards (tackle by Eric Rowe),0.610,1.660
1,0:30,1,10,ARI 41,14,7,"Penalty on DeAndre Hopkins: False Start, 5 yards (no play)",1.660,1.330
1,0:11,1,15,ARI 36,14,7,Chase Edmonds left end for 5 yards (tackle by Jerome Baker),1.330,1.120
Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,ARI 41,14,7,Kyler Murray left end for 3 yards (tackle by Jerome Baker),1.120,0.830
2,14:31,3,7,ARI 44,14,13,"Kyler Murray pass complete deep middle to Christian Kirk for 56 yards, touchdown",0.830,7.000
2,14:23,,,MIA 15,14,14,Zane Gonzalez kicks extra point good,0.000,0.000
2,14:23,,,ARI 35,14,14,"Zane Gonzalez kicks off 60 yards, returned by Jakeem Grant for 15 yards (tackle by Isaiah Simmons)",0.000,0.280
2,14:18,1,10,MIA 20,14,14,Tua Tagovailoa pass complete deep left to Preston Williams for 35 yards (tackle by Kevin Peterson). Penalty on Kevin Peterson: Defensive Pass Interference (Declined),0.280,2.590
2,13:53,1,10,ARI 45,14,14,Tua Tagovailoa pass incomplete deep left intended for DeVante Parker. Penalty on Ted Karras: Illegal Use of Hands (Offsetting) . Penalty on Chandler Cox: Defensive Pass Interference (Offsetting) (no play),2.590,2.590
2,13:46,1,10,ARI 45,14,14,Tua Tagovailoa pass complete short right to DeVante Parker for 3 yards (tackle by De'Vante Bausby),2.590,2.450
2,13:07,2,7,ARI 42,14,14,Salvon Ahmed up the middle for 7 yards (tackle by Budda Baker and Jordan Hicks),2.450,3.250
2,12:23,1,10,ARI 35,14,14,Salvon Ahmed right end for 4 yards (tackle by Kylie Fitts),3.250,3.240
2,11:37,2,6,ARI 31,14,14,Salvon Ahmed up the middle for 19 yards (tackle by Patrick Peterson),3.240,4.780
2,11:10,1,10,ARI 12,14,14,Jordan Howard left tackle for 3 yards (tackle by Jalen Thompson),4.780,4.640
2,10:29,2,7,ARI 9,14,14,Tua Tagovailoa pass incomplete short left intended for Jakeem Grant (defended by Markus Golden),4.640,3.700
2,10:25,3,7,ARI 9,20,14,"Tua Tagovailoa pass complete short right to Preston Williams for 9 yards, touchdown",3.700,7.000
2,10:18,,,ARI 15,21,14,Jason Sanders kicks extra point good,0.000,0.000
2,10:18,,,MIA 35,21,14,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,10:18,1,10,ARI 25,21,14,Kyler Murray pass complete short middle to Dan Arnold for 16 yards (tackle by Xavien Howard),0.610,1.660
2,9:55,1,10,ARI 41,21,14,Chase Edmonds right end for 4 yards (tackle by Jerome Baker),1.660,1.660
2,9:27,2,6,ARI 45,21,14,Chase Edmonds up the middle for 3 yards (tackle by Emmanuel Ogbah),1.660,1.360
2,8:48,3,3,ARI 48,21,14,Kyler Murray pass complete short left to Larry Fitzgerald for 10 yards (tackle by Eric Rowe),1.360,2.790
2,8:15,1,10,MIA 42,21,14,Chase Edmonds up the middle for 4 yards (tackle by Emmanuel Ogbah),2.790,2.780
2,7:52,2,6,MIA 38,21,14,Chase Edmonds left end for 3 yards (tackle by Xavien Howard),2.780,2.480
2,7:16,3,3,MIA 35,21,14,Kyler Murray right end for 16 yards (tackle by Bobby McCain),2.480,4.310
2,6:39,1,10,MIA 19,21,14,Chase Edmonds up the middle for 6 yards (tackle by Kyle Van Noy),4.310,4.720
2,6:05,2,4,MIA 13,21,14,Chase Edmonds left end for -6 yards (tackle by Eric Rowe),4.720,3.030
2,5:18,3,10,MIA 19,21,14,Kyler Murray pass incomplete short right intended for Larry Fitzgerald,3.030,2.180
2,5:10,,,,,,Timeout #2 by Miami Dolphins,,
2,5:10,4,10,MIA 19,21,17,Zane Gonzalez 37 yard field goal good,2.180,3.000
2,5:06,,,ARI 35,21,17,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,5:06,1,10,MIA 25,21,17,Tua Tagovailoa pass complete short left to Jakeem Grant for 4 yards (tackle by Jalen Thompson),0.610,0.600
2,4:21,2,6,MIA 29,21,17,Tua Tagovailoa pass complete short right to DeVante Parker for 16 yards (tackle by Isaiah Simmons),0.600,1.930
2,3:36,1,10,MIA 45,21,17,"Tua Tagovailoa pass incomplete short right. Penalty on Tua Tagovailoa: Intentional Grounding, 11 yards",1.930,-0.100
2,3:32,2,21,MIA 34,21,17,Tua Tagovailoa sacked by Josh Mauro for -10 yards,-0.100,-2.080
2,2:45,3,31,MIA 24,21,17,Tua Tagovailoa up the middle for 8 yards (tackle by Haason Reddick),-2.080,-1.240
2,2:00,4,23,MIA 32,21,17,"Matt Haack punts 41 yards, returned by Christian Kirk for -4 yards (tackle by Kamu Grugier-Hill)",-1.240,-0.480
2,1:50,1,10,ARI 23,21,17,"Penalty on D.J. Humphries: False Start, 5 yards (no play)",0.480,0.000
2,1:50,1,15,ARI 18,21,17,Chase Edmonds up the middle for 4 yards (tackle by Emmanuel Ogbah),0.000,-0.200
2,1:30,2,11,ARI 22,21,17,Kyler Murray pass complete short right to Andy Isabella for 4 yards (tackle by Brandon Jones),-0.200,-0.360
2,1:05,3,7,ARI 26,21,17,Kyler Murray pass complete short middle to Andy Isabella for 6 yards (tackle by Shaq Lawson),-0.360,-1.240
2,0:59,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:58,4,1,ARI 32,21,17,"Andy Lee punts 42 yards, returned by Jakeem Grant for 10 yards (tackle by Tanner Vallejo and Zeke Turner)",-1.240,-1.330
2,0:46,1,10,MIA 36,21,17,Tua Tagovailoa pass complete short left to Jakeem Grant for 16 yards (tackle by Jordan Hicks),1.330,2.390
2,0:39,1,10,ARI 48,21,17,Tua Tagovailoa sacked by Markus Golden for -6 yards,2.390,1.040
2,0:29,,,,,,Timeout #3 by Miami Dolphins,,
2,0:29,2,16,MIA 46,21,17,Tua Tagovailoa pass complete short left to Patrick Laird for 17 yards (tackle by De'Vondre Campbell),1.040,3.120
2,0:21,1,10,ARI 37,21,17,Patrick Laird up the middle for -1 yards (tackle by Haason Reddick),3.120,2.440
2,0:04,2,11,ARI 38,21,17,Tua Tagovailoa spiked the ball,2.440,1.750
2,0:03,3,11,ARI 38,24,17,Jason Sanders 56 yard field goal good,1.750,3.000
Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,24,17,"Jason Sanders kicks off 67 yards, returned by Andy Isabella for 15 yards (tackle by Andrew Van Ginkel). Andy Isabella fumbles (forced by Andrew Van Ginkel), recovered by Andy Isabella at ARI-13",0.000,-0.320
3,14:51,1,10,ARI 13,24,17,Chase Edmonds up the middle for 1 yard (tackle by Christian Wilkins),-0.320,-0.680
3,14:21,2,9,ARI 14,24,17,Kyler Murray pass complete short left to DeAndre Hopkins for 17 yards (tackle by Xavien Howard),-0.680,1.000
3,14:01,1,10,ARI 31,24,17,Chase Edmonds up the middle for 5 yards (tackle by Shaq Lawson and Elandon Roberts),1.000,1.140
3,13:26,2,5,ARI 36,24,17,Kyler Murray pass complete short left to D.J. Foster for 7 yards (tackle by Nik Needham),1.140,1.800
3,12:55,1,10,ARI 43,24,17,Kyler Murray pass complete short right to Christian Kirk for 14 yards (tackle by Byron Jones),1.800,2.720
3,12:19,1,10,MIA 43,24,17,"Kyler Murray pass incomplete deep left intended for DeAndre Hopkins. Penalty on Xavien Howard: Defensive Pass Interference, 18 yards (no play)",2.720,3.910
3,12:13,1,10,MIA 25,24,17,Chase Edmonds up the middle for 4 yards (tackle by Byron Jones),3.910,3.900
3,11:55,2,6,MIA 21,24,23,"Kyler Murray pass complete deep right to Darrell Daniels for 21 yards, touchdown",3.900,7.000
3,11:48,,,MIA 15,24,24,Zane Gonzalez kicks extra point good,0.000,0.000
3,11:48,,,ARI 35,24,24,"Zane Gonzalez kicks off 67 yards, returned by Noah Igbinoghene for 22 yards (tackle by Dennis Gardeck)",0.000,0.280
3,11:42,1,10,MIA 20,24,24,Salvon Ahmed up the middle for -2 yards (tackle by Haason Reddick),0.280,-0.630
3,11:04,2,12,MIA 18,24,24,"Tua Tagovailoa pass incomplete deep right intended for DeVante Parker. Penalty on Jace Whittaker: Defensive Pass Interference, 21 yards (no play)",-0.630,1.530
3,10:58,1,10,MIA 39,24,24,Tua Tagovailoa pass complete short left to DeVante Parker for 9 yards (tackle by Patrick Peterson),1.530,2.200
3,10:25,2,1,MIA 48,24,24,Salvon Ahmed up the middle for 3 yards (tackle by Corey Peters),2.200,2.320
3,9:41,1,10,ARI 49,24,24,Salvon Ahmed up the middle for 4 yards (tackle by Jordan Hicks),2.320,2.320
3,9:06,2,6,ARI 45,24,24,Tua Tagovailoa pass incomplete short left intended for Malcolm Perry (defended by Jalen Thompson),2.320,1.620
3,9:03,3,6,ARI 45,24,24,Tua Tagovailoa sacked by De'Vondre Campbell for -11 yards. Penalty on Austin Jackson: Offensive Holding (Declined),1.620,-0.460
3,8:49,4,17,MIA 44,24,24,Matt Haack punts 40 yards downed by Mack Hollins,-0.460,0.140
3,8:38,1,10,ARI 16,24,24,Kyler Murray pass complete short middle to Larry Fitzgerald for 11 yards (tackle by Bobby McCain),-0.140,0.740
3,7:54,1,10,ARI 27,24,24,Chase Edmonds up the middle for 4 yards (tackle by Zach Sieler),0.740,0.740
3,7:22,2,6,ARI 31,24,24,Kyler Murray pass complete short left to DeAndre Hopkins for 6 yards (tackle by Xavien Howard),0.740,1.400
3,6:53,1,10,ARI 37,24,24,Kyler Murray pass incomplete short right intended for Christian Kirk (defended by Kyle Van Noy),1.400,0.860
3,6:48,2,10,ARI 37,24,24,Chase Edmonds up the middle for 5 yards (tackle by Raekwon Davis),0.860,0.830
3,6:13,3,5,ARI 42,24,24,Kyler Murray pass complete short left to Chase Edmonds for 4 yards (tackle by Brandon Jones),0.830,-0.320
3,5:30,,,,,,Timeout #1 by Miami Dolphins,,
3,5:30,4,1,ARI 46,24,24,Kyler Murray pass incomplete deep left intended for DeAndre Hopkins. Penalty on Xavien Howard: Defensive Pass Interference (Offsetting) Penalty on ARI: Ineligible Downfield Pass (Offsetting) (no play),-0.320,-0.320
3,5:22,4,1,ARI 46,24,24,Kyler Murray up the middle for 28 yards (tackle by Nik Needham),-0.320,3.840
3,4:40,1,10,MIA 26,24,24,Chase Edmonds left tackle for -3 yards (tackle by Shaq Lawson),3.840,2.890
3,4:01,2,13,MIA 29,24,24,"Kyler Murray pass incomplete short left intended for DeAndre Hopkins. Penalty on Xavien Howard: Defensive Pass Interference, 4 yards (no play)",2.890,3.910
3,3:57,1,10,MIA 25,24,24,Chase Edmonds up the middle for 3 yards (tackle by Kyle Van Noy and Zach Sieler),3.910,3.770
3,3:18,2,7,MIA 22,24,24,Kyler Murray pass complete short left to Chase Edmonds for 10 yards (tackle by Kyle Van Noy),3.770,4.780
3,2:33,1,10,MIA 12,24,30,"Kyler Murray left end for 12 yards, touchdown",4.780,7.000
3,2:28,,,MIA 15,24,31,Zane Gonzalez kicks extra point good,0.000,0.000
3,2:28,,,ARI 35,24,31,"Zane Gonzalez kicks off 65 yards, returned by Noah Igbinoghene for 14 yards (tackle by Jonathan Ward and Charles Washington). Penalty on Patrick Laird: Illegal Block Above the Waist, 7 yards",0.000,-0.380
3,2:21,1,10,MIA 7,24,31,Jordan Howard up the middle for -2 yards (tackle by Corey Peters and Haason Reddick),-0.380,-0.930
3,1:39,2,12,MIA 5,24,31,Salvon Ahmed up the middle for 3 yards (tackle by Jordan Hicks),-0.930,-1.300
3,0:55,3,9,MIA 8,24,31,Tua Tagovailoa pass complete short right to DeVante Parker for 14 yards (tackle by Jace Whittaker),-1.300,0.410
3,0:14,1,10,MIA 22,24,31,Jordan Howard up the middle for 1 yard (tackle by Jordan Hicks and Markus Golden),0.410,0.000
Quarter,Time,Down,ToGo,Location,MIA,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,MIA 23,24,31,Tua Tagovailoa pass complete short middle to DeVante Parker for 5 yards (tackle by Patrick Peterson),0.000,-0.030
4,14:22,3,4,MIA 28,24,31,Tua Tagovailoa right tackle for 6 yards (tackle by Budda Baker),-0.030,1.200
4,13:39,1,10,MIA 34,24,31,"Tua Tagovailoa pass complete short right to Mike Gesicki for no gain (tackle by Budda Baker). Penalty on Budda Baker: Lowering the Head to Initiate Contact, 15 yards (no play)",1.200,2.190
4,13:19,1,10,MIA 49,24,31,Tua Tagovailoa pass complete deep middle to DeVante Parker for 17 yards (tackle by Patrick Peterson). Penalty on Patrick Peterson: Defensive Pass Interference (Declined),2.190,3.310
4,12:50,1,10,ARI 34,24,31,Tua Tagovailoa pass complete short right to Jakeem Grant for 6 yards (tackle by Jace Whittaker),3.310,3.580
4,12:11,2,4,ARI 28,24,31,Tua Tagovailoa up the middle for 17 yards (tackle by De'Vondre Campbell),3.580,4.840
4,11:24,1,10,ARI 11,30,31,"Tua Tagovailoa pass complete short right to Mack Hollins for 11 yards, touchdown",4.840,7.000
4,11:19,,,ARI 15,31,31,Jason Sanders kicks extra point good,0.000,0.000
4,11:19,,,MIA 35,31,31,"Jason Sanders kicks off 53 yards, returned by Andy Isabella for 15 yards (tackle by Noah Igbinoghene)",0.000,0.740
4,11:14,1,10,ARI 27,31,31,Chase Edmonds up the middle for 4 yards (tackle by Christian Wilkins),0.740,0.740
4,10:42,2,6,ARI 31,31,31,Kyler Murray pass complete short left to Chase Edmonds for 9 yards (tackle by Christian Wilkins). Penalty on Justin Murray: Offensive Holding (Offsetting) Penalty on MIA: Face Mask (15 Yards) (Offsetting) (no play),0.740,0.740
4,10:07,2,6,ARI 31,31,31,Kyler Murray pass complete short left to DeAndre Hopkins for 7 yards (tackle by Byron Jones),0.740,1.470
4,9:42,1,10,ARI 38,31,31,D.J. Foster up the middle for 2 yards (tackle by Raekwon Davis and Jason Strowbridge),1.470,1.190
4,9:01,2,8,ARI 40,31,31,Kyler Murray right end for -1 yards (tackle by Kyle Van Noy),1.190,0.370
4,8:30,3,9,ARI 39,31,31,Kyler Murray up the middle for 8 yards (tackle by Eric Rowe),0.370,-0.260
4,7:43,,,,,,Timeout #1 by Arizona Cardinals,,
4,7:43,4,1,ARI 47,31,31,Kyler Murray left tackle for 4 yards (tackle by Jerome Baker),-0.260,2.320
4,7:12,1,10,MIA 49,31,31,Chase Edmonds up the middle for 4 yards (tackle by Elandon Roberts),2.320,2.320
4,6:43,2,6,MIA 45,31,31,Chase Edmonds up the middle for 2 yards (tackle by Raekwon Davis),2.320,1.880
4,5:56,3,4,MIA 43,31,31,Kyler Murray left end for 3 yards (tackle by Byron Jones),1.880,0.590
4,5:20,4,1,MIA 40,31,31,Chase Edmonds up the middle for no gain (tackle by Zach Sieler and Elandon Roberts),0.590,-1.600
4,5:15,1,10,MIA 40,31,31,Tua Tagovailoa pass complete deep left to Mike Gesicki for 19 yards (tackle by De'Vondre Campbell),1.600,2.850
4,4:32,1,10,ARI 41,31,31,Tua Tagovailoa pass incomplete deep left intended for DeVante Parker,2.850,2.310
4,4:27,2,10,ARI 41,31,31,Tua Tagovailoa pass incomplete short right intended for Mike Gesicki,2.310,1.620
4,4:22,3,10,ARI 41,31,31,Tua Tagovailoa pass complete short right to Jakeem Grant for 9 yards (tackle by Patrick Peterson),1.620,1.310
4,3:35,,,,,,Timeout #2 by Miami Dolphins,,
4,3:35,4,1,ARI 32,34,31,Jason Sanders 50 yard field goal good,1.310,3.000
4,3:30,,,MIA 35,34,31,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,3:30,1,10,ARI 25,34,31,Kyler Murray pass complete deep right to Christian Kirk for 35 yards (tackle by Bobby McCain),0.610,2.920
4,3:03,1,10,MIA 40,34,31,Chase Edmonds up the middle for 6 yards (tackle by Elandon Roberts),2.920,3.180
4,2:25,2,4,MIA 34,34,31,Chase Edmonds up the middle for 3 yards (tackle by Jerome Baker),3.180,2.870
4,2:00,3,1,MIA 31,34,31,Kyler Murray pass incomplete short right intended for Christian Kirk,2.870,1.410
4,1:58,4,1,MIA 31,34,31,Zane Gonzalez 49 yard field goal no good,1.410,-1.530
4,1:53,1,10,MIA 39,34,31,Jordan Howard up the middle for 8 yards (tackle by De'Vondre Campbell),1.530,2.070
4,1:09,2,2,MIA 47,34,31,Jordan Howard up the middle for 1 yard (tackle by Markus Golden and Budda Baker),2.070,1.490
4,1:05,,,,,,Timeout #2 by Arizona Cardinals,,
4,1:05,,,,,,Timeout #3 by Miami Dolphins,,
4,1:05,3,1,MIA 48,34,31,Tua Tagovailoa up the middle for 1 yard (tackle by Markus Golden and Jordan Hicks),1.490,2.190
4,0:50,,,,,,Timeout #3 by Arizona Cardinals,,
4,0:50,1,10,MIA 49,34,31,Tua Tagovailoa kneels for -1 yards,2.190,1.510
4,0:13,2,11,MIA 48,34,31,Tua Tagovailoa kneels for -1 yards,1.510,0.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
