Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
3,10:47,,,JAX 35,17,10,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,10:40,1,10,ATL 20,17,10,Devonta Freeman middle for 5 yards (tackle by Sergio Brown),0.280,0.410
3,10:18,2,5,ATL 25,17,10,Matt Ryan pass complete short left to Julio Jones for 13 yards (tackle by Davon House),0.410,1.470
3,9:52,1,10,ATL 38,17,10,Matt Ryan pass incomplete short left intended for Devonta Freeman is intercepted by Paul Posluszny at ATL-42 and returned for 3 yards,1.470,-2.980
3,9:45,1,10,ATL 39,17,10,Denard Robinson left end for 7 yards (tackle by Ra'Shede Hageman),2.980,3.390
3,9:08,2,3,ATL 32,17,10,Denard Robinson left end for 3 yards (tackle by Nathan Stupar),3.390,3.640
3,8:26,1,10,ATL 29,17,10,Blake Bortles pass complete short left to Denard Robinson for 6 yards (tackle by Justin Durant),3.640,3.910
3,7:50,2,4,ATL 23,17,10,Blake Bortles left end for 4 yards (tackle by Robert Alford),3.910,4.310
,,,,,,,"JAX challenged the first down ruling, and the original play was overturned.",,
3,7:00,1,10,ATL 19,17,10,Blake Bortles pass complete short left to Denard Robinson for 9 yards (tackle by Justin Durant),4.310,5.360
3,6:21,2,1,ATL 10,17,16,"Blake Bortles pass complete short right to Allen Robinson for 10 yards, touchdown. Penalty on Desmond Trufant: Defensive Pass Interference (Declined)",5.360,7.000
3,6:21,,,ATL 10,17,17,Jason Myers kicks extra point good,0.000,0.000
3,6:21,,,JAX 35,17,17,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,6:15,1,10,ATL 20,17,17,Devonta Freeman middle for -1 yards (tackle by Paul Posluszny),0.280,-0.460
3,5:33,2,11,ATL 19,17,17,Devonta Freeman right end for no gain (tackle by Paul Posluszny),-0.460,-1.140
3,4:54,3,11,ATL 19,17,17,Matt Ryan pass complete short right to Julio Jones for 12 yards (tackle by Telvin Smith),-1.140,1.000
3,4:17,1,10,ATL 31,17,17,Devonta Freeman left end for 2 yards (tackle by Hayes Pullard),1.000,0.730
3,3:36,2,8,ATL 33,17,17,Matt Ryan sacked by Jared Odrick for -1 yards,0.730,-0.100
3,2:54,3,9,ATL 32,17,17,Matt Ryan pass complete deep middle to Julio Jones for 19 yards (tackle by Sergio Brown),-0.100,2.320
3,2:22,1,10,JAX 49,17,17,Devonta Freeman middle for 2 yards (tackle by Jared Odrick),2.320,2.050
3,1:41,2,8,JAX 47,17,17,Devonta Freeman right end for 1 yard (tackle by Andre Branch),2.050,1.490
3,0:59,3,7,JAX 46,17,17,"Matt Ryan pass incomplete short left intended for Nick Williams. Penalty on Davon House: Defensive Pass Interference, 6 yards (no play)",1.490,2.920
3,0:55,1,10,JAX 40,17,17,Devonta Freeman middle for 3 yards (tackle by Telvin Smith),2.920,2.780
3,0:18,2,7,JAX 37,17,17,Matt Ryan pass incomplete deep left intended for Julio Jones,2.780,2.080
3,0:12,3,7,JAX 37,17,17,Matt Ryan pass incomplete short middle intended for Justin Hardy (defended by Andre Branch),2.080,0.790
3,0:08,4,7,JAX 37,17,17,Matthew Bosher punts 27 yards,0.790,0.380
Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 10,17,17,Blake Bortles pass incomplete short right intended for Denard Robinson,-0.380,-0.780
4,14:57,2,10,JAX 10,17,17,"Denard Robinson right end for no gain. Denard Robinson fumbles, recovered by Denard Robinson at JAX-10",-0.780,-1.420
4,14:10,3,10,JAX 10,17,17,"Blake Bortles sacked by Philip Wheeler for -2 yards. Blake Bortles fumbles (forced by Philip Wheeler), recovered by Jermey Parnell at JAX-5",-1.420,-2.490
4,13:35,4,15,JAX 5,17,17,"Bryan Anger punts 60 yards, returned by Devin Hester for 3 yards (tackle by Hayes Pullard)",-2.490,-1.470
4,13:24,1,10,ATL 38,17,17,"Matt Ryan pass incomplete deep left intended for Julio Jones. Penalty on Telvin Smith: Defensive Pass Interference, 31 yards (no play)",1.470,3.510
4,13:17,1,10,JAX 31,17,17,Matt Ryan pass complete short right to Julio Jones for 5 yards (tackle by Davon House),3.510,3.640
4,12:45,2,5,JAX 26,17,17,Devonta Freeman left end for -2 yards (tackle by Michael Bennett),3.640,2.680
4,12:01,3,7,JAX 28,17,17,Matt Ryan pass complete short left to Roddy White for 14 yards (tackle by Nick Marshall),2.680,4.650
4,11:21,1,10,JAX 14,17,17,Devonta Freeman middle for -1 yards (tackle by Jared Odrick),4.650,3.850
4,10:40,2,11,JAX 15,17,17,Matt Ryan pass incomplete short middle intended for Devonta Freeman (defended by Tyson Alualu),3.850,3.060
4,10:35,3,11,JAX 15,17,17,Matt Ryan pass incomplete short right intended for Justin Hardy,3.060,2.440
4,10:31,4,11,JAX 15,20,17,Shayne Graham 33 yard field goal good,2.440,3.000
4,10:31,,,ATL 35,20,17,"Matthew Bosher kicks off 62 yards, returned by Nick Marshall for 17 yards (tackle by Tyler Starr)",0.000,-0.280
4,10:22,1,10,JAX 20,20,17,Blake Bortles middle for 9 yards,0.280,0.950
4,9:41,2,1,JAX 29,20,17,"Denard Robinson middle for -13 yards (tackle by Jonathan Babineaux). Denard Robinson fumbles (forced by Jonathan Babineaux), recovered by Allen Hurns at JAX-16",0.950,-1.690
4,9:11,3,14,JAX 16,20,17,Blake Bortles pass complete short middle to Denard Robinson for 10 yards (tackle by Justin Durant),-1.690,-1.630
4,8:33,4,4,JAX 26,20,17,"Bryan Anger punts 43 yards, fair catch by Devin Hester",-1.630,-1.000
4,8:26,1,10,ATL 31,20,17,Devonta Freeman left end for -4 yards (tackle by Telvin Smith),1.000,-0.080
4,7:42,2,14,ATL 27,20,17,Matt Ryan pass complete short left to Devonta Freeman for 5 yards (tackle by Davon House),-0.080,-0.100
4,6:57,3,9,ATL 32,20,17,Matt Ryan pass complete short middle to Justin Hardy for 20 yards (tackle by Jonathan Cyprien),-0.100,2.390
4,6:13,1,10,JAX 48,20,17,Devonta Freeman middle for 5 yards (tackle by Telvin Smith),2.390,2.520
4,5:35,2,5,JAX 43,20,17,Devonta Freeman middle for no gain (tackle by Jonathan Cyprien),2.520,1.820
4,4:49,3,5,JAX 43,20,17,Matt Ryan pass complete short left to Justin Hardy for 9 yards (tackle by Hayes Pullard),1.820,3.310
4,4:04,1,10,JAX 34,20,17,"Matt Ryan pass complete short middle to Devonta Freeman for -2 yards (tackle by Andre Branch). Penalty on Roddy White: Offensive Pass Interference, 10 yards (no play)",3.310,2.650
4,3:58,1,20,JAX 44,20,17,Matt Ryan pass complete short right to Justin Hardy for 7 yards (tackle by Aaron Colvin),2.650,2.370
4,3:12,2,13,JAX 37,20,17,Matt Ryan pass incomplete short right intended for Devonta Freeman (defended by Andre Branch),2.370,1.690
4,3:08,3,13,JAX 37,20,17,Matt Ryan pass complete short middle to Roddy White for 17 yards (tackle by Josh Evans),1.690,1.690
4,3:00,3,13,JAX 37,20,17,Timeout #1 by Jacksonville Jaguars,1.690,4.240
4,2:58,1,10,JAX 20,20,17,Devonta Freeman right end for 2 yards (tackle by Dan Skuta),4.240,3.960
4,2:15,2,8,JAX 18,20,17,Devonta Freeman middle for -6 yards (tackle by Chris Clemons),3.960,2.480
4,2:00,3,14,JAX 24,20,17,"Matt Ryan pass complete short left to Devonta Freeman for 5 yards (tackle by Davon House). Penalty on Jacob Tamme: Illegal Block Above the Waist (Declined), Penalty on Andy Levitre: Illegal Block Above the Waist, 10 yards",2.480,1.820
4,1:51,3,19,JAX 29,20,17,Devonta Freeman middle for 1 yard (tackle by Andre Branch),1.820,1.820
4,1:46,3,19,JAX 29,20,17,Timeout #2 by Jacksonville Jaguars,1.820,1.590
4,1:46,4,18,JAX 28,23,17,Shayne Graham 46 yard field goal good,1.590,3.000
4,1:46,,,ATL 35,23,17,"Matthew Bosher kicks off 73 yards, returned by Nick Marshall for 19 yards (tackle by Eric Weems)",0.000,0.370
4,1:37,1,10,JAX 11,23,17,Blake Bortles pass incomplete short middle intended for Denard Robinson (defended by Nathan Stupar),-0.370,-0.780
4,1:33,2,10,JAX 11,23,17,Blake Bortles pass complete short right to Marqise Lee for 30 yards (tackle by Desmond Trufant). Penalty on Nathan Stupar: Illegal Contact (Declined),-0.780,1.660
4,1:23,1,10,JAX 41,23,17,Blake Bortles pass complete short middle to Julius Thomas for 7 yards (tackle by Nathan Stupar),1.660,2.070
4,1:04,2,3,JAX 48,23,17,Blake Bortles sacked by Adrian Clayborn for -7 yards,2.070,2.070
4,0:58,2,3,JAX 48,23,17,Timeout #3 by Jacksonville Jaguars,2.070,0.430
4,0:58,3,10,JAX 41,23,17,Blake Bortles pass incomplete deep middle intended for Allen Hurns,0.430,-0.650
4,0:53,4,10,JAX 41,23,17,Blake Bortles pass incomplete deep left intended for Allen Robinson (defended by Robert Alford),-0.650,-2.850
4,0:48,1,10,JAX 41,23,17,Matt Ryan kneels for -1 yards,2.850,2.170
4,0:28,2,11,JAX 42,23,17,Matt Ryan kneels for -1 yards,2.170,1.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
