Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
1,6:18,1,10,GNB 38,0,3,Tony Fisher right end for 5 yards (tackle by Lance Briggs and Adewale Ogunleye),1.470,1.600
1,5:57,2,5,GNB 43,0,3,Ahman Green left end for 1 yard (tackle by Brian Urlacher),1.600,1.020
1,5:21,3,4,GNB 44,0,3,Brett Favre pass incomplete intended for Javon Walker,1.020,-0.460
1,5:16,4,4,GNB 44,0,3,"Bryan Barker punts 42 yards, returned by R.W. McQuarters for 6 yards (tackle by James Whitley)",-0.460,-0.280
1,5:05,1,10,CHI 20,0,3,Thomas Jones left tackle for 2 yards (tackle by Nick Barnett),0.280,0.000
1,4:29,2,8,CHI 22,0,3,Rex Grossman sacked by Na'il Diggs for -7 yards,0.000,-1.860
1,4:06,3,15,CHI 15,0,3,Rex Grossman pass complete to Bobby Wade for 18 yards (tackle by Darren Sharper),-1.860,1.140
1,3:40,1,10,CHI 33,0,3,Thomas Jones right guard for 13 yards (tackle by Mark Roman and Nick Barnett),1.140,1.990
1,2:55,,,,0,3,Timeout #1 by Chicago Bears,0.000,1.990
1,2:55,1,10,CHI 46,0,3,Rex Grossman pass complete to Dustin Lyman for 8 yards (tackle by Darren Sharper),1.990,2.530
1,2:20,2,2,GNB 46,0,3,"Rex Grossman pass complete to Bobby Wade for 19 yards (tackle by Michael Hawthorne). Bobby Wade fumbles (forced by Michael Hawthorne), ball out of bounds at GNB-27",2.530,3.780
1,1:49,1,10,GNB 27,0,3,Thomas Jones right tackle for -2 yards (tackle by Na'il Diggs),3.780,2.960
1,1:12,2,12,GNB 29,0,3,Rex Grossman pass incomplete intended for Bobby Wade is intercepted by Darren Sharper at GNB-4,2.960,0.380
1,1:05,1,10,GNB 4,0,3,Ahman Green right guard for 8 yards (tackle by Michael Green and Joe Odom),-0.380,-0.200
1,0:27,2,2,GNB 12,0,3,Ahman Green right guard for 2 yards (tackle by Michael Green),-0.200,-0.280
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 14,0,3,Brett Favre pass complete to Javon Walker for 44 yards (tackle by Bobby Gray),-0.280,2.790
2,14:14,1,10,CHI 42,0,3,Brett Favre pass complete to Donald Driver for 8 yards (tackle by Joe Odom),2.790,3.320
2,13:40,2,2,CHI 34,0,3,Ahman Green right end for 9 yards (tackle by Tommie Harris and Brian Urlacher),3.320,3.910
2,13:02,1,10,CHI 25,0,3,Ahman Green left guard for 3 yards (tackle by Brian Urlacher),3.910,3.770
2,12:18,2,7,CHI 22,0,3,Tony Fisher up the middle for -4 yards (tackle by Lance Briggs and Michael Haynes),3.770,2.540
2,11:35,3,11,CHI 26,0,3,Brett Favre pass complete to Tony Fisher for -1 yards (tackle by R.W. McQuarters),2.540,1.670
2,10:58,4,12,CHI 27,0,3,Ryan Longwell 45 yard field goal no good,1.670,-1.270
2,10:53,1,10,CHI 35,0,3,Thomas Jones left guard for 19 yards (tackle by Mark Roman and Michael Hawthorne),1.270,2.520
2,10:10,1,10,GNB 46,0,3,Rex Grossman pass complete to Bryan Johnson for 14 yards (tackle by Michael Hawthorne),2.520,3.450
2,9:45,1,10,GNB 32,0,3,Thomas Jones left tackle for 1 yard (tackle by Nick Barnett),3.450,3.040
2,9:09,2,9,GNB 31,0,3,Bobby Wade left end for 13 yards (tackle by Al Harris),3.040,4.370
2,8:36,1,10,GNB 18,0,3,Thomas Jones right guard for 2 yards (tackle by Cullen Jenkins),4.370,4.090
2,7:54,2,8,GNB 16,0,3,Rex Grossman pass incomplete intended for Bobby Wade,4.090,3.300
2,7:51,3,8,GNB 16,0,3,"Rex Grossman pass incomplete intended for Bobby Wade. Penalty on Bhawoh Jue: Illegal Contact, 5 yards (no play)",3.300,4.840
2,7:46,1,10,GNB 11,6,3,"Rex Grossman pass complete to Bryan Johnson for 11 yards, touchdown",4.840,7.000
2,,,,GNB 2,7,3,Paul Edinger kicks extra point good,0.000,0.000
2,,,,CHI 30,7,3,"Paul Edinger kicks off 54 yards, returned by Ahmad Carroll for 15 yards (tackle by Todd Johnson)",0.000,1.000
2,7:37,1,10,GNB 31,7,3,Ahman Green right guard for 7 yards (tackle by Adewale Ogunleye),1.000,1.410
2,7:04,2,3,GNB 38,7,3,Ahman Green right tackle for no gain (tackle by Brian Urlacher),1.410,0.700
2,6:19,3,3,GNB 38,7,3,Brett Favre pass complete to Robert Ferguson for 7 yards (tackle by R.W. McQuarters),0.700,1.930
2,5:51,1,10,GNB 45,7,3,Brett Favre pass incomplete intended for Donald Driver is intercepted by Michael Green at CHI-6,1.930,0.380
,,,,,,,"GNB challenged the ruling, and the original play was overturned.",,
2,5:45,1,10,CHI 6,7,3,Thomas Jones up the middle for 1 yard (tackle by Hannibal Navies),-0.380,-0.710
2,5:12,2,9,CHI 7,7,3,Rex Grossman pass incomplete intended for Desmond Clark (defended by Al Harris),-0.710,-1.300
2,5:06,3,9,CHI 7,7,3,Rex Grossman pass incomplete intended for Daryl Jones (defended by Mike McKenzie),-1.300,-2.490
2,5:00,4,9,CHI 7,7,3,"Brad Maynard punts 52 yards, returned by Antonio Chatman for 18 yards (tackle by Dustin Lyman)",-2.490,-2.850
2,4:50,1,10,CHI 41,7,3,Brett Favre pass complete to William Henderson for 13 yards (tackle by Joe Odom),2.850,3.710
2,4:12,1,10,CHI 28,7,3,Ahman Green up the middle for 5 yards (tackle by Michael Green and Charles Tillman),3.710,3.840
2,3:33,2,5,CHI 23,7,3,Ahman Green right tackle for 3 yards (tackle by Mike Brown),3.840,3.530
2,3:00,3,2,CHI 20,7,3,Ahman Green right end for 7 yards (tackle by Adewale Ogunleye),3.530,4.710
2,2:16,1,10,CHI 13,7,3,Ahman Green right end for 11 yards (tackle by Charles Tillman),4.710,6.740
2,2:00,1,2,CHI 2,13,3,"Ahman Green right end for -3 yards (tackle by Brian Urlacher). Ahman Green fumbles (forced by Brian Urlacher), recovered by Mike Brown at CHI-5 and returned for 95 yards, touchdown",6.740,-7.000
2,,,,GNB 2,14,3,Paul Edinger kicks extra point good,0.000,0.000
2,,,,CHI 30,14,3,"Paul Edinger kicks off 71 yards, returned by Antonio Chatman for 18 yards (tackle by Cameron Worrell)",0.000,-0.060
2,1:39,1,10,GNB 17,14,3,Brett Favre pass complete to Bubba Franks for 9 yards (tackle by Bobby Gray),-0.060,0.750
2,1:16,2,1,GNB 26,14,3,Brett Favre pass complete to Javon Walker for 18 yards (tackle by Charles Tillman),0.750,1.860
2,1:10,1,10,GNB 44,14,3,Brett Favre pass incomplete intended for Donald Driver,1.860,1.320
2,1:06,2,10,GNB 44,14,3,Brett Favre pass incomplete intended for Bubba Franks (defended by Lance Briggs),1.320,0.630
2,1:02,3,10,GNB 44,14,3,Brett Favre pass incomplete intended for Donald Driver (defended by Michael Green),0.630,-0.460
2,0:58,4,10,GNB 44,14,3,"Bryan Barker punts 56 yards, touchback",-0.460,-0.280
2,0:48,1,10,CHI 20,14,3,Thomas Jones right guard for 5 yards (tackle by Nick Barnett),0.280,0.410
2,0:42,,,,14,3,Timeout #1 by Green Bay Packers,0.000,0.410
2,0:42,2,5,CHI 25,14,3,Thomas Jones up the middle for 4 yards (tackle by Nick Barnett),0.410,0.230
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,14,3,"Ryan Longwell kicks off 70 yards, returned by Daryl Jones for 21 yards (tackle by Tony Fisher)",0.000,0.340
3,14:54,1,10,CHI 21,14,3,Rex Grossman pass complete to Thomas Jones for 7 yards (tackle by James Lee),0.340,0.750
3,14:15,2,3,CHI 28,14,3,Thomas Jones up the middle for 2 yards (tackle by James Lee),0.750,0.300
3,13:42,3,1,CHI 30,14,3,Thomas Jones right tackle for 54 yards (tackle by Al Harris),0.300,4.510
3,12:52,1,10,GNB 16,14,3,Thomas Jones up the middle for 11 yards (tackle by Darren Sharper),4.510,6.060
3,12:17,1,5,GNB 5,14,3,Thomas Jones up the middle for 4 yards (tackle by Darren Sharper and Kabeer Gbaja-Biamila),6.060,5.910
3,11:34,2,1,GNB 1,20,3,"Thomas Jones right tackle for 1 yard, touchdown",5.910,7.000
3,,,,GNB 2,21,3,Paul Edinger kicks extra point good,0.000,0.000
3,,,,CHI 30,21,3,"Paul Edinger kicks off 65 yards, returned by Ahmad Carroll for 20 yards (tackle by Hunter Hillenmeyer). Penalty on Bhawoh Jue: Offensive Holding, 10 yards",0.000,-0.370
3,11:25,1,10,GNB 11,21,3,Ahman Green right guard for 1 yard,-0.370,-0.710
3,10:48,2,9,GNB 12,21,3,Ahman Green up the middle for 11 yards (tackle by Mike Brown and Bobby Gray),-0.710,0.480
3,10:16,1,10,GNB 23,21,3,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Charles Tillman),0.480,1.270
3,9:51,1,10,GNB 35,21,3,Brett Favre pass incomplete intended for Nick Luchey,1.270,0.720
3,9:47,2,10,GNB 35,21,3,Ahman Green right end for 9 yards (tackle by Charles Tillman and Bobby Gray),0.720,1.220
3,9:11,3,1,GNB 44,21,3,Ahman Green right tackle for 3 yards (tackle by Brian Urlacher),1.220,2.060
3,8:36,1,10,GNB 47,21,3,Brett Favre pass incomplete intended for Robert Ferguson,2.060,1.520
3,8:31,2,10,GNB 47,21,3,Brett Favre pass complete to Javon Walker for 9 yards (tackle by Michael Green),1.520,2.020
3,7:51,3,1,CHI 44,21,3,Tony Fisher right guard for 2 yards (tackle by Cameron Worrell and Lance Briggs),2.020,2.790
3,7:09,1,10,CHI 42,21,3,Tony Fisher right end for 1 yard (tackle by Brian Urlacher),2.790,2.380
3,6:32,2,9,CHI 41,21,3,Brett Favre pass incomplete intended for Javon Walker (defended by Adewale Ogunleye),2.380,1.680
3,6:28,3,9,CHI 41,21,3,Brett Favre pass complete to Tony Fisher for 7 yards (tackle by Lance Briggs),1.680,1.100
3,5:45,4,2,CHI 34,21,3,Ahman Green right end for 3 yards (tackle by Michael Green),1.100,3.510
3,5:06,1,10,CHI 31,21,3,Brett Favre pass complete to Javon Walker for 7 yards (tackle by Brian Urlacher),3.510,3.910
3,4:42,2,3,CHI 24,21,3,Tony Fisher right tackle for -1 yards (tackle by Joe Odom and Lance Briggs),3.910,3.070
3,4:01,3,4,CHI 25,21,3,Brett Favre pass complete to Javon Walker for 9 yards (tackle by Charles Tillman),3.070,4.510
3,3:26,1,10,CHI 16,21,3,Ahman Green right tackle for no gain (tackle by Michael Green and Lance Briggs),4.510,3.900
3,2:47,2,10,CHI 16,21,3,"Brett Favre pass complete to Bubba Franks for 16 yards. Penalty on Bubba Franks: Offensive Pass Interference, 10 yards (no play)",3.900,2.610
3,2:42,2,20,CHI 26,21,3,Brett Favre pass complete to Tony Fisher for 8 yards (tackle by Brian Urlacher),2.610,2.940
3,1:51,3,12,CHI 18,21,9,"Brett Favre pass complete to Robert Ferguson for 18 yards, touchdown",2.940,7.000
3,,,,CHI 2,21,10,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,21,10,"Ryan Longwell kicks off 69 yards, returned by Bernard Berrian for 23 yards (tackle by Jason Horton)",0.000,0.540
3,1:40,1,10,CHI 24,21,10,"Rex Grossman pass incomplete intended for David Terrell. Penalty on Al Harris: Defensive Holding, 5 yards (no play)",0.540,0.870
3,1:37,1,10,CHI 29,21,10,Anthony Thomas right tackle for no gain (tackle by Paris Lenon),0.870,0.330
3,0:57,2,10,CHI 29,21,10,Rex Grossman pass complete to Bobby Wade for 5 yards (tackle by Al Harris),0.330,0.300
3,0:11,3,5,CHI 34,21,10,Rex Grossman pass incomplete intended for Anthony Thomas,0.300,-1.110
3,0:08,4,5,CHI 34,21,10,"Brad Maynard punts 43 yards, returned by Antonio Chatman for 7 yards (tackle by Hunter Hillenmeyer)",-1.110,-0.940
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 30,21,10,Brett Favre pass complete to Donald Driver for 11 yards (tackle by Todd Johnson),0.940,1.660
4,14:17,1,10,GNB 41,21,10,Ahman Green left end for -2 yards (tackle by Joe Odom),1.660,0.850
4,13:36,2,12,GNB 39,21,10,Brett Favre pass incomplete intended for Robert Ferguson,0.850,0.170
4,13:33,3,12,GNB 39,21,10,Brett Favre pass complete to Tony Fisher for 8 yards (tackle by Todd Johnson),0.170,-0.260
4,13:11,4,4,GNB 47,21,10,"Bryan Barker punts 53 yards, touchback",-0.260,-0.280
4,13:02,1,10,CHI 20,21,10,Rex Grossman pass complete to Desmond Clark for 12 yards (tackle by Hannibal Navies),0.280,1.070
4,12:28,1,10,CHI 32,21,10,Anthony Thomas right tackle for 6 yards (tackle by Nick Barnett and Hannibal Navies),1.070,1.340
4,11:51,2,4,CHI 38,21,10,Anthony Thomas up the middle for 8 yards (tackle by Darren Sharper),1.340,1.990
4,11:13,1,10,CHI 46,21,10,Anthony Thomas left end for 5 yards (tackle by Hannibal Navies and Corey Williams),1.990,2.130
4,10:35,2,5,GNB 49,21,10,Anthony Thomas right end for -4 yards (tackle by Cullen Jenkins),2.130,0.890
4,9:54,3,9,CHI 47,21,10,"Penalty on John Tait: False Start, 5 yards (no play)",0.890,0.230
4,9:34,3,14,CHI 42,21,10,Rex Grossman pass incomplete,0.230,-0.590
,,,,,,,"CHI challenged the ruling, and the original play was overturned.",,
4,9:31,4,14,CHI 42,21,10,"Brad Maynard punts 58 yards, touchback",-0.590,-0.280
4,9:21,1,10,GNB 20,21,10,Brett Favre pass incomplete intended for Javon Walker,0.280,-0.270
4,9:15,2,10,GNB 20,21,10,Brett Favre pass incomplete intended for Robert Ferguson,-0.270,-0.960
4,9:10,3,10,GNB 20,21,10,Brett Favre pass incomplete intended for Robert Ferguson,-0.960,-2.030
4,9:03,4,10,GNB 20,21,10,"Bryan Barker punts 41 yards, fair catch by R.W. McQuarters",-2.030,-1.530
4,8:58,1,10,CHI 39,21,10,Thomas Jones right guard for 4 yards (tackle by Paris Lenon and James Lee),1.530,1.530
4,8:20,2,6,CHI 43,21,10,Rex Grossman right end for 7 yards (tackle by Darren Sharper),1.530,2.260
4,7:36,1,10,GNB 50,21,10,Thomas Jones right guard for 3 yards (tackle by Nick Barnett),2.260,2.120
4,7:02,2,7,GNB 47,21,10,Thomas Jones left guard for 6 yards (tackle by Darren Sharper),2.120,2.210
4,6:31,3,1,GNB 41,21,10,Thomas Jones right tackle for 5 yards (tackle by Nick Barnett and Michael Hawthorne),2.210,3.180
4,5:47,1,10,GNB 36,21,10,Thomas Jones right guard for 3 yards (tackle by Na'il Diggs and Aaron Kampman),3.180,3.040
4,5:08,2,7,GNB 33,21,10,Bobby Wade left end for 10 yards (tackle by Michael Hawthorne),3.040,4.040
4,4:25,1,10,GNB 23,21,10,Thomas Jones right end for 8 yards (tackle by Michael Hawthorne),4.040,4.750
4,4:16,,,,21,10,Timeout #1 by Green Bay Packers,0.000,4.750
4,4:16,2,2,GNB 15,21,10,"Thomas Jones right end for 14 yards (tackle by Nick Rogers). Penalty on Ruben Brown: Offensive Holding, 10 yards, Penalty on Steve Edwards: Offensive Holding (Declined) (no play)",4.750,3.230
4,4:09,2,12,GNB 25,21,10,"David Terrell right end for -15 yards (tackle by Michael Hawthorne). David Terrell fumbles (forced by Michael Hawthorne), recovered by Nick Barnett at GNB-40 and returned for 7 yards (tackle by John Tait)",3.230,-2.060
4,4:01,1,10,GNB 47,21,10,Brett Favre pass incomplete intended for Donald Driver,2.060,1.520
4,3:54,2,10,GNB 47,21,10,Brett Favre pass incomplete intended for Bubba Franks is intercepted by Bobby Gray at CHI-33 and returned for 31 yards (tackle by Mike Flanagan),1.520,-3.180
4,3:44,1,10,GNB 36,21,10,Thomas Jones left guard for 4 yards (tackle by Kabeer Gbaja-Biamila and Mark Roman),3.180,3.180
4,3:38,,,,21,10,Timeout #2 by Green Bay Packers,0.000,3.180
4,3:38,2,6,GNB 32,21,10,Rex Grossman right end for 2 yards (tackle by Paris Lenon),3.180,2.740
4,3:29,,,,21,10,Timeout #3 by Green Bay Packers,0.000,2.740
4,3:29,3,4,GNB 30,21,10,Thomas Jones right tackle for 3 yards (tackle by Cletidus Hunt and Nick Barnett),2.740,1.820
4,2:31,4,1,GNB 27,21,10,Paul Edinger 45 yard field goal no good,1.820,-1.270
4,2:28,1,10,GNB 35,21,10,Brett Favre pass complete to Ahman Green for 7 yards (tackle by Lance Briggs),1.270,1.670
4,2:10,2,3,GNB 42,21,10,Brett Favre pass incomplete intended for Ahman Green (defended by Alex Brown),1.670,0.960
4,2:07,3,3,GNB 42,21,10,Brett Favre pass complete to Javon Walker for 6 yards (tackle by Charles Tillman),0.960,2.130
4,2:03,1,10,GNB 48,21,10,Brett Favre pass complete to Donald Driver for 16 yards (tackle by Alex Brown),2.130,3.180
4,1:56,1,10,CHI 36,21,10,Brett Favre pass complete to Robert Ferguson for 23 yards (tackle by Charles Tillman),3.180,4.710
4,1:32,1,10,CHI 13,21,10,Brett Favre pass incomplete intended for Javon Walker,4.710,4.050
4,1:26,2,10,CHI 13,21,10,Brett Favre pass complete to Donald Driver for 2 yards (tackle by Charles Tillman),4.050,3.450
4,1:21,3,8,CHI 11,21,10,Brett Favre pass incomplete intended for Donald Driver,3.450,2.700
4,1:18,4,8,CHI 11,21,10,"Brett Favre pass incomplete. Penalty on Brett Favre: Intentional Grounding, 15 yards",2.700,-0.670
4,1:12,1,10,CHI 26,21,10,Rex Grossman kneels for -1 yards,0.670,-0.010
4,0:38,2,11,CHI 25,21,10,Rex Grossman kneels for -1 yards,-0.010,-0.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
