Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Nate Kaeding kicks off 58 yards, returned by Spencer Larsen for 19 yards (tackle by Quinton Teal)",0.000,1.000
1,14:53,1,10,DEN 31,0,0,Kyle Orton pass complete short left to Eddie Royal for 8 yards (tackle by Antoine Cason),1.000,1.540
1,14:20,2,2,DEN 39,0,0,Kyle Orton pass complete deep left to Brandon Lloyd for 21 yards (tackle by Antoine Cason),1.540,2.920
1,13:40,1,10,SDG 40,0,0,Kyle Orton pass complete deep right to Brandon Lloyd for 18 yards,2.920,4.110
1,13:18,1,10,SDG 22,0,0,Knowshon Moreno middle for 9 yards (tackle by Quentin Jammer and Paul Oliver),4.110,5.060
1,12:44,2,1,SDG 13,0,0,Knowshon Moreno right tackle for 9 yards (tackle by Paul Oliver),5.060,6.280
1,12:08,1,4,SDG 4,6,0,"Knowshon Moreno middle for 4 yards, touchdown",6.280,7.000
1,12:08,,,SDG 2,7,0,Matt Prater kicks extra point good,0.000,0.000
1,12:05,,,DEN 30,7,0,"Matt Prater kicks off 63 yards, returned by Darren Sproles for 25 yards (tackle by Joe Mays)",0.000,1.070
1,11:59,1,10,SDG 32,7,0,Philip Rivers pass complete short left to Kory Sperry for 8 yards (tackle by Perrish Cox and D.J. Williams),1.070,1.610
1,11:21,2,2,SDG 40,7,0,Mike Tolbert right end for -1 yards (tackle by Joe Mays),1.610,0.760
1,10:38,3,3,SDG 39,7,0,Philip Rivers pass incomplete deep left intended for Malcom Floyd,0.760,-0.780
1,10:31,4,3,SDG 39,7,0,"Mike Scifres punts 58 yards, returned by Eddie Royal for 14 yards (tackle by Antwan Barnes)",-0.780,0.060
1,10:19,1,10,DEN 17,7,0,Kyle Orton pass incomplete short left intended for Jabar Gaffney (defended by Antoine Cason),-0.060,-0.580
1,10:15,2,10,DEN 17,7,0,Kyle Orton pass complete short right to Daniel Graham for no gain,-0.580,-1.250
1,9:30,3,10,DEN 17,7,0,Kyle Orton pass complete short middle to Correll Buckhalter for 9 yards (tackle by Kevin Burnett and Eric Weddle),-1.250,-1.630
1,8:54,4,1,DEN 26,7,0,"Britton Colquitt punts 40 yards, returned by Darren Sproles for 6 yards (tackle by Darcel McBath). Penalty on Brandon Siler: Offensive Holding, 10 yards",-1.630,-0.940
1,8:40,1,10,SDG 30,7,0,Philip Rivers pass complete short middle to Darren Sproles for 3 yards (tackle by Joe Mays),0.940,0.800
1,8:01,2,7,SDG 33,7,0,"Penalty on Kris Dielman: False Start, 5 yards (no play)",0.800,0.120
1,7:39,2,12,SDG 28,7,0,Mike Tolbert middle for 17 yards (tackle by Renaldo Hill),0.120,1.930
1,6:57,1,10,SDG 45,7,0,Philip Rivers pass complete short right to Darren Sproles for -4 yards (tackle by Champ Bailey and Jason Hunter),1.930,0.840
1,6:15,2,14,SDG 41,7,0,Philip Rivers pass incomplete short right intended for Darren Sproles,0.840,0.170
1,6:09,3,14,SDG 41,7,0,Philip Rivers pass incomplete short middle intended for Darren Sproles (defended by Kevin Alexander),0.170,-0.650
1,6:04,4,14,SDG 41,7,0,Mike Scifres pass complete deep middle to Mike Tolbert for 28 yards (tackle by Eddie Royal),-0.650,3.510
1,5:14,1,10,DEN 31,7,0,Mike Tolbert middle for 3 yards (tackle by Mario Haggan),3.510,3.370
1,4:33,2,7,DEN 28,7,0,Philip Rivers pass complete short left to Jacob Hester for 6 yards (tackle by Jason Hunter),3.370,3.470
1,3:55,,,,7,0,Timeout #1 by San Diego Chargers,0.000,3.470
1,3:55,3,1,DEN 22,7,0,Mike Tolbert middle for 13 yards (tackle by D.J. Williams and Nate Jones),3.470,5.140
1,3:09,1,9,DEN 9,7,0,Mike Tolbert right tackle for 3 yards (tackle by Joe Mays and Brian Dawkins),5.140,4.950
1,2:25,2,6,DEN 6,7,0,Philip Rivers pass incomplete short middle intended for Randy McMichael,4.950,4.040
1,2:19,3,6,DEN 6,7,6,"Philip Rivers pass complete short middle to Malcom Floyd for 6 yards, touchdown",4.040,7.000
1,2:19,,,,7,6,"Penalty on Marcus Thomas: Neutral Zone Infraction, 5 yards",0.000,0.000
1,2:19,,,DEN 2,7,7,Nate Kaeding kicks extra point good,0.000,0.000
1,2:14,,,SDG 35,7,7,"Nate Kaeding kicks off 54 yards, returned by Spencer Larsen for 16 yards (tackle by Brandon Siler)",0.000,0.740
1,2:09,1,10,DEN 27,7,7,Knowshon Moreno right tackle for 4 yards (tackle by Stephen Cooper and Antoine Cason),0.740,0.740
1,1:37,2,6,DEN 31,7,7,Kyle Orton pass complete short left to Demaryius Thomas for 12 yards (tackle by Antoine Cason),0.740,1.800
1,1:03,1,10,DEN 43,7,7,Knowshon Moreno right end for 1 yard (tackle by Ogemdi Nwagbuo and Vaughn Martin),1.800,1.390
1,0:23,2,9,DEN 44,7,7,Kyle Orton pass incomplete short left intended for Demaryius Thomas,1.390,0.690
1,0:19,3,9,DEN 44,7,7,Kyle Orton pass complete short right to Brandon Lloyd for 10 yards (tackle by Quentin Jammer),0.690,2.520
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SDG 46,7,7,Knowshon Moreno left tackle for 7 yards (tackle by Larry English and Jacques Cesaire),2.520,2.920
2,14:26,2,3,SDG 39,7,7,Kyle Orton pass incomplete deep left intended for Brandon Lloyd (defended by Eric Weddle),2.920,2.210
2,14:18,3,3,SDG 39,7,7,Kyle Orton pass incomplete short left intended for Jabar Gaffney is intercepted by Antoine Cason at SDG-32 and returned for 28 yards,2.210,-2.920
2,14:10,1,10,DEN 40,7,7,Mike Tolbert middle for 6 yards (tackle by Kevin Vickerson and Jamal Williams),2.920,3.180
2,13:30,2,4,DEN 34,7,7,Patrick Crayton pass incomplete deep right intended for Darren Sproles,3.180,2.480
2,13:22,3,4,DEN 34,7,7,Philip Rivers pass incomplete short left intended for Patrick Crayton,2.480,1.080
2,13:19,4,4,DEN 34,7,7,Nate Kaeding 52 yard field goal no good,1.080,-1.730
2,13:14,1,10,DEN 42,7,7,Knowshon Moreno middle for 1 yard (tackle by Antonio Garay and Jacques Cesaire),1.730,1.320
2,12:38,2,9,DEN 43,7,7,Kyle Orton pass complete short left to Knowshon Moreno for 19 yards (tackle by Paul Oliver),1.320,3.050
2,12:00,1,10,SDG 38,7,7,Lance Ball right end for 1 yard (tackle by Jacques Cesaire),3.050,2.640
2,11:25,2,9,SDG 37,7,7,Kyle Orton sacked by Shaun Phillips for -7 yards,2.640,1.030
2,10:49,,,,7,7,Timeout #1 by Denver Broncos,0.000,1.030
2,10:49,3,16,SDG 44,7,7,"Penalty on Ryan Clady: False Start, 5 yards (no play)",1.030,0.370
2,10:49,3,21,SDG 49,7,7,Kyle Orton pass incomplete short left intended for Demaryius Thomas,0.370,0.000
2,10:44,4,21,SDG 49,7,7,"Britton Colquitt punts 36 yards, fair catch by Darren Sproles",0.000,0.320
2,10:36,1,10,SDG 13,7,7,Mike Tolbert right tackle for 1 yard (tackle by Joe Mays),-0.320,-0.680
2,9:54,2,9,SDG 14,7,7,"Philip Rivers pass complete short left to Patrick Crayton for 16 yards (tackle by Perrish Cox). Penalty on Ryan McBean: Face Mask (15 Yards), 15 yards",-0.680,1.930
2,9:27,1,10,SDG 45,7,7,Philip Rivers pass complete deep left to Patrick Crayton for 49 yards (tackle by Renaldo Hill),1.930,5.830
2,8:54,1,6,DEN 6,7,7,"Jacob Hester left end for 4 yards (tackle by D.J. Williams and Joe Mays). Penalty on Kevin Vickerson: Unnecessary Roughness, 1 yards",5.830,6.970
2,8:37,1,1,DEN 1,7,7,Mike Tolbert middle for no gain (tackle by Joe Mays),6.970,5.910
2,8:02,2,1,DEN 1,7,13,"Mike Tolbert left tackle for 1 yard, touchdown",5.910,7.000
2,8:02,,,DEN 2,7,14,Nate Kaeding kicks extra point good,0.000,0.000
2,7:58,,,SDG 30,7,14,"Nate Kaeding kicks off 62 yards, returned by Demaryius Thomas for 19 yards (tackle by Donald Strickland)",0.000,0.740
2,7:51,1,10,DEN 27,7,14,Knowshon Moreno right end for 3 yards (tackle by Eric Weddle and Kevin Burnett),0.740,0.600
2,7:13,2,7,DEN 30,7,14,Kyle Orton right end for 4 yards (tackle by Shaun Phillips),0.600,0.430
2,6:33,3,3,DEN 34,7,14,Kyle Orton sacked by Shaun Phillips for -11 yards,0.430,-1.830
2,6:04,4,14,DEN 23,7,14,"Britton Colquitt punts 29 yards, fair catch by Eric Weddle",-1.830,-2.130
2,5:57,1,10,SDG 48,7,14,Mike Tolbert right end for no gain (tackle by Renaldo Hill and Justin Bannan),2.130,1.580
2,5:13,2,10,SDG 48,7,14,Philip Rivers sacked by Justin Bannan for -8 yards,1.580,-0.160
2,4:38,3,18,SDG 40,7,14,Philip Rivers pass incomplete deep right intended for Malcom Floyd is intercepted by Champ Bailey at DEN-15,-0.160,0.220
2,4:29,1,10,DEN 15,7,14,Knowshon Moreno middle for 1 yard (tackle by Kevin Burnett and Donald Strickland),-0.220,-0.580
2,3:52,2,9,DEN 16,7,14,Kyle Orton pass complete short left to Demaryius Thomas for 5 yards (tackle by Larry English and Jacques Cesaire),-0.580,-0.630
2,3:12,3,4,DEN 21,7,14,Kyle Orton pass incomplete short right intended for Eddie Royal,-0.630,-1.960
2,3:08,4,4,DEN 21,7,14,"Britton Colquitt punts 38 yards, returned by Darren Sproles for 5 yards (tackle by Demaryius Thomas)",-1.960,-1.990
2,2:59,1,10,SDG 46,7,14,Philip Rivers pass complete short left to Mike Tolbert for 14 yards (tackle by D.J. Williams),1.990,2.920
2,2:15,1,10,DEN 40,7,20,"Philip Rivers pass complete short left to Patrick Crayton for 40 yards, touchdown",2.920,7.000
2,2:15,,,DEN 2,7,21,Nate Kaeding kicks extra point good,0.000,0.000
2,2:05,,,SDG 30,7,21,"Nate Kaeding kicks off 63 yards, returned by Demaryius Thomas for 18 yards (tackle by Brandon Siler)",0.000,0.610
2,2:00,1,10,DEN 25,7,21,"Kyle Orton pass incomplete short left intended for Brandon Lloyd. Penalty on Antoine Cason: Defensive Pass Interfere, 15 yards (no play)",0.610,1.600
2,1:55,1,10,DEN 40,7,21,Kyle Orton pass complete short right to Eddie Royal for 4 yards (tackle by Quentin Jammer),1.600,1.590
