Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
1,0:06,3,5,KAN 46,0,0,Matt Cassel middle for 4 yards (tackle by Dashon Goldson),1.090,-0.060
Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,,,,0,0,Timeout #1 by San Francisco 49ers,0.000,-0.060
2,15:00,4,1,,0,0,Dexter McCluster right end for 4 yards (tackle by Manny Lawson),-0.060,2.520
2,14:25,1,10,SFO 46,0,0,Thomas Jones middle for 3 yards (tackle by Demetric Evans),2.520,2.380
2,13:50,2,7,SFO 43,0,0,Matt Cassel pass complete short left to Chris Chambers for 6 yards (tackle by Shawntae Spencer),2.380,2.480
2,13:01,3,1,SFO 37,0,0,Thomas Jones middle for 3 yards (tackle by Aubrayo Franklin),2.480,3.310
2,12:32,1,10,SFO 34,0,0,Matt Cassel pass incomplete short left intended for Dwayne Bowe is intercepted by Shawntae Spencer at SFO-24,3.310,-0.540
2,12:23,1,10,SFO 24,0,0,Alex Smith pass complete short right to Vernon Davis for 7 yards (tackle by Brandon Carr and Jovan Belcher),0.540,0.940
2,11:54,2,3,SFO 31,0,0,Frank Gore middle for -1 yards (tackle by Jovan Belcher and Shaun Smith),0.940,0.100
2,11:09,3,4,SFO 30,0,0,Alex Smith pass incomplete short right intended for Michael Crabtree is intercepted by Brandon Flowers at SFO-31,0.100,-3.510
2,11:02,1,10,SFO 31,0,6,"Matt Cassel pass complete short left to Dexter McCluster for 31 yards, touchdown",3.510,7.000
2,,,,SFO 2,0,7,Ryan Succop kicks extra point good,0.000,0.000
2,,,,,0,7,"Ryan Succop kicks onside 11 yards. Penalty on Eric Berry: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,,,,KAN 25,0,7,"Ryan Succop kicks off 71 yards, returned by Kyle Williams for 18 yards (tackle by Terrance Copper)",0.000,0.410
2,10:46,1,10,SFO 22,0,7,Alex Smith pass complete short left to Frank Gore for 4 yards (tackle by Shaun Smith and Anthony Toribio),0.410,0.410
2,10:05,2,6,SFO 26,0,7,Alex Smith pass incomplete deep left intended for Michael Crabtree,0.410,-0.290
2,9:59,3,6,SFO 26,0,7,Alex Smith pass complete short left to Michael Crabtree for 12 yards (tackle by Brandon Carr),-0.290,1.470
2,9:19,1,10,SFO 38,0,7,Alex Smith pass complete short left to Michael Crabtree for 22 yards (tackle by Derrick Johnson),1.470,2.920
2,9:19,1,10,KAN 40,0,7,Frank Gore middle for 5 yards (tackle by Jovan Belcher and Derrick Johnson),2.920,3.050
2,8:20,2,5,KAN 35,0,7,Frank Gore middle for 2 yards (tackle by Shaun Smith),3.050,2.610
2,7:43,3,3,KAN 33,0,7,Alex Smith pass incomplete short right intended for Vernon Davis,2.610,1.190
2,7:35,4,3,KAN 33,3,7,Joe Nedney 51 yard field goal good,1.190,3.000
2,,,,SFO 30,3,7,"Joe Nedney kicks off 67 yards, returned by Dexter McCluster for 17 yards (tackle by Phillip Adams)",0.000,0.280
2,7:24,1,10,KAN 20,3,7,Jamaal Charles right end for 6 yards (tackle by Manny Lawson and Isaac Sopoaga),0.280,0.540
2,6:49,2,4,KAN 26,3,7,Jamaal Charles left tackle for -1 yards (tackle by Nate Clements),0.540,-0.300
2,6:02,,,,3,7,Timeout #1 by Kansas City Chiefs,0.000,-0.300
2,6:02,3,5,KAN 25,3,7,Matt Cassel pass complete short left to Dexter McCluster for 15 yards (tackle by Nate Clements),-0.300,1.600
2,5:16,1,10,KAN 40,3,7,Matt Cassel pass complete short left to Tim Castille for 14 yards (tackle by Michael Lewis),1.600,2.520
2,4:36,1,10,SFO 46,3,7,Matt Cassel pass incomplete deep right intended for Thomas Jones (defended by Dashon Goldson),2.520,1.980
2,4:26,2,10,SFO 46,3,7,Matt Cassel pass complete short left to Dexter McCluster for 23 yards (tackle by Patrick Willis),1.980,4.040
2,3:42,1,10,SFO 23,3,7,Thomas Jones left end for 6 yards (tackle by Travis LaBoy),4.040,4.380
2,2:58,2,4,SFO 17,3,7,Thomas Jones middle for 2 yards (tackle by Aubrayo Franklin),4.380,4.050
2,2:17,3,2,SFO 15,3,7,Dexter McCluster right end for -5 yards (tackle by Ahmad Brooks),4.050,2.120
2,2:00,4,7,SFO 20,3,7,Ryan Succop 38 yard field goal no good,2.120,-0.810
2,1:55,1,10,SFO 28,3,7,"Penalty on Anthony Davis: False Start, 5 yards (no play)",0.810,0.480
2,1:55,1,15,SFO 23,3,7,Alex Smith pass complete short right to Brian Westbrook for 5 yards (tackle by Demorrio Williams),0.480,0.260
2,1:30,2,10,SFO 28,3,7,Alex Smith pass complete short right to Brian Westbrook for 1 yard (tackle by Brandon Flowers),0.260,-0.300
2,1:24,3,9,SFO 29,3,7,Alex Smith pass complete short right to Frank Gore for no gain,-0.300,-1.440
2,1:17,,,,3,7,Timeout #2 by Kansas City Chiefs,0.000,-1.440
2,1:17,4,9,SFO 29,3,7,"Andy Lee punts 48 yards, returned by Javier Arenas for 19 yards (tackle by Manny Lawson)",-1.440,-1.730
2,1:05,1,10,KAN 42,3,7,Matt Cassel right end for 3 yards (tackle by Nate Clements),1.730,1.590
2,0:36,2,7,KAN 45,3,7,Matt Cassel pass complete short middle to Jamaal Charles for 17 yards (tackle by Patrick Willis),1.590,3.050
2,0:36,1,10,SFO 38,3,7,Matt Cassel spiked the ball,3.050,2.510
2,0:19,2,10,SFO 38,3,7,Matt Cassel pass complete short right to Jamaal Charles for 18 yards (tackle by Patrick Willis),2.510,4.240
2,0:13,1,10,SFO 20,3,7,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,4.240,3.690
2,0:07,2,10,SFO 20,3,7,Matt Cassel pass complete short right to Tony Moeaki for 6 yards,3.690,3.890
2,0:04,3,4,SFO 14,3,10,Ryan Succop 32 yard field goal good,3.890,3.000
Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,3,10,"Ryan Succop kicks off 65 yards, returned by Kyle Williams for 30 yards (tackle by Ryan Succop)",0.000,1.270
3,14:53,1,10,SFO 35,3,10,Alex Smith sacked by Tamba Hali for -5 yards,1.270,0.050
3,14:24,2,15,SFO 30,3,10,Alex Smith pass incomplete short right intended for Vernon Davis,0.050,-0.630
3,14:18,3,15,SFO 30,3,10,Alex Smith pass complete deep right to Dominique Zeigler for 19 yards,-0.630,2.190
3,14:12,1,10,SFO 49,3,10,"Frank Gore right tackle for 3 yards (tackle by Mike Vrabel). Penalty on Anthony Davis: Unnecessary Roughness, 15 yards",2.190,0.030
3,13:46,2,22,SFO 37,3,10,Frank Gore middle for 5 yards (tackle by Jovan Belcher and Brandon Carr),0.030,0.040
3,13:01,3,17,SFO 42,3,10,Alex Smith pass incomplete short right intended for Michael Crabtree (defended by Travis Daniels),0.040,-0.590
3,12:53,4,17,SFO 42,3,10,"Andy Lee punts 58 yards, touchback",-0.590,-0.280
3,12:42,1,10,KAN 20,3,10,Jamaal Charles left end for 5 yards (tackle by Parys Haralson),0.280,0.410
3,12:08,2,5,KAN 25,3,10,Jamaal Charles middle for -1 yards (tackle by Nate Clements),0.410,-0.430
3,11:25,3,6,KAN 24,3,10,"Penalty on Chris Chambers: False Start, 5 yards (no play)",-0.430,-1.140
3,10:57,3,11,KAN 19,3,10,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,-1.140,-2.140
3,10:52,4,11,KAN 19,3,10,"Dustin Colquitt punts 59 yards, returned by Kyle Williams for 9 yards (tackle by Andy Studebaker). Penalty on Taylor Mays: Offensive Holding, 10 yards",-2.140,0.350
3,10:41,1,10,SFO 12,3,10,Frank Gore middle for 3 yards (tackle by Shaun Smith and Derrick Johnson),-0.350,-0.500
3,9:59,2,7,SFO 15,3,10,Alex Smith pass incomplete short left intended for Josh Morgan,-0.500,-1.070
3,9:53,3,7,SFO 15,3,10,Alex Smith pass incomplete short left intended for Frank Gore,-1.070,-2.440
3,9:47,4,7,SFO 15,3,10,"Andy Lee punts 40 yards, returned by Dexter McCluster for 10 yards (tackle by Manny Lawson)",-2.440,-2.590
3,9:37,1,10,SFO 45,3,10,Matt Cassel pass incomplete short right intended for Leonard Pope,2.590,2.040
3,9:37,2,10,SFO 45,3,16,"Matt Cassel pass complete deep middle to Dwayne Bowe for 45 yards, touchdown",2.040,7.000
3,,,,SFO 2,3,17,Ryan Succop kicks extra point good,0.000,0.000
3,,,,KAN 30,3,17,"Ryan Succop kicks off 70 yards, touchback",0.000,0.280
3,9:21,1,10,SFO 20,3,17,Alex Smith pass complete short right to Nate Byham for 9 yards (tackle by Jovan Belcher),0.280,0.950
3,9:08,2,1,SFO 29,3,17,Frank Gore middle for 6 yards (tackle by Eric Berry),0.950,1.270
3,8:27,1,10,SFO 35,3,17,"Alex Smith pass incomplete short right intended for Michael Crabtree. Penalty on Alex Smith: Intentional Grounding, 10 yards",1.270,-0.630
3,8:22,2,20,SFO 25,3,17,Alex Smith pass complete short middle to Delanie Walker for 6 yards (tackle by Mike Vrabel and Jovan Belcher),-0.630,-0.490
3,7:44,3,14,SFO 31,3,17,"Alex Smith left end for 4 yards (tackle by Mike Vrabel). Penalty on Demorrio Williams: Defensive Offside, 5 yards (no play)",-0.490,0.170
3,7:12,3,9,SFO 36,3,17,Alex Smith sacked by Tamba Hali for -5 yards,0.170,-1.310
3,6:45,4,14,SFO 31,3,17,"Andy Lee punts 35 yards, fair catch by Dexter McCluster. Penalty on Ahmad Brooks: Ineligible Downfield Kic, 5 yards",-1.310,-1.530
3,6:40,1,10,KAN 39,3,17,Thomas Jones right tackle for 5 yards (tackle by Dashon Goldson),1.530,1.660
3,5:58,2,5,KAN 44,3,17,Thomas Jones left end for 5 yards (tackle by Takeo Spikes),1.660,2.190
3,5:21,1,10,KAN 49,3,17,Thomas Jones middle for 4 yards (tackle by Manny Lawson),2.190,2.190
3,4:39,2,6,SFO 47,3,17,Jamaal Charles left tackle for 2 yards (tackle by Ricky Jean-Francois),2.190,1.750
3,3:56,3,4,SFO 45,3,17,Matt Cassel pass complete short right to Jamaal Charles for 22 yards,1.750,4.040
3,3:26,1,10,SFO 23,3,17,Thomas Jones left guard for 6 yards (tackle by Dashon Goldson),4.040,4.380
3,2:45,2,4,SFO 17,3,17,"Penalty on Tony Moeaki: False Start, 5 yards (no play)",4.380,3.630
3,2:23,2,9,SFO 22,3,17,Jamaal Charles middle for 4 yards (tackle by Ray McDonald),3.630,3.490
3,1:41,3,5,SFO 18,3,23,"Matt Cassel pass complete deep middle to Tony Moeaki for 18 yards, touchdown",3.490,7.000
3,,,,SFO 2,3,24,Ryan Succop kicks extra point good,0.000,0.000
3,,,,KAN 30,3,24,Ryan Succop kicks off 66 yards,0.000,1.600
3,1:35,1,10,SFO 40,3,24,Alex Smith pass complete short right to Frank Gore for 8 yards (tackle by Andy Studebaker),1.600,2.130
3,1:01,2,2,SFO 48,3,24,Frank Gore middle for 2 yards (tackle by Jovan Belcher and Eric Berry),2.130,2.260
3,0:22,1,10,,3,24,Frank Gore left guard for 5 yards (tackle by Anthony Toribio and Brandon Carr),2.260,2.390
Quarter,Time,Down,ToGo,Location,SFO,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,KAN 45,3,24,Frank Gore middle for 3 yards (tackle by Derrick Johnson and Shaun Smith),2.390,2.080
4,14:19,3,2,KAN 42,3,24,Alex Smith sacked by Andy Studebaker for 0 yards,2.080,0.460
4,14:11,4,2,KAN 42,3,24,Alex Smith pass complete short left to Frank Gore for 13 yards (tackle by Eric Berry),0.460,3.640
4,13:36,1,10,KAN 29,3,24,Alex Smith pass incomplete deep right intended for Josh Morgan (defended by Brandon Flowers),3.640,3.100
4,13:30,2,10,KAN 29,3,24,Alex Smith pass incomplete short left intended for Frank Gore,3.100,2.410
4,13:25,3,10,KAN 29,3,24,Alex Smith pass complete short right to Frank Gore for 2 yards (tackle by Derrick Johnson and Jon McGraw),2.410,1.670
4,12:39,4,8,KAN 27,3,24,Alex Smith pass incomplete deep right intended for Dominique Zeigler,1.670,-0.740
4,12:32,1,10,KAN 27,3,24,Jamaal Charles for 20 yards,0.740,2.060
4,12:00,1,10,KAN 47,3,24,Thomas Jones middle for 3 yards (tackle by Travis LaBoy),2.060,1.920
4,11:17,2,7,,3,24,Matt Cassel pass complete short left to Tim Castille for -2 yards (tackle by Travis LaBoy),1.920,0.960
4,11:17,3,9,KAN 48,3,24,"Penalty on Barry Richardson: False Start, 5 yards (no play)",0.960,0.300
4,10:07,3,14,KAN 43,3,24,Matt Cassel pass complete short left to Tony Moeaki for 5 yards (tackle by Patrick Willis),0.300,-0.190
4,9:23,4,9,KAN 48,3,24,Dustin Colquitt punts 40 yards,-0.190,0.350
4,9:13,1,10,SFO 12,3,24,"Alex Smith pass complete short left to Frank Gore for 6 yards (tackle by Tamba Hali). Penalty on Glenn Dorsey: Defensive Offside, 5 yards (no play)",-0.350,0.280
4,8:47,1,5,SFO 17,3,24,Alex Smith sacked by Ron Edwards for -9 yards,0.280,-1.070
4,8:14,2,14,SFO 8,3,24,Alex Smith pass incomplete deep right intended for Delanie Walker (defended by Brandon Flowers),-1.070,-1.890
4,8:08,3,14,SFO 8,3,24,Alex Smith pass incomplete short middle intended for Vernon Davis (defended by Derrick Johnson),-1.890,-2.490
4,8:03,4,14,SFO 8,3,24,"Andy Lee punts 51 yards, returned by Dexter McCluster for 2 yards (tackle by Taylor Mays)",-2.490,-1.800
4,7:53,1,10,KAN 43,3,24,Thomas Jones middle for 4 yards (tackle by Justin Smith and NaVorro Bowman),1.800,1.790
4,7:08,2,6,KAN 47,3,24,Thomas Jones middle for 1 yard (tackle by NaVorro Bowman),1.790,1.220
4,6:25,3,5,KAN 48,3,24,Jamaal Charles right end for 17 yards (tackle by Patrick Willis),1.220,3.250
4,5:41,1,10,SFO 35,3,24,Thomas Jones middle for 27 yards (tackle by Patrick Willis),3.250,5.370
4,4:55,1,8,SFO 8,3,24,Jamaal Charles middle for 3 yards (tackle by NaVorro Bowman),5.370,5.150
4,4:12,2,5,SFO 5,3,24,Thomas Jones middle for 2 yards (tackle by Ricky Jean-Francois),5.150,4.720
4,3:31,3,3,SFO 3,3,30,"Thomas Jones left tackle for 3 yards, touchdown",4.720,7.000
4,,,,SFO 2,3,31,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,3,31,"Ryan Succop kicks off 65 yards, returned by Kyle Williams for 17 yards (tackle by Corey Mays)",0.000,0.410
4,3:20,1,10,SFO 22,3,31,Alex Smith pass incomplete short left intended for Michael Crabtree,0.410,-0.130
4,3:15,2,10,SFO 22,3,31,"Alex Smith sacked by Tamba Hali for -6 yards. Alex Smith fumbles (forced by Tamba Hali), recovered by Anthony Davis at SFO-16 and returned for 1 yards",-0.130,-1.680
4,2:46,3,15,SFO 17,3,31,Alex Smith pass incomplete deep right intended for Dominique Zeigler,-1.680,-2.320
4,2:42,4,15,SFO 17,3,31,"Andy Lee punts 51 yards, returned by Dexter McCluster for 30 yards (tackle by Andy Lee)",-2.320,-3.050
4,2:27,1,10,SFO 38,3,31,Jackie Battle right guard for 1 yard (tackle by Justin Smith),3.050,2.640
4,2:00,2,9,SFO 37,3,31,Jackie Battle left tackle for 4 yards (tackle by NaVorro Bowman),2.640,2.480
4,1:41,,,,3,31,Timeout #1 by San Francisco 49ers,0.000,2.480
4,1:41,3,5,SFO 33,3,31,Jackie Battle right guard for 2 yards (tackle by Aubrayo Franklin),2.480,1.380
4,1:31,,,,3,31,Timeout #2 by San Francisco 49ers,0.000,1.380
4,1:31,4,3,SFO 31,3,31,Jackie Battle right end for 2 yards (tackle by Patrick Willis),1.380,-0.870
4,1:23,1,10,SFO 29,3,31,Alex Smith pass complete short left to Frank Gore for 5 yards (tackle by Brandon Carr),0.870,1.000
4,1:02,2,5,SFO 34,3,31,Alex Smith pass complete short left to Dominique Zeigler for 12 yards (tackle by Brandon Carr),1.000,1.990
4,0:55,1,10,SFO 46,3,31,Alex Smith pass incomplete short right intended for Frank Gore,1.990,1.450
4,0:48,2,10,SFO 46,3,31,Alex Smith pass complete short left to Frank Gore for -2 yards (tackle by Wallace Gilberry),1.450,0.500
4,0:21,3,12,SFO 44,3,31,Alex Smith pass complete short right to Michael Crabtree for 3 yards (tackle by Travis Daniels),0.500,-0.260
4,0:15,4,9,SFO 47,3,31,Alex Smith pass complete short right to Frank Gore for 41 yards (tackle by Brandon Carr),-0.260,4.780
4,0:03,,,,3,31,Timeout #3 by San Francisco 49ers,0.000,4.780
4,0:03,1,10,KAN 12,9,31,"Alex Smith pass complete short left to Josh Morgan for 12 yards, touchdown",4.780,7.000
4,,,,KAN 2,10,31,Joe Nedney kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
