0,1
Game Info,Game Info
Won Toss,Eagles (deferred)
Roof,outdoors
Surface,grass
Duration,3:13
Attendance,69696
Weather,"79 degrees, relative humidity 49%, wind 4 mph"
Vegas Line,Philadelphia Eagles -10.5
Over/Under,44.0 (over)
