Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
1,5:30,1,10,PHI 32,0,0,Ezekiel Elliott left tackle for 5 yards (tackle by Nathan Gerry),3.450,3.580
1,4:55,2,5,PHI 27,0,0,Dak Prescott pass complete short left to Ezekiel Elliott for 2 yards,3.580,3.140
1,4:15,3,3,PHI 25,0,0,"Dak Prescott pass complete short right to Blake Jarwin for 6 yards (tackle by Tre Sullivan). Penalty on Fletcher Cox: Roughing the Passer, 10 yards. Penalty on Michael Bennett: Defensive Offside (Declined)",3.140,5.140
1,3:54,1,9,PHI 9,0,0,Dak Prescott right end for -4 yards (tackle by Michael Bennett),5.140,3.720
1,3:13,2,13,PHI 13,0,0,Dak Prescott pass incomplete short right intended for Michael Gallup,3.720,3.060
1,3:08,3,13,PHI 13,0,0,Dak Prescott pass complete short middle to Ezekiel Elliott for 3 yards (tackle by Brandon Graham and Nigel Bradham),3.060,2.760
1,2:28,4,10,PHI 10,0,3,Brett Maher 28 yard field goal good,2.760,3.000
1,2:25,,,DAL 35,0,3,"Brett Maher kicks off 65 yards, returned by Corey Clement for no gain (tackle by Brett Maher and Justin March-Lillard)",0.000,1.330
1,2:17,1,10,PHI 36,0,3,Carson Wentz pass complete short right to Darren Sproles for 3 yards (tackle by Chidobe Awuzie),1.330,1.200
1,1:40,2,7,PHI 39,0,3,Corey Clement up the middle for -4 yards (tackle by Maliek Collins),1.200,-0.030
1,1:08,3,11,PHI 35,0,3,Carson Wentz pass incomplete deep left intended for Golden Tate,-0.030,-1.040
1,1:03,4,11,PHI 35,0,3,"Cameron Johnston punts 50 yards, returned by Cole Beasley for no gain (tackle by Deiondre' Hall). Penalty on Rod Smith: Offensive Holding, 7 yards",-1.040,0.380
1,0:52,1,10,DAL 8,0,3,Dak Prescott pass complete short middle to Ezekiel Elliott for 4 yards (tackle by Nathan Gerry),-0.380,-0.490
1,0:14,2,6,DAL 12,0,3,Ezekiel Elliott up the middle for no gain (tackle by Kamu Grugier-Hill),-0.490,-0.950
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,DAL 12,0,3,Dak Prescott pass complete short middle to Ezekiel Elliott for 6 yards (tackle by Malcolm Jenkins),-0.950,0.040
2,14:21,1,10,DAL 18,0,3,Ezekiel Elliott up the middle for 20 yards (tackle by Corey Graham),0.040,1.470
2,13:42,1,10,DAL 38,0,3,Rod Smith right end for 1 yard (tackle by De'Vante Bausby),1.470,1.060
2,13:01,2,9,DAL 39,0,3,Dak Prescott pass complete short middle to Dalton Schultz for 16 yards (tackle by Corey Graham and Kamu Grugier-Hill),1.060,2.590
2,12:22,1,10,PHI 45,0,3,Dak Prescott pass complete short left to Blake Jarwin for 5 yards (tackle by Rasul Douglas),2.590,2.720
2,11:52,2,5,PHI 40,0,3,Ezekiel Elliott up the middle for 2 yards (tackle by Treyvon Hester and Corey Graham),2.720,2.280
2,11:12,3,3,PHI 38,0,3,Dak Prescott pass complete short middle to Cole Beasley for 15 yards (tackle by Cre'von LeBlanc),2.280,4.040
2,10:26,1,10,PHI 23,0,3,Dak Prescott pass deep left intended for Amari Cooper is intercepted by Rasul Douglas at PHI-1 and returned for 17 yards,4.040,-0.040
2,10:12,1,10,PHI 18,0,3,Carson Wentz right end for 1 yard (tackle by Demarcus Lawrence),0.040,-0.320
2,9:32,2,9,PHI 19,0,3,Carson Wentz pass complete short middle to Alshon Jeffery for 8 yards (tackle by Leighton Vander Esch and Jaylon Smith),-0.320,-0.020
2,8:48,3,1,PHI 27,0,3,Carson Wentz right end for -1 yards (tackle by Demarcus Lawrence),-0.020,-1.630
2,8:07,4,2,PHI 26,0,3,"Cameron Johnston punts 53 yards, fair catch by Cole Beasley at DAL-21",-1.630,-0.340
2,7:59,1,10,DAL 21,0,3,Ezekiel Elliott left tackle for 9 yards (tackle by Corey Graham),0.340,1.020
2,7:21,2,1,DAL 30,0,3,Ezekiel Elliott left tackle for no gain (tackle by Treyvon Hester and Nathan Gerry),1.020,0.300
2,6:38,3,1,DAL 30,0,3,Ezekiel Elliott right end for 10 yards (tackle by Nigel Bradham),0.300,1.600
2,6:05,1,10,DAL 40,0,3,Dak Prescott pass complete short middle to Rod Smith for 9 yards (tackle by Malcolm Jenkins),1.600,2.270
2,5:28,2,1,DAL 49,0,3,Rod Smith up the middle for 14 yards (tackle by Corey Graham),2.270,3.120
2,4:48,1,10,PHI 37,0,3,"Penalty on Rod Smith: False Start, 5 yards (no play)",3.120,2.790
2,4:25,1,15,PHI 42,0,3,Dak Prescott pass complete deep right to Amari Cooper for 27 yards,2.790,4.580
2,3:57,1,10,PHI 15,0,3,"Ezekiel Elliott left tackle for no gain (tackle by Fletcher Cox). Penalty on Joe Looney: Offensive Holding, 10 yards (no play)",4.580,3.910
2,3:40,1,20,PHI 25,0,3,Dak Prescott pass complete short left to Blake Jarwin for 2 yards (tackle by Rasul Douglas),3.910,2.940
2,3:00,2,18,PHI 23,0,3,Dak Prescott pass complete short middle to Ezekiel Elliott for 5 yards (tackle by Brandon Graham),2.940,2.890
2,2:20,3,13,PHI 18,0,3,"Dak Prescott left end for no gain (tackle by Cre'von LeBlanc). Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",2.890,1.620
2,2:00,3,23,PHI 28,0,3,Dak Prescott pass complete short left to Michael Gallup for 1 yard (tackle by Rasul Douglas),1.620,1.670
2,1:53,,,,,,Timeout #2 by Philadelphia Eagles,,
2,1:53,4,22,PHI 27,0,3,Brett Maher 45 yard field goal no good,1.670,-1.270
2,1:48,1,10,PHI 35,0,3,Carson Wentz pass complete short middle to Nelson Agholor for 7 yards (tackle by Jaylon Smith),1.270,1.670
2,1:34,,,,,,Timeout #3 by Philadelphia Eagles,,
2,1:34,2,3,PHI 42,0,3,Carson Wentz pass complete short left to Zach Ertz for 9 yards (tackle by Jeff Heath),1.670,2.320
2,1:28,1,10,DAL 49,0,3,Carson Wentz pass complete short left to Zach Ertz for 12 yards (tackle by Leighton Vander Esch),2.320,3.120
2,0:59,1,10,DAL 37,0,3,"Carson Wentz sacked by Tyrone Crawford for -1 yards. Carson Wentz fumbles (forced by Tyrone Crawford), recovered by Maliek Collins at DAL-38",3.120,-1.470
2,0:52,1,10,DAL 38,0,3,Dak Prescott pass incomplete deep left intended for Cole Beasley,1.470,0.920
2,0:46,2,10,DAL 38,0,3,Dak Prescott pass complete short middle to Ezekiel Elliott for 3 yards (tackle by Malcolm Jenkins),0.920,0.630
2,0:28,3,7,DAL 41,0,3,Dak Prescott pass complete short left to Ezekiel Elliott for 16 yards (tackle by Nigel Bradham),0.630,2.720
2,0:21,,,,,,Timeout #1 by Dallas Cowboys,,
2,0:21,1,10,PHI 43,0,3,Dak Prescott pass complete short left to Allen Hurns for 9 yards (tackle by Rasul Douglas),2.720,3.390
2,0:14,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:14,2,1,PHI 34,0,3,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,3.390,2.680
2,0:10,3,1,PHI 34,0,3,"Dak Prescott pass complete short left to Blake Jarwin for 10 yards (tackle by Rasul Douglas). Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",2.680,1.360
2,0:04,3,11,PHI 44,0,3,Dak Prescott pass incomplete short left intended for Michael Gallup,1.360,0.330
2,0:01,4,11,PHI 44,0,6,Brett Maher 62 yard field goal good,0.330,3.000
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,0,6,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,0,6,Carson Wentz pass complete short right to Zach Ertz for 1 yard (tackle by Jeff Heath),0.610,0.200
3,14:25,2,9,PHI 26,0,6,Josh Adams left tackle for no gain (tackle by Antwaun Woods),0.200,-0.490
3,13:40,3,9,PHI 26,0,6,Carson Wentz pass incomplete short right intended for Zach Ertz,-0.490,-1.630
3,13:35,4,9,PHI 26,0,6,"Cameron Johnston punts 42 yards, returned by Cole Beasley for 14 yards (tackle by Kamu Grugier-Hill and Tre Sullivan)",-1.630,-1.990
3,13:25,1,10,DAL 46,0,6,Ezekiel Elliott left tackle for 2 yards (tackle by Haloti Ngata),1.990,1.720
3,12:53,2,8,DAL 48,0,6,Dak Prescott pass complete short right to Amari Cooper for 10 yards (tackle by Cre'von LeBlanc),1.720,2.790
3,12:13,1,10,PHI 42,0,6,Ezekiel Elliott up the middle for 5 yards (tackle by Nigel Bradham),2.790,2.920
3,11:41,2,5,PHI 37,0,6,Dak Prescott pass complete short right to Michael Gallup for 10 yards (tackle by De'Vante Bausby),2.920,3.780
3,11:05,1,10,PHI 27,0,6,Dak Prescott pass complete short middle to Blake Jarwin for 22 yards (tackle by Corey Graham),3.780,6.060
3,10:29,1,5,PHI 5,0,6,Dak Prescott pass incomplete short middle intended for Cole Beasley,6.060,5.150
3,10:23,2,5,PHI 5,0,6,Ezekiel Elliott up the middle for 2 yards (tackle by Haloti Ngata and Nigel Bradham),5.150,4.720
3,9:42,3,3,PHI 3,0,6,Dak Prescott left tackle for no gain (tackle by Tre Sullivan),4.720,3.040
3,9:01,4,3,PHI 3,0,9,Brett Maher 21 yard field goal good,3.040,3.000
3,8:59,,,DAL 35,0,9,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,8:59,1,10,PHI 25,0,9,Josh Adams left guard for 1 yard (tackle by Leighton Vander Esch),0.610,0.200
3,8:20,2,9,PHI 26,0,9,Carson Wentz pass complete short left to Alshon Jeffery for 11 yards (tackle by Byron Jones),0.200,1.400
3,7:46,1,10,PHI 37,0,9,Carson Wentz pass complete short middle to Zach Ertz for 7 yards (tackle by Leighton Vander Esch),1.400,1.800
3,7:11,2,3,PHI 44,0,9,Carson Wentz pass incomplete short right intended for Nelson Agholor,1.800,1.090
3,7:07,3,3,PHI 44,0,9,Carson Wentz pass incomplete short left intended for Alshon Jeffery (defended by Chidobe Awuzie),1.090,-0.460
3,7:02,4,3,PHI 44,0,9,"Cameron Johnston punts 42 yards, fair catch by Cole Beasley at DAL-14",-0.460,0.280
3,6:56,1,10,DAL 14,0,9,Dak Prescott sacked by Fletcher Cox for -5 yards,-0.280,-1.150
3,6:19,2,15,DAL 9,0,9,Dak Prescott pass deep left intended for Michael Gallup is intercepted by Corey Graham at DAL-31 and returned for 29 yards,-1.150,-6.740
3,6:08,1,2,DAL 2,6,9,"Carson Wentz pass complete short left to Alshon Jeffery for 2 yards, touchdown",6.740,7.000
3,6:04,,,DAL 15,6,9,Jake Elliott kicks extra point no good wide right,0.000,-1.000
3,6:04,,,PHI 35,6,9,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,6:04,1,10,DAL 25,6,9,Ezekiel Elliott right end for 3 yards (tackle by Nigel Bradham),0.610,0.470
3,5:28,2,7,DAL 28,6,9,Ezekiel Elliott left end for 5 yards (tackle by Michael Bennett),0.470,0.430
3,4:43,3,2,DAL 33,6,9,Dak Prescott pass complete short right to Cole Beasley for 3 yards,0.430,1.330
3,4:13,1,10,DAL 36,6,9,Ezekiel Elliott up the middle for 1 yard (tackle by Nigel Bradham and Sidney Jones),1.330,0.930
3,3:38,2,9,DAL 37,6,9,Dak Prescott pass complete short left to Amari Cooper for 17 yards (tackle by Rasul Douglas),0.930,2.520
3,2:58,1,10,PHI 46,6,9,Dak Prescott pass incomplete short right,2.520,1.980
3,2:53,2,10,PHI 46,6,9,Ezekiel Elliott left tackle for 2 yards (tackle by Brandon Graham),1.980,1.550
3,2:14,3,8,PHI 44,6,9,"Dak Prescott sacked by Michael Bennett for -7 yards. Dak Prescott fumbles (forced by Michael Bennett), recovered by Brandon Graham at PHI-45 (tackle by Blake Jarwin)",1.550,-1.930
3,2:04,1,10,PHI 45,6,9,Carson Wentz pass complete short right to Dallas Goedert for 6 yards (tackle by Leighton Vander Esch),1.930,2.190
3,1:19,2,4,DAL 49,6,9,Carson Wentz pass incomplete short right intended for Alshon Jeffery,2.190,1.490
3,1:14,,,,,,Timeout #1 by Philadelphia Eagles,,
3,1:14,3,4,DAL 49,6,9,Carson Wentz up the middle for 1 yard (tackle by Demarcus Lawrence),1.490,0.070
3,0:29,4,3,DAL 48,6,9,Carson Wentz pass complete short right to Darren Sproles for 25 yards (tackle by Xavier Woods),0.070,4.040
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 23,6,9,Carson Wentz pass incomplete short middle intended for Zach Ertz,4.040,3.500
4,14:55,2,10,DAL 23,6,9,"Carson Wentz pass complete short middle to Golden Tate for 7 yards (tackle by Anthony Brown). Penalty on Randy Gregory: Roughing the Passer, 8 yards",3.500,5.370
4,14:30,1,8,DAL 8,6,9,"Darren Sproles left tackle for no gain (tackle by Maliek Collins). Penalty on Zach Ertz: Illegal Block Above the Waist, 9 yards (no play)",5.370,4.260
4,13:49,1,17,DAL 17,6,9,Carson Wentz pass complete short left to Jordan Matthews for 6 yards (tackle by Jaylon Smith),4.260,4.020
4,13:02,2,11,DAL 11,6,9,Wendell Smallwood right guard for 3 yards (tackle by Jaylon Smith and Antwaun Woods),4.020,3.580
4,12:19,3,8,DAL 8,6,9,Carson Wentz pass incomplete short left intended for Zach Ertz (defended by Anthony Brown),3.580,2.950
4,12:15,4,8,DAL 8,9,9,Jake Elliott 26 yard field goal good,2.950,3.000
4,12:11,,,PHI 35,9,9,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,12:11,1,10,DAL 25,9,9,Ezekiel Elliott right tackle for -1 yards (tackle by Kamu Grugier-Hill and Nathan Gerry),0.610,-0.070
4,11:32,2,11,DAL 24,9,9,"Dak Prescott pass complete short right to Ezekiel Elliott for 14 yards (tackle by Kamu Grugier-Hill and Corey Graham). Penalty on Ezekiel Elliott: Lowering the Head to Initiate Contact, 15 yards",-0.070,-0.210
4,11:09,2,12,DAL 23,9,9,Dak Prescott pass complete short right to Amari Cooper for 12 yards (tackle by Malcolm Jenkins). Penalty on Sidney Jones: Defensive Pass Interference (Declined),-0.210,1.270
4,10:55,1,10,DAL 35,9,9,Rod Smith left guard for 7 yards (tackle by Nigel Bradham and Corey Graham),1.270,1.670
4,10:20,2,3,DAL 42,9,9,Dak Prescott pass complete short right to Rod Smith for 7 yards (tackle by Malcolm Jenkins),1.670,2.190
4,9:36,1,10,DAL 49,9,9,Rod Smith right guard for 5 yards (tackle by Nathan Gerry),2.190,2.320
4,8:59,2,5,PHI 46,9,9,Dak Prescott pass complete short right to Amari Cooper for 13 yards (tackle by Sidney Jones),2.320,3.380
4,8:30,1,10,PHI 33,9,9,Ezekiel Elliott left end for 5 yards (tackle by Kamu Grugier-Hill),3.380,3.510
4,7:52,2,5,PHI 28,9,15,"Dak Prescott pass complete deep right to Amari Cooper for 28 yards, touchdown",3.510,7.000
4,7:46,,,PHI 15,9,16,Brett Maher kicks extra point good,0.000,0.000
4,7:46,,,DAL 35,9,16,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,7:46,1,10,PHI 25,9,16,Josh Adams left tackle for -1 yards (tackle by Demarcus Lawrence and Jaylon Smith),0.610,-0.070
4,7:08,2,11,PHI 24,9,16,Carson Wentz pass complete short middle to Alshon Jeffery for 5 yards (tackle by Xavier Woods and Jaylon Smith),-0.070,-0.100
4,6:22,3,6,PHI 29,9,16,Carson Wentz pass incomplete short middle intended for Golden Tate (defended by Anthony Brown),-0.100,-1.440
4,6:18,4,6,PHI 29,9,16,"Cameron Johnston punts 50 yards, fair catch by Cole Beasley at DAL-21",-1.440,-0.340
4,6:10,1,10,DAL 21,9,16,Ezekiel Elliott up the middle for -4 yards (tackle by Michael Bennett) Penalty on DAL: Illegal Shift (Declined),0.340,-0.860
4,5:47,2,14,DAL 17,9,16,Dak Prescott pass incomplete short right intended for Amari Cooper,-0.860,-1.590
4,5:42,3,14,DAL 17,9,16,Dak Prescott pass incomplete deep right intended for Michael Gallup,-1.590,-2.320
4,5:36,4,14,DAL 17,9,16,"Chris Jones punts 39 yards, returned by Darren Sproles for 9 yards (tackle by Damien Wilson)",-2.320,-2.460
4,5:25,1,10,DAL 47,9,16,Carson Wentz pass complete short right to Alshon Jeffery for 12 yards (tackle by Chidobe Awuzie),2.460,3.250
4,4:42,1,10,DAL 35,9,16,Carson Wentz pass complete short right to Dallas Goedert for 26 yards (tackle by Jaylon Smith),3.250,5.140
4,3:58,1,9,DAL 9,9,16,Josh Adams up the middle for 6 yards (tackle by Damien Wilson),5.140,5.530
4,3:17,2,3,DAL 3,15,16,"Carson Wentz pass complete short middle to Dallas Goedert for 3 yards, touchdown",5.530,7.000
4,3:12,,,DAL 15,16,16,Jake Elliott kicks extra point good,0.000,0.000
4,3:12,,,PHI 35,16,16,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,3:12,1,10,DAL 25,16,22,"Dak Prescott pass complete deep right to Amari Cooper for 75 yards, touchdown",0.610,7.000
4,3:01,,,PHI 15,16,23,Brett Maher kicks extra point good,0.000,0.000
4,3:01,,,DAL 35,16,23,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,3:01,1,10,PHI 25,16,23,Carson Wentz pass incomplete deep right intended for Alshon Jeffery,0.610,0.060
4,2:55,2,10,PHI 25,16,23,"Carson Wentz pass complete deep middle to Dallas Goedert for 75 yards. Penalty on Dallas Goedert: Offensive Pass Interference, 10 yards (no play)",0.060,-1.430
4,2:40,2,20,PHI 15,16,23,"Carson Wentz sacked by Randy Gregory for no gain. Penalty on Randy Gregory: Roughing the Passer, 15 yards (no play)",-1.430,0.940
4,2:34,1,10,PHI 30,16,23,Carson Wentz pass complete short right to Alshon Jeffery for 12 yards (tackle by Chidobe Awuzie),0.940,1.730
4,2:27,1,10,PHI 42,16,23,"Carson Wentz sacked by Leighton Vander Esch for no gain. Penalty on Anthony Brown: Illegal Contact, 5 yards (no play)",1.730,2.060
4,2:21,1,10,PHI 47,16,23,Carson Wentz pass complete short middle to Dallas Goedert for 9 yards (tackle by Jaylon Smith),2.060,2.730
4,2:00,2,1,DAL 44,16,23,Carson Wentz pass complete deep left to Nelson Agholor for 42 yards,2.730,6.740
4,1:53,,,,,,Timeout #2 by Philadelphia Eagles,,
4,1:53,1,2,DAL 2,16,23,Carson Wentz up the middle for -4 yards (tackle by Jaylon Smith),6.740,4.950
4,1:45,,,,,,Timeout #1 by Dallas Cowboys,,
4,1:45,2,6,DAL 6,22,23,"Carson Wentz pass complete short right to Darren Sproles for 6 yards, touchdown",4.950,7.000
4,1:39,,,DAL 15,23,23,"Jake Elliott kicks extra point good. Penalty on Demarcus Lawrence: Unnecessary Roughness, 15 yards",0.000,0.000
4,1:39,,,PHI 50,23,23,"Jake Elliott kicks off 40 yards, returned by Cole Beasley for no gain (tackle by Kamu Grugier-Hill)",0.000,0.040
4,1:35,1,10,DAL 18,23,23,Dak Prescott pass complete short left to Ezekiel Elliott for 4 yards (tackle by Rasul Douglas),0.040,0.140
4,1:29,2,6,DAL 22,23,23,Dak Prescott pass complete short left to Ezekiel Elliott for 8 yards (tackle by Rasul Douglas),0.140,0.940
4,1:05,1,10,DAL 30,23,23,Dak Prescott pass complete short right to Amari Cooper for 8 yards (tackle by Tre Sullivan),0.940,1.470
4,0:58,2,2,DAL 38,23,23,Dak Prescott pass incomplete deep left intended for Michael Gallup,1.470,0.760
4,0:51,3,2,DAL 38,23,23,"Dak Prescott pass incomplete deep right intended for Allen Hurns. Penalty on Corey Graham: Defensive Holding, 5 yards (no play)",0.760,1.800
4,0:46,1,10,DAL 43,23,23,Dak Prescott pass complete short right to Blake Jarwin for 7 yards (tackle by Nigel Bradham),1.800,2.200
4,0:33,2,3,DAL 50,23,23,Dak Prescott pass complete short right to Blake Jarwin for 5 yards,2.200,2.590
4,0:28,1,10,PHI 45,23,23,Dak Prescott pass complete short right to Ezekiel Elliott for 4 yards (tackle by Corey Graham),2.590,2.580
4,0:21,,,,,,Timeout #2 by Dallas Cowboys,,
4,0:21,2,6,PHI 41,23,23,"Joe Looney aborted snap, recovered by Dak Prescott at PHI-47 (tackle by Malcolm Jenkins)",2.580,1.090
4,0:16,,,,,,Timeout #3 by Dallas Cowboys,,
4,0:16,3,12,PHI 47,23,23,Dak Prescott sacked by Fletcher Cox and Michael Bennett for -9 yards,1.090,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the overtime kickoff.",,
OT,10:00,,,PHI 35,23,23,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,DAL 25,23,23,Ezekiel Elliott right guard for 8 yards (tackle by Kamu Grugier-Hill and Nigel Bradham),0.610,1.140
OT,9:30,2,2,DAL 33,23,23,Ezekiel Elliott up the middle for 10 yards (tackle by Malcolm Jenkins),1.140,1.800
OT,8:49,1,10,DAL 43,23,23,Dak Prescott pass complete short right to Dalton Schultz for 16 yards (tackle by Corey Graham),1.800,2.850
OT,8:08,1,10,PHI 41,23,23,Ezekiel Elliott up the middle for 1 yard (tackle by De'Vante Bausby),2.850,2.440
OT,7:34,2,9,PHI 40,23,23,"Dak Prescott sacked by Fletcher Cox for no gain. Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",2.440,1.090
OT,7:10,2,19,DAL 50,23,23,Dak Prescott pass complete short right to Ezekiel Elliott for 10 yards (tackle by De'Vante Bausby),1.090,1.750
OT,6:31,3,9,PHI 40,23,23,Dak Prescott pass complete short middle to Amari Cooper for 12 yards (tackle by Corey Graham),1.750,3.710
OT,6:05,1,10,PHI 28,23,23,Ezekiel Elliott up the middle for 4 yards (tackle by Cre'von LeBlanc and Nigel Bradham),3.710,3.710
OT,5:31,2,6,PHI 24,23,23,Dak Prescott pass complete short right to Dalton Schultz for 5 yards (tackle by Malcolm Jenkins),3.710,3.720
OT,4:47,3,1,PHI 19,23,23,Ezekiel Elliott right tackle for no gain (tackle by Michael Bennett),3.720,2.340
OT,4:01,,,,,,Timeout #1 by Dallas Cowboys,,
OT,4:01,4,1,PHI 19,23,23,Ezekiel Elliott left tackle for 1 yard (tackle by Malcolm Jenkins and Nigel Bradham),2.340,4.370
OT,3:20,1,10,PHI 18,23,23,Dak Prescott left tackle for 6 yards (tackle by Nigel Bradham),4.370,4.810
OT,2:41,2,4,PHI 12,23,23,Ezekiel Elliott right guard for -3 yards (tackle by Michael Bennett and Fletcher Cox),4.810,3.460
OT,2:00,3,7,PHI 15,23,29,"Dak Prescott pass complete short left to Amari Cooper for 15 yards, touchdown",3.460,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
