Quarter,Time,Down,ToGo,Location,MIA,SFO,Detail,EPB,EPA
1,10:28,2,10,MIA 24,7,3,Raheem Mostert up the middle for 4 yards (tackle by Samson Ebukam),0.000,-0.160
1,9:48,3,6,MIA 28,7,3,Tua Tagovailoa pass incomplete deep middle intended for Trent Sherfield (defended by Fred Warner),-0.160,-1.500
1,9:42,4,6,MIA 28,7,3,"Thomas Morstead punts 46 yards, returned by Ray-Ray McCloud for 20 yards (tackle by Alec Ingold)",-1.500,-1.990
1,9:30,1,10,SFO 46,7,3,Christian McCaffrey left tackle for 3 yards (tackle by Christian Wilkins),1.990,1.860
1,8:46,2,7,SFO 49,7,3,Christian McCaffrey left tackle for 4 yards (tackle by Andrew Van Ginkel and Christian Wilkins),1.860,1.690
1,8:08,3,3,MIA 47,7,3,Brock Purdy pass complete short left to Christian McCaffrey for 7 yards (tackle by Duke Riley),1.690,2.920
1,7:26,1,10,MIA 40,7,3,Jordan Mason up the middle for 11 yards (tackle by Jevon Holland),2.920,3.640
1,6:48,1,10,MIA 29,7,3,Brock Purdy pass incomplete short right intended for Deebo Samuel,3.640,3.100
1,6:42,2,10,MIA 29,7,3,Brock Purdy pass incomplete deep middle intended for Deebo Samuel (defended by Xavien Howard),3.100,2.410
1,6:37,3,10,MIA 29,7,3,"Brock Purdy pass incomplete intended for Brandon Aiyuk. Penalty on Kader Kohou: Defensive Pass Interference, 14 yards (accepted) (no play)",2.410,4.580
1,6:29,1,10,MIA 15,7,3,Christian McCaffrey left guard for 9 yards (tackle by Jerome Baker and Elandon Roberts),4.580,5.600
1,5:40,,,,,,Timeout #1 by San Francisco 49ers,,
1,5:40,2,1,MIA 6,7,3,Christian McCaffrey up the middle for 3 yards (tackle by Eric Rowe and Jerome Baker),5.600,6.510
1,4:57,1,3,MIA 3,7,9,"Brock Purdy pass complete short right to Kyle Juszczyk for 3 yards, touchdown",6.510,7.000
1,4:52,,,MIA 15,7,10,Robbie Gould kicks extra point good,0.000,0.000
1,4:52,,,SFO 35,7,10,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
1,4:52,1,10,MIA 25,7,10,Jeff Wilson up the middle for 3 yards (tackle by Kevin Givens),0.610,0.470
1,4:13,2,7,MIA 28,7,10,Tua Tagovailoa pass incomplete deep right intended for Jaylen Waddle,0.470,-0.230
1,4:06,3,7,MIA 28,7,10,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle,-0.230,-1.500
1,4:01,4,7,MIA 28,7,10,"Thomas Morstead punts 63 yards, returned by Ray-Ray McCloud for 14 yards (tackle by Clayton Fejedelem). Penalty on Elijah Campbell: Player Out of Bounds on a Punt, 5 yards (accepted)",-1.500,-0.810
1,3:49,1,10,SFO 28,7,10,Christian McCaffrey up the middle for 4 yards (tackle by Christian Wilkins and Andrew Van Ginkel),0.810,0.800
1,3:13,2,6,SFO 32,7,10,"Christian McCaffrey for no gain. Penalty on Melvin Ingram: Tripping / Defense, 10 yards (accepted) (no play)",0.800,1.730
1,2:50,1,10,SFO 42,7,10,Brock Purdy pass complete short left to Brandon Aiyuk for 6 yards (tackle by Kader Kohou),1.730,2.000
1,2:13,2,4,SFO 48,7,10,Christian McCaffrey up the middle for 2 yards (tackle by Zach Sieler),2.000,1.550
1,1:43,3,2,SFO 50,7,10,Christian McCaffrey up the middle for -3 yards (tackle by Christian Wilkins),1.550,-0.260
1,1:03,4,5,SFO 47,7,10,Mitch Wishnowsky punts 43 yards out of bounds,-0.260,0.380
1,0:51,1,10,MIA 10,7,10,Tua Tagovailoa pass incomplete deep left intended for Jaylen Waddle,-0.380,-0.780
1,0:45,2,10,MIA 10,7,10,Tua Tagovailoa pass complete deep middle to Durham Smythe for 19 yards (tackle by Tashaun Gipson),-0.780,0.870
1,0:07,1,10,MIA 29,7,10,Tua Tagovailoa pass incomplete short right intended for Alec Ingold,0.870,0.330
1,0:03,2,10,MIA 29,7,10,Tua Tagovailoa pass complete short right to Tyreek Hill for 18 yards (tackle by Jimmie Ward),0.330,2.060
Quarter,Time,Down,ToGo,Location,MIA,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 47,7,10,Raheem Mostert left end for no gain (tackle by Dre Greenlaw and Kerry Hyder),2.060,1.520
2,14:20,2,10,MIA 47,7,10,Tua Tagovailoa pass complete short left to Tyreek Hill for 17 yards (tackle by Deommodore Lenoir),1.520,3.180
2,13:46,1,10,SFO 36,7,10,Tua Tagovailoa pass complete short left to Alec Ingold for 6 yards (tackle by Dre Greenlaw),3.180,3.450
2,13:07,2,4,SFO 30,7,10,Raheem Mostert up the middle for 4 yards (tackle by Hassan Ridgeway),3.450,3.840
2,12:25,1,10,SFO 26,7,10,Tua Tagovailoa pass complete short right to Alec Ingold for 7 yards (tackle by Jimmie Ward),3.840,4.270
2,11:51,2,3,SFO 19,7,10,Tua Tagovailoa pass complete short left to Alec Ingold for 2 yards (tackle by Hassan Ridgeway and Dre Greenlaw),4.270,3.950
2,11:05,3,1,SFO 17,7,10,Tua Tagovailoa sacked by Nick Bosa for -8 yards,3.950,1.800
2,10:20,4,9,SFO 25,10,10,Jason Sanders 43 yard field goal good,1.800,3.000
2,10:14,,,MIA 35,10,10,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,10:14,1,10,SFO 25,10,10,Deebo Samuel up the middle for no gain (tackle by Zach Sieler),0.610,0.060
2,9:37,2,10,SFO 25,10,10,Brock Purdy pass complete short left to Kyle Juszczyk for 5 yards (tackle by Kader Kohou),0.060,0.040
2,8:55,3,5,SFO 30,10,10,Brock Purdy pass incomplete short right intended for Deebo Samuel (defended by Keion Crossen),0.040,-1.370
2,8:51,4,5,SFO 30,10,10,"Mitch Wishnowsky punts 56 yards, returned by Cedrick Wilson for 14 yards (tackle by Demetrius Flannigan-Fowles and Samuel Womack)",-1.370,-0.810
2,8:39,1,10,MIA 28,10,10,Tua Tagovailoa pass incomplete deep left intended for Jaylen Waddle,0.810,0.260
2,8:34,2,10,MIA 28,10,10,Tua Tagovailoa pass incomplete deep left intended for Jeff Wilson,0.260,-0.430
2,8:29,3,10,MIA 28,10,10,Tua Tagovailoa pass incomplete short left intended for River Cracraft,-0.430,-1.500
2,8:25,4,10,MIA 28,10,10,Thomas Morstead punts 50 yards downed by Justin Bethel,-1.500,-0.410
2,8:14,1,10,SFO 22,10,10,Brock Purdy pass complete short left to Tyler Kroft for 14 yards,0.410,1.330
2,7:40,1,10,SFO 36,10,10,Jordan Mason right guard for 19 yards (tackle by Jevon Holland),1.330,2.590
2,7:03,1,10,MIA 45,10,10,Jordan Mason up the middle for 7 yards (tackle by Jerome Baker),2.590,2.990
2,6:21,2,3,MIA 38,10,10,"Brock Purdy sacked by and Andrew Van Ginkel for -7 yards and Zach Sieler for -7 yards. Penalty on Aaron Banks: Offensive Holding, 10 yards (declined)",2.990,1.360
2,5:59,3,10,MIA 45,10,10,Brock Purdy pass complete short right to Brandon Aiyuk for 6 yards (tackle by Xavien Howard),1.360,0.660
2,5:20,4,4,MIA 39,10,10,Brock Purdy pass deep right intended for Brandon Aiyuk is intercepted by Xavien Howard at MIA-19 and returned for no gain (tackle by Brandon Aiyuk),0.660,-0.150
2,5:13,1,10,MIA 19,10,10,Tua Tagovailoa pass complete deep right to River Cracraft for 18 yards (tackle by Dre Greenlaw),0.150,1.400
2,4:32,1,10,MIA 37,10,10,Raheem Mostert right guard for 2 yards (tackle by Jordan Willis and Hassan Ridgeway),1.400,1.130
2,3:47,2,8,MIA 39,10,10,Tua Tagovailoa pass incomplete deep middle intended for Tyreek Hill,1.130,0.430
2,3:40,,,,,,Timeout #1 by Miami Dolphins,,
2,3:40,3,8,MIA 39,10,10,Tua Tagovailoa sacked by Nick Bosa for -10 yards,0.430,-1.440
2,3:00,4,18,MIA 29,10,10,Thomas Morstead punts 47 yards downed by Blake Ferguson,-1.440,-0.540
2,2:48,1,10,SFO 24,10,10,Brock Purdy pass complete short left to Deebo Samuel for 7 yards (tackle by Jerome Baker),0.540,0.940
2,2:16,2,3,SFO 31,10,10,"Brock Purdy pass incomplete intended for George Kittle. Penalty on Mike McGlinchey: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.940,0.270
2,2:08,2,8,SFO 26,10,10,Brock Purdy pass complete short left to Christian McCaffrey for 9 yards (tackle by Kader Kohou),0.270,1.270
2,2:00,1,10,SFO 35,10,10,Christian McCaffrey up the middle for no gain (tackle by Christian Wilkins and Zach Sieler),1.270,0.720
2,1:25,2,10,SFO 35,10,10,Brock Purdy pass incomplete short right intended for Brandon Aiyuk,0.720,0.040
2,1:19,3,10,SFO 35,10,10,Brock Purdy pass complete short middle to George Kittle for 19 yards (tackle by Xavien Howard and Eric Rowe),0.040,2.520
2,0:51,,,,,,Timeout #2 by Miami Dolphins,,
2,0:51,1,10,MIA 46,10,10,Brock Purdy pass incomplete short right intended for Jauan Jennings,2.520,1.980
2,0:48,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:48,2,10,MIA 46,10,10,Brock Purdy pass complete short right to Jauan Jennings for 19 yards. Jauan Jennings fumbles (forced by Christian Wilkins). Jauan Jennings fumbles out of bounds,1.980,3.780
2,0:38,1,10,MIA 27,10,10,"Brock Purdy pass incomplete intended for Deebo Samuel. Penalty on Xavien Howard: Defensive Pass Interference, 4 yards (accepted) (no play)",3.780,4.040
2,0:36,1,10,MIA 23,10,10,Brock Purdy pass complete short left to Christian McCaffrey for 18 yards (tackle by Keion Crossen),4.040,6.060
2,0:16,1,5,MIA 5,10,10,Christian McCaffrey up the middle for 2 yards (tackle by Christian Wilkins and Duke Riley),6.060,5.530
2,0:12,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:12,2,3,MIA 3,10,10,Brock Purdy pass incomplete short middle intended for Christian McCaffrey,5.530,4.720
2,0:07,3,3,MIA 3,10,16,"Brock Purdy pass complete short left to Christian McCaffrey for 3 yards, touchdown",4.720,7.000
2,0:04,,,MIA 15,10,17,Robbie Gould kicks extra point good,0.000,0.000
2,0:04,,,SFO 35,10,17,"Robbie Gould kicks off 34 yards, returned by Durham Smythe for 9 yards (tackle by Oren Burks)",0.000,1.270
Quarter,Time,Down,ToGo,Location,MIA,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,10,17,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,10,17,Christian McCaffrey left end for 1 yard (tackle by Jaelan Phillips and Jerome Baker),0.610,0.200
3,14:16,2,9,SFO 26,10,17,Brock Purdy pass complete short left to Kyle Juszczyk for 4 yards (tackle by Elijah Campbell),0.200,0.040
3,13:41,3,5,SFO 30,10,17,Brock Purdy pass complete short middle to Jauan Jennings for 15 yards (tackle by Jevon Holland),0.040,1.930
3,13:00,1,10,SFO 45,10,17,Brock Purdy pass incomplete short right,1.930,1.380
3,12:50,2,10,SFO 45,10,17,Christian McCaffrey left guard for 4 yards (tackle by Bradley Chubb),1.380,1.220
3,12:01,3,6,SFO 49,10,17,Brock Purdy sacked by Melvin Ingram for -11 yards,1.220,-0.850
3,11:22,4,17,SFO 38,10,17,"Mitch Wishnowsky punts 46 yards, returned by Cedrick Wilson for 7 yards (tackle by George Odum and Demetrius Flannigan-Fowles). Penalty on Tarvarius Moore: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",-0.850,-1.470
3,11:12,1,10,MIA 38,10,17,"Tua Tagovailoa pass complete deep left to Tyreek Hill for 19 yards. Penalty on Nick Bosa: Roughing the Passer, 15 yards (accepted)",1.470,3.710
3,10:56,1,10,SFO 28,10,17,"Penalty on Robert Jones: False Start, 5 yards (accepted) (no play)",3.710,3.380
3,10:36,1,15,SFO 33,10,17,"Raheem Mostert for no gain. Penalty on Robert Hunt: Offensive Holding, 10 yards (accepted) (no play)",3.380,2.720
3,10:14,1,25,SFO 43,10,17,Tua Tagovailoa pass short right intended for Jeff Wilson is intercepted by Jimmie Ward at SF-36 and returned for no gain (tackle by Jeff Wilson),2.720,-1.330
3,10:01,1,10,SFO 36,10,17,Brock Purdy pass complete short middle to Deebo Samuel for 11 yards (tackle by Xavien Howard and Jevon Holland),1.330,2.060
3,9:20,1,10,SFO 47,10,17,Brock Purdy pass complete short left to Brandon Aiyuk for 9 yards (tackle by Kader Kohou),2.060,2.730
3,8:40,2,1,MIA 44,10,17,Kyle Juszczyk up the middle for no gain (tackle by Zach Sieler),2.730,2.020
3,7:59,3,1,MIA 44,10,17,Brock Purdy pass complete short right to Deebo Samuel for 10 yards,2.020,3.310
3,7:11,,,,,,Timeout #1 by San Francisco 49ers,,
3,7:11,1,10,MIA 34,10,17,Jordan Mason right tackle for 6 yards (tackle by Jaelan Phillips),3.310,3.580
3,6:27,2,4,MIA 28,10,17,Jordan Mason up the middle for 1 yard (tackle by John Jenkins and Christian Wilkins),3.580,3.010
3,5:50,3,3,MIA 27,10,17,Brock Purdy pass complete short left to Christian McCaffrey for 2 yards (tackle by Jevon Holland),3.010,1.950
3,5:09,4,1,MIA 25,10,17,Brock Purdy right guard for 2 yards (tackle by Zach Sieler),1.950,4.040
3,4:28,1,10,MIA 23,10,17,Deebo Samuel left end for -4 yards (tackle by Elandon Roberts),4.040,2.960
3,3:44,2,14,MIA 27,10,17,Brock Purdy pass incomplete short middle intended for Deebo Samuel,2.960,2.280
3,3:37,3,14,MIA 27,10,17,Brock Purdy pass complete short left to Brandon Aiyuk for 2 yards (tackle by Elijah Campbell and Keion Crossen),2.280,1.800
3,2:57,4,12,MIA 25,10,20,Robbie Gould 43 yard field goal good,1.800,3.000
3,2:52,,,SFO 35,10,20,"Penalty on Bradley Chubb: Unsportsmanlike Conduct / Defense, 15 yards (accepted) (no play)",0.000,-2.260
3,2:52,1,10,SFO 50,10,20,"Robbie Gould kicks off 50 yards, touchback.",2.260,0.610
3,2:52,1,10,MIA 25,10,20,Tua Tagovailoa pass short left intended for Tyreek Hill is intercepted by Deommodore Lenoir at MIA-33 and returned for 8 yards (tackle by Tyreek Hill),0.610,-3.910
3,2:45,1,10,MIA 25,10,20,Jordan Mason left end for 5 yards (tackle by Christian Wilkins and Elandon Roberts),3.910,4.040
3,2:01,2,5,MIA 20,10,20,Brock Purdy pass incomplete short middle intended for Christian McCaffrey (defended by Eric Rowe),4.040,3.340
3,1:56,,,,,,Timeout #2 by San Francisco 49ers,,
3,1:56,3,5,MIA 20,10,20,Brock Purdy pass complete short right to Christian McCaffrey for 2 yards (tackle by Jerome Baker),3.340,2.350
3,1:18,4,3,MIA 18,10,23,Robbie Gould 36 yard field goal good,2.350,3.000
3,1:14,,,SFO 35,10,23,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
3,1:10,1,10,MIA 25,10,23,Tua Tagovailoa pass complete short left to Tyreek Hill for 7 yards (tackle by Dre Greenlaw),0.610,1.010
3,0:59,2,3,MIA 32,10,23,Tua Tagovailoa pass complete short left to Jaylen Waddle for 9 yards (tackle by Tashaun Gipson),1.010,1.660
3,0:13,1,10,MIA 41,10,23,"Penalty on Trent Sherfield: False Start, 5 yards (accepted) (no play)",1.660,1.330
Quarter,Time,Down,ToGo,Location,MIA,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,15,MIA 36,10,23,Tua Tagovailoa pass complete deep left to Tyreek Hill for 19 yards (tackle by Talanoa Hufanga),1.330,2.590
4,14:35,1,10,SFO 45,16,23,"Tua Tagovailoa pass complete deep middle to Tyreek Hill for 45 yards, touchdown",2.590,7.000
4,14:28,,,SFO 15,17,23,Jason Sanders kicks extra point good,0.000,0.000
4,14:28,,,MIA 35,17,23,"Jason Sanders kicks off 66 yards, returned by Ray-Ray McCloud for 31 yards (tackle by Trent Sherfield)",0.000,0.940
4,14:20,1,10,SFO 30,17,23,Brock Purdy pass incomplete short left intended for Brandon Aiyuk,0.940,0.390
4,14:18,2,10,SFO 30,17,23,Brock Purdy pass complete short right to Deebo Samuel for 9 yards (tackle by Christian Wilkins),0.390,0.890
4,13:34,3,1,SFO 39,17,23,Brock Purdy pass complete short left to Deebo Samuel for 12 yards (tackle by Keion Crossen and Jevon Holland),0.890,2.320
4,12:50,1,10,MIA 49,17,23,Jordan Mason left tackle for no gain (tackle by Zach Sieler),2.320,1.780
4,12:09,2,10,MIA 49,17,23,Brock Purdy pass complete short right to Christian McCaffrey for 6 yards (tackle by Eric Rowe),1.780,1.880
4,11:26,3,4,MIA 43,17,23,Brock Purdy pass incomplete short left intended for Jauan Jennings,1.880,0.400
4,11:18,4,4,MIA 43,17,23,Mitch Wishnowsky punts 33 yards downed by Ambry Thomas,0.400,0.380
4,11:10,1,10,MIA 10,17,23,Raheem Mostert up the middle for 7 yards (tackle by Fred Warner and Jimmie Ward),-0.380,-0.090
4,10:48,2,3,MIA 17,17,23,Tua Tagovailoa pass complete short left to Durham Smythe for 2 yards (tackle by Dre Greenlaw),-0.090,-0.370
4,10:04,3,1,MIA 19,17,23,"Tua Tagovailoa pass complete to Trent Sherfield for 16 yards SFO challenged the pass completion ruling, and the original play was overturned. Tua Tagovailoa pass incomplete deep right intended for Trent Sherfield",-0.370,-2.140
4,9:59,4,1,MIA 19,17,23,Tua Tagovailoa pass complete short left to Tyreek Hill for 9 yards (tackle by Tashaun Gipson),-2.140,0.810
4,9:23,1,10,MIA 28,17,23,Tua Tagovailoa pass complete short left to River Cracraft for 11 yards (tackle by Dre Greenlaw),0.810,1.530
4,8:46,1,10,MIA 39,17,23,Tua Tagovailoa pass complete short right to Tyreek Hill for 9 yards (tackle by Jimmie Ward),1.530,2.200
4,8:09,2,1,MIA 48,17,23,Raheem Mostert right tackle for 8 yards (tackle by Jimmie Ward and Charvarius Ward),2.200,2.650
4,7:27,1,10,SFO 44,17,23,Tua Tagovailoa pass complete short left to Tyreek Hill for 3 yards (tackle by Dre Greenlaw),2.650,2.520
4,6:45,2,7,SFO 41,17,23,Raheem Mostert left guard for 5 yards (tackle by Fred Warner),2.520,2.480
4,6:08,3,2,SFO 36,17,23,Tua Tagovailoa pass incomplete short middle intended for Tyreek Hill (defended by Drake Jackson),2.480,0.890
4,6:03,4,2,SFO 36,17,23,"Tua Tagovailoa pass complete to Mike Gesicki for 3 yards SFO challenged the pass completion ruling, and the original play was overturned. Tua Tagovailoa pass incomplete short left intended for Mike Gesicki (defended by Dre Greenlaw)",0.890,-1.330
4,6:00,1,10,SFO 36,17,23,Deebo Samuel left end for no gain (tackle by Jerome Baker and Andrew Van Ginkel),1.330,0.790
4,5:38,2,10,SFO 36,17,23,Brock Purdy pass complete to Deebo Samuel for 9 yards (tackle by Eric Rowe and Jerome Baker),0.790,1.290
4,4:49,3,1,SFO 45,17,23,Brock Purdy pass complete short right to George Kittle for 3 yards (tackle by Jerome Baker),1.290,2.130
4,4:10,1,10,SFO 48,17,23,Jordan Mason right guard for 2 yards (tackle by John Jenkins),2.130,1.850
4,3:31,2,8,SFO 50,17,23,Deebo Samuel left end for 9 yards (tackle by Eric Rowe),1.850,2.850
4,3:15,,,,,,Timeout #3 by San Francisco 49ers,,
4,3:15,1,10,MIA 41,17,23,Christian McCaffrey right tackle for 30 yards (tackle by Kader Kohou and Bradley Chubb),2.850,4.840
4,3:02,,,,,,Timeout #1 by Miami Dolphins,,
4,3:02,1,10,MIA 11,17,23,Christian McCaffrey left end for -3 yards (tackle by Jerome Baker),4.840,3.690
4,2:58,,,,,,Timeout #2 by Miami Dolphins,,
4,2:58,2,13,MIA 14,17,23,Brock Purdy sacked by Bradley Chubb for -8 yards,3.690,2.150
4,2:52,,,,,,Timeout #3 by Miami Dolphins,,
4,2:52,3,21,MIA 22,17,23,"Deebo Samuel for no gain. Penalty on George Kittle: Offensive Holding, 10 yards (accepted) (no play)",2.150,0.830
4,2:39,3,31,MIA 32,17,23,Christian McCaffrey up the middle for 2 yards (tackle by John Jenkins),0.830,1.410
4,2:08,4,29,MIA 30,17,26,Robbie Gould 48 yard field goal good,1.410,3.000
4,2:03,,,SFO 35,17,26,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
4,2:03,1,10,MIA 25,17,32,"Tua Tagovailoa sacked by Nick Bosa for -2 yards. Tua Tagovailoa fumbles (forced by Nick Bosa), recovered by Dre Greenlaw at MIA-23 and returned for 23 yards, touchdown",0.610,-7.000
4,1:53,,,MIA 15,17,33,Robbie Gould kicks extra point good,0.000,0.000
4,1:53,,,SFO 35,17,33,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
4,1:53,1,10,MIA 25,17,33,Skylar Thompson pass deep middle intended for Tyreek Hill is intercepted by Fred Warner at MIA-47 and returned for 20 yards (tackle by Durham Smythe),0.610,-3.780
4,1:42,1,10,MIA 27,17,33,Brock Purdy kneels for -1 yards,3.780,3.100
4,1:08,2,11,MIA 28,17,33,Brock Purdy kneels for -1 yards,3.100,2.280
4,0:32,3,12,MIA 29,17,33,Brock Purdy kneels for -1 yards,2.280,1.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
