Quarter,Time,Down,ToGo,Location,IND,CAR,Detail,EPB,EPA
2,14:02,3,7,CAR 7,0,0,Gardner Minshew pass incomplete short right,3.810,2.970
2,13:55,4,7,CAR 7,3,0,Matt Gay 26 yard field goal good,2.970,3.000
2,13:52,,,IND 35,3,0,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,13:52,1,10,CAR 25,3,0,Bryce Young sacked by and Eric Johnson for -10 yards and Kwity Paye for -10 yards,0.610,-1.430
2,13:11,2,20,CAR 15,3,0,Bryce Young pass incomplete short left intended for Terrace Marshall (defended by DeForest Buckner),-1.430,-2.350
2,13:07,3,20,CAR 15,3,0,Bryce Young pass complete short right to Hayden Hurst for 6 yards (tackle by Kenny Moore),-2.350,-1.960
2,12:25,4,14,CAR 21,3,0,"Johnny Hekker punts 44 yards, returned by Isaiah McKenzie for 1 yard (tackle by Chandler Wooten)",-1.960,-1.330
2,12:12,1,10,IND 36,3,0,Jonathan Taylor right tackle for 6 yards (tackle by Frankie Luvu),1.330,1.600
2,11:49,2,4,IND 42,3,0,Jonathan Taylor right tackle for 2 yards (tackle by Brian Burns),1.600,1.160
2,11:12,3,2,IND 44,3,0,Jonathan Taylor up the middle for 9 yards (tackle by Xavier Woods and Donte Jackson),1.160,2.460
2,10:31,1,10,CAR 47,3,0,Gardner Minshew pass incomplete short right intended for Andrew Ogletree (defended by Derrick Brown),2.460,1.910
2,10:27,2,10,CAR 47,3,0,Gardner Minshew pass complete deep right to Andrew Ogletree for 19 yards (tackle by Xavier Woods),1.910,3.710
2,9:54,1,10,CAR 28,3,0,Gardner Minshew pass complete short right to Michael Pittman for 5 yards (tackle by Donte Jackson),3.710,3.840
2,9:15,2,5,CAR 23,3,0,Jonathan Taylor left end for -2 yards (tackle by Brian Burns),3.840,2.870
2,8:33,3,7,CAR 25,3,0,"Gardner Minshew pass incomplete short middle intended for Michael Pittman. Penalty on Xavier Woods: Unnecessary Roughness / Defense, 13 yards (accepted) (no play)",2.870,4.780
2,8:27,1,10,CAR 12,3,0,Zack Moss left tackle for 2 yards (tackle by Frankie Luvu),4.780,4.450
2,7:52,2,8,CAR 10,9,0,"Gardner Minshew pass complete short left to Jonathan Taylor for 10 yards, touchdown",4.450,7.000
2,7:43,,,CAR 15,10,0,Matt Gay kicks extra point good,0.000,0.000
2,7:43,,,IND 35,10,0,"Matt Gay kicks off 67 yards, returned by Raheem Blackshear for 46 yards (tackle by Adetomiwa Adebawore)",0.000,1.860
2,7:35,1,10,CAR 44,10,0,Chuba Hubbard left tackle for 5 yards (tackle by Isaiah Land),1.860,1.990
2,7:05,2,5,CAR 49,10,0,Chuba Hubbard right guard for 20 yards (tackle by Rodney Thomas and Darrell Baker),1.990,3.510
2,6:29,1,10,IND 31,10,0,"Penalty on DeForest Buckner: Encroachment, 5 yards (accepted) (no play)",3.510,4.240
2,6:25,1,5,IND 26,10,0,Chuba Hubbard left tackle for no gain (tackle by Kenny Moore),4.240,3.640
2,5:44,2,5,IND 26,10,0,Bryce Young pass incomplete short right intended for Jonathan Mingo,3.640,2.940
2,5:40,3,5,IND 26,10,0,Bryce Young scrambles up the middle for 6 yards (tackle by DeForest Buckner),2.940,4.240
2,5:02,1,10,IND 20,10,0,Chuba Hubbard up the middle for no gain (tackle by Shaquille Leonard),4.240,3.690
2,4:22,2,10,IND 20,10,0,Bryce Young pass incomplete short middle intended for Miles Sanders,3.690,3.010
2,4:16,3,10,IND 20,10,0,Bryce Young pass complete short right to Adam Thielen for 3 yards (tackle by Julian Blackmon),3.010,2.310
2,3:39,4,7,IND 17,10,3,Eddy Pineiro 35 yard field goal good,2.310,3.000
2,3:34,,,CAR 35,10,3,"Eddy Pineiro kicks off 65 yards, touchback.. Penalty on Chris Lammons: Unsportsmanlike Conduct / Offense, 15 yards (offset) . Penalty on Sam Franklin: Unsportsmanlike Conduct / Defense, 15 yards (offset)",0.000,0.610
2,3:34,1,10,IND 25,10,3,Zack Moss up the middle for 3 yards (tackle by DJ Johnson and LaBryan Ray),0.610,0.470
2,2:57,2,7,IND 28,10,3,Gardner Minshew pass incomplete short middle intended for Andrew Ogletree (defended by Shy Tuttle),0.470,-0.230
2,2:55,3,7,IND 28,10,3,"Penalty on Blake Freeland: False Start, 5 yards (accepted) (no play)",-0.230,-0.890
2,2:55,3,12,IND 23,10,3,Gardner Minshew pass complete short right to Michael Pittman for 16 yards (tackle by Dicaprio Bootle),-0.890,1.530
2,2:25,1,10,IND 39,10,3,Zack Moss right tackle for 2 yards (tackle by DeShawn Williams and Amare Barno),1.530,1.260
2,2:00,2,8,IND 41,10,3,Gardner Minshew pass complete short middle to Jonathan Taylor for 7 yards (tackle by Deion Jones and Frankie Luvu),1.260,1.490
2,1:37,3,1,IND 48,10,3,Jonathan Taylor up the middle for 2 yards (tackle by Frankie Luvu),1.490,2.260
2,1:15,1,10,IND 50,10,3,"Gardner Minshew pass complete short right to Michael Pittman for 10 yards (tackle by Dicaprio Bootle). Penalty on Brian Burns: Defensive Offside, 5 yards (declined)",2.260,2.920
2,1:08,1,10,CAR 40,10,3,Gardner Minshew pass complete short right to Jonathan Taylor for 1 yard (tackle by Amare Barno),2.920,2.510
2,1:04,2,9,CAR 39,10,3,Gardner Minshew pass incomplete short right intended for Kylen Granson,2.510,1.820
2,1:01,3,9,CAR 39,10,3,Gardner Minshew pass incomplete short right intended for Isaiah McKenzie,1.820,0.660
2,0:58,4,9,CAR 39,13,3,Matt Gay 57 yard field goal good,0.660,3.000
2,0:53,,,IND 35,13,3,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,0:53,1,10,CAR 25,13,3,Bryce Young pass complete short left to Stephen Sullivan for 7 yards (tackle by Jaylon Jones),0.610,1.010
2,0:48,2,3,CAR 32,13,3,Bryce Young pass complete short right to Jonathan Mingo for 5 yards (tackle by Darrell Baker),1.010,1.400
2,0:44,1,10,CAR 37,13,3,Bryce Young pass complete short right to Stephen Sullivan for 9 yards (tackle by Darrell Baker),1.400,2.070
2,0:39,2,1,CAR 46,13,3,Bryce Young pass incomplete deep right intended for Jonathan Mingo,2.070,1.360
2,0:35,3,1,CAR 46,13,3,Chuba Hubbard up the middle for 3 yards (tackle by Kenny Moore),1.360,2.190
2,0:31,,,,,,Timeout #1 by Carolina Panthers,,
2,0:31,1,10,CAR 49,19,3,"Bryce Young pass short right intended for Chuba Hubbard is intercepted by Kenny Moore at CAR-49 and returned for 49 yards, touchdown",2.190,-7.000
2,0:20,,,CAR 15,20,3,Matt Gay kicks extra point good,0.000,0.000
2,0:20,,,IND 35,20,3,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
2,0:20,1,10,CAR 25,20,3,Bryce Young sacked by Dayo Odeyingbo for -7 yards,0.610,-0.980
Quarter,Time,Down,ToGo,Location,IND,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,20,3,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,20,3,Jonathan Taylor up the middle for no gain (tackle by Shy Tuttle and Brian Burns),0.610,0.060
3,14:21,2,10,IND 25,20,3,"Gardner Minshew pass complete short left to Jonathan Taylor for no gain. Penalty on Donte Jackson: Illegal Contact, 5 yards (accepted) (no play)",0.060,0.940
3,14:01,1,10,IND 30,20,3,Gardner Minshew pass complete short right to Isaiah McKenzie for 1 yard (tackle by Dicaprio Bootle),0.940,0.530
3,13:23,2,9,IND 31,20,3,Gardner Minshew pass incomplete short right intended for Alec Pierce (defended by Dicaprio Bootle),0.530,-0.160
3,13:16,3,9,IND 31,20,3,Gardner Minshew sacked by DeShawn Williams for -7 yards,-0.160,-1.770
3,12:40,4,16,IND 24,20,3,"Rigoberto Sanchez punts 61 yards, returned by Ihmir Smith-Marsette for 8 yards (tackle by Kylen Granson)",-1.770,-0.480
3,12:29,1,10,CAR 23,20,3,Miles Sanders right guard for 7 yards (tackle by Shaquille Leonard),0.480,0.880
3,11:56,2,3,CAR 30,20,3,Miles Sanders right guard for 3 yards (tackle by Segun Olubi),0.880,1.140
3,11:22,1,10,CAR 33,20,3,Bryce Young pass complete short left to Adam Thielen for 6 yards (tackle by Kenny Moore),1.140,1.400
3,10:50,2,4,CAR 39,20,3,Chuba Hubbard up the middle for 1 yard (tackle by Kwity Paye and Shaquille Leonard),1.400,0.830
3,10:10,3,3,CAR 40,20,3,Bryce Young pass complete short left to Miles Sanders for 8 yards (tackle by E.J. Speed),0.830,2.130
3,9:35,1,10,CAR 48,20,3,Miles Sanders right end for 11 yards (tackle by Shaquille Leonard),2.130,2.850
3,8:56,1,10,IND 41,20,3,Raheem Blackshear left tackle for no gain (tackle by Segun Olubi),2.850,2.310
3,8:20,2,10,IND 41,20,3,Bryce Young pass complete short right to Miles Sanders for 11 yards (tackle by Julian Blackmon),2.310,3.580
3,7:39,1,10,IND 30,20,3,Chuba Hubbard up the middle for 7 yards (tackle by Jacob Martin and Darrell Baker),3.580,3.980
3,7:04,2,3,IND 23,20,3,Chuba Hubbard up the middle for 1 yard (tackle by Julian Blackmon),3.980,3.400
3,6:41,3,2,IND 22,20,3,Chuba Hubbard up the middle for 1 yard (tackle by Julian Blackmon and Segun Olubi),3.400,2.210
3,6:06,4,1,IND 21,20,3,Bryce Young pass complete short right to Tommy Tremble for 11 yards (tackle by Rodney Thomas),2.210,4.910
3,5:25,1,10,IND 10,20,3,Bryce Young pass incomplete short middle intended for Adam Thielen,4.910,4.190
3,5:20,,,,,,Timeout #1 by Carolina Panthers,,
3,5:20,2,10,IND 10,20,3,Chuba Hubbard right end for 5 yards (tackle by Julian Blackmon),4.190,4.260
3,4:41,3,5,IND 5,20,9,"Bryce Young pass complete short left to DJ Chark for 5 yards, touchdown",4.260,7.000
3,4:34,,,IND 15,20,10,Eddy Pineiro kicks extra point good,0.000,0.000
3,4:34,,,CAR 35,20,10,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
3,4:34,1,10,IND 25,20,10,Gardner Minshew pass complete short left to Michael Pittman for 14 yards (tackle by Donte Jackson),0.610,1.530
3,3:58,1,10,IND 39,20,10,Jonathan Taylor left tackle for no gain (tackle by Derrick Brown),1.530,0.990
3,3:20,2,10,IND 39,20,10,Gardner Minshew pass complete short left to Isaiah McKenzie for 11 yards (tackle by Xavier Woods and Alex Cook),0.990,2.260
3,2:44,1,10,IND 50,20,10,Jonathan Taylor left tackle for no gain (tackle by Nick Thurman),2.260,1.710
3,2:04,2,10,CAR 50,20,10,Gardner Minshew pass incomplete short left,1.710,1.030
3,1:59,3,10,CAR 50,20,10,Gardner Minshew pass incomplete short left intended for Alec Pierce,1.030,-0.060
3,1:55,4,10,CAR 50,20,10,"Rigoberto Sanchez punts 39 yards, fair catch by Ihmir Smith-Marsette at CAR-11. Penalty on D'Shawn Jamison: Offensive Holding, 10 yards (declined) . Penalty on Kamu Grugier-Hill: Tripping / Defense, 5 yards (accepted)",-0.060,0.380
3,1:48,1,10,CAR 6,20,10,Miles Sanders up the middle for 11 yards (tackle by Rodney Thomas),-0.380,-0.060
3,1:11,1,10,CAR 17,20,10,Chuba Hubbard left tackle for 3 yards (tackle by Segun Olubi),-0.060,-0.060
3,0:31,2,7,CAR 20,20,10,Bryce Young pass complete short left to Adam Thielen for 6 yards (tackle by Jaylon Jones),-0.060,-0.120
3,0:02,3,1,CAR 26,20,10,"Penalty on Taylor Moton: False Start, 5 yards (accepted) (no play)",-0.120,-0.750
Quarter,Time,Down,ToGo,Location,IND,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,CAR 21,20,10,"Penalty on Adam Thielen: False Start, 5 yards (accepted) (no play)",-0.750,-1.410
4,15:00,3,11,CAR 16,20,10,Bryce Young pass complete deep right to Hayden Hurst for 48 yards (tackle by Rodney Thomas),-1.410,3.180
4,14:29,1,10,IND 36,20,10,Miles Sanders right guard for 2 yards (tackle by Shaquille Leonard),3.180,2.910
4,13:52,2,8,IND 34,26,10,"Bryce Young pass short left intended for Miles Sanders is intercepted by Kenny Moore at IND-34 and returned for 66 yards, touchdown",2.910,-7.000
4,13:40,,,CAR 15,27,10,Matt Gay kicks extra point good,0.000,0.000
4,13:40,,,IND 35,27,10,"Matt Gay kicks off 65 yards, touchback.",0.000,0.610
4,13:40,1,10,CAR 25,27,10,Bryce Young pass complete short left to Miles Sanders for 3 yards (tackle by Jaylon Jones),0.610,0.470
4,13:03,2,7,CAR 28,27,10,Bryce Young pass complete short right to DJ Chark for 4 yards (tackle by Darrell Baker),0.470,0.300
4,12:27,3,3,CAR 32,27,10,Bryce Young scrambles up the middle for 6 yards (tackle by Kenny Moore),0.300,1.470
4,11:52,1,10,CAR 38,27,10,Bryce Young pass complete short left to Chuba Hubbard for 1 yard (tackle by Segun Olubi and Kenny Moore),1.470,1.060
4,11:12,2,9,CAR 39,27,10,Bryce Young pass incomplete short left intended for Hayden Hurst (defended by DeForest Buckner),1.060,0.370
4,11:07,3,9,CAR 39,27,10,Bryce Young pass complete short left to Chuba Hubbard for 4 yards (tackle by Jaylon Jones),0.370,-0.520
4,10:17,4,5,CAR 43,27,10,Bryce Young scrambles up the middle for 13 yards (tackle by E.J. Speed),-0.520,2.650
4,9:43,1,10,IND 44,27,10,"Bryce Young pass complete short right to Stephen Sullivan for 9 yards. Penalty on Jacob Martin: Defensive Offside, 5 yards (declined)",2.650,3.330
4,9:37,2,1,IND 35,27,10,Bryce Young pass incomplete short right,3.330,2.610
4,9:28,3,1,IND 35,27,10,Chuba Hubbard up the middle for 1 yard (tackle by DeForest Buckner and Samson Ebukam),2.610,3.310
4,8:59,1,10,IND 34,27,10,Bryce Young pass incomplete short right intended for Chuba Hubbard,3.310,2.770
4,8:52,2,10,IND 34,27,10,Bryce Young pass incomplete short left intended for DJ Chark (defended by Jaylon Jones),2.770,2.080
4,8:48,3,10,IND 34,27,10,Bryce Young pass complete short left to Stephen Sullivan for 3 yards (tackle by Jaylon Jones),2.080,1.320
4,8:14,4,7,IND 31,27,13,Eddy Pineiro 49 yard field goal good,1.320,3.000
4,8:09,,,CAR 35,27,13,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
4,8:09,1,10,IND 25,27,13,Gardner Minshew pass complete short right to Michael Pittman for 2 yards (tackle by Alex Cook),0.610,0.330
4,7:26,2,8,IND 27,27,13,Gardner Minshew pass complete short left to Michael Pittman for 2 yards (tackle by Kamu Grugier-Hill and Xavier Woods),0.330,-0.100
4,6:43,3,6,IND 29,27,13,"Gardner Minshew pass incomplete intended for Isaiah McKenzie. Penalty on Troy Hill: Defensive Holding, 5 yards (declined) . Penalty on Derrick Brown: Roughing the Passer, 15 yards (accepted) (no play)",-0.100,1.860
4,6:37,1,10,IND 44,27,13,Zack Moss left guard for 1 yard (tackle by Frankie Luvu and Nick Thurman),1.860,1.450
4,6:01,2,9,IND 45,27,13,Jonathan Taylor right end for -1 yards (tackle by Amare Barno and Alex Cook),1.450,0.630
4,5:17,3,10,IND 44,27,13,Gardner Minshew pass incomplete short left intended for Kylen Granson,0.630,-0.460
4,5:12,4,10,IND 44,27,13,"Rigoberto Sanchez punts 41 yards, returned by Ihmir Smith-Marsette for 24 yards (tackle by Chris Lammons and Segun Olubi)",-0.460,-1.530
4,4:58,1,10,CAR 39,27,13,Bryce Young pass complete short right to Chuba Hubbard for 4 yards (tackle by Shaquille Leonard),1.530,1.530
4,4:36,2,6,CAR 43,27,13,Bryce Young pass deep middle (defended by Tyquan Lewis) intended for Hayden Hurst is intercepted by Segun Olubi at IND-38 and returned for no gain (tackle by Hayden Hurst),1.530,-1.470
4,4:31,1,10,IND 38,27,13,Jonathan Taylor left tackle for no gain (tackle by Frankie Luvu),1.470,0.920
4,4:23,,,,,,Timeout #2 by Carolina Panthers,,
4,4:23,2,10,IND 38,27,13,Jonathan Taylor left tackle for 1 yard (tackle by Alex Cook and Derrick Brown),0.920,0.370
4,4:17,,,,,,Timeout #3 by Carolina Panthers,,
4,4:17,3,9,IND 39,27,13,Jonathan Taylor up the middle for 6 yards (tackle by Frankie Luvu),0.370,-0.390
4,3:31,4,3,IND 45,27,13,"Rigoberto Sanchez punts 44 yards, fair catch by Ihmir Smith-Marsette at CAR-11",-0.390,0.370
4,3:23,1,10,CAR 11,27,13,Bryce Young pass complete short left to Adam Thielen for 7 yards (tackle by Kenny Moore),-0.370,0.000
4,3:05,2,3,CAR 18,27,13,Bryce Young pass complete short middle to Adam Thielen for 7 yards (tackle by Shaquille Leonard),0.000,0.610
4,2:43,1,10,CAR 25,27,13,Bryce Young pass incomplete deep right,0.610,0.060
4,2:36,2,10,CAR 25,27,13,Bryce Young pass complete short right to Tommy Tremble for 1 yard (tackle by Darrell Baker),0.060,-0.490
4,2:30,3,9,CAR 26,27,13,Bryce Young sacked by Adetomiwa Adebawore for -9 yards,-0.490,-2.320
4,2:00,4,18,CAR 17,27,13,Bryce Young scrambles up the middle for 12 yards (tackle by Tyquan Lewis),-2.320,-3.640
4,1:52,1,10,CAR 29,27,13,Gardner Minshew kneels for -1 yards,3.640,2.970
4,1:13,2,11,CAR 30,27,13,Gardner Minshew kneels for -1 yards,2.970,2.150
4,0:34,3,12,CAR 31,27,13,Gardner Minshew kneels for -1 yards,2.150,1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
