Quarter,Time,Down,ToGo,Location,SEA,BUF,Detail,EPB,EPA
1,11:04,1,10,SEA 40,0,7,Josh Allen pass complete short middle to Cole Beasley for 7 yards (tackle by Bobby Wagner),2.920,3.320
1,10:22,2,3,SEA 33,0,7,Zack Moss left guard for 6 yards (tackle by D.J. Reed and K.J. Wright),3.320,3.780
1,9:43,1,10,SEA 27,0,7,Josh Allen pass complete short middle to Devin Singletary for 22 yards (tackle by Quinton Dunbar),3.780,6.060
1,9:11,1,5,SEA 5,0,7,"Josh Allen sacked by K.J. Wright for no gain. Penalty on Cody Ford: Offensive Holding, 10 yards (no play)",6.060,4.370
1,8:40,1,15,SEA 15,0,7,Josh Allen pass complete short left to Devin Singletary for 5 yards (tackle by Bobby Wagner),4.370,4.190
1,7:56,2,10,SEA 10,0,7,"Josh Allen right end for 7 yards (tackle by L.J. Collier and Carlos Dunlap). Penalty on L.J. Collier: Horse Collar Tackle, 2 yards",4.190,6.970
1,7:40,1,1,SEA 1,0,13,"Josh Allen pass complete short middle to Tyler Kroft for 1 yard, touchdown",6.970,7.000
1,7:35,,,SEA 15,0,14,Tyler Bass kicks extra point good,0.000,0.000
1,7:35,,,BUF 35,0,14,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
1,7:35,1,10,SEA 25,0,14,DeeJay Dallas up the middle for 9 yards (tackle by Jordan Poyer and Tremaine Edmunds),0.610,1.280
1,6:59,2,1,SEA 34,0,14,DeeJay Dallas left tackle for 8 yards (tackle by Jordan Poyer and Tre'Davious White),1.280,1.730
1,6:25,1,10,SEA 42,0,14,Russell Wilson pass complete short right to David Moore for 8 yards (tackle by Taron Johnson),1.730,2.270
1,5:48,2,2,SEA 50,0,14,Russell Wilson pass complete short middle to D.K. Metcalf for 14 yards (tackle by Tre'Davious White),2.270,3.180
1,5:12,1,10,BUF 36,0,14,Russell Wilson pass complete short middle to Tyler Lockett for 12 yards (tackle by Jordan Poyer),3.180,3.970
1,4:27,1,10,BUF 24,0,14,DeeJay Dallas right end for 10 yards (tackle by Tremaine Edmunds and Jordan Poyer),3.970,4.650
1,3:48,1,10,BUF 14,0,14,Russell Wilson pass complete short left to Jacob Hollister for 1 yard (tackle by Tremaine Edmunds),4.650,4.160
1,3:04,2,9,BUF 13,0,14,Russell Wilson pass complete short right to Greg Olsen for 8 yards (tackle by Jordan Poyer),4.160,4.960
1,2:22,3,1,BUF 5,0,14,Travis Homer up the middle for no gain (tackle by A.J. Klein and Jordan Poyer),4.960,3.030
1,1:48,,,,,,Timeout #1 by Seattle Seahawks,,
1,1:48,4,1,BUF 5,0,14,Russell Wilson pass short right intended for Jacob Hollister is intercepted by Jordan Poyer at BUF-0 and returned for no gain,3.030,-0.280
1,1:39,1,10,BUF 20,0,14,Josh Allen pass complete deep left to John Brown for 18 yards (tackle by Tre Flowers),0.280,1.470
1,0:59,1,10,BUF 38,0,14,Josh Allen pass complete short right to Stefon Diggs for 9 yards,1.470,2.140
1,0:30,2,1,BUF 47,0,14,Josh Allen pass incomplete deep left intended for John Brown,2.140,1.420
1,0:24,3,1,BUF 47,0,14,Zack Moss right end for 7 yards (tackle by Bobby Wagner),1.420,2.520
1,0:01,1,10,SEA 46,0,14,Josh Allen pass complete short right to Zack Moss for 10 yards,2.520,3.180
Quarter,Time,Down,ToGo,Location,SEA,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 36,0,14,Josh Allen pass complete short right to John Brown for 5 yards (tackle by Quinton Dunbar),3.180,3.310
2,14:23,2,5,SEA 31,0,14,Josh Allen pass complete short left to Gabriel Davis for 12 yards (tackle by Quinton Dunbar),3.310,4.310
2,13:34,1,10,SEA 19,0,14,Josh Allen sacked by Jarran Reed for -5 yards,4.310,3.090
2,12:49,2,15,SEA 24,0,14,Josh Allen pass complete short left to John Brown for 3 yards (tackle by Jamal Adams),3.090,2.810
2,12:04,3,12,SEA 21,0,14,Josh Allen sacked by K.J. Wright for -5 yards,2.810,1.740
2,11:26,4,17,SEA 26,0,17,Tyler Bass 44 yard field goal good,1.740,3.000
2,11:22,,,BUF 35,0,17,"Tyler Bass kicks off 67 yards, returned by Freddie Swain for 17 yards (tackle by Darryl Johnson)",0.000,-0.220
2,11:16,1,10,SEA 15,0,17,Russell Wilson up the middle for 4 yards (tackle by Tre'Davious White),-0.220,-0.110
2,10:33,2,6,SEA 19,0,17,Russell Wilson pass complete short left to DeeJay Dallas for 3 yards (tackle by Tremaine Edmunds),-0.110,-0.510
2,9:52,3,3,SEA 22,0,17,"Russell Wilson pass incomplete deep left intended for D.K. Metcalf (defended by Tre'Davious White). Penalty on Ed Oliver: Roughing the Passer (Declined) . Penalty on Tre'Davious White: Defensive Pass Interference, 25 yards (no play)",-0.510,2.060
2,9:43,1,10,SEA 47,0,17,DeeJay Dallas left tackle for 3 yards (tackle by Justin Zimmer),2.060,1.920
2,9:05,2,7,SEA 50,0,17,Russell Wilson pass complete deep left to D.K. Metcalf for 41 yards (tackle by Tre'Davious White),1.920,5.140
2,8:35,1,9,BUF 9,0,17,DeeJay Dallas left tackle for -3 yards (tackle by Tre'Davious White and Mario Addison),5.140,3.860
2,7:52,2,12,BUF 12,0,17,Russell Wilson pass complete short middle to Tyler Lockett for 11 yards (tackle by A.J. Klein and Tremaine Edmunds),3.860,5.170
2,7:31,3,1,BUF 1,0,17,DeeJay Dallas up the middle for no gain (tackle by Tremaine Edmunds),5.170,3.550
2,6:45,4,1,BUF 1,6,17,"Russell Wilson up the middle for 1 yard, touchdown",3.550,7.000
2,6:40,,,BUF 15,7,17,Jason Myers kicks extra point good,0.000,0.000
2,6:40,,,SEA 35,7,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,6:40,1,10,BUF 25,7,17,Josh Allen pass complete short left to John Brown for 18 yards (tackle by Tre Flowers),0.610,1.800
2,6:05,1,10,BUF 43,7,17,Josh Allen pass complete short middle to Stefon Diggs for 21 yards (tackle by D.J. Reed),1.800,3.180
2,5:30,1,10,SEA 36,7,17,Josh Allen pass complete short right to Stefon Diggs for 21 yards (tackle by Linden Stephens),3.180,4.580
2,4:46,1,10,SEA 15,7,17,Josh Allen pass complete short left to John Brown for 11 yards (tackle by Jamal Adams),4.580,6.280
2,4:08,,,,,,Timeout #2 by Buffalo Bills,,
2,4:08,1,4,SEA 4,7,23,"Josh Allen pass complete short middle to Gabriel Davis for 4 yards, touchdown, touchdown",6.280,7.000
2,4:03,,,SEA 15,7,24,Tyler Bass kicks extra point good,0.000,0.000
2,4:03,,,BUF 35,7,24,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,4:03,1,10,SEA 25,7,24,Russell Wilson sacked by Tremaine Edmunds for -2 yards,0.610,-0.210
2,3:26,2,12,SEA 23,7,24,Russell Wilson pass complete short middle to Jacob Hollister for 16 yards (tackle by Tremaine Edmunds),-0.210,1.530
2,3:04,1,10,SEA 39,7,24,Russell Wilson pass incomplete short left,1.530,0.990
2,2:56,2,10,SEA 39,7,24,Alex Collins up the middle for 8 yards (tackle by Jordan Poyer),0.990,1.360
2,2:16,3,2,SEA 47,7,24,Russell Wilson pass complete short right to Jacob Hollister for 19 yards (tackle by Micah Hyde),1.360,3.310
2,2:00,1,10,BUF 34,7,24,Russell Wilson pass complete short left to D.K. Metcalf for 7 yards (tackle by Taron Johnson),3.310,3.720
2,1:25,2,3,BUF 27,7,24,Russell Wilson pass incomplete short middle intended for Freddie Swain (defended by Tremaine Edmunds),3.720,3.010
2,1:21,3,3,BUF 27,7,24,Russell Wilson pass incomplete deep right intended for Freddie Swain (defended by Levi Wallace),3.010,1.770
2,1:12,4,3,BUF 27,10,24,Jason Myers 45 yard field goal good,1.770,3.000
2,1:07,,,SEA 35,10,24,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,1:07,1,10,BUF 25,10,24,Josh Allen pass incomplete short left intended for John Brown,0.610,0.060
2,1:03,2,10,BUF 25,10,24,Josh Allen pass complete short right to Stefon Diggs for 4 yards (tackle by D.J. Reed),0.060,-0.100
2,0:56,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:56,3,6,BUF 29,10,24,Josh Allen pass complete deep right to Cole Beasley for 23 yards (tackle by Quinton Dunbar),-0.100,2.390
2,0:33,1,10,SEA 48,10,24,Josh Allen pass complete short right to Stefon Diggs for 6 yards,2.390,2.660
2,0:29,2,4,SEA 42,10,24,Josh Allen pass incomplete short right intended for Stefon Diggs,2.660,1.950
2,0:25,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:25,3,4,SEA 42,10,24,Josh Allen sacked by Bobby Wagner for no gain,1.950,0.460
2,0:04,,,,,,Timeout #3 by Buffalo Bills,,
2,0:04,4,4,SEA 42,10,24,Tyler Bass 61 yard field goal no good,0.460,2.190
Quarter,Time,Down,ToGo,Location,SEA,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,10,24,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,10,24,Russell Wilson pass incomplete deep left intended for Tyler Lockett (defended by A.J. Klein),0.610,0.060
3,14:55,2,10,SEA 25,10,24,Russell Wilson pass incomplete short middle intended for D.K. Metcalf,0.060,-0.620
3,14:51,3,10,SEA 25,10,24,"Russell Wilson sacked by Jerry Hughes for -2 yards. Russell Wilson fumbles (forced by Jerry Hughes), recovered by Tre'Davious White at SEA-23",-0.620,-4.040
3,14:42,1,10,SEA 23,10,24,Josh Allen sacked by Carlos Dunlap for -7 yards,4.040,2.550
3,14:00,2,17,SEA 30,10,24,"Josh Allen pass complete short left to John Brown for 11 yards (tackle by Bobby Wagner). Penalty on Cole Beasley: Offensive Pass Interference, 10 yards (no play)",2.550,1.200
3,13:34,2,27,SEA 40,10,24,Josh Allen pass complete deep right to Gabriel Davis for 39 yards (tackle by Quandre Diggs),1.200,6.970
3,13:19,1,1,SEA 1,10,24,Devin Singletary right guard for -1 yards (tackle by Carlos Dunlap),6.970,5.720
3,12:40,2,2,SEA 2,10,24,Josh Allen pass complete short left to John Brown for -2 yards (tackle by Tre Flowers),5.720,4.490
3,12:03,3,4,SEA 4,10,24,Josh Allen pass incomplete short left intended for John Brown,4.490,3.030
3,11:58,4,4,SEA 4,10,27,Tyler Bass 22 yard field goal good,3.030,3.000
3,11:55,,,BUF 35,10,27,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,11:55,1,10,SEA 25,10,27,Travis Homer left end for 4 yards (tackle by Justin Zimmer),0.610,0.600
3,11:19,2,6,SEA 29,10,27,Russell Wilson pass incomplete short right intended for Tyler Lockett,0.600,-0.100
3,11:16,3,6,SEA 29,10,27,Russell Wilson pass complete short right to David Moore for 6 yards (tackle by Jordan Poyer),-0.100,1.270
3,10:50,1,10,SEA 35,10,27,Russell Wilson pass complete deep left to D.K. Metcalf for 27 yards (tackle by Micah Hyde),1.270,3.050
3,10:11,1,10,BUF 38,10,27,Travis Homer right guard for -2 yards (tackle by Vernon Butler),3.050,2.240
3,9:34,2,12,BUF 40,10,27,Russell Wilson pass complete short right to Jacob Hollister for 13 yards (tackle by Taron Johnson),2.240,3.780
3,9:03,1,10,BUF 27,10,27,Russell Wilson pass complete short right to D.K. Metcalf for 10 yards (tackle by Tre'Davious White),3.780,4.440
3,8:32,1,10,BUF 17,10,27,Alex Collins right tackle for -3 yards (tackle by Trent Murphy and Tremaine Edmunds),4.440,3.490
3,7:47,2,13,BUF 20,10,27,Russell Wilson pass complete short middle to Greg Olsen for 5 yards (tackle by Micah Hyde),3.490,3.340
3,7:00,3,8,BUF 15,10,27,Russell Wilson pass complete short middle to Jacob Hollister for 11 yards (tackle by Dean Marlowe). Penalty on Siran Neal: Defensive Holding (Declined),3.340,6.280
3,6:40,1,4,BUF 4,16,27,"DeeJay Dallas left tackle for 4 yards, touchdown",6.280,7.000
3,6:36,,,BUF 15,17,27,Jason Myers kicks extra point good,0.000,0.000
3,6:36,,,SEA 35,17,27,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,6:36,1,10,BUF 25,17,27,Zack Moss left tackle for 5 yards (tackle by Poona Ford),0.610,0.740
3,5:54,2,5,BUF 30,17,27,Josh Allen sacked by and Jarran Reed for -1 yards and Carlos Dunlap for -1 yards,0.740,-0.100
3,5:14,3,6,BUF 29,17,27,Josh Allen sacked by Jamal Adams for -6 yards,-0.100,-1.830
3,4:37,4,12,BUF 23,17,27,"Corey Bojorquez punts 53 yards, returned by David Moore for 6 yards (tackle by Dean Marlowe and Darryl Johnson)",-1.830,-0.940
3,4:24,1,10,SEA 30,17,27,Russell Wilson pass complete short left to Will Dissly for 26 yards (tackle by Micah Hyde),0.940,2.650
3,3:44,1,10,BUF 44,17,27,"Russell Wilson pass incomplete deep right intended for Tyler Lockett. Penalty on Jerry Hughes: Roughing the Passer, 15 yards (no play)",2.650,3.640
3,3:38,1,10,BUF 29,17,27,Travis Homer right end for 5 yards (tackle by Taron Johnson and Micah Hyde),3.640,3.780
3,2:54,2,5,BUF 24,17,27,Travis Homer left tackle for -2 yards (tackle by Tremaine Edmunds),3.780,2.810
3,2:08,3,7,BUF 26,17,27,Russell Wilson pass incomplete deep left intended for Tyler Lockett,2.810,1.740
3,2:01,4,7,BUF 26,20,27,Jason Myers 44 yard field goal good,1.740,3.000
3,1:56,,,SEA 35,20,27,"Jason Myers kicks off 67 yards, returned by Andre Roberts for 20 yards (tackle by Penny Hart)",0.000,0.040
3,1:51,1,10,BUF 18,20,27,Josh Allen pass complete short left to Zack Moss for 20 yards (tackle by D.J. Reed),0.040,1.470
3,1:17,1,10,BUF 38,20,27,Josh Allen up the middle for 2 yards (tackle by Carlos Dunlap and Bobby Wagner),1.470,1.190
3,0:35,2,8,BUF 40,20,27,Josh Allen pass complete short left to Stefon Diggs for 25 yards (tackle by Quandre Diggs),1.190,3.250
Quarter,Time,Down,ToGo,Location,SEA,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 35,20,27,Josh Allen sacked by and Jamal Adams for -5 yards and Jarran Reed for -5 yards,3.250,2.030
4,14:14,2,15,SEA 40,20,27,"Penalty on Ike Boettger: False Start, 5 yards (no play)",2.030,1.350
4,14:12,2,20,SEA 45,20,27,Josh Allen pass complete short right to Stefon Diggs for 11 yards (tackle by Ryan Neal),1.350,2.150
4,13:38,3,9,SEA 34,20,27,"Josh Allen sacked by Ryan Neal for no gain. Penalty on Jamal Adams: Illegal Contact, 5 yards (no play)",2.150,3.640
4,13:09,1,10,SEA 29,20,27,Zack Moss left tackle for -6 yards (tackle by Carlos Dunlap),3.640,2.290
4,12:26,2,16,SEA 35,20,27,Josh Allen pass incomplete short left intended for Stefon Diggs,2.290,1.620
4,12:21,3,16,SEA 35,20,27,Josh Allen pass complete short right to John Brown for 33 yards (tackle by Tre Flowers),1.620,6.740
4,11:36,1,2,SEA 2,20,27,"Josh Allen pass incomplete short right intended for Stefon Diggs. Penalty on Quinton Dunbar: Defensive Pass Interference, 1 yard (no play)",6.740,6.970
4,11:33,1,1,SEA 1,20,33,"Zack Moss left tackle for 1 yard, touchdown",6.970,7.000
4,11:27,,,SEA 15,20,34,Tyler Bass kicks extra point good,0.000,0.000
4,11:27,,,BUF 35,20,34,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,11:27,1,10,SEA 25,20,34,Russell Wilson sacked by Mario Addison for -5 yards,0.610,-0.610
4,10:42,2,15,SEA 20,20,34,Russell Wilson sacked by A.J. Klein for -10 yards,-0.610,-3.180
4,9:56,3,25,SEA 10,20,34,Russell Wilson pass deep right intended for D.K. Metcalf is intercepted by Tre'Davious White at SEA-31 and returned for 28 yards,-3.180,-6.510
4,9:44,1,3,SEA 3,20,40,"Josh Allen right end for 3 yards, touchdown",6.510,7.000
4,9:38,,,SEA 15,20,41,Tyler Bass kicks extra point good,0.000,0.000
4,9:38,,,BUF 35,20,41,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,9:38,1,10,SEA 25,20,41,Russell Wilson pass complete short middle to Tyler Lockett for 9 yards (tackle by Mario Addison),0.610,1.280
4,9:19,2,1,SEA 34,20,41,Travis Homer up the middle for 11 yards (tackle by Jordan Poyer and Taron Johnson),1.280,1.930
4,9:01,1,10,SEA 45,26,41,"Russell Wilson pass complete deep right to David Moore for 55 yards, touchdown",1.930,7.000
4,8:50,,,BUF 15,27,41,Jason Myers kicks extra point good,0.000,0.000
4,8:50,,,SEA 35,27,41,"Jason Myers kicks onside 28 yards, returned by A.J. Epenesa for no gain",0.000,1.400
4,8:50,1,10,BUF 37,27,41,Devin Singletary left end for 2 yards (tackle by Damarious Randall),1.400,1.130
4,8:13,2,8,BUF 39,27,41,Josh Allen pass incomplete deep left intended for Stefon Diggs,1.130,0.430
4,8:06,3,8,BUF 39,27,41,Josh Allen pass complete short middle to Stefon Diggs for 7 yards (tackle by D.J. Reed),0.430,-0.320
4,7:18,,,,,,Timeout #1 by Buffalo Bills,,
4,7:17,4,1,BUF 46,27,41,"Corey Bojorquez punts 54 yards, touchback.",-0.320,-0.280
4,7:08,1,10,SEA 20,27,41,Russell Wilson pass incomplete short right intended for Greg Olsen,0.280,-0.270
4,7:04,2,10,SEA 20,27,41,Russell Wilson pass complete short right to Tyler Lockett for 8 yards (tackle by Mario Addison),-0.270,0.100
4,6:35,3,2,SEA 28,27,41,"Russell Wilson sacked by A.J. Klein for -9 yards. Russell Wilson fumbles (forced by A.J. Klein), recovered by A.J. Klein at SEA-19",0.100,-4.310
4,6:30,1,10,SEA 19,27,41,Zack Moss left guard for no gain (tackle by Jarran Reed),4.310,3.750
4,5:47,2,10,SEA 19,27,41,Isaiah McKenzie right end for 1 yard (tackle by Quandre Diggs),3.750,3.140
4,5:03,3,9,SEA 18,27,41,Josh Allen right end for 5 yards (tackle by Jordyn Brooks and Rasheem Green),3.140,2.640
4,4:17,4,4,SEA 13,27,44,Tyler Bass 31 yard field goal good,2.640,3.000
4,4:13,,,BUF 35,27,44,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,4:13,1,10,SEA 25,27,44,Russell Wilson pass complete short left to Travis Homer for 50 yards (tackle by Micah Hyde),0.610,3.910
4,3:42,1,10,BUF 25,27,44,Russell Wilson pass complete short middle to Travis Homer for 3 yards (tackle by A.J. Klein),3.910,3.770
4,3:16,2,7,BUF 22,27,44,Russell Wilson pass complete short left to Travis Homer for 11 yards (tackle by Tre'Davious White),3.770,4.840
4,2:40,1,10,BUF 11,27,44,Russell Wilson pass complete short left to D.K. Metcalf for 2 yards (tackle by Dane Jackson),4.840,4.510
4,2:10,2,8,BUF 9,27,44,Russell Wilson pass complete short middle to David Moore for 2 yards (tackle by Tremaine Edmunds),4.510,3.980
4,2:00,3,6,BUF 7,27,44,Russell Wilson pass incomplete short right intended for David Moore,3.980,2.980
4,1:55,4,6,BUF 7,33,44,"Russell Wilson pass complete short middle to D.K. Metcalf for 7 yards, touchdown",2.980,7.000
4,1:51,,,BUF 15,34,44,Jason Myers kicks extra point good,0.000,0.000
4,1:51,,,,,,Timeout #2 by Buffalo Bills,,
4,1:51,,,SEA 35,34,44,"Michael Dickson kicks onside 15 yards, returned by Micah Hyde for no gain",0.000,2.260
4,1:50,1,10,BUF 50,34,44,Zack Moss up the middle for 3 yards (tackle by Jordyn Brooks and Poona Ford),2.260,2.120
4,1:45,,,,,,Timeout #1 by Seattle Seahawks,,
4,1:45,2,7,SEA 47,34,44,Zack Moss up the middle for 1 yard (tackle by L.J. Collier),2.120,1.550
4,1:40,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:40,3,6,SEA 46,34,44,"Penalty on Jonathan Bullard: Encroachment, 5 yards (no play)",1.550,2.210
4,1:40,3,1,SEA 41,34,44,Zack Moss right guard for 1 yard (tackle by Jamal Adams),2.210,2.920
4,1:35,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:35,1,10,SEA 40,34,44,Josh Allen kneels for -1 yards,2.920,2.240
4,0:54,2,11,SEA 41,34,44,Josh Allen kneels for -1 yards,2.240,1.420
4,0:36,3,12,SEA 42,34,44,Josh Allen kneels for -1 yards,1.420,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
