Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
2,15:00,3,4,IND 39,7,3,Andrew Luck pass complete deep right to Donnie Avery for 28 yards (tackle by Brandon Flowers),0.700,3.380
2,14:20,1,10,KAN 33,7,3,Vick Ballard up the middle for 3 yards (tackle by Dontari Poe),3.380,3.240
2,13:45,2,7,KAN 30,7,3,Andrew Luck pass incomplete deep right intended for Reggie Wayne,3.240,2.540
2,13:38,3,7,KAN 30,7,3,Andrew Luck pass incomplete short left intended for Reggie Wayne (defended by Kendrick Lewis),2.540,1.410
2,13:32,4,7,KAN 30,10,3,Adam Vinatieri 48 yard field goal good,1.410,3.000
2,13:27,,,IND 35,10,3,"Adam Vinatieri kicks off 67 yards, returned by Devon Wylie for 22 yards (tackle by Jamaal Westerman)",0.000,0.280
2,13:21,1,10,KAN 20,10,3,Jamaal Charles right end for 23 yards (tackle by Cassius Vaughn),0.280,1.800
2,12:56,1,10,KAN 43,10,3,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (no play)",1.800,2.530
2,12:40,1,5,KAN 48,10,3,Jamaal Charles up the middle for 7 yards (tackle by Jerrell Freeman),2.530,2.590
2,12:06,1,10,IND 45,10,3,Brady Quinn right end for 2 yards (tackle by Jerry Hughes),2.590,2.310
2,11:25,2,8,IND 43,10,3,Jamaal Charles left end for 1 yard (tackle by Cory Redding),2.310,1.750
2,10:45,3,7,IND 42,10,3,Brady Quinn pass incomplete short right intended for Jamaal Charles,1.750,0.460
2,10:41,4,7,IND 42,10,3,"Dustin Colquitt punts 42 yards, touchback",0.460,-0.280
2,10:34,1,10,IND 20,10,3,Andrew Luck pass complete short right to Dwayne Allen for 6 yards (tackle by Brandon Flowers),0.280,0.540
2,10:05,2,4,IND 26,10,3,Vick Ballard up the middle for 2 yards (tackle by Ropati Pitoitua),0.540,0.100
2,9:21,3,2,IND 28,10,3,Andrew Luck pass complete short right to Dwayne Allen for 7 yards (tackle by Tysyn Hartman),0.100,1.270
2,8:39,1,10,IND 35,10,3,Andrew Luck pass incomplete short right intended for Donnie Avery,1.270,0.720
2,8:32,2,10,IND 35,10,3,Vick Ballard up the middle for 10 yards (tackle by Tysyn Hartman),0.720,1.930
2,7:58,1,10,IND 45,10,3,Vick Ballard up the middle for 3 yards (tackle by Derrick O. Johnson),1.930,1.790
2,7:31,2,7,IND 48,10,3,Vick Ballard left guard for 4 yards (tackle by Derrick O. Johnson),1.790,1.620
2,6:51,3,3,KAN 48,10,3,Andrew Luck pass complete short right to Donnie Avery for 4 yards (tackle by Javier Arenas),1.620,2.650
2,6:24,1,10,KAN 44,10,3,Vick Ballard left guard for 2 yards (tackle by Derrick O. Johnson),2.650,2.380
2,5:44,2,8,KAN 42,10,3,Andrew Luck pass incomplete short right intended for Reggie Wayne,2.380,1.690
2,5:38,3,8,KAN 42,10,3,Andrew Luck pass incomplete deep right intended for LaVon Brazill,1.690,0.460
2,5:34,4,8,KAN 42,10,3,"Pat McAfee punts 42 yards, touchback",0.460,-0.280
2,5:27,1,10,KAN 20,10,3,Brady Quinn left end for 8 yards (tackle by Ricardo Mathews),0.280,0.810
2,4:53,2,2,KAN 28,10,3,Peyton Hillis right end for 14 yards (tackle by Joe Lefeged),0.810,1.730
2,4:32,1,10,KAN 42,10,3,Jamaal Charles up the middle for 3 yards (tackle by Lawrence Guy),1.730,1.590
2,3:55,2,7,KAN 45,10,3,"Brady Quinn pass complete short middle to Steve Maneri for 14 yards (tackle by Pat Angerer). Penalty on Donald Stephenson: Illegal Use of Hands, 10 yards (no play)",1.590,0.240
2,3:25,2,17,KAN 35,10,3,"Brady Quinn pass complete short left to Peyton Hillis for 3 yards (tackle by Jerry Hughes). Penalty on Kellen Heard: Illegal Use of Hands, 5 yards (no play)",0.240,1.600
2,2:59,1,10,KAN 40,10,3,Jamaal Charles left tackle for 6 yards (tackle by Vontae Davis),1.600,1.860
2,2:22,2,4,KAN 46,10,3,"Peyton Hillis left end for -3 yards (tackle by Vontae Davis). Penalty on Donald Stephenson: Offensive Holding, 10 yards (no play)",1.860,0.510
2,2:04,2,14,KAN 36,10,3,Brady Quinn pass complete short middle to Devon Wylie for 4 yards (tackle by Pat Angerer),0.510,0.370
2,1:57,3,10,KAN 40,10,3,Brady Quinn pass complete deep right to Devon Wylie for 16 yards (tackle by Darius Butler),0.370,2.650
2,1:15,1,10,IND 44,10,3,Brady Quinn pass complete deep right to Jamar Newsome for 28 yards (tackle by Cassius Vaughn),2.650,4.510
2,1:09,1,10,IND 16,10,3,"Jamaal Charles up the middle for -2 yards (tackle by Pat Angerer). Jamaal Charles fumbles (forced by Pat Angerer), recovered by Joe Lefeged at IND-18 and returned for 4 yards",4.510,-0.410
2,1:02,1,10,IND 22,10,3,Andrew Luck pass incomplete short left intended for Donnie Avery (defended by Dontari Poe),0.410,-0.130
2,0:57,2,10,IND 22,10,3,Andrew Luck pass complete deep middle to T.Y. Hilton for 23 yards (tackle by Kendrick Lewis),-0.130,0.000
2,0:51,,,,10,3,Timeout #1 by Indianapolis Colts,0.000,1.930
2,0:51,1,10,IND 45,10,3,Andrew Luck pass complete short right to Mewelde Moore for 32 yards (tackle by Kendrick Lewis),1.930,4.040
2,0:42,1,10,KAN 23,10,3,Andrew Luck pass incomplete deep middle intended for LaVon Brazill,4.040,3.500
2,0:36,2,10,KAN 23,10,3,Andrew Luck pass incomplete deep right intended for Reggie Wayne (defended by Eric Berry),3.500,2.810
2,0:31,3,10,KAN 23,10,3,Andrew Luck up the middle for 5 yards (tackle by Andy Studebaker),2.810,2.300
2,0:11,4,5,KAN 18,13,3,Adam Vinatieri 36 yard field goal good,2.300,3.000
2,0:07,,,IND 35,13,3,"Adam Vinatieri kicks off 73 yards, touchback",0.000,0.280
2,0:07,1,10,KAN 20,13,3,Brady Quinn kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,13,3,"Adam Vinatieri kicks off 67 yards, returned by Devon Wylie for 16 yards (tackle by Sergio Brown)",0.000,-0.280
3,14:55,1,10,KAN 14,13,9,"Jamaal Charles left end for 86 yards, touchdown",-0.280,7.000
3,14:55,,,IND 2,13,10,Ryan Succop kicks extra point good,0.000,0.000
3,14:40,,,KAN 35,13,10,"Ryan Succop kicks off 73 yards, touchback",0.000,0.280
3,14:40,1,10,IND 20,13,10,Andrew Luck pass complete deep left to Reggie Wayne for 33 yards (tackle by Derrick O. Johnson),0.280,2.460
3,13:58,1,10,KAN 47,13,10,Andrew Luck pass incomplete short left intended for Donnie Avery,2.460,1.910
3,13:54,2,10,KAN 47,13,10,Andrew Luck pass incomplete short left intended for LaVon Brazill,1.910,1.220
3,13:49,3,10,KAN 47,13,10,Andrew Luck pass incomplete deep right intended for Reggie Wayne,1.220,0.130
3,13:42,4,10,KAN 47,13,10,"Pat McAfee punts 34 yards, fair catch by Devon Wylie",0.130,0.320
3,13:37,1,10,KAN 13,13,10,Brady Quinn pass complete short left to Dexter McCluster for 9 yards (tackle by Jerrell Freeman),-0.320,0.490
3,12:55,2,1,KAN 22,13,10,Jamaal Charles for 33 yards,0.490,2.590
3,12:37,1,10,IND 45,13,10,Dexter McCluster left end for 10 yards (tackle by Joe Lefeged),2.590,3.250
3,12:11,1,10,IND 35,13,10,"Brady Quinn pass complete short left to Jonathan Baldwin for 7 yards (tackle by Vontae Davis). Penalty on Joe Lefeged: Unnecessary Roughness, 14 yards",3.250,4.650
3,11:47,1,10,IND 14,13,10,Brady Quinn pass incomplete short left intended for Jonathan Baldwin is intercepted by Vontae Davis at IND--1,4.650,-0.280
3,11:42,1,10,IND 20,13,10,Vick Ballard right tackle for -2 yards (tackle by Brandon Siler),0.280,-0.630
3,11:02,2,12,IND 18,13,10,Andrew Luck right end for 11 yards (tackle by Tyson Jackson),-0.630,0.230
3,10:14,3,1,IND 29,13,10,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Javier Arenas),0.230,-1.440
3,10:09,4,1,IND 29,13,10,"Pat McAfee punts 52 yards, out of bounds",-1.440,-0.150
3,10:02,1,10,KAN 19,13,10,Jamaal Charles right guard for 6 yards (tackle by Pat Angerer and Lawrence Guy),0.150,0.480
3,9:32,2,4,KAN 25,13,10,Peyton Hillis left end for 14 yards (tackle by Pat Angerer),0.480,1.530
3,9:02,1,10,KAN 39,13,10,Jamaal Charles up the middle for 4 yards (tackle by Jerrell Freeman and Lawrence Guy),1.530,1.530
3,8:23,2,6,KAN 43,13,10,Peyton Hillis right tackle for 3 yards (tackle by Pat Angerer),1.530,1.220
3,7:37,3,3,KAN 46,13,10,"Brady Quinn pass incomplete deep left intended for Jamar Newsome is intercepted by Vontae Davis at IND-30. Penalty on Vontae Davis: Defensive Pass Interference, 24 yards (no play)",1.220,3.580
3,7:29,1,10,IND 30,13,10,Peyton Hillis right end for 6 yards (tackle by Jerrell Freeman),3.580,3.840
3,7:10,2,4,IND 24,13,10,Jamaal Charles left guard for 2 yards (tackle by Jerrell Freeman),3.840,3.400
3,6:27,3,2,IND 22,13,10,Brady Quinn sacked by Dwight Freeney for -7 yards,3.400,1.500
3,6:05,4,9,IND 29,13,13,Ryan Succop 47 yard field goal good,1.500,3.000
3,6:00,,,KAN 35,13,13,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
3,6:00,1,10,IND 20,13,13,Andrew Luck pass incomplete short right intended for Reggie Wayne,0.280,-0.270
3,5:55,2,10,IND 20,13,13,Vick Ballard up the middle for 7 yards (tackle by Eric Berry),-0.270,-0.030
3,5:15,3,3,IND 27,13,13,"Andrew Luck pass incomplete short middle intended for Donnie Avery (defended by Tysyn Hartman). Penalty on Derrick O. Johnson: Roughing the Passer, 15 yards (no play)",-0.030,1.730
3,5:10,1,10,IND 42,13,13,Andrew Luck pass incomplete deep right intended for Coby Fleener,1.730,1.190
3,5:03,2,10,IND 42,13,13,Andrew Luck sacked by Brandon Flowers for -2 yards,1.190,0.230
3,4:44,3,12,IND 40,13,13,Andrew Luck pass incomplete short middle intended for Donnie Avery,0.230,-0.720
3,4:39,4,12,IND 40,13,13,"Pat McAfee punts 38 yards, returned by Devon Wylie for 10 yards (tackle by Jamaal Westerman). Penalty on Andy Studebaker: Offensive Holding, 10 yards",-0.720,0.320
3,4:26,1,10,KAN 13,13,13,Jamaal Charles left end for 3 yards (tackle by Lawrence Guy),-0.320,0.000
3,3:49,,,,13,13,Timeout #1 by Kansas City Chiefs,0.000,-0.440
3,3:49,2,7,KAN 16,13,13,Peyton Hillis up the middle for 6 yards (tackle by Pat Angerer),-0.440,-0.350
3,3:11,3,1,KAN 22,13,13,Jamaal Charles for 27 yards,-0.350,2.190
3,2:39,1,10,KAN 49,13,13,Brady Quinn pass incomplete short right intended for Peyton Hillis,2.190,1.650
3,2:33,2,10,KAN 49,13,13,"Penalty on Jeff Allen: False Start, 5 yards (no play)",1.650,0.970
3,2:32,2,15,KAN 44,13,13,Brady Quinn right end for 2 yards (tackle by Jerry Hughes),0.970,0.560
3,1:53,3,13,KAN 46,13,13,Brady Quinn pass incomplete short right intended for Jamar Newsome,0.560,-0.320
3,1:48,4,13,KAN 46,13,13,Dustin Colquitt punts 43 yards,-0.320,0.370
3,1:37,1,10,IND 11,13,13,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Brandon Flowers),-0.370,-0.780
3,1:33,2,10,IND 11,13,13,Andrew Luck pass incomplete deep left intended for Reggie Wayne (defended by Eric Berry),-0.780,-1.420
3,1:28,3,10,IND 11,13,13,Andrew Luck up the middle for 5 yards (tackle by Tamba Hali),-1.420,-2.390
3,0:47,4,5,IND 16,13,13,"Pat McAfee punts 48 yards, returned by Devon Wylie for -9 yards (tackle by Mario Harvey)",-2.390,-0.740
3,0:33,1,10,KAN 27,13,13,Jamaal Charles left end for 4 yards (tackle by Jerrell Freeman),0.740,0.740
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,KAN 31,13,13,Peyton Hillis for 6 yards (tackle by Cassius Vaughn),0.740,1.400
4,15:00,1,10,KAN 37,13,13,"Penalty on Eric Winston: False Start, 5 yards (no play)",1.400,1.070
4,14:20,1,15,KAN 32,13,13,Jamaal Charles left guard for 6 yards (tackle by Antoine Bethea),1.070,0.990
4,13:43,2,9,KAN 38,13,13,Brady Quinn pass complete short right to Dexter McCluster for 10 yards (tackle by Vontae Davis),0.990,2.130
4,13:07,1,10,KAN 48,13,13,Jamaal Charles left tackle for 1 yard (tackle by Jerrell Freeman),2.130,1.720
4,12:37,2,9,KAN 49,13,13,Peyton Hillis up the middle for 15 yards (tackle by Joe Lefeged),1.720,3.180
4,12:00,1,10,IND 36,13,13,Peyton Hillis left end for 5 yards (tackle by Martin Tevaseu),3.180,3.310
4,11:23,2,5,IND 31,13,13,Jamaal Charles up the middle for 4 yards (tackle by Lawrence Guy),3.310,3.140
4,10:40,3,1,IND 27,13,13,Peyton Hillis up the middle for no gain (tackle by Antoine Bethea),3.140,1.820
4,10:21,4,1,IND 27,13,13,Brady Quinn up the middle for no gain (tackle by Robert Mathis),1.820,-0.740
4,10:13,1,10,IND 27,13,13,Andrew Luck pass incomplete short right intended for Coby Fleener,0.740,0.200
4,10:09,2,10,IND 27,13,13,Vick Ballard up the middle for 6 yards (tackle by Justin Houston),0.200,0.300
4,9:26,3,4,IND 33,13,13,Andrew Luck pass complete short left to T.Y. Hilton for 11 yards (tackle by Jalil Brown),0.300,1.860
4,9:13,1,10,IND 44,13,13,Andrew Luck pass complete short right to Donnie Avery for -1 yards (tackle by Brandon Flowers),1.860,1.180
4,8:35,2,11,IND 43,13,13,Andrew Luck pass complete short left to Reggie Wayne for 18 yards (tackle by Neiko Thorpe),1.180,2.980
4,8:16,1,10,KAN 39,13,13,Vick Ballard up the middle for 11 yards (tackle by Tysyn Hartman),2.980,3.710
4,7:51,1,10,KAN 28,13,13,Vick Ballard left end for -2 yards (tackle by Tysyn Hartman),3.710,2.900
4,7:13,2,12,KAN 30,13,13,Andrew Luck pass complete short left to Reggie Wayne for 12 yards (tackle by Neiko Thorpe),2.900,4.370
4,6:36,1,10,KAN 18,13,13,"Vick Ballard left end for 2 yards (tackle by Tysyn Hartman). Penalty on Ropati Pitoitua: Defensive Offside, 5 yards (no play)",4.370,5.410
4,6:15,1,5,KAN 13,13,13,Vick Ballard left tackle for 3 yards (tackle by Dontari Poe),5.410,5.230
4,5:37,2,2,KAN 10,13,13,Andrew Luck pass complete short right to Coby Fleener for 2 yards (tackle by Derrick O. Johnson),5.230,5.370
4,4:59,1,8,KAN 8,13,13,Vick Ballard left end for 1 yard (tackle by Javier Arenas),5.370,4.760
4,4:19,2,7,KAN 7,13,13,T.Y. Hilton pass incomplete,4.760,0.000
4,4:12,,,,13,13,Timeout #1 by Indianapolis Colts,0.000,3.810
4,4:12,3,7,KAN 7,19,13,"Andrew Luck pass complete short middle to Reggie Wayne for 7 yards, touchdown",3.810,7.000
4,4:12,,,KAN 2,20,13,Adam Vinatieri kicks extra point good,0.000,0.000
4,4:08,,,IND 35,20,13,"Adam Vinatieri kicks off 71 yards, returned by Devon Wylie for 16 yards (tackle by LaVon Brazill)",0.000,-0.380
4,4:03,1,10,KAN 10,20,13,Brady Quinn pass incomplete short right intended for Steve Maneri,-0.380,-0.780
4,4:00,2,10,KAN 10,20,13,Jamaal Charles up the middle for 2 yards (tackle by Joe Lefeged and Jerrell Freeman),-0.780,-1.190
4,3:17,3,8,KAN 12,20,13,Peyton Hillis right end for -2 yards (tackle by Jerry Hughes),-1.190,-2.490
4,2:39,4,10,KAN 10,20,13,"Dustin Colquitt punts 53 yards, fair catch by T.Y. Hilton",-2.490,-1.400
4,2:30,1,10,IND 37,20,13,Vick Ballard up the middle for 1 yard (tackle by Shaun Smith),1.400,0.000
4,2:25,,,,20,13,Timeout #2 by Kansas City Chiefs,0.000,0.990
4,2:25,2,9,IND 38,20,13,Vick Ballard left end for -1 yards (tackle by Dontari Poe),0.990,0.000
4,2:20,,,,20,13,Timeout #3 by Kansas City Chiefs,0.000,0.170
4,2:20,3,10,IND 37,20,13,Vick Ballard left end for 13 yards (tackle by Kendrick Lewis),0.170,2.260
4,2:00,1,10,,20,13,Andrew Luck kneels for no gain,2.260,1.710
4,1:18,2,10,,20,13,Andrew Luck kneels for no gain,1.710,1.030
4,0:36,3,10,,20,13,Andrew Luck kneels for no gain,1.030,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
