Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
1,1:58,3,2,PIT 6,0,7,Steve McNair middle for 2 yards (tackle by Kendrell Bell and Joey Porter),4.730,6.280
1,1:35,1,4,PIT 4,0,7,Eddie George left tackle for 3 yards (tackle by Lee Flowers),6.280,5.910
1,0:51,2,1,PIT 1,0,7,Eddie George middle for no gain (tackle by Brent Alexander),5.910,5.170
1,0:19,3,1,PIT 1,0,13,"Eddie George left tackle for 1 yard, touchdown",5.170,7.000
1,0:19,,,PIT 1,0,14,Joe Nedney kicks extra point good,0.000,0.000
1,0:19,,,TEN 30,0,14,"Joe Nedney kicks off 62 yards, returned by Antwaan Randle El for 32 yards (tackle by Rocky Boiman)",0.000,1.600
1,0:17,1,10,PIT 40,0,14,Amos Zereoue left tackle for -5 yards (tackle by Randall Godfrey and Robaire Smith),1.600,0.380
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,15,PIT 35,0,14,Amos Zereoue left tackle for 8 yards (tackle by Keith Bulluck and Peter Sirmon),0.380,0.760
2,14:21,3,7,PIT 43,0,14,Tommy Maddox pass complete to Antwaan Randle El for 9 yards (tackle by Donald Mitchell). Penalty on Kevin Carter: Defensive Offside (Declined),0.760,2.390
2,14:00,1,10,TEN 48,0,14,Hines Ward right end for -10 yards (tackle by Jevon Kearse and Henry Ford),2.390,0.500
2,13:15,2,20,PIT 42,0,14,Tommy Maddox pass complete to Dan Kreider for 6 yards (tackle by Randall Godfrey and Keith Bulluck),0.500,0.630
2,12:31,3,14,PIT 48,0,14,Tommy Maddox pass complete to Plaxico Burress for 22 yards (tackle by Peter Sirmon),0.630,3.580
2,11:50,1,10,TEN 30,0,14,"Tommy Maddox pass complete to Hines Ward for 6 yards (tackle by Carlos Hall and Keith Bulluck). Penalty on Jeff Hartings: Offensive Holding, 10 yards (no play)",3.580,2.920
2,11:50,1,20,TEN 40,0,14,"Penalty on Wayne Gandy: False Start, 5 yards (no play)",2.920,2.590
2,11:10,1,25,TEN 45,0,14,Tommy Maddox pass incomplete intended for Amos Zereoue,2.590,1.010
2,11:06,2,25,TEN 45,0,14,Tommy Maddox pass incomplete intended for Plaxico Burress,1.010,0.370
2,11:01,3,25,TEN 45,0,14,Tommy Maddox pass complete to Antwaan Randle El for 6 yards (tackle by Samari Rolle and Keith Bulluck),0.370,0.660
2,10:21,4,19,TEN 39,0,14,Tom Rouen punts 31 yards,0.660,0.380
2,10:13,1,10,TEN 8,0,14,"Eddie George middle for -3 yards. Eddie George fumbles, recovered by Lee Flowers at TEN-8 (tackle by Benji Olson)",-0.380,-5.370
2,10:07,1,8,TEN 8,0,14,Jerome Bettis for no gain (tackle by Peter Sirmon and Kevin Carter),5.370,4.570
2,9:34,2,8,TEN 8,6,14,"Tommy Maddox pass complete to Hines Ward for 8 yards, touchdown",4.570,7.000
2,9:34,,,TEN 8,7,14,Jeff Reed kicks extra point good,0.000,0.000
2,9:34,,,PIT 30,7,14,"Jeff Reed kicks off 69 yards, returned by Eddie Berlin for 16 yards (tackle by Lee Mays)",0.000,-0.060
2,9:29,1,10,TEN 17,7,14,Steve McNair pass complete to Drew Bennett for 4 yards (tackle by Chad Scott),-0.060,0.080
2,9:29,2,6,TEN 21,7,14,"Penalty on Fred Miller: False Start, 5 yards (no play)",0.080,-0.730
2,8:46,2,11,TEN 16,7,14,Steve McNair pass incomplete intended for Derrick Mason is intercepted by Chad Scott at PIT-41,-0.730,-1.660
2,8:40,1,10,PIT 41,7,14,Tommy Maddox pass complete to Plaxico Burress for 40 yards (tackle by Samari Rolle),1.660,4.310
2,8:11,1,10,TEN 19,7,14,Tommy Maddox pass complete to Hines Ward for 3 yards (tackle by Andre Dyson),4.310,4.180
2,7:36,2,7,TEN 16,7,14,Jerome Bettis left tackle for 4 yards (tackle by Carlos Hall and Randall Godfrey),4.180,4.190
2,6:55,3,3,TEN 12,7,14,Tommy Maddox pass incomplete intended for Plaxico Burress,4.190,2.730
2,6:51,4,3,TEN 12,10,14,Jeff Reed 30 yard field goal good,2.730,3.000
2,6:51,,,PIT 30,10,14,"Jeff Reed kicks off 65 yards, muffed catch by Eddie Berlin, recovered by Eddie Berlin and returned for no gain. Penalty on Rich Coady: Offensive Holding, 7 yards",0.000,-0.380
2,6:47,1,10,TEN 8,10,14,Eddie George right tackle for 1 yard (tackle by Jason Gildon),-0.380,-0.710
2,6:00,2,9,TEN 9,10,14,Steve McNair pass incomplete intended for Eddie George (defended by Casey Hampton),-0.710,-1.300
2,6:00,3,9,TEN 9,10,14,Robert Holcombe right tackle for 11 yards (tackle by Chris Hope),-1.300,0.280
2,5:16,1,10,TEN 20,10,14,Eddie George left tackle for 1 yard (tackle by Lee Flowers and Dewayne Washington),0.280,-0.130
2,5:16,2,9,TEN 21,10,14,Steve McNair pass complete to Frank Wycheck for 10 yards (tackle by Larry Foote),-0.130,1.000
2,4:13,1,10,TEN 31,10,14,Steve McNair pass complete to Frank Wycheck for 9 yards (tackle by James Farrior),1.000,1.680
2,3:38,2,1,TEN 40,10,14,Steve McNair pass incomplete intended for Derrick Mason,1.680,0.960
2,3:34,3,1,TEN 40,10,14,"Steve McNair left end for 2 yards (tackle by Larry Foote). Penalty on Dewayne Washington: Illegal Use of Hands, 5 yards",0.960,2.060
2,3:09,1,10,TEN 47,10,14,Robert Holcombe right end for 3 yards (tackle by Lee Flowers),2.060,1.920
2,2:28,2,7,,10,14,Steve McNair pass complete to Frank Wycheck for 6 yards (tackle by James Farrior),1.920,2.020
2,2:00,3,1,PIT 44,10,14,Robert Holcombe right end for -2 yards (tackle by James Farrior),2.020,0.200
2,1:43,3,1,PIT 44,,,Timeout #1 by Pittsburgh Steelers,2.020,0.200
2,1:43,4,3,PIT 46,10,14,"Craig Hentrich punts 28 yards, fair catch by Antwaan Randle El",0.200,-0.040
2,1:35,1,10,PIT 18,10,14,"Tommy Maddox pass complete to Hines Ward for 4 yards (tackle by Lance Schulters). Penalty on Donald Mitchell: Illegal Use of Hands, 5 yards (no play)",0.040,0.480
2,1:29,1,10,PIT 23,10,14,Tommy Maddox pass complete to Hines Ward for 14 yards (tackle by Jevon Kearse and Keith Bulluck),0.480,1.400
2,1:05,1,10,PIT 37,10,14,Tommy Maddox pass incomplete intended for Terance Mathis,1.400,0.860
2,1:01,2,10,PIT 37,10,14,"Tommy Maddox pass incomplete intended for Lee Mays. Penalty on Samari Rolle: Defensive Pass Interference, 35 yards (no play)",0.860,3.710
2,0:56,1,10,TEN 28,10,14,Tommy Maddox pass incomplete intended for Terance Mathis,3.710,3.170
2,0:51,2,10,TEN 28,10,14,Hines Ward middle for 11 yards (tackle by Keith Bulluck),3.170,4.440
2,0:43,2,10,TEN 28,,,Timeout #2 by Pittsburgh Steelers,3.170,4.440
2,0:43,1,10,TEN 17,10,14,Tommy Maddox pass complete to Hines Ward for 5 yards (tackle by Lance Schulters),4.440,4.690
2,0:28,2,5,TEN 12,10,14,Tommy Maddox pass incomplete,4.690,3.880
2,0:26,3,5,TEN 12,10,14,Tommy Maddox sacked by Donald Mitchell for -9 yards,3.880,2.060
2,0:04,3,5,TEN 12,,,Timeout #3 by Pittsburgh Steelers,3.880,2.060
2,0:04,4,14,TEN 21,13,14,Jeff Reed 39 yard field goal good,2.060,3.000
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,13,14,"Jeff Reed kicks off 45 yards, returned by John Simon for 8 yards (tackle by Dewayne Washington)",0.000,1.140
3,15:00,1,10,TEN 33,13,14,"Eddie George left tackle for -2 yards (tackle by Casey Hampton). Eddie George fumbles (forced by Casey Hampton), recovered by Aaron Smith at TEN-31",1.140,-3.510
,,,,,,,"TEN challenged the ruling, and the play was upheld.",,
3,14:45,1,10,TEN 31,19,14,"Amos Zereoue right tackle for 31 yards, touchdown",3.510,7.000
3,14:45,,,TEN 31,20,14,Jeff Reed kicks extra point good,0.000,0.000
3,14:45,,,PIT 30,20,14,"Jeff Reed kicks off 40 yards, returned by Justin McCareins for 7 yards (tackle by Brett Keisel)",0.000,1.400
3,14:37,1,10,TEN 37,20,14,Steve McNair pass complete to Derrick Mason for 5 yards (tackle by Deshea Townsend),1.400,1.530
3,14:08,2,5,TEN 42,20,14,Robert Holcombe middle for 4 yards (tackle by James Farrior and Larry Foote),1.530,1.360
3,13:24,3,1,TEN 46,20,14,Steve McNair middle for 2 yards (tackle by Joey Porter and Lee Flowers),1.360,2.130
3,12:41,1,10,TEN 48,20,14,Steve McNair pass complete to Frank Wycheck for 7 yards (tackle by Lee Flowers and Larry Foote),2.130,2.530
3,12:05,2,3,PIT 45,20,14,Steve McNair right end for 2 yards (tackle by Larry Foote),2.530,2.080
3,12:05,3,1,PIT 43,20,14,Steve McNair pass complete to Frank Wycheck for 39 yards (tackle by Brent Alexander),2.080,6.280
3,10:22,1,4,PIT 4,20,14,Robert Holcombe left tackle for -3 yards (tackle by Aaron Smith),6.280,4.760
3,9:41,2,7,PIT 7,20,20,"Steve McNair pass complete to Frank Wycheck for 7 yards, touchdown",4.760,7.000
3,9:41,,,PIT 7,20,21,Joe Nedney kicks extra point good,0.000,0.000
3,9:41,,,TEN 30,20,21,"Joe Nedney kicks off 58 yards, returned by Lee Mays for 18 yards (tackle by Brad Kassell)",0.000,0.940
3,9:37,1,10,PIT 30,20,21,Amos Zereoue left end for 4 yards (tackle by Keith Bulluck and Tank Williams),0.940,0.930
3,9:02,2,6,PIT 34,20,21,Tommy Maddox pass incomplete intended for Antwaan Randle El (defended by Donald Mitchell),0.930,0.230
3,8:58,3,6,PIT 34,20,21,Antwaan Randle El pass incomplete intended for Hines Ward,0.230,-1.110
3,8:53,4,6,PIT 34,20,21,"Tom Rouen punts 33 yards, returned by Derrick Mason for 9 yards (tackle by Brent Alexander)",-1.110,-1.730
3,8:42,1,10,TEN 42,20,21,Steve McNair pass complete to Derrick Mason for 18 yards (tackle by Brent Alexander),1.730,2.920
3,8:01,1,10,PIT 40,20,21,Steve McNair pass complete to Derrick Mason for 6 yards (tackle by Lee Flowers),2.920,3.180
3,7:24,2,4,PIT 34,20,21,Steve McNair pass incomplete,3.180,2.480
3,7:19,2,4,PIT 34,,,Timeout #2 by Tennessee Titans,3.180,2.480
3,7:19,3,4,PIT 34,20,21,Steve McNair pass complete to Frank Wycheck for 21 yards,2.480,4.710
3,6:48,1,10,PIT 13,20,21,Robert Holcombe left tackle for 2 yards (tackle by Brent Alexander),4.710,4.390
3,6:10,2,8,PIT 11,20,21,Steve McNair pass complete to Drew Bennett for 7 yards (tackle by James Farrior),4.390,5.010
3,5:32,3,1,PIT 4,20,21,Steve McNair middle for 2 yards (tackle by Kimo von Oelhoffen),5.010,6.740
3,4:42,1,2,PIT 2,20,27,"Steve McNair pass complete to Erron Kinney for 2 yards, touchdown",6.740,7.000
3,4:42,,,PIT 2,20,28,Joe Nedney kicks extra point good,0.000,0.000
3,4:42,,,TEN 30,20,28,"Joe Nedney kicks off 62 yards, returned by Antwaan Randle El for 14 yards (tackle by Aric Morris)",0.000,0.410
3,4:38,1,10,PIT 22,20,28,Tommy Maddox pass complete to Amos Zereoue for 4 yards (tackle by Randall Godfrey),0.410,0.410
3,3:56,2,6,PIT 26,20,28,Amos Zereoue right end for -5 yards (tackle by Carlos Hall),0.410,-0.960
3,3:12,3,11,PIT 21,20,28,Tommy Maddox pass incomplete intended for Chris Fuamatu-Ma'afala,-0.960,-1.960
3,3:05,4,11,PIT 21,20,28,"Tom Rouen punts 39 yards, returned by Derrick Mason for 19 yards (tackle by Hank Poteat). Penalty on Chris Hope: Ineligible Downfield Kick, 6 yards (no play)",-1.960,-2.440
,,,,,,,"PIT challenged the ruling, and the original play was overturned.",,
3,2:53,4,17,PIT 15,20,28,"Tom Rouen punts 29 yards, out of bounds",-2.440,-2.650
3,2:50,1,10,PIT 44,20,28,Robert Holcombe middle for -3 yards (tackle by Casey Hampton),2.650,1.710
3,2:11,2,13,PIT 47,20,28,Steve McNair pass incomplete intended for Robert Holcombe,1.710,1.030
3,2:06,3,13,PIT 47,20,28,Steve McNair pass incomplete intended for John Simon,1.030,0.130
3,1:59,4,13,PIT 47,20,28,"Craig Hentrich punts 13 yards, out of bounds",0.130,-1.200
3,1:52,1,10,PIT 34,20,28,Amos Zereoue left tackle for 5 yards (tackle by Peter Sirmon),1.200,1.330
3,1:16,2,5,PIT 39,20,28,"Tommy Maddox pass incomplete intended for Plaxico Burress. Penalty on Samari Rolle: Defensive Holding, 5 yards (no play)",1.330,1.860
3,1:12,1,10,PIT 44,20,28,Tommy Maddox pass incomplete intended for Hines Ward (defended by Kevin Carter),1.860,1.320
3,1:08,2,10,PIT 44,20,28,Amos Zereoue left guard for no gain (tackle by Albert Haynesworth and Peter Sirmon),1.320,0.630
3,0:31,2,10,PIT 44,,,Timeout #1 by Pittsburgh Steelers,1.320,0.630
3,0:31,3,10,PIT 44,20,28,Tommy Maddox pass complete to Terance Mathis for 12 yards (tackle by Andre Dyson and Rich Coady),0.630,2.650
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 44,20,28,Amos Zereoue right end for 2 yards (tackle by Peter Sirmon and Dainon Sidney),2.650,2.380
4,14:39,2,8,TEN 42,20,28,Tommy Maddox pass complete to Antwaan Randle El for 8 yards (tackle by Keith Bulluck),2.380,3.310
4,14:04,1,10,TEN 34,20,28,Tommy Maddox pass incomplete intended for Jerame Tuman,3.310,2.770
4,13:58,2,10,TEN 34,20,28,Tommy Maddox pass incomplete intended for Jerame Tuman,2.770,2.080
4,13:54,3,10,TEN 34,20,28,Tommy Maddox pass complete to Dan Kreider for 8 yards (tackle by Donald Mitchell),2.080,1.860
4,13:28,4,2,TEN 26,20,28,Jeff Reed 44 yard field goal no good,1.860,-1.270
4,13:24,1,10,TEN 35,20,28,Robert Holcombe left tackle for no gain (tackle by Lee Flowers and Joey Porter),1.270,0.720
4,12:44,2,10,TEN 35,20,28,Steve McNair pass incomplete intended for Frank Wycheck,0.720,0.040
4,12:44,3,10,TEN 35,20,28,"Penalty on Fred Miller: False Start, 5 yards (no play)",0.040,-0.630
4,12:40,3,15,TEN 30,20,28,Steve McNair pass incomplete intended for Erron Kinney,-0.630,-1.370
4,12:35,4,15,TEN 30,20,28,"Craig Hentrich punts 34 yards, returned by Antwaan Randle El for 64 yards. Penalty on Chris Fuamatu-Ma'afala: Illegal Block Above the Waist, 10 yards",-1.370,-1.270
4,12:16,1,10,PIT 35,20,28,Antwaan Randle El left end for 11 yards (tackle by Lance Schulters),1.270,1.990
4,12:00,1,10,PIT 46,20,28,Tommy Maddox pass complete to Amos Zereoue for 6 yards (tackle by Tank Williams),1.990,2.260
4,11:31,2,4,TEN 48,20,28,Tommy Maddox pass incomplete intended for Hines Ward (defended by Albert Haynesworth),2.260,1.550
4,11:28,3,4,TEN 48,20,28,Tommy Maddox pass complete to Terance Mathis for 22 yards (tackle by Dainon Sidney),1.550,3.840
4,10:53,1,10,TEN 26,20,28,Tommy Maddox pass complete to Chris Fuamatu-Ma'afala for 5 yards (tackle by Keith Bulluck and Aric Morris),3.840,3.970
4,10:15,2,5,TEN 21,26,28,"Tommy Maddox pass complete to Hines Ward for 21 yards, touchdown",3.970,7.000
4,10:15,2,,TEN 21,28,28,"Two Point Attempt: Hines Ward pass complete to Plaxico Burress, conversion succeeds",1.000,1.000
4,10:15,,,PIT 30,28,28,"Jeff Reed kicks off 65 yards, returned by John Simon for 19 yards (tackle by Chris Hope)",0.000,0.540
4,10:09,1,10,TEN 24,28,28,Steve McNair pass incomplete intended for Derrick Mason is intercepted by Deshea Townsend at PIT-43,0.540,-1.800
4,9:54,1,10,PIT 43,28,28,"Tommy Maddox pass complete to Hines Ward for 18 yards (tackle by Lance Schulters). Penalty on Lance Schulters: Personal Foul, 15 yards, Penalty on Albert Haynesworth: Defensive Offside (Declined)",1.800,3.970
4,9:40,1,10,TEN 24,28,28,Amos Zereoue left guard for -1 yards (tackle by Frank Chamberlin and Albert Haynesworth),3.970,3.300
4,9:04,2,11,TEN 25,28,28,Amos Zereoue left end for 3 yards (tackle by Tank Williams),3.300,3.010
4,8:39,3,8,TEN 22,28,28,Tommy Maddox pass incomplete intended for Plaxico Burress,3.010,1.990
4,8:35,4,8,TEN 22,31,28,Jeff Reed 40 yard field goal good,1.990,3.000
4,8:35,,,PIT 30,31,28,"Jeff Reed kicks off 66 yards, returned by John Simon for 38 yards (tackle by Chris Fuamatu-Ma'afala)",0.000,1.730
4,8:30,1,10,TEN 42,31,28,Steve McNair pass complete to Drew Bennett for 13 yards (tackle by Larry Foote),1.730,2.590
4,7:43,1,10,PIT 45,31,28,Steve McNair pass complete to Frank Wycheck for 3 yards (tackle by Brent Alexander),2.590,2.450
4,7:19,2,7,PIT 42,31,28,Steve McNair pass complete to Drew Bennett for 20 yards (tackle by Joey Porter and James Farrior),2.450,4.110
4,6:41,1,10,PIT 22,31,28,Robert Holcombe left end for -2 yards (tackle by Joey Porter and Lee Flowers),4.110,3.290
4,5:58,2,12,PIT 24,31,28,Steve McNair pass incomplete intended for Drew Bennett,3.290,2.610
4,5:53,3,12,PIT 24,31,28,Steve McNair pass incomplete intended for Derrick Mason,2.610,1.870
4,5:45,4,12,PIT 24,31,31,Joe Nedney 42 yard field goal good,1.870,3.000
4,5:45,,,TEN 30,31,31,"Joe Nedney kicks off 53 yards, returned by Antwaan Randle El for 11 yards (tackle by John Simon)",0.000,0.810
4,5:40,1,10,PIT 28,31,31,Amos Zereoue middle for 3 yards (tackle by Henry Ford),0.810,0.670
4,4:53,2,7,PIT 31,31,31,Tommy Maddox pass complete to Hines Ward for 13 yards (tackle by Dainon Sidney),0.670,1.860
4,4:09,1,10,PIT 44,31,31,Jerome Bettis middle for 2 yards (tackle by Robaire Smith),1.860,1.590
4,3:30,2,8,PIT 46,31,31,Tommy Maddox pass incomplete intended for Hines Ward,1.590,0.890
4,3:26,3,8,PIT 46,31,31,Tommy Maddox pass complete to Terance Mathis for 6 yards (tackle by Dainon Sidney),0.890,0.070
4,2:49,4,2,TEN 48,31,31,"Tom Rouen punts 37 yards, fair catch by Derrick Mason",0.070,0.370
4,2:43,1,10,TEN 11,31,31,Robert Holcombe right guard for 4 yards (tackle by Lee Flowers),-0.370,-0.430
4,2:34,1,10,TEN 11,,,Timeout #2 by Pittsburgh Steelers,-0.370,-0.430
4,2:34,2,6,TEN 15,31,31,Neil O'Donnell pass incomplete intended for Justin McCareins,-0.430,-0.950
4,2:30,3,6,TEN 15,31,31,Steve McNair pass incomplete intended for Frank Wycheck,-0.950,-2.440
4,2:25,4,6,TEN 15,31,31,"Craig Hentrich punts 40 yards, returned by Antwaan Randle El for 5 yards (tackle by Aric Morris)",-2.440,-2.260
4,2:08,1,10,,31,31,"Amos Zereoue middle for -5 yards (tackle by Albert Haynesworth). Penalty on Albert Haynesworth: Unnecessary Roughness, 15 yards",2.260,2.920
4,2:02,1,10,TEN 40,31,31,Tommy Maddox pass incomplete intended for Terance Mathis,2.920,2.370
4,1:58,2,10,TEN 40,31,31,Tommy Maddox pass incomplete intended for Hines Ward (defended by Donald Mitchell),2.370,1.680
4,1:54,3,10,TEN 40,31,31,Tommy Maddox pass incomplete intended for Antwaan Randle El (defended by Tank Williams),1.680,0.590
4,1:52,4,10,TEN 40,31,31,"Tom Rouen punts 40 yards, touchback",0.590,-0.280
4,1:43,1,10,TEN 20,31,31,Steve McNair pass complete to Drew Bennett for 13 yards (tackle by Larry Foote),0.280,1.140
4,1:36,1,10,TEN 33,31,31,Steve McNair pass incomplete intended for Robert Holcombe,1.140,0.590
4,1:32,2,10,TEN 33,31,31,Steve McNair pass complete to Derrick Mason for 5 yards (tackle by Joey Porter and Chris Hope),0.590,0.560
4,1:02,3,5,TEN 38,31,31,Steve McNair pass complete to Derrick Mason for 13 yards (tackle by Deshea Townsend),0.560,2.320
4,0:42,1,10,PIT 49,31,31,Steve McNair middle for 5 yards (tackle by Joey Porter and Clark Haggans),2.320,2.460
4,0:31,1,10,PIT 49,,,Timeout #3 by Tennessee Titans,2.320,2.460
4,0:31,2,5,PIT 44,31,31,Derrick Mason right end for 4 yards (tackle by Larry Foote),2.460,2.280
4,0:09,3,1,PIT 40,31,31,Steve McNair pass incomplete,2.280,0.590
4,0:08,3,1,PIT 40,,,Timeout #3 by Pittsburgh Steelers,2.280,0.590
4,0:08,4,1,PIT 40,31,31,Steve McNair pass complete to Robert Holcombe for 10 yards (tackle by Clark Haggans),0.590,3.580
4,0:03,1,10,PIT 30,31,31,Joe Nedney 48 yard field goal no good,3.580,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
,,,,,,,"Titans won the coin toss, Titans to receive the overtime kickoff.",,
OT,15:00,,,PIT 30,31,31,"Jeff Reed kicks off 60 yards, returned by John Simon for 21 yards (tackle by Matt Cushing)",0.000,1.000
OT,15:00,1,10,TEN 31,31,31,Steve McNair pass incomplete intended for Robert Holcombe,1.000,0.460
OT,14:49,2,10,TEN 31,31,31,Steve McNair pass complete to Justin McCareins for 31 yards (tackle by Lee Flowers),0.460,3.050
OT,14:12,1,10,PIT 38,31,31,Steve McNair pass complete to Justin McCareins for 22 yards,3.050,4.510
OT,13:33,1,10,PIT 16,31,31,Robert Holcombe middle for 3 yards (tackle by Casey Hampton),4.510,4.390
OT,12:53,1,10,PIT 16,,,Timeout #1 by Pittsburgh Steelers,4.510,4.390
OT,12:52,2,7,PIT 13,31,31,"Joe Nedney 31 yard field goal no good. Penalty on Dewayne Washington: Running Into the Kicker, 5 yards (no play)",4.390,5.350
OT,12:49,2,2,PIT 8,31,34,Joe Nedney 26 yard field goal good,5.350,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
