Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,IND 25,0,0,Frank Gore left end for 1 yard (tackle by Jonathan Cyprien and Tashaun Gipson),0.610,0.200
1,14:27,2,9,IND 26,0,0,Andrew Luck pass complete short right to Phillip Dorsett for 7 yards (tackle by Prince Amukamara),0.200,0.430
1,13:49,3,2,IND 33,0,0,Andrew Luck pass incomplete short right intended for Robert Turbin,0.430,-1.180
1,13:45,4,2,IND 33,0,0,"Pat McAfee punts 51 yards, returned by Bryan Walters for -2 yards (tackle by Christopher Milton)",-1.180,0.280
1,13:35,1,10,JAX 14,0,0,Corey Grant left end for no gain (tackle by Vontae Davis and Erik Walden),-0.280,-0.750
1,12:59,2,10,JAX 14,0,0,Corey Grant left tackle for 14 yards (tackle by Darryl Morris),-0.750,0.810
1,12:21,1,10,JAX 28,0,0,Blake Bortles pass complete short middle to Allen Robinson for 42 yards (tackle by Darryl Morris and Mike Adams),0.810,3.580
1,12:00,1,10,IND 30,0,0,Blake Bortles pass incomplete deep left intended for Allen Robinson (defended by Vontae Davis),3.580,3.030
1,11:54,2,10,IND 30,0,0,"Corey Grant right end for 25 yards (tackle by Charles James). Penalty on Jermey Parnell: Offensive Holding, 10 yards (no play)",3.030,1.680
1,11:29,2,20,IND 40,0,0,Denard Robinson middle for 4 yards (tackle by Henry Anderson),1.680,1.550
1,10:50,3,16,IND 36,0,0,Joe Banyard middle for 7 yards (tackle by Trent Cole and T.J. Green),1.550,1.500
1,10:11,4,9,IND 29,3,0,Jason Myers 47 yard field goal good,1.500,3.000
1,10:05,,,JAX 35,3,0,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
1,10:05,1,10,IND 25,3,0,Andrew Luck pass incomplete short right intended for T.Y. Hilton,0.610,0.060
1,10:00,2,10,IND 25,3,0,Robert Turbin middle for 5 yards (tackle by Abry Jones),0.060,0.040
1,9:19,3,5,IND 30,3,0,Andrew Luck pass incomplete short middle intended for Jack Doyle (defended by Dante Fowler),0.040,-1.370
1,9:14,4,5,IND 30,3,0,"Pat McAfee punts 45 yards, out of bounds",-1.370,-0.610
1,9:06,1,10,JAX 25,3,0,Blake Bortles pass incomplete short right intended for Bryan Walters,0.610,0.060
1,9:02,2,10,JAX 25,3,0,Blake Bortles left end for 16 yards (tackle by Edwin Jackson),0.060,1.660
1,8:32,1,10,JAX 41,3,0,Blake Bortles pass complete short right to Bryan Walters for 12 yards (tackle by Charles James),1.660,2.460
1,7:56,1,10,IND 47,3,0,Corey Grant right end for 14 yards (tackle by T.J. Green),2.460,3.380
1,7:19,1,10,IND 33,3,0,Blake Bortles pass complete short left to Marqise Lee for 11 yards (tackle by Christopher Milton),3.380,4.110
1,6:42,1,10,IND 22,3,0,Blake Bortles pass complete short right to Bryan Walters for 8 yards (tackle by Charles James and Christopher Milton),4.110,4.850
1,6:03,2,2,IND 14,9,0,"Blake Bortles pass complete short middle to Ben Koyack for 14 yards, touchdown",4.850,7.000
1,5:57,,,IND 15,10,0,Jason Myers kicks extra point good,0.000,0.000
1,5:57,,,JAX 35,10,0,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
1,5:57,1,10,IND 25,10,0,Frank Gore middle for 6 yards (tackle by Telvin Smith),0.610,0.870
1,5:25,2,4,IND 31,10,0,Frank Gore right end for -4 yards (tackle by Paul Posluszny),0.870,-0.360
1,4:44,3,8,IND 27,10,0,Andrew Luck pass incomplete short right intended for Chester Rogers,-0.360,-1.570
1,4:37,4,8,IND 27,10,0,"Pat McAfee punts 57 yards, returned by Bryan Walters for 5 yards (tackle by Chris Carter). Penalty on Dan Skuta: Defensive Holding, 8 yards",-1.570,0.380
1,4:22,1,10,JAX 8,10,0,Corey Grant left guard for 2 yards (tackle by David Parry and Antonio Morrison),-0.380,-0.630
1,3:42,2,8,JAX 10,10,0,Blake Bortles pass complete short left to Corey Grant for 13 yards (tackle by T.J. Green),-0.630,0.480
1,3:09,1,10,JAX 23,10,0,Blake Bortles pass incomplete short left intended for Denard Robinson,0.480,-0.070
1,3:04,2,10,JAX 23,10,0,Blake Bortles pass complete short right to Tony Washington for 9 yards (tackle by Robert Mathis),-0.070,0.430
1,2:21,3,1,JAX 32,10,0,Blake Bortles pass incomplete deep middle intended for Allen Robinson (defended by Vontae Davis),0.430,-1.240
1,2:13,4,1,JAX 32,10,0,"Brad Nortman punts 52 yards, fair catch by Chester Rogers",-1.240,0.140
1,2:05,1,10,IND 16,10,0,Frank Gore middle for 2 yards (tackle by Prince Amukamara and Sheldon Day),-0.140,-0.350
1,1:28,2,8,IND 18,10,0,Andrew Luck left end for 5 yards (tackle by Telvin Smith),-0.350,-0.450
1,0:46,3,3,IND 23,10,0,Andrew Luck pass incomplete short left intended for Jack Doyle (defended by Jonathan Cyprien),-0.450,-1.830
1,0:41,4,3,IND 23,10,0,"Pat McAfee punts 50 yards, fair catch by Bryan Walters",-1.830,-0.740
1,0:33,1,10,JAX 27,10,0,Blake Bortles pass complete short left to Bryan Walters for 11 yards (tackle by Edwin Jackson),0.740,1.470
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 38,10,0,Blake Bortles pass complete short left to Bryan Walters for 7 yards (tackle by Mike Adams),1.470,1.870
2,14:28,2,3,JAX 45,10,0,Bryan Walters right end for 4 yards (tackle by Darryl Morris and Antonio Morrison),1.870,2.190
2,13:45,1,10,JAX 49,10,0,Bronson Hill middle for 4 yards (tackle by Henry Anderson),2.190,2.190
2,13:10,2,6,IND 47,10,0,Blake Bortles middle for 2 yards (tackle by Darryl Morris),2.190,1.750
2,12:31,3,4,IND 45,10,0,"Penalty on Kelvin Beachum: False Start, 5 yards (no play)",1.750,1.090
2,12:18,3,9,,10,0,Blake Bortles pass incomplete deep right intended for Marqise Lee,1.090,-0.060
2,12:12,4,9,,10,0,"Brad Nortman punts 50 yards, touchback",-0.060,-0.280
2,12:03,1,10,IND 20,10,0,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Myles Jack),0.280,-0.270
2,11:58,2,10,IND 20,10,0,Frank Gore middle for 10 yards (tackle by Jonathan Cyprien),-0.270,0.940
2,11:25,1,10,IND 30,10,0,Frank Gore right tackle for 3 yards (tackle by Abry Jones),0.940,0.800
2,10:47,2,7,IND 33,10,0,Andrew Luck pass complete short middle to Dwayne Allen for 13 yards (tackle by Jonathan Cyprien),0.800,1.990
2,10:08,1,10,IND 46,10,0,Frank Gore left tackle for 2 yards (tackle by Yannick Ngakoue),1.990,1.720
2,9:29,2,8,IND 48,10,0,Andrew Luck pass complete deep middle to Chester Rogers for 21 yards (tackle by Tashaun Gipson and Josh Johnson),1.720,3.510
2,9:00,1,10,JAX 31,10,0,Andrew Luck pass incomplete short right intended for T.Y. Hilton is intercepted by Telvin Smith at JAX-18,3.510,-0.040
2,8:52,1,10,JAX 18,10,0,Bronson Hill left tackle for 7 yards (tackle by David Parry and Mike Adams),0.040,0.550
2,8:18,2,3,JAX 25,10,0,Blake Bortles pass incomplete short left intended for Bronson Hill (defended by Henry Anderson),0.550,-0.270
2,8:12,3,3,JAX 25,10,0,"Blake Bortles sacked by Erik Walden for -9 yards. Blake Bortles fumbles (forced by Erik Walden), recovered by Zach Kerr at JAX-22 (tackle by A.J. Cann)",-0.270,-4.110
2,8:05,1,10,JAX 22,10,0,Frank Gore middle for 3 yards (tackle by Telvin Smith),4.110,3.970
2,7:28,2,7,JAX 19,10,0,Andrew Luck pass incomplete deep left intended for T.Y. Hilton (defended by Jalen Ramsey),3.970,3.260
