#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,IND 25,3,1:25,8,Punt
2,1,10:05,IND 25,3,0:59,5,Punt
3,1,5:57,IND 25,3,1:35,2,Punt
4,1,2:05,IND 16,3,1:32,7,Punt
5,2,12:03,IND 20,7,3:11,49,Interception
6,2,8:05,JAX 22,4,1:32,-8,Missed FG
7,2,5:45,IND 25,8,3:04,48,Field Goal
8,2,0:19,IND 20,1,0:19,-6,End of Half
9,3,12:51,IND 17,5,2:35,83,Touchdown
10,3,6:55,IND 11,12,6:43,89,Touchdown
11,4,11:53,IND 34,8,4:34,34,Fumble
12,4,3:25,IND 44,3,1:31,-14,Blocked Punt
13,4,1:33,IND 25,8,1:24,75,Touchdown
