Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss and deferred, Rams to receive the opening kickoff.",,
1,15:00,,,ARI 35,0,0,"Matt Prater kicks off 65 yards, touchback.",,
1,15:00,1,10,LAR 25,0,0,Darrell Henderson right tackle for 6 yards (tackle by Isaiah Simmons and Budda Baker),,
1,14:34,2,4,LAR 31,0,0,Matthew Stafford pass complete deep right to Van Jefferson for 20 yards (tackle by Marco Wilson),,
1,14:06,1,10,ARI 49,0,0,Darrell Henderson left end for 3 yards (tackle by Jordan Hicks and J.J. Watt),,
1,13:41,2,5,ARI 46,0,0,"Penalty on David Edwards: False Start, 5 yards (accepted)",,
1,13:16,2,12,LAR 49,0,0,Matthew Stafford pass complete short middle to Cooper Kupp for 5 yards (tackle by Jalen Thompson),,
1,12:34,3,7,ARI 46,0,0,Matthew Stafford pass complete short middle to Robert Woods for 18 yards (tackle by Marco Wilson),,
1,12:03,1,10,ARI 28,0,0,Matthew Stafford pass complete short right to Tyler Higbee for 5 yards (tackle by Robert Alford),,
1,11:31,2,5,ARI 23,0,0,Matthew Stafford pass incomplete short right intended for Cooper Kupp,,
1,11:27,3,5,ARI 23,0,0,Matthew Stafford pass incomplete deep left intended for Tyler Higbee,,
1,11:22,4,5,ARI 21,0,3,Matt Gay 42 yard field goal good,,
1,11:18,,,LAR 35,0,3,"Matt Gay kicks off 65 yards, touchback.",,
1,11:18,1,10,ARI 25,0,3,Kyler Murray pass incomplete short right intended for A.J. Green,,
1,11:13,2,10,ARI 25,0,3,Kyler Murray pass complete short right to Christian Kirk for 5 yards (tackle by Kenny Young),,
1,10:46,3,5,ARI 30,0,3,Kyler Murray sacked by Leonard Floyd for -14 yards,,
1,10:04,4,19,ARI 16,0,3,"Andy Lee punts 47 yards, returned by Tutu Atwell for no gain (tackle by Demetrius Harris)",,
1,9:52,1,10,LAR 37,0,3,Darrell Henderson up the middle for 7 yards (tackle by Byron Murphy),,
1,9:08,2,3,LAR 44,0,3,Matthew Stafford pass deep left intended for DeSean Jackson is intercepted by Byron Murphy at ARI-13 and returned for no gain (tackle by DeSean Jackson),,
1,8:57,1,10,ARI 13,0,3,Chase Edmonds right tackle for 19 yards (tackle by Taylor Rapp),,
1,8:41,1,10,ARI 32,0,3,Kyler Murray pass complete short middle to Maxx Williams for 8 yards (tackle by Leonard Floyd),,
1,8:11,2,2,ARI 40,0,3,"Chase Edmonds up the middle for 6 yards (tackle by Kenny Young and Jordan Fuller). Penalty on D.J. Humphries: Offensive Holding, 10 yards (accepted) (no play)",,
1,7:41,2,12,ARI 30,0,3,Kyler Murray pass complete deep right to DeAndre Hopkins for 25 yards,,
1,7:20,1,10,LAR 45,0,3,Kyler Murray pass complete short right to Rondale Moore for 5 yards (tackle by David Long and Justin Lawler),,
1,6:39,2,5,LAR 40,0,3,James Conner right end for -1 yards (tackle by Jordan Fuller),,
1,5:58,3,6,LAR 41,6,3,"Kyler Murray pass complete deep right to A.J. Green for 41 yards, touchdown. Penalty on David Long: Defensive Holding, 5 yards (declined)",,
1,5:50,,,LAR 15,7,3,Matt Prater kicks extra point good,,
1,5:50,,,ARI 35,7,3,"Matt Prater kicks off 65 yards, touchback.",,
1,5:50,1,10,LAR 25,7,3,Darrell Henderson right tackle for 15 yards (tackle by Jalen Thompson),,
1,5:28,1,10,LAR 40,7,3,Matthew Stafford pass complete short left to Darrell Henderson for 2 yards (tackle by Marco Wilson),,
1,4:53,2,8,LAR 42,7,3,Matthew Stafford pass complete short left to Tyler Higbee for 7 yards (tackle by Isaiah Simmons),,
1,4:24,3,1,LAR 49,7,3,Matthew Stafford up the middle for 2 yards (tackle by Isaiah Simmons),,
1,3:41,1,10,ARI 49,7,3,Darrell Henderson up the middle for 9 yards (tackle by Jalen Thompson and Budda Baker),,
1,3:02,2,1,ARI 40,7,3,Darrell Henderson right end for 15 yards (tackle by Robert Alford),,
1,2:22,1,10,ARI 25,7,3,Sony Michel right guard for 9 yards (tackle by Isaiah Simmons and Marco Wilson),,
1,1:43,2,1,ARI 16,7,3,Sony Michel up the middle for 2 yards (tackle by Jordan Hicks and Jalen Thompson),,
1,1:00,1,10,ARI 14,7,9,"Matthew Stafford pass complete short left to Van Jefferson for 14 yards, touchdown",,
1,0:52,,,ARI 15,7,10,Matt Gay kicks extra point good,,
1,0:52,,,LAR 35,7,10,"Matt Gay kicks off 65 yards, touchback.",,
1,0:52,1,10,ARI 25,7,10,Kyler Murray pass complete short right to A.J. Green for 6 yards (tackle by David Long),,
1,0:27,2,4,ARI 31,7,10,James Conner right tackle for no gain (tackle by A'Shawn Robinson and Greg Gaines),,
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,ARI 31,7,10,James Conner left guard for 10 yards (tackle by Jordan Fuller),,
2,14:40,1,10,ARI 41,7,10,Kyler Murray pass complete short left to DeAndre Hopkins for 14 yards (tackle by Jordan Fuller),,
2,14:14,1,10,LAR 45,7,10,James Conner left end for -2 yards. James Conner fumbles (forced by Terrell Lewis). James Conner fumbles out of bounds,,
2,13:41,2,12,LAR 47,7,10,Kyler Murray pass complete short left to DeAndre Hopkins for 10 yards (tackle by Darious Williams and Taylor Rapp),,
2,13:04,,,,,,Timeout #1 by Arizona Cardinals,,
2,13:04,3,2,LAR 37,7,10,Kyler Murray pass complete short right to Chase Edmonds for 7 yards (tackle by Terrell Lewis),,
2,12:42,1,10,LAR 30,7,10,Kyler Murray pass complete short middle to Chase Edmonds for 9 yards (tackle by Jalen Ramsey),,
2,12:06,2,1,LAR 21,7,10,Rondale Moore left end for 10 yards (tackle by Taylor Rapp),,
2,11:29,1,10,LAR 11,7,10,Kyler Murray pass complete short left to Chase Edmonds for -3 yards (tackle by Ogbonnia Okoronkwo),,
2,10:49,2,13,LAR 14,13,10,"Kyler Murray pass complete short middle to Maxx Williams for 14 yards, touchdown",,
2,10:44,,,LAR 15,14,10,Matt Prater kicks extra point good,,
2,10:44,,,ARI 35,14,10,"Matt Prater kicks off 65 yards, touchback.",,
2,10:44,1,10,LAR 25,14,10,"Sony Michel right tackle for no gain. Sony Michel fumbles (forced by Markus Golden), recovered by Budda Baker at LA-21 (tackle by Austin Corbett)",,
2,10:35,1,10,LAR 21,14,10,Rondale Moore right end for -1 yards (tackle by Jalen Ramsey),,
2,10:08,2,11,LAR 22,14,10,"Penalty on Josh Jones: False Start, 5 yards (accepted) (no play)",,
2,9:46,2,16,LAR 27,14,10,Kyler Murray pass incomplete deep right intended for Chase Edmonds,,
2,9:40,3,16,LAR 27,14,10,Kyler Murray scrambles left end for 18 yards (tackle by Darious Williams),,
2,9:12,1,9,LAR 9,14,10,James Conner left tackle for 8 yards (tackle by Taylor Rapp and Jalen Ramsey),,
2,8:48,2,1,LAR 1,20,10,"James Conner up the middle for 1 yard, touchdown",,
2,8:44,,,LAR 15,21,10,Matt Prater kicks extra point good,,
2,8:44,,,ARI 35,21,10,"Matt Prater kicks off 65 yards, touchback.",,
2,8:44,1,10,LAR 25,21,10,Matthew Stafford pass incomplete short left intended for Cooper Kupp,,
2,8:40,2,10,LAR 25,21,10,Matthew Stafford pass incomplete deep right intended for Robert Woods,,
2,8:36,3,10,LAR 25,21,10,Matthew Stafford pass complete short right to Van Jefferson for 14 yards (tackle by Isaiah Simmons),,
2,8:13,1,10,LAR 39,21,10,"Matthew Stafford pass incomplete deep left intended for Cooper Kupp (defended by Jalen Thompson). Penalty on Jalen Thompson: Defensive Holding, 5 yards (accepted) (no play)",,
2,8:06,1,10,LAR 44,21,10,Matthew Stafford pass incomplete short middle intended for Darrell Henderson,,
2,8:02,2,10,LAR 44,21,10,Matthew Stafford pass complete short right to Darrell Henderson for 7 yards (tackle by Antonio Hamilton),,
2,7:38,3,3,ARI 49,21,10,Matthew Stafford pass incomplete short middle intended for Cooper Kupp (defended by Antonio Hamilton),,
2,7:34,4,3,ARI 49,21,10,"Johnny Hekker punts 37 yards, fair catch by Rondale Moore at ARI-12",,
2,7:26,1,10,ARI 12,21,10,James Conner up the middle for 3 yards (tackle by Aaron Donald and Sebastian Joseph-Day),,
2,7:06,2,7,ARI 15,21,10,Kyler Murray pass incomplete short right,,
2,7:01,3,7,ARI 15,21,10,Kyler Murray pass incomplete deep left intended for DeAndre Hopkins (defended by Jalen Ramsey),,
2,6:52,4,7,ARI 15,21,10,"Andy Lee punts 41 yards, returned by Tutu Atwell for 4 yards (tackle by Demetrius Harris)",,
2,6:41,1,10,LAR 48,21,10,"Darrell Henderson right end for 1 yard (tackle by Jordan Hicks and Leki Fotu). Penalty on Brian Allen: Offensive Holding, 10 yards (accepted)",,
2,6:15,1,20,LAR 39,21,10,Darrell Henderson up the middle for 3 yards (tackle by Budda Baker),,
2,5:53,2,15,LAR 42,21,10,Matthew Stafford pass incomplete deep left intended for DeSean Jackson,,
2,5:47,3,15,LAR 42,21,10,Matthew Stafford pass complete deep middle to Cooper Kupp for 35 yards (tackle by Budda Baker),,
2,4:57,1,10,ARI 23,21,10,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",,
2,4:37,1,15,ARI 28,21,10,Matthew Stafford pass complete short middle to Tyler Higbee for 18 yards (tackle by Budda Baker and Jalen Thompson),,
2,3:52,1,10,ARI 10,21,10,Darrell Henderson up the middle for 6 yards (tackle by Isaiah Simmons and Jalen Thompson),,
2,3:32,2,4,ARI 4,21,10,Matthew Stafford pass incomplete short middle intended for Cooper Kupp,,
2,3:29,3,4,ARI 4,21,10,Matthew Stafford pass incomplete short left intended for Cooper Kupp,,
2,3:25,4,4,ARI 4,21,13,Matt Gay 22 yard field goal good,,
2,3:22,,,LAR 35,21,13,"Matt Gay kicks off 65 yards, touchback.",,
2,3:22,1,10,ARI 25,21,13,"Penalty on Justin Pugh: False Start, 5 yards (accepted) (no play)",,
2,3:22,1,15,ARI 20,21,13,Kyler Murray pass complete short left to James Conner for 7 yards (tackle by Darious Williams),,
2,2:40,2,8,ARI 27,21,13,Kyler Murray pass complete short middle to Maxx Williams for 10 yards (tackle by Taylor Rapp),,
2,2:19,1,10,ARI 37,21,13,Kyler Murray left end for 4 yards (tackle by Taylor Rapp),,
2,2:00,2,6,ARI 41,21,13,Kyler Murray scrambles right end for 12 yards (tackle by David Long),,
2,1:52,1,10,LAR 47,21,13,Chase Edmonds up the middle for 9 yards (tackle by Kenny Young),,
