Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
2,1:32,2,2,LAR 38,21,13,Kyler Murray pass complete short right to A.J. Green for 3 yards (tackle by David Long),,
2,1:28,1,10,LAR 35,21,13,James Conner for 3 yards (tackle by Sebastian Joseph-Day and Taylor Rapp),,
2,1:22,,,,,,Timeout #1 by Los Angeles Rams,,
2,1:22,2,7,LAR 32,21,13,Chase Edmonds left end for 3 yards (tackle by Darious Williams),,
2,1:16,3,4,LAR 29,21,13,"Kyler Murray pass incomplete short right intended for A.J. Green. Penalty on Josh Jones: Offensive Holding, 10 yards (accepted) (no play)",,
2,1:10,3,14,LAR 39,21,13,Kyler Murray pass complete short right to Rondale Moore for 16 yards (tackle by David Long),,
2,1:03,1,10,LAR 23,21,13,Kyler Murray pass complete short right to James Conner for 9 yards (tackle by Jordan Fuller),,
2,0:42,2,1,LAR 14,21,13,James Conner up the middle for 5 yards (tackle by Terrell Lewis and Kenny Young),,
2,0:37,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:37,1,9,LAR 9,21,13,Kyler Murray sacked by Terrell Lewis for -2 yards,,
2,0:30,2,11,LAR 11,21,13,Kyler Murray pass incomplete short middle intended for DeAndre Hopkins,,
2,0:24,3,11,LAR 11,21,13,"Kyler Murray sacked by Leonard Floyd for no gain. Penalty on Leonard Floyd: Roughing the Passer, 6 yards (accepted) (no play)",,
2,0:20,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:20,1,5,LAR 5,21,13,James Conner up the middle for no gain (tackle by Sebastian Joseph-Day),,
2,0:16,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:16,2,5,LAR 5,21,13,Kyler Murray pass incomplete short left intended for DeAndre Hopkins (defended by Jalen Ramsey),,
2,0:13,3,5,LAR 5,21,13,Kyler Murray pass incomplete short left,,
2,0:07,4,5,LAR 5,24,13,Matt Prater 23 yard field goal good,,
2,0:04,,,ARI 35,24,13,"Matt Prater kicks off 65 yards, touchback.",,
2,0:04,1,10,LAR 25,24,13,Matthew Stafford kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,24,13,"Matt Gay kicks off 65 yards, touchback.",,
3,15:00,1,10,ARI 25,24,13,Kyler Murray pass complete short left to Rondale Moore for 7 yards (tackle by Sebastian Joseph-Day and Troy Reeder),,
3,14:29,2,3,ARI 32,24,13,Chase Edmonds up the middle for 4 yards (tackle by Leonard Floyd),,
3,13:59,1,10,ARI 36,24,13,Kyler Murray pass complete short left to Maxx Williams for 9 yards (tackle by Darious Williams),,
3,13:38,2,1,ARI 45,24,13,Chase Edmonds up the middle for 1 yard (tackle by Sebastian Joseph-Day),,
3,12:53,1,10,ARI 46,24,13,James Conner right tackle for 1 yard (tackle by A'Shawn Robinson),,
3,12:34,2,10,ARI 46,24,13,Kyler Murray pass complete deep middle to DeAndre Hopkins for 18 yards (tackle by Jalen Ramsey),,
3,11:51,1,10,LAR 35,24,13,Chase Edmonds left tackle for 1 yard (tackle by A'Shawn Robinson and Troy Reeder),,
3,11:11,2,9,LAR 34,24,13,Kyler Murray pass incomplete deep left,,
3,11:05,3,9,LAR 34,24,13,Kyler Murray sacked by Sebastian Joseph-Day for -3 yards,,
3,10:20,4,12,LAR 37,27,13,Matt Prater 55 yard field goal good,,
3,10:15,,,ARI 35,27,13,"Matt Prater kicks off 65 yards, touchback.",,
3,10:15,1,10,LAR 25,27,13,Darrell Henderson right tackle for 4 yards (tackle by Jordan Hicks),,
3,9:47,2,6,LAR 29,27,13,"Matthew Stafford pass is intercepted by Marco Wilson at ARI-40 and returned for no gain. Penalty on Isaiah Simmons: Roughing the Passer, 15 yards (accepted) (no play)",,
3,9:37,1,10,LAR 44,27,13,Darrell Henderson left tackle for 11 yards (tackle by Marco Wilson and Jalen Thompson),,
3,8:53,1,10,ARI 45,27,13,Matthew Stafford pass complete short right to Cooper Kupp for 9 yards (tackle by Byron Murphy),,
3,8:26,2,1,ARI 36,27,13,Darrell Henderson right tackle for 3 yards (tackle by Markus Golden),,
3,7:54,1,10,ARI 33,27,13,Matthew Stafford pass complete short left to Darrell Henderson for no gain (tackle by Marco Wilson),,
3,7:10,2,10,ARI 33,27,13,Matthew Stafford pass complete short right to DeSean Jackson for 6 yards (tackle by Robert Alford),,
3,6:33,3,4,ARI 27,27,13,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,,
3,6:28,4,4,ARI 27,27,13,Matt Gay 46 yard field goal no good,,
3,6:23,1,10,ARI 36,27,13,Kyler Murray pass complete short right to Chase Edmonds for 6 yards (tackle by Sebastian Joseph-Day),,
3,5:46,2,3,ARI 42,27,13,James Conner right tackle for 5 yards (tackle by Jordan Fuller and Kenny Young),,
3,5:19,1,10,ARI 47,27,13,Kyler Murray scrambles right end for 4 yards (tackle by Leonard Floyd),,
3,4:33,2,6,LAR 49,27,13,Kyler Murray scrambles right end for 4 yards (tackle by Leonard Floyd),,
3,3:59,,,,,,Timeout #2 by Arizona Cardinals,,
3,3:59,3,2,LAR 45,27,13,Kyler Murray pass complete short right to A.J. Green for 12 yards (tackle by Jordan Fuller),,
3,3:17,1,10,LAR 33,27,13,Kyler Murray pass complete short right to Maxx Williams for 25 yards (tackle by Taylor Rapp),,
3,2:29,1,8,LAR 8,27,13,Kyler Murray pass complete short right to A.J. Green for 5 yards (tackle by David Long),,
3,1:59,2,3,LAR 3,27,13,James Conner left guard for 2 yards (tackle by Aaron Donald and Greg Gaines),,
3,1:18,3,1,LAR 1,33,13,"James Conner up the middle for 1 yard, touchdown",,
3,1:14,,,LAR 15,34,13,Matt Prater kicks extra point good,,
3,1:14,,,ARI 35,34,13,"Matt Prater kicks off 65 yards, touchback.",,
3,1:14,1,10,LAR 25,34,13,Matthew Stafford pass complete short left to Van Jefferson for 8 yards (tackle by Budda Baker),,
3,0:53,2,2,LAR 33,34,13,Matthew Stafford pass complete short left to Cooper Kupp for 7 yards (tackle by Marco Wilson),,
3,0:37,1,10,LAR 40,34,13,"Matthew Stafford pass incomplete deep left. Penalty on Andrew Whitworth: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",,
3,0:32,1,20,LAR 30,34,13,Matthew Stafford pass incomplete short left intended for Cooper Kupp,,
3,0:27,2,20,LAR 30,34,13,Matthew Stafford pass complete deep middle to Van Jefferson for 22 yards (tackle by Marco Wilson),,
3,0:01,1,10,ARI 48,34,13,"Matthew Stafford pass incomplete short middle intended for Robert Woods. Penalty on Jalen Thompson: Defensive Pass Interference, 13 yards (accepted) (no play)",,
3,0:00,1,10,ARI 35,34,13,Matthew Stafford pass complete short right to Cooper Kupp for 8 yards (tackle by Jalen Thompson),,
Quarter,Time,Down,ToGo,Location,ARI,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,ARI 27,34,13,Matthew Stafford pass incomplete intended for Cooper Kupp,,
4,14:55,3,2,ARI 27,34,13,Matthew Stafford for 8 yards (tackle by Budda Baker),,
4,14:35,1,10,ARI 19,34,13,Matthew Stafford pass complete to Tyler Higbee for 6 yards (tackle by Byron Murphy),,
4,14:10,2,4,ARI 13,34,13,Matthew Stafford scrambles for 5 yards (tackle by Isaiah Simmons),,
4,13:47,1,8,ARI 8,34,13,Matthew Stafford pass incomplete intended for Robert Woods (defended by Jalen Thompson),,
4,13:42,2,8,ARI 8,34,13,Matthew Stafford scrambles for 7 yards (tackle by Robert Alford),,
4,12:53,3,1,ARI 1,34,13,Matthew Stafford for no gain (tackle by Devon Kennard),,
4,12:08,4,1,ARI 1,34,13,Matthew Stafford pass incomplete short right intended for Tyler Higbee,,
4,12:05,1,10,ARI 1,34,13,James Conner up the middle for no gain (tackle by Taylor Rapp and A'Shawn Robinson),,
4,11:21,2,10,ARI 1,34,13,James Conner up the middle for 3 yards (tackle by Sebastian Joseph-Day),,
4,10:35,,,,,,Timeout #2 by Arizona Cardinals,,
4,10:35,3,7,ARI 4,34,13,Chase Edmonds up the middle for 54 yards (tackle by Robert Rochell and Jordan Fuller),,
4,9:45,1,10,LAR 42,34,13,James Conner up the middle for 7 yards (tackle by Troy Reeder),,
4,9:00,2,3,LAR 35,34,13,James Conner up the middle for 4 yards (tackle by A'Shawn Robinson),,
4,8:14,1,10,LAR 31,34,13,Chase Edmonds left end for 14 yards (tackle by Taylor Rapp),,
4,7:26,1,10,LAR 17,34,13,Chase Edmonds up the middle for no gain (tackle by Taylor Rapp and Aaron Donald),,
4,6:41,2,10,LAR 17,34,13,Chase Edmonds up the middle for 11 yards (tackle by Jalen Ramsey and Taylor Rapp),,
4,5:55,1,6,LAR 6,34,13,Chase Edmonds up the middle for 3 yards (tackle by Greg Gaines),,
4,5:10,2,3,LAR 3,34,13,Kyler Murray left end for -3 yards (tackle by Kenny Young),,
4,4:27,3,6,LAR 6,34,13,Chase Edmonds up the middle for 1 yard (tackle by Jonah Williams and Aaron Donald),,
4,3:42,4,5,LAR 5,37,13,Matt Prater 23 yard field goal good,,
4,3:38,,,ARI 35,37,13,"Matt Prater kicks off 65 yards, touchback.",,
4,3:38,1,10,LAR 25,37,13,Matthew Stafford pass complete short right to Robert Woods for 7 yards (tackle by Jordan Hicks),,
4,3:20,2,3,LAR 32,37,13,Matthew Stafford pass complete short middle to Darrell Henderson for 13 yards (tackle by Jordan Hicks and Budda Baker),,
4,2:50,1,10,LAR 45,37,13,Darrell Henderson up the middle for 6 yards (tackle by Zach Allen),,
4,2:27,2,4,ARI 49,37,13,Matthew Stafford pass complete short right to Robert Woods for 9 yards (tackle by Jalen Thompson),,
4,2:22,1,10,ARI 40,37,13,Matthew Stafford pass complete short left to Van Jefferson for 12 yards (tackle by Jalen Thompson),,
4,2:15,1,10,ARI 28,37,13,Matthew Stafford pass complete short left to Darrell Henderson for 5 yards (tackle by Jordan Hicks),,
4,2:00,2,5,ARI 23,37,13,Darrell Henderson right guard for no gain (tackle by Jordan Hicks),,
4,1:40,3,5,ARI 23,37,13,Matthew Stafford pass complete short right to Johnny Mundt for 9 yards (tackle by Zeke Turner),,
4,1:17,1,10,ARI 14,37,19,"Matthew Stafford pass complete short right to Robert Woods for 14 yards, touchdown",,
4,1:14,,,ARI 15,37,20,Matt Gay kicks extra point good,,
4,1:14,,,LAR 35,37,20,"Matt Gay kicks off 60 yards, returned by Rondale Moore for 9 yards (tackle by Buddy Howell)",,
4,1:10,1,10,ARI 14,37,20,Colt McCoy kneels for -1 yards,,
4,0:29,2,11,ARI 13,37,20,Colt McCoy kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
