Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
A.J. Green,ARI,6,5,67,1,3,46,9.2,21,4.2,8.7,0,,0,0.0,0,152.8
Maxx Williams,ARI,5,5,66,1,3,19,3.8,47,9.4,3.8,0,,0,0.0,0,158.3
Chase Edmonds,ARI,5,4,19,0,1,8,2.0,11,2.8,5.6,0,,1,20.0,0,82.5
DeAndre Hopkins,ARI,7,4,67,0,3,50,12.5,17,4.3,13.1,0,,0,0.0,0,89.6
Rondale Moore,ARI,3,3,28,0,1,-3,-1.0,31,10.3,-1.0,0,,0,0.0,0,105.6
James Conner,ARI,2,2,16,0,0,4,2.0,12,6.0,2.0,0,,0,0.0,0,100.0
Christian Kirk,ARI,1,1,5,0,,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Van Jefferson,LAR,6,6,90,1,5,69,11.5,21,3.5,11.5,0,,0,0.0,0,158.3
Darrell Henderson,LAR,6,5,27,0,1,-10,-2.0,37,7.4,-1.3,0,,0,0.0,0,85.4
Cooper Kupp,LAR,13,5,64,0,2,47,9.4,17,3.4,8.8,0,,1,7.7,0,54.6
Tyler Higbee,LAR,6,4,36,0,1,22,5.5,14,3.5,7.7,0,,0,0.0,0,82.6
Robert Woods,LAR,6,4,48,1,3,38,9.5,10,2.5,10.3,0,,0,0.0,0,130.6
DeSean Jackson,LAR,3,1,6,0,,0,0.0,6,6.0,21.3,0,,0,0.0,1,2.8
Johnny Mundt,LAR,1,1,9,0,1,7,7.0,2,2.0,7.0,0,,0,0.0,0,104.2
