Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
1,3:08,4,1,MIA 33,0,7,"Brandon Fields punts 57 yards, returned by Jeremy Kerley for 18 yards (tackle by Nolan Carroll). Penalty on NYJ: Illegal Block Above the Waist, 10 yards",-1.180,-0.040
1,2:57,1,10,NYJ 18,0,7,Bilal Powell up the middle for 4 yards (tackle by Kevin Burnett),0.040,0.140
1,2:15,2,6,NYJ 22,0,7,Mark Sanchez pass complete short middle to Bilal Powell for 10 yards (tackle by Karlos Dansby),0.140,1.070
1,1:29,1,10,NYJ 32,0,7,"Mark Sanchez pass incomplete deep left intended for Santonio Holmes. Penalty on Richard Marshall: Illegal Contact, 5 yards (no play)",1.070,1.400
1,1:22,1,10,NYJ 37,0,7,Bilal Powell up the middle for 4 yards (tackle by Jared Odrick),1.400,1.400
1,0:52,2,6,NYJ 41,0,7,Mark Sanchez pass complete short right to Konrad Reuland for 10 yards (tackle by Sean Smith),1.400,2.320
1,0:08,1,10,MIA 49,0,7,Bilal Powell right guard for no gain (tackle by Koa Misi),2.320,1.780
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,MIA 49,0,7,Mark Sanchez pass incomplete short left intended for Stephen Hill,1.780,1.090
2,14:55,3,10,MIA 49,0,7,Mark Sanchez sacked by Jared Odrick and Olivier Vernon for -6 yards,1.090,-0.390
2,14:27,4,16,NYJ 45,0,7,"Robert Malone punts 43 yards, returned by Davone Bess for 10 yards (tackle by Nick Bellore)",-0.390,-0.410
2,14:14,1,10,MIA 22,0,7,Daniel Thomas left guard for 3 yards (tackle by Muhammad Wilkerson),0.410,0.270
2,13:42,2,7,MIA 25,0,7,Daniel Thomas left end for 4 yards (tackle by David Harris),0.270,0.000
2,13:13,,,,0,7,Timeout #2 by Miami Dolphins,0.000,0.100
2,13:13,3,3,MIA 29,0,7,"Ryan Tannehill pass incomplete short left intended for Reggie Bush. Penalty on Bart Scott: Illegal Contact, 5 yards (no play)",0.100,1.200
2,13:09,1,10,MIA 34,0,7,Reggie Bush left tackle for 4 yards (tackle by David Harris),1.200,1.200
2,12:43,2,6,MIA 38,0,7,Ryan Tannehill pass complete short left to Reggie Bush for 1 yard (tackle by Darrelle Revis),1.200,0.630
2,12:09,3,5,MIA 39,0,7,Ryan Tannehill pass complete short right to Davone Bess for 23 yards (tackle by David Harris),0.630,3.050
2,11:21,1,10,NYJ 38,0,7,Ryan Tannehill pass complete short right to Anthony Fasano for 17 yards (tackle by Antonio Cromartie),3.050,4.170
2,11:01,1,10,NYJ 21,0,7,Daniel Thomas right tackle for 4 yards (tackle by Yeremiah Bell),4.170,4.200
2,10:38,2,6,NYJ 17,0,7,Ryan Tannehill pass incomplete short right intended for Brian Hartline,4.200,3.460
2,10:34,3,6,NYJ 17,0,7,Daniel Thomas up the middle for 6 yards (tackle by LaRon Landry),3.460,4.840
2,9:57,1,10,NYJ 11,0,7,Daniel Thomas left end for 7 yards (tackle by Sione Pouha),4.840,5.470
2,9:17,2,3,NYJ 4,0,7,Daniel Thomas left tackle for 1 yard (tackle by Calvin Pace),5.470,4.890
2,8:40,3,2,NYJ 3,0,7,Ryan Tannehill pass incomplete short right intended for Brian Hartline,4.890,3.050
2,8:31,4,2,NYJ 3,0,10,Dan Carpenter 21 yard field goal good,3.050,3.000
2,8:26,,,MIA 35,0,10,"Dan Carpenter kicks off 62 yards, returned by Joe McKnight for 15 yards (tackle by Legedu Naanee)",0.000,0.040
2,8:20,1,10,NYJ 18,0,10,Mark Sanchez pass incomplete short right intended for Stephen Hill,0.040,-0.490
2,8:14,2,10,NYJ 18,0,10,"Penalty on Austin Howard: False Start, 5 yards (no play)",-0.490,-1.140
2,8:14,2,15,NYJ 13,0,10,Mark Sanchez pass incomplete deep right intended for Santonio Holmes (defended by Karlos Dansby),-1.140,-1.970
2,8:10,3,15,NYJ 13,0,10,Mark Sanchez pass complete short right to Santonio Holmes for 12 yards (tackle by Chris Clemons),-1.970,-1.700
2,7:18,4,3,NYJ 25,0,10,Tim Tebow left guard for 5 yards (tackle by Olivier Vernon),-1.700,0.940
2,6:53,1,10,NYJ 30,0,10,Mark Sanchez pass incomplete short right intended for Jeff Cumberland,0.940,0.390
2,6:46,2,10,NYJ 30,0,10,Mark Sanchez pass incomplete short middle intended for Santonio Holmes,0.390,-0.300
2,6:42,3,10,NYJ 30,0,10,Mark Sanchez pass complete short right to Santonio Holmes for 15 yards (tackle by Nolan Carroll),-0.300,1.930
2,6:05,1,10,NYJ 45,0,10,Mark Sanchez pass complete short right to Shonn Greene for 6 yards (tackle by Koa Misi),1.930,2.190
2,5:27,2,4,MIA 49,0,10,Bilal Powell right end for 6 yards (tackle by Cameron Wake),2.190,2.720
2,4:39,1,10,MIA 43,0,10,Mark Sanchez pass incomplete short right intended for Jeff Cumberland (defended by Kevin Burnett),2.720,2.180
2,4:32,2,10,MIA 43,0,10,Bilal Powell right guard for 3 yards (tackle by Paul Soliai),2.180,1.880
2,3:55,3,7,MIA 40,0,10,Mark Sanchez pass complete short right to Jeff Cumberland for 19 yards (tackle by Reshad Jones),1.880,4.170
2,3:15,1,10,MIA 21,0,10,Shonn Greene up the middle for 5 yards (tackle by Koa Misi),4.170,4.370
2,2:30,2,5,MIA 16,0,10,Shonn Greene left guard for 1 yard (tackle by Cameron Wake),4.370,3.810
2,2:00,3,4,MIA 15,0,10,Mark Sanchez pass incomplete short left intended for Stephen Hill,3.810,2.520
2,1:55,4,4,MIA 15,3,10,Nick Folk 33 yard field goal good,2.520,3.000
2,1:50,,,NYJ 35,3,10,"Nick Folk kicks off 70 yards, returned by Marcus Thigpen for 18 yards (tackle by Josh Mauga). Penalty on MIA: Illegal Block Above the Waist, 6 yards",0.000,-0.380
2,1:44,1,10,MIA 7,3,10,Reggie Bush up the middle for 3 yards (tackle by David Harris),-0.380,-0.560
2,1:01,2,7,MIA 10,3,10,Ryan Tannehill pass incomplete deep right intended for Brian Hartline,-0.560,-1.070
2,0:52,3,7,MIA 10,3,10,"Reggie Bush up the middle for no gain (tackle by Quinton Coples). Penalty on Jonathan Martin: Unsportsmanlike Conduct, 5 yards",-1.070,0.000
2,0:47,,,,3,10,Timeout #1 by New York Jets,0.000,-2.490
2,0:47,4,12,MIA 5,3,10,"Brandon Fields punts 55 yards, returned by Jeremy Kerley for 11 yards (tackle by John Denney). Penalty on Eric Smith: Roughing the Kicker, 15 yards (no play)",-2.490,0.280
2,0:36,1,10,MIA 20,3,10,Reggie Bush up the middle for 4 yards (tackle by Bart Scott),0.280,0.000
2,0:23,,,,3,10,Timeout #3 by Miami Dolphins,0.000,0.270
2,0:23,2,6,MIA 24,3,10,Daniel Thomas right tackle for 4 yards (tackle by Muhammad Wilkerson),0.270,0.100
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,3,10,"Nick Folk kicks off 69 yards, returned by Marcus Thigpen for 28 yards (tackle by Nick Bellore). Penalty on Troy Nolan: Illegal Block Above the Waist, 6 yards",0.000,-0.380
3,14:54,1,10,MIA 6,3,10,Daniel Thomas right guard for no gain (tackle by Muhammad Wilkerson),-0.380,-0.780
3,14:27,2,10,MIA 6,9,10,"Ryan Tannehill pass incomplete short right intended for Anthony Fasano is intercepted by LaRon Landry at MIA-18 and returned for 18 yards, touchdown",-0.780,-7.000
3,,,,MIA 2,10,10,Nick Folk kicks extra point good,0.000,0.000
3,14:16,,,NYJ 35,10,10,"Nick Folk kicks off 70 yards, touchback",0.000,0.280
3,14:16,1,10,MIA 20,10,10,"Daniel Thomas right end for 4 yards (tackle by Kenrick Ellis). Daniel Thomas fumbles (forced by Kenrick Ellis), recovered by Darrelle Revis at MIA-26 (tackle by Richie Incognito)",0.280,-3.840
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,14:08,1,10,MIA 26,10,10,Mark Sanchez pass complete short right to Santonio Holmes for 13 yards (tackle by Richard Marshall),3.840,4.710
3,13:27,1,10,MIA 13,10,10,Shonn Greene right tackle for no gain (tackle by Kevin Burnett and Randy Starks),4.710,4.050
3,12:44,2,10,MIA 13,10,10,Mark Sanchez pass complete short right to Santonio Holmes for 10 yards (tackle by Richard Marshall),4.050,6.510
3,12:08,1,3,MIA 3,10,10,Shonn Greene right tackle for 1 yard (tackle by Karlos Dansby),6.510,5.720
3,11:31,2,2,MIA 2,10,10,Tim Tebow left end for -5 yards (tackle by Randy Starks),5.720,3.810
3,10:53,3,7,MIA 7,10,10,Mark Sanchez pass incomplete short right intended for Stephen Hill is intercepted by Chris Clemons at MIA--5,3.810,-0.280
3,10:37,1,10,MIA 20,10,10,Lamar Miller right tackle for 5 yards (tackle by Sione Pouha),0.280,0.410
3,10:07,2,5,MIA 25,10,10,Lamar Miller up the middle for 7 yards (tackle by David Harris),0.410,1.070
3,9:40,1,10,MIA 32,10,10,Daniel Thomas right guard for 5 yards (tackle by Mike DeVito and Calvin Pace),1.070,1.200
3,9:03,2,5,MIA 37,10,10,Lamar Miller right tackle for 3 yards (tackle by Muhammad Wilkerson and Darrelle Revis),1.200,0.890
3,8:17,3,2,MIA 40,10,10,Lamar Miller right end for 1 yard (tackle by Bart Scott),0.890,-0.650
3,7:34,4,1,MIA 41,10,10,"Brandon Fields punts 59 yards, touchback",-0.650,-0.280
3,7:24,1,10,NYJ 20,10,10,Mark Sanchez pass complete short left to Santonio Holmes for 8 yards (tackle by Richard Marshall),0.280,0.810
3,6:56,2,2,NYJ 28,10,10,Shonn Greene left guard for -1 yards (tackle by Chris Clemons),0.810,-0.030
3,6:44,3,3,NYJ 27,10,10,Mark Sanchez pass incomplete short left intended for Tim Tebow (defended by Reshad Jones),-0.030,-1.570
3,6:18,4,3,NYJ 27,10,10,"Robert Malone punts 61 yards, returned by Marcus Thigpen for 8 yards (tackle by Isaiah Trufant)",-1.570,-0.280
3,6:06,1,10,MIA 20,10,10,Ryan Tannehill pass incomplete short right intended for Brian Hartline (defended by Antonio Cromartie),0.280,-0.270
3,6:01,2,10,MIA 20,10,10,Lamar Miller left tackle for 22 yards (tackle by Yeremiah Bell),-0.270,1.730
3,5:47,1,10,MIA 42,10,10,Lamar Miller left end for no gain (tackle by Mike DeVito),1.730,1.190
3,4:58,2,10,MIA 42,10,10,Daniel Thomas left tackle for 1 yard (tackle by Muhammad Wilkerson and Yeremiah Bell),1.190,0.630
3,4:26,3,9,MIA 43,10,10,Ryan Tannehill pass complete short left to Daniel Thomas for 11 yards (tackle by David Harris),0.630,2.520
3,3:54,1,10,NYJ 46,10,10,Lamar Miller up the middle for 6 yards (tackle by Quinton Coples),2.520,2.790
3,3:23,2,4,NYJ 40,10,10,Ryan Tannehill right end for -3 yards (tackle by Bart Scott),2.790,1.680
3,3:07,3,7,NYJ 43,10,10,"Ryan Tannehill pass complete short middle to Davone Bess for 14 yards (tackle by Eric Smith). Penalty on Eric Smith: Unnecessary Roughness, 15 yards",1.680,4.650
3,2:29,1,10,NYJ 14,10,10,Ryan Tannehill pass complete short left to Anthony Fasano for 12 yards (tackle by Kyle Wilson),4.650,6.740
,,,,,,,"NYJ challenged the pass completion ruling, and the play was upheld.",,
3,2:10,1,2,NYJ 2,10,10,Ryan Tannehill right end for 1 yard (tackle by Yeremiah Bell),6.740,5.910
3,1:51,2,1,NYJ 1,10,16,"Jorvorskie Lane right tackle for 1 yard, touchdown",5.910,7.000
3,1:51,,,NYJ 2,10,17,Dan Carpenter kicks extra point good,0.000,0.000
3,1:45,,,MIA 35,10,17,"Dan Carpenter kicks off 63 yards, returned by Joe McKnight for 23 yards (tackle by Jonathan Freeny)",0.000,0.610
3,1:37,1,10,NYJ 25,10,17,Bilal Powell right guard for 4 yards (tackle by Randy Starks and Cameron Wake),0.610,0.600
3,1:01,2,6,NYJ 29,10,17,Mark Sanchez pass complete short right to Jeremy Kerley for 66 yards (tackle by Sean Smith),0.600,6.060
3,0:35,1,5,MIA 5,10,17,Shonn Greene left guard for 1 yard (tackle by Richard Marshall),6.060,5.340
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,MIA 4,10,17,"Mark Sanchez pass incomplete short left intended for Santonio Holmes. Penalty on Richard Marshall: Defensive Pass Interference, 3 yards (no play)",5.340,6.970
4,14:56,1,1,MIA 1,10,17,Shonn Greene up the middle for no gain (tackle by Kevin Burnett),6.970,5.910
4,14:22,2,1,MIA 1,10,17,Mark Sanchez pass incomplete short right intended for Jeff Cumberland,5.910,5.170
4,14:17,3,1,MIA 1,10,17,"Penalty on Matt Slauson: False Start, 5 yards (no play)",5.170,4.040
4,14:17,3,6,MIA 6,10,17,Mark Sanchez left guard for 4 yards (tackle by Cameron Wake),4.040,3.250
4,13:35,4,2,MIA 2,13,17,Nick Folk 20 yard field goal good,3.250,3.000
4,13:29,,,NYJ 35,13,17,"Nick Folk kicks off 71 yards, returned by Marcus Thigpen for 27 yards (tackle by Josh Bush)",0.000,0.340
4,13:24,1,10,MIA 21,13,17,Lamar Miller left guard for 4 yards (tackle by David Harris and Garrett McIntyre),0.340,0.340
4,12:52,2,6,MIA 25,13,17,Lamar Miller right tackle for no gain (tackle by Mike DeVito),0.340,-0.360
4,12:12,3,6,MIA 25,13,17,Ryan Tannehill pass complete deep left to Davone Bess for 20 yards,-0.360,1.930
4,12:02,1,10,MIA 45,13,17,"Ryan Tannehill pass incomplete deep right intended for Brian Hartline. Penalty on Antonio Cromartie: Defensive Pass Interference, 24 yards, Penalty on Marcus Dixon: Defensive Offside (Declined) (no play)",1.930,3.510
4,11:52,1,10,NYJ 31,13,17,"Penalty on John Jerry: False Start, 5 yards (no play)",3.510,3.180
4,11:51,1,15,NYJ 36,13,17,"Ryan Tannehill pass incomplete deep right intended for Brian Hartline. Penalty on Brian Hartline: Offensive Pass Interference, 10 yards (no play)",3.180,2.520
4,11:44,1,25,NYJ 46,13,17,Ryan Tannehill pass incomplete short right intended for Anthony Armstrong (defended by Ellis Lankster),2.520,0.940
4,11:40,2,25,NYJ 46,13,17,Ryan Tannehill pass incomplete deep left intended for Anthony Armstrong,0.940,0.300
4,11:34,3,25,NYJ 46,13,17,Ryan Tannehill pass complete short middle to Davone Bess for 17 yards (tackle by Ellis Lankster),0.300,1.500
4,10:48,4,8,NYJ 29,13,17,Dan Carpenter 47 yard field goal no good,1.500,-1.470
4,10:41,1,10,NYJ 38,13,17,Mark Sanchez pass incomplete deep right intended for Stephen Hill,1.470,0.920
4,10:34,2,10,NYJ 38,13,17,Mark Sanchez pass incomplete short middle intended for Bilal Powell,0.920,0.230
4,10:30,3,10,NYJ 38,13,17,Mark Sanchez pass incomplete short right intended for Bilal Powell,0.230,-0.850
4,10:24,4,10,NYJ 38,13,17,"Robert Malone punts 48 yards, fair catch by Davone Bess",-0.850,0.280
4,10:19,1,10,MIA 14,13,17,Ryan Tannehill pass incomplete short right intended for Brian Hartline,-0.280,-0.750
4,10:14,2,10,MIA 14,13,17,Ryan Tannehill pass incomplete short left intended for Davone Bess (defended by Garrett McIntyre),-0.750,-1.400
4,10:08,3,10,MIA 14,13,17,Ryan Tannehill pass incomplete short middle intended for Anthony Armstrong,-1.400,-2.470
4,10:03,4,10,MIA 14,13,17,"Brandon Fields punts 62 yards, returned by Jeremy Kerley for 16 yards (tackle by Olivier Vernon)",-2.470,-1.600
4,9:50,1,10,NYJ 40,13,17,Mark Sanchez pass incomplete deep left intended for Santonio Holmes (defended by Richard Marshall),1.600,1.050
4,9:44,2,10,NYJ 40,13,17,Mark Sanchez pass complete deep left to Santonio Holmes for 18 yards,1.050,2.790
4,9:12,1,10,MIA 42,13,17,Bilal Powell right end for 5 yards (tackle by Koa Misi),2.790,2.920
4,8:40,2,5,MIA 37,13,17,Joe McKnight right end for -1 yards (tackle by Koa Misi),2.920,2.080
4,7:26,3,6,MIA 38,13,17,Mark Sanchez pass incomplete short right intended for Bilal Powell,2.080,0.720
4,7:21,4,6,MIA 38,13,17,Robert Malone punts 33 yards,0.720,0.380
4,7:13,1,10,MIA 5,13,17,Ryan Tannehill pass complete short right to Jorvorskie Lane for 1 yard (tackle by Antonio Cromartie),-0.380,-0.710
4,6:36,2,9,MIA 6,13,17,Ryan Tannehill pass incomplete short right intended for Anthony Fasano,-0.710,-1.300
4,6:26,3,9,MIA 6,13,17,"Penalty on Ryan Tannehill: Delay of Game, 3 yards (no play)",-1.300,-1.650
4,6:26,3,12,MIA 3,13,17,Daniel Thomas left tackle for 4 yards (tackle by Yeremiah Bell),-1.650,-2.490
4,5:48,4,8,MIA 7,13,17,"Brandon Fields punts 57 yards, returned by Jeremy Kerley for 11 yards (tackle by Olivier Vernon)",-2.490,-2.060
4,5:34,1,10,NYJ 47,13,17,Mark Sanchez pass complete short right to Santonio Holmes for 18 yards (tackle by Chris Clemons),2.060,3.250
4,4:57,1,10,MIA 35,13,17,Mark Sanchez pass incomplete short right intended for Santonio Holmes,3.250,2.700
4,4:48,2,10,MIA 35,13,17,"Mark Sanchez pass complete short left to Bilal Powell for 14 yards (tackle by Reshad Jones). Penalty on Santonio Holmes: Offensive Holding, 10 yards",2.700,3.240
4,4:39,2,6,MIA 31,13,17,Mark Sanchez pass incomplete deep right intended for Chaz Schilens,3.240,2.540
4,4:32,3,6,MIA 31,13,17,Mark Sanchez pass complete short left to Santonio Holmes for 15 yards (tackle by Chris Clemons),2.540,4.510
4,4:00,1,10,MIA 16,13,17,Shonn Greene left end for 9 yards (tackle by Reshad Jones),4.510,5.540
4,3:44,2,1,MIA 7,13,17,Shonn Greene up the middle for no gain (tackle by Chris Clemons),5.540,0.000
4,3:05,,,,13,17,Timeout #2 by New York Jets,0.000,4.850
4,3:05,3,1,MIA 7,19,17,"Mark Sanchez pass complete short middle to Jeremy Kerley for 7 yards, touchdown",4.850,7.000
4,3:05,,,MIA 2,20,17,Nick Folk kicks extra point good,0.000,0.000
4,3:01,,,NYJ 35,20,17,"Nick Folk kicks off 67 yards, returned by Marcus Thigpen for 31 yards (tackle by Joe McKnight)",0.000,0.870
4,2:52,1,10,MIA 29,20,17,Daniel Thomas right tackle for 3 yards (tackle by Muhammad Wilkerson),0.870,0.730
4,2:28,2,7,MIA 32,20,17,Ryan Tannehill pass complete short right to Anthony Armstrong for no gain,0.730,0.040
4,2:00,3,7,MIA 32,20,17,Ryan Tannehill pass complete short middle to Davone Bess for 12 yards (tackle by Kyle Wilson),0.040,1.860
4,1:36,1,10,MIA 44,20,17,Ryan Tannehill pass incomplete short left intended for Anthony Armstrong,1.860,1.320
4,1:27,2,10,MIA 44,20,17,Daniel Thomas up the middle for 9 yards (tackle by Calvin Pace and Muhammad Wilkerson),1.320,1.820
4,1:14,3,1,NYJ 47,20,17,Ryan Tannehill right guard for 5 yards (tackle by Calvin Pace),1.820,2.790
4,0:53,1,10,NYJ 42,20,17,Ryan Tannehill pass incomplete short middle intended for Anthony Fasano (defended by Eric Smith),2.790,2.240
4,0:46,2,10,NYJ 42,20,17,Ryan Tannehill pass incomplete short right intended for Anthony Fasano,2.240,1.550
4,0:41,3,10,NYJ 42,20,17,"Ryan Tannehill pass incomplete deep middle intended for Davone Bess. Penalty on Kyle Wilson: Defensive Pass Interference, 19 yards (no play)",1.550,4.040
4,0:36,1,10,NYJ 23,20,17,Ryan Tannehill pass incomplete short right intended for Anthony Fasano,4.040,3.500
4,0:32,2,10,NYJ 23,20,17,Ryan Tannehill pass incomplete deep right intended for Brian Hartline,3.500,2.810
4,0:27,3,10,NYJ 23,20,17,Ryan Tannehill pass incomplete deep right intended for Brian Hartline,2.810,1.930
4,0:21,4,10,NYJ 23,20,20,Dan Carpenter 41 yard field goal good,1.930,3.000
4,0:16,,,MIA 35,20,20,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
4,0:16,1,10,NYJ 20,20,20,Shonn Greene up the middle for 2 yards (tackle by Karlos Dansby),0.280,0.000
4,0:10,,,,20,20,Timeout #1 by Miami Dolphins,0.000,0.000
4,0:10,2,8,NYJ 22,20,20,Shonn Greene right guard for 3 yards (tackle by Cameron Wake),0.000,0.000
4,0:06,,,,20,20,Timeout #2 by Miami Dolphins,0.000,-0.300
4,0:06,3,5,NYJ 25,20,20,Shonn Greene right end for 1 yard (tackle by Kevin Burnett and Karlos Dansby),-0.300,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
,,,,,,,"Jets won the coin toss, Jets to receive the overtime kickoff.",,
OT,15:00,,,MIA 35,20,20,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,NYJ 20,20,20,Bilal Powell left tackle for 4 yards (tackle by Paul Soliai),0.280,0.270
OT,14:25,2,6,NYJ 24,20,20,Bilal Powell left tackle for 11 yards (tackle by Reshad Jones),0.270,1.270
OT,13:42,1,10,NYJ 35,20,20,Bilal Powell right tackle for 4 yards (tackle by Koa Misi),1.270,1.260
OT,13:09,2,6,NYJ 39,20,20,Mark Sanchez pass incomplete short middle intended for Jeff Cumberland (defended by Richard Marshall),1.260,0.560
OT,13:00,3,6,NYJ 39,20,20,Mark Sanchez pass complete short left to Chaz Schilens for 8 yards (tackle by Kevin Burnett),0.560,2.060
OT,12:24,1,10,NYJ 47,20,20,Mark Sanchez pass incomplete deep right intended for Santonio Holmes,2.060,0.000
OT,12:13,,,,20,20,Timeout #1 by Miami Dolphins,0.000,1.520
OT,12:13,2,10,NYJ 47,20,20,"Mark Sanchez pass incomplete. Mark Sanchez fumbles, recovered by Mark Sanchez at NYJ-42",1.520,0.830
OT,11:33,3,10,NYJ 47,20,20,Mark Sanchez pass complete short left to Chaz Schilens for 8 yards (tackle by Olivier Vernon),0.830,0.270
OT,11:28,4,2,MIA 45,20,20,"Robert Malone punts 35 yards, fair catch by Davone Bess",0.270,0.380
OT,11:22,1,10,MIA 10,20,20,Daniel Thomas up the middle for 5 yards (tackle by David Harris),-0.380,-0.350
OT,10:47,2,5,MIA 15,20,20,Daniel Thomas up the middle for 3 yards (tackle by Bart Scott),-0.350,0.000
OT,10:07,,,,20,20,Timeout #1 by New York Jets,0.000,-0.480
OT,10:07,3,2,MIA 18,20,20,Ryan Tannehill pass complete short right to Anthony Fasano for 6 yards (tackle by Yeremiah Bell),-0.480,0.540
OT,9:39,1,10,MIA 24,20,20,Ryan Tannehill pass complete deep right to Brian Hartline for 41 yards,0.540,3.250
OT,9:25,1,10,NYJ 35,20,20,Daniel Thomas right tackle for 3 yards (tackle by Garrett McIntyre),3.250,3.110
OT,8:49,2,7,NYJ 32,20,20,Ryan Tannehill pass incomplete deep left intended for Brian Hartline,3.110,2.410
OT,8:39,3,7,NYJ 32,20,20,Daniel Thomas right end for 2 yards (tackle by Muhammad Wilkerson),2.410,0.000
OT,8:00,,,,20,20,Timeout #2 by New York Jets,0.000,1.450
