Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cordarrelle Patterson,ATL,17,141,1,5,104,6.1,37,2.2,0,
Marcus Mariota,ATL,7,4,1,1,4,0.6,0,0.0,0,
Tyler Allgeier,ATL,6,25,0,1,18,3.0,7,1.2,0,
Avery Williams,ATL,1,9,0,1,2,2.0,7,7.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rashaad Penny,SEA,14,66,0,5,44,3.1,22,1.6,0,
DeeJay Dallas,SEA,3,21,0,1,18,6.0,3,1.0,0,
Kenneth Walker III,SEA,3,19,0,1,4,1.3,15,5.0,0,
Geno Smith,SEA,2,-1,0,1,-3,-1.5,2,1.0,0,
Travis Homer,SEA,1,7,0,,1,1.0,6,6.0,0,
