Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
1,3:51,1,10,PIT 47,3,0,Jaylen Warren up the middle for 6 yards (tackle by Ja'Whaun Bentley),2.060,2.330
1,3:14,2,4,NWE 47,3,0,Mitchell Trubisky pass complete short right to Pat Freiermuth for 3 yards (tackle by Adrian Phillips and Mack Wilson),2.330,2.020
1,2:25,,,,,,Timeout #1 by Pittsburgh Steelers,,
1,2:25,3,1,NWE 44,3,0,Derek Watt up the middle for 2 yards (tackle by Anfernee Jennings),2.020,2.790
1,1:48,1,10,NWE 42,3,0,Mitchell Trubisky pass deep middle (defended by Mack Wilson) intended for Diontae Johnson is intercepted by Jalen Mills at NE-26 and returned for 13 yards (tackle by George Pickens),2.790,-1.530
1,1:38,1,10,NWE 39,3,0,Mac Jones pass incomplete short middle intended for Rhamondre Stevenson (defended by Cameron Heyward),1.530,0.990
1,1:32,2,10,NWE 39,3,0,Rhamondre Stevenson left guard for 5 yards (tackle by Larry Ogunjobi and Minkah Fitzpatrick),0.990,0.960
1,0:53,3,5,NWE 44,3,0,Mac Jones pass deep middle intended for DeVante Parker is intercepted by Minkah Fitzpatrick at PIT-21 and returned for 13 yards (tackle by Hunter Henry),0.960,-1.200
1,0:42,1,10,PIT 34,3,0,Najee Harris right end for 5 yards (tackle by Jack Jones),1.200,1.330
1,0:07,2,5,PIT 39,3,0,Najee Harris up the middle for 4 yards (tackle by Devin McCourty and Ja'Whaun Bentley),1.330,1.160
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,PIT 43,3,0,Najee Harris right guard for 5 yards (tackle by Ja'Whaun Bentley and Jabrill Peppers),1.160,2.130
2,14:25,1,10,PIT 48,3,0,Najee Harris right tackle for no gain (tackle by Lawrence Guy),2.130,1.580
2,13:44,2,10,PIT 48,3,0,"Mitchell Trubisky pass incomplete short right intended for Diontae Johnson. Penalty on James Daniels: Ineligible Downfield Pass, 5 yards (declined)",1.580,0.890
2,13:40,3,10,PIT 48,3,0,Mitchell Trubisky pass complete short left to Diontae Johnson for 12 yards (tackle by Jonathan Jones),0.890,2.920
2,13:06,1,10,NWE 40,3,0,Mitchell Trubisky sacked by Christian Barmore for -7 yards,2.920,1.430
2,12:23,2,17,NWE 47,3,0,Mitchell Trubisky pass incomplete short middle intended for Pat Freiermuth (defended by Adrian Phillips),1.430,0.760
2,12:19,3,17,NWE 47,3,0,Mitchell Trubisky pass complete deep left to Diontae Johnson for 17 yards (tackle by Jalen Mills),0.760,3.580
2,12:13,1,10,NWE 30,3,0,Najee Harris left tackle for 6 yards (tackle by Christian Barmore and Myles Bryant),3.580,3.840
2,11:30,2,4,NWE 24,3,0,Najee Harris left tackle for 3 yards (tackle by Mack Wilson),3.840,3.530
2,11:08,3,1,NWE 21,3,0,Najee Harris right end for 2 yards (tackle by Jonathan Jones),3.530,4.310
2,10:23,1,10,NWE 19,3,0,"Penalty on PIT: Delay of Game, 5 yards (accepted) (no play)",4.310,3.970
2,10:02,1,15,NWE 24,3,0,Mitchell Trubisky pass incomplete short middle intended for Chase Claypool (defended by Myles Bryant),3.970,3.090
2,9:57,2,15,NWE 24,3,0,Mitchell Trubisky pass complete short right to Chase Claypool for 11 yards (tackle by Mack Wilson and Jalen Mills),3.090,3.960
2,9:18,3,4,NWE 13,3,0,Mitchell Trubisky sacked by Jahlani Tavai for -5 yards,3.960,2.250
2,8:39,4,9,NWE 18,3,3,Chris Boswell 36 yard field goal good,2.250,3.000
2,8:35,,,PIT 35,3,3,"Chris Boswell kicks off 68 yards, returned by Kyle Dugger for 37 yards (tackle by James Pierre)",0.000,1.200
2,8:29,1,10,NWE 34,3,3,Damien Harris up the middle for 4 yards (tackle by Chris Wormley and Montravius Adams),1.200,1.200
2,7:51,2,6,NWE 38,3,3,"Mac Jones pass incomplete short right. Penalty on Mac Jones: Intentional Grounding, 10 yards (accepted)",1.200,-0.820
2,7:46,3,16,NWE 28,3,3,"Mac Jones pass complete to Jakobi Meyers for no gain. Penalty on Isaiah Wynn: Offensive Holding, 10 yards (accepted) (no play)",-0.820,-2.430
2,7:15,3,26,NWE 18,3,3,Mac Jones pass complete deep middle to Jakobi Meyers for 24 yards (tackle by Terrell Edmunds),-2.430,-0.590
2,6:33,4,2,NWE 42,3,3,"Jake Bailey punts 58 yards, touchback.",-0.590,-0.280
2,6:25,1,10,PIT 20,3,3,Mitchell Trubisky pass complete short middle to Pat Freiermuth for 4 yards (tackle by Deatrich Wise),0.280,0.270
2,5:52,2,6,PIT 24,3,3,Najee Harris for 3 yards (tackle by Lawrence Guy),0.270,-0.030
2,5:12,3,3,PIT 27,3,3,Mitchell Trubisky pass complete short left to Chase Claypool for 5 yards (tackle by Myles Bryant),-0.030,1.070
2,4:52,1,10,PIT 32,3,3,Jaylen Warren left end for 2 yards (tackle by Kyle Dugger),1.070,0.800
2,4:19,2,8,PIT 34,3,3,"Penalty on Dan Moore: False Start, 5 yards (accepted) (no play)",0.800,0.120
2,4:00,2,13,PIT 29,3,3,Mitchell Trubisky pass complete short right to Chase Claypool for 6 yards (tackle by Myles Bryant),0.120,0.230
2,3:24,3,7,PIT 35,3,3,Mitchell Trubisky pass incomplete short middle intended for Pat Freiermuth,0.230,-1.040
2,3:19,4,7,PIT 35,3,3,"Pressley Harvin punts 55 yards, returned by Myles Bryant for 16 yards (tackle by Marcus Allen)",-1.040,-0.670
2,3:08,1,10,NWE 26,3,3,Mac Jones pass incomplete short right intended for Jonnu Smith (defended by DeMarvin Leal),0.670,0.130
2,3:05,2,10,NWE 26,3,3,Mac Jones pass complete short right to Nelson Agholor for 9 yards (tackle by Myles Jack),0.130,0.630
2,2:18,,,,,,Timeout #1 by New England Patriots,,
2,2:18,3,1,NWE 35,3,3,Mac Jones up the middle for 4 yards (tackle by Devin Bush),0.630,1.530
2,2:00,1,10,NWE 39,3,3,Mac Jones scrambles left end for 4 yards (tackle by Alex Highsmith),1.530,1.530
2,1:22,2,6,NWE 43,3,3,Mac Jones pass complete short right to Kendrick Bourne for 6 yards (tackle by Ahkello Witherspoon),1.530,2.190
2,0:56,1,10,NWE 49,3,3,Mac Jones pass incomplete short left intended for Jakobi Meyers,2.190,1.650
2,0:51,2,10,NWE 49,3,3,Mac Jones pass complete short middle to Jakobi Meyers for 7 yards (tackle by Robert Spillane),1.650,1.880
2,0:30,3,3,PIT 44,9,3,"Mac Jones pass complete deep right to Nelson Agholor for 44 yards, touchdown",1.880,7.000
2,0:22,,,PIT 15,10,3,Nick Folk kicks extra point good,0.000,0.000
2,0:22,,,NWE 35,10,3,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,0:22,1,10,PIT 25,10,3,Mitchell Trubisky pass complete deep right to George Pickens for 23 yards,0.610,2.130
2,0:17,1,10,PIT 48,10,3,Mitchell Trubisky pass incomplete deep right intended for Diontae Johnson,2.130,1.580
2,0:13,2,10,PIT 48,10,3,Mitchell Trubisky sacked by Matt Judon for -4 yards,1.580,0.370
2,0:03,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:03,,,,,,Timeout #2 by New England Patriots,,
2,0:03,3,14,PIT 44,10,3,Mitchell Trubisky pass incomplete deep right (defended by Devin McCourty) (defended by Jonathan Jones),0.370,-0.460
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,3,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,10,3,Damien Harris left guard for 5 yards (tackle by Devin Bush and Arthur Maulet),0.610,0.740
3,14:31,2,5,NWE 30,10,3,Mac Jones pass complete short middle to Kendrick Bourne for 10 yards (tackle by Arthur Maulet),0.740,1.600
3,13:48,1,10,NWE 40,10,3,Damien Harris right guard for 3 yards (tackle by Myles Jack and Terrell Edmunds),1.600,1.320
3,13:09,2,8,NWE 42,10,3,Mac Jones pass complete to Damien Harris for 11 yards (tackle by Cameron Sutton),1.320,2.520
3,12:25,1,10,PIT 46,10,3,Damien Harris right tackle for 3 yards (tackle by Devin Bush and Tyson Alualu),2.520,2.380
3,11:43,2,7,PIT 43,10,3,Mac Jones pass incomplete deep middle intended for Kendrick Bourne,2.380,1.680
3,11:39,3,7,PIT 43,10,3,Rhamondre Stevenson up the middle for 7 yards (tackle by Robert Spillane and Minkah Fitzpatrick),1.680,3.180
3,11:11,1,10,PIT 36,10,3,Rhamondre Stevenson up the middle for 3 yards (tackle by Myles Jack and Malik Reed),3.180,3.040
3,10:29,2,7,PIT 33,10,3,"Penalty on Isaiah Wynn: False Start, 5 yards (accepted) (no play)",3.040,2.370
3,10:04,,,,,,Timeout #1 by New England Patriots,,
3,10:04,2,12,PIT 38,10,3,Mac Jones pass complete short middle to Rhamondre Stevenson for 4 yards (tackle by Alex Highsmith),2.370,2.210
3,9:26,3,8,PIT 34,10,3,Mac Jones pass incomplete short left intended for Jakobi Meyers,2.210,1.060
3,9:21,4,8,PIT 34,10,3,Nick Folk 52 yard field goal no good,1.060,-1.730
3,9:17,1,10,PIT 42,10,3,Mitchell Trubisky pass complete short right to Najee Harris for 13 yards (tackle by Jalen Mills and Mack Wilson),1.730,2.590
3,8:31,1,10,NWE 45,10,3,Najee Harris left tackle for 1 yard (tackle by Deatrich Wise and Myles Bryant),2.590,2.180
3,7:50,2,9,NWE 44,10,3,Mitchell Trubisky pass complete short left to Diontae Johnson for 9 yards (tackle by Jalen Mills),2.180,3.250
3,7:10,1,10,NWE 35,10,3,Mitchell Trubisky pass incomplete short right intended for Chase Claypool,3.250,2.700
3,7:06,2,10,NWE 35,10,3,Mitchell Trubisky pass complete short left to Diontae Johnson for 2 yards (tackle by Jabrill Peppers),2.700,2.280
3,6:27,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,6:27,3,8,NWE 33,10,3,Mitchell Trubisky pass complete short left to Jaylen Warren for no gain (tackle by Jabrill Peppers),2.280,1.150
3,5:48,4,8,NWE 33,10,6,Chris Boswell 52 yard field goal good,1.150,3.000
3,5:44,,,PIT 35,10,6,"Chris Boswell kicks off 70 yards, returned by Pierre Strong for 22 yards (tackle by Miles Boykin)",0.000,-0.060
3,5:40,1,10,NWE 17,10,6,Mac Jones pass complete short middle to Nelson Agholor for 25 yards (tackle by Terrell Edmunds),-0.060,1.730
3,4:58,1,10,NWE 42,10,6,"Penalty on Michael Onwenu: False Start, 5 yards (accepted) (no play)",1.730,1.400
3,4:58,1,15,NWE 37,10,6,Mac Jones pass complete short middle to Jakobi Meyers for 6 yards (tackle by Cameron Sutton and Myles Jack),1.400,1.320
3,4:37,2,9,NWE 43,10,6,Mac Jones pass incomplete short left intended for Jakobi Meyers,1.320,0.630
3,4:12,3,9,NWE 43,10,6,Mac Jones pass incomplete deep left intended for Jakobi Meyers (defended by Cameron Sutton),0.630,-0.520
3,4:06,4,9,NWE 43,10,6,"Jake Bailey punts 37 yards, recovered by Brenden Schooler at PIT-20",-0.520,4.240
3,3:58,1,10,PIT 20,10,6,"Penalty on Connor Heyward: Unnecessary Roughness / Defense, 10 yards (accepted) (no play)",4.240,4.910
3,3:58,1,10,PIT 10,10,6,Damien Harris left guard for 3 yards (tackle by DeMarvin Leal),4.910,4.760
3,3:24,2,7,PIT 7,10,6,Mac Jones pass complete short left to Damien Harris for 5 yards (tackle by Myles Jack),4.760,4.950
3,2:51,3,2,PIT 2,16,6,"Damien Harris up the middle for 2 yards, touchdown",4.950,7.000
3,2:47,,,PIT 15,17,6,Nick Folk kicks extra point good,0.000,0.000
3,2:47,,,NWE 35,17,6,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,2:47,1,10,PIT 25,17,6,Mitchell Trubisky pass complete short middle to Najee Harris for 14 yards (tackle by Myles Bryant),0.610,1.530
3,2:21,1,10,PIT 39,17,6,Mitchell Trubisky pass incomplete short left intended for Diontae Johnson,1.530,0.990
3,2:18,2,10,PIT 39,17,6,Gunner Olszewski left end for 18 yards (tackle by Jack Jones and Devin McCourty),0.990,2.720
3,2:08,1,10,NWE 43,17,6,Najee Harris up the middle for 8 yards (tackle by Jahlani Tavai and Deatrich Wise),2.720,3.260
3,1:27,2,2,NWE 35,17,6,Mitchell Trubisky pass complete short left to Najee Harris for 8 yards (tackle by Devin McCourty),3.260,3.780
3,0:59,1,10,NWE 27,17,6,Mitchell Trubisky pass complete short left to Diontae Johnson for 13 yards,3.780,4.650
3,0:38,1,10,NWE 14,17,6,Najee Harris left tackle for 3 yards (tackle by Jahlani Tavai and Carl Davis),4.650,4.520
3,0:03,2,7,NWE 11,17,6,Jaylen Warren left guard for 3 yards (tackle by Anfernee Jennings),4.520,4.280
Quarter,Time,Down,ToGo,Location,NWE,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,NWE 8,17,12,"Mitchell Trubisky pass complete short middle to Pat Freiermuth for 8 yards, touchdown",4.280,7.000
4,14:58,,,NWE 2,17,14,Two Point Attempt: Mitchell Trubisky pass complete to to Diontae Johnson for no gain,1.000,1.000
4,14:58,,,PIT 35,17,14,"Chris Boswell kicks off 63 yards, returned by Pierre Strong for 26 yards (tackle by Connor Heyward and Jaylen Warren)",0.000,0.810
4,14:50,1,10,NWE 28,17,14,Mac Jones pass complete short middle to Jakobi Meyers for 11 yards (tackle by Myles Jack),0.810,1.530
4,14:13,1,10,NWE 39,17,14,Rhamondre Stevenson up the middle for 3 yards (tackle by Myles Jack and Tyson Alualu),1.530,1.390
4,13:31,2,7,NWE 42,17,14,"Mac Jones pass complete short middle to Kendrick Bourne for 9 yards (tackle by Ahkello Witherspoon). Penalty on Cole Strange: Offensive Holding, 10 yards (accepted) (no play)",1.390,0.040
4,13:01,2,17,NWE 32,17,14,Rhamondre Stevenson left guard for 8 yards (tackle by Cameron Heyward),0.040,0.430
4,12:22,3,9,NWE 40,17,14,Mac Jones pass complete short middle to Jakobi Meyers for 15 yards (tackle by Ahkello Witherspoon),0.430,2.590
4,11:36,1,10,PIT 45,17,14,Mac Jones pass complete short left to Nelson Agholor for 5 yards (tackle by DeMarvin Leal and Myles Jack),2.590,2.720
4,11:08,2,5,PIT 40,17,14,Mac Jones pass incomplete deep left intended for Jonnu Smith,2.720,2.010
4,11:03,3,5,PIT 40,17,14,Mac Jones pass incomplete deep left intended for DeVante Parker,2.010,0.590
4,10:58,4,5,PIT 40,17,14,Jake Bailey punts 29 yards downed by Anfernee Jennings,0.590,0.370
4,10:49,1,10,PIT 11,17,14,Najee Harris left tackle for 2 yards (tackle by Davon Godchaux and Matt Judon),-0.370,-0.630
4,10:13,2,8,PIT 13,17,14,Mitchell Trubisky pass incomplete deep left intended for George Pickens,-0.630,-1.190
4,10:08,3,8,PIT 13,17,14,Mitchell Trubisky pass complete short left to Najee Harris for 2 yards (tackle by Adrian Phillips and Jalen Mills),-1.190,-2.440
4,9:49,4,6,PIT 15,17,14,"Pressley Harvin punts 40 yards, returned by Myles Bryant for 5 yards (tackle by Robert Spillane)",-2.440,-2.260
4,9:40,1,10,NWE 50,17,14,Mac Jones pass complete short left to Jakobi Meyers for 6 yards (tackle by Levi Wallace),2.260,2.520
4,9:01,2,4,PIT 44,17,14,Damien Harris right end for 2 yards (tackle by Malik Reed and Myles Jack),2.520,2.080
4,8:15,3,2,PIT 42,17,14,Mac Jones pass incomplete short left intended for Jonnu Smith (defended by Terrell Edmunds),2.080,0.460
4,8:11,4,2,PIT 42,17,14,"Jake Bailey punts 42 yards, touchback.",0.460,-0.280
4,8:03,1,10,PIT 20,17,14,Najee Harris right end for 5 yards (tackle by Matt Judon and Myles Bryant),0.280,0.410
4,7:28,2,5,PIT 25,17,14,Mitchell Trubisky pass complete short right to Najee Harris for 3 yards (tackle by Jahlani Tavai and Matt Judon),0.410,0.100
4,6:47,3,2,PIT 28,17,14,Mitchell Trubisky pass incomplete short right intended for Najee Harris (defended by Matt Judon),0.100,-1.500
4,6:41,4,2,PIT 28,17,14,"Pressley Harvin punts 42 yards, returned by Myles Bryant for no gain (tackle by Miles Boykin)",-1.500,-0.940
4,6:33,1,10,NWE 30,17,14,Rhamondre Stevenson up the middle for 3 yards (tackle by Cameron Heyward and Malik Reed),0.940,0.800
4,5:59,2,7,NWE 33,17,14,"Rhamondre Stevenson right end for 4 yards (tackle by Minkah Fitzpatrick). Penalty on Jakobi Meyers: Offensive Holding, 10 yards (accepted)",0.800,-0.010
4,5:23,2,13,NWE 27,17,14,Mac Jones pass complete short middle to Lil'Jordan Humphrey for 11 yards (tackle by Robert Spillane and Myles Jack),-0.010,0.760
4,4:39,3,2,NWE 38,17,14,Mac Jones scrambles left guard for 5 yards (tackle by Myles Jack),0.760,1.800
4,3:52,1,10,NWE 43,17,14,Rhamondre Stevenson left guard for 6 yards (tackle by Chris Wormley),1.800,2.060
4,3:04,2,4,NWE 49,17,14,Rhamondre Stevenson right guard for 8 yards (tackle by Robert Spillane),2.060,2.720
4,2:23,1,10,PIT 43,17,14,Damien Harris left guard for 16 yards (tackle by Jamir Jones),2.720,3.780
4,2:00,1,10,PIT 27,17,14,Damien Harris right guard for -2 yards (tackle by Myles Jack and Alex Highsmith),3.780,2.960
4,1:56,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,1:56,2,12,PIT 29,17,14,Damien Harris left tackle for 9 yards (tackle by Malik Reed),2.960,3.470
4,1:51,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,1:51,3,3,PIT 20,17,14,Damien Harris left tackle for 5 yards (tackle by Cameron Heyward),3.470,4.580
4,1:40,,,,,,Timeout #2 by New England Patriots,,
4,1:40,1,10,PIT 15,17,14,Mac Jones kneels for -4 yards,4.580,3.450
4,0:57,2,14,PIT 19,17,14,Mac Jones kneels for -2 yards,3.450,2.540
4,0:27,3,16,PIT 21,17,14,Mac Jones kneels for -3 yards,2.540,1.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
