Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss, Jets to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 72 yards, returned by Justin Miller for 11 yards (tackle by Chaun Thompson)",0.000,-0.380
1,14:57,1,10,NYJ 9,0,0,Jerricho Cotchery for 8 yards (tackle by Kamerion Wimbley),-0.380,-0.020
1,14:36,2,2,NYJ 17,0,0,Chad Pennington pass complete short left to Laveranues Coles for 8 yards (tackle by Leigh Bodden),-0.020,0.610
1,14:08,1,10,NYJ 25,0,0,Chad Pennington pass incomplete short left intended for Leon Washington,0.610,0.060
1,14:02,2,10,NYJ 25,0,0,Chad Pennington pass complete short right to Jerricho Cotchery for 12 yards (tackle by Andra Davis),0.060,1.400
1,13:38,1,10,NYJ 37,0,0,Leon Washington right guard for 3 yards (tackle by Sean Jones),1.400,1.260
1,12:56,2,7,NYJ 40,0,0,Chad Pennington pass complete short middle to Kevan Barlow for 8 yards (tackle by Daven Holly and Kamerion Wimbley),1.260,2.130
1,12:15,1,10,NYJ 48,0,0,Kevan Barlow left guard for 2 yards (tackle by Ethan Kelley and Sean Jones),2.130,1.850
1,11:33,2,8,CLE 50,0,0,Leon Washington left guard for 3 yards (tackle by Ethan Kelley and D'Qwell Jackson),1.850,1.550
1,10:48,3,5,CLE 47,0,0,Chad Pennington left tackle for 6 yards (tackle by Leigh Bodden),1.550,2.850
1,10:04,1,10,CLE 41,0,0,Chad Pennington pass incomplete deep right intended for Justin McCareins,2.850,2.310
1,9:57,2,10,CLE 41,0,0,Leon Washington left tackle for 4 yards (tackle by Andra Davis and Nick Eason),2.310,2.150
1,9:13,3,6,CLE 37,0,0,Chad Pennington pass complete deep right to Laveranues Coles for 23 yards (tackle by Brian Russell),2.150,4.650
1,8:41,1,10,CLE 14,0,0,Kevan Barlow right guard for 2 yards (tackle by Willie McGinest and Sean Jones),4.650,4.330
1,8:01,2,8,CLE 12,0,0,Leon Washington left tackle for 5 yards (tackle by D'Qwell Jackson),4.330,4.500
1,7:15,3,3,CLE 7,0,0,Brad Smith left guard for -1 yards (tackle by Kamerion Wimbley and Alvin McKinley),4.500,2.980
1,6:33,4,4,CLE 8,3,0,Mike Nugent 27 yard field goal good,2.980,3.000
1,,,,NYJ 30,3,0,Mike Nugent kicks off 47 yards,0.000,1.600
1,6:30,1,10,CLE 40,3,0,Charlie Frye pass incomplete deep right intended for Braylon Edwards,1.600,1.050
1,6:23,2,10,CLE 40,3,0,Reuben Droughns right guard for 11 yards (tackle by Erik Coleman and Kerry Rhodes),1.050,2.320
1,5:49,1,10,NYJ 49,3,0,Reuben Droughns right tackle for 10 yards (tackle by Victor Hobson),2.320,2.980
1,5:07,1,10,NYJ 39,3,0,Charlie Frye pass complete short left to Steve Heiden for 4 yards (tackle by Eric Barton and Victor Hobson),2.980,2.980
1,4:22,2,6,NYJ 35,3,0,Reuben Droughns right guard for 4 yards (tackle by Eric Barton),2.980,2.810
1,3:41,3,2,NYJ 31,3,0,Reuben Droughns right tackle for 1 yard (tackle by Dewayne Robertson and Eric Barton),2.810,1.520
1,3:00,4,1,NYJ 30,3,3,Phil Dawson 47 yard field goal good,1.520,3.000
1,,,,CLE 30,3,3,"Phil Dawson kicks off 64 yards, returned by Justin Miller for 37 yards (tackle by Brodney Pool)",0.000,1.800
1,2:48,1,10,NYJ 43,3,3,Chad Pennington pass incomplete short left intended for Jerricho Cotchery (defended by Leigh Bodden),1.800,1.250
1,2:42,2,10,NYJ 43,3,3,Kevan Barlow left guard for 5 yards (tackle by Alvin McKinley),1.250,1.220
1,2:01,3,5,NYJ 48,3,3,Chad Pennington pass complete short right to Jerricho Cotchery for 7 yards (tackle by Kamerion Wimbley),1.220,2.590
1,1:40,1,10,CLE 45,3,3,Chad Pennington middle for 4 yards,2.590,2.580
1,1:10,2,6,CLE 41,3,3,Leon Washington left guard for 8 yards (tackle by Brian Russell),2.580,3.380
1,0:48,1,10,CLE 33,3,3,Leon Washington right guard for 2 yards (tackle by Nick Eason),3.380,3.110
1,0:10,2,8,CLE 31,3,3,Chad Pennington pass incomplete short right intended for Jerricho Cotchery is intercepted by Sean Jones at CLE-28 and returned for 3 yards,3.110,-1.000
1,0:04,1,10,CLE 31,3,3,Reuben Droughns right guard for no gain (tackle by Brad Kassell),1.000,0.460
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
