Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
1,10:38,2,5,DET 27,3,0,Kevin Jones up the middle for 3 yards (tackle by Karlos Dansby),0.540,0.230
1,10:01,3,2,DET 30,3,0,Joey Harrington sacked by James Darling for -6 yards,0.230,-1.770
1,9:27,4,8,DET 24,3,0,"Nick Harris punts 48 yards, returned by Karl Williams for 4 yards (tackle by Alex Lewis)",-1.770,-1.070
1,9:17,1,10,ARI 32,3,0,John Navarre pass incomplete intended for Anquan Boldin (defended by Dre' Bly),1.070,0.530
1,9:11,2,10,ARI 32,3,0,Larry Croom right tackle for 3 yards (tackle by Jared DeVries),0.530,0.230
1,8:34,3,7,ARI 35,3,0,John Navarre pass incomplete intended for Freddie Jones (defended by Keith Smith),0.230,-1.040
1,8:29,4,7,ARI 35,3,0,"Scott Player punts 48 yards, returned by Reggie Swinton for 7 yards (tackle by Quentin Harris)",-1.040,-0.540
1,8:19,1,10,DET 24,3,0,Kevin Jones right end for no gain (tackle by Karlos Dansby),0.540,0.000
1,7:45,2,10,DET 24,3,0,Joey Harrington pass complete to Tai Streets for 20 yards (tackle by Renaldo Hill),0.000,1.860
1,7:21,1,10,DET 44,3,0,"Penalty on Damien Woody: False Start, 5 yards (no play)",1.860,1.530
1,6:53,1,15,DET 39,3,0,Joey Harrington pass complete to Roy E. Williams for 7 yards (tackle by Ifeanyi Ohalete),1.530,1.590
1,6:23,2,8,DET 46,3,0,Joey Harrington pass complete to Roy E. Williams for 4 yards (tackle by Duane Starks),1.590,1.420
1,5:47,3,4,DET 50,3,0,Joey Harrington pass complete to Tai Streets for 17 yards (tackle by David Macklin),1.420,3.380
1,5:07,1,10,ARI 33,3,0,Joey Harrington up the middle for 8 yards (tackle by Peppi Zellner),3.380,3.920
1,4:26,2,2,ARI 25,3,0,Kevin Jones right tackle for 3 yards (tackle by James Darling and David Macklin),3.920,4.110
1,3:52,1,10,ARI 22,3,0,Kevin Jones up the middle for 5 yards (tackle by Ronald McKinnon and Ifeanyi Ohalete),4.110,4.290
1,3:10,2,5,ARI 17,3,6,"Joey Harrington pass complete to Tai Streets for 17 yards, touchdown",4.290,7.000
1,,,,ARI 2,3,7,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,3,7,"Jason Hanson kicks off 61 yards, returned by Bryant Johnson for 13 yards (tackle by Scottie Vines). Penalty on Wali Rainer: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,,,,DET 25,3,7,"Jason Hanson kicks off 60 yards, returned by Bryant Johnson for 47 yards (tackle by Jason Hanson)",0.000,3.050
1,2:49,1,10,DET 38,3,7,John Navarre pass complete to Reggie Newhouse for 5 yards (tackle by Alex Lewis),3.050,3.180
1,2:18,2,5,DET 33,3,7,Larry Croom right tackle for no gain (tackle by Cory Redding),3.180,2.480
1,1:40,3,5,DET 33,3,7,John Navarre pass complete to Bryant Johnson for 11 yards (tackle by Brock Marion),2.480,4.110
1,0:58,1,10,DET 22,3,7,Larry Croom right tackle for no gain (tackle by Shaun Rogers),4.110,3.560
1,0:24,2,10,DET 22,3,7,Larry Croom right tackle for -1 yards (tackle by Shaun Rogers),3.560,2.740
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,DET 23,3,7,John Navarre pass complete to Larry Fitzgerald for 8 yards (tackle by Alex Lewis),2.740,2.540
2,14:18,4,3,DET 15,6,7,Neil Rackers 33 yard field goal good,2.540,3.000
2,,,,ARI 30,6,7,"Neil Rackers kicks off 70 yards, returned by Reggie Swinton for 16 yards (tackle by Gerald Hayes)",0.000,-0.140
2,14:07,1,10,DET 16,6,7,Joey Harrington pass complete to Kevin Jones for 5 yards (tackle by Renaldo Hill),-0.140,0.150
2,13:27,2,5,DET 21,6,7,Kevin Jones right tackle for 4 yards (tackle by James Darling and Adrian Wilson),0.150,-0.200
2,12:46,3,1,DET 25,6,7,Joey Harrington pass incomplete intended for Casey Fitzsimmons (defended by Bertrand Berry),-0.200,-1.700
2,12:40,4,1,DET 25,6,7,"Nick Harris punts 39 yards, returned by Karl Williams for 1 yard (tackle by Andre' Goodman)",-1.700,-1.400
2,12:32,1,10,ARI 37,6,7,Larry Croom right end for 1 yard (tackle by Brock Marion and Earl Holmes),1.400,0.990
2,11:56,2,9,ARI 38,6,7,John Navarre pass complete to Larry Fitzgerald for 4 yards (tackle by Brock Marion),0.990,0.830
2,11:18,3,5,ARI 42,6,7,"John Navarre pass complete to Larry Fitzgerald for 7 yards (tackle by Keith Smith). Penalty on Freddie Jones: Offensive Holding, 10 yards (no play)",0.830,-0.490
2,10:57,3,15,ARI 32,6,7,John Navarre pass incomplete intended for Josh Scobey,-0.490,-1.240
2,10:52,4,15,ARI 32,6,7,"Scott Player punts 45 yards, returned by Reggie Swinton for 1 yard (tackle by Nathan Hodel). Penalty on Michael Stone: Unnecessary Roughness, 15 yards",-1.240,-1.530
2,10:41,1,10,DET 39,6,7,Kevin Jones left end for 5 yards (tackle by Karlos Dansby),1.530,1.660
2,10:04,2,5,DET 44,6,7,Kevin Jones left tackle for 7 yards (tackle by Adrian Wilson and David Macklin),1.660,2.320
2,9:21,1,10,ARI 49,6,7,Joey Harrington pass complete to Roy E. Williams for 45 yards (tackle by Adrian Wilson),2.320,6.280
2,8:56,1,4,ARI 4,6,7,Kevin Jones up the middle for 2 yards (tackle by Ifeanyi Ohalete and Peppi Zellner),6.280,5.720
2,8:17,2,2,ARI 2,6,13,"Kevin Jones right tackle for 2 yards, touchdown",5.720,7.000
2,,,,ARI 2,6,14,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,6,14,"Jason Hanson kicks off 74 yards, touchback",0.000,0.280
2,8:13,1,10,ARI 20,6,14,John Navarre pass incomplete intended for Larry Fitzgerald,0.280,-0.270
2,8:07,2,10,ARI 20,6,14,John Navarre pass complete to Bryant Johnson for 5 yards (tackle by Fernando Bryant),-0.270,-0.300
2,7:31,3,5,ARI 25,6,14,"Penalty on L.J. Shelton: False Start, 5 yards (no play)",-0.300,-0.960
2,7:05,3,10,ARI 20,6,14,"John Navarre pass incomplete intended for Anquan Boldin. Penalty on Fernando Bryant: Illegal Use of Hands, 5 yards (no play)",-0.960,0.610
2,6:59,1,10,ARI 25,6,14,Obafemi Ayanbadejo up the middle for 6 yards (tackle by Teddy Lehman),0.610,0.870
2,6:30,2,4,ARI 31,6,14,Larry Croom right tackle for 20 yards (tackle by Brock Marion),0.870,2.320
2,6:03,1,10,DET 49,6,14,John Navarre pass incomplete intended for Larry Fitzgerald (defended by Dre' Bly),2.320,1.780
2,5:56,2,10,DET 49,6,14,John Navarre pass complete to Anquan Boldin for 8 yards (tackle by Fernando Bryant),1.780,2.150
2,5:28,3,2,DET 41,6,14,Josh Scobey left end for 10 yards (tackle by Brock Marion),2.150,3.510
2,4:59,1,10,DET 31,6,14,"Larry Croom left end for 5 yards (tackle by James Davis). Penalty on Reggie Wells: Offensive Holding, 10 yards (no play)",3.510,2.850
2,4:40,1,20,DET 41,6,14,"John Navarre pass incomplete intended for Larry Fitzgerald (defended by James Davis). Penalty on James Davis: Illegal Contact, 5 yards (no play)",2.850,3.180
2,4:32,1,10,DET 36,6,14,Larry Croom up the middle for 3 yards (tackle by Kelvin Pritchett),3.180,3.040
2,3:48,2,7,DET 33,12,14,"John Navarre pass complete to Freddie Jones for 33 yards, touchdown",3.040,7.000
2,,,,,12,14,"Two Point Attempt: John Navarre pass incomplete intended for Larry Fitzgerald, conversion fails",1.000,-1.000
2,,,,ARI 30,12,14,"Neil Rackers kicks off 68 yards, returned by Reggie Swinton for 16 yards (tackle by Gerald Hayes). Penalty on Casey Fitzsimmons: Illegal Block Above the Waist, 9 yards",0.000,-0.380
2,3:34,1,10,DET 9,12,14,Kevin Jones up the middle for 74 yards (tackle by Adrian Wilson),-0.380,4.440
2,2:51,,,,12,14,Timeout #1 by Detroit Lions,0.000,4.440
2,2:51,1,10,ARI 17,12,14,Joey Harrington pass incomplete intended for Tai Streets is intercepted by David Macklin at ARI-2 and returned for 16 yards (tackle by Dominic Raiola),4.440,-0.040
2,2:44,1,10,ARI 18,12,14,Larry Croom up the middle for 2 yards (tackle by Kalimba Edwards),0.040,-0.130
2,2:10,2,8,ARI 20,12,14,"Penalty on Kalimba Edwards: Defensive Offside, 5 yards (no play)",-0.130,0.550
2,2:00,2,3,ARI 25,12,14,John Navarre pass incomplete intended for Anquan Boldin,0.550,-0.270
2,1:56,3,3,ARI 25,12,14,Josh Scobey left tackle for 6 yards (tackle by Brock Marion and Marcus Bell),-0.270,1.000
2,1:29,1,10,ARI 31,12,14,John Navarre pass complete to Bryant Johnson for 8 yards (tackle by Dre' Bly),1.000,1.540
2,1:06,2,2,ARI 39,12,14,John Navarre pass incomplete intended for Bryant Johnson,1.540,0.830
2,1:02,3,2,ARI 39,12,14,Josh Scobey up the middle for 3 yards (tackle by James Hall),0.830,1.730
2,0:40,1,10,ARI 42,12,14,John Navarre pass incomplete intended for Reggie Newhouse,1.730,1.190
2,0:33,2,10,ARI 42,12,14,John Navarre pass complete to Anquan Boldin for 13 yards (tackle by Bracy Walker),1.190,2.590
2,0:27,,,,12,14,Timeout #1 by Arizona Cardinals,0.000,2.590
2,0:27,1,10,DET 45,12,14,John Navarre pass complete to Josh Scobey for 10 yards (tackle by Keith Smith),2.590,3.250
2,0:20,,,,12,14,Timeout #2 by Arizona Cardinals,0.000,3.250
2,0:20,1,10,DET 35,12,14,John Navarre pass incomplete intended for Anquan Boldin (defended by Fernando Bryant),3.250,2.700
2,0:17,2,10,DET 35,12,14,John Navarre pass incomplete intended for Bryant Johnson,2.700,2.010
2,0:13,3,10,DET 35,12,14,John Navarre pass incomplete intended for Larry Fitzgerald is intercepted by Dre' Bly at DET-11,2.010,0.370
2,0:07,1,10,DET 11,12,14,Joey Harrington kneels for -1 yards,-0.370,-0.850
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,12,14,"Jason Hanson kicks off 72 yards, touchback",0.000,0.280
3,15:00,1,10,ARI 20,12,14,Larry Croom left tackle for no gain (tackle by Alex Lewis),0.280,-0.270
3,14:25,2,10,ARI 20,12,14,Larry Croom up the middle for 1 yard (tackle by James Davis and Bracy Walker),-0.270,-0.820
3,13:46,3,9,ARI 21,12,14,John Navarre pass incomplete intended for Anquan Boldin (defended by Jared DeVries),-0.820,-1.960
3,13:37,4,9,ARI 21,12,14,"Scott Player punts 48 yards, returned by Reggie Swinton for 5 yards (tackle by Karlos Dansby)",-1.960,-1.330
3,13:27,1,10,DET 36,12,14,Kevin Jones left tackle for 2 yards (tackle by James Darling),1.330,1.060
3,12:51,2,8,DET 38,12,14,Joey Harrington pass incomplete intended for Roy E. Williams,1.060,0.370
3,12:47,3,8,DET 38,12,14,Joey Harrington pass incomplete intended for Reggie Swinton,0.370,-0.850
3,12:40,4,8,DET 38,12,14,"Nick Harris punts 41 yards, returned by Karl Williams for -2 yards (tackle by Andre' Goodman)",-0.850,-0.150
3,12:31,1,10,ARI 19,12,14,John Navarre sacked by James Hall for -8 yards,0.150,-1.360
3,12:00,2,18,ARI 11,12,14,Josh Scobey up the middle for 3 yards (tackle by Shaun Rogers),-1.360,-1.920
3,11:23,3,15,ARI 14,12,14,John Navarre pass complete to Josh Scobey for 8 yards (tackle by Keith Smith). Penalty on L.J. Shelton: Offensive Holding (Declined),-1.920,-1.900
3,11:15,4,7,ARI 22,12,14,"Scott Player punts 43 yards, fair catch by Reggie Swinton",-1.900,-1.270
3,11:07,1,10,DET 35,12,14,Joey Harrington pass incomplete intended for Roy E. Williams,1.270,0.720
3,11:02,2,10,DET 35,12,14,Kevin Jones right tackle for -1 yards (tackle by Karlos Dansby),0.720,-0.100
3,10:26,3,11,DET 34,12,14,Joey Harrington pass complete to Shawn Bryson for 30 yards (tackle by Karlos Dansby),-0.100,3.180
3,10:04,1,10,ARI 36,12,14,Kevin Jones up the middle for 12 yards (tackle by Ifeanyi Ohalete and Adrian Wilson),3.180,3.970
3,9:24,1,10,ARI 24,12,14,Joey Harrington sacked by Bertrand Berry for -7 yards,3.970,2.490
3,8:48,2,17,ARI 31,12,14,"Kevin Jones up the middle for no gain (tackle by James Darling). Penalty on Dominic Raiola: Offensive Holding, 10 yards (no play)",2.490,1.130
3,8:28,2,27,ARI 41,12,14,Joey Harrington pass complete to Kevin Jones for 6 yards (tackle by Adrian Wilson),1.130,1.290
3,7:45,3,21,ARI 35,12,14,Joey Harrington pass complete to Shawn Bryson for 8 yards (tackle by David Macklin),1.290,1.670
3,7:38,4,13,ARI 27,12,17,Jason Hanson 45 yard field goal good,1.670,3.000
3,,,,DET 30,12,17,"Jason Hanson kicks off 63 yards, returned by Bryant Johnson for 16 yards (tackle by Terrence Holt)",0.000,0.480
3,7:26,1,10,ARI 23,12,17,Obafemi Ayanbadejo left tackle for 15 yards (tackle by Dre' Bly),0.480,1.470
3,6:44,1,10,ARI 38,12,17,Larry Croom right tackle for no gain (tackle by Marcus Bell),1.470,0.920
3,6:09,2,10,ARI 38,12,17,John Navarre pass incomplete intended for Bryant Johnson is intercepted by Teddy Lehman at ARI-48 and returned for 1 yard (tackle by Bryant Johnson). Penalty on Cameron Spikes: Offensive Holding (Declined),0.920,-2.460
3,6:01,1,10,ARI 47,12,17,Joey Harrington pass incomplete intended for Roy E. Williams (defended by David Macklin),2.460,1.910
3,5:53,2,10,ARI 47,12,17,Kevin Jones left tackle for 2 yards (tackle by Adrian Wilson and Darnell Dockett),1.910,1.490
3,5:14,3,8,ARI 45,12,17,Joey Harrington pass incomplete intended for Reggie Swinton (defended by David Macklin),1.490,0.270
3,5:09,4,8,ARI 45,12,17,"Nick Harris punts 29 yards, fair catch by Karl Williams",0.270,0.140
3,5:02,1,10,ARI 16,12,17,John Navarre pass incomplete intended for Larry Fitzgerald,-0.140,-0.660
3,4:56,2,10,ARI 16,12,17,John Navarre pass incomplete intended for Larry Fitzgerald is intercepted by Dre' Bly at ARI-33 and returned for 22 yards (tackle by Anquan Boldin),-0.660,-4.840
3,4:43,1,10,ARI 11,12,17,Kevin Jones up the middle for 4 yards (tackle by Bertrand Berry),4.840,4.890
3,4:07,2,6,ARI 7,12,17,Joey Harrington left tackle for 3 yards (tackle by Raynoch Thompson),4.890,4.670
3,3:25,3,3,ARI 4,12,17,Joey Harrington pass incomplete intended for Tai Streets (defended by Renaldo Hill),4.670,3.030
3,3:20,4,3,ARI 4,12,20,Jason Hanson 22 yard field goal good,3.030,3.000
3,,,,DET 30,12,20,"Jason Hanson kicks off 58 yards, returned by Bryant Johnson for 14 yards (tackle by Donte Curry)",0.000,0.670
3,3:09,1,10,ARI 26,12,20,John Navarre pass complete to Anquan Boldin for 6 yards (tackle by Fernando Bryant),0.670,0.940
3,2:38,2,4,ARI 32,12,20,Larry Croom right tackle for 3 yards (tackle by Marcus Bell),0.940,0.630
3,1:59,3,1,ARI 35,12,20,Josh Scobey left end for 1 yard (tackle by Brock Marion and James Hall),0.630,1.330
3,1:21,1,10,ARI 36,12,20,Larry Croom left tackle for 3 yards (tackle by Teddy Lehman),1.330,1.200
3,0:39,2,7,ARI 39,12,20,John Navarre pass incomplete intended for Freddie Jones,1.200,0.500
3,0:36,3,7,ARI 39,12,20,"John Navarre pass incomplete intended for Anquan Boldin is intercepted by Keith Smith at ARI-49 and returned for 47 yards (tackle by Josh Scobey). Penalty on James Hall: Defensive Offside, 5 yards (no play)",0.500,1.160
3,0:16,3,2,ARI 44,12,20,Obafemi Ayanbadejo left tackle for 1 yard (tackle by Alex Lewis),1.160,-0.390
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,ARI 45,12,20,"Scott Player punts 55 yards, touchback",-0.390,-0.280
4,14:51,1,10,DET 20,12,20,Kevin Jones up the middle for 12 yards (tackle by Ifeanyi Ohalete),0.280,1.070
4,14:12,1,10,DET 32,12,20,Kevin Jones right end for 23 yards (tackle by Adrian Wilson),1.070,2.590
4,13:26,1,10,ARI 45,12,20,Joey Harrington right end for 4 yards (tackle by David Macklin),2.590,2.580
4,12:53,2,6,ARI 41,12,20,Joey Harrington pass incomplete intended for Kevin Jones,2.580,1.880
4,12:46,3,6,ARI 41,12,20,Joey Harrington pass complete to Roy E. Williams for 20 yards (tackle by Renaldo Hill),1.880,4.170
4,12:16,1,10,ARI 21,12,20,"Penalty on Damien Woody: False Start, 5 yards (no play)",4.170,3.840
4,11:57,1,15,ARI 26,12,20,Kevin Jones up the middle for 4 yards (tackle by Adrian Wilson),3.840,3.490
4,11:22,2,11,ARI 22,12,20,Kevin Jones right end for 3 yards (tackle by Peppi Zellner and Ronald McKinnon),3.490,3.180
4,10:41,3,8,ARI 19,12,20,Joey Harrington for 6 yards (tackle by Ifeanyi Ohalete),3.180,2.690
4,10:04,4,2,ARI 13,12,23,Jason Hanson 31 yard field goal good,2.690,3.000
4,,,,DET 30,12,23,"Jason Hanson kicks off 57 yards, returned by Josh Scobey for 15 yards (tackle by Keith Smith)",0.000,0.810
4,9:53,1,10,ARI 28,12,23,John Navarre pass complete to Freddie Jones for 7 yards (tackle by James Davis),0.810,1.210
4,9:20,2,3,ARI 35,12,23,John Navarre pass complete to Anquan Boldin for 15 yards (tackle by Dre' Bly),1.210,2.260
4,8:50,1,10,DET 50,12,23,Larry Croom left tackle for no gain (tackle by Earl Holmes),2.260,1.710
4,8:17,2,10,DET 50,12,23,John Navarre pass incomplete intended for Anquan Boldin,1.710,1.030
4,8:11,3,10,DET 50,12,23,John Navarre pass incomplete intended for Anquan Boldin is intercepted by James Hall at DET-40 and returned for 30 yards (tackle by Leonard Davis),1.030,-3.580
4,8:00,1,10,ARI 30,12,23,Kevin Jones up the middle for no gain (tackle by Peppi Zellner),3.580,3.030
4,7:24,2,10,ARI 30,12,23,Joey Harrington pass complete to Kevin Jones for 7 yards (tackle by Karlos Dansby),3.030,3.270
4,6:53,3,3,ARI 23,12,23,Joey Harrington pass complete to Kevin Jones for 4 yards (tackle by James Darling),3.270,4.310
4,6:19,1,10,ARI 19,12,23,Kevin Jones right tackle for no gain (tackle by Darnell Dockett),4.310,3.750
4,5:36,2,10,ARI 19,12,23,Joey Harrington pass complete to Cory Schlesinger for 1 yard (tackle by Renaldo Hill),3.750,3.140
4,5:23,,,,12,23,Timeout #1 by Arizona Cardinals,0.000,3.140
4,5:23,3,9,ARI 18,12,23,Joey Harrington pass incomplete intended for Roy E. Williams,3.140,2.250
4,5:17,4,9,ARI 18,12,26,Jason Hanson 36 yard field goal good,2.250,3.000
4,,,,DET 30,12,26,"Jason Hanson kicks off 62 yards, returned by Josh Scobey for 16 yards (tackle by Wali Rainer)",0.000,0.540
4,5:05,1,10,ARI 24,12,26,Larry Croom left end for no gain (tackle by James Hall),0.540,0.000
4,4:25,2,10,ARI 24,12,26,John Navarre pass complete to Freddie Jones for 6 yards (tackle by Alex Lewis),0.000,0.100
4,3:44,3,4,ARI 30,12,26,John Navarre pass complete to Josh Scobey for 5 yards (tackle by Andre' Goodman),0.100,1.270
4,3:06,1,10,ARI 35,12,26,"John Navarre pass incomplete intended for Josh Scobey. Penalty on L.J. Shelton: Offensive Holding, 10 yards (no play)",1.270,0.610
4,3:00,1,20,ARI 25,12,26,John Navarre pass complete to Bryant Johnson for 10 yards (tackle by Andre' Goodman),0.610,0.720
4,2:29,2,10,ARI 35,12,26,John Navarre pass incomplete intended for Anquan Boldin,0.720,0.040
4,2:25,3,10,ARI 35,12,26,John Navarre pass incomplete intended for Freddie Jones,0.040,-1.040
4,2:20,4,10,ARI 35,12,26,John Navarre pass incomplete intended for Freddie Jones,-1.040,-3.250
4,2:14,1,10,ARI 35,12,26,"Kevin Jones up the middle for 3 yards (tackle by Ronald McKinnon). Penalty on Cory Schlesinger: Chop Block, 15 yards (no play)",3.250,2.260
4,2:09,1,25,DET 50,12,26,Kevin Jones left tackle for -2 yards (tackle by James Darling),2.260,0.410
4,2:04,,,,12,26,Timeout #2 by Arizona Cardinals,0.000,0.410
4,2:04,2,27,DET 48,12,26,"Kevin Jones right tackle for 21 yards (tackle by Ifeanyi Ohalete). Penalty on Ifeanyi Ohalete: Face Mask (15 Yards), 15 yards",0.410,4.510
4,1:55,1,10,ARI 16,12,26,Kevin Jones left end for 5 yards (tackle by Michael Stone and Ronald McKinnon),4.510,4.760
4,1:11,2,5,ARI 11,12,26,Kevin Jones up the middle for 6 yards (tackle by Michael Stone),4.760,6.060
4,0:30,1,5,ARI 5,12,26,Joey Harrington kneels for -1 yards,6.060,4.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
