Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,13,69,0,3,21,1.6,48,3.7,2,6.5
Kareem Hunt,CLE,6,32,1,2,17,2.8,15,2.5,0,
Baker Mayfield,CLE,3,11,0,3,6,2.0,5,1.7,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darrel Williams,KAN,13,78,0,4,29,2.2,49,3.8,0,
Tyreek Hill,KAN,3,9,0,1,6,2.0,3,1.0,0,
Patrick Mahomes,KAN,3,14,1,2,14,4.7,0,0.0,0,
Le'Veon Bell,KAN,2,6,0,,2,1.0,4,2.0,0,
Chad Henne,KAN,2,12,0,0,12,6.0,0,0.0,0,
Mecole Hardman,KAN,1,4,0,0,0,0.0,4,4.0,1,1.0
