Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss and deferred, Jets to receive the opening kickoff.",,
1,15:00,,,CIN 30,0,0,"Shayne Graham kicks off 62 yards, returned by Brad Smith for 20 yards (tackle by Morgan Trent)",0.000,0.810
1,14:55,1,10,NYJ 28,0,0,Thomas Jones right guard for 2 yards (tackle by Jonathan Fanene),0.810,0.530
1,14:18,2,8,NYJ 30,0,0,Mark Sanchez pass complete short left to Braylon Edwards for 6 yards (tackle by Tom Nelson),0.530,0.630
1,13:36,3,2,NYJ 36,0,0,Mark Sanchez pass complete short right to Jerricho Cotchery for 3 yards (tackle by Morgan Trent),0.630,1.530
1,12:58,1,10,NYJ 39,0,0,Thomas Jones right end for 2 yards (tackle by Rashad Jeanty),1.530,1.260
1,12:16,2,8,NYJ 41,0,0,Thomas Jones left tackle for 1 yard (tackle by Nedu Ndukwe),1.260,0.700
1,12:16,3,7,NYJ 42,0,0,Brad Smith right tackle for 57 yards (tackle by Leon Hall and Johnathan Joseph),0.700,6.970
1,10:47,1,1,CIN 1,0,6,"Thomas Jones right guard for 1 yard, touchdown",6.970,7.000
1,,,,CIN 2,0,7,Jay Feely kicks extra point good,0.000,0.000
1,,,,NYJ 30,0,7,"Jay Feely kicks off 38 yards, fair catch by Daniel Coats",0.000,1.070
1,10:46,1,10,CIN 32,0,7,Carson Palmer pass incomplete short right intended for Bernard Scott (defended by Kerry Rhodes),1.070,0.530
1,10:42,2,10,CIN 32,0,7,Bernard Scott right tackle for 1 yard (tackle by Mike DeVito and Bart Scott),0.530,-0.030
1,10:01,3,9,CIN 33,0,7,Carson Palmer pass incomplete deep right intended for Chad Johnson,-0.030,-1.180
1,9:51,4,9,CIN 33,0,7,"Kevin Huber punts 54 yards, returned by Jerricho Cotchery for 11 yards (tackle by Rashad Jeanty)",-1.180,-0.540
1,9:40,1,10,NYJ 24,0,7,Mark Sanchez pass incomplete short right intended for Jerricho Cotchery,0.540,0.000
1,9:35,2,10,NYJ 24,0,7,Shonn Greene right tackle for 15 yards (tackle by Tom Nelson),0.000,1.530
1,8:52,1,10,NYJ 39,0,7,Shonn Greene right tackle for 3 yards (tackle by Keith Rivers and Rashad Jeanty),1.530,1.390
1,8:13,2,7,NYJ 42,0,7,Mark Sanchez pass complete short left to Jerricho Cotchery for 6 yards (tackle by Tom Nelson),1.390,1.490
1,7:40,3,1,NYJ 48,0,7,Mark Sanchez middle for 1 yard (tackle by Pat Sims),1.490,2.190
1,7:05,1,10,NYJ 49,0,7,Brad Smith right end for 2 yards (tackle by Nedu Ndukwe),2.190,1.920
1,6:33,2,8,CIN 49,0,7,Mark Sanchez pass complete short left to Jerricho Cotchery for 6 yards (tackle by Tom Nelson and Leon Hall),1.920,2.010
1,5:53,3,2,CIN 43,0,7,Shonn Greene right tackle for 7 yards (tackle by Dhani Jones and Keith Rivers),2.010,3.180
1,5:14,1,10,CIN 36,0,7,Shonn Greene right guard for 2 yards (tackle by Shaun Smith and Frostee Rucker),3.180,2.910
1,4:31,2,8,CIN 34,0,7,Shonn Greene left end for 4 yards (tackle by Keith Rivers and Dhani Jones),2.910,2.740
1,4:01,3,4,CIN 30,0,7,Thomas Jones right guard for 5 yards (tackle by Keith Rivers),2.740,3.910
1,3:20,,,,0,7,Timeout #1 by New York Jets,0.000,3.910
1,3:20,1,10,CIN 25,0,7,Shonn Greene right tackle for 5 yards (tackle by Keith Rivers and Nedu Ndukwe),3.910,4.040
1,2:45,2,5,CIN 20,0,7,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,4.040,3.340
1,2:36,3,5,CIN 20,0,7,Shonn Greene right end for 7 yards (tackle by Keith Rivers),3.340,4.710
1,2:03,1,10,CIN 13,0,7,"Shonn Greene middle for 1 yard. Shonn Greene fumbles, recovered by Orien Harris at CIN-12. Penalty on Orien Harris: Defensive Offside, 5 yards (no play)",4.710,5.860
1,1:56,1,5,CIN 8,0,7,Thomas Jones right guard for 2 yards (tackle by Jonathan Fanene),5.860,5.340
1,1:14,2,3,CIN 6,0,7,Thomas Jones right tackle for 1 yard (tackle by Shaun Smith),5.340,4.780
1,0:37,,,,0,7,Timeout #1 by Cincinnati Bengals,0.000,4.780
1,0:37,3,2,CIN 5,0,7,Thomas Jones left tackle for 4 yards (tackle by Jonathan Fanene),4.780,6.970
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,CIN 1,0,7,Thomas Jones middle for no gain (tackle by Kyries Hebert and Abdul Hodge),6.970,5.910
2,14:21,2,1,CIN 1,0,7,Thomas Jones left tackle for -1 yards (tackle by Keith Rivers and Orien Harris),5.910,4.950
2,13:38,,,,0,7,Timeout #2 by New York Jets,0.000,4.950
2,13:38,3,2,CIN 2,0,7,Mark Sanchez pass incomplete short left intended for Braylon Edwards,4.950,3.250
2,13:33,4,2,CIN 2,0,10,Jay Feely 20 yard field goal good,3.250,3.000
2,,,,NYJ 30,0,10,"Jay Feely kicks off 68 yards, returned by Bernard Scott for 28 yards (tackle by Jamaal Westerman)",0.000,0.940
2,13:22,1,10,CIN 30,0,10,Bernard Scott left end for -3 yards (tackle by Bryan Thomas),0.940,-0.010
2,12:40,2,13,CIN 27,0,10,Carson Palmer pass incomplete short left intended for Bernard Scott (defended by Kerry Rhodes),-0.010,-0.690
2,12:35,,,,0,10,Timeout #2 by Cincinnati Bengals,0.000,-0.690
2,12:35,3,13,CIN 27,0,10,Carson Palmer pass incomplete deep left intended for Chad Johnson,-0.690,-1.570
2,12:22,4,13,CIN 27,0,10,Kevin Huber punts 24 yards,-1.570,-2.190
2,12:22,1,10,NYJ 49,0,10,Thomas Jones right guard for 3 yards (tackle by Rashad Jeanty),2.190,2.050
2,11:45,2,7,CIN 48,0,10,Thomas Jones right guard for 5 yards (tackle by Keith Rivers),2.050,2.010
2,11:07,3,2,CIN 43,0,10,"Penalty on Wayne Hunter: False Start, 5 yards (no play)",2.010,1.360
2,10:42,3,7,CIN 48,0,10,Mark Sanchez pass incomplete deep left intended for Braylon Edwards,1.360,0.070
2,10:34,4,7,CIN 48,0,10,"Steve Weatherford punts 33 yards, fair catch by Quan Cosby",0.070,0.220
2,10:26,1,10,CIN 15,0,10,Carson Palmer pass incomplete short left intended for Chad Johnson,-0.220,-0.710
2,10:21,2,10,CIN 15,0,10,Carson Palmer pass incomplete short left intended for Quan Cosby,-0.710,-1.370
2,10:17,3,10,CIN 15,0,10,"Carson Palmer pass incomplete short left intended for Chad Johnson. Penalty on Darrelle Revis: Illegal Contact, 5 yards (no play)",-1.370,0.280
2,10:11,1,10,CIN 20,0,10,Bernard Scott middle for no gain (tackle by Calvin Pace and Marques Douglas),0.280,-0.270
2,9:28,2,10,CIN 20,0,10,Carson Palmer pass complete short left to Laveranues Coles for no gain. Penalty on Nate Livings: Ineligible Downfield Pas (Declined),-0.270,-0.960
2,8:59,3,10,CIN 20,0,10,Carson Palmer pass incomplete deep right intended for Andre Caldwell. Penalty on CIN: Illegal Shift (Declined),-0.960,-2.030
2,8:54,4,10,CIN 20,0,10,"Kevin Huber punts 33 yards, returned by Brad Smith for 6 yards (tackle by Brian Leonard)",-2.030,-2.460
2,8:45,1,10,CIN 47,0,10,Thomas Jones right tackle for 2 yards (tackle by Orien Harris and Shaun Smith),2.460,2.180
2,8:07,2,8,CIN 45,0,10,Mark Sanchez pass complete short right to Jerricho Cotchery for 14 yards (tackle by Tom Nelson and Nedu Ndukwe),2.180,3.510
2,7:28,1,10,CIN 31,0,10,Shonn Greene left tackle for -1 yards (tackle by Johnathan Joseph),3.510,2.830
2,6:47,2,11,CIN 32,0,16,"Brad Smith right end for 32 yards, touchdown",2.830,7.000
2,,,,CIN 2,0,17,"Jay Feely kicks extra point good. Penalty on CIN: Defensive 12 On-field, 5 yards",0.000,0.000
2,,,,NYJ 35,0,17,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
2,6:37,1,10,CIN 20,0,17,Larry Johnson right tackle for 9 yards (tackle by David Harris),0.280,0.950
2,5:58,2,1,CIN 29,0,17,Carson Palmer pass incomplete deep right intended for Chad Johnson,0.950,0.230
2,5:52,3,1,CIN 29,0,17,Carson Palmer pass incomplete short left intended for Andre Caldwell (defended by Lito Sheppard),0.230,-1.440
2,5:48,4,1,CIN 29,0,17,"Kevin Huber punts 41 yards, returned by Jerricho Cotchery for 11 yards (tackle by Brian Leonard)",-1.440,-1.660
2,5:38,1,10,NYJ 41,0,17,Shonn Greene right guard for 3 yards (tackle by Tank Johnson),1.660,1.530
2,4:58,2,7,NYJ 44,0,17,Mark Sanchez pass complete short right to Jerricho Cotchery for 10 yards (tackle by Johnathan Joseph),1.530,2.520
2,4:11,1,10,CIN 46,0,17,Shonn Greene right end for 6 yards (tackle by Dhani Jones),2.520,2.790
2,3:42,2,4,CIN 40,0,17,Shonn Greene right tackle for 3 yards (tackle by Dhani Jones and Keith Rivers),2.790,2.480
2,3:13,3,1,CIN 37,0,17,Mark Sanchez left guard for 1 yard (tackle by Rashad Jeanty),2.480,3.180
2,2:28,1,10,CIN 36,0,17,Thomas Jones right tackle for 3 yards (tackle by Kyries Hebert),3.180,3.040
2,2:00,2,7,CIN 33,0,17,Mark Sanchez pass complete short right to Dustin Keller for 9 yards (tackle by Dhani Jones),3.040,3.970
2,1:55,1,10,CIN 24,0,17,Thomas Jones right tackle for 9 yards (tackle by Kyries Hebert),3.970,4.850
2,1:55,2,1,CIN 15,0,17,"Penalty on Tank Johnson: Encroachment, 4 yards (no play)",4.850,4.840
2,1:16,1,10,CIN 11,0,17,Thomas Jones right guard for 5 yards (tackle by Dhani Jones),4.840,5.080
2,0:44,2,5,CIN 6,0,23,"Jerricho Cotchery left end for 6 yards, touchdown",5.080,7.000
2,,,,CIN 2,0,24,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYJ 30,0,24,"Jay Feely kicks off 66 yards, returned by Bernard Scott for 36 yards (tackle by Eric Smith)",0.000,1.600
2,0:30,1,10,CIN 40,0,24,Carson Palmer pass incomplete short left intended for Andre Caldwell is intercepted by Dwight Lowery at CIN-49 and returned for 34 yards,1.600,-4.580
2,0:20,1,10,CIN 15,0,24,Mark Sanchez pass incomplete short middle intended for Ben Hartsock,4.580,3.950
2,0:14,2,10,CIN 15,0,24,"Penalty on Damien Woody: False Start, 5 yards (no play)",3.950,3.350
2,0:14,2,15,CIN 20,0,24,Thomas Jones left end for -1 yards (tackle by Kyries Hebert),3.350,2.540
2,0:02,,,,0,24,Timeout #3 by New York Jets,0.000,0.000
2,0:02,,,,0,24,Timeout #3 by Cincinnati Bengals,0.000,2.540
2,0:02,3,16,CIN 21,0,27,Jay Feely 39 yard field goal good,2.540,3.000
Quarter,Time,Down,ToGo,Location,CIN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
