Quarter,Time,Tm,Detail,CIN,NYJ
1.0,10:46,Jets,Thomas Jones 1 yard rush (Jay Feely kick),0,7
2.0,13:29,Jets,Jay Feely 20 yard field goal,0,10
,6:37,Jets,Brad Smith 32 yard rush (Jay Feely kick),0,17
,0:37,Jets,Jerricho Cotchery 6 yard rush (Jay Feely kick),0,24
,0:00,Jets,Jay Feely 39 yard field goal,0,27
3.0,9:47,Jets,Jay Feely 40 yard field goal,0,30
4.0,9:55,Jets,Thomas Jones 2 yard rush (Jay Feely kick),0,37
