Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
1,3:42,1,10,CAR 49,0,7,Teddy Bridgewater pass incomplete short right intended for D.J. Moore,2.190,1.650
1,3:38,2,10,CAR 49,0,7,Teddy Bridgewater pass incomplete short left intended for Mike Davis (defended by D.J. Wonnum),1.650,0.960
1,3:34,3,10,CAR 49,0,7,Teddy Bridgewater pass incomplete short middle intended for Mike Davis (defended by Jalyn Holmes),0.960,-0.130
1,3:29,4,10,CAR 49,0,7,"Joseph Charlton punts 35 yards, fair catch by Chad Beebe at MIN-16. Penalty on Kris Boyd: Illegal Block Above the Waist, 8 yards",-0.130,0.380
1,3:22,1,10,MIN 8,0,7,Dalvin Cook right guard for 6 yards (tackle by Zach Kerr and Jeremy Chinn),-0.380,-0.320
1,2:50,2,4,MIN 14,0,7,Kirk Cousins pass incomplete short right intended for Justin Jefferson,-0.320,-0.720
1,2:46,3,4,MIN 14,0,7,Kirk Cousins pass complete short left to Olabisi Johnson for 3 yards (tackle by Rasul Douglas),-0.720,-2.320
1,2:10,4,1,MIN 17,0,7,"Britton Colquitt punts 48 yards, fair catch by Pharoh Cooper at CAR-35",-2.320,-1.270
1,2:03,1,10,CAR 35,0,7,Mike Davis up the middle for 10 yards (tackle by Eric Wilson and Anthony Harris),1.270,1.930
1,1:32,1,10,CAR 45,0,7,Mike Davis left end for 3 yards (tackle by Armon Watts and Eric Kendricks),1.930,1.790
1,0:47,2,7,CAR 48,0,7,Teddy Bridgewater pass incomplete deep right intended for Robby Anderson (defended by Cameron Dantzler),1.790,1.090
1,0:41,3,7,CAR 48,0,7,Teddy Bridgewater pass complete short right to Curtis Samuel for 17 yards (tackle by Kris Boyd),1.090,3.250
1,0:02,1,10,MIN 35,0,7,Rodney Smith left end for 13 yards (tackle by Anthony Harris and Hercules Mata'afa),3.250,4.110
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 22,0,7,Trenton Cannon left tackle for 6 yards (tackle by Anthony Harris),4.110,4.460
2,14:18,2,4,MIN 16,0,7,Rodney Smith left guard for 2 yards (tackle by Eric Wilson and Armon Watts),4.460,4.150
2,13:55,3,2,MIN 14,0,7,Rodney Smith left tackle for 3 yards (tackle by Eric Kendricks and Cameron Dantzler),4.150,4.840
2,13:18,1,10,MIN 11,0,7,Mike Davis right end for -4 yards (tackle by Jeff Gladney and Anthony Harris),4.840,3.560
2,12:31,2,14,MIN 15,0,7,Mike Davis up the middle for 3 yards (tackle by Armon Watts and Jeff Gladney),3.560,3.110
2,11:54,3,11,MIN 12,0,7,Teddy Bridgewater pass short middle intended for Mike Davis is intercepted by Eric Kendricks at MIN-7 and returned for no gain,3.110,0.380
2,11:50,1,10,MIN 7,0,7,Dalvin Cook right guard for 2 yards (tackle by Jeremy Chinn),-0.380,-0.630
2,11:12,2,8,MIN 9,0,7,Dalvin Cook right tackle for 6 yards (tackle by Tre Boston and Brian Burns),-0.630,-0.480
2,10:30,3,2,MIN 15,0,7,"Penalty on Dakota Dozier: False Start, 5 yards (no play)",-0.480,-1.070
2,10:10,3,7,MIN 10,0,7,Kirk Cousins pass complete short left to Chad Beebe for 8 yards (tackle by Corn Elder),-1.070,0.040
2,9:32,1,10,MIN 18,0,7,Dalvin Cook right guard for -1 yards (tackle by Jermaine Carter and Yetur Gross-Matos),0.040,-0.650
2,8:52,2,11,MIN 17,0,7,Kirk Cousins pass complete short right to Dalvin Cook for -3 yards (tackle by Corn Elder),-0.650,-1.820
2,8:08,3,14,MIN 14,0,7,Kirk Cousins pass complete short left to Brandon Dillon for 6 yards (tackle by Corn Elder),-1.820,-2.030
2,7:37,4,8,MIN 20,0,7,"Britton Colquitt punts 51 yards, returned by Pharoh Cooper for no gain (tackle by C.J. Ham). Penalty on Natrell Jamerson: Offensive Holding, 10 yards",-2.030,-0.150
2,7:25,1,10,CAR 19,0,7,Teddy Bridgewater pass complete deep right to D.J. Moore for 18 yards (tackle by Jeff Gladney),0.150,1.400
2,6:44,1,10,CAR 37,0,7,Mike Davis right tackle for -2 yards (tackle by Harrison Smith),1.400,0.590
2,6:07,2,12,CAR 35,0,7,Teddy Bridgewater pass complete short right to Mike Davis for 10 yards (tackle by Eric Wilson),0.590,1.220
2,5:23,3,2,CAR 45,0,7,Teddy Bridgewater pass complete short left to Trenton Cannon for 1 yard (tackle by Jeff Gladney),1.220,-0.320
2,5:12,4,1,CAR 46,0,7,Mike Davis left guard for 2 yards (tackle by Cameron Dantzler and Troy Dye),-0.320,2.130
2,4:30,1,10,CAR 48,0,7,Teddy Bridgewater pass complete short middle to Curtis Samuel for 5 yards (tackle by Eric Wilson),2.130,2.260
2,3:48,2,5,MIN 47,0,7,Rodney Smith up the middle for 4 yards (tackle by Harrison Smith and Eric Kendricks),2.260,2.080
2,3:06,3,1,MIN 43,0,7,Mike Davis up the middle for 3 yards (tackle by Harrison Smith),2.080,2.920
2,2:25,1,10,MIN 40,0,7,Teddy Bridgewater pass incomplete deep left intended for D.J. Moore,2.920,2.370
2,2:19,2,10,MIN 40,0,7,Rodney Smith left guard for -1 yards (tackle by Eric Kendricks),2.370,1.550
2,2:00,3,11,MIN 41,6,7,"Teddy Bridgewater pass complete short middle to Robby Anderson for 41 yards, touchdown",1.550,7.000
2,1:52,,,MIN 15,7,7,Joey Slye kicks extra point good,0.000,0.000
2,1:52,,,CAR 35,7,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,1:52,1,10,MIN 25,7,7,Dalvin Cook left tackle for 2 yards (tackle by Yetur Gross-Matos and Zach Kerr),0.610,0.330
2,1:30,2,8,MIN 27,7,7,Kirk Cousins pass complete short middle to Chad Beebe for 9 yards (tackle by Shaq Thompson),0.330,1.330
2,1:13,1,10,MIN 36,7,7,Kirk Cousins pass complete short middle to Dalvin Cook for 7 yards (tackle by Corn Elder and Marquis Haynes),1.330,1.740
2,1:05,,,,,,Timeout #1 by Minnesota Vikings,,
2,1:05,2,3,MIN 43,7,7,Dalvin Cook up the middle for 5 yards (tackle by Zach Kerr),1.740,2.130
2,0:47,1,10,MIN 48,7,7,Kirk Cousins up the middle for 11 yards (tackle by Jeremy Chinn),2.130,2.850
2,0:38,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:38,1,10,CAR 41,7,7,Kirk Cousins pass incomplete short right,2.850,2.310
2,0:34,2,10,CAR 41,7,7,Kirk Cousins pass complete short middle to Kyle Rudolph for 12 yards (tackle by Jeremy Chinn),2.310,3.640
2,0:17,1,10,CAR 29,7,7,Kirk Cousins spiked the ball,3.640,3.100
2,0:16,2,10,CAR 29,7,7,"Penalty on Chad Beebe: False Start, 5 yards (no play)",3.100,2.420
2,0:16,2,15,CAR 34,7,7,Kirk Cousins pass incomplete deep right intended for Justin Jefferson (defended by Troy Pride),2.420,1.750
2,0:10,3,15,CAR 34,7,7,"Penalty on MIN: Delay of Game, 5 yards (no play)",1.750,1.090
2,0:10,3,20,CAR 39,7,7,Dalvin Cook left tackle for 5 yards (tackle by Derrick Brown),1.090,1.060
2,0:05,,,,,,Timeout #3 by Minnesota Vikings,,
2,0:05,,,,,,Timeout #1 by Carolina Panthers,,
2,0:05,4,15,CAR 34,7,10,Dan Bailey 53 yard field goal good,1.060,3.000
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,7,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,7,10,Kirk Cousins pass incomplete deep left intended for Tajae Sharpe,0.610,0.060
3,14:55,2,10,MIN 25,7,10,Dalvin Cook left tackle for 2 yards (tackle by Brian Burns and Zach Kerr),0.060,-0.360
3,14:09,3,8,MIN 27,13,10,"Kirk Cousins sacked by Zach Kerr for -10 yards. Kirk Cousins fumbles (forced by Zach Kerr), recovered by Jeremy Chinn at MIN-17 and returned for 17 yards, touchdown",-0.360,-7.000
3,14:01,,,MIN 15,14,10,Joey Slye kicks extra point good,0.000,0.000
3,14:01,,,CAR 35,14,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,14:01,1,10,MIN 25,20,10,"Dalvin Cook left guard for 3 yards (tackle by Bravvion Roy and Jeremy Chinn). Dalvin Cook fumbles (forced by Jeremy Chinn), recovered by Jeremy Chinn at MIN-28 and returned for 28 yards, touchdown",0.610,-7.000
3,13:51,,,MIN 15,21,10,Joey Slye kicks extra point good,0.000,0.000
3,13:51,,,CAR 35,21,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,13:51,1,10,MIN 25,21,10,Kirk Cousins pass complete short right to Kyle Rudolph for 6 yards (tackle by Brian Burns),0.610,0.870
3,13:20,2,4,MIN 31,21,10,Kirk Cousins pass complete short left to Olabisi Johnson for 5 yards (tackle by Juston Burris),0.870,1.330
3,12:43,1,10,MIN 36,21,10,Kirk Cousins pass incomplete short right intended for Justin Jefferson,1.330,0.790
3,12:39,2,10,MIN 36,21,10,Kirk Cousins pass complete short right to Olabisi Johnson for 9 yards (tackle by Rasul Douglas),0.790,1.290
3,12:00,3,1,MIN 45,21,10,Kirk Cousins pass incomplete short right intended for Justin Jefferson,1.290,-0.390
3,11:53,4,1,MIN 45,21,10,"Penalty on MIN: Delay of Game, 4 yards (no play)",-0.390,-0.650
3,11:53,4,5,MIN 41,21,10,"Britton Colquitt punts 54 yards, returned by Pharoh Cooper for 20 yards (tackle by C.J. Ham)",-0.650,-0.610
3,11:41,1,10,CAR 25,21,10,"Rodney Smith right end for 1 yard (tackle by Shamar Stephen and Jalyn Holmes). Penalty on John Miller: Unnecessary Roughness, 13 yards",0.610,-1.640
3,11:11,2,22,CAR 13,21,10,"Teddy Bridgewater pass complete short right to Robby Anderson for 7 yards (tackle by Eric Wilson). Penalty on Eric Wilson: Face Mask (15 Yards), 15 yards",-1.640,1.270
3,10:55,1,10,CAR 35,21,10,Teddy Bridgewater pass complete deep left to D.J. Moore for 25 yards (tackle by Eric Wilson),1.270,2.920
3,10:12,1,10,MIN 40,21,10,Teddy Bridgewater pass complete short right to Chris Manhertz for 11 yards (tackle by Jaleel Johnson and Anthony Harris),2.920,3.640
3,9:26,1,10,MIN 29,21,10,Trenton Cannon up the middle for -2 yards (tackle by Eric Kendricks and Harrison Smith),3.640,2.830
3,8:47,2,12,MIN 31,21,10,Teddy Bridgewater pass complete short left to Curtis Samuel for 6 yards (tackle by Ifeadi Odenigbo),2.830,2.940
3,7:57,3,6,MIN 25,21,10,Teddy Bridgewater right end for 8 yards (tackle by Jeff Gladney),2.940,4.440
3,7:05,1,10,MIN 17,21,10,Teddy Bridgewater pass incomplete deep left intended for D.J. Moore,4.440,3.850
3,6:59,,,,,,Timeout #1 by Carolina Panthers,,
3,6:59,2,10,MIN 17,21,10,Mike Davis right guard for 3 yards (tackle by Eric Kendricks),3.850,3.500
3,6:13,3,7,MIN 14,21,10,Teddy Bridgewater up the middle for 4 yards (tackle by Eric Kendricks),3.500,2.860
3,5:27,4,3,MIN 10,21,10,"Joey Slye 28 yard field goal no good blocked by D.J. Wonnum, recovered by Kris Boyd (tackle by Joey Slye)",2.860,-0.410
3,5:21,1,10,MIN 22,21,10,Kirk Cousins pass complete deep right to Olabisi Johnson for 17 yards,0.410,1.530
3,4:53,1,10,MIN 39,21,10,Alexander Mattison up the middle for 4 yards (tackle by Zach Kerr and Jermaine Carter),1.530,1.530
3,4:18,2,6,MIN 43,21,10,Kirk Cousins pass complete short left to Justin Jefferson for 9 yards (tackle by Rasul Douglas),1.530,2.390
3,4:03,1,10,CAR 48,21,10,Kirk Cousins pass complete short left to Chad Beebe for 16 yards (tackle by Rasul Douglas),2.390,3.450
3,3:33,1,10,CAR 32,21,10,Kirk Cousins pass complete short right to Justin Jefferson for no gain (tackle by Derrick Brown and Jeremy Chinn),3.450,2.900
3,2:57,2,10,CAR 32,21,10,"Penalty on Garrett Bradbury: False Start, 5 yards (no play)",2.900,2.230
3,2:36,2,15,CAR 37,21,10,Kirk Cousins pass complete short middle to Kyle Rudolph for 7 yards (tackle by Brian Burns and Jeremy Chinn),2.230,2.480
3,2:02,3,8,CAR 30,21,10,"Kirk Cousins left tackle for -128 yards Kirk Cousins pass complete short left to Chad Beebe for 15 yards (tackle by Rasul Douglas). Penalty on Kirk Cousins: Illegal Forward Pass, 5 yards (no play)",2.480,1.820
3,1:25,,,,,,Timeout #1 by Minnesota Vikings,,
3,1:25,3,13,CAR 35,21,10,Kirk Cousins pass complete deep left to Justin Jefferson for 18 yards (tackle by Corn Elder),1.820,4.440
3,0:54,1,10,CAR 17,21,10,C.J. Ham right end for 10 yards (tackle by Jeremy Chinn),4.440,5.600
3,0:17,1,7,CAR 7,21,10,Dalvin Cook right guard for 1 yard (tackle by Jermaine Carter),5.600,4.950
Quarter,Time,Down,ToGo,Location,CAR,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CAR 6,21,10,Kirk Cousins pass incomplete short middle intended for Kyle Rudolph,4.950,4.040
4,14:53,3,6,CAR 6,21,10,Kirk Cousins pass incomplete short left intended for Justin Jefferson,4.040,2.990
4,14:49,4,6,CAR 6,21,13,Dan Bailey 25 yard field goal good,2.990,3.000
4,14:47,,,MIN 35,21,13,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,14:47,1,10,CAR 25,21,13,"Teddy Bridgewater pass complete short left to Robby Anderson for 8 yards (tackle by Chris Jones). Penalty on Matt Paradis: Ineligible Downfield Pass, 5 yards (no play)",0.610,0.280
4,14:28,1,15,CAR 20,21,13,Teddy Bridgewater pass complete short left to Mike Davis for 10 yards (tackle by Kris Boyd),0.280,0.740
4,13:42,2,5,CAR 30,21,13,Teddy Bridgewater pass incomplete short right,0.740,0.040
4,13:37,3,5,CAR 30,21,13,Teddy Bridgewater pass complete short right to D.J. Moore for 5 yards (tackle by Kris Boyd),0.040,1.270
4,13:14,1,10,CAR 35,21,13,Teddy Bridgewater pass incomplete deep left intended for Robby Anderson,1.270,0.720
4,13:08,2,10,CAR 35,21,13,Teddy Bridgewater pass complete deep right to Robby Anderson for 34 yards,0.720,3.510
4,12:29,1,10,MIN 31,21,13,Teddy Bridgewater pass incomplete short right,3.510,2.970
4,12:27,2,10,MIN 31,21,13,Teddy Bridgewater pass incomplete short middle intended for Robby Anderson,2.970,2.280
4,12:24,3,10,MIN 31,21,13,Teddy Bridgewater pass complete short left to Curtis Samuel for 9 yards (tackle by Eric Kendricks and Chris Jones),2.280,2.140
4,11:35,,,,,,Timeout #2 by Carolina Panthers,,
4,11:35,4,1,MIN 22,24,13,Joey Slye 40 yard field goal good,2.140,3.000
4,11:31,,,CAR 35,24,13,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,11:31,1,10,MIN 25,24,13,Kirk Cousins sacked by Bravvion Roy for -6 yards,0.610,-0.810
4,10:54,2,16,MIN 19,24,13,Kirk Cousins pass complete short left to Kyle Rudolph for 6 yards (tackle by Shaq Thompson),-0.810,-0.620
4,10:22,3,10,MIN 25,24,13,Kirk Cousins pass complete deep right to Olabisi Johnson for 17 yards (tackle by Stantley Thomas-Oliver),-0.620,1.730
4,9:47,1,10,MIN 42,24,13,Kirk Cousins pass complete short left to Kyle Rudolph for 5 yards (tackle by Juston Burris),1.730,1.860
4,9:13,2,5,MIN 47,24,13,Dalvin Cook up the middle for 14 yards (tackle by Jeremy Chinn),1.860,2.980
4,8:37,1,10,CAR 39,24,13,Dalvin Cook left tackle for 3 yards (tackle by Zach Kerr),2.980,2.850
4,8:00,2,7,CAR 36,24,13,Kirk Cousins pass complete short left to Olabisi Johnson for 6 yards (tackle by Rasul Douglas),2.850,2.940
4,7:21,3,1,CAR 30,24,13,Dalvin Cook left guard for no gain (tackle by Tahir Whitehead and Zach Kerr),2.940,1.520
4,6:43,,,,,,Timeout #3 by Carolina Panthers,,
4,6:43,4,1,CAR 30,24,13,Dalvin Cook up the middle for 3 yards (tackle by Tre Boston and Jermaine Carter),1.520,3.780
4,6:14,1,10,CAR 27,24,13,Kirk Cousins pass complete short right to Olabisi Johnson for 17 yards (tackle by Stantley Thomas-Oliver and Jermaine Carter),3.780,4.910
4,5:38,1,10,CAR 10,24,19,"Kirk Cousins pass complete short right to Justin Jefferson for 10 yards, touchdown",4.910,7.000
4,5:31,,,CAR 2,24,21,"Two Point Attempt: Kirk Cousins pass complete to Olabisi Johnson, conversion succeeds",1.000,1.000
4,5:31,,,MIN 35,24,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,5:31,1,10,CAR 25,24,21,Mike Davis left end for 1 yard (tackle by Troy Dye and Anthony Harris),0.610,0.200
4,4:49,2,9,CAR 26,24,21,Teddy Bridgewater pass complete short middle to D.J. Moore for 13 yards (tackle by Troy Dye),0.200,1.530
4,4:07,1,10,CAR 39,24,21,Mike Davis left end for 9 yards (tackle by Eric Kendricks and Eric Wilson),1.530,2.200
4,4:00,2,1,CAR 48,24,21,Mike Davis up the middle for 5 yards (tackle by D.J. Wonnum and Anthony Harris),2.200,2.460
4,3:12,1,10,MIN 47,24,21,Rodney Smith up the middle for -4 yards (tackle by Cameron Dantzler),2.460,1.370
4,2:26,2,14,CAR 49,24,21,Teddy Bridgewater pass incomplete short left intended for Rodney Smith,1.370,0.700
4,2:23,3,14,CAR 49,24,21,Teddy Bridgewater pass incomplete short left intended for Ian Thomas,0.700,-0.130
4,2:18,4,14,CAR 49,24,21,"Joseph Charlton punts 37 yards, muffed catch by Chad Beebe, recovered by Myles Hartsfield at MIN-9 (tackle by Chad Beebe)",-0.130,5.140
4,2:10,1,9,MIN 9,24,21,Mike Davis up the middle for 4 yards (tackle by Harrison Smith and Eric Wilson),5.140,5.150
4,2:00,2,5,MIN 5,24,21,Mike Davis left guard for 2 yards (tackle by Eric Kendricks),5.150,4.720
4,1:56,,,,,,Timeout #3 by Minnesota Vikings,,
4,1:56,3,3,MIN 3,24,21,Teddy Bridgewater pass incomplete short middle intended for D.J. Moore,4.720,3.040
4,1:54,,,,,,Timeout #4 by Carolina Panthers,,
4,1:54,4,3,MIN 3,27,21,Joey Slye 21 yard field goal good,3.040,3.000
4,1:51,,,CAR 35,27,21,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,1:51,1,10,MIN 25,27,21,Kirk Cousins pass complete deep right to Justin Jefferson for 15 yards (tackle by Troy Pride),0.610,1.600
4,1:45,1,10,MIN 40,27,21,Kirk Cousins pass complete short right to Chad Beebe for 6 yards,1.600,1.860
4,1:41,2,4,MIN 46,27,21,Kirk Cousins pass complete short middle to Kyle Rudolph for 7 yards (tackle by Jermaine Carter),1.860,2.460
4,1:24,1,10,CAR 47,27,21,Kirk Cousins pass complete short left to Chad Beebe for 12 yards (tackle by Juston Burris and Rasul Douglas),2.460,3.250
4,1:03,1,10,CAR 35,27,21,Kirk Cousins pass complete deep left to Kyle Rudolph for 25 yards (tackle by Jeremy Chinn). Penalty on Jermaine Carter: Illegal Contact (Declined),3.250,4.910
4,0:53,1,10,CAR 10,27,21,Kirk Cousins pass incomplete short left intended for Justin Jefferson (defended by Zach Kerr),4.910,4.190
4,0:50,2,10,CAR 10,27,27,"Kirk Cousins pass complete short middle to Chad Beebe for 10 yards, touchdown",4.190,7.000
4,0:46,,,CAR 15,27,27,"Dan Bailey kicks extra point blocked by Natrell Jamerson. Penalty on Natrell Jamerson: Defensive Offside, 5 yards (no play)",0.000,0.000
4,0:46,,,CAR 10,27,28,"Dan Bailey kicks extra point good. Penalty on Rasul Douglas: Defensive Offside, 5 yards",0.000,0.000
4,0:46,,,MIN 40,27,28,"Dan Bailey kicks off 56 yards, returned by Trenton Cannon for 9 yards (tackle by Ameer Abdullah)",0.000,-0.320
4,0:43,1,10,CAR 13,27,28,Teddy Bridgewater pass complete deep middle to Curtis Samuel for 35 yards (tackle by Harrison Smith and Anthony Harris),-0.320,2.130
4,0:28,,,,,,Timeout #4 by Minnesota Vikings,,
4,0:25,1,10,CAR 48,27,28,Teddy Bridgewater pass complete short right to Mike Davis for 4 yards (tackle by Eric Kendricks),2.130,2.120
4,0:21,2,6,MIN 48,27,28,Teddy Bridgewater pass complete short right to Robby Anderson for 12 yards (tackle by Cameron Dantzler),2.120,3.180
4,0:07,1,10,MIN 36,27,28,Teddy Bridgewater spiked the ball,3.180,2.640
4,0:06,2,10,MIN 36,27,28,Joey Slye 54 yard field goal no good,2.640,-1.800
4,0:01,1,10,MIN 43,27,28,Kirk Cousins kneels for -1 yards,1.800,1.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
