Quarter,Time,Down,ToGo,Location,CHI,JAX,Detail,EPB,EPA
2,13:34,2,7,CHI 18,0,7,Chad Hutchinson pass complete to Thomas Jones for 45 yards (tackle by Rashean Mathis). Penalty on Donovin Darius: Illegal Contact (Declined),-0.280,3.120
2,12:59,1,10,JAX 37,0,7,David Terrell right end for 5 yards (tackle by Deon Grant),3.120,3.250
2,12:22,2,5,JAX 32,0,7,Thomas Jones up the middle for 3 yards (tackle by Akin Ayodele),3.250,2.940
2,11:42,3,2,JAX 29,0,7,Chad Hutchinson pass incomplete intended for Dustin Lyman,2.940,1.600
2,11:33,4,2,JAX 29,0,7,Paul Edinger 47 yard field goal no good,1.600,-1.400
2,11:28,1,10,JAX 37,0,7,Fred Taylor right end for no gain (tackle by Adewale Ogunleye),1.400,0.860
2,10:48,2,10,JAX 37,0,7,Byron Leftwich pass complete to Reggie Williams for 26 yards (tackle by Lance Briggs),0.860,3.120
2,10:02,1,10,CHI 37,0,7,Byron Leftwich pass incomplete intended for Ernest Wilford,3.120,2.570
2,9:55,2,10,CHI 37,0,7,Fred Taylor left tackle for 4 yards (tackle by Brian Urlacher),2.570,2.410
2,9:11,3,6,CHI 33,0,7,"Byron Leftwich pass complete to Todd Yoder for 33 yards. Penalty on Bob Whitfield: Offensive Holding, 10 yards (no play)",2.410,1.090
2,9:05,3,16,CHI 43,0,7,Byron Leftwich pass incomplete intended for Fred Taylor,1.090,0.400
2,8:59,4,16,CHI 43,0,7,"Chris Hanson punts 43 yards, touchback",0.400,-0.280
2,8:50,1,10,CHI 20,0,7,Thomas Jones up the middle for 2 yards (tackle by Donovin Darius),0.280,0.000
2,8:17,2,8,CHI 22,0,7,"Chad Hutchinson pass complete to Dustin Lyman for 13 yards (tackle by Mike Peterson). Penalty on Mike Peterson: Taunting, 15 yards",0.000,2.260
2,7:54,1,10,JAX 50,0,7,Chad Hutchinson pass complete to David Terrell for 15 yards (tackle by Deon Grant),2.260,3.250
2,7:21,1,10,JAX 35,0,7,Thomas Jones up the middle for -1 yards (tackle by John Henderson),3.250,2.570
2,6:39,2,11,JAX 36,0,7,Chad Hutchinson sacked by John Henderson for -8 yards,2.570,0.830
2,6:11,3,19,JAX 44,0,7,Chad Hutchinson pass complete to Bernard Berrian for 8 yards (tackle by Deke Cooper),0.830,0.880
2,5:24,4,11,JAX 36,0,7,"Paul Edinger punts 30 yards, returned by Rashean Mathis for 8 yards (tackle by John Gilmore)",0.880,0.280
2,5:14,1,10,JAX 14,0,7,Byron Leftwich pass complete to Jimmy Smith for 3 yards (tackle by Charles Tillman),-0.280,-0.370
2,4:35,2,7,JAX 17,0,7,Byron Leftwich pass incomplete intended for Jimmy Smith,-0.370,-1.040
2,4:30,3,7,JAX 17,0,7,Byron Leftwich pass complete to Fred Taylor for -2 yards (tackle by Michael Green),-1.040,-2.440
2,3:57,4,9,JAX 15,0,7,Chris Hanson punts 35 yards,-2.440,-2.260
2,3:50,1,10,JAX 50,0,7,Chad Hutchinson pass complete to Bernard Berrian for 38 yards (tackle by Donovin Darius),2.260,4.780
2,3:06,1,10,JAX 12,0,7,Chad Hutchinson pass complete to Anthony Thomas for -1 yards (tackle by Kiwaukee Thomas),4.780,3.940
2,2:24,,,,0,7,Timeout #1 by Chicago Bears,0.000,3.940
2,2:24,2,11,JAX 13,0,7,Chad Hutchinson pass complete to Jason McKie for 3 yards (tackle by Tommy Hendricks),3.940,3.480
2,2:00,3,8,JAX 10,0,7,Chad Hutchinson sacked by Jason Gildon for -14 yards,3.480,1.870
2,1:49,,,,0,7,Timeout #1 by Jacksonville Jaguars,0.000,1.870
2,1:49,4,22,JAX 24,3,7,Paul Edinger 42 yard field goal good,1.870,3.000
2,,,,CHI 30,3,7,"Paul Edinger kicks off 54 yards, returned by David Allen for 16 yards (tackle by John Gilmore)",0.000,1.070
2,1:39,1,10,JAX 32,3,7,Byron Leftwich pass complete to Fred Taylor for 11 yards (tackle by Lance Briggs),1.070,1.800
2,1:19,1,10,JAX 43,3,7,Byron Leftwich pass incomplete intended for Troy Edwards,1.800,1.250
2,1:15,2,10,JAX 43,3,7,Byron Leftwich pass complete to Jimmy Smith for 23 yards (tackle by Brian Urlacher),1.250,3.310
2,1:06,,,,3,7,Timeout #2 by Jacksonville Jaguars,0.000,3.310
2,1:06,1,10,CHI 34,3,7,Byron Leftwich pass complete to Reggie Williams for 17 yards (tackle by Michael Green),3.310,4.440
2,1:01,1,10,CHI 17,3,7,"Penalty on Chris Naeole: False Start, 5 yards (no play)",4.440,4.110
2,1:01,1,15,CHI 22,3,7,"Penalty on Adewale Ogunleye: Neutral Zone Infraction, 5 yards (no play)",4.110,4.440
2,1:01,1,10,CHI 17,3,7,Byron Leftwich pass incomplete intended for Brian Jones,4.440,3.850
2,0:56,2,10,CHI 17,3,7,Byron Leftwich pass incomplete intended for Fred Taylor (defended by Brian Urlacher),3.850,3.070
2,0:49,3,10,CHI 17,3,7,Byron Leftwich pass complete to Jimmy Smith for 5 yards (tackle by Nathan Vasher),3.070,2.680
2,0:35,,,,3,7,Timeout #2 by Chicago Bears,0.000,2.680
2,0:35,4,5,CHI 12,3,10,Josh Scobee 30 yard field goal good,2.680,3.000
2,,,,JAX 30,3,10,"Josh Scobee kicks off 65 yards, returned by Jerry Azumah for 22 yards (tackle by Rashean Mathis)",0.000,0.740
2,0:25,1,10,CHI 27,3,10,Thomas Jones up the middle for -3 yards (tackle by Akin Ayodele),0.740,-0.210
Quarter,Time,Down,ToGo,Location,CHI,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,3,10,"Paul Edinger kicks off 57 yards, returned by David Allen for 24 yards (tackle by Cameron Worrell)",0.000,1.400
3,14:54,1,10,JAX 37,3,10,Byron Leftwich pass complete to Kyle Brady for 2 yards (tackle by Brian Urlacher),1.400,1.130
3,14:14,2,8,JAX 39,3,10,Byron Leftwich pass complete to Fred Taylor for 9 yards (tackle by Charles Tillman),1.130,2.130
3,13:35,1,10,JAX 48,3,10,Fred Taylor left tackle for -3 yards (tackle by Tommie Harris),2.130,1.180
3,12:52,2,13,JAX 45,3,10,Fred Taylor left tackle for 2 yards (tackle by Adewale Ogunleye),1.180,0.760
3,12:12,3,11,JAX 47,3,10,Byron Leftwich pass complete to Fred Taylor for 5 yards (tackle by Jerry Azumah),0.760,0.070
3,11:29,4,6,CHI 48,3,10,"Chris Hanson punts 38 yards, returned by R.W. McQuarters for -2 yards (tackle by Deke Cooper)",0.070,0.380
3,11:20,1,10,CHI 8,3,10,Chad Hutchinson pass complete to Jason McKie for 6 yards (tackle by Rashean Mathis),-0.380,-0.320
3,10:53,2,4,CHI 14,3,10,Thomas Jones left end for -1 yards (tackle by Mike Peterson),-0.320,-0.840
3,10:08,3,5,CHI 13,3,10,Chad Hutchinson pass incomplete intended for Thomas Jones,-0.840,-2.490
3,10:02,4,5,CHI 13,3,10,"Brad Maynard punts 44 yards, returned by David Allen for 13 yards (tackle by Cameron Worrell)",-2.490,-2.650
3,9:52,1,10,CHI 44,3,10,Byron Leftwich pass complete to Jimmy Smith for 15 yards (tackle by Charles Tillman),2.650,3.640
3,9:08,1,10,CHI 29,3,10,"Byron Leftwich pass incomplete intended for Jimmy Smith. Penalty on Michael Green: Illegal Contact, 5 yards (no play)",3.640,3.970
3,9:03,1,10,CHI 24,3,10,Byron Leftwich pass complete to David Allen for 3 yards (tackle by Bobby Gray),3.970,3.840
3,8:22,2,7,CHI 21,3,10,Byron Leftwich pass incomplete intended for Brian Jones,3.840,3.140
3,8:15,3,7,CHI 21,3,10,"Byron Leftwich pass complete to Todd Yoder for no gain (tackle by Michael Green). Todd Yoder fumbles (forced by Michael Green), recovered by Brian Urlacher at CHI-21 and returned for 11 yards (tackle by Fred Taylor). Penalty on Charles Tillman: Roughing the Passer, 10 yards (no play)",3.140,4.840
3,8:06,1,10,CHI 11,3,10,Fred Taylor up the middle for 5 yards (tackle by Michael Green),4.840,5.080
3,7:28,2,5,CHI 6,3,10,"Fred Taylor right tackle for no gain (tackle by Lance Briggs). Penalty on Brad Meester: Tripping, 10 yards (no play)",5.080,3.440
3,7:05,2,15,CHI 16,3,10,Byron Leftwich pass complete to Todd Yoder for 4 yards (tackle by Lance Briggs),3.440,3.110
3,6:21,3,11,CHI 12,3,10,Byron Leftwich pass complete to Troy Edwards for 5 yards (tackle by Lance Briggs),3.110,2.980
3,5:40,4,6,CHI 7,3,13,Josh Scobee 25 yard field goal good,2.980,3.000
3,,,,JAX 30,3,13,"Josh Scobee kicks off 63 yards, returned by Jerry Azumah for 15 yards (tackle by Tommy Hendricks)",0.000,0.410
3,5:30,1,10,CHI 22,3,13,Chad Hutchinson pass incomplete intended for Bobby Wade,0.410,-0.130
3,5:24,2,10,CHI 22,3,13,Thomas Jones up the middle for 3 yards (tackle by Daryl Smith and John Henderson),-0.130,-0.430
3,4:39,3,7,CHI 25,3,13,Chad Hutchinson pass complete to Bobby Wade for 14 yards (tackle by Rashean Mathis). Penalty on Rashean Mathis: Illegal Contact (Declined),-0.430,1.530
3,4:15,1,10,CHI 39,3,13,Chad Hutchinson pass complete to Thomas Jones for 23 yards (tackle by Donovin Darius),1.530,3.050
3,3:33,1,10,JAX 38,3,13,"Penalty on John Gilmore: False Start, 5 yards (no play)",3.050,2.720
3,3:10,1,15,JAX 43,3,13,Chad Hutchinson pass incomplete intended for Bernard Berrian,2.720,1.830
3,3:00,,,,3,13,Timeout #1 by Chicago Bears,0.000,1.830
3,3:00,2,15,JAX 43,3,13,"Chad Hutchinson pass incomplete intended for Thomas Jones. Penalty on Qasim Mitchell: Offensive Holding, 10 yards (no play)",1.830,0.480
3,2:55,2,25,CHI 47,3,13,Chad Hutchinson pass incomplete intended for Thomas Jones,0.480,-0.160
3,2:50,3,25,CHI 47,3,13,Chad Hutchinson pass incomplete intended for David Terrell (defended by Deon Grant),-0.160,-0.260
3,2:45,4,25,CHI 47,3,13,"Brad Maynard punts 53 yards, touchback",-0.260,-0.280
3,2:35,1,10,JAX 20,3,13,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Charles Tillman),0.280,-0.270
3,2:31,2,10,JAX 20,3,13,Byron Leftwich up the middle for 4 yards (tackle by Adewale Ogunleye),-0.270,-0.430
3,1:50,3,6,JAX 24,3,13,Byron Leftwich pass complete to Jimmy Smith for 8 yards (tackle by Nathan Vasher),-0.430,1.070
3,1:12,1,10,JAX 32,3,13,Fred Taylor up the middle for 5 yards (tackle by Adewale Ogunleye),1.070,1.200
3,0:33,2,5,JAX 37,3,13,Fred Taylor up the middle for 7 yards (tackle by Michael Green),1.200,1.860
Quarter,Time,Down,ToGo,Location,CHI,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 44,3,13,Byron Leftwich pass incomplete intended for Jimmy Smith,1.860,1.320
4,14:56,2,10,JAX 44,3,13,Fred Taylor right end for 2 yards (tackle by Brian Urlacher),1.320,0.890
4,14:11,3,8,JAX 46,3,13,Byron Leftwich pass incomplete intended for Greg Jones,0.890,-0.320
4,14:05,4,8,JAX 46,3,13,Chris Hanson punts 50 yards,-0.320,0.380
4,13:52,1,10,CHI 4,3,15,"Chad Hutchinson sacked by Daryl Smith for -4 yards, safety",-0.380,-2.000
4,,,,CHI 20,3,15,"Brad Maynard kicks off 52 yards, returned by David Allen for 11 yards (tackle by Todd Johnson)",0.000,1.530
4,13:43,1,10,JAX 39,3,15,Fred Taylor right tackle for 20 yards (tackle by Alfonso Boone),1.530,2.850
4,13:00,1,10,CHI 41,3,15,Byron Leftwich pass complete to Ernest Wilford for 9 yards (tackle by Charles Tillman),2.850,3.520
4,12:17,2,1,CHI 32,3,15,Greg Jones left tackle for 4 yards (tackle by Lance Briggs),3.520,3.710
4,11:37,1,10,CHI 28,3,15,Byron Leftwich pass complete to Brian Jones for 14 yards (tackle by Charles Tillman),3.710,4.650
4,10:51,1,10,CHI 14,3,15,"Byron Leftwich pass incomplete intended for Fred Taylor. Penalty on Ernest Wilford: Offensive Pass Interference, 10 yards (no play)",4.650,3.970
4,10:48,1,20,CHI 24,3,15,Byron Leftwich pass complete to LaBrandon Toefield for -2 yards (tackle by Ian Scott),3.970,2.470
4,10:06,2,22,CHI 26,3,15,"Byron Leftwich pass complete to Ernest Wilford for 5 yards (tackle by Jerry Azumah). Penalty on Troy Edwards: Illegal Block Above the Waist, 5 yards (no play)",2.470,1.800
4,9:36,2,27,CHI 31,3,15,Byron Leftwich pass incomplete intended for Reggie Williams,1.800,1.160
4,9:32,3,27,CHI 31,3,21,"Byron Leftwich pass complete to Jimmy Smith for 31 yards, touchdown. Penalty on Charles Tillman: Defensive Pass Interference (Declined)",1.160,7.000
4,,,,CHI 2,3,22,"Josh Scobee kicks extra point good. Penalty on Charles Tillman: Defensive Offside, 5 yards",0.000,0.000
4,,,,JAX 35,3,22,"Josh Scobee kicks off 64 yards, returned by Jerry Azumah for 52 yards (tackle by Kiwaukee Thomas)",0.000,2.460
4,9:16,1,10,JAX 47,3,22,Chad Hutchinson pass complete to Jason McKie for 8 yards (tackle by Akin Ayodele),2.460,2.990
4,8:48,2,2,JAX 39,3,22,Chad Hutchinson pass complete to Anthony Thomas for 8 yards (tackle by Akin Ayodele),2.990,3.510
4,8:23,1,10,JAX 31,3,22,Chad Hutchinson pass incomplete intended for David Terrell is intercepted by Donovin Darius at JAX-1 and returned for 20 yards (tackle by Terrence Metcalf),3.510,-0.340
4,8:10,1,10,JAX 21,3,22,Fred Taylor right tackle for no gain (tackle by Lance Briggs and Brian Urlacher),0.340,-0.200
4,7:31,2,10,JAX 21,3,22,Byron Leftwich pass incomplete intended for Reggie Williams,-0.200,-0.890
4,7:26,3,10,JAX 21,3,22,Fred Taylor up the middle for 1 yard (tackle by Michael Haynes and Jerry Azumah),-0.890,-1.900
4,6:46,4,9,JAX 22,3,22,"Chris Hanson punts 45 yards, returned by R.W. McQuarters for 18 yards (tackle by Daryl Smith). Penalty on Charles Tillman: Unnecessary Roughness, 15 yards",-1.900,-1.330
4,6:33,1,10,CHI 36,3,22,Chad Hutchinson pass incomplete intended for David Terrell,1.330,0.790
4,6:28,2,10,CHI 36,3,22,Chad Hutchinson pass complete to Anthony Thomas for 11 yards (tackle by Marcus Stroud),0.790,2.060
4,6:04,1,10,CHI 47,3,22,Chad Hutchinson pass complete to Justin Gage for 7 yards (tackle by Kiwaukee Thomas),2.060,2.460
4,5:53,2,3,JAX 46,3,22,Chad Hutchinson pass incomplete intended for David Terrell,2.460,1.750
4,5:48,3,3,JAX 46,3,22,Chad Hutchinson pass complete to David Terrell for 8 yards (tackle by Rashean Mathis),1.750,3.050
4,5:29,1,10,JAX 38,3,22,"Chad Hutchinson pass incomplete intended for David Terrell. Penalty on Bobby McCray: Defensive Offside, 5 yards (no play)",3.050,3.780
4,5:23,1,5,JAX 33,3,22,"Chad Hutchinson sacked by Greg Favors and Elton Patterson for -3 yards. Chad Hutchinson fumbles (forced by Greg Favors), recovered by Elton Patterson at JAX-37 (tackle by Olin Kreutz)",3.780,-1.400
4,5:14,1,10,JAX 37,3,22,Byron Leftwich pass complete to Troy Edwards for 5 yards (tackle by Charles Tillman),1.400,1.530
4,4:29,2,5,JAX 42,3,22,Fred Taylor right tackle for 1 yard (tackle by Lance Briggs),1.530,0.960
4,3:45,3,4,JAX 43,3,22,Byron Leftwich up the middle for 6 yards (tackle by Michael Green),0.960,2.190
4,3:00,1,10,JAX 49,3,22,Greg Jones left tackle for 3 yards (tackle by Michael Green and Michael Haynes),2.190,2.050
4,2:15,2,7,CHI 48,3,22,Greg Jones left tackle for -4 yards (tackle by Tommie Harris),2.050,0.830
4,2:00,3,11,JAX 48,3,22,"Byron Leftwich pass complete to Troy Edwards for 2 yards (tackle by Nathan Vasher). Penalty on Alex Brown: Defensive Offside (Offsetting), Penalty on Bob Whitfield: Offensive Holding (Offsetting) (no play)",0.830,0.830
4,1:54,3,11,JAX 48,3,22,Byron Leftwich pass incomplete intended for Reggie Williams is intercepted by Nathan Vasher at CHI-47 and returned for 38 yards (tackle by Byron Leftwich). Penalty on Cortez Hankton: Offensive Pass Interference (Declined),0.830,-4.580
4,1:45,1,10,JAX 15,3,22,Chad Hutchinson pass incomplete intended for Dustin Lyman (defended by Akin Ayodele),4.580,3.950
4,1:42,2,10,JAX 15,3,22,Chad Hutchinson pass incomplete intended for David Terrell,3.950,3.100
4,1:37,3,10,JAX 15,3,22,Chad Hutchinson sacked by Mike Peterson for -3 yards,3.100,2.250
4,0:51,4,13,JAX 18,3,22,Chad Hutchinson pass incomplete intended for Jason McKie,2.250,-0.040
4,0:44,1,10,JAX 18,3,22,Byron Leftwich for -1 yards,0.040,-0.650
4,0:04,2,11,JAX 17,3,22,Byron Leftwich for -1 yards,-0.650,-1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
