0,1
Game Info,Game Info
Won Toss,Bears
Roof,outdoors
Surface,grass
Duration,3:14
Attendance,67572
Weather,"53 degrees, relative humidity 0%, wind 15 mph"
Vegas Line,Jacksonville Jaguars -7.0
Over/Under,34.0 (under)
