Quarter,Time,Tm,Detail,KAN,DEN
1.0,9:06,Broncos,Royce Freeman 1 yard rush (run failed),0,6
,4:10,Chiefs,Mecole Hardman 21 yard pass from Patrick Mahomes (Harrison Butker kick),7,6
,1:00,Chiefs,Harrison Butker 33 yard field goal,10,6
2.0,8:01,Chiefs,Harrison Butker 20 yard field goal,13,6
,7:10,Chiefs,Reggie Ragland 5 yard fumble return (Harrison Butker kick),20,6
3.0,4:20,Chiefs,Tyreek Hill 57 yard pass from Matt Moore (Harrison Butker kick),27,6
4.0,5:04,Chiefs,Harrison Butker 39 yard field goal,30,6
