Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, returned by Jojo Natson for 15 yards (tackle by Geno Stone)",,
1,14:50,1,10,CLE 15,0,0,Baker Mayfield pass complete short right to Jarvis Landry for 11 yards (tackle by Patrick Queen),,
1,14:11,1,10,CLE 26,0,0,Nick Chubb right guard for -3 yards (tackle by Patrick Queen),,
1,13:45,2,13,CLE 23,0,0,Baker Mayfield pass complete short left to Harrison Bryant for 9 yards (tackle by Marlon Humphrey and Tyus Bowser),,
1,13:04,3,4,CLE 32,0,0,Baker Mayfield pass complete deep right to Jarvis Landry for 36 yards (tackle by Brandon Stephens),,
1,12:38,1,10,BAL 32,0,0,Baker Mayfield pass incomplete deep middle intended for Donovan Peoples-Jones (defended by Chuck Clark),,
1,12:32,2,10,BAL 32,0,0,Nick Chubb left tackle for 4 yards (tackle by Odafe Oweh),,
1,11:49,3,6,BAL 28,0,0,Baker Mayfield pass incomplete deep left intended for Donovan Peoples-Jones,,
1,11:45,4,6,BAL 28,0,0,Chase McLaughlin 46 yard field goal no good,,
1,11:41,1,10,BAL 36,0,0,Lamar Jackson pass complete short right to Rashod Bateman for 8 yards (tackle by Anthony Walker),,
1,11:06,2,2,BAL 44,0,0,Devonta Freeman left guard for 1 yard (tackle by Anthony Walker),,
1,10:34,3,1,BAL 45,0,0,Latavius Murray left guard for 2 yards (tackle by Myles Garrett and Anthony Walker),,
1,9:54,1,10,BAL 47,0,0,Lamar Jackson sacked by Myles Garrett for -6 yards,,
1,9:09,2,16,BAL 41,0,0,Lamar Jackson up the middle for 4 yards (tackle by John Johnson and Jeremiah Owusu-Koramoah),,
1,8:34,3,12,BAL 45,0,0,Lamar Jackson pass complete short middle to Devin Duvernay for 2 yards (tackle by Greg Newsome),,
1,8:03,4,10,BAL 47,0,0,"Sam Koch punts 53 yards, touchback.",,
1,7:56,1,10,CLE 20,0,0,Baker Mayfield scrambles left end for 1 yard (tackle by Patrick Queen),,
1,7:22,2,9,CLE 21,0,0,Nick Chubb right guard for 2 yards (tackle by Patrick Queen),,
1,6:38,3,7,CLE 23,0,0,Baker Mayfield pass complete short right to Ja'Marcus Bradley for 10 yards (tackle by Marlon Humphrey and Geno Stone),,
1,6:10,1,10,CLE 33,0,0,Baker Mayfield pass complete short middle to Harrison Bryant for no gain (tackle by Patrick Queen),,
1,5:42,2,10,CLE 33,0,0,Baker Mayfield pass incomplete short right intended for Nick Chubb,,
1,5:35,3,10,CLE 33,0,0,"Baker Mayfield pass incomplete intended for Donovan Peoples-Jones. Penalty on Marlon Humphrey: Defensive Pass Interference, 14 yards (accepted) (no play)",,
1,5:30,1,10,CLE 47,0,0,"Nick Chubb for no gain. Penalty on Donovan Peoples-Jones: Illegal Formation, 5 yards (accepted) (no play)",,
1,5:01,1,15,CLE 42,0,0,Baker Mayfield pass incomplete short left intended for Nick Chubb,,
1,4:58,2,15,CLE 42,0,0,Baker Mayfield pass complete short middle to Jarvis Landry for -1 yards (tackle by Josh Bynes),,
1,4:19,3,16,CLE 41,0,0,Baker Mayfield pass incomplete intended for Austin Hooper (defended by Chuck Clark),,
1,4:12,4,16,CLE 41,0,0,"Jamie Gillan punts 47 yards, returned by Devin Duvernay for 13 yards (tackle by Mack Wilson)",,
1,4:02,1,10,BAL 25,0,0,Devonta Freeman right guard for 1 yard (tackle by Jeremiah Owusu-Koramoah and Malik McDowell),,
1,3:23,2,9,BAL 26,0,0,Lamar Jackson pass incomplete short left intended for Ty'Son Williams,,
1,3:19,3,9,BAL 26,0,0,Lamar Jackson pass complete short middle to Marquise Brown for 7 yards (tackle by Ronnie Harrison),,
1,3:11,,,,,,Timeout #1 by Cleveland Browns,,
1,3:11,4,2,BAL 33,0,0,"Penalty on CLE: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",,
1,3:11,1,10,BAL 38,0,0,Devonta Freeman right end for 1 yard (tackle by Grant Delpit and Jeremiah Owusu-Koramoah),,
1,2:26,2,9,BAL 39,0,0,"Lamar Jackson scrambles left end for 6 yards (tackle by Sione Takitaki). Penalty on Malik McDowell: Unnecessary Roughness / Defense, 15 yards (accepted)",,
1,1:59,1,10,CLE 40,0,0,Ty'Son Williams right guard for 1 yard (tackle by Anthony Walker and Sheldon Day),,
1,1:18,2,9,CLE 39,0,0,Lamar Jackson pass incomplete deep right intended for Marquise Brown,,
1,1:12,3,9,CLE 39,0,0,Lamar Jackson pass complete short middle to Rashod Bateman for 5 yards (tackle by Greg Newsome),,
1,0:29,4,4,CLE 34,0,3,Justin Tucker 52 yard field goal good,,
1,0:24,,,BAL 35,0,3,"Justin Tucker kicks off 65 yards, touchback.. Penalty on Mack Wilson: Illegal Formation, 5 yards (declined)",,
1,0:24,1,10,CLE 25,0,3,Kareem Hunt left end for 7 yards (tackle by Brandon Stephens),,
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,CLE 32,0,3,Kareem Hunt right tackle for 2 yards (tackle by Justin Madubuike),,
2,14:24,3,1,CLE 34,0,3,Kareem Hunt up the middle for 2 yards (tackle by Patrick Queen and Broderick Washington),,
2,13:40,1,10,CLE 36,0,3,Kareem Hunt right end for -1 yards (tackle by Justin Madubuike and Kristian Welch),,
2,12:58,2,11,CLE 35,0,3,Baker Mayfield pass incomplete short left,,
2,12:51,3,11,CLE 35,0,3,Baker Mayfield pass incomplete short right,,
2,12:46,4,11,CLE 35,0,3,"Jamie Gillan punts 52 yards, returned by Devin Duvernay for 22 yards (tackle by Jamie Gillan)",,
2,12:34,1,10,BAL 35,0,3,Lamar Jackson right end for no gain (tackle by Jeremiah Owusu-Koramoah),,
2,11:55,2,10,BAL 35,0,3,Lamar Jackson pass complete short left to Marquise Brown for 6 yards (tackle by Ronnie Harrison),,
2,11:17,3,4,BAL 41,0,3,Lamar Jackson up the middle for 3 yards (tackle by Takkarist McKinley),,
2,10:51,4,1,BAL 44,0,3,Lamar Jackson left guard for 1 yard (tackle by Myles Garrett and Jeremiah Owusu-Koramoah),,
2,10:16,1,10,BAL 45,0,3,Lamar Jackson pass complete short right to Mark Andrews for 9 yards (tackle by Jeremiah Owusu-Koramoah),,
2,9:46,2,1,CLE 46,0,3,Latavius Murray left guard for 4 yards (tackle by Ronnie Harrison),,
2,9:10,1,10,CLE 42,0,3,Latavius Murray right tackle for no gain (tackle by Jadeveon Clowney),,
2,8:28,2,10,CLE 42,0,3,Lamar Jackson left end for 13 yards (tackle by Anthony Walker and Ronnie Harrison),,
2,7:42,1,10,CLE 29,0,3,Lamar Jackson pass incomplete deep right intended for Mark Andrews,,
2,7:36,2,10,CLE 29,0,3,Lamar Jackson right end for 9 yards (tackle by Anthony Walker and John Johnson),,
2,6:55,3,1,CLE 20,0,3,Devonta Freeman left guard for 5 yards (tackle by Ronnie Harrison),,
2,6:23,1,10,CLE 15,0,3,Lamar Jackson pass complete short middle to Devonta Freeman for 8 yards (tackle by Jadeveon Clowney),,
2,5:59,2,2,CLE 7,0,3,Devonta Freeman right guard for 4 yards (tackle by John Johnson),,
2,5:17,1,3,CLE 3,0,3,Devonta Freeman right tackle for 2 yards (tackle by Anthony Walker and Malik Jackson),,
2,4:37,2,1,CLE 1,0,3,Latavius Murray right guard for no gain (tackle by Myles Garrett and Malik Jackson),,
2,3:59,3,1,CLE 1,0,3,Lamar Jackson pass incomplete short left intended for Patrick Ricard (defended by Myles Garrett),,
2,3:56,4,1,CLE 1,0,3,"Penalty on Kevin Zeitler: False Start, 5 yards (accepted) (no play)",,
2,3:56,4,6,CLE 6,0,6,Justin Tucker 25 yard field goal good,,
2,3:53,,,BAL 35,0,6,"Justin Tucker kicks off 65 yards, touchback.",,
2,3:53,1,10,CLE 25,0,6,Baker Mayfield pass complete deep left to Harrison Bryant for 41 yards (tackle by Marlon Humphrey and Brandon Stephens),,
2,3:14,1,10,BAL 34,0,6,"Jarvis Landry sacked by Odafe Oweh for -1 yards. Jarvis Landry fumbles (forced by Odafe Oweh), recovered by Patrick Queen at BAL-35 (tackle by Odafe Oweh)",,
2,3:04,1,10,BAL 35,0,6,Lamar Jackson pass complete short left to Rashod Bateman for 13 yards (tackle by Ronnie Harrison),,
2,2:40,1,10,BAL 48,0,6,Lamar Jackson pass short middle intended for Mark Andrews is intercepted by Denzel Ward at CLE-43 and returned for 4 yards (tackle by Mark Andrews and Kevin Zeitler),,
2,2:29,1,10,CLE 47,0,6,Baker Mayfield pass complete short left to Jarvis Landry for 11 yards (tackle by Marlon Humphrey),,
2,2:13,1,10,BAL 42,0,6,Baker Mayfield pass complete short left to Nick Chubb for 7 yards (tackle by Marlon Humphrey),,
2,2:00,2,3,BAL 35,0,6,Baker Mayfield pass complete short left to Donovan Peoples-Jones for 4 yards (tackle by Tavon Young),,
2,1:56,1,10,BAL 31,0,6,Nick Chubb left end for 3 yards (tackle by Brandon Stephens and Justin Madubuike),,
2,1:16,2,7,BAL 28,0,6,Baker Mayfield pass incomplete deep left intended for David Njoku (defended by Marlon Humphrey),,
2,1:11,3,7,BAL 28,0,6,Baker Mayfield pass incomplete short middle intended for David Njoku (defended by Brandon Stephens),,
2,1:07,4,7,BAL 28,3,6,Chase McLaughlin 46 yard field goal good,,
2,1:02,,,CLE 35,3,6,"Chase McLaughlin kicks off 65 yards, touchback.",,
2,1:02,1,10,BAL 25,3,6,Lamar Jackson pass short middle intended for Mark Andrews is intercepted by Grant Delpit at BAL-33 and returned for 5 yards (tackle by Mark Andrews),,
2,0:56,1,10,BAL 28,3,6,Baker Mayfield pass incomplete short right intended for Donovan Peoples-Jones,,
2,0:53,2,10,BAL 28,3,6,"Baker Mayfield sacked by. Baker Mayfield fumbles, recovered by Odafe Oweh at BAL-49",,
2,0:45,1,10,BAL 49,3,6,Lamar Jackson pass complete short left to Sammy Watkins for 8 yards,,
2,0:40,2,2,CLE 43,3,6,Lamar Jackson right end for 5 yards (tackle by Ronnie Harrison),,
2,0:36,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:36,1,10,CLE 38,3,6,Lamar Jackson pass complete short right to Marquise Brown for 8 yards,,
2,0:32,2,2,CLE 30,3,6,"Lamar Jackson pass incomplete intended for Devin Duvernay. Penalty on Alejandro Villanueva: Offensive Holding, 10 yards (accepted) (no play)",,
2,0:25,2,12,CLE 40,3,6,Lamar Jackson pass short right intended for Mark Andrews is intercepted by Ronnie Harrison at CLE-33 and returned for no gain (tackle by Mark Andrews),,
2,0:21,1,10,CLE 33,3,6,Baker Mayfield pass incomplete short middle intended for Kareem Hunt (defended by Justin Madubuike),,
2,0:16,2,10,CLE 33,3,6,Baker Mayfield pass incomplete short left intended for Jarvis Landry,,
2,0:12,3,10,CLE 33,3,6,Kareem Hunt right guard for 4 yards (tackle by Tyus Bowser and Chris Board),,
2,0:09,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:09,4,6,CLE 37,3,6,Jamie Gillan punts 33 yards out of bounds,,
2,0:01,1,10,BAL 30,3,6,Lamar Jackson kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,3,6,"Chase McLaughlin kicks off 65 yards, touchback.",,
3,15:00,1,10,BAL 25,3,6,"Latavius Murray left tackle for 1 yard (tackle by Jadeveon Clowney and Ronnie Harrison). Penalty on Jordan Elliott: Defensive Holding, 5 yards (accepted)",,
3,14:40,1,10,BAL 31,3,6,Lamar Jackson pass complete short right to Mark Andrews for 4 yards (tackle by Ronnie Harrison),,
3,14:08,2,6,BAL 35,3,6,Devonta Freeman left guard for no gain (tackle by Ronnie Harrison),,
3,13:26,3,6,BAL 35,3,6,Lamar Jackson pass complete short right to Marquise Brown for 7 yards (tackle by Ronnie Harrison and Takkarist McKinley),,
3,12:54,1,10,BAL 42,3,6,Devonta Freeman left guard for 4 yards (tackle by Takkarist McKinley and Jeremiah Owusu-Koramoah),,
3,12:14,2,6,BAL 46,3,6,Lamar Jackson scrambles right end for 2 yards (tackle by Anthony Walker),,
3,11:34,3,4,BAL 48,3,6,"Lamar Jackson pass complete deep right to Mark Andrews for 39 yards (tackle by Ronnie Harrison). Penalty on Ronnie Harrison: Defensive Pass Interference, 39 yards (declined)",,
3,11:19,1,10,CLE 13,3,6,Latavius Murray right tackle for 4 yards (tackle by Porter Gustin and John Johnson),,
3,10:39,2,6,CLE 9,3,6,Lamar Jackson sacked by and Jeremiah Owusu-Koramoah for -4 yards and Jordan Elliott for -4 yards,,
3,9:56,,,,,,Timeout #1 by Cleveland Browns,,
3,9:56,3,10,CLE 13,3,12,"Lamar Jackson pass complete short middle to Mark Andrews for 13 yards, touchdown",,
3,9:48,,,CLE 15,3,13,Justin Tucker kicks extra point good,,
3,9:48,,,BAL 35,3,13,"Justin Tucker kicks off 65 yards, touchback.",,
3,9:48,1,10,CLE 25,3,13,Baker Mayfield pass complete short left to Nick Chubb for 16 yards (tackle by Marlon Humphrey),,
3,9:29,1,10,CLE 41,3,13,Baker Mayfield pass complete short middle to Donovan Peoples-Jones for 6 yards (tackle by Marlon Humphrey),,
