Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Davante Adams,GNB,12,10,166,0,5,115,11.5,51,5.1,16.3,0,,0,0.0,0,118.7
Aaron Jones,GNB,6,5,63,1,3,9,1.8,54,10.8,1.8,1,5.0,1,16.7,0,150.0
Lance Kendricks,GNB,2,2,12,0,,6,3.0,6,3.0,3.0,0,,0,0.0,0,91.7
Jimmy Graham,GNB,1,1,13,0,1,0,0.0,13,13.0,0.0,0,,0,0.0,0,118.7
Equanimeous St. Brown,GNB,4,1,16,0,1,12,12.0,4,4.0,13.0,0,,1,25.0,0,43.7
Robert Tonyan,GNB,1,1,54,1,1,53,53.0,1,1.0,53.0,0,,0,0.0,0,158.3
Marquez Valdes-Scantling,GNB,3,1,8,0,,3,3.0,5,5.0,5.3,0,,0,0.0,0,42.4
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Doug Baldwin,SEA,10,7,52,1,3,43,6.1,9,1.3,9.1,0,,1,10.0,0,115.4
Tyler Lockett,SEA,5,5,71,0,3,65,13.0,6,1.2,13.0,0,,0,0.0,0,118.7
David Moore,SEA,8,4,57,0,3,42,10.5,15,3.8,16.8,0,,1,12.5,0,73.4
Mike Davis,SEA,2,2,24,0,1,8,4.0,16,8.0,4.0,0,,0,0.0,0,116.7
Ed Dickson,SEA,1,1,15,1,1,9,9.0,6,6.0,9.0,0,,0,0.0,0,158.3
Nick Vannett,SEA,2,1,17,0,1,0,0.0,17,17.0,1.5,0,,0,0.0,0,79.2
Russell Wilson,SEA,1,1,-11,0,0,-10,-10.0,-1,-1.0,-10.0,0,,0,0.0,0,79.2
