Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
1,3:59,3,2,GNB 43,7,3,Aaron Rodgers left end for 3 yards (tackle by Bobby Wagner),1.090,1.990
1,3:28,1,10,GNB 46,7,3,Aaron Rodgers pass incomplete short right,1.990,1.450
1,3:21,2,10,GNB 46,13,3,"Aaron Rodgers pass complete deep right to Robert Tonyan for 54 yards, touchdown",1.450,7.000
1,3:10,,,SEA 15,14,3,Mason Crosby kicks extra point good,0.000,0.000
1,3:10,,,GNB 35,14,3,"Mason Crosby kicks off 60 yards, returned by Tyler Lockett for no gain (tackle by Raven Greene)",0.000,1.070
1,3:04,1,10,SEA 32,14,3,Rashaad Penny up the middle for -3 yards (tackle by Kenny Clark),1.070,0.120
1,2:24,2,13,SEA 29,14,3,Russell Wilson pass incomplete deep right intended for Doug Baldwin (defended by Bashaud Breeland),0.120,-0.560
1,2:19,3,13,SEA 29,14,3,Russell Wilson pass complete short right to David Moore for 6 yards (tackle by Antonio Morrison),-0.560,-1.040
1,1:45,4,7,SEA 35,14,3,"Michael Dickson punts 54 yards, returned by Trevor Davis for 15 yards (tackle by Ed Dickson)",-1.040,-0.670
1,1:34,1,10,GNB 26,14,3,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,0.670,0.130
1,1:30,2,10,GNB 26,14,3,Jamaal Williams up the middle for 5 yards (tackle by Bobby Wagner and Rasheem Green),0.130,0.100
1,0:46,3,5,GNB 31,14,3,Aaron Rodgers pass incomplete deep middle,0.100,-1.310
1,0:41,4,5,GNB 31,14,3,"JK Scott punts 46 yards, fair catch by Tyler Lockett at SEA-23",-1.310,-0.480
1,0:34,1,10,SEA 23,14,3,Chris Carson right tackle for 15 yards (tackle by Josh Jones),0.480,1.470
Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 38,14,3,"Penalty on D.J. Fluker: False Start, 5 yards (no play)",1.470,1.140
2,15:00,1,15,SEA 33,14,3,Russell Wilson pass complete short left to Doug Baldwin for 14 yards (tackle by Tramon Williams),1.140,2.140
2,14:25,2,1,SEA 47,14,3,Russell Wilson pass complete short right to Doug Baldwin for no gain (tackle by Jaire Alexander),2.140,1.420
2,13:46,3,1,SEA 47,14,3,Chris Carson left guard for 5 yards (tackle by Reggie Gilbert),1.420,2.390
2,13:12,1,10,GNB 48,14,3,Chris Carson left tackle for 2 yards (tackle by Kyler Fackrell),2.390,2.120
2,12:35,2,8,GNB 46,14,3,Russell Wilson pass complete short left to Tyler Lockett for 13 yards (tackle by Jaire Alexander),2.120,3.380
2,11:56,1,10,GNB 33,14,3,Rashaad Penny right tackle for 7 yards (tackle by Jaire Alexander),3.380,3.780
2,11:12,2,3,GNB 26,14,3,Russell Wilson pass complete short right to Doug Baldwin for 6 yards (tackle by Jaire Alexander),3.780,4.240
2,10:36,1,10,GNB 20,14,3,Rashaad Penny up the middle for 12 yards (tackle by Tramon Williams and Raven Greene),4.240,5.370
2,9:59,1,8,GNB 8,14,3,Rashaad Penny right tackle for no gain (tackle by Josh Jones and Blake Martinez),5.370,4.570
2,9:37,2,8,GNB 8,14,3,"Russell Wilson pass complete short right to Doug Baldwin for 4 yards (tackle by Bashaud Breeland). Penalty on Bashaud Breeland: Face Mask (15 Yards), 2 yards",4.570,6.740
2,9:09,1,2,GNB 2,14,3,"Penalty on George Fant: False Start, 5 yards (no play)",6.740,5.600
2,8:49,1,7,GNB 7,14,3,Chris Carson left tackle for 1 yard (tackle by Reggie Gilbert),5.600,4.950
2,8:12,,,,,,Timeout #1 by Seattle Seahawks,,
2,8:12,2,6,GNB 6,14,3,Russell Wilson pass incomplete short right intended for Doug Baldwin,4.950,4.040
2,8:07,3,6,GNB 6,14,9,"Russell Wilson pass complete short left to Doug Baldwin for 6 yards, touchdown",4.040,7.000
2,8:03,,,GNB 15,14,10,Sebastian Janikowski kicks extra point good,0.000,0.000
2,8:03,,,SEA 35,14,10,"Sebastian Janikowski kicks off 65 yards, returned by Trevor Davis for no gain (tackle by Tedric Thompson). Penalty on Korey Toomer: Offensive Holding, 10 yards",0.000,-0.380
2,7:56,1,10,GNB 10,14,10,Aaron Rodgers pass complete short left to Davante Adams for 6 yards (tackle by Justin Coleman),-0.380,-0.230
2,7:27,2,4,GNB 16,14,10,Aaron Jones right tackle for 5 yards (tackle by Shaquill Griffin),-0.230,0.340
2,6:45,1,10,GNB 21,14,10,Aaron Jones up the middle for 3 yards (tackle by Bobby Wagner),0.340,0.210
2,6:03,2,7,GNB 24,14,10,Aaron Jones right tackle for 3 yards (tackle by Shamar Stephen and Austin Calitro),0.210,-0.100
2,5:24,3,4,GNB 27,14,10,Aaron Rodgers sacked by Frank Clark for -4 yards,-0.100,-1.830
2,4:54,4,8,GNB 23,14,10,"JK Scott punts 47 yards, fair catch by Tyler Lockett at SEA-30",-1.830,-0.940
2,4:47,1,10,SEA 30,14,10,"Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Raven Greene). Penalty on Raven Greene: Defensive Pass Interference, 48 yards (no play)",0.940,4.110
2,4:38,1,10,GNB 22,14,10,Chris Carson right guard for 4 yards (tackle by Reggie Gilbert and Kenny Clark),4.110,4.130
2,4:04,2,6,GNB 18,14,10,Russell Wilson pass complete short left to Nick Vannett for 17 yards (tackle by Tramon Williams),4.130,6.970
2,3:25,1,1,GNB 1,14,16,"Chris Carson right guard for 1 yard, touchdown",6.970,7.000
2,3:22,,,GNB 15,14,17,Sebastian Janikowski kicks extra point good,0.000,0.000
2,3:22,,,SEA 35,14,17,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
2,3:22,1,10,GNB 25,14,17,Aaron Rodgers pass complete short right to Aaron Jones for 15 yards (tackle by Austin Calitro and Justin Coleman),0.610,1.600
2,2:35,1,10,GNB 40,14,17,Aaron Rodgers pass complete short left to Aaron Jones for 22 yards (tackle by Justin Coleman and Tre Flowers),1.600,3.050
2,2:00,1,10,SEA 38,14,17,Aaron Rodgers pass complete short right to Davante Adams for 11 yards (tackle by Shaquill Griffin),3.050,3.780
2,1:27,1,10,SEA 27,14,17,Aaron Rodgers pass complete short right to Lance Kendricks for 3 yards (tackle by Bradley McDougald),3.780,3.640
2,0:51,2,7,SEA 24,20,17,"Aaron Rodgers pass complete deep right to Aaron Jones for 24 yards, touchdown",3.640,7.000
2,0:44,,,SEA 15,21,17,Mason Crosby kicks extra point good,0.000,0.000
2,0:44,,,GNB 35,21,17,"Mason Crosby kicks off 68 yards, returned by Tyler Lockett for no gain (tackle by Trevor Davis)",0.000,-0.060
2,0:39,1,10,SEA 17,21,17,Russell Wilson pass complete deep left to David Moore for 17 yards,-0.060,1.200
2,0:33,1,10,SEA 34,21,17,Russell Wilson pass complete short middle to Mike Davis for 9 yards (tackle by Josh Jones),1.200,1.870
2,0:28,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:28,2,1,SEA 43,21,17,Russell Wilson sacked by Kyler Fackrell for -7 yards,1.870,0.230
2,0:21,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:21,3,8,SEA 36,21,17,"Russell Wilson up the middle for no gain Russell Wilson pass incomplete short left intended for Nick Vannett. Penalty on Russell Wilson: Illegal Forward Pass, 5 yards",0.230,-0.520
2,0:02,,,,,,Timeout #2 by Green Bay Packers,,
2,0:02,4,1,SEA 43,21,17,Russell Wilson pass complete short middle to Mike Davis for 15 yards (tackle by Tony Brown),-0.520,2.790
Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,21,17,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,GNB 25,21,17,Aaron Jones right tackle for 2 yards (tackle by Branden Jackson),0.610,0.330
3,14:20,2,8,GNB 27,21,17,Aaron Rodgers pass complete short left to Davante Adams for 4 yards (tackle by Bobby Wagner),0.330,0.170
3,13:58,3,4,GNB 31,21,17,Aaron Rodgers pass complete short left to Davante Adams for 18 yards (tackle by Tre Flowers) Penalty on SEA: Defensive Too Many Men on Field (Declined),0.170,2.190
3,13:26,1,10,GNB 49,21,17,"Aaron Jones left tackle for no gain (tackle by Shamar Stephen) Penalty on GNB: Illegal Block Above the Waist, 10 yards (no play)",2.190,1.530
3,13:00,1,20,GNB 39,21,17,Aaron Rodgers pass complete short left to Davante Adams for 2 yards (tackle by Bradley McDougald),1.530,0.570
3,12:31,2,18,GNB 41,21,17,Aaron Rodgers pass complete short middle to Davante Adams for 11 yards (tackle by Bobby Wagner),0.570,1.360
3,11:47,3,7,SEA 48,21,17,Aaron Rodgers pass incomplete deep left intended for Davante Adams,1.360,0.070
3,11:42,4,7,SEA 48,21,17,"JK Scott punts 38 yards, fair catch by Tyler Lockett at SEA-10",0.070,0.380
3,11:34,1,10,SEA 10,21,17,Chris Carson up the middle for 6 yards (tackle by Dean Lowry and Antonio Morrison),-0.380,-0.230
3,11:01,2,4,SEA 16,21,17,Chris Carson right tackle for 2 yards (tackle by Blake Martinez and Josh Jones),-0.230,-0.480
3,10:36,3,2,SEA 18,21,17,Russell Wilson pass complete short middle to Russell Wilson for -11 yards (tackle by Clay Matthews),-0.480,-2.490
3,9:52,4,13,SEA 7,21,17,"Michael Dickson punts 38 yards out of bounds. Penalty on Will Redmond: Offensive Holding, 10 yards",-2.490,-1.930
3,9:50,1,10,GNB 45,21,17,Aaron Rodgers pass incomplete deep right intended for Davante Adams,1.930,1.380
3,9:41,2,10,GNB 45,21,17,Aaron Jones left end for no gain (tackle by Austin Calitro and Jarran Reed),1.380,0.700
3,8:57,3,10,GNB 45,21,17,Aaron Rodgers sacked by Jacob Martin for -5 yards,0.700,-0.720
3,8:21,4,15,GNB 40,21,17,"JK Scott punts 40 yards, fair catch by Tyler Lockett at SEA-20",-0.720,-0.280
3,8:13,1,10,SEA 20,21,17,Rashaad Penny right tackle for -2 yards (tackle by Kyler Fackrell),0.280,-0.630
3,7:35,2,12,SEA 18,21,17,Russell Wilson sacked by Kyler Fackrell for -2 yards,-0.630,-1.690
3,6:55,3,14,SEA 16,21,17,Russell Wilson pass incomplete deep left intended for David Moore (defended by Tony Brown),-1.690,-2.390
3,6:48,4,14,SEA 16,21,17,"Michael Dickson punts 59 yards, returned by Trevor Davis for 9 yards (tackle by Tre Madden and Barkevious Mingo)",-2.390,-1.200
3,6:36,1,10,GNB 34,21,17,Aaron Rodgers pass complete short right,1.200,2.260
3,6:03,1,10,GNB 50,21,17,Aaron Rodgers sacked by Frank Clark for no gain,2.260,1.710
3,5:15,2,10,GNB 50,21,17,Aaron Jones right end for 7 yards (tackle by Bradley McDougald and Bobby Wagner),1.710,1.950
3,4:31,,,,,,Timeout #1 by Green Bay Packers,,
3,4:31,3,3,SEA 43,21,17,Aaron Rodgers sacked by Austin Calitro and Jarran Reed for -6 yards,1.950,0.000
3,3:55,4,9,SEA 49,21,17,JK Scott punts 46 yards downed by Tony Brown,0.000,0.380
3,3:44,1,10,SEA 3,21,17,Chris Carson up the middle for 3 yards (tackle by Antonio Morrison and Kyler Fackrell),-0.380,-0.560
3,3:02,2,7,SEA 6,21,17,Russell Wilson pass incomplete short left,-0.560,-1.070
3,2:53,3,7,SEA 6,21,17,"Russell Wilson pass complete deep left to David Moore for 27 yards (tackle by Tony Brown). David Moore fumbles, ball out of bounds at SEA-33 (forced by Tony Brown)",-1.070,1.140
3,2:26,1,10,SEA 33,21,17,Chris Carson right tackle for 4 yards (tackle by Dean Lowry),1.140,1.130
3,1:46,2,6,SEA 37,21,17,Russell Wilson pass complete short left to David Moore for 7 yards (tackle by Tony Brown),1.130,1.860
3,1:05,1,10,SEA 44,21,17,Russell Wilson pass complete short right to Doug Baldwin for 16 yards (tackle by Jaire Alexander),1.860,2.920
3,0:26,1,10,GNB 40,21,17,Chris Carson up the middle for 6 yards (tackle by Josh Jones),2.920,3.180
Quarter,Time,Down,ToGo,Location,GNB,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,GNB 34,21,17,Chris Carson right guard for 3 yards (tackle by Blake Martinez),3.180,2.870
4,14:21,3,1,GNB 31,21,17,Chris Carson right guard for 12 yards (tackle by Clay Matthews and Tramon Williams),2.870,4.310
4,13:41,1,10,GNB 19,21,17,Russell Wilson sacked by Kyler Fackrell for -11 yards,4.310,2.280
4,13:00,2,21,GNB 30,21,17,Russell Wilson pass incomplete deep left intended for David Moore,2.280,1.620
4,12:54,3,21,GNB 30,21,17,"Penalty on Justin Britt: False Start, 5 yards (no play)",1.620,0.960
4,12:54,3,26,GNB 35,21,17,Mike Davis right end for 10 yards (tackle by Ibraheim Campbell),0.960,1.800
4,12:18,4,16,GNB 25,21,20,Sebastian Janikowski 43 yard field goal good,1.800,3.000
4,12:14,,,SEA 35,21,20,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
4,12:14,1,10,GNB 25,21,20,Aaron Rodgers pass complete short right to Aaron Jones for 1 yard (tackle by Justin Coleman),0.610,0.200
4,11:26,2,9,GNB 26,21,20,Aaron Rodgers pass incomplete short right,0.200,-0.490
4,11:23,3,9,GNB 26,21,20,Aaron Rodgers pass complete deep right to Davante Adams for 57 yards (tackle by Shaquill Griffin),-0.490,4.440
4,10:31,,,,,,Timeout #2 by Green Bay Packers,,
4,10:31,1,10,SEA 17,21,20,Aaron Rodgers pass complete short left to Aaron Jones for 1 yard (tackle by Frank Clark and Bobby Wagner),4.440,4.000
4,9:42,2,9,SEA 16,21,20,Aaron Jones right end for 4 yards (tackle by Shaquill Griffin),4.000,3.880
4,9:03,3,5,SEA 12,21,20,Aaron Rodgers sacked by Rasheem Green for -6 yards,3.880,2.250
4,8:27,4,11,SEA 18,24,20,Mason Crosby 36 yard field goal good,2.250,3.000
4,8:23,,,GNB 35,24,20,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,8:23,1,10,SEA 25,24,20,Rashaad Penny up the middle for 1 yard (tackle by Kenny Clark and Clay Matthews),0.610,0.200
4,7:46,2,9,SEA 26,24,20,Russell Wilson pass complete short left to Doug Baldwin for 6 yards (tackle by Ibraheim Campbell),0.200,0.300
4,7:08,3,3,SEA 32,24,20,Russell Wilson pass complete short left to Tyler Lockett for 18 yards (tackle by Tramon Williams),0.300,2.260
4,6:41,1,10,SEA 50,24,20,Russell Wilson pass complete deep left to Tyler Lockett for 34 yards (tackle by Tramon Williams),2.260,4.510
4,6:02,1,10,GNB 16,24,20,Rashaad Penny right end for 1 yard (tackle by Josh Jackson),4.510,4.050
4,5:19,2,9,GNB 15,24,20,Russell Wilson pass incomplete short left intended for David Moore,4.050,3.220
4,5:11,3,9,GNB 15,24,26,"Russell Wilson pass complete short middle to Ed Dickson for 15 yards, touchdown",3.220,7.000
4,5:08,,,GNB 15,24,27,Sebastian Janikowski kicks extra point good,0.000,0.000
4,5:08,,,SEA 35,24,27,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
4,5:08,1,10,GNB 25,24,27,Aaron Rodgers pass incomplete deep right,0.610,0.060
4,5:03,2,10,GNB 25,24,27,Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 8 yards (tackle by Austin Calitro),0.060,0.430
4,4:23,3,2,GNB 33,24,27,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,0.430,-1.180
4,4:20,4,2,GNB 33,24,27,"JK Scott punts 67 yards, touchback.",-1.180,-0.280
4,4:11,1,10,SEA 20,24,27,Mike Davis up the middle for 5 yards (tackle by Clay Matthews),0.280,0.410
4,3:28,2,5,SEA 25,24,27,Russell Wilson left end for 8 yards (tackle by Tramon Williams),0.410,1.140
4,3:18,,,,,,Timeout #3 by Green Bay Packers,,
4,3:18,1,10,SEA 33,24,27,Mike Davis up the middle for 4 yards (tackle by Blake Martinez and Antonio Morrison),1.140,1.130
4,2:34,2,6,SEA 37,24,27,Mike Davis up the middle for 7 yards (tackle by Josh Jones),1.130,1.860
4,2:00,1,10,SEA 44,24,27,Russell Wilson kneels for -1 yards,1.860,1.180
4,1:19,2,11,SEA 43,24,27,Russell Wilson kneels for -1 yards,1.180,0.370
4,0:37,3,12,SEA 42,24,27,Russell Wilson kneels for -1 yards,0.370,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
