Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
1,10:33,2,8,TEN 31,0,0,Eddie George right guard for 1 yard (tackle by Aaron Schobel and Pat Williams),0.600,0.040
1,9:49,3,7,TEN 32,0,0,Billy Volek pass complete to Drew Bennett for 12 yards,0.040,1.860
1,9:23,1,10,TEN 44,0,0,Billy Volek pass incomplete intended for Derrick Mason,1.860,1.320
1,9:18,2,10,TEN 44,0,0,Eddie George right tackle for 7 yards (tackle by Pat Williams and Lawyer Milloy),1.320,1.550
1,8:38,3,3,BUF 49,0,0,Billy Volek pass complete to Derrick Mason for 14 yards,1.550,3.250
1,8:12,1,10,BUF 35,0,0,Billy Volek pass incomplete intended for Derrick Mason,3.250,2.700
1,8:07,2,10,BUF 35,0,0,Eddie George left tackle for 13 yards (tackle by Lawyer Milloy),2.700,4.110
1,7:25,1,10,BUF 22,0,0,Eddie George right tackle for 1 yard (tackle by Pat Williams),4.110,3.700
1,6:47,2,9,BUF 21,0,0,Eddie George right tackle for 10 yards (tackle by Lawyer Milloy),3.700,4.840
1,6:08,1,10,BUF 11,0,0,Eddie George up the middle for no gain (tackle by Sam Adams),4.840,4.140
1,5:32,2,10,BUF 11,0,0,Eddie George right tackle for no gain (tackle by Pat Williams),4.140,3.130
1,4:49,3,10,BUF 11,0,0,Billy Volek pass incomplete intended for Erron Kinney,3.130,2.700
1,4:45,4,10,BUF 11,0,3,Gary Anderson 29 yard field goal good,2.700,3.000
1,,,,TEN 30,0,3,"Craig Hentrich kicks off 70 yards, returned by Antonio Brown for 25 yards (tackle by Lamont Thompson)",0.000,0.610
1,4:34,1,10,BUF 25,0,3,Travis Henry right tackle for -1 yards (tackle by Peter Sirmon and Kevin Carter),0.610,-0.070
1,3:54,2,11,BUF 24,0,3,Drew Bledsoe pass incomplete intended for Josh Reed,-0.070,-0.760
1,3:49,3,11,BUF 24,0,3,Drew Bledsoe pass incomplete intended for Bobby Shaw (defended by Lance Schulters). Penalty on Ruben Brown: Offensive Holding (Declined),-0.760,-1.770
1,3:43,4,11,BUF 24,0,3,"Brian Moorman punts 48 yards, returned by Derrick Mason for 16 yards (tackle by Terrence McGee)",-1.770,-1.860
1,3:30,1,10,TEN 44,0,3,Billy Volek left tackle for 4 yards (tackle by Lawyer Milloy),1.860,1.860
1,2:47,2,6,TEN 48,0,3,Chris Brown up the middle for 2 yards (tackle by Pat Williams),1.860,1.420
1,2:07,3,4,TEN 50,0,3,Billy Volek pass complete to Justin McCareins for 5 yards (tackle by Lawyer Milloy),1.420,2.590
1,1:35,1,10,BUF 45,0,3,Billy Volek pass complete to Derrick Mason for 8 yards (tackle by Antoine Winfield),2.590,3.120
1,1:00,2,2,BUF 37,0,3,Chris Brown left tackle for 6 yards (tackle by Lawyer Milloy and Izell Reese),3.120,3.510
1,0:30,1,10,BUF 31,0,3,Billy Volek pass incomplete intended for Frank Wycheck,3.510,2.970
1,0:26,2,10,BUF 31,0,3,Chris Brown left end for -4 yards (tackle by Sam Adams),2.970,1.750
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,14,BUF 35,0,3,Billy Volek pass complete to Erron Kinney for 14 yards (tackle by London Fletcher),1.750,4.170
2,14:11,1,10,BUF 21,0,3,Billy Volek pass incomplete intended for Robert Holcombe,4.170,3.630
2,14:05,2,10,BUF 21,0,3,Billy Volek pass incomplete intended for Justin McCareins,3.630,2.940
2,14:02,3,10,BUF 21,0,3,Billy Volek pass incomplete intended for Drew Bennett,2.940,2.060
2,13:56,4,10,BUF 21,0,6,Gary Anderson 39 yard field goal good,2.060,3.000
2,,,,TEN 30,0,6,"Craig Hentrich kicks off 49 yards, returned by Antonio Brown for 5 yards (tackle by Ken Amato)",0.000,0.670
2,13:44,1,10,BUF 26,0,6,Travis Henry right end for 15 yards (tackle by Keith Bulluck),0.670,1.660
2,13:08,1,10,BUF 41,0,6,"Drew Bledsoe pass incomplete intended for Bobby Shaw. Penalty on Samari Rolle: Defensive Pass Interference, 28 yards (no play)",1.660,3.510
2,13:04,1,10,TEN 31,0,6,Travis Henry up the middle for 19 yards (tackle by Tank Williams),3.510,4.780
2,12:25,1,10,TEN 12,0,6,Drew Bledsoe pass complete to Travis Henry for 6 yards (tackle by Jevon Kearse),4.780,5.210
2,11:44,2,4,TEN 6,0,6,Travis Henry left guard for 2 yards (tackle by Keith Bulluck and Jevon Kearse),5.210,4.840
2,11:01,3,2,TEN 4,0,6,Travis Henry right end for -5 yards (tackle by Keith Bulluck and Scott McGarrahan),4.840,2.830
2,10:20,4,7,TEN 9,3,6,Rian Lindell 27 yard field goal good,2.830,3.000
2,,,,BUF 30,3,6,"Rian Lindell kicks off 60 yards, returned by Derrick Mason for 34 yards (tackle by Angelo Crowell)",0.000,1.860
2,10:07,1,10,TEN 44,3,6,Eddie George right end for no gain (tackle by Takeo Spikes),1.860,1.320
2,9:31,2,10,TEN 44,3,6,Billy Volek pass complete to Drew Bennett for 8 yards (tackle by Lawyer Milloy),1.320,1.690
2,8:43,3,2,BUF 48,3,6,Eddie George right tackle for -1 yards (tackle by Pat Williams and Chris Kelsay),1.690,0.000
2,8:02,4,3,BUF 49,3,6,"Craig Hentrich punts 26 yards, fair catch by Nate Clements",0.000,-0.480
2,7:54,1,10,BUF 23,3,6,Drew Bledsoe pass complete to Travis Henry for 7 yards (tackle by Brad Kassell),0.480,0.880
2,7:16,2,3,BUF 30,3,6,Drew Bledsoe pass incomplete intended for Eric Moulds,0.880,0.170
2,7:12,3,3,BUF 30,3,6,Drew Bledsoe pass incomplete intended for Eric Moulds,0.170,-1.370
2,7:07,4,3,BUF 30,3,6,"Brian Moorman punts 56 yards, returned by Derrick Mason for 15 yards (tackle by Dominique Stevenson). Penalty on Darrell Hill: Illegal Block Above the Waist, 10 yards",-1.370,0.370
2,6:53,1,10,TEN 11,3,6,Eddie George left tackle for -1 yards (tackle by Jeff Posey and Pat Williams),-0.370,-0.850
2,6:10,2,11,TEN 10,3,6,Eddie George right tackle for 1 yard (tackle by Pat Williams),-0.850,-1.420
2,5:27,3,10,TEN 11,3,6,Billy Volek pass complete to Derrick Mason for 11 yards (tackle by Antoine Winfield),-1.420,0.410
2,4:45,1,10,TEN 22,3,6,Billy Volek sacked by Aaron Schobel for -9 yards,0.410,-1.430
2,4:11,2,19,TEN 13,3,6,Eddie George right end for 3 yards (tackle by Takeo Spikes),-1.430,-1.870
2,3:24,3,16,TEN 16,3,6,Billy Volek pass incomplete intended for Robert Holcombe,-1.870,-2.390
2,3:20,4,16,TEN 16,3,6,"Craig Hentrich punts 45 yards, returned by Nate Clements for 35 yards (tackle by Craig Hentrich)",-2.390,-3.840
2,3:07,1,10,TEN 26,3,6,Drew Bledsoe pass incomplete intended for Ryan Neufeld,3.840,3.300
2,2:58,2,10,TEN 26,3,6,Travis Henry right tackle for 19 yards (tackle by Carlos Hall),3.300,5.600
2,2:20,1,7,TEN 7,3,6,Travis Henry left tackle for 1 yard (tackle by Kevin Carter),5.600,4.950
2,2:00,2,6,TEN 6,9,6,"Drew Bledsoe pass complete to Bobby Shaw for 6 yards, touchdown",4.950,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,TEN 2,10,6,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,10,6,"Rian Lindell kicks off 56 yards, returned by Derrick Mason for 13 yards (tackle by Coy Wire)",0.000,0.740
2,1:46,1,10,TEN 27,10,6,Billy Volek pass complete to Erron Kinney for 6 yards (tackle by Lawyer Milloy),0.740,1.010
2,1:24,2,4,TEN 33,10,6,Billy Volek pass incomplete intended for Justin McCareins (defended by Takeo Spikes),1.010,0.300
2,1:22,3,4,TEN 33,10,6,Billy Volek pass complete to Erron Kinney for 10 yards (tackle by Lawyer Milloy),0.300,1.800
2,0:55,1,10,TEN 43,10,6,Billy Volek pass complete to Derrick Mason for 17 yards (tackle by Nate Clements),1.800,2.920
2,0:50,,,,10,6,Timeout #1 by Tennessee Titans,0.000,2.920
2,0:50,1,10,BUF 40,10,6,Billy Volek pass complete to Drew Bennett for 12 yards (tackle by Nate Clements),2.920,3.710
2,0:25,1,10,BUF 28,10,6,Billy Volek pass complete to Justin McCareins for 11 yards (tackle by Kevin Thomas),3.710,4.440
2,0:18,1,10,BUF 17,10,6,Billy Volek pass complete to Robert Holcombe for 4 yards (tackle by Lawyer Milloy),4.440,4.500
2,0:11,2,6,BUF 13,10,6,"Billy Volek pass complete to Robert Holcombe for 6 yards (tackle by Antoine Winfield). Penalty on Zach Piller: Tripping, 10 yards (no play)",4.500,3.080
2,0:04,,,,10,6,Timeout #1 by Buffalo Bills,0.000,3.080
2,0:04,2,16,BUF 23,10,6,Gary Anderson 41 yard field goal no good,3.080,0.940
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,10,6,"Rian Lindell kicks off 67 yards, returned by Derrick Mason for 21 yards (tackle by Dominique Stevenson)",0.000,0.540
3,14:51,1,10,TEN 24,10,6,Eddie George left guard for 2 yards (tackle by Takeo Spikes and Pat Williams),0.540,0.270
3,14:11,2,8,TEN 26,10,6,Eddie George right tackle for 8 yards (tackle by Antoine Winfield and Takeo Spikes),0.270,1.200
3,13:31,1,10,TEN 34,16,6,"Billy Volek sacked by Jeff Posey for -10 yards. Billy Volek fumbles (forced by Jeff Posey), recovered by Pat Williams at TEN-28 and returned for 28 yards, touchdown",1.200,-7.000
3,,,,TEN 2,17,6,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 30,17,6,"Rian Lindell kicks off 62 yards, returned by Derrick Mason for 24 yards (tackle by Coy Wire)",0.000,1.070
3,13:13,1,10,TEN 32,17,6,Eddie George left tackle for 2 yards (tackle by Takeo Spikes and Justin Bannan),1.070,0.800
3,12:45,2,8,TEN 34,17,6,Billy Volek pass complete to Justin McCareins for 19 yards (tackle by Lawyer Milloy),0.800,2.460
3,11:54,1,10,BUF 47,17,6,Billy Volek pass complete to Derrick Mason for 2 yards (tackle by Antoine Winfield),2.460,2.180
3,11:17,2,8,BUF 45,17,6,Eddie George right tackle for 8 yards (tackle by Lawyer Milloy),2.180,3.120
3,10:43,1,10,BUF 37,17,6,Billy Volek pass incomplete intended for Tyrone Calico,3.120,2.570
3,10:36,2,10,BUF 37,17,6,Eddie George up the middle for 7 yards (tackle by Nate Clements and Lawyer Milloy),2.570,2.810
3,9:52,3,3,BUF 30,17,6,Billy Volek sacked by Aaron Schobel for -8 yards,2.810,0.720
3,9:24,4,11,BUF 38,17,6,Craig Hentrich punts 36 yards,0.720,0.380
3,9:12,1,10,BUF 2,17,6,Travis Henry up the middle for no gain (tackle by Brad Kassell),-0.380,-0.780
3,8:31,2,10,BUF 2,17,6,Travis Henry left tackle for 3 yards (tackle by Rocky Boiman and Brad Kassell),-0.780,-1.070
3,7:45,3,7,BUF 5,17,6,Drew Bledsoe pass complete to Eric Moulds for 16 yards (tackle by Tank Williams),-1.070,0.340
3,7:04,1,10,BUF 21,17,6,Travis Henry right tackle for 3 yards (tackle by Lance Schulters and Juqua Parker),0.340,0.210
3,6:24,2,7,BUF 24,17,6,"Drew Bledsoe sacked by Keith Bulluck for -7 yards. Drew Bledsoe fumbles (forced by Keith Bulluck), recovered by Keith Bulluck at BUF-18",0.210,-4.370
3,6:16,1,10,BUF 18,17,6,Eddie George left tackle for 4 yards (tackle by London Fletcher),4.370,4.430
3,5:44,2,6,BUF 14,17,6,Billy Volek pass incomplete intended for Robert Holcombe,4.430,3.630
3,5:40,3,6,BUF 14,17,12,"Billy Volek pass complete to Erron Kinney for 14 yards, touchdown",3.630,7.000
3,,,,,17,14,Two Point Attempt: conversion succeeds,1.000,1.000
3,,,,TEN 30,17,14,"Craig Hentrich kicks off 47 yards, returned by Antonio Brown for 8 yards (tackle by Lamont Thompson)",0.000,1.000
3,5:29,1,10,BUF 31,17,14,Travis Henry right guard for no gain (tackle by Albert Haynesworth and Kevin Carter),1.000,0.460
3,4:51,2,10,BUF 31,17,14,Travis Henry left end for no gain (tackle by Lance Schulters and Scott McGarrahan),0.460,-0.230
3,4:03,3,10,BUF 31,17,14,Drew Bledsoe sacked by Robaire Smith for -4 yards,-0.230,-1.570
3,3:51,4,14,BUF 27,17,14,"Brian Moorman punts 48 yards, returned by Derrick Mason for 17 yards (tackle by Pierson Prioleau)",-1.570,-1.730
3,3:40,1,10,TEN 42,17,14,Eddie George right tackle for 3 yards (tackle by Lawyer Milloy and Takeo Spikes),1.730,1.590
3,3:03,2,7,TEN 45,17,14,Billy Volek pass complete to Robert Holcombe for 6 yards (tackle by London Fletcher),1.590,1.690
3,2:19,3,1,BUF 49,17,14,Billy Volek pass complete to Frank Wycheck for 4 yards (tackle by London Fletcher),1.690,2.590
3,1:37,1,10,BUF 45,17,14,Chris Brown up the middle for 2 yards (tackle by Jeff Posey),2.590,2.310
3,0:57,2,8,BUF 43,17,14,Billy Volek pass incomplete intended for Frank Wycheck (defended by Antoine Winfield),2.310,1.620
3,0:48,3,8,BUF 43,17,14,Billy Volek pass complete to Derrick Mason for 9 yards (tackle by Coy Wire),1.620,3.310
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 34,17,14,Billy Volek pass complete to Derrick Mason for 32 yards (tackle by Antoine Winfield),3.310,6.740
,,,,,,,"BUF challenged the ruling, and the play was upheld.",,
4,14:36,1,2,BUF 2,17,20,"Billy Volek pass complete to Justin McCareins for 2 yards, touchdown",6.740,7.000
4,,,,BUF 2,17,21,Gary Anderson kicks extra point good,0.000,0.000
4,,,,TEN 30,17,21,"Craig Hentrich kicks off 70 yards, touchback",0.000,0.280
4,14:31,1,10,BUF 20,17,21,"Penalty on Ruben Brown: False Start, 5 yards (no play)",0.280,-0.310
4,14:31,1,15,BUF 15,17,21,Travis Henry left tackle for no gain (tackle by Kevin Carter and Albert Haynesworth),-0.310,-1.070
4,13:50,2,15,BUF 15,17,21,Travis Henry up the middle for 5 yards (tackle by Robaire Smith and Tank Williams),-1.070,-0.960
4,13:08,3,10,BUF 20,17,21,Drew Bledsoe pass complete to Mark Campbell for 5 yards (tackle by Keith Bulluck),-0.960,-1.700
4,12:33,4,5,BUF 25,17,21,"Brian Moorman punts 35 yards, returned by Derrick Mason for 2 yards (tackle by Coy Wire)",-1.700,-1.730
4,12:21,1,10,TEN 42,17,21,Derrick Mason left end for no gain (tackle by Takeo Spikes),1.730,1.190
4,11:54,2,10,TEN 42,17,21,Eddie George right end for no gain (tackle by London Fletcher and Pat Williams),1.190,0.500
4,11:12,3,10,TEN 42,17,21,Billy Volek sacked by Coy Wire for -9 yards,0.500,-1.180
4,10:46,4,19,TEN 33,17,21,"Craig Hentrich punts 44 yards, out of bounds. Penalty on Ken Amato: Offensive Holding, 10 yards (no play)",-1.180,-1.830
4,10:38,4,29,TEN 23,17,21,"Craig Hentrich punts 48 yards, returned by Nate Clements for 16 yards (tackle by Rocky Boiman)",-1.830,-1.930
4,10:26,1,10,BUF 45,17,21,Drew Bledsoe pass incomplete intended for Bobby Shaw,1.930,1.380
4,10:21,2,10,BUF 45,17,21,Travis Henry right tackle for 3 yards (tackle by Tank Williams),1.380,1.090
4,9:43,3,7,BUF 48,17,21,Drew Bledsoe pass complete to Eric Moulds for 17 yards (tackle by Tank Williams),1.090,3.250
4,9:07,1,10,TEN 35,17,21,Travis Henry right end for 17 yards (tackle by Scott McGarrahan),3.250,4.370
4,8:28,1,10,TEN 18,17,21,Drew Bledsoe pass incomplete intended for Travis Henry (defended by Peter Sirmon),4.370,3.800
4,8:24,,,,17,21,Timeout #2 by Buffalo Bills,0.000,3.800
4,8:24,2,10,TEN 18,17,21,Drew Bledsoe sacked by Albert Haynesworth for -6 yards,3.800,2.340
4,7:51,3,16,TEN 24,17,21,Drew Bledsoe pass complete to Mark Campbell for 10 yards (tackle by Keith Bulluck),2.340,2.530
4,7:13,4,6,TEN 14,20,21,Rian Lindell 32 yard field goal good,2.530,3.000
4,,,,BUF 30,20,21,"Rian Lindell kicks off 51 yards, returned by Derrick Mason for 14 yards (tackle by DaShon Polk)",0.000,1.140
4,7:03,1,10,TEN 33,20,21,Billy Volek pass complete to Derrick Mason for 7 yards (tackle by Antoine Winfield),1.140,1.540
4,6:24,2,3,TEN 40,20,21,Billy Volek pass complete to Derrick Mason for 37 yards (tackle by Antoine Winfield),1.540,4.040
4,5:55,,,,20,21,Timeout #1 by Tennessee Titans,0.000,4.040
4,5:55,1,10,BUF 23,20,21,Billy Volek pass incomplete intended for Erron Kinney,4.040,3.500
4,5:48,2,10,BUF 23,20,21,"Billy Volek pass complete to Eddie George for 19 yards (tackle by Pierson Prioleau). Eddie George fumbles (forced by Pierson Prioleau), recovered by Derrick Mason at BUF-1",3.500,6.970
4,5:07,1,1,BUF 1,20,21,Eddie George left tackle for no gain (tackle by Pat Williams),6.970,5.910
4,4:26,2,1,BUF 1,20,27,"Billy Volek up the middle for 1 yard, touchdown",5.910,7.000
4,,,,BUF 2,20,28,Gary Anderson kicks extra point good,0.000,0.000
4,,,,TEN 30,20,28,"Craig Hentrich kicks off 66 yards, returned by Antonio Brown for 20 yards (tackle by Rocky Boiman)",0.000,0.540
4,4:18,1,10,BUF 24,20,28,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Lance Schulters),0.540,0.000
4,4:15,2,10,BUF 24,20,28,Drew Bledsoe pass complete to Bobby Shaw for 10 yards (tackle by Lance Schulters),0.000,1.200
4,4:08,1,10,BUF 34,20,28,Travis Henry left end for 2 yards (tackle by Samari Rolle),1.200,0.930
4,4:03,2,8,BUF 36,20,28,Drew Bledsoe pass incomplete intended for Eric Moulds,0.930,0.230
4,3:58,3,8,BUF 36,20,28,Drew Bledsoe pass complete to Sammy Morris for -5 yards (tackle by Carlos Hall),0.230,-1.310
4,3:21,4,13,BUF 31,20,28,"Brian Moorman punts 40 yards, fair catch by Derrick Mason",-1.310,-0.870
4,3:16,1,10,TEN 29,20,28,"Penalty on Brad Hopkins: False Start, 5 yards (no play)",0.870,0.540
4,3:16,1,15,TEN 24,20,28,Eddie George right end for -3 yards (tackle by Jeff Posey),0.540,-0.750
4,2:51,2,18,TEN 21,20,28,Billy Volek pass complete to Robert Holcombe for 8 yards (tackle by London Fletcher),-0.750,-0.360
4,2:46,3,10,TEN 29,20,28,"Penalty on Brad Hopkins: False Start, 5 yards (no play)",-0.360,-1.020
4,2:46,3,15,TEN 24,20,28,Robert Holcombe up the middle for 9 yards (tackle by Pierson Prioleau and Coy Wire),-1.020,-1.180
4,2:38,,,,20,28,Timeout #3 by Buffalo Bills,0.000,-1.180
4,2:38,4,6,TEN 33,20,28,"Craig Hentrich punts 47 yards, returned by Nate Clements for -1 yards (tackle by Scott McGarrahan)",-1.180,-0.150
4,2:24,1,10,BUF 19,20,28,Drew Bledsoe pass incomplete intended for Josh Reed,0.150,-0.390
4,2:19,2,10,BUF 19,20,28,Drew Bledsoe pass complete to Eric Moulds for 15 yards (tackle by Peter Sirmon),-0.390,1.200
4,2:02,1,10,BUF 34,20,28,Drew Bledsoe pass complete to Sammy Morris for 7 yards (tackle by Keith Bulluck),1.200,1.600
4,1:54,2,3,BUF 41,20,28,Drew Bledsoe pass incomplete intended for Mark Campbell,1.600,0.890
4,1:49,3,3,BUF 41,20,28,Sammy Morris left tackle for 1 yard (tackle by Keith Bulluck and Kevin Carter),0.890,-0.590
4,1:26,4,2,BUF 42,20,28,Drew Bledsoe pass complete to Bobby Shaw for 33 yards (tackle by Andre Dyson),-0.590,3.910
4,1:02,1,10,TEN 25,20,28,Drew Bledsoe pass complete to Sammy Morris for 11 yards (tackle by Carlos Hall),3.910,4.650
4,0:54,1,10,TEN 14,20,28,Drew Bledsoe pass complete to Bobby Shaw for 8 yards (tackle by Lance Schulters),4.650,5.470
4,0:29,2,2,TEN 6,26,28,"Drew Bledsoe pass complete to Mark Campbell for 6 yards, touchdown",5.470,7.000
4,,,,,26,28,"Two Point Attempt: Drew Bledsoe pass incomplete intended for Bobby Shaw, conversion fails",1.000,-1.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,,,,BUF 30,26,28,"Rian Lindell kicks onside 11 yards, recovered by Erron Kinney and returned for 2 yards",0.000,2.980
4,0:15,1,10,BUF 39,26,28,Billy Volek kneels for -1 yards,2.980,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
