Quarter,Time,Tm,Detail,CLE,PIT
2.0,10:39,Steelers,Diontae Johnson 5 yard pass from Ben Roethlisberger (Chris Boswell kick),0,7
,3:02,Steelers,Chris Boswell 22 yard field goal,0,10
3.0,8:20,Steelers,Chris Boswell 30 yard field goal,0,13
,0:56,Browns,David Njoku 3 yard pass from Baker Mayfield (Chase McLaughlin kick),7,13
4.0,9:46,Steelers,Chris Boswell 50 yard field goal,7,16
,5:48,Steelers,Chris Boswell 48 yard field goal,7,19
,1:10,Browns,Harrison Bryant 1 yard pass from Baker Mayfield (Chase McLaughlin kick),14,19
,0:51,Steelers,Najee Harris 37 yard rush (Chris Boswell kick),14,26
