Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
1,9:10,3,3,GNB 9,3,0,Matthew Stafford pass complete short middle to Kenny Golladay for 6 yards (tackle by Kevin King and Blake Martinez),4.390,6.510
1,8:31,1,3,GNB 3,3,0,Kerryon Johnson left guard for no gain (tackle by Dean Lowry),6.510,5.530
1,7:56,2,3,GNB 3,3,0,Matthew Stafford pass complete short right to T.J. Hockenson for 2 yards (tackle by Kyler Fackrell),5.530,5.170
1,7:20,3,1,GNB 1,3,0,Kerryon Johnson right guard for no gain (tackle by Preston Smith and Blake Martinez),5.170,3.550
1,6:41,4,1,GNB 1,9,0,"Kerryon Johnson right guard for 1 yard, touchdown",3.550,7.000
1,6:35,,,GNB 15,10,0,Matt Prater kicks extra point good,0.000,0.000
1,6:35,,,DET 35,10,0,"Sam Martin kicks off 62 yards, returned by Darrius Shepherd for 18 yards (tackle by Jamal Agnew and Will Harris)",0.000,0.340
1,6:30,1,10,GNB 21,10,0,Aaron Rodgers pass complete short left to Aaron Jones for 6 yards (tackle by Darius Slay),0.340,0.610
1,5:45,2,4,GNB 27,10,0,Aaron Rodgers pass complete short right to Aaron Jones for 9 yards (tackle by Justin Coleman and Jarrad Davis),0.610,1.330
1,5:04,1,10,GNB 36,10,0,Aaron Rodgers pass complete short left to Jamaal Williams for 16 yards (tackle by Tracy Walker),1.330,2.390
1,4:22,1,10,DET 48,10,0,Jamaal Williams right end for 5 yards (tackle by A'Shawn Robinson),2.390,2.520
1,3:38,2,5,DET 43,10,0,"Aaron Jones right guard for 3 yards (tackle by A'Shawn Robinson). Aaron Jones fumbles (forced by A'Shawn Robinson), recovered by Christian Jones at DET-32 (tackle by Jake Kumerow)",2.520,-1.070
1,3:30,1,10,DET 32,10,0,J.D. McKissic up the middle for 1 yard (tackle by B.J. Goodson),1.070,0.660
1,2:53,2,9,DET 33,10,0,Matthew Stafford left end for 10 yards (tackle by Za'Darius Smith),0.660,1.800
1,2:20,1,10,DET 43,10,0,Kerryon Johnson right guard for 7 yards (tackle by Will Redmond),1.800,2.200
1,1:42,2,3,DET 50,10,0,Matthew Stafford pass complete short right to Kenny Golladay for 11 yards (tackle by Kevin King),2.200,2.980
1,1:11,1,10,GNB 39,10,0,Matthew Stafford pass complete short middle to Marvin Jones for 11 yards (tackle by Tramon Williams),2.980,3.710
1,0:33,1,10,GNB 28,10,0,Kerryon Johnson up the middle for no gain (tackle by Dean Lowry),3.710,3.170
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,GNB 28,10,0,Matthew Stafford pass complete short left to Kerryon Johnson for 20 yards (tackle by Chandon Sullivan),3.170,5.370
2,14:21,1,8,GNB 8,10,0,Matthew Stafford pass complete short right to Marvin Jones for 6 yards (tackle by Kevin King),5.370,5.720
2,13:44,2,2,GNB 2,10,0,Matthew Stafford pass incomplete short right intended for T.J. Hockenson,5.720,4.950
2,13:41,3,2,GNB 2,10,0,"Penalty on DET: Delay of Game, 5 yards (no play)",4.950,3.810
2,13:41,3,7,GNB 7,10,0,"Penalty on Kenny Clark: Defensive Offside, 3 yards (no play)",3.810,4.490
2,13:36,3,4,GNB 4,10,0,Matthew Stafford pass incomplete short left intended for Kenny Golladay,4.490,3.030
2,13:32,4,4,GNB 4,13,0,Matt Prater 22 yard field goal good,3.030,3.000
2,13:28,,,DET 35,13,0,"Sam Martin kicks off 25 yards, out of bounds",0.000,1.600
2,13:28,1,10,GNB 40,13,0,"Aaron Rodgers pass incomplete deep right intended for Jake Kumerow. Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",1.600,0.940
2,13:22,1,20,GNB 30,13,0,Aaron Rodgers pass complete deep left to Geronimo Allison for 21 yards,0.940,2.320
2,12:47,1,10,DET 49,13,0,Aaron Rodgers pass incomplete short middle intended for Geronimo Allison,2.320,1.780
2,12:42,2,10,DET 49,13,0,"Aaron Jones left guard for 4 yards (tackle by Tracy Walker). Penalty on Elgton Jenkins: Offensive Holding, 10 yards",1.780,0.970
2,12:11,2,16,GNB 45,13,0,Aaron Rodgers pass complete short left to Jake Kumerow for 10 yards (tackle by Rashaan Melvin),0.970,1.620
2,11:34,3,6,DET 45,13,0,Aaron Rodgers pass complete short left to Jake Kumerow for 7 yards (tackle by Tracy Walker),1.620,3.050
2,10:53,1,10,DET 38,13,0,Jamaal Williams up the middle for 5 yards (tackle by A'Shawn Robinson and Jarrad Davis),3.050,3.180
2,10:13,2,5,DET 33,13,0,Aaron Rodgers pass incomplete deep middle intended for Aaron Jones,3.180,2.480
2,10:07,,,,,,Timeout #1 by Detroit Lions,,
2,10:07,3,5,DET 33,13,0,"Aaron Rodgers pass incomplete short right intended for Geronimo Allison (defended by Justin Coleman). Penalty on Tracy Walker: Defensive Holding, 5 yards (no play)",2.480,3.710
2,10:01,1,10,DET 28,13,0,Aaron Rodgers pass incomplete short middle intended for Jimmy Graham,3.710,3.170
2,9:57,2,10,DET 28,13,0,Jamaal Williams left tackle for 10 yards (tackle by Will Harris),3.170,4.370
2,9:12,1,10,DET 18,13,0,Jamaal Williams up the middle for 5 yards (tackle by Jarrad Davis and Romeo Okwara),4.370,4.610
2,8:30,2,5,DET 13,13,0,Aaron Rodgers pass incomplete short middle intended for Jamaal Williams,4.610,3.820
2,8:27,3,5,DET 13,13,0,Aaron Rodgers pass incomplete short left intended for Jimmy Graham,3.820,2.620
2,8:20,4,5,DET 13,13,0,"Penalty on DET: Defensive Too Many Men on Field, 5 yards (no play)",2.620,5.370
2,8:20,1,8,DET 8,13,0,Jamaal Williams right tackle for 3 yards (tackle by Devon Kennard and Rashaan Melvin),5.370,5.150
2,7:37,2,5,DET 5,13,6,"Aaron Rodgers pass complete short middle to Jamaal Williams for 5 yards, touchdown",5.150,7.000
2,7:31,,,DET 15,13,7,Mason Crosby kicks extra point good,0.000,0.000
2,7:31,,,GNB 35,13,7,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,7:31,1,10,DET 25,13,7,Kerryon Johnson right tackle for 1 yard (tackle by B.J. Goodson and Kenny Clark),0.610,0.200
2,6:48,2,9,DET 26,13,7,Matthew Stafford pass complete short right to J.D. McKissic for 3 yards (tackle by Jaire Alexander),0.200,-0.100
2,6:28,3,6,DET 29,13,7,Matthew Stafford pass complete short middle to Kenny Golladay for 22 yards (tackle by Chandon Sullivan),-0.100,2.320
2,5:47,1,10,GNB 49,13,7,Matthew Stafford pass incomplete short middle intended for J.D. McKissic (defended by Montravius Adams),2.320,1.780
2,5:42,2,10,GNB 49,13,7,J.D. McKissic left tackle for 2 yards (tackle by Dean Lowry),1.780,1.360
2,5:22,,,,,,Timeout #1 by Green Bay Packers,,
2,5:22,3,8,GNB 47,13,7,"Penalty on Graham Glasgow: False Start, 5 yards (no play)",1.360,0.700
2,5:22,3,13,DET 48,13,7,Matthew Stafford sacked by Za'Darius Smith for -5 yards,0.700,-0.520
2,4:45,4,18,DET 43,13,7,Sam Martin punts 51 yards downed by C.J. Moore,-0.520,0.380
2,4:34,1,10,GNB 6,13,7,Aaron Jones left tackle for 1 yard (tackle by Trey Flowers),-0.380,-0.710
2,3:59,2,9,GNB 7,13,7,Aaron Jones up the middle for 8 yards (tackle by Tavon Wilson),-0.710,-0.370
2,3:30,3,1,GNB 15,13,7,Jamaal Williams up the middle for 4 yards (tackle by John Atkins),-0.370,0.150
2,2:52,1,10,GNB 19,13,7,Aaron Rodgers pass complete short left to Geronimo Allison for 2 yards (tackle by Darius Slay),0.150,-0.060
2,2:10,2,8,GNB 21,13,7,Aaron Rodgers pass incomplete short right intended for Geronimo Allison,-0.060,-0.810
2,2:04,3,8,GNB 21,13,7,Aaron Rodgers pass complete short middle to Geronimo Allison for 17 yards (tackle by Tavon Wilson and Justin Coleman),-0.810,1.470
2,1:57,1,10,GNB 38,13,7,Aaron Rodgers pass complete short right to Jamaal Williams for 7 yards (tackle by Tavon Wilson and Darius Slay),1.470,1.870
2,1:33,2,3,GNB 45,13,7,Jamaal Williams up the middle for 45 yards (tackle by Will Harris and Darius Slay),1.870,4.910
2,1:18,,,,,,Timeout #2 by Detroit Lions,,
2,1:18,1,10,DET 10,13,7,"Aaron Rodgers pass complete short right to Darrius Shepherd for 1 yard (tackle by Will Harris). Penalty on Geronimo Allison: Offensive Holding, 10 yards",4.910,4.230
2,1:13,1,19,DET 19,13,7,Aaron Rodgers pass complete short left to Aaron Jones for -2 yards (tackle by Jarrad Davis),4.230,2.870
2,1:01,,,,,,Timeout #3 by Detroit Lions,,
2,1:01,2,21,DET 21,13,7,Aaron Rodgers pass incomplete deep right intended for Geronimo Allison,2.870,2.210
2,0:56,3,21,DET 21,13,7,Jamaal Williams left guard for 2 yards (tackle by Romeo Okwara),2.210,2.180
2,0:11,,,,,,Timeout #2 by Green Bay Packers,,
2,0:11,4,19,DET 19,13,10,Mason Crosby 37 yard field goal good,2.180,3.000
2,0:07,,,GNB 35,13,10,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,0:06,1,10,DET 25,13,10,Matthew Stafford kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,13,10,"Sam Martin kicks off 63 yards, returned by Darrius Shepherd for 20 yards (tackle by Jamal Agnew)",0.000,0.410
3,14:54,1,10,GNB 22,13,10,"Aaron Rodgers pass incomplete deep left intended for Geronimo Allison (defended by Tracy Walker). Penalty on Tracy Walker: Unnecessary Roughness, 15 yards (no play)",0.410,1.400
3,14:48,1,10,GNB 37,13,10,Aaron Rodgers pass complete deep left to Marcedes Lewis for 25 yards (tackle by Will Harris),1.400,3.050
3,14:02,1,10,DET 38,13,10,Aaron Jones up the middle for 4 yards (tackle by Devon Kennard),3.050,3.050
3,13:25,2,6,DET 34,13,10,Aaron Jones left tackle for 4 yards (tackle by Damon Harrison and A'Shawn Robinson),3.050,2.870
3,12:45,3,2,DET 30,13,10,Aaron Rodgers pass incomplete short right intended for Aaron Jones,2.870,1.500
3,12:39,4,2,DET 30,13,13,Mason Crosby 48 yard field goal good,1.500,3.000
3,12:35,,,GNB 35,13,13,"Mason Crosby kicks off 66 yards, returned by Jamal Agnew for 27 yards (tackle by Danny Vitale)",0.000,0.670
3,12:29,1,10,DET 26,13,13,Kerryon Johnson up the middle for 1 yard (tackle by Adrian Amos and Dean Lowry),0.670,0.270
3,11:55,2,9,DET 27,13,13,"Penalty on Logan Thomas: False Start, 5 yards (no play)",0.270,-0.410
3,11:29,2,14,DET 22,13,13,Matthew Stafford pass complete short middle to T.J. Hockenson for 5 yards (tackle by Adrian Amos),-0.410,-0.430
3,10:48,3,9,DET 27,13,13,Matthew Stafford sacked by and Kyler Fackrell for -9 yards,-0.430,-2.240
3,10:11,4,18,DET 18,13,13,"Sam Martin punts 48 yards, returned by Darrius Shepherd for -9 yards (tackle by Dee Virgin). Darrius Shepherd fumbles (forced by Dee Virgin), recovered by Tavon Wilson at GB-25 (tackle by Tra Carson)",-2.240,3.910
3,9:59,1,10,GNB 25,13,13,Matthew Stafford pass incomplete deep middle intended for Logan Thomas,3.910,3.360
3,9:54,2,10,GNB 25,13,13,Kerryon Johnson up the middle for 2 yards (tackle by Tyler Lancaster),3.360,2.940
3,9:09,3,8,GNB 23,13,13,Matthew Stafford pass incomplete deep left intended for Kenny Golladay (defended by Kevin King),2.940,1.930
3,9:04,4,8,GNB 23,16,13,Matt Prater 41 yard field goal good,1.930,3.000
3,9:01,,,DET 35,16,13,"Sam Martin kicks off 56 yards, returned by Darrius Shepherd for 11 yards (tackle by Dee Virgin). Penalty on Josh Jackson: Offensive Holding, 10 yards",0.000,-0.380
3,8:56,1,10,GNB 10,16,13,Aaron Rodgers sacked by Damon Harrison for -6 yards,-0.380,-1.220
3,8:13,2,16,GNB 4,16,13,Aaron Rodgers pass complete short right to Jamaal Williams for 4 yards (tackle by Jarrad Davis),-1.220,-1.650
3,7:27,3,12,GNB 8,16,13,Aaron Rodgers pass complete short right to Jimmy Graham for 8 yards (tackle by Tracy Walker),-1.650,-2.390
3,6:44,4,4,GNB 16,16,13,JK Scott punts 51 yards downed by Josh Jackson,-2.390,-1.140
3,6:33,1,10,DET 33,16,13,Matthew Stafford pass complete deep right to Kenny Golladay for 16 yards (tackle by Kevin King),1.140,2.190
3,6:05,1,10,DET 49,16,13,Kerryon Johnson left guard for 4 yards (tackle by Oren Burks and Za'Darius Smith),2.190,2.190
3,5:31,2,6,GNB 47,16,13,Jamal Agnew left end for 9 yards (tackle by Oren Burks),2.190,3.050
3,4:54,1,10,GNB 38,16,13,J.D. McKissic right tackle for 1 yard (tackle by Kyler Fackrell),3.050,2.640
3,4:18,2,9,GNB 37,16,13,Matthew Stafford pass incomplete deep right intended for Marvin Jones,2.640,1.950
3,4:13,3,9,GNB 37,16,13,Matthew Stafford pass complete short left to J.D. McKissic for 4 yards (tackle by Blake Martinez),1.950,1.170
3,3:31,4,5,GNB 33,19,13,Matt Prater 51 yard field goal good,1.170,3.000
3,3:27,,,DET 35,19,13,"Sam Martin kicks off 57 yards, returned by Darrius Shepherd for 17 yards (tackle by Ty Johnson)",0.000,0.610
3,3:22,1,10,GNB 25,19,13,Jamaal Williams right guard for 4 yards (tackle by A'Shawn Robinson),0.610,0.600
3,2:48,2,6,GNB 29,19,13,Aaron Rodgers pass incomplete short left intended for Aaron Jones,0.600,-0.100
3,2:43,3,6,GNB 29,19,13,Aaron Rodgers pass incomplete short right intended for Jake Kumerow (defended by Rashaan Melvin),-0.100,-1.440
3,2:39,4,6,GNB 29,19,13,JK Scott punts 53 yards downed by Ka'dar Hollman,-1.440,-0.040
3,2:29,1,10,DET 18,19,13,Matthew Stafford pass complete short left to T.J. Hockenson for 7 yards (tackle by Adrian Amos),0.040,0.550
3,1:50,2,3,DET 25,19,13,Matthew Stafford pass complete short left to Kerryon Johnson for 7 yards (tackle by B.J. Goodson),0.550,1.070
3,1:15,1,10,DET 32,19,13,Matthew Stafford pass incomplete short left intended for Kenny Golladay,1.070,0.530
3,1:12,2,10,DET 32,19,13,Matthew Stafford pass incomplete short right intended for Kenny Golladay,0.530,-0.160
3,1:05,3,10,DET 32,19,13,Matthew Stafford sacked by Preston Smith for -8 yards,-0.160,-1.770
3,0:30,4,18,DET 24,19,13,"Sam Martin punts 46 yards, fair catch by Darrius Shepherd at GB-30",-1.770,-0.940
3,0:24,1,10,GNB 30,19,13,Marquez Valdes-Scantling right end for 9 yards (tackle by Tracy Walker and Jahlani Tavai),0.940,1.610
Quarter,Time,Down,ToGo,Location,DET,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,GNB 39,19,13,Aaron Rodgers pass complete deep right to Marquez Valdes-Scantling for 46 yards (tackle by Rashaan Melvin),1.610,4.580
4,14:11,1,10,DET 15,19,13,Aaron Rodgers pass incomplete short right intended for Jimmy Graham (defended by Tracy Walker),4.580,3.950
4,14:07,2,10,DET 15,19,13,Aaron Jones up the middle for 3 yards (tackle by Jarrad Davis),3.950,3.580
4,13:22,3,7,DET 12,19,13,Aaron Rodgers pass short left intended for Darrius Shepherd is intercepted by Justin Coleman at DET-2 and returned for 55 yards,3.580,-2.720
4,13:09,1,10,GNB 43,19,13,Kerryon Johnson right end for 8 yards (tackle by B.J. Goodson and Za'Darius Smith),2.720,3.260
4,12:29,2,2,GNB 35,19,13,Matthew Stafford pass incomplete short right intended for Nick Bawden,3.260,2.540
4,12:26,3,2,GNB 35,19,13,Matthew Stafford pass incomplete short right intended for Kerryon Johnson,2.540,0.990
4,12:22,4,2,GNB 35,22,13,Matt Prater 54 yard field goal good,0.990,3.000
4,12:17,,,DET 35,22,13,"Sam Martin kicks off 65 yards, returned by Darrius Shepherd for 21 yards (tackle by Ty Johnson)",0.000,0.340
4,12:12,1,10,GNB 21,22,13,Aaron Jones right end for 9 yards (tackle by A'Shawn Robinson),0.340,1.020
4,11:29,2,1,GNB 30,22,13,Aaron Rodgers pass complete deep right to Marcedes Lewis for 25 yards (tackle by Jahlani Tavai),1.020,2.590
4,11:02,1,10,DET 45,22,13,Aaron Rodgers pass complete short right to Aaron Jones for no gain (tackle by Tavon Wilson),2.590,2.040
4,10:24,2,10,DET 45,22,13,Aaron Rodgers pass incomplete short right,2.040,1.360
4,10:16,3,10,DET 45,22,13,"Aaron Rodgers sacked by Kevin Strong for no gain. Penalty on Trey Flowers: Illegal Use of Hands, 5 yards (no play)",1.360,2.920
4,9:54,1,10,DET 40,22,13,Jamaal Williams up the middle for 5 yards (tackle by A'Shawn Robinson),2.920,3.050
4,9:17,2,5,DET 35,22,13,Aaron Rodgers pass incomplete deep left intended for Allen Lazard (defended by Justin Coleman),3.050,2.340
4,9:10,3,5,DET 35,22,19,"Aaron Rodgers pass complete deep left to Allen Lazard for 35 yards, touchdown",2.340,7.000
4,9:03,,,DET 15,22,19,"Penalty on Elgton Jenkins: False Start, 5 yards (no play)",1.000,0.000
4,9:03,,,DET 20,22,20,Mason Crosby kicks extra point good,0.000,0.000
4,9:03,,,GNB 35,22,20,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,9:03,1,10,DET 25,22,20,Kerryon Johnson right tackle for 5 yards (tackle by B.J. Goodson),0.610,0.740
4,8:25,2,5,DET 30,22,20,Matthew Stafford pass incomplete short left intended for T.J. Hockenson (defended by Tramon Williams),0.740,0.040
4,8:20,3,5,DET 30,22,20,Matthew Stafford pass complete short middle to T.J. Hockenson for 7 yards (tackle by Tramon Williams),0.040,1.400
4,7:44,1,10,DET 37,22,20,Kerryon Johnson right end for 4 yards (tackle by Blake Martinez),1.400,1.400
4,7:08,2,6,DET 41,22,20,Matthew Stafford pass incomplete deep left intended for Marvin Jones (defended by Will Redmond),1.400,0.700
4,7:01,3,6,DET 41,22,20,Matthew Stafford pass incomplete short middle intended for Marvin Jones (defended by Jaire Alexander),0.700,-0.650
4,6:53,4,6,DET 41,22,20,"Sam Martin punts 41 yards, fair catch by Darrius Shepherd at GB-18",-0.650,-0.040
4,6:46,1,10,GNB 18,22,20,Aaron Jones up the middle for 5 yards (tackle by Jarrad Davis and Tavon Wilson),0.040,0.280
4,6:16,2,5,GNB 23,22,20,Aaron Rodgers pass complete short right to Allen Lazard for 12 yards (tackle by Justin Coleman),0.280,1.270
4,5:38,1,10,GNB 35,22,20,Aaron Rodgers pass complete short middle to Marquez Valdes-Scantling for 2 yards (tackle by Christian Jones),1.270,0.990
4,4:53,2,8,GNB 37,22,20,Aaron Rodgers right end for 12 yards (tackle by Darius Slay),0.990,2.190
4,4:07,1,10,GNB 49,22,20,Aaron Rodgers pass complete short left to Allen Lazard for 3 yards (tackle by Darius Slay),2.190,2.050
4,3:25,2,7,DET 48,22,20,Aaron Rodgers pass complete short left to Jimmy Graham for 9 yards (tackle by Will Harris and Justin Coleman),2.050,2.980
4,2:37,1,10,DET 39,22,20,Jamaal Williams up the middle for 2 yards (tackle by Tracy Walker),2.980,2.710
4,2:00,2,8,DET 37,22,20,Aaron Rodgers pass complete short right to Allen Lazard for 15 yards (tackle by Justin Coleman),2.710,4.110
4,1:55,,,,,,Timeout #1 by Detroit Lions,,
4,1:55,1,10,DET 22,22,20,Jamaal Williams up the middle for 2 yards (tackle by Will Harris and Jahlani Tavai),4.110,3.830
4,1:50,,,,,,Timeout #2 by Detroit Lions,,
4,1:50,2,8,DET 20,22,20,Jamaal Williams up the middle for 4 yards (tackle by Tracy Walker and Jarrad Davis),3.830,3.740
4,1:45,,,,,,Timeout #3 by Detroit Lions,,
4,1:45,3,4,DET 16,22,20,"Aaron Rodgers pass incomplete deep left intended for Jake Kumerow. Penalty on Trey Flowers: Illegal Use of Hands, 5 yards (no play)",3.740,4.840
4,1:36,,,,,,Timeout #1 by Green Bay Packers,,
4,1:36,1,10,DET 11,22,20,Jamaal Williams right tackle for 8 yards (tackle by Trey Flowers),4.840,5.660
4,0:53,2,2,DET 3,22,20,Aaron Rodgers kneels for -1 yards,5.660,4.670
4,0:12,3,3,DET 4,22,20,Aaron Rodgers kneels for -1 yards,4.670,3.010
4,0:02,,,,,,Timeout #2 by Green Bay Packers,,
4,0:02,4,4,DET 5,22,23,Mason Crosby 23 yard field goal good,3.010,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
