Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
1,1:22,3,8,BAL 26,0,14,Peyton Manning pass complete short left to Anthony Gonzalez for 7 yards (tackle by Ed Reed),2.740,2.340
1,0:42,4,1,BAL 19,0,17,Adam Vinatieri 37 yard field goal good,2.340,3.000
1,,,,IND 30,0,17,"Adam Vinatieri kicks off 79 yards, touchback",0.000,0.280
1,0:38,1,10,BAL 20,0,17,Willis McGahee up the middle for no gain (tackle by Josh Thomas and Gary Brackett),0.280,-0.270
1,0:05,2,10,BAL 20,0,17,Joe Flacco pass complete short middle to Willis McGahee for 9 yards (tackle by Freddie Keiaho). Penalty on Josh Thomas: Defensive Offside (Declined),-0.270,0.230
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,BAL 29,0,17,Joe Flacco up the middle for 1 yard (tackle by Keyunta Dawson),0.230,0.940
2,14:32,1,10,BAL 30,0,17,Joe Flacco pass incomplete short right intended for Lorenzo Neal,0.940,0.390
2,14:27,2,10,BAL 30,0,17,Willis McGahee up the middle for 1 yard (tackle by Gary Brackett),0.390,-0.160
2,13:54,3,9,BAL 31,0,17,Joe Flacco pass complete short middle to Todd Heap for 13 yards (tackle by Antoine Bethea),-0.160,1.860
2,13:21,1,10,BAL 44,0,17,Joe Flacco pass incomplete short left intended for Demetrius Williams,1.860,1.320
2,13:18,2,10,BAL 44,0,17,"Willis McGahee up the middle for 3 yards (tackle by Keyunta Dawson). Penalty on Keyunta Dawson: Defensive Offside, 5 yards (no play)",1.320,1.990
2,13:12,2,5,BAL 49,0,17,Joe Flacco pass complete short left to Willis McGahee for 8 yards (tackle by Dante Hughes),1.990,2.720
2,12:31,1,10,IND 43,0,17,Le'Ron McClain right tackle for -2 yards (tackle by Clint Session),2.720,1.910
2,11:48,2,12,IND 45,0,17,Le'Ron McClain up the middle for no gain (tackle by Gary Brackett),1.910,1.220
2,11:08,3,12,IND 45,0,17,Joe Flacco sacked by Robert Mathis for -9 yards,1.220,-0.320
2,10:39,4,21,BAL 46,0,17,"Sam Koch punts 42 yards, returned by Keiwan Ratliff for 12 yards (tackle by Tavares Gooden)",-0.320,-0.540
2,10:28,1,10,IND 24,0,17,"Peyton Manning pass complete short left to Mike Hart for 18 yards (tackle by Frank Walker). Mike Hart fumbles (forced by Frank Walker), ball out of bounds at IND-42",0.540,1.730
2,10:00,1,10,IND 42,0,17,Dominic Rhodes right tackle for 1 yard (tackle by Marques Douglas),1.730,1.320
2,9:22,2,9,IND 43,0,17,Peyton Manning pass incomplete short right intended for Marvin Harrison,1.320,0.630
2,9:22,3,9,IND 43,0,17,"Penalty on Anthony Gonzalez: False Start, 5 yards (no play)",0.630,-0.030
2,9:18,3,14,IND 38,0,17,Dominic Rhodes left tackle for no gain (tackle by Jarret Johnson and Bart Scott),-0.030,-0.850
2,8:44,4,14,IND 38,0,17,"Hunter Smith punts 47 yards, returned by Yamon Figurs for 6 yards (tackle by Curtis Johnson). Penalty on Jamie Silva: Offensive Holding (Offsetting), Penalty on Daniel Wilcox: Unnecessary Roughness (Offsetting) (no play)",-0.850,-0.850
2,8:32,4,14,IND 38,0,17,"Hunter Smith punts 36 yards. Penalty on Corey Ivy: Offensive Holding, 10 yards",-0.850,0.140
2,8:23,1,10,BAL 16,0,17,Joe Flacco pass complete short right to Derrick Mason for 1 yard (tackle by Melvin Bullitt),-0.140,-0.510
2,7:42,2,9,BAL 17,0,17,Joe Flacco pass incomplete deep left intended for Mark Clayton is intercepted by Antoine Bethea at BAL-47,-0.510,-2.460
2,7:35,1,10,BAL 47,0,17,"Peyton Manning pass complete short middle to Dominic Rhodes for 7 yards (tackle by Jarret Johnson). Penalty on Gijon Robinson: Offensive Holding, 10 yards (no play)",2.460,1.800
2,7:11,1,20,IND 43,0,17,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Ray Lewis),1.800,1.910
2,6:34,2,10,BAL 47,0,17,Peyton Manning pass complete short left to Gijon Robinson for 2 yards (tackle by Frank Walker),1.910,1.490
2,6:05,3,8,BAL 45,0,17,Peyton Manning pass incomplete deep right intended for Marvin Harrison,1.490,0.270
2,6:00,4,8,BAL 45,0,17,Hunter Smith punts 41 yards,0.270,0.380
2,5:49,1,10,BAL 4,0,17,Willis McGahee up the middle for -1 yards (tackle by Robert Mathis),-0.380,-0.850
2,5:12,2,11,BAL 3,0,17,Willis McGahee for 6 yards (tackle by Tim Jennings),-0.850,-0.840
2,4:38,3,5,BAL 9,0,17,Joe Flacco pass complete short left to Willis McGahee for 4 yards (tackle by Robert Mathis),-0.840,-2.490
2,3:57,4,1,BAL 13,0,17,Sam Koch punts 39 yards,-2.490,-2.130
2,3:46,1,10,IND 48,0,17,Dominic Rhodes left guard for 1 yard (tackle by Terrell Suggs),2.130,1.720
2,3:15,2,9,IND 49,0,17,Dominic Rhodes left end for 38 yards (tackle by Bart Scott),1.720,4.710
2,2:24,1,10,BAL 13,0,17,Dominic Rhodes left tackle for -1 yards (tackle by Marques Douglas),4.710,3.900
2,2:00,2,11,BAL 14,0,17,Dominic Rhodes up the middle for 9 yards (tackle by Chris McAlister and Jim Leonhard),3.900,4.780
2,1:52,,,,0,17,Timeout #1 by Baltimore Ravens,0.000,4.780
2,1:52,3,2,BAL 5,0,23,"Peyton Manning pass complete short right to Marvin Harrison for 5 yards, touchdown",4.780,7.000
2,,,,BAL 2,0,24,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,0,24,"Adam Vinatieri kicks off 78 yards, touchback",0.000,0.280
2,1:48,1,10,BAL 20,0,24,Ray Rice up the middle for 1 yard (tackle by Robert Mathis),0.280,-0.130
2,1:25,2,9,BAL 21,0,24,Joe Flacco sacked by Robert Mathis for -7 yards. Joe Flacco fumbles (forced by Robert Mathis). Penalty on Willie Anderson: Offensive Holding (Declined),-0.130,-2.030
2,1:16,,,,0,24,Timeout #1 by Indianapolis Colts,0.000,-2.030
2,1:16,3,16,BAL 14,0,24,Joe Flacco pass complete short left to Ray Rice for 9 yards (tackle by Dante Hughes),-2.030,-1.830
2,1:06,,,,0,24,Timeout #2 by Indianapolis Colts,0.000,-1.830
2,1:06,4,7,BAL 23,0,24,Sam Koch punts 57 yards,-1.830,-0.280
2,0:56,1,10,IND 20,0,24,Peyton Manning kneels for -1 yards,0.280,-0.460
2,0:19,2,11,IND 19,0,24,Peyton Manning kneels for -1 yards,-0.460,-1.330
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,0,24,"Matt Stover kicks off 79 yards, touchback",0.000,0.280
3,15:00,1,10,IND 20,0,24,Peyton Manning pass complete short left to Reggie Wayne for 12 yards (tackle by Frank Walker),0.280,1.070
3,14:20,1,10,IND 32,0,24,Dominic Rhodes right end for 2 yards (tackle by Haloti Ngata),1.070,0.800
3,13:35,2,8,IND 34,0,24,Peyton Manning pass complete short left to Dallas Clark for 9 yards (tackle by Corey Ivy),0.800,1.800
3,12:58,1,10,IND 43,0,24,Peyton Manning pass complete short right to Marvin Harrison for 11 yards (tackle by Chris McAlister),1.800,2.520
3,12:10,1,10,BAL 46,0,24,Dominic Rhodes right end for 2 yards (tackle by Chris McAlister),2.520,2.250
3,11:32,2,8,BAL 44,0,24,Peyton Manning pass incomplete short right intended for Dominic Rhodes,2.250,1.550
3,11:25,3,8,BAL 44,0,24,Peyton Manning pass complete short right to Dallas Clark for 8 yards (tackle by Bart Scott),1.550,3.180
3,10:45,1,10,BAL 36,0,24,Dominic Rhodes left tackle for 1 yard (tackle by Brandon McKinney),3.180,2.770
3,10:01,2,9,BAL 35,0,24,Peyton Manning pass complete deep left to Reggie Wayne for 34 yards (tackle by Frank Walker),2.770,6.970
3,9:31,1,1,BAL 1,0,24,Peyton Manning pass incomplete short left intended for Darrell Reid,6.970,5.910
3,9:27,2,1,BAL 1,0,30,"Dominic Rhodes up the middle for 1 yard, touchdown",5.910,7.000
3,,,,BAL 2,0,31,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,0,31,"Adam Vinatieri kicks off 66 yards, returned by Yamon Figurs for 15 yards (tackle by Matt Giordano)",0.000,0.150
3,9:21,1,10,BAL 19,0,31,Joe Flacco pass complete short left to Mark Clayton for 4 yards (tackle by Marlin Jackson),0.150,0.210
3,8:49,2,6,BAL 23,0,31,Willis McGahee right tackle for 4 yards (tackle by Tim Jennings),0.210,-0.030
3,8:01,,,,0,31,Timeout #1 by Baltimore Ravens,0.000,-0.030
3,8:01,3,2,BAL 27,0,31,Joe Flacco pass complete short middle to Willis McGahee for 5 yards (tackle by Keyunta Dawson),-0.030,1.070
3,7:35,1,10,BAL 32,0,31,Joe Flacco pass complete short right to Demetrius Williams for 6 yards (tackle by Tim Jennings),1.070,1.340
3,7:03,2,4,BAL 38,0,31,Joe Flacco right end for 11 yards (tackle by Antoine Bethea),1.340,2.190
3,6:33,1,10,BAL 49,0,31,Joe Flacco pass complete short right to Ray Rice for 6 yards (tackle by Gary Brackett),2.190,2.460
3,6:03,2,4,IND 45,0,31,Ray Rice up the middle for 5 yards (tackle by Gary Brackett and Keyunta Dawson),2.460,2.920
3,5:25,1,10,IND 40,0,31,Joe Flacco pass complete short right to Demetrius Williams for 6 yards (tackle by Tim Jennings),2.920,3.180
3,4:49,2,4,IND 34,0,31,Joe Flacco pass complete short right to Demetrius Williams for 5 yards (tackle by Tim Jennings),3.180,3.640
3,4:16,1,10,IND 29,0,31,Ray Rice right guard for 6 yards (tackle by Gary Brackett),3.640,3.910
3,3:41,2,4,IND 23,0,31,Ray Rice up the middle for 7 yards (tackle by Melvin Bullitt),3.910,4.510
3,3:04,1,10,IND 16,0,31,Joe Flacco pass complete short left to Mark Clayton for 3 yards (tackle by Freddie Keiaho),4.510,4.390
3,2:31,2,7,IND 13,0,31,Ray Rice up the middle for 3 yards (tackle by Freddie Keiaho),4.390,4.170
3,1:49,3,4,IND 10,0,31,Joe Flacco sacked by Robert Mathis for -9 yards,4.170,2.180
3,1:19,4,13,IND 19,3,31,Matt Stover 37 yard field goal good,2.180,3.000
3,,,,BAL 30,3,31,"Matt Stover kicks off 75 yards, returned by Pierre Garcon for 30 yards (tackle by Haruki Nakamura). Penalty on Keyunta Dawson: Offensive Holding, 9 yards",0.000,-0.380
3,1:09,1,10,IND 9,3,31,Dominic Rhodes left tackle for -1 yards (tackle by Terrell Suggs and Jarret Johnson),-0.380,-0.850
3,0:22,2,11,IND 8,3,31,Dominic Rhodes right tackle for no gain (tackle by Haloti Ngata),-0.850,-1.540
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,IND 8,3,31,Peyton Manning pass complete deep left to Anthony Gonzalez for 17 yards (tackle by Ray Lewis),-1.540,0.610
4,14:31,1,10,IND 25,3,31,Dominic Rhodes up the middle for 2 yards (tackle by Bart Scott),0.610,0.330
4,13:45,2,8,IND 27,3,31,Peyton Manning pass complete short right to Reggie Wayne for 6 yards (tackle by Chris McAlister),0.330,0.430
4,12:59,3,2,IND 33,3,31,Peyton Manning pass complete short left to Anthony Gonzalez for 4 yards (tackle by Jim Leonhard),0.430,1.400
4,12:23,1,10,IND 37,3,31,"Peyton Manning pass complete deep left to Reggie Wayne for 63 yards. Penalty on Ryan Diem: Offensive Holding, 10 yards (no play)",1.400,0.740
4,12:14,1,20,IND 27,3,31,Dominic Rhodes right end for 1 yard (tackle by Trevor Pryce),0.740,-0.360
4,11:27,,,,3,31,Timeout #1 by Indianapolis Colts,0.000,-0.360
4,11:27,2,19,IND 28,3,31,Peyton Manning sacked by Trevor Pryce for -4 yards,-0.360,-1.550
4,10:49,3,23,IND 24,3,31,Dominic Rhodes up the middle for 5 yards (tackle by Ray Lewis),-1.550,-1.440
4,10:09,4,18,IND 29,3,31,"Penalty on Philip Wheeler: False Start, 5 yards (no play)",-1.440,-1.770
4,9:47,4,23,IND 24,3,31,"Hunter Smith punts 47 yards, returned by Yamon Figurs for 1 yard (tackle by Pierre Garcon). Penalty on Dante Hughes: Unsportsmanlike Conduct, 15 yards",-1.770,-1.930
4,9:37,1,10,BAL 45,3,31,Joe Flacco pass complete deep middle to Demetrius Williams for 17 yards (tackle by Tim Jennings),1.930,3.050
4,9:10,1,10,IND 38,3,31,Ray Rice right end for 1 yard (tackle by Gary Brackett),3.050,2.640
4,8:39,2,9,IND 37,3,31,"Penalty on Eric Foster: Neutral Zone Infraction, 5 yards (no play)",2.640,3.320
4,8:24,2,4,IND 32,3,31,Joe Flacco pass complete short right to Demetrius Williams for 16 yards (tackle by Freddie Keiaho),3.320,4.510
4,7:55,1,10,IND 16,3,31,Joe Flacco pass incomplete short right intended for Ray Rice is intercepted by Tim Jennings at IND-15 and returned for 3 yards (tackle by Ben Grubbs),4.510,-0.040
4,7:49,1,10,IND 18,3,31,Dominic Rhodes up the middle for -1 yards (tackle by Marques Douglas),0.040,-0.650
4,7:06,2,11,IND 17,3,31,Dominic Rhodes left guard for 6 yards (tackle by Corey Ivy and Jim Leonhard),-0.650,-0.530
4,6:20,3,5,IND 23,3,31,Dominic Rhodes left tackle for 2 yards (tackle by Terrell Suggs and Ray Lewis),-0.530,-1.700
4,5:45,4,3,IND 25,3,31,"Hunter Smith punts 50 yards, returned by Yamon Figurs for 7 yards (tackle by Pierre Garcon). Penalty on Daniel Wilcox: Offensive Holding, 10 yards",-1.700,-0.410
4,5:24,1,10,BAL 22,3,31,Joe Flacco pass complete short left to Derrick Mason for 6 yards (tackle by Marlin Jackson),0.410,0.680
4,4:59,2,4,BAL 28,3,31,"Joe Flacco pass complete short middle to Ray Rice for 5 yards (tackle by Gary Brackett). Penalty on Ben Grubbs: Offensive Holding, 10 yards (no play)",0.680,-0.770
4,4:52,2,14,BAL 18,3,31,Joe Flacco pass complete short left to Ray Rice for 15 yards (tackle by Dante Hughes),-0.770,1.140
4,4:22,1,10,BAL 33,3,31,Joe Flacco pass complete short left to Ray Rice for 10 yards (tackle by Dante Hughes),1.140,1.800
4,4:16,1,10,BAL 43,3,31,Joe Flacco pass incomplete short middle intended for Todd Heap,1.800,1.250
4,4:12,2,10,BAL 43,3,31,"Joe Flacco pass complete short right to Derrick Mason for 4 yards (tackle by Tim Jennings). Derrick Mason fumbles (forced by Tim Jennings), recovered by Robert Mathis at BAL-47 (tackle by Ben Grubbs)",1.250,-2.460
,,,,,,,"BAL challenged the pass completion ruling, and the play was upheld.",,
4,4:05,1,10,BAL 47,3,31,"Penalty on IND: Illegal Substitution, 5 yards (no play)",2.460,2.130
4,4:05,1,15,IND 48,3,31,Dominic Rhodes right end for -4 yards (tackle by Terrell Suggs),2.130,0.700
4,3:23,2,19,IND 44,3,31,Dominic Rhodes right tackle for -1 yards (tackle by Ray Lewis),0.700,-0.100
4,2:40,3,20,IND 43,3,31,Peyton Manning pass incomplete deep left intended for Marvin Harrison,-0.100,-0.520
4,2:34,4,20,IND 43,3,31,"Hunter Smith punts 50 yards. Penalty on Corey Ivy: Face Mask (15 Yards), 3 yards",-0.520,0.380
4,2:22,1,10,BAL 4,3,31,Joe Flacco pass complete deep right to Derrick Mason for 54 yards (tackle by Tim Jennings),-0.380,2.790
4,2:02,,,,3,31,Timeout #3 by Baltimore Ravens,0.000,2.790
4,2:02,1,10,IND 42,3,31,"Joe Flacco pass complete short right to Le'Ron McClain for 4 yards (tackle by Clint Session). Penalty on Marlin Jackson: Illegal Contact, 5 yards (no play)",2.790,3.120
4,1:54,1,10,IND 37,3,31,Joe Flacco pass complete short middle to Ray Rice for 10 yards (tackle by Jordan Senn),3.120,3.780
4,1:33,1,10,IND 27,3,31,Joe Flacco pass complete short right to Derrick Mason for -1 yards (tackle by Tim Jennings),3.780,3.100
4,1:10,2,11,IND 28,3,31,Joe Flacco pass incomplete short middle intended for Todd Heap (defended by Marlin Jackson),3.100,2.410
4,1:06,3,11,IND 28,3,31,Joe Flacco pass complete short middle to Ray Rice for 2 yards (tackle by Marlin Jackson),2.410,1.740
4,0:32,4,9,IND 26,3,31,Joe Flacco pass complete short middle to Ray Rice for 12 yards (tackle by Marlin Jackson),1.740,4.650
4,0:13,1,10,IND 14,3,31,Joe Flacco spiked the ball,4.650,4.000
4,0:12,2,10,IND 14,3,31,Joe Flacco pass complete short middle to Demetrius Williams for 3 yards (tackle by Marlin Jackson),4.000,3.620
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
