Quarter,Time,Down,ToGo,Location,BAL,SEA,Detail,EPB,EPA
2,11:00,2,5,BAL 23,0,7,Mike Anderson left guard for 12 yards (tackle by Jordan Babineaux),0.280,1.270
2,10:24,1,10,BAL 35,0,7,Mike Anderson right tackle for 2 yards (tackle by LeRoy Hill and Howard Green),1.270,0.990
2,9:37,2,8,BAL 37,0,7,Troy Smith pass incomplete short middle intended for Musa Smith,0.990,0.300
2,9:34,3,8,BAL 37,0,7,Troy Smith sacked by Darryl Tapp and Julian Peterson for -4 yards,0.300,-1.180
2,9:09,4,12,BAL 33,0,7,"Sam Koch punts 44 yards, returned by Nate Burleson for 32 yards (tackle by Gary Stills)",-1.180,-2.590
2,8:54,1,10,BAL 45,0,7,Shaun Alexander right tackle for 17 yards (tackle by Corey Ivy),2.590,3.710
2,8:21,1,10,BAL 28,0,7,Matt Hasselbeck pass complete short left to Leonard Weaver for 12 yards (tackle by Nick Greisen),3.710,4.510
2,7:55,1,10,BAL 16,0,7,Shaun Alexander left tackle for -3 yards (tackle by Nick Greisen),4.510,3.520
2,7:14,2,13,BAL 19,0,7,Matt Hasselbeck pass incomplete deep middle intended for Deion Branch (defended by Corey Ivy),3.520,2.850
2,7:09,3,13,BAL 19,0,7,Matt Hasselbeck pass incomplete deep right intended for Deion Branch is intercepted by Derrick Martin at BAL-2,2.850,0.380
2,6:59,1,10,BAL 2,0,7,Troy Smith pass incomplete deep left intended for Mark Clayton,-0.380,-0.780
2,6:54,2,10,BAL 2,0,7,Troy Smith pass incomplete deep right intended for Mark Clayton (defended by Brian Russell),-0.780,-1.420
2,6:47,3,10,BAL 2,0,7,Troy Smith pass complete short left to Mark Clayton for 10 yards (tackle by Kelly Jennings),-1.420,-0.350
2,6:09,1,10,BAL 12,0,13,"Mike Anderson left tackle for 3 yards (tackle by Patrick Kerney). Mike Anderson fumbles (forced by Patrick Kerney), recovered by LeRoy Hill at BAL-20 and returned for 20 yards, touchdown",-0.350,-7.000
,,,,,,,"BAL challenged the fumble ruling, and the play was upheld.",,
2,,,,BAL 2,0,14,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,0,14,"Josh Brown kicks off 64 yards, returned by Yamon Figurs for 13 yards (tackle by Kevin Hobbs)",0.000,0.150
2,5:49,1,10,BAL 19,0,14,Troy Smith pass incomplete short right intended for Derrick Mason (defended by Deon Grant),0.150,-0.390
2,5:44,2,10,BAL 19,0,14,Musa Smith left end for 5 yards (tackle by Kelly Jennings),-0.390,-0.420
2,5:20,3,5,BAL 24,0,14,Troy Smith pass complete short right to Derrick Mason for 3 yards (tackle by Marcus Trufant),-0.420,-1.570
2,4:21,4,2,BAL 27,0,14,Sam Koch punts 43 yards,-1.570,-0.940
2,4:15,1,10,SEA 30,0,14,Maurice Morris left end for 3 yards (tackle by Corey Ivy),0.940,0.800
2,3:36,2,7,SEA 33,0,14,Matt Hasselbeck pass incomplete short right intended for Deion Branch,0.800,0.100
2,3:32,3,7,SEA 33,0,14,Leonard Weaver right tackle for 7 yards (tackle by Gerome Sapp),0.100,1.600
2,3:02,1,10,SEA 40,0,14,Matt Hasselbeck pass complete short left to Bobby Engram for 23 yards (tackle by Dawan Landry),1.600,3.120
2,2:16,1,10,BAL 37,0,14,"Matt Hasselbeck for 8 yards. Penalty on Antwan Barnes: Personal Foul, 15 yards",3.120,4.650
2,2:00,1,10,BAL 14,0,20,"Matt Hasselbeck pass complete short left to Shaun Alexander for 14 yards, touchdown",4.650,7.000
2,,,,BAL 2,0,21,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,0,21,"Josh Brown kicks off 63 yards, returned by Yamon Figurs for 22 yards (tackle by Will Herring)",0.000,0.870
2,1:47,1,10,BAL 29,0,21,Musa Smith left tackle for 2 yards (tackle by Brian Russell),0.870,0.600
2,1:20,2,8,BAL 31,0,21,Troy Smith pass complete short right to Quinn Sypniewski for 9 yards (tackle by LeRoy Hill),0.600,1.600
2,1:14,1,10,BAL 40,0,21,Troy Smith pass complete short right to Quinn Sypniewski for 12 yards (tackle by Marcus Trufant),1.600,2.390
2,0:48,1,10,SEA 48,0,21,Troy Smith pass complete short left to Musa Smith for 3 yards (tackle by Jordan Babineaux),2.390,2.250
2,0:34,,,,0,21,Timeout #2 by Baltimore Ravens,0.000,2.250
2,0:34,2,7,SEA 45,0,21,Troy Smith pass complete short right to Mike Anderson for 10 yards (tackle by Jordan Babineaux),2.250,3.250
2,0:12,1,10,SEA 35,0,21,"Troy Smith sacked by Patrick Kerney for -7 yards. Troy Smith fumbles (forced by Patrick Kerney), recovered by Julian Peterson at SEA-43 (tackle by Troy Smith)",3.250,-1.800
2,0:07,1,10,SEA 43,0,21,Matt Hasselbeck kneels for -1 yards,1.800,1.120
Quarter,Time,Down,ToGo,Location,BAL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,0,21,"Josh Brown kicks off 58 yards, returned by Yamon Figurs for 18 yards (tackle by Josh Scobey)",0.000,0.940
3,14:55,1,10,BAL 30,0,21,Mike Anderson up the middle for 16 yards (tackle by LeRoy Hill),0.940,1.990
3,14:22,1,10,BAL 46,0,21,Mike Anderson up the middle for 5 yards (tackle by Darryl Tapp),1.990,2.130
3,13:46,2,5,SEA 49,0,21,Mike Anderson up the middle for no gain (tackle by Darryl Tapp),2.130,1.420
3,13:07,3,5,SEA 49,0,21,Troy Smith pass incomplete short right intended for Devard Darling,1.420,0.000
3,12:57,4,5,SEA 49,0,21,Sam Koch punts 34 yards,0.000,0.220
3,12:49,1,10,SEA 15,0,21,Shaun Alexander right tackle for 2 yards (tackle by Dwan Edwards and Haloti Ngata),-0.220,-0.440
3,12:12,2,8,SEA 17,0,21,Matt Hasselbeck pass incomplete short left intended for Leonard Weaver,-0.440,-1.120
3,12:07,3,8,SEA 17,0,21,Matt Hasselbeck sacked by Haloti Ngata for -6 yards,-1.120,-2.490
3,11:41,4,14,SEA 11,0,21,"Ryan Plackemeier punts 56 yards, returned by Yamon Figurs for 16 yards (tackle by Jordan Babineaux)",-2.490,-2.190
3,11:27,1,10,BAL 49,0,21,Troy Smith pass incomplete short right intended for Derrick Mason,2.190,1.650
3,11:21,2,10,BAL 49,0,21,Musa Smith left tackle for 8 yards (tackle by Julian Peterson),1.650,2.010
3,10:45,3,2,SEA 43,0,21,Troy Smith pass incomplete short left intended for Musa Smith (defended by Darryl Tapp),2.010,0.400
3,10:41,4,2,SEA 43,0,21,"Sam Koch punts 43 yards, touchback",0.400,-0.280
3,10:34,1,10,SEA 20,0,21,Matt Hasselbeck pass complete short middle to Marcus Pollard for 6 yards (tackle by Nick Greisen),0.280,0.540
3,9:50,2,4,SEA 26,0,21,Shaun Alexander left guard for 17 yards (tackle by Dawan Landry),0.540,1.800
3,9:03,1,10,SEA 43,0,21,Matt Hasselbeck pass complete short right to Bobby Engram for 14 yards (tackle by Derrick Martin),1.800,2.720
3,8:28,1,10,BAL 43,0,21,Shaun Alexander right tackle for 5 yards (tackle by Nick Greisen),2.720,2.850
3,7:50,2,5,BAL 38,0,21,Matt Hasselbeck pass complete short right to Bobby Engram for 7 yards (tackle by Derrick Martin),2.850,3.510
3,7:12,1,10,BAL 31,0,21,Shaun Alexander left tackle for 2 yards (tackle by Haloti Ngata),3.510,3.240
3,6:29,2,8,BAL 29,0,21,Matt Hasselbeck pass incomplete short right intended for Bobby Engram (defended by Derrick Martin),3.240,2.540
3,6:23,3,8,BAL 29,0,21,Shaun Alexander up the middle for 5 yards (tackle by Bart Scott),2.540,1.970
3,5:45,4,3,BAL 24,0,24,Josh Brown 42 yard field goal good,1.970,3.000
3,,,,SEA 30,0,24,"Josh Brown kicks off 71 yards, returned by Yamon Figurs for 12 yards (tackle by Niko Koutouvides)",0.000,-0.370
3,5:34,1,10,BAL 11,0,24,Mike Anderson right tackle for 9 yards (tackle by Baraka Atkins),-0.370,0.360
3,4:58,2,1,BAL 20,0,24,"Troy Smith for no gain. Troy Smith fumbles, recovered by Brandon Mebane at BAL-20 (tackle by Marshall Yanda)",0.360,-4.240
3,4:51,1,10,BAL 20,0,24,Matt Hasselbeck pass complete short right to Marcus Pollard for 3 yards (tackle by Jarret Johnson),4.240,4.120
3,4:20,2,7,BAL 17,0,24,Shaun Alexander left end for no gain (tackle by Kelly Gregg and Dawan Landry),4.120,3.360
3,3:35,3,7,BAL 17,0,24,Matt Hasselbeck sacked by Justin Bannan for -4 yards,3.360,2.060
3,3:12,4,11,BAL 21,0,27,Josh Brown 39 yard field goal good,2.060,3.000
3,,,,SEA 30,0,27,"Josh Brown kicks off 73 yards, returned by Yamon Figurs for 39 yards (tackle by Kevin Bentley)",0.000,1.330
3,2:58,1,10,BAL 36,0,27,Musa Smith left end for 1 yard (tackle by LeRoy Hill),1.330,0.930
3,2:20,2,9,BAL 37,0,27,Troy Smith pass complete short left to Devard Darling for 7 yards (tackle by Kelly Jennings),0.930,1.160
3,1:38,3,2,BAL 44,0,27,Troy Smith pass complete short right to Derrick Mason for 4 yards (tackle by Deon Grant),1.160,2.130
3,1:18,1,10,BAL 48,0,27,Troy Smith pass incomplete short left intended for Derrick Mason,2.130,1.580
3,1:12,2,10,BAL 48,0,27,Troy Smith pass incomplete short right intended for Quinn Sypniewski,1.580,0.890
3,1:05,,,,0,27,Timeout #1 by Baltimore Ravens,0.000,0.890
3,1:05,3,10,BAL 48,0,27,Troy Smith up the middle for 6 yards (tackle by Julian Peterson),0.890,0.200
3,0:25,4,4,SEA 46,0,27,Sam Koch punts 39 yards,0.200,0.380
3,0:16,1,10,SEA 7,0,27,Maurice Morris left tackle for 1 yard (tackle by Justin Bannan),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,BAL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,SEA 8,0,27,"Matt Hasselbeck pass incomplete deep left intended for Nate Burleson. Penalty on Corey Ivy: Defensive Pass Interference, 29 yards, Penalty on Justin Bannan: Defensive Offside (Declined) (no play)",-0.710,1.400
4,14:53,1,10,SEA 37,0,27,Maurice Morris left end for 7 yards (tackle by Jarret Johnson),1.400,1.800
4,14:23,2,3,SEA 44,0,27,Leonard Weaver up the middle for 4 yards (tackle by Dwan Edwards),1.800,2.130
4,13:45,1,10,SEA 48,0,27,Maurice Morris up the middle for 4 yards (tackle by Dwan Edwards),2.130,2.120
4,13:08,2,6,BAL 48,0,27,"Maurice Morris right end for 5 yards (tackle by Derrick Martin). Penalty on Antwan Barnes: Defensive 12 On-field, 5 yards (no play)",2.120,2.800
4,12:43,2,1,BAL 43,0,27,Shaun Alexander left tackle for no gain (tackle by Jarret Johnson),2.800,2.080
4,12:06,3,1,BAL 43,0,27,Leonard Weaver up the middle for no gain (tackle by Terrell Suggs),2.080,0.400
4,11:24,4,1,BAL 43,0,27,"Ryan Plackemeier punts 27 yards, fair catch by Yamon Figurs",0.400,0.140
4,11:17,1,10,BAL 16,0,27,Musa Smith left end for 3 yards (tackle by Ellis Wyms and LeRoy Hill),-0.140,-0.180
4,10:43,2,7,BAL 19,0,27,Musa Smith up the middle for 6 yards (tackle by Deon Grant),-0.180,-0.200
4,10:04,3,1,BAL 25,0,27,Troy Smith up the middle for 2 yards (tackle by Darryl Tapp),-0.200,0.740
4,9:23,1,10,BAL 27,0,27,Troy Smith pass incomplete short right intended for Le'Ron McClain,0.740,0.200
4,9:16,2,10,BAL 27,0,27,Mike Anderson left end for -3 yards (tackle by Lofa Tatupu),0.200,-0.890
4,8:34,3,13,BAL 24,0,27,Troy Smith pass complete short right to Quinn Sypniewski for 7 yards (tackle by Jordan Babineaux),-0.890,-1.310
4,7:48,4,6,BAL 31,0,27,Sam Koch punts 31 yards,-1.310,-1.470
4,7:40,1,10,SEA 38,0,27,Maurice Morris right end for 2 yards (tackle by Derrick Martin),1.470,1.190
4,7:00,2,8,SEA 40,0,27,Seneca Wallace for 5 yards,1.190,1.160
4,6:20,3,3,SEA 45,0,27,Seneca Wallace pass incomplete short right intended for Will Heller (defended by Dwan Edwards),1.160,-0.390
4,6:15,4,3,SEA 45,0,27,Ryan Plackemeier punts 47 yards,-0.390,0.380
4,6:03,1,10,BAL 8,0,27,Troy Smith pass complete short right to Mark Clayton for 13 yards (tackle by Julian Peterson),-0.380,0.340
4,5:29,1,10,BAL 21,0,27,Musa Smith right tackle for no gain (tackle by Baraka Atkins),0.340,-0.200
4,4:53,2,10,BAL 21,6,27,"Troy Smith pass complete to Derrick Mason for 79 yards, touchdown",-0.200,7.000
4,4:41,,,,6,27,Timeout #1 by Seattle Seahawks,0.000,0.000
4,,,,,6,27,"Two Point Attempt: Troy Smith pass incomplete intended for Devard Darling, conversion fails",1.000,-1.000
4,,,,BAL 30,6,27,"Sam Koch kicks onside 11 yards, recovered by Bobby Engram and returned for 12 yards",0.000,3.640
4,4:37,1,10,BAL 29,6,27,Maurice Morris right tackle for no gain (tackle by Nick Greisen),3.640,3.100
4,3:53,2,10,BAL 29,6,27,Maurice Morris up the middle for 8 yards (tackle by Dwan Edwards),3.100,3.470
4,3:10,3,2,BAL 21,6,27,Maurice Morris left tackle for 3 yards (tackle by Dwan Edwards),3.470,4.370
4,2:24,,,,6,27,Timeout #2 by Seattle Seahawks,0.000,4.370
4,2:24,1,10,BAL 18,6,27,Maurice Morris right guard for 6 yards (tackle by Ed Reed and Dawan Landry),4.370,4.810
4,2:15,,,,6,27,Timeout #2 by Baltimore Ravens,0.000,4.810
4,2:15,2,4,BAL 12,6,27,Seneca Wallace pass complete short right to Will Heller for 3 yards (tackle by Dawan Landry),4.810,4.740
4,2:07,,,,6,27,Timeout #3 by Baltimore Ravens,0.000,4.740
4,2:07,3,1,BAL 9,6,27,Maurice Morris left tackle for no gain (tackle by Kelly Gregg),4.740,2.980
4,2:00,4,1,BAL 9,6,27,Maurice Morris left end for -4 yards (tackle by Nick Greisen),2.980,0.320
4,1:54,1,10,BAL 13,6,27,Troy Smith pass complete short right to Lee Vickers for 5 yards (tackle by Marcus Trufant),-0.320,-0.140
4,1:30,2,5,BAL 18,6,27,Troy Smith pass incomplete deep right intended for Mark Clayton (defended by Brian Russell),-0.140,-0.830
4,1:25,3,5,BAL 18,6,27,Troy Smith pass incomplete deep right intended for Derrick Mason,-0.830,-2.240
4,1:17,4,5,BAL 18,6,27,Troy Smith pass complete short left to Derrick Mason for 9 yards (tackle by Niko Koutouvides),-2.240,0.740
4,0:50,1,10,BAL 27,6,27,Troy Smith pass complete short left to Musa Smith for 9 yards (tackle by Jordan Babineaux),0.740,1.410
4,0:23,2,1,BAL 36,6,27,Troy Smith pass incomplete short right intended for Lee Vickers,1.410,0.700
4,0:19,3,1,BAL 36,6,27,Troy Smith pass incomplete short middle intended for Lee Vickers,0.700,-0.980
4,0:14,4,1,BAL 36,6,27,Troy Smith pass complete deep left to Mark Clayton for 16 yards (tackle by Kelly Jennings),-0.980,2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
