Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
2,15:00,1,10,GNB 39,0,0,Brett Favre pass complete short middle to Donald Driver for 15 yards (tackle by Sam Madison),1.530,2.520
2,14:20,1,10,NYG 46,0,0,Brandon Jackson right tackle for 1 yard (tackle by Kawika Mitchell and Osi Umenyiora),2.520,2.110
2,13:45,2,9,NYG 45,0,0,Brett Favre pass incomplete short right intended for Donald Driver (defended by Michael Strahan),2.110,1.420
2,13:30,3,9,NYG 45,0,0,Brett Favre pass incomplete short left intended for Donald Lee (defended by Fred Robbins),1.420,0.270
2,13:26,4,9,NYG 45,0,0,"Jon Ryan punts 23 yards, fair catch by R.W. McQuarters. Penalty on Gibril Wilson: Roughing the Kicker, 15 yards (no play)",0.270,3.580
2,13:18,1,10,NYG 30,0,0,Brett Favre pass incomplete deep middle intended for Donald Driver is intercepted by Gibril Wilson at NYG-14,3.580,0.280
2,13:10,1,10,NYG 14,0,0,Derrick Ward right guard for 3 yards (tackle by Johnny Jolly),-0.280,-0.370
2,12:33,2,7,NYG 17,0,0,Derrick Ward left guard for 3 yards (tackle by Ryan Pickett),-0.370,-0.680
2,11:52,3,4,NYG 20,0,0,Eli Manning pass incomplete deep right intended for Jeremy Shockey,-0.680,-2.030
2,11:40,4,4,NYG 20,0,0,Jeff Feagles punts 51 yards,-2.030,-0.870
2,11:31,1,10,GNB 29,0,0,DeShawn Wynn left guard for -5 yards (tackle by Osi Umenyiora),0.870,-0.350
2,11:00,2,15,GNB 24,0,0,Brett Favre pass complete deep left to James Jones for 46 yards (tackle by Corey Webster),-0.350,3.580
2,10:43,1,10,NYG 30,0,0,Brandon Jackson left tackle for 2 yards (tackle by James Butler),3.580,3.300
2,9:57,2,8,NYG 28,0,0,Brett Favre pass complete short left to Ryan Grant for 21 yards (tackle by Corey Webster),3.300,5.600
2,9:13,1,7,NYG 7,0,0,Brandon Jackson left tackle for 1 yard (tackle by Reggie Torbor),5.600,4.950
2,8:27,2,6,NYG 6,6,0,"DeShawn Wynn up the middle for 6 yards, touchdown",4.950,7.000
2,,,,NYG 2,7,0,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,7,0,"Mason Crosby kicks off 63 yards, returned by Ahmad Bradshaw for 27 yards (tackle by Will Blackmon)",0.000,1.200
2,8:11,1,10,NYG 34,7,0,Eli Manning pass complete short left to Amani Toomer for 40 yards (tackle by Charles Woodson),1.200,3.840
2,7:27,1,10,GNB 26,7,6,"Eli Manning pass complete deep middle to Plaxico Burress for 26 yards, touchdown. Penalty on A.J. Hawk: Illegal Contact (Declined)",3.840,7.000
2,,,,GNB 2,7,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,7,7,"Lawrence Tynes kicks off 58 yards, returned by DeShawn Wynn for 15 yards (tackle by Ahmad Bradshaw)",0.000,0.740
2,7:10,1,10,GNB 27,7,7,DeShawn Wynn left tackle for -1 yards (tackle by Fred Robbins),0.740,0.060
2,6:35,2,11,GNB 26,7,7,Brett Favre pass complete short left to Brandon Jackson for 6 yards (tackle by Corey Webster),0.060,0.170
2,5:41,,,,7,7,Timeout #2 by Green Bay Packers,0.000,0.170
2,5:41,3,5,GNB 32,7,7,Brett Favre pass incomplete short middle intended for Donald Driver,0.170,-1.240
2,5:35,4,5,GNB 32,7,7,"Jon Ryan punts 41 yards, returned by R.W. McQuarters for 2 yards (tackle by Jason Hunter)",-1.240,-0.870
2,5:24,1,10,NYG 29,7,7,Sinorice Moss left end for 4 yards (tackle by Al Harris and Nick Barnett),0.870,0.870
2,4:55,2,6,NYG 33,7,7,"Eli Manning pass incomplete deep middle intended for Plaxico Burress. Penalty on Al Harris: Illegal Contact, 5 yards (no play)",0.870,1.470
2,4:44,1,10,NYG 38,7,7,Eli Manning pass complete short right to Amani Toomer for 8 yards (tackle by Charles Woodson),1.470,2.000
2,3:57,2,2,NYG 46,7,7,"Penalty on NYG: Delay of Game, 5 yards (no play)",2.000,1.330
2,3:36,2,7,NYG 41,7,7,Derrick Ward up the middle for 4 yards (tackle by Nick Barnett),1.330,1.160
2,2:53,3,3,NYG 45,7,7,Eli Manning pass complete deep right to Jeremy Shockey for 19 yards (tackle by Atari Bigby),1.160,3.180
2,2:12,1,10,GNB 36,7,7,Eli Manning pass incomplete short left intended for Michael Matthews,3.180,2.640
2,2:05,2,10,GNB 36,7,7,Eli Manning pass complete short left to Plaxico Burress for 6 yards (tackle by Nick Barnett),2.640,2.740
2,1:59,3,4,GNB 30,7,7,"Eli Manning pass complete short middle to Jeremy Shockey for 14 yards (tackle by Atari Bigby). Penalty on Aaron Kampman: Defensive Offside (Offsetting), Penalty on Jeremy Shockey: Delay of Game (Offsetting) (no play)",2.740,2.740
2,1:53,3,4,GNB 30,7,7,Eli Manning pass incomplete deep middle intended for Jeremy Shockey,2.740,1.460
2,1:43,4,4,GNB 30,7,10,Lawrence Tynes 48 yard field goal good,1.460,3.000
2,,,,NYG 30,7,10,"Lawrence Tynes kicks off 71 yards, returned by Tramon Williams for 46 yards (tackle by Ahmad Bradshaw). Penalty on Colin Cole: Offensive Holding, 10 yards",0.000,-0.220
2,1:30,1,10,GNB 15,7,10,Brandon Jackson right guard for 1 yard (tackle by Kawika Mitchell),-0.220,-0.580
2,1:22,,,,7,10,Timeout #1 by New York Giants,0.000,-0.580
2,1:22,2,9,GNB 16,7,10,Brett Favre pass incomplete short right intended for Donald Lee,-0.580,-1.250
2,1:17,3,9,GNB 16,7,10,Brett Favre pass complete short middle to DeShawn Wynn for 10 yards (tackle by James Butler),-1.250,0.670
2,0:53,1,10,GNB 26,7,10,Brett Favre sacked by Justin Tuck for -1 yards,0.670,-0.010
2,0:26,2,11,GNB 25,7,10,Brett Favre pass complete short middle to DeShawn Wynn for 8 yards (tackle by Kawika Mitchell),-0.010,0.370
2,0:18,,,,7,10,Timeout #3 by Green Bay Packers,0.000,0.370
2,0:18,3,3,GNB 33,7,10,Brett Favre pass incomplete short left intended for Bubba Franks,0.370,-1.180
2,0:13,4,3,GNB 33,7,10,"Jon Ryan punts 42 yards, out of bounds. Penalty on Desmond Bishop: Ineligible Downfield Kick, 5 yards (no play)",-1.180,-1.500
2,0:04,4,8,GNB 28,7,10,Jon Ryan punts 28 yards,-1.500,0.810
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,7,10,"Lawrence Tynes kicks off 63 yards, returned by Tramon Williams for 42 yards (tackle by Lawrence Tynes)",0.000,2.190
3,14:52,1,10,GNB 49,7,10,Brandon Jackson left guard for 1 yard (tackle by Osi Umenyiora and Antonio Pierce),2.190,1.780
3,14:15,2,9,,7,10,Brett Favre pass complete short middle to Korey Hall for 10 yards (tackle by Antonio Pierce),1.780,2.920
3,13:46,1,10,NYG 40,7,10,Brandon Jackson left guard for 1 yard (tackle by Mathias Kiwanuka),2.920,2.510
3,13:14,2,9,NYG 39,7,10,Brett Favre pass complete short left to Korey Hall for 10 yards (tackle by Gibril Wilson),2.510,3.640
3,12:32,1,10,NYG 29,7,10,DeShawn Wynn left tackle for -1 yards (tackle by Justin Tuck),3.640,2.970
3,11:44,2,11,NYG 30,7,10,Brett Favre pass complete short right to James Jones for 5 yards (tackle by Sam Madison),2.970,2.940
3,11:01,3,6,NYG 25,7,10,Brett Favre pass complete short right to James Jones for 17 yards (tackle by Sam Madison),2.940,5.370
3,10:37,1,8,NYG 8,7,10,Brandon Jackson up the middle for -3 yards (tackle by Michael Strahan),5.370,4.020
3,9:58,2,11,NYG 11,7,10,"Brett Favre pass incomplete short right intended for Ruvell Martin. Penalty on Sam Madison: Defensive Pass Interference, 9 yards (no play)",4.020,6.740
3,9:52,1,2,NYG 2,7,10,Brandon Jackson up the middle for no gain (tackle by Justin Tuck),6.740,5.720
3,9:16,2,2,NYG 2,13,10,"Brett Favre pass complete short middle to Bubba Franks for 2 yards, touchdown",5.720,7.000
3,,,,NYG 2,14,10,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,14,10,"Mason Crosby kicks off 58 yards, returned by Reuben Droughns for 25 yards (tackle by Charlie Peprah)",0.000,1.400
3,9:00,1,10,NYG 37,14,10,Derrick Ward left tackle for 26 yards (tackle by Nick Collins),1.400,3.120
3,8:28,1,10,GNB 37,14,10,Eli Manning pass complete short right to Ahmad Bradshaw for 11 yards (tackle by Brady Poppinga),3.120,3.840
3,7:49,1,10,GNB 26,14,10,Derrick Ward left guard for 5 yards (tackle by Cullen Jenkins),3.840,3.970
3,7:06,2,5,GNB 21,14,10,Eli Manning pass incomplete deep left intended for Amani Toomer,3.970,3.270
3,6:58,3,5,GNB 21,14,10,"Eli Manning pass incomplete short left intended for Plaxico Burress. Penalty on Al Harris: Defensive Pass Interference, 3 yards (no play)",3.270,4.370
3,6:54,1,10,GNB 18,14,10,Derrick Ward right guard for 3 yards (tackle by Ryan Pickett),4.370,4.250
3,6:14,2,7,GNB 15,14,10,Eli Manning pass complete short left to Jeremy Shockey for 7 yards (tackle by Nick Barnett),4.250,5.370
3,5:54,1,8,GNB 8,14,10,Derrick Ward left tackle for no gain (tackle by Atari Bigby),5.370,4.570
3,5:11,2,8,GNB 8,14,10,"Eli Manning pass incomplete short right intended for Sinorice Moss. Penalty on Amani Toomer: Taunting, 15 yards",4.570,1.950
3,5:05,3,23,GNB 23,14,10,Eli Manning pass complete short left to Derrick Ward for 9 yards (tackle by Cullen Jenkins),1.950,2.510
3,4:30,4,14,GNB 14,14,13,Lawrence Tynes 32 yard field goal good,2.510,3.000
3,,,,NYG 30,14,13,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
3,4:22,1,10,GNB 20,14,13,Brett Favre pass complete short middle to Brandon Jackson for 15 yards (tackle by Kawika Mitchell),0.280,1.270
3,3:46,1,10,GNB 35,14,13,Brett Favre pass complete short right to Brandon Jackson for no gain,1.270,0.720
3,3:07,2,10,GNB 35,14,13,Brett Favre pass complete short right to Donald Driver for 8 yards (tackle by Sam Madison),0.720,1.090
3,2:34,3,2,GNB 43,14,13,Brett Favre pass complete short middle to Donald Lee for 14 yards (tackle by Kawika Mitchell),1.090,2.720
3,1:54,1,10,NYG 43,14,13,DeShawn Wynn right tackle for 5 yards (tackle by Antonio Pierce),2.720,2.850
3,1:22,2,5,NYG 38,14,13,Brett Favre pass complete short right to Bubba Franks for 8 yards (tackle by Kawika Mitchell),2.850,3.580
3,0:38,1,10,NYG 30,14,13,Brett Favre pass complete short right to Bubba Franks for 3 yards (tackle by Sam Madison),3.580,3.440
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,NYG 27,14,13,Brett Favre pass complete short middle to Donald Driver for 19 yards (tackle by R.W. McQuarters),3.440,5.370
4,14:24,1,8,NYG 8,14,13,Brett Favre pass complete short left to Donald Driver for 5 yards (tackle by Corey Webster),5.370,5.530
4,13:43,2,3,NYG 3,20,13,"Brett Favre pass complete short right to Donald Lee for 3 yards, touchdown",5.530,7.000
4,,,,NYG 2,21,13,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,21,13,"Mason Crosby kicks off 62 yards, returned by Ahmad Bradshaw for 16 yards (tackle by Charlie Peprah). Ahmad Bradshaw fumbles (forced by Charlie Peprah), recovered by Tracy White at NYG-22 (tackle by Ahmad Bradshaw)",0.000,-4.110
4,13:26,1,10,NYG 22,21,13,Brett Favre pass incomplete short middle intended for Brandon Jackson,4.110,3.560
4,13:21,2,10,NYG 22,21,13,Brett Favre pass complete short left to Bubba Franks for 7 yards (tackle by Kawika Mitchell),3.560,3.930
4,12:38,3,3,NYG 15,21,13,Brett Favre pass complete short middle to Donald Driver for 5 yards (tackle by R.W. McQuarters),3.930,4.910
4,11:58,1,10,NYG 10,21,13,Brett Favre pass incomplete short right intended for Donald Driver,4.910,4.190
4,11:47,2,10,NYG 10,27,13,"Brett Favre pass complete short middle to Donald Driver for 10 yards, touchdown",4.190,7.000
4,,,,NYG 2,28,13,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,28,13,"Mason Crosby kicks off 70 yards, touchback",0.000,0.280
4,11:41,1,10,NYG 20,28,13,"Eli Manning sacked by Aaron Kampman for -8 yards. Eli Manning fumbles (forced by Aaron Kampman), recovered by Kareem McKenzie at NYG-12",0.280,-1.360
4,11:09,2,18,NYG 12,28,13,Eli Manning pass incomplete short right intended for Jeremy Shockey,-1.360,-2.360
4,11:03,3,18,NYG 12,28,13,Eli Manning pass complete short middle to Derrick Ward for 8 yards (tackle by Corey Williams),-2.360,-2.030
4,10:21,4,10,NYG 20,28,13,"Jeff Feagles punts 52 yards, returned by Charles Woodson for 8 yards (tackle by Zak DeOssie)",-2.030,-1.330
4,10:06,1,10,GNB 36,28,13,Brandon Jackson right tackle for no gain (tackle by Reggie Torbor),1.330,0.790
4,9:32,2,10,GNB 36,28,13,Brandon Jackson left guard for 1 yard (tackle by Antonio Pierce),0.790,0.230
4,8:51,3,9,GNB 37,28,13,Brett Favre pass incomplete short middle intended for DeShawn Wynn (defended by Antonio Pierce),0.230,-0.910
4,8:38,4,9,GNB 37,28,13,"Jon Ryan punts 39 yards, fair catch by R.W. McQuarters",-0.910,-0.540
4,8:30,1,10,NYG 24,28,13,Derrick Ward up the middle for 5 yards (tackle by A.J. Hawk),0.540,0.670
4,8:07,2,5,NYG 29,28,13,Eli Manning pass incomplete short middle intended for Sinorice Moss,0.670,-0.030
4,7:58,3,5,NYG 29,28,13,Eli Manning pass complete short left to Derrick Ward for 12 yards (tackle by Nick Collins),-0.030,1.660
4,7:20,1,10,NYG 41,28,13,Eli Manning pass complete deep left to Anthony Mix for 21 yards (tackle by Al Harris),1.660,3.050
4,7:03,1,10,GNB 38,28,13,Eli Manning pass incomplete short middle intended for Amani Toomer (defended by Cullen Jenkins),3.050,2.510
4,6:56,2,10,GNB 38,28,13,"Eli Manning pass incomplete deep middle intended for Jeremy Shockey. Penalty on A.J. Hawk: Illegal Contact, 5 yards (no play)",2.510,3.380
4,6:49,1,10,GNB 33,28,13,Eli Manning pass incomplete short right intended for Jeremy Shockey (defended by Charles Woodson),3.380,2.840
4,6:44,2,10,GNB 33,28,13,Eli Manning pass incomplete is intercepted by Corey Williams at GNB-38 and returned for 9 yards (tackle by Eli Manning). Penalty on Rich Seubert: Ineligible Downfield Pass (Declined),2.840,-2.060
4,6:35,1,10,GNB 47,28,13,Brandon Jackson left guard for 5 yards (tackle by Gibril Wilson),2.060,2.190
4,5:57,2,5,NYG 48,28,13,Brett Favre pass complete short right to Donald Driver for 6 yards (tackle by Sam Madison),2.190,2.790
4,5:15,1,10,NYG 42,28,13,Brandon Jackson right guard for 4 yards (tackle by Manuel Wright),2.790,2.780
4,4:31,2,6,NYG 38,28,13,Brandon Jackson left tackle for no gain (tackle by Antonio Pierce),2.780,2.080
4,4:22,,,,28,13,Timeout #1 by New York Giants,0.000,2.080
4,4:22,3,6,NYG 38,34,13,"DeShawn Wynn left tackle for 38 yards, touchdown",2.080,7.000
4,,,,NYG 2,35,13,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,35,13,"Mason Crosby kicks off 57 yards, returned by Reuben Droughns for 23 yards (tackle by Desmond Bishop)",0.000,1.330
4,4:06,1,10,NYG 36,35,13,Jared Lorenzen pass incomplete deep middle intended for Sinorice Moss,1.330,0.790
4,3:59,2,10,NYG 36,35,13,"Jared Lorenzen sacked by Corey Williams for -5 yards. Penalty on Cullen Jenkins: Personal Foul, 15 yards",0.790,1.990
4,3:49,1,10,NYG 46,35,13,Derrick Ward up the middle for -1 yards (tackle by Kabeer Gbaja-Biamila and Johnny Jolly),1.990,1.320
4,3:22,2,11,NYG 45,35,13,Jared Lorenzen pass complete short middle to Anthony Mix for 6 yards (tackle by Al Harris),1.320,1.420
4,2:57,3,5,GNB 49,35,13,Jared Lorenzen pass complete short right to Jeremy Shockey for 6 yards (tackle by Atari Bigby),1.420,2.720
4,2:37,1,10,GNB 43,35,13,Jared Lorenzen pass complete short right to Jeremy Shockey for 9 yards (tackle by A.J. Hawk),2.720,3.390
4,2:09,2,1,GNB 34,35,13,Jared Lorenzen pass incomplete deep right intended for Jeremy Shockey,3.390,2.680
4,2:02,3,1,GNB 34,35,13,Derrick Ward up the middle for 7 yards (tackle by Colin Cole and Nick Barnett),2.680,3.780
4,1:59,1,10,GNB 27,35,13,"Anthony Wright pass incomplete deep left intended for Amani Toomer. Penalty on Cullen Jenkins: Defensive Offside, 5 yards (no play)",3.780,4.510
4,1:53,1,5,GNB 22,35,13,Anthony Wright pass incomplete short right intended for Kevin Boss,4.510,3.910
4,1:48,2,5,GNB 22,35,13,Anthony Wright pass complete short left to Anthony Mix for 12 yards (tackle by Nick Collins),3.910,4.910
4,1:35,,,,35,13,Timeout #2 by New York Giants,0.000,4.910
4,1:35,1,10,GNB 10,35,13,Anthony Wright pass incomplete short middle intended for Anthony Mix,4.910,4.190
4,1:29,2,10,GNB 10,35,13,Anthony Wright pass incomplete short middle intended for Amani Toomer (defended by Nick Barnett),4.190,3.130
4,1:24,3,10,GNB 10,35,13,Anthony Wright pass incomplete short right intended for Amani Toomer,3.130,2.760
4,1:18,4,10,GNB 10,35,13,Anthony Wright pass incomplete short middle intended for Anthony Mix,2.760,0.380
4,1:10,1,10,GNB 10,35,13,Brett Favre kneels for -1 yards,-0.380,-0.850
4,0:33,2,11,GNB 9,35,13,Brett Favre kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
